 6010 ; Бона иностранная Перу ;  ;  ;  ;  ; 7 ; Димон777 ; 41 
 3103 ; 5 франков. Франция ; 1814 ;  ; Ag ; XF+ ; 83 ; Rosomaha ; 15640 
 3104 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 58 ; pmaster ; 1066 
 3105 ; 10 марок. ФРГ. 40 лет ФРГ ; 1989G ;  ; Ag ; AU ; 16 ; kornum ; 479 
 3106 ; 10 марок. ФРГ. Музей Стральзунд ; 2001A ;  ; Ag ; AU ; 18 ; VVE ; 567 
 3107 ; 10 марок. ФРГ. Бранденбургские ворота ; 1991A ;  ; Ag ; XF ; 16 ; Azeroter1 ; 472 
 3108 ; 10 марок. ФРГ. Кетти Кольвитц ; 1992G ;  ; Ag ; AU ; 29 ; AndyF ; 472 
 3109 ; 10 марок. ФРГ. Барбаросса ; 1990F ;  ; Ag ; AU ; 20 ; AndyF ; 499 
 3110 ; 10 марок. ФРГ. Карл Цейсс ; 1988F ;  ; Ag ; XF ; 14 ; salim ; 473 
 3111 ; 10 марок. ФРГ. 200 лет Бонну ; 1989D ;  ; Ag ; XF+ ; 23 ; salim ; 459 
 3112 ; 10 марок. ФРГ. 30 лет Римскому договору ; 1987G ;  ; Ag ; AU ; 20 ; igorchek ; 473 
 3113 ; 10 марок. ФРГ. 50 лет ; 2001G ;  ; Ag ; AU ; 13 ; tamsimun ; 601 
 3114 ; 10 марок. ФРГ. 750 лет Берлину ; 1987J ;  ; Ag ; AU ; 11 ; burak69 ; 635 
 3115 ; 10 марок. ФРГ. Лортцинг ; 2001J ;  ; Ag ; AU ; 20 ; tamsimun ; 633 
 3116 ; 10 марок. ФРГ. 800 лет Гамбургу ; 1989J ;  ; Ag ; XF ; 11 ; paranoy ; 415 
 3117 ; 500 лева. Болгария. Экю ; 1993 ;  ; Ag ; Proof ; 32 ; Arlekino82 ; 1386 
 3118 ; 10 долларов. Ниуэ. Корабль ; 1992 ;  ; Ag ; Proof ; 17 ; ASTRAL ; 1212 
 3119 ; 25 пенсов Гернси. Елизавета и Филипп ; 1972 ;  ; Ag ; Proof ; 25 ; Redkyt ; 1121 
 3120 ; 10 динаров. Андорра. Экю ; 1991 ;  ; Ag ; Proof ; 20 ; прохожий10 ; 1170 
 3121 ; 25 пенсов Гернси. Королевский визит ; 1978 ;  ; Ag ; Proof ; 17 ; Vanka ; 1018 
 3122 ; 500 форинтов. Венгрия. ; 1993 ;  ; Ag ; Proof ; 29 ; Vanka ; 1018 
 3123 ; 1 доллар. Канада. Калгари ; 1975 ;  ; Ag ; AU ; 27 ; VAZ-2107 ; 605 
 3124 ; 1 доллар. США ; 1899 ;  ; Ag ; AU ; 19 ; 1999 ; 5667 
 3125 ; 2 кроны. Швеция. 300 лет Густаву II Адольфу ; 1932 ;  ; Ag ; XF+ ; 10 ; vb96 ; 828 
 3126 ; 2 кроны. Швеция. 300 лет первому поселению ; 1938 ;  ; Ag ; XF ; 11 ; borz7835 ; 707 
 3127 ; 2 кроны. Швеция. 25 лет правления ; 1897 ;  ; Ag ; XF ; 16 ; vladimirov ; 1000 
 3128 ; 2 кроны. Швеция. Золотая свадьба ; 1907 ;  ; Ag ; XF+ ; 17 ; vb96 ; 1115 
 3129 ; 2 кроны. Швеция. 400 лет политической свободе ; 1921 ;  ; Ag ; XF+ ; 24 ; Чашник ; 847 
 3130 ; 1/2 доллара. США ; 1961D ;  ; Ag ; VF+ ; 37 ; жора ; 521 
 3131 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF ; 15 ; ъхз ; 428 
 3132 ; 25 шиллингов. Австрия. Антон Бракнер ; 1962 ;  ; Ag ; VF ; 11 ; Vanka ; 371 
 3133 ; 25 шиллингов. Австрия. Франц Лехар ; 1948 ;  ; Ag ; XF ; 30 ; igorchek ; 368 
 3134 ; 25 шиллингов. Австрия. Франц Гриллпарцер ; 1964 ;  ; Ag ; XF ; 9 ; Vanka ; 407 
 3135 ; 25 шиллингов. Австрия. Карл Вельсбах ; 1929 ;  ; Ag ; XF ; 9 ; СТРЕКОЗА ; 453 
 3136 ; 25 шиллингов. Австрия. Вольфганг Моцарт ; 1956 ;  ; Ag ; XF ; 11 ; igorchek ; 373 
 3137 ; 25 шиллингов. Австрия. Вольфганг Моцарт ; 1956 ;  ; Ag ; XF ; 19 ; igorchek ; 381 
 3138 ; 25 шиллингов. Австрия. Зирер ; 1972 ;  ; Ag ; XF ; 28 ; наташа2712 ; 377 
 3139 ; 10 центов. Гон-Конг ; 1894 ;  ; Ag ; VF ; 13 ; Andy M ; 200 
 3140 ; 10 центов. Канада ; 1953 ;  ; Ag ; VF ; 21 ; вулканолог ; 66 
 3141 ; 10 центов. Канада ; 1960 ;  ; Ag ; XF- ; 9 ; вулканолог ; 71 
 3142 ; 10 эре.Швеция ; 1950 ;  ; Ag ; VF ; 34 ; кот баюн ; 51 
 3143 ; 1/10 бальбоа. Панама ; 1961 ;  ; Ag ; VF+ ; 4 ; shaxter2015 ; 153 
 3144 ; 10 центов. Цейлон ; 1914 ;  ; Ag ; F ; 23 ; кот баюн ; 111 
 3145 ; 50 сен. Япония. Отверстие ;  ;  ; Ag ; F+ ; 22 ; CASH ; 102 
 3146 ; 10 сентаво. Колумбия ; 1911 ;  ; Ag ; F+ ; 7 ; вулканолог ; 112 
 3147 ; 10 сентаво. Мексика ; 1903 ;  ; Ag ; VF+ ; 14 ; Виталий 64 ; 442 
 3148 ; 20 пфеннигов. Германия ; 1876D ;  ; Ag ; VF- ; 66 ; bva150979 ; 469 
 3049 ; 50 динеров. Андорра. ; 1965 ;  ; Ag ; Proof ; 70 ; Rosomaha ; 2331 
 3050 ; 1 фунт. Египет ; 1980 ;  ; Ag ; AU ; 52 ; lirik ; 889 
 3051 ; 100 злотых. Польша ; 1966 ;  ; Ag ; AU ; 32 ; DDW ; 1836 
 3052 ; 20 крецеровю Зальцбург ; 1794 ;  ; Ag ; VF ; 29 ; Sporti84 ; 1469 
 3053 ; 50 крон. Норвегия. Улаф V ; 1978 ;  ; Ag ; AU ; 55 ; yourius ; 1129 
 3054 ; 1 песо. Мексика ; 1964 ;  ; Ag ; XF ; 19 ; 1023oxana ; 479 
 3055 ; 5 крон. Лихтенштейн ; 1904 ;  ; Ag ; VF+ ; 48 ; Rosomaha ; 5411 
 3056 ; 100 франков. Люксембург ; 1963 ;  ; Ag ; XF+ ; 57 ; teso ; 1163 
 3057 ; 20 франков. Люксембург. Иоанн Слепой ; 1946 ;  ; Ag ; AU ; 39 ; zoom30 ; 1742 
 3058 ; 10 франков. Португалия ; 1928 ;  ; Ag ; XF ; 57 ; tamsimun ; 1962 
 3059 ; 5 корон. Венгрия. 40 лет ; 1907 ;  ; Ag ; XF ; 34 ; Ю42 ; 4080 
 3060 ; 50 монго. Монголия ; 1925 ;  ; Ag ; VF ; 27 ; Dahan ; 1855 
 3061 ; 1000 рейс. Бразилия ; 1913 ;  ; Ag ; VF+ ; 27 ; kornum ; 544 
 3062 ; 25 песо. Мексика. Олимпиада ; 1968 ;  ; Ag ; XF+ ; 30 ; heavy_fly ; 575 
 3063 ; 50 крон. Швеция. Конституция ; 1975 ;  ; Ag ; AU ; 99 ; vb96 ; 1196 
 3064 ; 2-1/2 сентесимо. Панама ; 1904 ;  ; Ag ; XF ; 43 ; Экзот ; 793 
 3065 ; 5 лек. Албания ; 1939 ;  ; Ag ; VF ; 45 ; vb96 ; 746 
 3066 ; 2-1/2 гульдена. Нидерланды ; 1870 ;  ; Ag ; VF+ ; 35 ; Azeroter1 ; 2043 
 3067 ; 1 крона. Великобритания. Деформация ; 1889 ;  ; Ag ; F ; 64 ; CASH ; 918 
 3068 ; 50 гурдов. Гаити ; 1973 ;  ; Ag ; Proof ; 34 ; стадник ; 1898 
 3069 ; 1 риксдалер. Швеция ; 1777 ;  ; Ag ; VF-XF ; 118 ; 1023oxana ; 11256 
 3070 ; 5 франков. Швейцария ; 1850 ;  ; Ag ; VF+ ; 57 ; ОБОРМОТ ; 10344 
 3071 ; Крона. Великобритания ; 1893 ;  ; Ag ; VF-XF ; 22 ; bob375 ; 2042 
 3072 ; 5 корон. Австрия ; 1907 ;  ; Ag ; VF+ ; 48 ; стадник ; 2399 
 3073 ; 1 песо. Куба ; 1953 ;  ; Ag ; VF+ ; 20 ; наташа2712 ; 1348 
 3074 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене ; 1972G ;  ; Ag ; XF+ ; 17 ; igorchek ; 385 
 3075 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене ; 1972G ;  ; Ag ; AU ; 15 ; Elizium ; 393 
 3076 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене ; 1972G ;  ; Ag ; AU ; 13 ; burak69 ; 454 
 3077 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене ; 1972G ;  ; Ag ; XF+ ; 14 ; страус ; 393 
 3078 ; 10 марок. ФРГ. 750-летие Берлина ; 1987J ;  ; Ag ; AU ; 28 ; AndyF ; 611 
 3079 ; 10 марок. ФРГ. 30-летие Римского договора ; 1987G ;  ; Ag ; AU ; 23 ; kornum ; 516 
 3080 ; 10 марок. ФРГ.  100-летие со дня рождения Артура Шопенгауэра ; 1988D ;  ; Ag ; AU ; 18 ; tamsimun ; 451 
 3081 ; 10 марок. ФРГ. 150-летие создания католического сообщества в Эльберфельде ; 1996A ;  ; Ag ; AU ; 10 ; salim ; 465 
 3082 ; 10 марок. ФРГ. 150-летие со дня рождения Вильгельма Рентгена ; 1995D ;  ; Ag ; AU ; 17 ; tamsimun ; 499 
 3083 ; 5 песет. Испания ; 1871 ;  ; Ag ; F-VF ; 31 ; CASH ; 819 
 3084 ; 1 доллар. США ; 1971 ;  ; Ag ; AU ; 53 ; sveta6369 ; 462 
 3085 ; 1/2 доллара. США. 100 лет Доктрине Монро ; 1923 ;  ; Ag ; VF-XF ; 26 ; Rosomaha ; 2155 
 3086 ; 5 франков. Франция ; 1812 ;  ; Ag ; VF- ; 63 ; Ю42 ; 5549 
 3087 ; 1 шиллинг. Мекленбург-Шверин ; 1787 ;  ; Ag ; F ; 20 ; alankar51 ; 183 
 3088 ; 5 песо. Куба. История почты на Кубе ; 1993 ;  ; Ag ; Proof ; 35 ; sibirian ; 714 
 3089 ; 10 песо. Куба. История почты на Кубе ; 1992 ;  ; Ag ; Proof ; 14 ; KHODOVNV77 ; 1201 
 3090 ; 10 песо. Куба. Миссисипи ; 1998 ;  ; Ag ; Proof ; 44 ; alex09-63 ; 1205 
 3091 ; 1 доллар. США. ; 1886 ;  ; Ag ; XF ; 33 ; alexbari ; 2041 
 3092 ; 1 доллар. США. ; 1921 ;  ; Ag ; XF ; 46 ; siman174 ; 2199 
 3093 ; 1 доллар. США. ; 1923 ;  ; Ag ; XF ; 45 ; 0088 ; 2040 
 3094 ; 1 доллар. США. ; 1922 ;  ; Ag ; XF ; 26 ; Sosnovsky777 ; 1632 
 3095 ; 1/10 бальбоа. Панама ; 1953 ;  ; Ag ; VF+ ; 21 ; shaxter2015 ; 144 
 3096 ; 10 франков. Франция ; 1968 ;  ; Ag ; XF+ ; 29 ; bob375 ; 914 
 3097 ; 5 марок. ФРГ. Теодор Фонтане ; 1969G ;  ; Ag ; VF+ ; 21 ; mask ; 380 
 3098 ; 1 доллар. США ; 2012 ;  ; Ag ; AU/Unc ; 40 ; 0088 ; 1815 
 2999 ; 5 песет. Испания ; 1871 ;  ; Ag ; VF+ ; 25 ; 9975 ; 1088 
 3000 ; 5 песет. Испания ; 1885 ;  ; Ag ; VF+ ; 26 ; 9975 ; 1004 
 3001 ; 5 песет. Испания ; 1889 ;  ; Ag ; VF+ ; 13 ; kornum ; 1008 
 3002 ; 5 песет. Испания ; 1876 ;  ; Ag ; VF ; 25 ; ОБОРМОТ ; 1232 
 3003 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF+ ; 15 ; ДмитрийЩ ; 1937 
 3004 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF+ ; 25 ; 9975 ; 2346 
 3005 ; 5 лат. Латвия ; 1929 ;  ; Ag ; XF+ ; 24 ; 9975 ; 2346 
 3006 ; 5 лат. Латвия ; 1932 ;  ; Ag ; XF+ ; 22 ; ДмитрийЩ ; 1631 
 3007 ; 10 крон. Швеция. 90 лет Густаву VI Адольфу ; 1972 ;  ; Ag ; XF ; 23 ; Andjey2878 ; 474 
 3008 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF-XF ; 13 ; ОБОРМОТ ; 255 
 3009 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF-XF ; 17 ; ОБОРМОТ ; 296 
 3010 ; 2 лата. Латвия ; 1926 ;  ; Ag ; VF+ ; 12 ; кот баюн ; 245 
 3011 ; 2 лата. Латвия ; 1926 ;  ; Ag ; XF+ ; 13 ; tamsimun ; 360 
 3012 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 13 ; rem ; 204 
 3013 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF-XF ; 15 ; alankar51 ; 153 
 3014 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 11 ; F-VF ; 155 
 3015 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 7 ; F-VF ; 153 
 3016 ; 5 песет. Испания ; 1892 ;  ; Ag ; VF-/VF+ ; 30 ; ASTRAL ; 1298 
 3017 ; 50 шиллингов. Австрия. Юлиус Рааб ; 1971 ;  ; Ag ; XF ; 22 ; наташа2712 ; 495 
 3018 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF ; 36 ; тикси3 ; 459 
 3019 ; 1 крона. Швеция ; 1965 ;  ; Ag ; XF- ; 11 ; святослав35 ; 153 
 3020 ; 25 песо. Мексика. Футбол ; 1985 ;  ; Ag ; Proof ; 26 ; starkov_n ; 738 
 3021 ; 10 марок. ФРГ. Генрих Гейн ; 1997D ;  ; Ag ; AU ; 11 ; igorchek ; 482 
 3022 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF-XF ; 18 ; ОБОРМОТ ; 296 
 3023 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF-XF ; 10 ; ОБОРМОТ ; 255 
 3024 ; 100 франков. Карл Великий ; 1990 ;  ; Ag ; XF ; 13 ; елец ; 781 
 3025 ; 5 франков. Франция. Наполеон III ; 1898 ;  ; Ag ; VF ; 9 ; mmmm ; 1122 
 3026 ; 5 франков. Франция. 3-я Республика. Геракл с музами ; 1877А ;  ; Ag ; XF- ; 17 ; ОБОРМОТ ; 1326 
 3027 ; 10 франков. Франция. 3-я республика ; 1933 ;  ; Ag ; VF+ ; 6 ; sileng ; 222 
 3028 ; 5 франков. Франция. 5-я республика ; 1962 ;  ; Ag ; VF+ ; 14 ; teso ; 303 
 3029 ; 2 стювера. Нидерланды. Вестфризия ; 1750 ;  ; Ag ; F- ; 7 ; trimbel ; 306 
 3030 ; 1 флорин. Великобритания. Георг V ; 1928 ;  ; Ag ; VF- ; 12 ; Elizium ; 220 
 3031 ; 1 шиллинг. Великобритания. Георг V ; 1933 ;  ; Ag ; VF- ; 5 ; sunrise ; 148 
 3032 ; 6 пенсов. Великобритания. Георг V ; 1936 ;  ; Ag ; VF ; 8 ; sunrise ; 128 
 3033 ; 1 йена. Япония ; 1904 ;  ; Ag ; VF+ ; 78 ; ASTRAL ; 4414 
 3034 ; 1 доллар. США ; 1884O ;  ; Ag ; XF ; 44 ; moreman ; 2500 
 3035 ; 1 доллар. США ; 1883O ;  ; Ag ; XF+ ; 41 ; tamsimun ; 2550 
 3036 ; 1 доллар. США. 200 лет Конституции ; 1987P ;  ; Ag ; AU ; 69 ; Vanka ; 1019 
 3037 ; 1 доллар. США. 200 лет Конституции ; 1987S ;  ; Ag ; Proof ; 42 ; Vanka ; 1003 
 3038 ; 1 унция серебра (английская роза). Англия ; 2012 ;  ; Ag ; AU ; 90 ; Garison ; 1511 
 3039 ; 50 сантимов. Испания ; 1880 ;  ; Ag ; VF ; 41 ; Rober ; 133 
 3040 ; 1 песета. Испания ; 1903 ;  ; Ag ; VF- ; 40 ; Aurora810 ; 186 
 3041 ; 1 флорин. Австрия ; 1875 ;  ; Ag ; VF-XF ; 23 ; Rosomaha ; 870 
 3042 ; 20 крейцеров. Бавария ; 1773 ;  ; Ag ; F+ ; 49 ; d-master ; 687 
 3043 ; 6 пфеннигов. Пруссия ; 1711 ;  ; Ag ; F ; 58 ; rash61 ; 635 
 3044 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF+ ; 8 ; sunrise ; 215 
 3045 ; 1 рупия. Индия. Хайдерабад ; 1946 ;  ; Ag ; VF+ ; 35 ; Rosomaha ; 1150 
 3046 ; 5 злотых. Польша ; 1935 ;  ; Ag ; VF-XF ; 21 ; dvlless ; 459 
 3047 ; 3 пенса. Великобритания ; 1888 ;  ; Ag ; VF+ ; 30 ; Harder ; 408 
 3048 ; 3 пенса. Великобритания ; 1898 ;  ; Ag ; XF- ; 21 ; sunrise ; 410 
 2949 ; 10 квача. Малави. Гриф ; 2010 ;  ; Ag ; Proof ; 21 ; miranda ; 612 
 2950 ; 500 франков. Бельгия ; 2001 ;  ; Ag ; Proof ; 15 ; boroda ; 898 
 2951 ; 10 лева. Болгария. Олимпиада ; 2002 ;  ; Ag ; Proof ; 70 ; KHODOVNV77 ; 2001 
 2952 ; 1/2 доллара. США. 250 лет Джорджу Вашингтону ; 1982S ;  ; Ag ; Proof ; 61 ; boroda ; 727 
 2953 ; 10 евро. Финляндия. 1-е воздушные игры ; 1997 ;  ; Ag ; Proof ; 41 ; nikfed ; 2040 
 2954 ; 100 марок. Финляндия. ; 1995 ;  ; Ag ; AU ; 54 ; prince1959 ; 2388 
 2955 ; 50 марок. Финляндия. Чемпионат по хоккею ; 1982 ;  ; Ag ; AU ; 36 ; yourius ; 670 
 2956 ; 50 марок. Финляндия. Чемпионат по легкой атлетике ; 1983 ;  ; Ag ; AU ; 47 ; SergeyAnatoljevich ; 763 
 2957 ; 25 марок. Финляндия. 1750 лет Турку ; 1979 ;  ; Ag ; AU ; 40 ; Rosomaha ; 700 
 2958 ; 100 марок. Финляндия. Чемпионат в Лахти ; 1989 ;  ; Ag ; AU ; 37 ; sibirian ; 937 
 2959 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF+ ; 13 ; teso ; 403 
 2960 ; 5 пенго. Венгрия ; 1939 ;  ; Ag ; VF- ; 29 ; CASH ; 753 
 2961 ; 20 лир. Италия ; 1927 ;  ; Ag ; XF- ; 68 ; mmmm ; 7070 
 2962 ; 10 евро. Германия. 200 лет со дня рождения Роберта Шумана ; 2010J ;  ; Ag ; Proof ; 13 ; andrei71 ; 843 
 2963 ; 10 евро. Германия. 300 лет изготовления фарфора в Германии ; 2010F ;  ; Ag ; Proof ; 25 ; valent77 ; 972 
 2964 ; 10 евро. Германия. 100 лет хостел-движению ; 2009G ;  ; Ag ; Proof ; 11 ; mefody73 ; 816 
 2965 ; 10 евро. Германия. 150 лет со дня рождения Макса Планка ; 2008F ;  ; Ag ; Proof ; 18 ; кс ; 914 
 2966 ; 10 евро. Германия. 100 лет со дня рождения графини Марион Денхофф ; 2009J ;  ; Ag ; Proof ; 15 ; кс ; 903 
 2967 ; 10 евро. Германия. 175 лет железной дороге Бельгии и Германии ; 2010D ;  ; Ag ; Proof ; 30 ; valent77 ; 1150 
 2968 ; 10 евро. Германия. 600 лет университету Лейпцига ; 2009A ;  ; Ag ; Proof ; 17 ; кс ; 918 
 2969 ; 10 евро. Германия. 125 лет со дня рождения Франца Кафки ; 2008G ;  ; Ag ; Proof ; 36 ; valent77 ; 1720 
 2970 ; 10 евро. Германия. 800 лет Дрездену ; 2006A ;  ; Ag ; Proof ; 12 ; sileng ; 938 
 2971 ; 5 долларов. Канада. Олимпиада в Монреале ; 1974 ;  ; Ag ; AU ; 15 ; sveta6369 ; 717 
 2972 ; 5 долларов. Канада. Олимпиада в Монреале ; 1974 ;  ; Ag ; AU ; 28 ; CASH ; 906 
 2973 ; 10 евро. Греция. Олимпийские игры в Афинах ; 2004 ;  ; Ag ; Proof ; 20 ; archontbk ; 1284 
 2974 ; 40 сентимес. Испания ; 1868 ;  ; Ag ; XF ; 40 ; Catman ; 1347 
 2975 ; 1/2 грошена. Ганновер ; 1864 ;  ; Ag ; AU ; 31 ; WCN ; 781 
 2976 ; 3 крейцера. Баден ; 1833 ;  ; Ag ; XF+ ; 48 ; kont ; 1330 
 2977 ; 2 кроны. Швеция ; 1877 ;  ; Ag ; VF- ; 54 ; ДУНКАН МАКЛАУД ; 556 
 2978 ; 1 крона. Швеция ; 1901 ;  ; Ag ; VF+ ; 51 ; 9975 ; 648 
 2979 ; 10 эре. Швеция ; 1859 ;  ; Ag ; F ; 29 ; SirPi ; 145 
 2980 ; 2 кроны. Дания ; 1916 ;  ; Ag ; XF ; 30 ; dvlless ; 1134 
 2981 ; 2 кроны. Дания. 25-летие свадьбы короля Кристиана Х и королевы Александрины ; 1923 ;  ; Ag ; XF ; 31 ; ДУНКАН МАКЛАУД ; 906 
 2982 ; 2 кроны. Дания. 40-летие царствования короля Христиана IX ; 1903 ;  ; Ag ; XF- ; 34 ; Rosomaha ; 1549 
 2983 ; 2 кроны. Дания. 60-летие короля Христиана Х ; 1930 ;  ; Ag ; XF ; 15 ; Redkyt ; 850 
 2984 ; 2 кроны. Дания. Визит короля Фредерика IX и королевы Ингрид в Гренландию ; 1953 ;  ; Ag ; AU ; 12 ; Rosomaha ; 885 
 2985 ; 2 кроны. Дания. Совершеннолетие принцессы Маргрете ; 1958 ;  ; Ag ; AU ; 10 ; Rosomaha ; 532 
 2986 ; 5 крон. Дания. Серебряная свадьба короля Фредерика IX и королевы Ингрид ; 1960 ;  ; Ag ; AU ; 11 ; serg98 ; 555 
 2987 ; 10 крон. Дания. Восшествие на престол королевы Маргрете II ; 1972 ;  ; Ag ; AU ; 37 ; Emv ; 561 
 2988 ; 5 долларов. Канада. Чемпионат мира по футболу в Германии в 2006г. ; 2003 ;  ; Ag ; Proof ; 25 ; nike400 ; 1552 
 2989 ; 100 крон. Норвегия. Олимпиада в Лиллихаммере в 1994г. Прыжки на лыжах с трамплина ; 1992 ;  ; Ag ; Proof ; 34 ; KHODOVNV77 ; 3001 
 2990 ; 1 крона. Остров Мэн. Чемпионат мира по футболу в Мексике в 1986г. ; 1986 ;  ; Ag ; Proof ; 25 ; Vanka ; 1003 
 2991 ; 8 евро. Португалия. Чемпионат Европы по футболу в 2004г. ; 2003 ;  ; Ag ; AU ; 22 ; archontbk ; 793 
 2992 ; 10 динаров. Андорра. Чемпионат мира по футболу в Италии в 1990г. ; 1989 ;  ; Ag ; AU ; 24 ; sibirian ; 937 
 2993 ; 25 песо. Мексика. Чемпионат мира по футболу 1986г. ; 1986 ;  ; Ag ; Proof ; 17 ; крым18 ; 769 
 2994 ; 1 доллар. Либерия. Чемпионат Европы по футболу в Австрии и Швейцарии ; 2008 ;  ; Ag ; Proof-Like ; 20 ; football ; 544 
 2995 ; 5 песет. Испания ; 1871 ;  ; Ag ; VF+ ; 37 ; sveta6369 ; 1133 
 2996 ; 5 песет. Испания ; 1897 ;  ; Ag ; VF ; 25 ; 9975 ; 1110 
 2997 ; 5 песет. Испания ; 1870 ;  ; Ag ; VF+ ; 20 ; sahakala ; 1226 
 2998 ; 5 песет. Испания ; 1884 ;  ; Ag ; VF+ ; 26 ; 9975 ; 1009 
 2899 ; 3 марки. Вюртемберг ; 1914F ;  ; Ag ; XF- ; 41 ; lsp25 ; 1312 
 2900 ; 2 марки. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; XF- ; 39 ; Aurora810 ; 936 
 2901 ; 2 марки. Пруссия. 200 лет королевству Пруссия ; 1901 ;  ; Ag ; VF-XF ; 47 ; rem ; 861 
 2902 ; 2 марки Баден. 50 лет правления ; 1902 ;  ; Ag ; XF+ ; 34 ; skirill ; 1849 
 2903 ; 2 марки Баден. Смерть Фридриха I ; 1907 ;  ; Ag ; AU ; 35 ; Harder ; 3366 
 2904 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; VF+ ; 25 ; rem ; 816 
 2905 ; 2 марки. Веймар. Мартин Лютер ; 1933F ;  ; Ag ; VF-XF ; 66 ; Jauho ; 1737 
 2906 ; 2 марки. Веймар. Мартин Лютер ; 1933E ;  ; Ag ; VF+ ; 25 ; варяг42 ; 1592 
 2907 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF+ ; 21 ; olgont ; 261 
 2908 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; VF-XF ; 20 ; 0088 ; 509 
 2909 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; VF+ ; 19 ; olgont ; 520 
 2910 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937E ;  ; Ag ; VF+ ; 22 ; bob375 ; 603 
 2911 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF+ ; 21 ; опохмелов ; 539 
 2912 ; 5 марок. Германия. Пауль фон Гинденбург ; 1938G ;  ; Ag ; VF+ ; 20 ; опохмелов ; 564 
 2913 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938В ;  ; Ag ; VF+ ; 15 ; olgont ; 300 
 2914 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF+ ; 20 ; olgont ; 295 
 2915 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938А ;  ; Ag ; VF+ ; 13 ; chapay1959 ; 306 
 2916 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938E ;  ; Ag ; VF-XF ; 11 ; qver ; 306 
