 6032 ; Бона иностранная Камбоджия ;  ;  ;  ; AU ; 16 ; джон08 ; 42 
 4104 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт). Буклет ; 2003 ;  ; Би/м,Лат,Cu/St ; AU ; 33 ; Walther ; 465 
 4105 ; 2 доллара (1 унция серебра). Ниуэ. Скорпион. В буклете ; 2011 ;  ; Ag ; Proof ; 43 ; LEXAI ; 2552 
 4106 ; Набор жетонов Великобритании (6шт) ;  ;  ; Ж/м ; VF/XF ; 24 ; Шмейхель ; 218 
 4107 ; Лот монет Швейцарии: 1 франк (25шт). Все разные ; 1916-1964 ;  ; Ag ; VF-/XF+ ; 15 ; жора ; 3570 
 4108 ; Набор монет США (5шт): 1/4 доллара. В пластиковой капсуле ; 1999-2002 ;  ; Cu/Ni ; AU ; 44 ; azsilver ; 236 
 4109 ; Набор монет США (Штаты. Нью-Джерси): 1/4 доллара (2шт). Буклет ; 1999 ;  ; Cu-Ni ; AU ; 12 ; Ксюша ; 100 
 4110 ; Набор монет США (Штаты. Кентуки): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 7 ; aziya11 ; 61 
 4111 ; Набор монет США (Штаты. Северная Каролина): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 8 ; aziya11 ; 72 
 4112 ; Набор монет США (Штаты. Кентуки): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 5 ; aziya11 ; 57 
 4113 ; Набор монет США (Штаты. Нью-Йорк): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 9 ; aziya11 ; 67 
 4114 ; Набор монет США (Штаты. Нью-Йорк): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 5 ; aziya11 ; 57 
 4115 ; Набор монет США (Штаты. Огайо): 1/4 доллара (2шт). Буклет ; 2002 ;  ; Cu-Ni ; AU ; 7 ; aziya11 ; 61 
 4116 ; Набор монет США (Штаты. Огайо): 1/4 доллара (2шт). Буклет ; 2002 ;  ; Cu-Ni ; AU ; 9 ; KHODOVNV77 ; 102 
 4117 ; Набор монет США (Штаты. Индиана): 1/4 доллара (2шт). Буклет ; 2002 ;  ; Cu-Ni ; AU ; 5 ; aziya11 ; 57 
 4118 ; Набор монет США (Штаты. Индиана): 1/4 доллара (2шт). Буклет ; 2002 ;  ; Cu-Ni ; AU ; 5 ; aziya11 ; 57 
 4119 ; Набор монет США (Штаты. Род-Айленд): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 5 ; aziya11 ; 57 
 4120 ; Набор монет США (Штаты. Южная Каролина): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 13 ; aziya11 ; 79 
 4121 ; Набор монет США (Штаты. Южная Каролина): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 7 ; KHODOVNV77 ; 102 
 4122 ; Набор монет США (Штаты. Массачусетс): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 9 ; aziya11 ; 79 
 4123 ; Набор монет США (Штаты. Вермонт): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 5 ; aziya11 ; 57 
 4124 ; Набор монет США (Штаты. Вермонт): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 57 
 4125 ; Набор монет США (Штаты. Нью-Гэмпшир): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 10 ; elena92 ; 84 
 4126 ; Набор монет США (Штаты. Нью-Гэмпшир): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 10 ; aziya11 ; 79 
 4127 ; Набор монет США (Штаты. Делавэр): 1/4 доллара (2шт). Буклет ; 1999 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 57 
 4128 ; Набор монет США (Штаты. Мэрилэнд): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 57 
 4129 ; Набор монет США (Штаты. Алабама): 1/4 доллара (2шт). Буклет ; 2003 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 57 
 4130 ; Набор монет США (Штаты. Алабама): 1/4 доллара (2шт). Буклет ; 2003 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 57 
 4131 ; Набор монет США (Штаты. Пенсильвания): 1/4 доллара (2шт). Буклет ; 1999 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 57 
 4132 ; Набор монет США (Штаты. Северная Каролина): 1/4 доллара (2шт). Буклет ; 2001 ;  ; Cu-Ni ; AU ; 15 ; KHODOVNV77 ; 87 
 4133 ; Набор монет США (Штаты. Делавэр): 1/4 доллара (2шт). Буклет ; 1999 ;  ; Cu-Ni ; AU ; 10 ; юрий73 ; 84 
 4134 ; Набор монет США (Штаты. Виргиния): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 14 ; aziya11 ; 73 
 4135 ; Набор монет США (Штаты. Виргиния): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 10 ; aziya11 ; 79 
 4136 ; Набор монет США (Штаты. Мэрилэнд): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 10 ; aziya11 ; 79 
 4137 ; Набор монет США (Штаты. Массачусетс): 1/4 доллара (2шт). Буклет ; 2000 ;  ; Cu-Ni ; AU ; 11 ; aziya11 ; 79 
 4138 ; Набор монет Восточные Карибские Штаты "Великие исследователи", с сертификатом. В коробке: 25 центов (10шт) ; 2002 ;  ; Cu-Ni ; AU ; 20 ; KHODOVNV77 ; 2477 
 4139 ; Набор монет Египта (Сокровища фараонов): 1 фунт (10шт). В коробке, с сертификатом 2000 ; 2008 ;  ; Би/м ; AU ; 35 ; sileng ; 1525 
 4140 ; Набор монет Великобритании "Титаник", с сертификатом. В коробке:1/2 пенни(10шт) ; 1962-1967 ;  ; Br ; AU ; 28 ; Шмейхель ; 2229 
 4141 ; 10 марок. ФРГ. 300 лет Франковскому пожертвованию. Буклет ; 1998A ;  ; Ag ; AU ; 29 ; Фома ; 644 
 4142 ; 10 марок. ФРГ. Немецкая марка. Буклет ; 1998F ;  ; Ag ; AU ; 27 ; Фома ; 680 
 4143 ; 10 марок. ФРГ. Иоганн Себастьян Бах. Буклет ; 2000F ;  ; Ag ; AU ; 27 ; Фома ; 654 
 4144 ; 10 марок. ФРГ. 1200 лет церкви в Аахене. Буклет ; 2000G ;  ; Ag ; AU ; 22 ; Фома ; 643 
 4145 ; 10 марок. ФРГ. Природа, техника, человек. Буклет ; 2000A ;  ; Ag ; AU ; 28 ; Фома ; 669 
 4146 ; 10 марок. ФРГ. 50 лет организации по защите детей оставшихся без родителей. Буклет ; 1999J ;  ; Ag ; AU ; 20 ; Фома ; 643 
 4147 ; 10 марок. ФРГ. 50 лет суду. Буклет ; 2001G ;  ; Ag ; AU ; 21 ; S-har ; 725 
 4148 ; 10 марок. ФРГ. 10 лет Единой Германии. Буклет ; 2000D ;  ; Ag ; AU ; 25 ; Фома ; 701 
 4149 ; 10 марок. ФРГ. Альберт Густав Лортцинг. Буклет ; 2001J ;  ; Ag ; AU ; 18 ; Фома ; 669 
 4050 ; 2 евро. Нидерланды. 50 лет римскому договору ; 2007 ;  ; Би/м ; AU ; 19 ; Sava05 ; 250 
 4051 ; 2 евро. Испания ; 2010 ;  ; Би/м ; AU ; 21 ; element ; 219 
 4052 ; 2 евро. Италия ; 2005 ;  ; Би/м ; AU ; 16 ; ger_ostrat ; 149 
 4053 ; 2 евро. Италия. Кавур ; 2010 ;  ; Би/м ; AU ; 19 ; element ; 218 
 4054 ; 2 евро. Германия. Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 15 ; dsp ; 219 
 4055 ; 2 евро. Греция ; 2013 ;  ; Би/м ; AU ; 20 ; natpulkovo ; 248 
 4056 ; 2 евро. Кипр. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; AU ; 17 ; nivva ; 262 
 4057 ; 2 евро. Испания ; 2015 ;  ; Би/м ; AU ; 16 ; element ; 220 
 4058 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 19 ; S-har ; 206 
 4059 ; 2 евро. Нидерланды ; 2014 ;  ; Би/м ; AU ; 27 ; ag58 ; 207 
 4060 ; 2 евро. Италия. Карабинер ; 2014 ;  ; Би/м ; AU ; 21 ; ger_ostrat ; 227 
 4061 ; 2 евро. Словения. Демократия ; 2009 ;  ; Би/м ; AU ; 19 ; element ; 221 
 4062 ; 2 евро. Италия ; 2005 ;  ; Би/м ; XF- ; 28 ; DVZ ; 226 
 4063 ; 2 евро. Франция ; 2010 ;  ; Би/м ; XF- ; 29 ; кс ; 186 
 4064 ; 2 евро. Франция ; 2008 ;  ; Би/м ; XF- ; 35 ; nivva ; 196 
 4065 ; 2 евро. Германия ; 2013 ;  ; Би/м ; XF- ; 21 ; ag58 ; 190 
 4066 ; 2 евро. Финляндия ; 2013 ;  ; Би/м ; XF- ; 21 ; aziya11 ; 224 
 4067 ; 2 евро. Италия ; 2006 ;  ; Би/м ; XF- ; 22 ; sever55 ; 206 
 4068 ; 2 евро. Греция ; 2004 ;  ; Би/м ; XF- ; 29 ; кс ; 186 
 4069 ; 2 евро. Италия ; 2004 ;  ; Би/м ; XF- ; 35 ; natpulkovo ; 237 
 4070 ; 1 манат. Туркменистан ; 2010 ;  ; Би/м ; VF-XF ; 36 ; DVZ ; 89 
 4071 ; 2 евро. Италия. Турин. В буклете ; 2006 ;  ; Би/м ; AU ; 34 ; dsp ; 306 
 4072 ; 2 евро. Германия. Шлезвиг-Гольштейн. Буклет ; 2006 ;  ; Би/м ; AU ; 32 ; FonPaul ; 320 
 4073 ; 2 евро. Финляндия. ЕС. В буклете ; 2005 ;  ; Би/м ; AU ; 20 ; dsp ; 322 
 4074 ; 2 евро. Люксембург. Буклет ; 2007 ;  ; Би/м ; AU ; 49 ; nivva ; 1015 
 4075 ; 2 евро. Германия. Шлезвиг-Гольштейн. Буклет ; 2006 ;  ; Би/м ; AU ; 17 ; valent77 ; 322 
 4076 ; 2 евро. Германия. Мекленбург-Ворпоммерн. В конверте, с маркой ; 2007 ;  ; Би/м ; AU ; 28 ; nivva ; 391 
 4077 ; 2 евро. Германия. Бавария. В конверте, с маркой ; 2012 ;  ; Би/м ; AU ; 33 ; dsp ; 295 
 4078 ; 5 пенго. Венгрия. В капсуле SCG ; 1943 ;  ; Al ; XF+ ; 23 ; Walther ; 462 
 4079 ; Набор монет Словакии: 10,5,2,1 крона. 50,20,10 хеллеров, 2,1 евро, 50,20,10,5,2,1 евроцент (15шт). Буклет ; 2002-2009 ;  ; Би/м,Лат,Cu-Ni ; AU ; 38 ; Schwer ; 726 
 4080 ; Набор монет Гон-Конга: 10,5,2,1 доллара, 50,20,10 центов (7шт). Буклет ; 1997 ;  ; Би/м,Лат,Cu-Ni ; AU ; 16 ; LEXAI ; 762 
 4081 ; Набор монет Венгрии: 7шт + 1 евро. Проба. Пластиковая упаковка ;  ;  ; Би/м,Лат,Cu-Ni ; AU ; 11 ; 6719 ; 381 
 4082 ; Набор монет Кипра: 6шт + 1 евро. Проба. Пластиковая упаковка ;  ;  ; Би/м,Лат,Cu-Ni ; AU ; 8 ; sahakala ; 365 
 4083 ; 1 евро Проба. Дания ; 2003 ;  ; Ag ; Proof ; 14 ; Бостон ; 962 
 4084 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (9шт). Пластиковая упаковка ; 2011F ;  ; Би/м,лат,Cu/St ; AU ; 35 ; lers ; 1632 
 4085 ; Набор монет Мальты: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт). Буклет ; 2008 ;  ; Би/м,лат,Cu/St ; AU ; 48 ; Walther ; 609 
 4086 ; 2 евро. Сан-Марино. Буклет ; 2004 ;  ; Би/м ; AU ; 13 ; LEXAI ; 8008 
 4087 ; Набор из ионеты 1 евро Германия и жетона. Пластиковая упаковка ; 2002/2003 ;  ; Б/м,би/м ; XF/AU ; 10 ; archontbk ; 139 
 4088 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент, 50 пенни (9шт). Пластиковая упаковка ; 1992,2000,2003 ;  ; Би/м,лат,Cu/St ; AU ; 30 ; dsp ; 434 
 4089 ; Набор монет Италии: 2,1 евро, 50,20,10,5,2,1 евроцент, 100 лир, Ватикан (9шт). Пластиковая упаковка ; 2001,2002 ;  ; Би/м,лат,Cu/St ; AU ; 15 ; valencio ; 536 
 4090 ; Набор монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцент, 5 франков (9шт). Пластиковая упаковка ; 1986,2002 ;  ; Би/м,лат,Cu/St ; AU ; 33 ; heavy_fly ; 528 
 4091 ; Набор монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт). Буклет ; 2007 ;  ; Би/м,лат,Cu/St ; AU ; 18 ; nivva ; 478 
 4092 ; Набор монет Ирландии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт). Буклет ; 2007 ;  ; Би/м,лат,Cu/St ; AU ; 32 ; ябывдул ; 730 
 4093 ; Набор монет ФРГ:  2 марки (5шт) Буклет ; 1994A,D,F,G,J ;  ; Cu-Ni ; AU ; 51 ; ZOLTAN333 ; 1022 
 4094 ; Набор монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (5шт) + жетон. Буклет ; 1997 ;  ; Cu-Ni,Br ; AU ; 18 ; Mordaxa ; 300 
 4095 ; Набор монет Румынии: 4шт. Буклет ; 2006,2007 ;  ; Cu-Ni,Лат,Br ; AU ; 7 ; archontbk ; 100 
 4096 ; Набор монет Эстонии: 5,1 крона, 50,20,10,5 сенти (6шт). Буклет ; 1991-2001 ;  ; Латунь ; AU ; 17 ; СТРЕКОЗА ; 153 
 4097 ; Набор монет Германии: 2 евро (5шт). Буклет ; 2009A,D,F,G,J ;  ; Би/м ; AU ; 38 ; Blixa37 ; 1551 
 4098 ; Набор монет Новой Зеландии: 1 доллар, 50,20,10,5,2,1 цент (7шт). Упаковка ; 1973 ;  ; Br,Cu-Ni ; AU ; 10 ; Mike! ; 463 
 4099 ; Набор монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинка (7шт). Упаковка ; 1962 ;  ; Cu-Zn,Cu-Ni ; AU ; 19 ; ZOLTAN333 ; 357 
 4000 ; 10 марок. ФРГ. Немецкая марка ; 1984F ;  ; Ag ; AU ; 31 ; tamsimun ; 716 
 4001 ; 5 марок. ФРГ. Бетховен ; 1970F ;  ; Ag ; AU ; 36 ; mask ; 333 
 4002 ; 5 марок. ФРГ. Эберт ; 1975J ;  ; Ag ; AU ; 21 ; care12 ; 340 
 4003 ; 5 марок. ФРГ. Год музыки ; 1985F ;  ; Cu-Ni ; XF ; 14 ; vihufa ; 177 
 4004 ; 5 гривен. Украина. Ровно ; 2008 ;  ; Cu-Ni ; AU ; 23 ; heavy_fly ; 259 
 4005 ; 2 бирр. Эфиопия. Чемпионат мира по футболу ; 1982 ;  ;  ; AU ; 34 ; falcom.v ; 765 
 4006 ; 10 юаней. Китай ; 1999 ;  ; Би/м ; AU ; 28 ; лопе де вега ; 303 
 4007 ; 5 юаней. Китай. Олимпиада. Современное пятиборье ; 2008 ;  ; Лат ; AU ; 29 ; dic79 ; 818 
 4008 ; 5 юаней. Китай. Олимпиада. Фехтование ; 2008 ;  ; Лат ; AU ; 15 ; dic79 ; 512 
 4009 ; 5 юаней. Китай. Олимпиада. Футбол ; 2008 ;  ; Лат ; AU ; 26 ; KHODOVNV77 ; 1245 
 4010 ; 5 юаней. Китай. Красная книга. Японский журавль ; 1997 ;  ; Br ; AU ; 33 ; RusScat ; 510 
 4011 ; 5 юаней. Китай. Красная книга. Красноногий ибис ; 1997 ;  ; Br ; AU ; 27 ; RusScat ; 510 
 4012 ; 5 юаней. Китай. Красная книга. Ушастый коричневый фазан ; 1998 ;  ; Br ; AU ; 48 ; kolbur ; 850 
 4013 ; 5 юаней. Китай. Красная книга. Осетр ; 1999 ;  ; Br ; AU ; 23 ; RusScat ; 459 
 4014 ; 5 юаней. Китай. Красная книга. Бабочка-парусник ; 1999 ;  ; Br ; AU ; 52 ; kolbur ; 850 
 4015 ; 1 лек. Албания ; 1931 ;  ; Cu-Ni ; VF- ; 22 ; aralsk ; 106 
 4016 ; 50 тенге Казахстан. Шокан ; 2014 ;  ; Cu-Ni ; XF+ ; 28 ; aziya11 ; 87 
 4017 ; 500 злотых. Польша. Владислав II Ягелло ; 1989 ;  ; Cu-Ni ; XF- ; 35 ; 6719 ; 81 
 4018 ; 50 злотых. Польша. Болеслав I Храбрый ; 1980 ;  ; Cu-Ni ; XF- ; 6 ; 6719 ; 55 
 4019 ; 5 гривен. Украина. Год лесов ; 2011 ;  ; Би/м ; AU ; 29 ; jj ; 263 
 4020 ; 1 пенни. Великобритания ; 1967 ;  ; Cu ; AU ; 11 ; DaMon15 ; 42 
 4021 ; 2 пфеннига. Германия ; 1939 ;  ; Cu ; VF-XF ; 27 ; prince1959 ; 185 
 4022 ; 1 пфенниг. Германия ; 1937 ;  ; Cu ; VF-XF ; 25 ; gandy ; 264 
 4023 ; 2 пфеннига. Веймар ; 1936D ;  ; Cu ; AU ; 33 ; qver ; 177 
 4024 ; 1 пфенниг. Веймар ; 1927A ;  ; Cu ; AU ; 64 ; игорь 222 ; 206 
 4025 ; 1 пфенниг. Германия ; 1802 ;  ; Cu ; F+ ; 19 ; DIMA 57 ; 227 
 4026 ; 1/4 стубера. Германия ; 1745 ;  ; Cu ; F ; 16 ; кот баюн ; 68 
 4027 ; 2 евро. Мальта. 200 лет корпусу полиции ; 2014 ;  ; Би/м ; AU ; 18 ; Sava05 ; 449 
 4028 ; 2 евро. Люксембург ; 2014 ;  ; Би/м ; AU ; 26 ; как только ; 222 
 4029 ; 2 евро. Германия. Гессен ; 2015A ;  ; Би/м ; AU ; 17 ; dsp ; 240 
 4030 ; 2 евро. Словения. 50 лет Римскому договору ; 2007 ;  ; Би/м ; AU ; 29 ; nivva ; 1544 
 4031 ; 2 евро. Мальта. 200 лет корпусу полиции ; 2014 ;  ; Би/м ; AU ; 22 ; альтаир ; 450 
 4032 ; 2 евро. Германия. Гессен ; 2015G ;  ; Би/м ; AU ; 27 ; dsp ; 240 
 4033 ; 2 евро. Германия. Гессен ; 2015D ;  ; Би/м ; AU ; 21 ; S-har ; 203 
 4034 ; 2 евро. Греция ; 2014 ;  ; Би/м ; AU ; 22 ; aziya11 ; 221 
 4035 ; 2 евро. Германия. Гессен ; 2015F ;  ; Би/м ; AU ; 18 ; dsp ; 240 
 4036 ; 2 евро. Испания. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 12 ; ag58 ; 204 
 4037 ; 2 евро. Франция. Пьер Кубертен ; 2013 ;  ; Би/м ; AU ; 25 ; альтаир ; 240 
 4038 ; 2 евро. Сан-Марино ; 2013 ;  ; Би/м ; AU ; 34 ; как только ; 254 
 4039 ; 2 евро. Мальта. Независимость ; 2014 ;  ; Би/м ; AU ; 22 ; natpulkovo ; 266 
 4040 ; 2 евро. Мальта. Первые выборы ; 2011 ;  ; Би/м ; AU ; 26 ; nivva ; 816 
 4041 ; 2 евро. Словения. Франц Розман Штейн ; 2011 ;  ; Би/м ; AU ; 24 ; альтаир ; 219 
 4042 ; 2 евро. Италия. Боккаччо ; 2013 ;  ; Би/м ; AU ; 22 ; aziya11 ; 217 
 4043 ; 2 евро. Испания ; 2011 ;  ; Би/м ; AU ; 27 ; element ; 218 
 4044 ; 2 евро. Франция ; 2014 ;  ; Би/м ; AU ; 22 ; ag58 ; 213 
 4045 ; 2 евро. Германия. Гессен ; 2015J ;  ; Би/м ; AU ; 21 ; dsp ; 250 
 4046 ; 2 евро. Финляндия ; 2014 ;  ; Би/м ; AU ; 25 ; element ; 222 
 4047 ; 2 евро. Финляндия. 90 лет независимости ; 2007 ;  ; Би/м ; AU ; 25 ; natpulkovo ; 234 
 4048 ; 2 евро. Италия. Галилео Галилей ; 2014 ;  ; Би/м ; AU ; 25 ; aziya11 ; 242 
 4049 ; 2 евро. Испания ; 2014 ;  ; Би/м ; AU ; 30 ; natpulkovo ; 224 
 3950 ; 50 тенге. Казахстан. Шурале ; 2013 ;  ; Cu-Ni ; AU ; 35 ; gdrg2 ; 146 
 3951 ; 50 тенге. Казахстан. Серко ; 2014 ;  ; Cu-Ni ; AU ; 35 ; март16 ; 141 
 3952 ; 50 тенге. Казахстан. Наурыз ; 2012 ;  ; Cu-Ni ; AU ; 19 ; heavy_fly ; 222 
 3953 ; 50 тенге. Казахстан. Дикобраз ; 2009 ;  ; Cu-Ni ; XF+ ; 21 ; bendya ; 229 
 3954 ; 50 тенге. Казахстан. Орден Курмет ; 2010 ;  ; Cu-Ni ; XF+ ; 13 ; heavy_fly ; 180 
 3955 ; 50 тенге. Казахстан. Орден Данк ; 2008 ;  ; Cu-Ni ; XF+ ; 15 ; lalula ; 180 
 3956 ; 20 тенге. Казахстан. 5 лет независимости ; 1996 ;  ; Би/м ; XF+ ; 37 ; heavy_fly ; 312 
 3957 ; 1 лира. Турция. Олень ; 2012 ;  ; Би/м ; AU ; 19 ; niko1968 ; 219 
 3958 ; 1 лира. Турция. Барс ; 2012 ;  ; Би/м ; AU ; 20 ; niko1968 ; 219 
 3959 ; 50 тенге. Казахстан. Усть-Каменогорск ; 2011 ;  ; Cu-Ni ; AU ; 27 ; heavy_fly ; 122 
 3960 ; 2 злотых. Польша. Летучая мышь ; 2010 ;  ; Латунь ; AU ; 12 ; k1reeff ; 69 
 3961 ; 2 злотых. Польша. Зубр ; 2013 ;  ; Латунь ; AU ; 30 ; v_bond ; 93 
 3962 ; 2 злотых. Польша. Конь ; 2014 ;  ; Латунь ; AU ; 22 ; Vol4en0k ; 122 
 3963 ; 2 гривны. Украина. 90 лет Западно-Украинской национальной армии ; 2008 ;  ; Cu/Ni ; AU ; 23 ; heavy_fly ; 199 
 3964 ; 100 эскудо. Португалия. Открытие Канарских о-в ; 1989 ;  ; Cu/Ni ; AU ; 26 ; калинов мост ; 148 
 3965 ; 200 эскудо. Португалия. Тимор и Солор ; 1995 ;  ; Cu-Ni ; AU ; 32 ; dim66 ; 188 
 3966 ; 200 эскудо. Португалия. Искусство Намбан ; 1993 ;  ; Cu/Ni ; AU ; 20 ; Temudgin ; 180 
 3967 ; 10 динаров. Югославия ; 1938 ;  ; Ni ; VF ; 31 ; Pirin88 ; 84 
 3968 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 13 ; water spirit ; 230 
 3969 ; 100 лей. Румыния ; 1943 ;  ; Cu-Ni ; VF+ ; 21 ; SKeeper ; 59 
 3970 ; 100 эскудо. Португалия. Независимость ; 1990 ;  ; Cu-Ni ; AU ; 25 ; калинов мост ; 129 
