 4816 ; 2 доллара. США ; 1917 ;  ;  ;  ; 53 ; lamazo ; 2521 
 3045 ; 2 злотых. Польша ; 1934 ;  ; Ag ; VF ; 70 ; MDV ; 485 
 3046 ; 5 франков. Бельгия ; 1868 ;  ; Ag ; F-VF ; 63 ; Sept09 ; 1020 
 3047 ; 5 франков. Бельгия ; 1873 ;  ; Ag ; VF ; 41 ; vitapool ; 863 
 3048 ; 20 франков. Бельгия ; 1935 ;  ; Ag ; VF ; 36 ; av ; 348 
 3049 ; 1 доллар. США. Морган ; 1921 ;  ; Ag ; VF+ ; 80 ; Smit ; 1421 
 2950 ; 1/2 франка. Швейцария ; 1957 ;  ; Ag ; XF- ; 62 ; Sept09 ; 95 
 2951 ; 50 эре. Швеция ; 1953 ;  ; Ag ; VF ; 53 ; donskoy77 ; 57 
 2952 ; 25 эре. Дания ; 1919 ;  ; Ag ; XF- ; 55 ; av ; 326 
 2953 ; 5 крон. Дания ; 1972 ;  ; Cu-Ni ; XF- ; 25 ; xct ; 77 
 2954 ; 5 крон. Швеция ; 1972 ;  ; Cu-Ni ; VF-XF ; 84 ; митька ; 155 
 2955 ; 50 сен. Малайзия ; 2000 ;  ; Cu-Ni ; VF+ ; 12 ; Юбер ; 33 
 2956 ; 5 крон. Дания ; 1974 ;  ; Cu-Ni ; VF-XF ; 11 ; John16 ; 77 
 2957 ; 10 крон. Дания ; 1979 ;  ; Cu-Ni ; XF ; 18 ; vb96 ; 125 
 2958 ; 100 песет. Испания. Кубок по футболу ; 1980 ;  ; Cu-Ni ; XF+ ; 22 ; В1951 ; 110 
 2959 ; 5 крон. Норвегия ; 1976 ;  ; Cu-Ni ; VF+ ; 14 ; Sept09 ; 58 
 2960 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; VF- ; 21 ; Юбер ; 31 
 2961 ; 10 крон. Норвегия ; 1986 ;  ; Латунь ; XF- ; 28 ; Sept09 ; 54 
 2962 ; 2 эре. Швеция ; 1762 ;  ; Cu ; F+ ; 7 ; нумизмат ; 320 
 2963 ; 1/4 скиллинга. Швеция ; 1806 ;  ; Cu ; F+ ; 70 ; basmach ; 506 
 2964 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; AU ; 65 ; Sky2 ; 386 
 2965 ; 1 грош. Польша, Станислав II ; 1767 ;  ; Cu ; F ; 65 ; 199z ; 99 
 2966 ; 8 мараведи. Испания, Изабелла II ; 1848 ;  ; Cu ; F+ ; 21 ; митька ; 151 
 2967 ; 25 центов. Британская Канада, Елизавета II ; 1966 ;  ; Ag ; VF ; 26 ; Sept09 ; 111 
 2968 ; 5 франков. Бельгия, Альберт I ; 1931 ;  ; Ni ; VF+ ; 26 ; В1951 ; 118 
 2969 ; 1 франк. Бельгия, Альберт I ; 1912 ;  ; Ag ; VF ; 50 ; max8888 ; 211 
 2970 ; 1 злотый. Польша ; 1924 ;  ; Ag ; VF- ; 76 ; av ; 1629 
 2971 ; 1 тугрик. Монголия ; 1925 ;  ; Ag ; VF- ; 108 ; нумизмат ; 1773 
 2972 ; 10 эре. Норвегия ; 1943 ;  ; Fe ; F-VF ; 66 ; 199z ; 82 
 2973 ; 1 лат. Латвия. Виноградная ветвь ; 2006 ;  ; Cu-Ni ; AU ; 10 ; intrest ; 123 
 2974 ; 1 лат. Латвия. Кувшинка ; 2008 ;  ; Cu-Ni ; AU ; 54 ; Sept09 ; 75 
 2975 ; 1 лат. Латвия. Крендель ; 2005 ;  ; Cu-Ni ; XF ; 6 ; intrest ; 161 
 2976 ; 1 лат. Латвия. Вступление в ЕС ; 2004 ;  ; Cu-Ni ; XF+ ; 23 ; sos1 ; 178 
 2977 ; 1 лат. Латвия. Муравей ; 2003 ;  ; Cu-Ni ; XF ; 62 ; sos1 ; 371 
 2978 ; 1 лат. Латвия. Гриб ; 2004 ;  ; Cu-Ni ; AU ; 57 ; sos1 ; 99 
 2979 ; 1 лат. Латвия. Шишка ; 2006 ;  ; Cu-Ni ; AU ; 33 ; Sept09 ; 74 
 2980 ; 5 драхм. Греция ; 1876 ;  ; Ag ; F+ ; 39 ; МНП68 ; 1289 
 2981 ; 5 франков. Швейцария. Фестиваль Лугано ; 1883 ;  ; Ag ; VF+ ; 75 ; Недорого ; 3570 
 2982 ; 50 центов. Австралия. Год Обезьяны ; 2004 ;  ; Ag ; AU ; 12 ; soouo ; 595 
 2983 ; 20 тенге. Казахстан. 50 лет ООН ; 1995 ;  ; Cu-Ni ; AU ; 55 ; asdtyu ; 77 
 2984 ; 50 тенге. Казахстан. Луноход -1 ; 2010 ;  ; Cu-Ni ; AU ; 44 ; юденич ; 63 
 2985 ; 50 тенге. Казахстан. Пелекан ; 2010 ;  ; Cu-Ni ; AU ; 32 ; юденич ; 77 
 2986 ; 50 тенге. Казахстан. Знак ордена ; 2010 ;  ; Cu-Ni ; AU ; 29 ; юденич ; 65 
 2987 ; 50 крон. Чехословакия. Иосиф Сталин ; 1949 ;  ; Ag ; XF ; 119 ; gendalf ; 982 
 2988 ; 1 гульден. Нидерланды ; 1955 ;  ; Ag ; VF+ ; 24 ; Юбер ; 192 
 2989 ; 5 гривен. Украина. Бокораш ; 2009 ;  ; Cu-Ni ; AU ; 71 ; lamazo ; 200 
 2990 ; 5 гривен. Украина. 225 лет Симферополю ; 2009 ;  ; Cu-Ni ; AU ; 61 ; Gera_K ; 153 
 2991 ; 5 гривен. Украина. 925 лет Луцку ; 2010 ;  ; Cu-Ni ; Proof ; 22 ; lamazo ; 173 
 2992 ; 5 гривен. Украина. Спас ; 2010 ;  ; Cu-Ni ; Proof ; 79 ; Gera_K ; 155 
 2993 ; 2 гривны. Украина. 100 лет Украинскому хоккею ; 2010 ;  ; Cu-Ni ; Proof ; 34 ; УФА ; 201 
 2994 ; 2 гривны. Украина. Ковыль ; 2010 ;  ; Cu-Ni ; Proof ; 22 ; aleksey-m2 ; 161 
 2995 ; 1 дайм. США. Рузвельт ; 2002Р ;  ; Cu-Ni ; XF ; 45 ; pww78 ; 71 
 2996 ; 25 новых пенсов. Гибралтар ; 1971 ;  ; Cu-Ni ; XF ; 91 ; 100924 ; 255 
 2997 ; 50 пенсов. Остров Святой Елены и О-в Вознесения ; 1984 ;  ; Cu-Ni ; XF ; 95 ; vc57 ; 255 
 2998 ; 7000 франков. Экваториальная Гвинея. Защита Африканских слонов ; 1993 ;  ; Ag ; Proof ; 88 ; hobot ; 1395 
 2999 ; 1 дайм. США ; 1944 ;  ; Ag ; VF ; 45 ; lamazo ; 145 
 2900 ; 1 крона. Lima. Из серебра захваченного в Перу. Великобритания. Георг II. 2-й портрет старый ; 1746 ;  ; Ag ; VF- ; 119 ; Alexdav ; 29244 
 2901 ; 1 рупия. Индия. Штат Авадх ; 1261лх ;  ; Ag ; VF+ ; 94 ; fajyz ; 1941 
 2902 ; 5 кори. Индия. Штат Катч ; 1942/1998 ;  ; Ag ; VF+ ; 24 ; бормоглот ; 675 
 2903 ; 1 рупия. ГОА. Португальская Индия. Провинция ГОА. Жоао - принц-регент. Герб овальный ; 1807 ;  ; Ag ; F-VF ; 89 ; 995953 ; 6120 
 2904 ; 1 крона. 3-й юбилейный тип. Великобритания. Виктория 3-й портрет ; 1887 ;  ; Ag ; XF/AU ; 85 ; 1177 ; 4145 
 2905 ; 1 пенни. Токен. Австралия. Провинция О.Тасмания. Хобарт Таун ; 1855 ;  ; Cu ; VF ; 52 ; suvenir ; 2720 
 2906 ; 1 пенни. Токен. Австралия. Провинция Виктория. Мельбурн ; ND ;  ; Cu ; VF- ; 126 ; ead ; 2348 
 2907 ; 1 пенни. Токен. Великобритания. Медная компания "Walthamstow" ; 1812 ;  ; Cu ; VF- ; 61 ; 995953 ; 1236 
 2908 ; 1 пенни. Токен. Канада. Провинция Новая Шотландия ; 1840 ;  ; Cu ; VF+ ; 72 ; atos51 ; 1243 
 2909 ; 1 пенни. Токен. Великобритания. Бристоль. Морские перевозки ; 1811 ;  ; Cu ; F-VF ; 64 ; 995953 ; 748 
 2910 ; 40 рейс. Португальская Бразилия. Байша ; 1813B ;  ; Cu ; F-VF ; 48 ; shest ; 1020 
 2911 ; 1 макута. Португальская колония Ангола. Чекан в Рио-де-Жанейро для Бразиллии и Анголы. Жоао регент ; 1814 ;  ; Cu ; VF- ; 44 ; shest ; 1666 
 2912 ; 20 рейсов. Португальская Бразилия. Жоао регент ; 1815 ;  ; Cu ; F-VF ; 39 ; basmach ; 502 
 2913 ; 5 рейсов. Португалия. Жоао V ; 1736 ;  ; Cu ; VF- ; 51 ; jeeper ; 638 
 2914 ; 10 рейсов. Португалия. Мигель I ; 1829 ;  ; Cu ; VF ; 90 ; jeeper ; 1517 
 2915 ; 320 рейсов. Португальская Бразилия. Iosephus I ; 1756 ;  ; Ag ; VF ; 60 ; jeeper ; 1926 
 2916 ; 320 рейсов. Португальская Бразилия. Iosephus I. Рио-де-Жанейро ; 1753R ;  ; Ag ; VF ; 47 ; Leon17 ; 2434 
 2917 ; 1 шиллинг. Великобритания ; 1787 ;  ; Ag ; VF-XF ; 79 ; petrik ; 4978 
 2918 ; 1 шиллинг. Великобритания ; 1758 ;  ; Ag ; VF+ ; 135 ; jeeper ; 5055 
 2919 ; 3 пенса. Великобритания ; 1762 ;  ; Ag ; VF-XF ; 59 ; petrik ; 2040 
 2920 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 30 ; vc57 ; 215 
 2921 ; 3 евро. Словения. Любляна - столица книги ; 2011 ;  ; Би/м ; AU ; 93 ; Smit ; 204 
 2922 ; 5 квача. Малави. Путешествие по Африке ; 2006 ;  ; Ag ; Proof ; 112 ; max8888 ; 833 
 2923 ; 5 квача. Малави. Путешествие по Африке ; 2006 ;  ; Ag ; Proof ; 111 ; max8888 ; 918 
 2924 ; 10 злотых. Польша ; 1932 ;  ; Ag ; VF ; 29 ; cr1390 ; 509 
 2925 ; 10 злотых. Польша ; 1933 ;  ; Ag ; VF-XF ; 26 ; Mikola_1 ; 566 
 2926 ; 5 злотых. Польша ; 1932 ;  ; Ag ; VF-XF ; 28 ; vitapool ; 297 
 2927 ; 5 злотых. Польша ; 1933 ;  ; Ag ; VF+ ; 22 ; vitapool ; 285 
 2928 ; 5 злотых. Польша ; 1934 ;  ; Ag ; VF+ ; 52 ; vitapool ; 276 
 2929 ; 1 злотый. Польша ; 1932 ;  ; Ag ; VF- ; 20 ; vitapool ; 136 
 2930 ; 1 злотый. Польша ; 1933 ;  ; Ag ; VF ; 57 ; max8888 ; 165 
 2931 ; 1 злотый. Польша ; 1934 ;  ; Ag ; VF+ ; 22 ; max8888 ; 155 
 2932 ; 1 злотый. Польша ; 1925 ;  ; Ag ; VF+ ; 77 ; нумизмат ; 2448 
 2933 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF-XF ; 12 ; Sept09 ; 123 
 2934 ; 50 сен. Япония ; 1923 ;  ; Ag ; VF+ ; 27 ; Максимус ; 373 
 2935 ; 50 сен. Япония ; 1934 ;  ; Ag ; VF+ ; 27 ; Максимус ; 666 
 2936 ; 1 дайм. США ; 1942 ;  ; Ag ; VF-XF ; 27 ; Velton ; 123 
 2937 ; 1 дайм. США ; 1942 ;  ; Ag ; VF-XF ; 48 ; samurai 969 ; 151 
 2938 ; 1 дайм. США ; 1946 ;  ; Ag ; XF ; 76 ; lamazo ; 128 
 2939 ; 1 дайм. США ; 1951 ;  ; Ag ; VF ; 22 ; lamazo ; 85 
 2940 ; 1 дайм. США ; 1952 ;  ; Ag ; VF ; 24 ; lamazo ; 102 
 2941 ; 100 форинтов. Венгрия. 150 лет со дня рождения Сандора Петефи ; 1973 ;  ; Ag ; Proof ; 89 ; сиротка ; 471 
 2942 ; 10 марок. Финляндия. 10-й Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; XF ; 68 ; Gera_K ; 317 
 2943 ; 500 марок. Финляндия. XV Олимпиада в Хельсинки ; 1952 ;  ; Ag ; XF ; 71 ; cochu ; 1102 
 2944 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 45 ; alexnn ; 220 
 2945 ; 10 марок. Финляндия. 75 лет со дня рождения президента Кекконена ; 1975 ;  ; Ag ; AU ; 64 ; vitapool ; 327 
 2946 ; 25 марок. Финляндия. Зимние игры в Лахти ; 1978 ;  ; Ag ; XF ; 72 ; golg_2M ; 484 
 2947 ; 50 крон. Швеция. На бракосочетание короля Карла XVI Густава и королевы Сильвии ; 1976 ;  ; Ag ; X ; 65 ; Dbrnjh ; 811 
 2948 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972F ;  ; Ag ; AU ; 50 ; Gera_K ; 387 
 2949 ; 5 злотых. Польша ; 1935 ;  ; Ag ; F+ ; 60 ; vitapool ; 233 
 2311 ; Лот монет Банка России (Города-герои, 55 лет Победы): 10,2 руб (8шт) ; 2000 ;  ; Cu-Ni,Би/м ; XF-/XF ; 45 ; NSN ; 251 
 2312 ; Лот монет Банка России (3шт): 5р,1р ; 1991,1992ММД ;  ; Cu/Ni,Fe/Br ; XF ; 88 ; ZOLTAN333 ; 136 
 2313 ; Лот монет Банка России (5шт): 25р. Олимпиада в Сочи. Упаковка, 10р. Воронежская обл., Курск, Белгород, Орел ; 2011 ;  ; Би/м,Cu/Ni,лат/ ; AU/Unc ; 36 ; aleksey-m2 ; 550 
 2314 ; Лот монет Банка России (5шт): 25р Олимпиада в Сочи. Упаковка, 10 рублей: 65 лет победы в ВОВ, Курск, Орел, Белгород ; 2011 ;  ; Cu/Ni,Лат/St ; AU/Unc ; 49 ; aleksey-m2 ; 510 
 2315 ; Лот монет Банка России (19шт): 10 рублей ; 2000,2011 ;  ; Би/м ; XF/AU ; 76 ; NSN ; 408 
 2855 ; Соверен. Великобритания. М-7,98гр ; 1978 ;  ; Au ; AU ; 104 ; Nes ; 15922 
 2856 ; 20 франков. Франция. М-6,43гр ; 1858А ;  ; Au ; AU/XF ; 65 ; iaiaia ; 15000 
 2857 ; 1 доллар. Палау. Св. Франциск Асизский. М-1,24гр ; ND ;  ; Au ; Proof ; 29 ; Инвестор ; 2500 
 2858 ; 1 новый шекель. Израиль. Иаков и Рахиль . М-1,24гр ; 2004 ;  ; Au ; Proof ; 146 ; Nes ; 2550 
 2859 ; 3000 риелей. Камбоджи. Тадж Махал в Индии. М-1,26гр ; 2005 ;  ; Au ; Proof ; 30 ; Инвестор ; 2441 
 2860 ; 50 центов. Канада. Родео.М-1,26гр ; 2006 ;  ; Au ; Proof ; 68 ; Инвестор ; 2477 
 2861 ; Талер. Австрия. Новодел ; 1780 ;  ; Ag ; F-VF ; 69 ; rekaSvir ; 722 
 2862 ; Талер. Пруссия. В память коронации ; 1861A ;  ; Ag ; F ; 184 ; nordbolivar ; 1746 
 2863 ; 5 марок. Пруссия ; 1876A ;  ; Ag ; F-VF ; 51 ; дитрих11 ; 1009 
 2864 ; 5 марок. Германия. Подписная Кирха ; 1934А ;  ; Ag ; VF ; 117 ; balakmisha ; 659 
 2865 ; 5 марок. Германия. Церковь в Потсдаме ; 1935А ;  ; Ag ; F-VF ; 65 ; vitapool ; 378 
 2866 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936А ;  ; Ag ; VF-XF ; 30 ; PolAn ; 558 
 2867 ; 5 марок. Германия. Пауль фон Гинденбург ; 1936А ;  ; Ag ; VF ; 57 ; vitapool ; 407 
 2868 ; 5 марок. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; XF ; 119 ; maremark ; 816 
 2869 ; 3 марки. Пруссия ; 1908A ;  ; Ag ; VF ; 18 ; pamel ; 744 
 2870 ; 3 марки. Пруссия ; 1909A ;  ; Ag ; VF ; 52 ; lsp25 ; 714 
 2871 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; VF-XF ; 67 ; vitapool ; 714 
 2872 ; 3 марки. Веймар. 1000-летие Мейсена ; 1929E ;  ; Ag ; VF ; 31 ; vitapool ; 1131 
 2873 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; VF-XF ; 55 ; evgen 66 ; 344 
 2874 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938G ;  ; Ag ; VF ; 108 ; suvenir ; 303 
 2875 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939J ;  ; Ag ; XF ; 9 ; suvenir ; 359 
 2876 ; 1 марка. Германия ; 1875A ;  ; Ag ; F-VF ; 20 ; Юбер ; 261 
 2877 ; 1 марка. Германия ; 1914A ;  ; Ag ; AU ; 70 ; Nes ; 566 
 2878 ; 1 марка. Германия ; 1914A ;  ; Ag ; VF-XF ; 25 ; 384020 ; 241 
 2879 ; 1 марка. Германия ; 1914D ;  ; Ag ; XF+ ; 66 ; 0987654321 ; 567 
 2880 ; 1 марка. Германия ; 1915A ;  ; Ag ; AU ; 125 ; Василевс ; 515 
 2881 ; 3 гроша. Пруссия ; 1785B ;  ; Ag ; F+ ; 14 ; donskoy77 ; 122 
 2882 ; 1 зилбергрош. Пруссия ; 1871C ;  ; Ag ; VF-XF ; 35 ; егор ; 340 
 2883 ; 2 кроны. Эстония. Крепость в Таллине ; 1930 ;  ; Ag ; VF+ ; 139 ; avg1974 ; 599 
 2884 ; 1 рупия. Британская Индия ; 1907 ;  ; Ag ; XF- ; 100 ; Germanfox ; 940 
 2885 ; 1 рупия. Британская Индия ; 1891 ;  ; Ag ; XF- ; 120 ; Germanfox ; 932 
 2886 ; 3 марки. Эстония ; 1922 ;  ; Cu/Ni ; XF- ; 70 ; ИЮМов1 ; 331 
 2887 ; 1 лат. Латвия. Трубочист ; 2008 ;  ; Cu/Ni ; AU ; 65 ; salim ; 126 
 2888 ; 1 лат. Латвия. Кувшинка ; 2008 ;  ; Cu/Ni ; AU ; 69 ; salim ; 117 
 2889 ; 1 лат. Латвия. Кружка ; 2011 ;  ; Cu/Ni ; AU ; 83 ; salim ; 124 
 2890 ; 1 лат. Латвия. Жаба ; 2010 ;  ; Cu/Ni ; AU ; 31 ; salim ; 123 
 2891 ; 5 евро. Финляндия. Республика Карелия ; 2011 ;  ; Би/м ; AU ; 30 ; 1177 ; 370 
 2892 ; 5 евро. Финляндия. Республика Карелия ; 2011 ;  ; Би/м ; AU ; 18 ; hobot ; 375 
 2893 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; AU ; 29 ; AlesyaPerova ; 29 
 2894 ; 5 лат. Латвия ; 1929 ;  ; Ag ; XF ; 78 ; Nes ; 830 
 2895 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF+ ; 26 ; balakmisha ; 847 
 2896 ; 5 лат. Латвия ; 1932 ;  ; Ag ; AU ; 10 ; Mikola_1 ; 1245 
 2897 ; 2 кроны. Швеция ; 1900 ;  ; Ag ; F-VF ; 62 ; suvenir ; 347 
 2898 ; 2 кроны. Швеция ; 1934 ;  ; Ag ; XF/AU ; 114 ; suvenir ; 347 
 2899 ; 2 кроны. Швеция ; 1938 ;  ; Ag ; XF/AU ; 123 ; Sept09 ; 339 
 2261 ; Лот монет СССР: 20,15,10 коп (10шт) ; 1922-1925 ;  ; Биллон ; XF/VG ; 50 ; лазарев ; 592 
 2262 ; Лот монет СССР: 20,15,10 коп (10шт) ; 1923-1943 ;  ; Биллон,Ni ; VF-XF/F ; 5 ; сортам70 ; 510 
 2263 ; Лот монет СССР: 5 коп (5шт) ; 1961-1991 ;  ; Cu-Zn ; XF-/XF+ ; 13 ; suvenir ; 80 
 2264 ; Лот монет СССР: 20,15,10,5 коп (5шт) ; 1956-1957 ;  ; Cu-Ni,Br ; VF-/VF+ ; 5 ; Александр611 ; 87 
 2265 ; Лот монет СССР (12шт): 1р,15к,10к,3к ; 1961-1982 ;  ; Cu/Ni,Cu/Zn ; XF/VF- ; 12 ; BIgor81 ; 13 
 2266 ; Лот монет СССР: 10к, 5к (4шт) ; 1969-1974 ;  ; Cu-Ni, Cu-Zn ; VF+/XF ; 8 ; СЁМА ; 101 
 2267 ; Лот монет СССР: 20к, 15к, 10к (12шт) ; 1980-1983 ;  ; Cu-Ni ; XF-/XF+ ; 13 ; BIgor81 ; 53 
 2268 ; Лот монет СССР: 20к, 15к, 10к (12шт) ; 1988-1991 ;  ; Cu-Ni ; XF-/XF+ ; 8 ; BIgor81 ; 50 
 2269 ; Лот монет СССР (40шт): 15 копеек ; 1961-1991 ;  ; Cu/Ni ; F-VF/VF ; 50 ; СЁМА ; 153 
 2270 ; Лот монет СССР (40шт): 20 копеек ; 1961-1991 ;  ; Cu/Ni ; F-VF/VF+ ; 54 ; СЁМА ; 153 
 2271 ; Лот монет СССР (30шт): 5 копеек ; 1961-1991 ;  ; Cu/Zn ; F-VF/VF ; 49 ; СЁМА ; 125 
 2272 ; Лот монет СССР (60шт): 3 копейки ; 1961-1991 ;  ; Cu/Zn ; F+/F-VF ; 34 ; СЁМА ; 133 
 2273 ; Лот монет СССР (60 шт): 2 копейки ; 1961-1991 ;  ; Cu/Zn ; F-VF/VF ; 38 ; BIgor81 ; 80 
 2274 ; Лот монет СССР и Банка России  (100шт): 50р,10р,5р,1р, 50к, 20к,15к,10к,5к,3к,2к,1к ; 1961-1993 ;  ; Cu/Ni,Cu/zn,Би/ ; F/F-VF ; 15 ; BIgor81 ; 80 
 2275 ; Лот монет Банка России (3шт): 10 рублей. Воронежская область, Республика Бурятия, Ненецкий АО) ; 2010-2011СПМД ;  ; Би/м ; AU ; 12 ; юденич ; 197 
 2276 ; Лот монет Банка России (3шт): 10 рублей. Воронежская область, Брянск, Ненецкий АО) ; 2010-2011СПМД ;  ; Би/м ; AU ; 20 ; Sept09 ; 182 
 2277 ; Лот монет Банка России (3шт): 10 рублей. Воронежская область, Республика Бурятия, Ненецкий АО) ; 2010-2011СПМД ;  ; Би/м ; AU ; 37 ; юденич ; 295 
 2278 ; Лот монет Банка России (3шт): 10 рублей. Орел, Курск, Белгород ; 2011СПМД ;  ; Лат/St ; XF/AU ; 2 ; djekson ; 100 
 2279 ; Лот монет Банка России (3шт): 10 рублей. Воронежская область, Республика Бурятия, Ненецкий АО) ; 2010-2011СПМД ;  ; Би/м ; AU ; 10 ; Sept09 ; 254 
 2280 ; Лот монет Банка России (3шт): 10 рублей. Орел, Курск, Белгород ; 2011СПМД ;  ; Лат/St ; XF/AU ; 3 ; cfif ; 150 
 2281 ; Лот монет Банка России (3шт): 10 рублей. Орел, Курск, Белгород ; 2011СПМД ;  ; Лат/St ; XF/AU ; 22 ; SANGOLD1 ; 92 
 2282 ; Лот монет Банка России (4шт): 10 рублей. Чеченская Республика, Воронежская область, Республика Бурятия, Ненецкий АО) ; 2010-2011СПМД ;  ; Би/м ; AU ; 101 ; dimass70 ; 1402 
 2283 ; Лот монет Банка России (Чеченская Республика, 55 лет победы, Ямало-Ненецкий АО, перепись населения, Пермский край): 10 руб (5шт) ; 2000-2010 ;  ; Би/м ; AU ; 61 ; www62 ; 2301 
 2284 ; Лот монет Банка России и СССР: 10,2 руб (Гагарин и Министерство), 5 коп (3шт) ; 1961-2002 ;  ; Cu-Zn,Cu-Ni,Би/ ; XF-/XF+ ; 43 ; jimmysu ; 51 
 2285 ; Лот монет Банка России: 100, 50 рублей (2шт) ; 1992ЛМД ;  ; Би/м ; VF+/XF ; 23 ; vc57 ; 61 
 2286 ; Лот монет Банка России: 100, 50 рублей (2шт) ; 1993ЛМД ;  ; Cu-Ni, St плак ; VF+/XF ; 13 ; Enter ; 32 
 2287 ; Лот монет Банка России (4шт): 10 рублей (Елец, Соликамск, Респ. Бурятия, Воронежская обл) ; 2011 ;  ; Би/м ; AU ; 40 ; Sept09 ; 204 
 2288 ; Лот монет Банка России (2шт): 10 рублей. Чеченская Республика, Приозерск ; 2008,2010 ;  ; Би/м ; XF/AU ; 134 ; yuri.gruzdev ; 1498 
 2289 ; Лот монет Банка России (2шт): 10 рублей. Ямало-Ненецкий АО, Приозерск ; 2008,2010 ;  ; Би/м ; XF/AU ; 18 ; jimmysu ; 813 
