 5868 ; Бона иностранная ;  ;  ;  ;  ; 33 ; VOLKODAVS5 ; 147 
 3273 ; 5 франков. Франция ; 1876K ;  ; Ag ; VF- ; 31 ; Olmi ; 1019 
 3274 ; 5 лева. Болгария ; 1885 ;  ; Ag ; VF+ ; 73 ; olancepok ; 2348 
 3275 ; 5 лева. Болгария ; 1894 ;  ; Ag ; VF+ ; 74 ; olancepok ; 2267 
 3276 ; 1000 рейс. Португалия ; 1899 ;  ; Ag ; VF ; 15 ; zemlyk2014 ; 906 
 3277 ; 1 лев. Болгария. Дружба навеки. Упаковка ; 1981 ;  ; Cu-Ni ; Proof ; 52 ; rubber ; 701 
 3278 ; 10 марок. ФРГ. 1000 лет Потсдаму ; 1993F ;  ; Ag ; Proof ; 11 ; sos1 ; 407 
 3279 ; 20 крейцеров. Австрия ; 1785 ;  ; Ag ; VF- ; 13 ; Волк33 ; 466 
 3280 ; 1 байоччи. Ватикан. Деформация ; 1850 ;  ; Cu ; F+ ; 25 ; 8888 ; 303 
 3281 ; 20 крейцеров. Венгрия ; 1779 ;  ; Ag ; VF- ; 30 ; vitapool ; 206 
 3282 ; 1/4 талера. Австрийские Нидерланды ; 1796 ;  ; Ag ; F+ ; 26 ; Гвидон ; 554 
 3283 ; 10 сантимов. Франция ; 1906 ;  ; Cu ; VF ; 20 ; solder13 ; 77 
 3284 ; 1 раппен. Швейцария ; 1930 ;  ; Br ; XF ; 11 ; AlexAlex ; 204 
 3285 ; 2 франка. Швейцария ; 1941 ;  ; Ag ; XF- ; 5 ; ppi ; 429 
 3286 ; 2 кроны. Швеция ; 1929 ;  ; Ag ; AU ; 24 ; hf426 ; 2173 
 3287 ; 2 кроны. Швеция ; 1943 ;  ; Ag ; XF+ ; 24 ; черный ; 700 
 3288 ; 1 крона. Швеция ; 1941 ;  ; Ag ; AU ; 30 ; черный ; 793 
 3289 ; 1 крона. Швеция ; 1939 ;  ; Ag ; AU ; 24 ; Пух ; 408 
 3290 ; 1 крона. Швеция ; 1940 ;  ; Ag ; AU ; 23 ; kornum ; 521 
 3291 ; 1 крона. Швеция ; 1939 ;  ; Ag ; AU ; 16 ; пуля ; 377 
 3292 ; 2 марки. ФРГ. ; 1983D ;  ; Cu-Ni ; Proof ; 22 ; ВМШ ; 160 
 3293 ; 2 марки. ФРГ. ; 1983D ;  ; Cu-Ni ; Proof ; 24 ; ВМШ ; 153 
 3294 ; 2 марки. ФРГ. ; 1983G ;  ; Cu-Ni ; Proof ; 21 ; ВМШ ; 174 
 3295 ; 10 пенни. Финляндия ; 1919 ;  ; Cu ; VF ; 21 ; bva150979 ; 101 
 3296 ; 5 гривен. Украина. Корабль "Слава Екатерине" ; 2013 ;  ; Cu/Ni ; AU ; 44 ; маламут ; 410 
 3297 ; 5 гривен. Украина. Одесский национальный академический театр оперы и балета ; 2007 ;  ; Cu/Ni ; AU ; 29 ; Cosmos ; 401 
 3298 ; 5 гривен. Украина. Казацкий човен ; 2010 ;  ; Cu/Ni ; AU ; 29 ; Agava ; 439 
 3299 ; 200000 карбованцев. Украина. Киев ; 1995 ;  ; Cu/Ni ; Proof-Like ; 21 ; gigajohn ; 402 
 3300 ; 2 гривны. Украина. Запорожская область ; 2009 ;  ; Cu/Ni ; AU ; 44 ; Cosmos ; 407 
 3301 ; 2 гривны. Украина. 100 лет Киевскому зоопарку ; 2008 ;  ; Cu/Ni ; AU ; 13 ; ВМШ ; 132 
 3302 ; 2 гривны. Украина. Национальный университет ; 2010 ;  ; Cu/Ni ; AU ; 12 ; ВМШ ; 138 
 3303 ; 1 рубль. Белоруссия. Легенда про жаворонка ; 2009 ;  ; Cu/Ni ; Proof-Like ; 24 ; Cosmos ; 407 
 3304 ; 1/2 доллара. США. 200 лет независимости. Упаковка ; 1976 ;  ; Ag ; Unc ; 12 ; Vitaly26 ; 249 
 3305 ; 10 долларов. Канада. Утка ; 2013 ;  ; Лат, краска ; Proof-Like ; 18 ; Алек ; 370 
 3306 ; 25 центов. Канада.   Странствующий дрозд ; 2013 ;  ; Лат, краска ; Proof-Like ; 33 ; Asella ; 350 
 3307 ; 2 1/2 экю. Португалия. Жоан II ; 1998 ;  ; Cu/Ni ; Proof ; 22 ; matehev ; 469 
 3308 ; 2 1/2 экю. Португалия. Магелан ; 1998 ;  ; Cu/Ni ; Proof ; 23 ; matehev ; 337 
 3309 ; 2 1/2 экю. Португалия. Альфонсо де Альбукерки ; 1998 ;  ; Cu/Ni ; Proof ; 19 ; matehev ; 347 
 3310 ; 2 евро. Португалия. 250 лет башне Клеригуш ; 2013 ;  ; Би/м ; AU ; 34 ; Numizmat2013 ; 267 
 3211 ; 25 шиллингов. Австрия. Мария Терезия ; 1967 ;  ; Ag ; AU ; 9 ; валери ; 614 
 3212 ; 10 шиллингов. Австрия ; 1957 ;  ; Ag ; VF ; 17 ; asnik ; 114 
 3213 ; 500 лир. Италия ; 1966 ;  ; Ag ; XF+ ; 8 ; Dcthutq ; 371 
 3214 ; 500 лир. Италия ; 1967 ;  ; Ag ; XF+ ; 13 ; indexio ; 389 
 3215 ; 500 лир. Италия ; 1965 ;  ; Ag ; XF+ ; 8 ; kostya12.04.1994 ; 375 
 3216 ; 10 юаней. Тайвань ; 1999 ;  ; Cu-Ni ; XF ; 10 ; Дак ; 102 
 3217 ; 10 юаней. Тайвань ;  ;  ; Cu-Ni ; XF ; 9 ; Дак ; 120 
 3218 ; 1 доллар. Сингапур ; 1984 ;  ; Cu-Ni ; AU ; 17 ; Серж PirGS ; 204 
 3219 ; 1 юань. Китай ; 1993 ;  ; Cu-Ni ; AU ; 15 ; Slava O ; 238 
 3220 ; 1 тугрик. Монголия. 60 лет революции ; 1981 ;  ; Al/Br ; XF ; 13 ; DVZ ; 92 
 3221 ; 1 тугрик. Монголия. 50 лет революции ; 1971 ;  ; Al/Br ; XF ; 13 ; kornum ; 126 
 3222 ; 10 центов. Гон-Конг ; 1948 ;  ; Al/Br ; VF ; 16 ; andreyM ; 89 
 3223 ; 1/2 пенни. Родезия и Ньясаленд ; 1964 ;  ; Br ; VF ; 11 ; lestes ; 72 
 3224 ; 4 пенса. Великобритания, Виктория ; 1843 ;  ; Ag ; AU ; 37 ; Alex22D ; 4080 
 3225 ; 3 пенса. Великобритания, Виктория ; 1843 ;  ; Ag ; AU ; 34 ; maleevsw ; 2550 
 3226 ; 2 пенса. Великобритания, Виктория ; 1843 ;  ; Ag ; AU ; 20 ; черный ; 2360 
 3227 ; 1 1/2 пенса. Великобритания, Виктория ; 1843 ;  ; Ag ; AU ; 57 ; 1023oxana ; 3339 
 3228 ; 1 пенс. Великобритания, Виктория ; 1843 ;  ; Ag ; AU ; 37 ; maleevsw ; 2345 
 3229 ; 20 крейцеров. Австрия ; 1764 ;  ; Ag ; VF+ ; 31 ; ВалеН ; 1234 
 3230 ; 2-1/2 зилбергроша. Пруссия ; 1872A ;  ; Ag ; XF ; 51 ; ppi ; 2040 
 3231 ; 2-1/2 зилбергроша. Пруссия ; 1865A ;  ; Ag ; F+ ; 15 ; kornum ; 591 
 3232 ; 2-1/2 зилбергроша. Пруссия ; 1849A ;  ; Ag ; VF- ; 20 ; Baikal ; 378 
 3233 ; 6 крейцеров. Баден ; 1817 ;  ; Ag ; F+ ; 23 ; MDV ; 651 
 3234 ; 3 крейцера. Бавария ; 1868 ;  ; Ag ; VF- ; 23 ; guran ; 403 
 3235 ; 25 эре. Швеция ; 1943 ;  ; Ag ; VF ; 9 ; Dcthutq ; 61 
 3236 ; 1 дрейлинг. Гамбург ; 1841 ;  ; Ag ; VF ; 34 ; Olmi ; 714 
 3237 ; 1/2 грошена. Брауншвейг ; 1860 ;  ; Ag ; F-VF ; 29 ; Baikal ; 359 
 3238 ; 10 эре. Швеция ; 1943 ;  ; Ag ; VF+ ; 8 ; Mike! ; 63 
 3239 ; 8 шиллингов. Гамбург ; 1727 ;  ; Ag ; VF ; 30 ; WikiLeaks ; 1256 
 3240 ; 20 крон. Норвегия ; 1999 ;  ; Латунь ; VF ; 20 ; Mike! ; 145 
 3241 ; 5 гульденов. Нидерландские Антиллы ; 2004 ;  ; Латунь ; AU ; 8 ; Mike! ; 90 
 3242 ; 2-1/2 гульдена. Нидерландские Антиллы ; 2004 ;  ; Латунь ; AU ; 10 ; Mike! ; 159 
 3243 ; 20 франков. Марокко ; 1371 ;  ; Al/Br ; VF+ ; 16 ; Mike! ; 123 
 3244 ; 10 франков. Марокко ; 1371 ;  ; Al/Br ; VF+ ; 7 ; Mike! ; 51 
 3245 ; 5 марок. Финляндия ; 1972 ;  ; Al/Br ; AU ; 11 ; Метро62 ; 101 
 3246 ; 10 пфеннигов. Германия ; 1939A ;  ; Al/Br ; XF ; 19 ; Mike! ; 117 
 3247 ; 1 денар. Македония ; 2000 ;  ; Al/Br ; XF- ; 19 ; aziya11 ; 101 
 3248 ; 2 евро. Франция. 50-летие Елисейского договора Между Германией и Франции ; 2013 ;  ; Би/м ; AU ; 7 ; Mike! ; 183 
 3249 ; 20 риалов. Йемен ; 2004 ;  ; Би/м ; AU ; 54 ; Taras58 ; 114 
 3250 ; 10 пенни. Финляндия ; 1927 ;  ; Cu ; VF+ ; 47 ; bva150979 ; 180 
 3251 ; 10 пенни. Финляндия ; 1939 ;  ; Cu ; VF+ ; 73 ; bva150979 ; 177 
 3252 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; VF+ ; 63 ; bva150979 ; 180 
 3253 ; 5 пенни. Финляндия ; 1937 ;  ; Cu ; VF+ ; 69 ; bva150979 ; 153 
 3254 ; 20 крейцеров. Венгрия ; 1840B ;  ; Ag ; XF ; 54 ; Olmi ; 811 
 3255 ; 20 крейцеров. Австрия ; 1841A ;  ; Ag ; XF ; 28 ; kehha ; 537 
 3256 ; 20 крейцеров. Австрия ; 1840A ;  ; Ag ; XF ; 48 ; черный ; 668 
 3257 ; 50 франков. Бельгия ; 1939 ;  ; Ag ; VF+ ; 17 ; olancepok ; 657 
 3258 ; 100 франков. Бельгия ; 1951 ;  ; Ag ; XF+ ; 22 ; b197312 ; 794 
 3259 ; 100 эскудо. Португалия. Канарские острова ; 1989 ;  ; Cu-Ni ; XF+ ; 16 ; mesv ; 90 
 3260 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; XF+ ; 8 ; kostya12.04.1994 ; 104 
 3161 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 37 ; черный ; 829 
 3162 ; 50 марок. Финляндия. Урхо Кекконен ; 1981 ;  ; Ag ; AU ; 16 ; DVZ ; 420 
 3163 ; 50 марок. Финляндия. Чемпионат по хоккею ; 1982 ;  ; Ag ; AU ; 17 ; Солнышко ; 515 
 3164 ; 50 марок. Финляндия. Чемпионат по атлетике ; 1983 ;  ; Ag ; AU ; 14 ; DVZ ; 432 
 3165 ; 10 марок. Финляндия. Урхо Кекконен ; 1975 ;  ; Ag ; AU ; 18 ; DVZ ; 413 
 3166 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 15 ; черный ; 496 
 3167 ; 50 марок. Финляндия. Калевала ; 1985 ;  ; Ag ; AU ; 19 ; DVZ ; 474 
 3168 ; 10 марок. Финляндия. ЕС ; 1995 ;  ; Би/м ; AU ; 13 ; asternox ; 224 
 3169 ; 1 марка. Финляндия ; 1921 ;  ; Cu-Ni ; VF+ ; 9 ; Метро62 ; 133 
 3170 ; 100 эскудо. Португалия. Мадейра ; 1989 ;  ; Cu-Ni ; XF+ ; 17 ; mesv ; 114 
 3171 ; 100 лева. Болгария ; 1930 ;  ; Ag ; XF- ; 20 ; Dcthutq ; 707 
 3172 ; 1/2 доллар. США ; 1957 ;  ; Ag ; VF+ ; 19 ; черный ; 600 
 3173 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF+ ; 9 ; Mike! ; 206 
 3174 ; 1 доллар. Британские Виргинские острова. Дельфины ; 2006 ;  ; Cu-Ni ; AU ; 30 ; черный ; 600 
 3175 ; 1 доллар. США. Олимпиада ; 1983S ;  ; Ag ; Proof ; 21 ; черный ; 1500 
 3176 ; 100 шиллингов. Австрия. Иоганн Нестрой ; 1976 ;  ; Ag ; Proof ; 5 ; Mike! ; 624 
 3177 ; 10 марок. ФРГ. 1000 лет Потсдаму ; 1993F ;  ; Ag ; AU ; 5 ; indexio ; 408 
 3178 ; 10 марок. ФРГ. 40 лет ФРГ ; 1989G ;  ; Ag ; AU ; 9 ; indexio ; 510 
 3179 ; 10 марок. ФРГ. Бранденбургские ворота ; 1991A ;  ; Ag ; XF+ ; 10 ; Hozdvor ; 444 
 3180 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; AU ; 18 ; indexio ; 407 
 3181 ; 1 эре. Дания ; 1909 ;  ; Br ; F-VF ; 9 ; Mike! ; 117 
 3182 ; 2 кроны. Швеция. 25 лет правления ; 1987 ;  ; Ag ; VF+ ; 12 ; Mike! ; 685 
 3183 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; XF ; 11 ; Mike! ; 325 
 3184 ; 5 марок. ФРГ. Год защиты европейских памятников ; 1975F ;  ; Ag ; AU ; 3 ; Mike! ; 250 
 3185 ; 5 марок. ФРГ. Гриммельсгаузен ; 1976D ;  ; Ag ; AU ; 13 ; Дядя Боб ; 315 
 3186 ; 50 миллионов марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Al/Br ; XF- ; 58 ; черный ; 2045 
 3187 ; 1 крона. Остров Мэн. На свадьбу ; 1981 ;  ; Cu-Ni ; XF ; 10 ; Mike! ; 206 
 3188 ; 1 дайм. США. Отверстие ; 1853 ;  ; Ag ; F ; 27 ; indexio ; 444 
 3189 ; 3 шварена. Ольденбург ; 1858 ;  ; Cu ; VF+ ; 18 ; kornum ; 459 
 3190 ; 5 марок. ГДР. Томас Манн ; 1875 ;  ; Cu-Ni ; XF+ ; 13 ; Mike! ; 357 
 3191 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; XF ; 6 ; Mike! ; 400 
 3192 ; 500 лей. Румыния ; 1941 ;  ; Ag ; VF ; 30 ; Mike! ; 906 
 3193 ; 5 марок. ФРГ ; 1974G ;  ; Ag ; XF- ; 13 ; maleevsw ; 295 
 3194 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; XF+ ; 7 ; maleevsw ; 318 
 3195 ; 5 марок. ФРГ. Иммануил Кант ; 1974D ;  ; Ag ; XF+ ; 11 ; Ясер ; 318 
 3196 ; 10 марок. ФРГ. 50-летие со дня разрушения церкви Фрауэнкирхе в Дрездене ; 1995J ;  ; Ag ; AU ; 5 ; Ясер ; 408 
 3197 ; 10 гульденов. Нидерланды ; 1973 ;  ; Ag ; XF- ; 7 ; Mike! ; 643 
 3198 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; XF ; 9 ; Ясер ; 408 
 3199 ; 10 марок. ФРГ. Кетти Кольвитц ; 1992G ;  ; Ag ; XF ; 4 ; Mike! ; 400 
 3200 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ;  ; Cu-Ni ; XF ; 8 ; Ясер ; 136 
 3201 ; 50 шиллинг. Австрия. Донаувальцер ; 1967 ;  ; Ag ; Proof ; 9 ; Vovian ; 510 
 3202 ; 50 шиллинг. Австрия. Олимпиада ; 1964 ;  ; Ag ; XF+ ; 9 ; Vovian ; 510 
 3203 ; 50 шиллинг. Австрия. 50 лет республике ; 1968 ;  ; Ag ; AU ; 5 ; hugo ; 643 
 3204 ; 50 шиллинг. Австрия. 150 лет освобождения Тироля ; 1959 ;  ; Ag ; AU ; 9 ; Vanka ; 567 
 3205 ; 50 шиллинг. Австрия. 600 лет союзу с Тиролем ; 1963 ;  ; Ag ; AU ; 9 ; hugo ; 532 
 3206 ; 50 шиллинг. Австрия. 600 лет университету Вены ; 1965 ;  ; Ag ; XF ; 9 ; hugo ; 554 
 3207 ; 50 шиллинг. Австрия. Максимилиан I ; 1969 ;  ; Ag ; AU ; 5 ; hugo ; 643 
 3208 ; 2 шиллинга. Австрия. Шуберт ; 1928 ;  ; Ag ; XF- ; 16 ; черный ; 521 
 3209 ; 25 шиллингов. Австрия. Мария Терезия ; 1967 ;  ; Ag ; AU ; 17 ; черный ; 770 
 3210 ; 25 шиллингов. Австрия. Лукас фон Хильдебрандт ; 1968 ;  ; Ag ; AU ; 7 ; hugo ; 410 
 3111 ; 10 марок. ФРГ. Генрих Гейне ; 1997D ;  ; Ag ; AU ; 10 ; Dcthutq ; 389 
 3112 ; 1 доллар. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; AU ; 28 ; черный ; 700 
 3113 ; 1/2 доллара. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 13 ; черный ; 411 
 3114 ; 1/4 доллара. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 29 ; черный ; 236 
 3115 ; 1 доллар. США. Свобода ; 2013 ;  ; Ag ; AU ; 43 ; черный ; 1600 
 3116 ; 1 доллар. США ; 1923 ;  ; Ag ; XF ; 21 ; черный ; 1530 
 3117 ; 1 крона. Бермуды ; 1964 ;  ; Ag ; XF+ ; 19 ; KELA-NIKO ; 582 
 3118 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене. Олимпийский огонь ; 1972F ;  ; Ag ; AU ; 26 ; Dcthutq ; 388 
 3119 ; 10 марок. ФРГ. Олимпийские игры 1972 г. в Мюнхене. Стадион ; 1972F ;  ; Ag ; AU ; 25 ; sveta6369 ; 386 
 3120 ; 1 крона. Эстония ; 1990 ;  ; Ж/м ; XF+ ; 29 ; ВМШ ; 437 
 3121 ; 1 крона. Эстония ; 1993 ;  ; Cu-Ni ; XF+ ; 7 ; mart_si ; 26 
 3122 ; 1/2 анны. Британская Индия ; 1942 ;  ; Латунь ; AU ; 36 ; 1023oxana ; 510 
 3123 ; 1 лат. Латвия ; 2007 ;  ; Cu-Ni ; XF ; 11 ; x-3ger ; 82 
 3124 ; 1 лат. Латвия ; 2006 ;  ; Cu-Ni ; AU ; 17 ; riga1979 ; 175 
 3125 ; 5 сантим. Латвия ; 1992 ;  ; Cu-Ni ; XF- ; 7 ; t_v_v ; 26 
 3126 ; 1 крона. Эстония ; 2000 ;  ; Al/Br ; XF+ ; 11 ; Метро62 ; 45 
 3127 ; 5 гульденов. Нидерланды ; 1989 ;  ; Al/Br ; VF+ ; 7 ; t_v_v ; 26 
 3128 ; 1 рубль. Беларусь. 15 лет СНГ ; 2006 ;  ; Cu-Ni ; Proof ; 28 ; etalon ; 509 
 3129 ; 5 гривен. Украина. Михайловский Золотоверхий собор ; 198 ;  ; Cu-Ni ; AU ; 19 ; denita ; 420 
 3130 ; 5 гривен. Украина. Летняя олипиада. Параллельные брусья ; 2000 ;  ; Cu-Ni ; AU ; 26 ; Ratmen ; 638 
 3131 ; 5 гривен. Украина. Тройной прыжок ; 2000 ;  ; Cu-Ni ; AU ; 18 ; Ratmen ; 638 
 3132 ; 5 гривен. Украина. Львовский театр оперы и балет ; 2000 ;  ; Cu-Ni ; AU ; 19 ; ОМОН10 ; 572 
 3133 ; 5 гривен. Украина. Рождество Христово ; 1999 ;  ; Cu-Ni ; AU ; 32 ; denita ; 735 
 3134 ; 5 гривен. Украина. Пресноводный краб ; 2000 ;  ; Cu-Ni ; AU ; 28 ; ОМОН10 ; 1000 
 3135 ; 200000 карбованцев. Украина. 50 лет ООН. Сертификат ; 1995 ;  ; Cu-Ni ; AU ; 19 ; Ratmen ; 442 
 3136 ; 2 гривны. Украина. Степной орел. Сертификат ; 1999 ;  ; Cu-Ni ; AU ; 50 ; Mikle777 ; 3050 
 3137 ; 5 гривен. Украина. Крещение Руси ; 2000 ;  ; Cu-Ni ; AU ; 23 ; Ratmen ; 992 
 3138 ; 5 гривен. Украина. 500 лет Магдебургскому праву ; 1999 ;  ; Cu-Ni ; AU ; 20 ; Недорого ; 1267 
 3139 ; 5 гривен. Украина. Успенский собор Киево-Печерской лавры ; 1998 ;  ; Cu-Ni ; AU ; 28 ; Ratmen ; 525 
 3140 ; 2 гривны. Украина. Любка двулистная ; 1999 ;  ; Cu-Ni ; AU ; 32 ; Ratmen ; 1813 
 3141 ; 2 гривны. Украина. 100 лет заповеднику "Аскания-Нова" ; 1998 ;  ; Cu-Ni ; AU ; 45 ; Ratmen ; 1071 
 3142 ; 50 тенге. Казахстан. Туханов ; 2000 ;  ; Cu-Ni ; XF+ ; 11 ; генерал777 ; 492 
 3143 ; 50 тенге. Казахстан. Туркистан. Ахмет Яссауи Кесенеси ; 2000 ;  ; Cu-Ni ; XF+ ; 37 ; shurik2 ; 2083 
 3144 ; 50 тенге. Казахстан. Миллениум ; 1999 ;  ; Cu-Ni ; XF+ ; 19 ; sibirian ; 1536 
 3145 ; 50 тенге. Казахстан. 55 лет великой победе ; 2000 ;  ; Cu-Ni ; XF+ ; 32 ; Oleht ; 2856 
 3146 ; 20 тенге. Казахстан. Мухтар Эуезов ; 1997 ;  ; Cu-Ni ; XF+ ; 75 ; SD315 ; 155 
 3147 ; 20 тенге. Казахстан. 100 лет Сетбаеву ; 1999 ;  ; Cu-Ni ; XF ; 91 ; gigajohn ; 257 
 3148 ; 20 тенге. Казахстан. Астана - новая столица Казахстана ; 1998 ;  ; Cu-Ni ; XF+ ; 15 ; gigajohn ; 155 
 3149 ; 20 тенге. Казахстан. 150 лет Жамбыл ; 1996 ;  ; Cu-Ni ; XF+ ; 19 ; SD315 ; 242 
 3150 ; 20 тенге. Казахстан. Независимость Казахстана ; 1996 ;  ; Cu-Ni ; XF+ ; 29 ; gigajohn ; 165 
 3151 ; 20 тенге. Казахстан. Год согласия и памяти ; 1997 ;  ; Cu-Ni ; XF+ ; 18 ; shurik2 ; 283 
 3152 ; 10 лит. Литва. Международный песенный фестиваль ; 1994 ;  ; Cu-Ni ; Proof ; 36 ; Bambr ; 765 
 3153 ; 10 лит. Литва. Иоанн Павел II ; 1994 ;  ; Cu-Ni ; XF ; 53 ; D-503 ; 2550 
 3154 ; 10 лит. Литва. Литовский спорт ; 1995 ;  ; Cu-Ni ; Proof ; 62 ; vasek ; 909 
 3155 ; 10 лит. Литва. Дариус и Гиренас ; 1993 ;  ; Cu-Ni ; AU ; 37 ; D-503 ; 2392 
 3156 ; 10 евро. Финляндия. Элиас Лонротт ; 2002 ;  ; Ag ; AU ; 31 ; Димон777 ; 888 
 3157 ; 100 марок. Финляндия. 50 лет ассоциации ветеранов войны ; 1990 ;  ; Ag ; AU ; 46 ; andy2012 ; 867 
 3158 ; 100 марок. Финляндия. 75 лет независимости ; 1992 ;  ; Ag ; AU ; 12 ; Emv ; 781 
 3159 ; 10 марок. Финляндия. Чемпионат мира по атлетике ; 1971 ;  ; Ag ; AU ; 21 ; ssuss ; 439 
 3160 ; 25 марок. Финляндия. Чемпионат в Лахти. Лыжи ; 1978 ;  ; Ag ; AU ; 8 ; артега ; 470 
 3061 ; 1 доллар. США ; 1922 ;  ; Ag ; XF ; 17 ; indexio ; 1479 
 3062 ; 1 доллар. США ; 1923 ;  ; Ag ; VF ; 13 ; vitapool ; 801 
 3063 ; 1 доллар. США ; 1923 ;  ; Ag ; VF-XF ; 15 ; bob375 ; 818 
 3064 ; 1 доллар. США ; 1923 ;  ; Ag ; XF ; 8 ; черный ; 921 
 3065 ; 5 песет. Испания. Амадео I ; 1871 ;  ; Ag ; VF ; 14 ; indexio ; 1024 
 3066 ; 5 песет. Испания. Альфонсо XII ; 1875 ;  ; Ag ; VF ; 17 ; viktorius ; 960 
 3067 ; 5 песет. Испания. Альфонсо XII ; 1876 ;  ; Ag ; VF ; 13 ; zemlyk2014 ; 1003 
 3068 ; 5 песет. Испания. Альфонсо XII ; 1884 ;  ; Ag ; VF ; 11 ; zemlyk2014 ; 969 
 3069 ; 5 песет. Испания. Альфонсо XIII ; 1889 ;  ; Ag ; VF ; 14 ; indexio ; 1020 
