 5824 ; Ценная бумага Германия ;  ;  ;  ;  ; 14 ; tikhomirius ; 141 
 3679 ; 1 рубль. Беларусь. Война 1812г ; 2012 ;  ; Cu-Ni ; Proof ; 27 ; Krechet ; 327 
 3680 ; 1 рубль. Беларусь. Лев Сапега ; 2010 ;  ; Cu-Ni ; Proof ; 29 ; AB ; 235 
 3681 ; 1 тугрик. Монголия. 50 лет Республике ; 1971 ;  ; Лат ; VF+ ; 18 ; страус ; 93 
 3682 ; Фельс. Бухара ; 20в ;  ; Cu ; VF ; 17 ; aziya11 ; 93 
 3683 ; 5 евро. Финляндии ; 2011 ;  ; Би/м ; AU ; 23 ; AID57 ; 365 
 3684 ; 5 евро. Финляндии ; 2011 ;  ; Би/м ; AU ; 20 ; AID57 ; 271 
 3685 ; 5 евро. Финляндии ; 2010 ;  ; Би/м ; AU ; 24 ; nikfed ; 408 
 3686 ; 5 евро. Финляндии. Хельсинки-Стокгольм Хоккей ; 2012 ;  ; Би/м ; AU ; 24 ; grond ; 291 
 3587 ; 5 гривен. Украина. 600 лет г. Черновцы ; 2008 ;  ; Cu/Ni ; AU ; 11 ; ges ; 155 
 3588 ; 5 гривен. Украина. Сорочинская ярмарка ; 2005 ;  ; Cu/Ni ; AU ; 12 ; Кипер ; 235 
 3589 ; 5 гривен. Украина. Сорочинская ярмарка ; 2005 ;  ; Cu/Ni ; AU ; 11 ; ges ; 230 
 3590 ; 5 гривен. Украина.Гопак ; 2011 ;  ; Cu/Ni ; AU ; 7 ; Кипер ; 200 
 3591 ; 5 гривен. Украина. Национальный дендрологический парк "Тростянец" ; 2008 ;  ; Cu/Ni ; AU ; 10 ; sibirian ; 144 
 3592 ; 5 гривен. Украина. 70 лет освобождения Харькова от фашистских захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 15 ; VelesDS ; 619 
 3593 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu/Ni ; AU ; 7 ; Sky2 ; 129 
 3594 ; 5 гривен. Украина. Успенский собор Киево-Печерской лавры ; 1998 ;  ; Cu/Ni ; AU ; 14 ; ges ; 340 
 3595 ; 5 гривен. Украина. Михайловский собор ; 1998 ;  ; Cu/Ni ; XF ; 17 ; buynyi76 ; 408 
 3596 ; 5 лева. Болгария. Вторая международная ассамблея по вопросам детей ; 1982 ;  ; Cu/Ni ; Proof ; 4 ; cotangens ; 69 
 3597 ; 5 лева. Болгария. Детская ассамблея ; 1985 ;  ; Cu/Ni ; Proof ; 6 ; Sam ; 104 
 3598 ; 5 лева. Болгария. ЮНЕСКО ; 1985 ;  ; Cu/Ni ; Proof ; 6 ; Sam ; 104 
 3599 ; 5 лева. Болгария. Выставка охоты ; 1981 ;  ; Cu/Ni ; AU ; 6 ; sibirian ; 104 
 3600 ; 5 лева. Болгария. Кремиковский ; 1988 ;  ; Cu/Ni ; Proof ; 7 ; Sam ; 101 
 3601 ; 5 лева. Болгария. 300 лет Чипровского восстания ; 1988 ;  ; Cu/Ni ; Proof ; 5 ; Vanka ; 101 
 3602 ; 5 лева. Болгария. Международная детская ассамблея ; 1988 ;  ; Cu/Ni ; Proof ; 5 ; Vanka ; 101 
 3603 ; 5 лева. Болгария. Софроний Врачанский ; 1989 ;  ; Cu/Ni ; Proof ; 7 ; Vanka ; 101 
 3604 ; 5 лева. Болгария. Хаджи Димитр и Стефан Караджа ; 1988 ;  ; Cu/Ni ; Proof ; 13 ; rubber ; 130 
 3605 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu/Ni ; AU ; 6 ; rubber ; 104 
 3606 ; 5 лева. Болгария. Мировое первенство по футболу ; 1980 ;  ; Cu/Ni ; AU ; 12 ; артега ; 179 
 3607 ; 5 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; AU ; 3 ; Vanka ; 101 
 3608 ; 2 лева. Болгария. Выставка охоты ; 1981 ;  ; Cu/Ni ; AU ; 15 ; cotangens ; 82 
 3609 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 5 ; Vanka ; 101 
 3610 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 3 ; rubber ; 104 
 3611 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 6 ; VOLKODAVS5 ; 104 
 3612 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 3 ; Vanka ; 101 
 3613 ; 2 лева. Болгария. Дружба навеки ; 1981 ;  ; Cu/Ni ; AU ; 20 ; rubber ; 413 
 3614 ; 2 лева. Болгария. Мировое первенство по футболу ; 1980 ;  ; Cu/Ni ; AU ; 23 ; артега ; 199 
 3615 ; 2 лева. Болгария. Мировое первенство по художественной гимнастике ; 1987 ;  ; Cu/Ni ; Proof ; 3 ; Vanka ; 101 
 3616 ; 2 лева. Болгария. 15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 9 ; sibirian ; 104 
 3617 ; 1 лев. Болгария. 15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 3 ; Vanka ; 101 
 3618 ; 1 лев. Болгария. Мировое первенство по футболу ; 1980 ;  ; Cu/Ni ; XF+ ; 15 ; Новик ; 175 
 3619 ; 1 леф. Болгария. ЭКСПО в Пловдиве ; 1981 ;  ; Cu/Ni ; AU ; 5 ; Vanka ; 101 
 3620 ; 2 гривны. Украина. Нестор Махно ; 2013 ;  ; Cu/Ni ; AU ; 32 ; bethowen ; 426 
 3621 ; 2 гривны. Украина. Михаил Кравчук ; 2012 ;  ; Cu/Ni ; AU ; 33 ; cotangens ; 400 
 3622 ; 2 гривны. Украина. 100 лет Украинскому хоккею ; 2010 ;  ; Cu/Ni ; AU ; 26 ; Кипер ; 597 
 3623 ; 2 гривны. Украина. Борис Мартос ; 2009 ;  ; Cu/Ni ; AU ; 9 ; Bambr ; 101 
 3624 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu/Ni ; AU ; 6 ; Bambr ; 101 
 3625 ; 2 гривны. Украина. Чемпионат мира по художественной гимнастике ; 2013 ;  ; Cu/Ni ; AU ; 14 ; denita ; 267 
 3626 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; AU ; 7 ; Bambr ; 101 
 3627 ; 2 гривны. Украина. Константин Левицкий ; 2009 ;  ; Cu/Ni ; AU ; 6 ; Bambr ; 101 
 3628 ; 2 гривны. Украина. Запорожская область ; 2009 ;  ; Cu/Ni ; AU ; 22 ; jj ; 149 
 3629 ; 2 гривны. Украина. Алена Телига ; 2007 ;  ; Cu/Ni ; AU ; 5 ; Bambr ; 101 
 3630 ; 2 гривны. Украина. Семен Петлюра ; 2009 ;  ; Cu/Ni ; AU ; 21 ; VelesDS ; 226 
 3631 ; 2 гривны. Украина. Юношеский мировой чемпионат по легкой атлетике ; 2013 ;  ; Cu/Ni ; AU ; 19 ; denita ; 255 
 3632 ; 2 гривны. Украина. Лесь Курбас ; 2007 ;  ; Cu/Ni ; AU ; 5 ; Bambr ; 101 
 3633 ; 2 гривны. Украина. Дмитрий луценко ; 2006 ;  ; Cu/Ni ; AU ; 3 ; Vanka ; 90 
 3634 ; 2 гривны. Украина. 70 лет провозглашения Карпатской Украины ; 2009 ;  ; Cu/Ni ; AU ; 7 ; sibirian ; 106 
 3635 ; 2 гривны. Украина. Всеволод Голубович ; 2005 ;  ; Cu/Ni ; AU ; 9 ; jj ; 106 
 3636 ; 2 гривны. Украина. Николай Боголюбов ; 2009 ;  ; Cu/Ni ; AU ; 8 ; Bambr ; 101 
 3537 ; 1 доллар. США. Упаковка ; 1976S ;  ; Ag ; Unc ; 14 ; нв1975 ; 536 
 3538 ; 1/2 доллара. США. Упаковка ; 1976S ;  ; Ag ; Unc ; 31 ; buynyi76 ; 317 
 3539 ; 1/4 доллара. США. Упаковка ; 1976S ;  ; Ag ; Unc ; 28 ; 5252 ; 147 
 3540 ; 100 йен. Япония ; 1964 ;  ; Ag ; XF ; 17 ; артега ; 222 
 3541 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; VF-XF ; 18 ; ppp ; 165 
 3542 ; 5 шиллингов. Кения ; 1997 ;  ; Би/м ; VF ; 5 ; Sam ; 30 
 3543 ; 1 крона. Швеция ; 1947 ;  ; Ag ; VF-XF ; 13 ; kostik_ne ; 333 
 3544 ; 50 эре. Швеция ; 1939 ;  ; Ag ; VF ; 9 ; DVZ ; 135 
 3545 ; 1 крейцер. Австрия ; 1851 ;  ; Cu ; VF+ ; 24 ; kergudu ; 160 
 3546 ; 2 курушу. Турция ; 1293 ;  ; Ag ; F ; 7 ; pref ; 51 
 3547 ; 100 эскудо. Португалия ; 1989 ;  ; Би/м ; XF ; 19 ; 542 ; 93 
 3548 ; 1 франк. Франция ; 1988 ;  ; Cu-Ni ; XF- ; 10 ; ewgen ; 25 
 3549 ; 10 центов. Нидерланды ; 1939 ;  ; Ag ; VF+ ; 8 ; андрей1957 ; 73 
 3550 ; 200 эскудо. Португалия ; 1992 ;  ; Би/м ; VF+ ; 23 ; 542 ; 93 
 3551 ; Монета. Непал ;  ;  ; Cu-Ni ; VF ; 29 ; lestes ; 167 
 3552 ; 1/4 скиллинга. Швеция ; 1827 ;  ; Cu ; F+ ; 27 ; kostik_ne ; 166 
 3553 ; 10 эре. Норвегия ; 1943 ;  ; St ; VF ; 9 ; krugerrand ; 63 
 3554 ; 100 лир. Италия ; 1979 ;  ; St ; XF ; 9 ; страус ; 19 
 3555 ; 200 лир. Италия ; 1993 ;  ; Al/Br ; XF- ; 10 ; Sam ; 42 
 3556 ; 20 чентезимо. Италия ; 1940 ;  ; St ; VF+ ; 7 ; alex995 ; 23 
 3557 ; 1/4 анны. Индия ; 1891 ;  ; Br ; F-VF ; 8 ; Sam ; 93 
 3558 ; 100 франков (15 евро). Франция. Стокгольм ; 1997 ;  ; Ag ; Proof ; 30 ; отец Аваккум ; 1236 
 3559 ; 1 пайса. Бахавалпур ; 1342-1343г.х. ;  ; Cu ; VF ; 13 ; lestes ; 171 
 3560 ; 1 пайса. Бахавалпур ; 1342-1343г.х. ;  ; Cu ; VF ; 17 ; Monata ; 294 
 3561 ; 20 крейцеров. Австрия ; 1841 ;  ; Ag ; XF+ ; 47 ; kostik_ne ; 930 
 3562 ; 20 крейцеров. Австрия ; 1848 ;  ; Ag ; XF+ ; 56 ; kostik_ne ; 925 
 3563 ; 20 крейцеров. Австрия ; 1840 ;  ; Ag ; XF+ ; 45 ; Uri ; 820 
 3564 ; 20 крейцеров. Австрия ; 1848 ;  ; Ag ; XF ; 53 ; kornum ; 896 
 3565 ; 5 гривен. Украина. Луганская область ; 2013 ;  ; Би/м ; AU ; 13 ; buynyi76 ; 378 
 3566 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 11 ; SPRogov ; 150 
 3567 ; 5 гривен. Украина. Киевский научно-исследовательский институт судовых экспертиз ; 2013 ;  ; Би/м ; AU ; 12 ; Ratmen ; 507 
 3568 ; 5 гривен. Украина. 50 лет присоединения Крыма ; 2004 ;  ; Би/м ; AU ; 44 ; ges ; 532 
 3569 ; 5 гривен. Украина. Винница ; 2013 ;  ; Cu/Ni ; AU ; 58 ; 191704 ; 215 
 3570 ; 5 гривен. Украина. Кузнец ; 2011 ;  ; Cu/Ni ; AU ; 5 ; SPRogov ; 150 
 3571 ; 5 гривен. Украина. М. Волошин ; 2013 ;  ; Cu/Ni ; AU ; 31 ; Baikal ; 353 
 3572 ; 5 гривен. Украина. Юрий Дрогобич (Котермак) ; 2009 ;  ; Cu/Ni ; AU ; 19 ; denita ; 200 
 3573 ; 5 гривен. Украина. 225 лет Симферополю ; 2009 ;  ; Cu/Ni ; AU ; 11 ; sibirian ; 141 
 3574 ; 5 гривен. Украина. Украинская вышивка ; 2013 ;  ; Cu/Ni ; AU ; 25 ; 191704 ; 302 
 3575 ; 5 гривен. Украина. 350 лет Ивано-Франкийску ; 2012 ;  ; Cu/Ni ; AU ; 9 ; sibirian ; 136 
 3576 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu/Ni ; AU ; 11 ; bdd48 ; 222 
 3577 ; 5 гривен. Украина. 100 лет мотор "СИЧ" ; 2007 ;  ; Cu/Ni ; AU ; 10 ; Sky2 ; 153 
 3578 ; 5 гривен. Украина. 350 лет Ивано-Франкийску ; 2012 ;  ; Cu/Ni ; AU ; 13 ; vc57 ; 150 
 3579 ; 5 гривен. Украина. 1025 лет Крещения Киевской Руси ; 2013 ;  ; Cu/Ni ; AU ; 18 ; мумизман ; 303 
 3580 ; 5 гривен. Украина. Украинская писанка ; 2009 ;  ; Cu/Ni ; AU ; 15 ; Vanka ; 169 
 3581 ; 5 гривен. Украина. 70 лет освобождения Мелитополя от фашистских захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 20 ; Aleech ; 663 
 3582 ; 5 гривен. Украина. 500 лет г. Чигирин ; 2012 ;  ; Cu/Ni ; AU ; 9 ; sibirian ; 144 
 3583 ; 5 гривен. Украина. Украинская лирическая песня ; 2012 ;  ; Cu/Ni ; AU ; 18 ; jj ; 180 
 3584 ; 5 гривен. Украина. Украинская лирическая песня ; 2012 ;  ; Cu/Ni ; AU ; 15 ; Кипер ; 176 
 3585 ; 5 гривен. Украина. 70 лет освобождения Донбаса от фашистских захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 15 ; Aleech ; 663 
 3586 ; 5 гривен. Украина. Киевский медириан ; 2010 ;  ; Cu/Ni ; AU ; 8 ; Baikal ; 141 
 3487 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; XF ; 26 ; андрей1957 ; 156 
 3488 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; XF ; 10 ; kornum ; 105 
 3489 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; XF ; 9 ; андрей1957 ; 74 
 3490 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF ; 5 ; fedor880v ; 83 
 3491 ; 3 пенса. Великобритания ; 1914 ;  ; Ag ; VF+ ; 16 ; fedor880v ; 109 
 3492 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; VF+ ; 15 ; Vanka ; 77 
 3493 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF+ ; 15 ; Vanka ; 58 
 3494 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; VF+ ; 21 ; tavitrof ; 80 
 3495 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF+ ; 8 ; kornum ; 90 
 3496 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; VF ; 15 ; Vanka ; 78 
 3497 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF+ ; 5 ; ВЯЗЪ ; 80 
 3498 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF ; 8 ; kornum ; 93 
 3499 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; VF ; 10 ; fedor880v ; 106 
 3500 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; VF ; 20 ; fedor880v ; 87 
 3501 ; 3 пенса. Великобритания ; 1913 ;  ; Ag ; VF ; 4 ; fedor880v ; 71 
 3502 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF ; 19 ; Vanka ; 72 
 3503 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF ; 10 ; Vanka ; 60 
 3504 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; VF+ ; 10 ; fedor880v ; 80 
 3505 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF+ ; 7 ; fedor880v ; 93 
 3506 ; 3 пенса. Великобритания ; 1875 ;  ; Ag ; VF+ ; 18 ; ВЯЗЪ ; 501 
 3507 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF- ; 18 ; Vanka ; 77 
 3508 ; 3 пенса. Великобритания ; 1906 ;  ; Ag ; F-VF ; 13 ; Щука ; 126 
 3509 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; VF+ ; 4 ; Umbra500 ; 80 
 3510 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF+ ; 38 ; Exctas ; 69 
 3511 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF+ ; 18 ; texno4819 ; 80 
 3512 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF+ ; 13 ; fedor880v ; 106 
 3513 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF- ; 9 ; mask ; 73 
 3514 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; XF ; 15 ; андрей1957 ; 108 
 3515 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF ; 12 ; fedor880v ; 70 
 3516 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; VF ; 14 ; Armando ; 76 
 3517 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; VF+ ; 13 ; texno4819 ; 68 
 3518 ; 3 пенса. Великобритания ; 1941 ;  ; Ag ; XF- ; 17 ; андрей1957 ; 64 
 3519 ; 10 центов. Канада ; 1961 ;  ; Ag ; VF ; 11 ; Хаа ; 57 
 3520 ; 10 центов. Канада ; 1964 ;  ; Ag ; VF- ; 9 ; texno4819 ; 51 
 3521 ; 3 пенса. Австралия ; 1921 ;  ; Ag ; F-VF ; 16 ; kostik_ne ; 114 
 3522 ; 1/4 пиастра. Британский Кипр ; 1921 ;  ; Ag ; F-VF ; 28 ; vb96 ; 503 
 3523 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF+ ; 23 ; kostik_ne ; 128 
 3524 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; VF ; 11 ; Legio ; 180 
 3525 ; 5 дирхам. Марокко ; 1965 ;  ; Ag ; F-VF ; 17 ; kostik_ne ; 416 
 3526 ; 1/2 кроны. Великобртания ; 1940 ;  ; Ag ; VF- ; 16 ; Legio ; 250 
 3527 ; 10 марок Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 19 ; garret/25/24/1978 ; 487 
 3528 ; 1 марка. Финляндия ; 1921 ;  ; Cu-Ni ; VF-XF ; 7 ; kergudu ; 41 
 3529 ; 1 марка. Финляндия ; 1922 ;  ; Cu-Ni ; VF+ ; 27 ; Pipe ; 82 
 3530 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF+ ; 15 ; kergudu ; 28 
 3531 ; 1 марка. Германия. Майсен ; ND ;  ; Керамика ; XF+ ; 22 ; colonel6262 ; 370 
 3532 ; 100 мон. Япония ; ND ;  ;  ; VF ; 23 ; sahakala ; 497 
 3533 ; 5 марок. ФРГ ; 1973J ;  ; Ag ; VF+ ; 16 ; vc57 ; 230 
 3534 ; 5 марок. ФРГ ; 1966D ;  ; Ag ; VF+ ; 13 ; джон007 ; 202 
 3535 ; 5 марок. ФРГ ; 1967G ;  ; Ag ; XF+ ; 41 ; Rusik ; 340 
 3536 ; 5 марок. ФРГ ; 1951F ;  ; Ag ; VF ; 9 ; джон007 ; 206 
 3437 ; 25 эре. Швеция ; 1936 ;  ; Ag ; XF+ ; 16 ; tss ; 106 
 3438 ; 25 эре. Швеция ; 1939 ;  ; Ag ; AU ; 24 ; hugo ; 155 
 3439 ; 25 эре. Швеция ; 1943 ;  ; Ag ; AU ; 7 ; hugo ; 102 
 3440 ; 25 эре. Швеция ; 1949 ;  ; Ag ; XF ; 25 ; 200800 ; 89 
 3441 ; 200 крон. Швеция. К 250-летию основания Королевского дворца в Стокгольме (1754-2004). С сертификатом ; 2004 ;  ; Ag ; Unc ; 31 ; ervin ; 1900 
 3442 ; 200 крон. Швеция. Карл XVI Густав и наследница престола принцесса Виктория. С сертификатом ; 1999 ;  ; Ag ; Unc ; 37 ; kwacha_dm ; 1926 
 3443 ; 5 курушей. Турция, Мухаммед V ; 1909 ;  ; Ag ; VF+ ; 43 ; акча ; 487 
 3444 ; 5 курушей. Турция, Абдул Хамид II ; 1876 ;  ; Ag ; VF+ ; 31 ; kont ; 487 
 3445 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 29 ; buynyi76 ; 322 
 3446 ; Слиток. 10 грамм. Германия. Р-ры:27х15мм. Упаковка ;  ;  ; Ag ; Unc ; 23 ; ReSeRVeD ; 452 
 3447 ; 1 пфенниг. Веймар ; 1924 ;  ; Br ; VF ; 10 ; Legio ; 30 
 3448 ; 1 пфенниг. Веймар ; 1929 ;  ; Br ; XF ; 13 ; kornum ; 58 
 3449 ; 1 пфенниг. Германия ; 1940 ;  ; Zn ; VF- ; 43 ; Esaul M ; 161 
 3450 ; Экю. Франция ; 1786 ;  ; Ag ; VF- ; 27 ; Dave ; 2380 
 3451 ; 5 франков. Франция ; 1842B ;  ; Ag ; VF ; 28 ; Волк33 ; 1281 
 3452 ; 5 франков. Франция ; 1852A ;  ; Ag ; VF ; 36 ; Волк33 ; 2026 
 3453 ; 5 франков. Франция ; 1873A ;  ; Ag ; VF ; 30 ; ANDREY195230 ; 1182 
 3454 ; 50 пфеннигов. Германия ; 1939A ;  ; Al ; VF ; 38 ; Jauho ; 327 
 3455 ; 50 пфеннигов. Германия ; 1943A ;  ; Al ; VF ; 23 ; _1111_ ; 510 
 3456 ; 50 пфеннигов. Германия ; 1944D ;  ; Al ; VF ; 81 ; Jagdtiger ; 1122 
 3457 ; 50 пфеннигов. Веймар ; 1921 ;  ; Al ; VF+ ; 10 ; kap.alexey ; 30 
