 4420 ; Бона иностранная ;  ;  ;  ;  ; 34 ; kozerog ; 36 
 3303 ; 5 марок. Финляндия. Ледокол "Варма" ; 1973S ;  ; Al/Br ; AU ; 60 ; кве ; 126 
 3304 ; 5 марок. Финляндия. Ледокол "Варма" ; 1974S ;  ; Al/Br ; AU ; 19 ; suhua ; 255 
 3305 ; 5 марок. Финляндия. Ледокол "Варма" ; 1975S ;  ; Al/Br ; AU ; 33 ; suhua ; 135 
 3306 ; 5 марок. Финляндия. Ледокол "Варма" ; 1976K ;  ; Al/Br ; AU ; 31 ; Артемыч ; 224 
 3307 ; 5 марок. Финляндия. Ледокол "Варма" ; 1977K ;  ; Al/Br ; AU ; 23 ; suhua ; 147 
 3308 ; 5 марок. Финляндия. Ледокол "Варма" ; 1978K ;  ; Al/Br ; AU ; 52 ; suhua ; 266 
 3209 ; 20 вон. Северная Корея. Год Свиньи ; 2007 ;  ; Латунь ; AU ; 2 ; КАРКУША ; 276 
 3210 ; 20 вон. Северная Корея. Год Змеи ; 2008 ;  ; Латунь ; AU ; 6 ; КАРКУША ; 274 
 3211 ; 20 вон. Северная Корея. Год Козы ; 2008 ;  ; Латунь ; AU ; 3 ; niko1968 ; 268 
 3212 ; 20 вон. Северная Корея. Год Крысы ; 2008 ;  ; Латунь ; AU ; 2 ; КАРКУША ; 276 
 3213 ; 20 вон. Северная Корея. Год Лошади ; 2008 ;  ; Латунь ; AU ; 3 ; molchun ; 276 
 3214 ; 20 вон. Северная Корея. Год Дракона ; 2008 ;  ; Латунь ; AU ; 3 ; molchun ; 276 
 3215 ; 20 вон. Северная Корея. Год Обезьяны ; 2008 ;  ; Латунь ; AU ; 3 ; niko1968 ; 268 
 3216 ; 20 вон. Северная Корея. Год Быка ; 2009 ;  ; Латунь ; AU ; 3 ; niko1968 ; 268 
 3217 ; 20 вон. Северная Корея. Китайский календарь. Год Кролика ; 2009 ;  ; Латунь ; Proof ; 2 ; molchun ; 230 
 3218 ; 1 песо. Куба. Карл Маркс ; 2002 ;  ; Cu-Ni ; AU ; 2 ; SANGOLD1 ; 204 
 3219 ; 5 долларов. Ниуэ. Олимпийские игры в Сеуле. Теннис ; 1987 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 175 
 3220 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; AU ; 25 ; фёкла ; 206 
 3221 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 27 ; breizh ; 200 
 3222 ; 1 крона. Остров Мэн. 200 лет пилотированию самолета ; 1983 ;  ; Cu-Ni ; AU ; 43 ; Krall ; 301 
 3223 ; 50 пенсов. Фолклендские острова. 150 лет Британскому правлению ; 1983 ;  ; Cu-Ni ; XF/AU ; 2 ; Артемыч ; 204 
 3224 ; 10 марок. ФРГ. 750 лет Берлину ; 1987J ;  ; Ag ; AU ; 18 ; Artemon ; 596 
 3225 ; 100 марок. Финляндия. 75 лет независимости ; 1992 ;  ; Ag ; AU ; 44 ; dsp ; 1303 
 3226 ; 100 марок. Финляндия. 100 лет со дня рождения Арттури Илиари Виртанен ; 1995 ;  ; Ag ; AU ; 38 ; dsp ; 1544 
 3227 ; 25 марок. Финляндия. Зимняя олимпиада в Лахти ; 1978 ;  ; Ag ; AU ; 19 ; ramik321 ; 704 
 3228 ; 10 марок. Финляндия. 75 лет со дня рождения президента Кекконена ; 1975 ;  ; Ag ; AU ; 13 ; maremark ; 601 
 3229 ; 10 марок. Финляндия. 60 лет назависимости ; 1977 ;  ; Ag ; AU ; 20 ; Артемыч ; 628 
 3230 ; 50 марок. Финляндия ; 1952H ;  ; Al/Br ; XF+ ; 46 ; tpls ; 289 
 3231 ; 50 марок. Финляндия ; 1953H ;  ; Al/Br ; XF ; 45 ; VicVas ; 295 
 3232 ; 50 марок. Финляндия ; 1954H ;  ; Al/Br ; VF+ ; 71 ; VicVas ; 287 
 3233 ; 50 марок. Финляндия ; 1955H ;  ; Al/Br ; AU ; 27 ; suhua ; 408 
 3234 ; 50 марок. Финляндия ; 1956H ;  ; Al/Br ; XF+ ; 90 ; Dbrnjh ; 300 
 3235 ; 50 марок. Финляндия ; 1961S ;  ; Al/Br ; AU ; 18 ; СВл ; 818 
 3236 ; 50 марок. Финляндия ; 1962S ;  ; Al/Br ; AU ; 35 ; СВл ; 510 
 3237 ; 20 марок. Финляндия ; 1934S ;  ; Al/Br ; XF- ; 58 ; VicVas ; 213 
 3238 ; 20 марок. Финляндия ; 1935S ;  ; Al/Br ; XF- ; 50 ; VicVas ; 255 
 3239 ; 20 марок. Финляндия ; 1936S ;  ; Al/Br ; XF+ ; 44 ; VicVas ; 246 
 3240 ; 20 марок. Финляндия ; 1937S ;  ; Al/Br ; XF+ ; 50 ; В1951 ; 223 
 3241 ; 20 марок. Финляндия ; 1938S ;  ; Al/Br ; XF+ ; 53 ; av ; 222 
 3242 ; 20 марок. Финляндия ; 1939S ;  ; Al/Br ; XF ; 48 ; ИЮМов1 ; 227 
 3243 ; 20 марок. Финляндия ; 1952H ;  ; Al/Br ; AU ; 22 ; suhua ; 280 
 3244 ; 20 марок. Финляндия ; 1953H ;  ; Al/Br ; XF ; 52 ; VicVas ; 123 
 3245 ; 20 марок. Финляндия ; 1954H ;  ; Al/Br ; XF ; 37 ; suhua ; 124 
 3246 ; 20 марок. Финляндия ; 1955H ;  ; Al/Br ; XF+ ; 30 ; VicVas ; 62 
 3247 ; 20 марок. Финляндия ; 1956H ;  ; Al/Br ; AU ; 12 ; suhua ; 249 
 3248 ; 20 марок. Финляндия ; 1960S ;  ; Al/Br ; Unc/AU ; 6 ; tpls ; 101 
 3249 ; 20 марок. Финляндия ; 1961S ;  ; Al/Br ; AU ; 5 ; tpls ; 101 
 3250 ; 20 марок. Финляндия ; 1962S ;  ; Al/Br ; XF ; 48 ; andorf ; 216 
 3251 ; 10 марок. Финляндия ; 1928S ;  ; Al/Br ; VF-XF ; 71 ; 542 ; 215 
 3252 ; 10 марок. Финляндия ; 1929S ;  ; Al/Br ; XF- ; 41 ; DVZ ; 141 
 3253 ; 10 марок. Финляндия ; 1930S ;  ; Al/Br ; VF-XF ; 29 ; VicVas ; 116 
 3254 ; 10 марок. Финляндия ; 1931S ;  ; Al/Br ; VF-XF ; 50 ; VicVas ; 120 
 3255 ; 10 марок. Финляндия ; 1932S ;  ; Al/Br ; XF ; 62 ; VicVas ; 120 
 3256 ; 10 марок. Финляндия ; 1934S ;  ; Al/Br ; XF- ; 46 ; В1951 ; 221 
 3257 ; 10 марок. Финляндия ; 1935S ;  ; Al/Br ; XF ; 26 ; tpls ; 237 
 3258 ; 10 марок. Финляндия ; 1936S ;  ; Al/Br ; XF ; 46 ; 542 ; 203 
 3159 ; 10 евро. ФРГ. 200 лет со дня рождения Франца Листа ; 2011G ;  ; Ag ; AU ; 13 ; VicVas ; 669 
 3160 ; 1/2 доллара. США. Кеннеди. С сертификатом ; 1966 ;  ; Ag ; AU ; 15 ; obr73 ; 348 
 3161 ; 2 марки. Саксония ; 1921 ;  ; Керамика ; AU ; 8 ; Mike! ; 403 
 3162 ; 50 пфеннигов. Саксония. Дефекты ; 1921 ;  ; Керамика ; XF+ ; 2 ; Mike! ; 333 
 3163 ; 20 пфеннигов. Саксония ; 1921 ;  ; Керамика ; AU ; 8 ; Mike! ; 533 
 3164 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; VF+ ; 9 ; Flagman ; 320 
 3165 ; 10 пфеннигов. Данциг ; 1923 ;  ; Cu-Ni ; VF ; 7 ; Flagman ; 335 
 3166 ; 1 марка. Германия ; 1934А ;  ; Ni ; VF-XF ; 11 ; sikachai ; 400 
 3167 ; 1 хеллер. Немецкая Восточная Африка ; 1913J ;  ; Br ; VF ; 3 ; Mike! ; 360 
 3168 ; 1,5 евро. Португалия ; 2010 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 200 
 3169 ; 2,5 евро. Португалия ; 2010 ;  ; Cu-Ni ; AU ; 7 ; alskr ; 219 
 3170 ; 1,5 евро. Португалия ; 2009 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 200 
 3171 ; 1 раппен. Швейцария Республика ; 1801 ;  ; Биллон ; F+ ; 22 ; jj ; 302 
 3172 ; 50 евроцентов. Ватикан ; 2010R ;  ; Латунь ; AU ; 2 ; Mike! ; 200 
 3173 ; 1/12 анны. Восточная Индийская Компания ; 1835 ;  ; Br ; VF- ; 5 ; viktorius ; 255 
 3174 ; 2 лари. Грузия. Кубок УЕФА ; 2006 ;  ; Cu-Ni ; Proof ; 13 ; falcom.v ; 355 
 3175 ; 10 лари. Грузия. 3000 лет государственной системе. В пластиковой упаковке ; 2000 ;  ; Би/м ; AU ; 6 ; Mike! ; 500 
 3176 ; 10 лари. Грузия. Христианство. В пластиковой упаковке ; 2000 ;  ; Би/м ; AU ; 4 ; Mike! ; 500 
 3177 ; 10 песо. Филиппины. Революция. С сертификатом ; 1988 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 150 
 3178 ; 2 лева. Болгария ; 1882 ;  ; Ag ; VF- ; 2 ; Mike! ; 399 
 3179 ; 2 лева. Болгария ; 1891 ;  ; Ag ; F-VF ; 2 ; Mike! ; 333 
 3180 ; 25 лева. Болгария. Мать с ребенком ; 1981 ;  ; Ag ; Proof ; 3 ; maremark ; 521 
 3181 ; 20 лева. Болгария. Климент Охридски. Софийский университет ; 1988 ;  ; Ag ; Proof ; 14 ; wolikaz ; 523 
 3182 ; 20 лева. Болгария. 100 лет Болгарским железным дорогам ; 1988 ;  ; Ag ; Proof ; 15 ; maremark ; 551 
 3183 ; 10 лева. Болгария. Первенство по футболу. Испания 82 ; 1982 ;  ; Ag ; Proof ; 6 ; Mike! ; 570 
 3184 ; 10 лева. Болгария. XV Зимние олимпийские игры ; 1987 ;  ; Ag ; Proof ; 2 ; ramik321 ; 579 
 3185 ; 1000 лева. Болгария. 100 лет  Богарскому телеграфу ; 1998 ;  ; Cu-Ni ; Proof ; 8 ; jj ; 151 
 3186 ; 500 лева. Болгария. София 97 ; 1997 ;  ; Cu-Ni ; Proof ; 7 ; jj ; 148 
 3187 ; 50 лева. Болгария ; 1989 ;  ; Cu-Ni ; AU ; 9 ; jj ; 144 
 3188 ; 500 лева. Болгария. 100 лет гимнастике в Болгарии ; 1994 ;  ; Cu-Ni ; Proof ; 5 ; Mike! ; 144 
 3189 ; 20 лева. Болгария ; 1989 ;  ; Cu-Ni ; AU ; 3 ; Беломорочка ; 126 
 3190 ; 5 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 134 
 3191 ; 5 лева. Болгария. 100 лет со дня рождения Владимира Димитрова ; 1982 ;  ; Cu-Ni ; Proof ; 2 ; Mike! ; 143 
 3192 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 7 ; Mike! ; 138 
 3193 ; 1 лев. Болгария. 100 лет Апрельского восстания ; 1976 ;  ; Cu ; Unc/AU ; 1 ; Mike! ; 122 
 3194 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 3 ; yuri.gruzdev ; 126 
 3195 ; 5 песет. Испания ; 1888 ;  ; Ag ; VF- ; 28 ; Mike! ; 918 
 3196 ; 200 злотых. Польша. XXI Олимпиада ; 1976 ;  ; Ag ; AU ; 50 ; ramik321 ; 918 
 3197 ; 10 злотых. Польша ; 1932 ;  ; Ag ; VF- ; 4 ; Mike! ; 521 
 3198 ; 5 лек. Албания ; 1939R ;  ; Ag ; VF-XF ; 2 ; Mike! ; 700 
 3199 ; 1 цент. Французский Индо-Китай ; 1940-1941 ;  ; Zn ; F+ ; 1 ; Mike! ; 29 
 3200 ; 10 пфеннигов. Данциг ; 1923 ;  ; Ni ; VF- ; 4 ; Mike! ; 300 
 3201 ; 1 франк. Франция ; 1919 ;  ; Ag ; F-VF ; 3 ; Mike! ; 128 
 3202 ; 200 эскудо. Португалия. Новый мир - Америка ; 1992 ;  ; Cu-Ni ; AU ; 14 ; aldor ; 200 
 3203 ; 200 эскудо. Португалия. Генрих Мореплаватель ; 1994 ;  ; Cu-Ni ; AU ; 21 ; Mike! ; 250 
 3204 ; 100 эскудо. Португалия. Открытие Мадейры ; 1989 ;  ; Cu-Ni ; AU ; 20 ; Артемыч ; 209 
 3205 ; 100 эскудо. Португалия. Открытие Азорских островов ; 1989 ;  ; Cu-Ni ; AU ; 12 ; mamont ; 204 
 3206 ; 100 эскудо. Португалия. Открытие Канарских островов ; 1989 ;  ; Cu-Ni ; AU ; 28 ; sikachai ; 251 
 3207 ; 100 эскудо. Португалия. Небесная навигация ; 1990 ;  ; Cu-Ni ; AU ; 18 ; mamont ; 204 
 3208 ; 20 вон. Северная Корея. Птицы Кореи. Синекрылая питта ; 2007 ;  ; Латунь ; AU ; 3 ; andorf ; 259 
 3109 ; 1 евроцент. Сербия. Образец ; 2003 ;  ; Cu ; AU ; 5 ; avs ; 102 
 3110 ; 50 евроцентов. Джерси. Образец ; 2003 ;  ; Латунь ; AU ; 27 ; Gell13 ; 95 
 3111 ; 20 евроцентов. Джерси. Образец ; 2003 ;  ; Латунь ; AU ; 11 ; Gell13 ; 63 
 3112 ; 10 евроцентов. Джерси. Образец ; 2003 ;  ; Латунь ; AU ; 5 ; Gell13 ; 51 
 3113 ; 5 евроцентов. Джерси. Образец ; 2003 ;  ; Cu ; AU ; 5 ; Gell13 ; 51 
 3114 ; 2 евроцента. Джерси. Образец ; 2003 ;  ; Cu ; AU ; 11 ; Gell13 ; 63 
 3115 ; 1 евроцент. Джерси. Образец ; 2003 ;  ; Cu ; AU ; 33 ; avs ; 107 
 3116 ; Таньга. Тибет ; XX в ;  ; Ag ; F+ ; 78 ; Буратино ; 260 
 3117 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 34 ; VicVas ; 87 
 3118 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 1 ; obr73 ; 200 
 3119 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF+ ; 52 ; Артемыч ; 104 
 3120 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF+ ; 48 ; Юбер ; 100 
 3121 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF+ ; 20 ; VicVas ; 98 
 3122 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF+ ; 21 ; andreyM ; 101 
 3123 ; 8 дублей. Гернси ; 1949 ;  ; Br ; VF-XF ; 25 ; Юбер ; 118 
 3124 ; 8 дублей. Гернси ; 1949 ;  ; Br ; VF+ ; 26 ; кабачок ; 115 
 3125 ; 10 марок. Финляндия. 75 лет со дня рождения президента Кекконена ; 1975 ;  ; Ag ; AU ; 30 ; VicVas ; 443 
 3126 ; 20 марок. Саксония ; 1921 ;  ; Керамика,позол ; AU ; 25 ; Leon17 ; 829 
 3127 ; 10 марок. Саксония ; 1921 ;  ; Керамика,позол ; AU ; 90 ; Leon17 ; 788 
 3128 ; 5 марок. Саксония ; 1921 ;  ; Керамика,позол ; AU ; 70 ; Leon17 ; 821 
 3129 ; 2 марки. Саксония ; 1921 ;  ; Керамика ; AU ; 81 ; Юджин ; 408 
 3130 ; 1 марка. Саксония ; 1921 ;  ; Керамика ; AU ; 72 ; 555650 ; 288 
 3131 ; 50 пфеннигов. Саксония ; 1921 ;  ; Керамика ; AU ; 40 ; kotyamoi ; 246 
 3132 ; 20 пфеннигов. Саксония ; 1921 ;  ; Керамика ; AU ; 24 ; Юджин ; 302 
 3133 ; 50 пфеннигов. Мейсен ; 1921 ;  ; Керамика ; XF- ; 68 ; cvettka ; 261 
 3134 ; 30 пфеннигов. Мейсен ; 1921 ;  ; Керамика ; XF- ; 60 ; ppp ; 214 
 3135 ; 5 центов. США ; 2005D ;  ; Cu-Ni ; AU ; 27 ; Юбер ; 46 
 3136 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; AU ; 23 ; Artemon ; 614 
 3137 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972J ;  ; Ag ; AU ; 6 ; fajyz ; 614 
 3138 ; 10 марок. ФРГ. 30 лет Европейскому союзу ; 1987G ;  ; Ag ; AU ; 23 ; Artemon ; 619 
 3139 ; 10 марок. ФРГ. 750 лет Берлину ; 1987J ;  ; Ag ; AU ; 16 ; Artemon ; 614 
 3140 ; 10 марок. ФРГ. 40 лет республике ; 1989G ;  ; Ag ; AU ; 23 ; Artemon ; 614 
 3141 ; 10 марок. ФРГ. 800 лет Гамбургу ; 1989J ;  ; Ag ; AU ; 7 ; maremark ; 600 
 3142 ; 10 марок. ФРГ. 250 лет со дня рождения Иоганна Готфрида Хердера ; 1994G ;  ; Ag ; AU ; 7 ; Artemon ; 589 
 3143 ; 5 марок. ФРГ. 375 лет со дня рождения Герхарда Меркатора ; 1969F ;  ; Ag ; AU ; 32 ; Artemon ; 512 
 3144 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971D ;  ; Ag ; XF+ ; 4 ; andreyM ; 293 
 3145 ; 5 марок. ФРГ. Образование немецкого государства ; 1971G ;  ; Ag ; AU ; 30 ; maremark ; 501 
 3146 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973G ;  ; Ag ; AU ; 30 ; maremark ; 501 
 3147 ; 5 марок. ФРГ. 500 лет со дня рождения Николая Коперника ; 1973J ;  ; Ag ; AU ; 24 ; maremark ; 499 
 3148 ; 5 марок. ФРГ. 250 лет со дня рождения Иммануила Канта ; 1974D ;  ; Ag ; AU ; 33 ; Artemon ; 512 
 3149 ; 5 марок. ФРГ. 25 лет Конституционному закону ; 1974F ;  ; Ag ; AU ; 36 ; Artemon ; 619 
 3150 ; 5 марок. ФРГ. Год защиты европейских памятников ; 1975F ;  ; Ag ; Unc/AU ; 30 ; maremark ; 501 
 3151 ; 5 марок. ФРГ. 100 лет со дня рождения Альберта Швйтзера ; 1975G ;  ; Ag ; AU ; 7 ; Artemon ; 512 
 3152 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клейста ; 1977G ;  ; Ag ; AU ; 6 ; maremark ; 501 
 3153 ; 5 марок. ФРГ. 200 лет со дня рождения Карла Фридриха Гаусса ; 1977J ;  ; Ag ; AU ; 7 ; Artemon ; 512 
 3154 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Стресеманна ; 1978D ;  ; Ag ; AU ; 3 ; Mike! ; 487 
 3155 ; 5 марок. ФРГ. 225 лет со дня смерти Бальтазара Ньюмана ; 1978F ;  ; Ag ; AU ; 7 ; Leonid-82 ; 308 
 3156 ; 5 марок. ФРГ. 150 лет Немецкому Археологическому институту ; 1979J ;  ; Ag ; AU ; 14 ; maremark ; 362 
 3157 ; 2 кроны. Австрия ; 1913 ;  ; Ag ; XF ; 21 ; варяг2004 ; 495 
 3158 ; 2 короны. Венгрия ; 1913 ;  ; Ag ; XF- ; 7 ; варяг2004 ; 443 
 3059 ; 1 крона. Остров Столтенхоф , Елизавета II. Корабль ; 2008 ;  ; Cu/Ni ; AU ; 40 ; Артемыч ; 201 
 3060 ; 1 флорин. Великобритания, Георг V ; 1936 ;  ; Ag ; VF ; 20 ; gvidon ; 340 
 3061 ; 1/2 кроны. Великобритания, Георг V ; 1928 ;  ; Ag ; VF-XF ; 89 ; Dbrnjh ; 502 
 3062 ; 2 шиллинга. Великобритания, Георг VI ; 1944 ;  ; Ag ; AU ; 48 ; Василевс ; 603 
 3063 ; 1/2 доллара. США ; 2001 ;  ; Cu/Ni ; AU ; 33 ; dbnfvby ; 73 
 3064 ; 1/4 доллара. США ; 1964 ;  ; Ag ; XF- ; 14 ; Моряк-собиратель ; 151 
 3065 ; 1/4 доллара. США ; 1961 ;  ; Ag ; VF+ ; 16 ; Моряк-собиратель ; 286 
 3066 ; 2 доллара. Острова Кука, Елизавета II ; 2003 ;  ; Cu/Ni ; AU ; 22 ; andorf ; 426 
 3067 ; 50 центов. Фиджи, Елизавета II. Корабль ; 1999 ;  ; Cu/Ni ; AU ; 29 ; Артемыч ; 225 
 3068 ; 50 центов. Австралия, Елизавета II. 50 лет войны ; 2005 ;  ; Cu/Ni ; AU ; 29 ; VicVas ; 129 
 3069 ; 5 долларов. Острова Кука, Елизавета II ; 2003 ;  ; Al/Br ; AU ; 35 ; andorf ; 286 
 3070 ; 1 доллар. Остров Питкэрн, Елизавета II . Корабельная пушка ; 2009 ;  ; Al/Br ; AU ; 50 ; Буратино ; 331 
 3071 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; VF-XF ; 33 ; maremark ; 153 
 3072 ; 6 пенсов. Великобритания ; 1947 ;  ; Cu/Ni ; VF ; 20 ; arlekin ; 39 
 3073 ; 1 шиллинг. Великобритания ; 1946 ;  ; Ag ; VF+ ; 40 ; Юбер ; 193 
 3074 ; 1 шиллинг. Великобритания ; 1948 ;  ; Cu/Ni ; VF- ; 16 ; В1951 ; 79 
 3075 ; 20 лепта. Греция ; 1912 ;  ; Ni ; VF+ ; 52 ; В1951 ; 171 
 3076 ; 2 злотых. Польша ; 1933 ;  ; Ag ; VF- ; 27 ; VicVas ; 140 
 3077 ; 1 крона. Швеция ; 1964 ;  ; Ag ; VF+ ; 31 ; VicVas ; 155 
 3078 ; 1 донг. Южный Вьетнам ; 1964 ;  ; Cu/Ni ; VF+ ; 24 ; Болгарин ; 38 
 3079 ; 2 реала. Иран ; 1346л.х.(1967) ;  ; Cu/Ni ; AU ; 68 ; Буратино ; 92 
 3080 ; 5 франков . Мали ; 1961 ;  ; Al ; AU ; 88 ; 100924 ; 329 
 3081 ; 1 франк. Французская Экваториальная Африка ; 1948 ;  ; Al ; AU/XF ; 57 ; andorf ; 317 
 3082 ; 4 пенни. Токен. Великобритания. Манчестер. D-28мм ;  ;  ; Br ; VF+ ; 25 ; чусер ; 172 
 3083 ; 1 фунт. Токен. Великобритания. Королевский арсенал. D-23мм ;  ;  ; Br ; VF-XF ; 50 ; чусер ; 234 
 3084 ; 4 пфеннига. Германия, Бранденбург-Ансбах, Александр (1751-1791). Деформация ; 1766 S ;  ; билон ; F-VF ; 24 ; jj ; 229 
 3085 ; 10 пфеннигов. Германия, 2-й рейх ; 1918 ;  ; Zn ; VF ; 21 ; krugerrand ; 37 
 3086 ; 10 пфеннигов. Веймар ; 1925D ;  ; Br ; VF- ; 15 ; andysayan ; 23 
 3087 ; 10 пфеннигов. Германия, 3-й рейх ; 1942A ;  ; Zn ; F-VF ; 9 ; Sergant ; 24 
 3088 ; 1 пфенниг. Германия, 3-й рейх ; 1940A ;  ; Zn ; VF- ; 9 ; фёкла ; 26 
 3089 ; 10 сантимов. Испания ; 1870 ;  ; Br ; VF- ; 12 ; AnvlaSar6216 ; 150 
 3090 ; 10 сантимов. Испания, Альфонс XII ; 1879 ;  ; Br ; F-VF ; 39 ; Юбер ; 211 
 3091 ; 1/4 рупии. Британская Индия, Георг VI ; 1943 ;  ; Ag ; VF- ; 60 ; shest ; 202 
 3092 ; 3 пенса. Британская Австралия, Георг V ; 1921 ;  ; Ag ; VF ; 4 ; Сакович ; 114 
 3093 ; 1/2 пайсы. Британская Индия, Георг V ; 1917 ;  ; Br ; VF- ; 44 ; Юбер ; 99 
 3094 ; 1 цент. Британская Малайзия, Георг VI ; 1940 ;  ; Br ; VF-XF ; 19 ; Сакович ; 184 
 3095 ; 10 милимов. Египет. Фарук ; 1938 ;  ; никелин ; VF ; 38 ; Man 11 ; 77 
 3096 ; 1 мильем. Египет. Фарук ; 1938 ;  ; Br ; VF+ ; 31 ; Man 11 ; 108 
 3097 ; 50 сантимов. Гаити ; 1975 ;  ; никелин ; AU ; 11 ; VicVas ; 68 
 3098 ; 10 стотинок. Болгария ; 1888 ;  ; никелин ; VF+ ; 24 ; kont ; 117 
 3099 ; 10 марок. ФРГ. 200 лет со дня рождения Генриха Гейна ; 1997D ;  ; Ag ; XF ; 49 ; Artemon ; 647 
 3100 ; 1 цент. США ; 2009 ;  ; Cu-Zn ; AU ; 15 ; dbnfvby ; 21 
 3101 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 8 ; gvg1975 ; 14 
 3102 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 15 ; dbnfvby ; 51 
 3103 ; 1 цент. США ; 2010D ;  ; Cu-Zn ; AU ; 7 ; gvg1975 ; 13 
 3104 ; 50 евроцентов. Сербия. Образец ; 2003 ;  ; Латунь ; AU ; 17 ; Gell13 ; 79 
 3105 ; 20 евроцентов. Сербия. Образец ; 2003 ;  ; Латунь ; AU ; 3 ; Gell13 ; 51 
 3106 ; 10 евроцентов. Сербия. Образец ; 2003 ;  ; Латунь ; AU ; 3 ; Gell13 ; 51 
 3107 ; 5 евроцентов. Сербия. Образец ; 2003 ;  ; Cu ; AU ; 3 ; Gell13 ; 51 
 3108 ; 2 евроцента. Сербия. Образец ; 2003 ;  ; Cu ; AU ; 3 ; Gell13 ; 51 
 3009 ; 5 центов. Британский Гон-Конг. Виктория ; 1900 ;  ; Ag ; F-VF ; 37 ; ИЮМов1 ; 145 
 3010 ; 1 деб. Бутан ; ND (1835-1910) ;  ; Cu ; VF ; 34 ; vb96 ; 161 
 3011 ; 1 деб. Бутан ; ND (1835-1910) ;  ; Cu ; VF ; 23 ; vb96 ; 161 
 3012 ; 5 центов. Французский Индо-Китай ; 1938 ;  ; Ni-Br ; F-VF ; 36 ; Юбер ; 138 
