 6620 ; Пуговица ;  ;  ; Б/м ;  ; 22 ; stilsb ; 249 
 5098 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 54 ; Fum1979 ; 354 
 5099 ; 10000 рублей ; 1919 ;  ;  ;  ; 37 ; WRC ; 633 
 5100 ; 10000 рублей ; 1919 ;  ;  ;  ; 18 ; leningrad67 ; 365 
 5101 ; 5000 рублей ; 1919 ;  ;  ;  ; 32 ; WRC ; 578 
 5102 ; 1000 рублей ; 1919 ;  ;  ;  ; 11 ; salim ; 318 
 5103 ; 10000 рублей ; 1919 ;  ;  ;  ; 18 ; WRC ; 279 
 5104 ; 500 рублей ; 1920 ;  ;  ;  ; 13 ; leningrad67 ; 261 
 5005 ; Бона. 5 марок. Финляндия ; 1897 ;  ;  ;  ; 45 ; Бармалей ; 2750 
 5006 ; Бона. 10 марок. Финляндия ; 1898 ;  ;  ;  ; 37 ; Бармалей ; 2267 
 5007 ; Бона. 20 марок. Финляндия ; 1898 ;  ;  ;  ; 37 ; 562359 ; 2015 
 5008 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 34 ; volyk ; 255 
 5009 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 8 ; lenohota ; 38 
 5010 ; 1 рубль ; 1898 ; Тимашев. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 38 ; apple ; 742 
 5011 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 21 ; volga64 ; 306 
 5012 ; 1 рубль (Кассир - Наумов, 6-тизначный номер) ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 27 ; sax ; 5667 
 5013 ; 1 рубль (6-тизначный номер) ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 21 ; volga64 ; 249 
 5014 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; volga64 ; 42 
 5015 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 11 ; ialaiola ; 104 
 5016 ; Лот бон России. 3шт. Плеске ; 1898 ;  ;  ;  ; 15 ; огонь71 ; 352 
 5017 ; Лот бон России. 5 шт. (Длинный номер) ; 1898 ;  ;  ;  ; 21 ; Андрей/Пермь ; 123 
 5018 ; Лот бон (3 штуки) ; 1898 ;  ;  ;  ; 14 ; Нумик2016 ; 207 
 5019 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Sky2 ; 227 
 5020 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; Serjd ; 204 
 5021 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; DNK981 ; 204 
 5022 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Sky2 ; 653 
 5023 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Нумик2016 ; 77 
 5024 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; Serjd ; 204 
 5025 ; Лот бон (3 штуки, разные кассиры) ; 1905 ;  ;  ;  ; 16 ; es72. ; 157 
 5026 ; Бона. 5 марок. Финляндия ; 1909 ;  ;  ;  ; 43 ; 562359 ; 2119 
 5027 ; Бона. 500 марок. Финляндия ; 1909 ;  ;  ;  ; 33 ; Dummi-Dummi ; 2993 
 5028 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; rusin ; 40 
 5029 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Оляяя ; 77 
 5030 ; Лот бон (3 штуки, разные кассиры) ; 1909 ;  ;  ;  ; 13 ; salim ; 135 
 5031 ; Лот бон (3  штуки, разные кассиры) ; 1909 ;  ;  ;  ; 7 ; Нумик2016 ; 91 
 5032 ; Лот бон (3 штуки) ; 1898-1909 ;  ;  ;  ; 5 ; barbos ; 21 
 5033 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; SED-56 ; 58 
 5034 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Оляяя ; 94 
 5035 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; SED-56 ; 46 
 5036 ; Лот бон (3  штуки, разные кассиры) ; 1909 ;  ;  ;  ; 7 ; salim ; 155 
 5037 ; Лот бон (4 штуки) ; 1905-1909 ;  ;  ;  ; 34 ; Матроскин ; 264 
 5038 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 14 ; STANDART ; 100 
 5039 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Sky2 ; 928 
 5040 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; DNK981 ; 541 
 5041 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; apple ; 832 
 5042 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; kalita ; 161 
 5043 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; geracon2009 ; 385 
 5044 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; chapa78 ; 193 
 5045 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; боровик ; 516 
 5046 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 48 ; Holder31 ; 1199 
 5047 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; geracon2009 ; 459 
 5048 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Копеечка ; 429 
 5049 ; Бона. 1 марка. Финляндия ; 1915 ;  ;  ; AU ; 17 ; 562359 ; 1224 
 5050 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 35 ; Aleks_Smith ; 213 
 5051 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 9 ; Aleks_Smith ; 239 
 5052 ; Деньги - марки (7 штук) ; 1915 ;  ;  ;  ; 19 ; leningrad67 ; 379 
 5053 ; Бона. 1 марка. Финляндия ; 1916 ;  ;  ; AU ; 17 ; Alexander_Vl ; 603 
 5054 ; 25 рублей. Разменный билет г. Одессы ; 1917 ;  ;  ;  ; 35 ; yuri.gruzdev ; 666 
 4049 ; Лот монет Польши: 9шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 20 ; Mr. 001 ; 201 
 4050 ; Лот монет Швеции: 10шт ;  ;  ; Br ; VF/VF+ ; 45 ; ialaiola ; 255 
 4051 ; Лот монет Великобритании: 4 шт. ;  ;  ; Cu-Ni,Br,Ni/Br ; VF/XF ; 20 ; franklin ; 28 
 4052 ; Лот монет Чехии: 10,5,1 корона (4шт) ;  ;  ; Cu-Ni,Br ; VF/XF ; 7 ; alex2016 ; 35 
 4053 ; Лот монет Латвии: 4шт ;  ;  ; Cu-Ni Br ; VF/AU ; 17 ; js0000 ; 170 
 4054 ; Лот монет Дании: 6шт ;  ;  ; Al/Br ; VF ; 14 ; ЛОПАТИНиКО ; 272 
 4055 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni Br Al ; F-VF/AU ; 30 ; batuke ; 227 
 4056 ; Лот иностранных монет: 8 шт. ;  ;  ; Би/м,Cu-Ni,Zn, ; F/VF+ ; 26 ; Serenade ; 278 
 4057 ; Лот монет Латвии: 5 шт. ;  ;  ; Ag,Br,Cu-Ni ; F-/VF+ ; 49 ; roza77 ; 273 
 4058 ; Лот нотгельдов Германии: 4 шт. ;  ;  ; Zn,Fe ; VF ; 55 ; etwar55 ; 544 
 4059 ; Лот монет США: 1/4 доллара (5шт) Штаты ; 1999 ;  ; Cu-Ni ; XF/AU ; 17 ; Эскимо ; 191 
 4060 ; Лот монет Украины: 2 гривны (2 шт.) Юбилейные ; 2000 ;  ; Cu-Ni ; AU ; 32 ; heavy_fly ; 2039 
 4061 ; Лот монет Украины: 5 гривен (2 шт.) Юбилейные ; 2004 ;  ; Cu-Ni ; AU ; 73 ; кс ; 682 
 4062 ; Лот монет Украины: 2 гривны (2 шт.) Юбилейные ; 1998 ;  ; Cu-Ni ; AU ; 94 ; кс ; 1025 
 4063 ; Лот монет Испании: 11шт ;  ;  ; Al/Br ; XF/AU ; 16 ; RL3010 ; 155 
 4064 ; Лот монет Европы: 20,10 евроцентов (4 шт.) ;  ;  ; Лат ; VF ; 22 ; radistradist ; 50 
 4065 ; Лот монет Филиппин: 22 шт. ;  ;  ; Би/м,Al,Cu-Ni, ; VF/XF ; 26 ; Лоцман ; 250 
 4066 ; Лот жетонов Швеции 20шт ;  ;  ; Al Ж/м ; VF/XF ; 33 ; Dahan ; 233 
 4067 ; Лот монет Гон-Конга: 14шт ;  ;  ; Cu-Ni Al/Br ; F-VF/XF ; 17 ; franklin ; 69 
 4068 ; Лот монет Швеции: 33 шт. ;  ;  ; Ag,Br,Cu-Ni,Fe ; F/XF ; 63 ; дилитант ; 299 
 4069 ; Лот монет Украины: 2 гривны (2 шт.) Юбилейные ; 2004 ;  ; Cu-Ni ; AU ; 48 ; nicola59 ; 429 
 4070 ; Лот монет Украины: 5 гривен (2 шт.) Юбилейные ; 2010 ;  ; Cu-Ni ; AU ; 40 ; kadadin ; 413 
 4071 ; Лот монет Украины: 2 гривны (2 шт.) Юбилейные ; 2009 ;  ; Cu-Ni ; AU ; 21 ; Чуча ; 279 
 4072 ; Лот монет Украины: 2 гривны (2 шт.) Юбилейные ; 2007 ;  ; Cu-Ni ; AU ; 25 ; Чуча ; 279 
 4073 ; Лот монет Украины: 5 гривен (2 шт.) Юбилейные ; 2000-2001 ;  ; Би/м ; AU ; 32 ; кс ; 1587 
 4074 ; Лот монет Украины: 2 гривны (2 шт.) Юбилейные ; 2017 ;  ; Cu-Ni ; AU ; 20 ; Чуча ; 279 
 4075 ; Лот монет Гонконга: 13шт ;  ;  ; Cu-Ni Лат ; VF/AU ; 11 ; SKeeper ; 67 
 4076 ; Лот монет Швеции: 9шт ;  ;  ; Cu ; VG ; 19 ; Бигль ; 316 
 4077 ; Лот монет Швеции: 15шт ;  ;  ; Br ; F-VF/VF- ; 18 ; 7777-ВИКЕНТИЙ-7777 ; 265 
 4078 ; Лот монет Германии: 50шт ;  ;  ; Br ; VF/VF-XF ; 12 ; птичка16 ; 193 
 4079 ; Лот монет Великобритании: 15шт ;  ;  ; Br ; VG/F-VF ; 34 ; 7777-ВИКЕНТИЙ-7777 ; 155 
 4080 ; Лот монет Великобритании: 26шт ;  ;  ; Cu-Ni ; VF/VF-XF ; 35 ; 7777-ВИКЕНТИЙ-7777 ; 181 
 4081 ; Лот монет Швеции: 10шт ;  ;  ; Cu-Ni ; AU ; 68 ; kergudu ; 266 
 4082 ; Лот монет Канады: 30шт ;  ;  ; Cu-Ni ; VF/AU ; 18 ; металлург ; 152 
 4083 ; Лот евроцентов: 2 евроцента 100шт ;  ;  ; Cu/St ; VF-XF/AU ; 26 ; SuperLex ; 227 
 4084 ; Лот монет Великобритании: 18 шт. ;  ;  ; Br,Cu-Ni ; F/XF ; 30 ; дилитант ; 157 
 4085 ; Лот монет Кении: 20шт ;  ;  ; Al/Br ; XF/AU ; 27 ; rusin ; 161 
 4086 ; Лот монет Китая: 9 шт. ;  ;  ; Cu ; G ; 8 ; Чуча ; 357 
 4087 ; Лот монет Финляндии: 100шт ;  ;  ; Cu-Ni Al/Br Fe ; F-VF/VF-XF ; 20 ; D-503 ; 729 
 4088 ; Лот монет Швейцарии: 30шт ;  ;  ; Cu-Ni Al/Br ; VF/AU ; 26 ; svaf ; 201 
 4089 ; Лот монет Эстонии: 100шт ;  ;  ; Cu-Ni Al/Br ; XF/AU ; 17 ; Whosaid ; 200 
 4090 ; Лот монет Сербии: 100шт ;  ;  ; Al/Br ; VF/AU ; 7 ; rusin ; 206 
 4091 ; Лот монет Испании: 100шт ;  ;  ; Латунь ; XF/AU ; 30 ; vlad-807 ; 402 
 4092 ; Лот евроцентов: 1 евроцент 200шт ;  ;  ; Cu/St ; VF-XF/AU ; 16 ; SuperLex ; 218 
 4093 ; Лот монет США: 100шт ;  ;  ; Cu-Ni ; VF/AU ; 52 ; guronidze ; 813 
 4094 ; Лот монет мира: 100шт ;  ;  ; Cu-Ni Br Лат ; VF/AU ; 44 ; pvv50 ; 206 
 5001 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 36 ; огонь71 ; 822 
 5002 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 48 ; Нумик2016 ; 9182 
 5003 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 53 ; Bonifaci ; 3968 
 5004 ; Бона. 10 марок. Финляндия ; 1889 ;  ;  ;  ; 41 ; Alexdav ; 9341 
 3999 ; Лот монет США: 1 доллар (3шт) Президенты ; 2013P,D ;  ; Cu-Zn-Ni ; AU ; 18 ; lestes ; 324 
 4000 ; Лот монет Болгарии (НАТО и ЕС) 50 стотинок 2шт ; 2004,2005 ;  ; Cu-Ni ; AU ; 12 ; first ; 101 
 4001 ; Лот монет США: 1 доллар (3шт) Президенты ; 2007P ;  ; Cu-Zn-Ni ; AU ; 18 ; Ok13 ; 310 
 4002 ; Лот монет Индии: 12шт ;  ;  ; Cu-Ni Al Br ; VF/AU ; 21 ; Лоцман ; 142 
 4003 ; Лот монет США: 1/4 доллара (4 шт.) ; 1976-2012 ;  ; Cu-Ni ; XF/XF+ ; 5 ; Grekorim425 ; 101 
 4004 ; Лот монет США: 1 доллар (3шт) Президенты ; 2010D ;  ; Cu-Zn-Ni ; AU ; 19 ; lestes ; 324 
 4005 ; Лот монет Бельгийского Конго и Конго: 15шт ;  ;  ; Cu-Ni Al ; F/VF ; 38 ; Лоцман ; 340 
 4006 ; Лот монет Бельгии: 16 шт. ;  ;  ; Ni/Лат,Zn,Al/Br ; F+/VF+ ; 25 ; Снежный Барс ; 48 
 4007 ; Лот монет ГДР 2шт ;  ;  ; Cu-Ni ; VF/AU ; 21 ; barbos ; 184 
 4008 ; Лот монет США: 1 доллар (3шт) Президенты ; 2011-2012D ;  ; Cu-Zn-Ni ; AU ; 17 ; lestes ; 324 
 4009 ; Лот монет Австрии, Венгрии, Швейцарии: шт ;  ;  ; Cu-Ni ; F-VF/VF ; 25 ; (.!.) ; 218 
 4010 ; Лот монет Турции: 4шт ;  ;  ; Лат Би/м ; AU ; 19 ; ЛСВ ; 50 
 4011 ; Лот монет Венгрии: 20,10,5 форинтов (5 шт.) ;  ;  ; Al/Br,Cu-Ni ; VF/XF ; 14 ; СТРЕКОЗА ; 14 
 4012 ; Лот монет Финляндии: 7шт ;  ;  ; Al/Br ; VF-XF/AU ; 31 ; STANDART ; 236 
 4013 ; Лот монет Болгарии: 6шт ;  ;  ; Cu-Ni ; VF/VF- ; 22 ; ЛОПАТИНиКО ; 226 
 4014 ; Лот монет Эстонии: 7шт ;  ;  ; Br Ni/Br ; VF ; 14 ; franklin ; 471 
 4015 ; Лот монет Грузии (3шт) ;  ;  ; Cu-Ni,St ; AU ; 20 ; Oleg72 ; 27 
 4016 ; Лот монет Индии: 4шт ;  ;  ; Cu-Ni Br Al/Br ; F-VF/VF ; 12 ; 8888888АЛЕКС888888 ; 142 
 4017 ; Лот монет Швеции: 8шт ;  ;  ; Br ; VF ; 39 ; ialaiola ; 161 
 4018 ; Лот монет Литвы: 9шт ;  ;  ; Br ; XF/AU ; 15 ; SupERGood ; 112 
 4019 ; Лот монет Швеции: 3шт ;  ;  ; Ag ; VF ; 12 ; сортам70 ; 290 
 4020 ; Лот монет Югославии: 12шт ;  ;  ; Cu-Ni Al/Br ; VF-XF/AU ; 12 ; Oleg72 ; 104 
 4021 ; Лот монет Швеции: 15шт ;  ;  ; Cu ; VG ; 32 ; orex ; 126 
 4022 ; Лот монет Дании: 12шт ;  ;  ; Br Zn ; F/VF ; 29 ; дилитант ; 119 
 4023 ; Лот монет Швеции: 15шт ;  ;  ; Br ; F-VF/VF- ; 29 ; kergudu ; 312 
 4024 ; Лот монет Швеции: 10шт ;  ;  ; Br ; VF+/VF- ; 35 ; kergudu ; 247 
 4025 ; Лот монет Канады: 11шт ;  ;  ; Cu-Ni Br ; VF-/VF-XF ; 23 ; STANDART ; 97 
 4026 ; Лот монет Швейцарии: 8 шт. ;  ;  ; Br,Cu-Ni ; VF+/XF ; 33 ; STANDART ; 143 
 4027 ; Лот монет Румынии: 100 лей, 15 бани (2 шт.) ; 1966-1992 ;  ; Cu-Ni ; XF- ; 47 ; ag58 ; 57 
 4028 ; Лот монет Германии: 28 шт. ;  ;  ; Cu-Ni,Br,Al,Ni ; VF-/XF ; 27 ; Снежный Барс ; 207 
 4029 ; Лот монет Португалии: 4шт ;  ;  ; Cu-Ni лат ; AU ; 51 ; Один54 ; 342 
 4030 ; Лот монет Мексики: 14шт ;  ;  ; Cu-Ni St Br ; F-VF/AU ; 25 ; heavy_fly ; 114 
 4031 ; Лот монет Норвегии: 3шт ;  ;  ; Cu-Ni ; VF/XF ; 14 ; Mikе! ; 77 
 4032 ; Лот монет Финляндии: 10шт ;  ;  ; Cu-Ni Al/Br ; VF/XF ; 30 ; Besar ; 91 
 4033 ; Лот монет США: 1/4 доллара (5шт) Штаты ; 2006 ;  ; Cu-Ni ; AU ; 25 ; loguten ; 248 
 4034 ; Лот монет Востока: 4 шт. ;  ;  ; Ag ; F+/VF- ; 23 ; (.!.) ; 410 
 4035 ; Лот монет Новой Зеландии 15шт ;  ;  ; Cu-Ni Br ; VF/XF ; 10 ; aaaaa1971 ; 163 
 4036 ; Лот монет ГДР 4шт ;  ;  ; Cu-Ni Al ; VF-XF/XF ; 26 ; STANDART ; 251 
 4037 ; Лот монет США: 1 доллар (3шт) Президенты ; 2015P,D ;  ; Cu-Zn-Ni ; AU ; 34 ; Эскимо ; 403 
 4038 ; Лот монет Мальты: 14шт ;  ;  ; Лат Cu-Ni ; VF/AU ; 10 ; aaaaa1971 ; 172 
 4039 ; Лот монет Румынии: 9шт ;  ;  ; Cu-Ni ; VF/XF ; 14 ; aaaaa1971 ; 170 
 4040 ; Лот монет Великобритании: 10шт ;  ;  ; Br ; F/VF-XF ; 15 ; alex2016 ; 107 
 4041 ; Лот монет Швеции: 15шт ;  ;  ; Br ; VF ; 20 ; 7777-ВИКЕНТИЙ-7777 ; 232 
 4042 ; Лот монет Германии: 5,2 пфеннига (2 шт.) ; 1830-1888 ;  ; Cu-Ni,Br ; VF ; 20 ; Mr. 001 ; 113 
 4043 ; Лот монет США: 1/4 доллара (5шт) Штаты ; 2010 ;  ; Cu-Ni ; AU ; 28 ; loguten ; 250 
 4044 ; Лот монет США: 1/4 доллара (5шт) Штаты ; 2007 ;  ; Cu-Ni ; XF+/AU ; 40 ; loguten ; 292 
 4045 ; Лот монет Словении: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) ; 2007 ;  ; Би/м,Лат,St/Cu ; AU ; 23 ; Матроскин ; 355 
 4046 ; Лот монет США: 1/4 доллара (5шт) Штаты ; 2014 ;  ; Cu-Ni ; AU ; 20 ; Эскимо ; 216 
 4047 ; Лот монет США: 1 цент (7 шт.) ; 1941-2009 ;  ; Br ; VF-/XF+ ; 18 ; Jek327 ; 55 
 4048 ; Лот монет Швеции: 9шт ;  ;  ; Cu ; VG ; 22 ; 7777-ВИКЕНТИЙ-7777 ; 188 
 3949 ; Лот монет Венгрии: 2шт ;  ;  ; Al ; VF/XF ; 12 ; js0000 ; 51 
 3950 ; Лот монет Швеции: 10шт ;  ;  ; Cu-Ni ; VF ; 31 ; ialaiola ; 245 
 3951 ; Лот монет США: 1 доллар (3шт) Президенты ; 2011P,D,2010P ;  ; Cu-Zn-Ni ; AU ; 12 ; Эскимо ; 324 
 3952 ; Лот монет Нидерландских Антильских островов: 4 шт. ;  ;  ; Ni,Al ; AU ; 18 ; Murka122 ; 100 
 3953 ; Лот монет Северной Кореи: 10 шт. ;  ;  ; Al,Ж/м ; AU ; 29 ; oleko ; 182 
 3954 ; Лот монет США: 5 центов (6 шт.) ; 1962-2007 ;  ; Cu-Ni ; VF/XF ; 30 ; Jek327 ; 67 
 3955 ; Лот монет Испании: 5 песет (3 шт.) ;  ;  ; Ni/Br ; VF/XF ; 9 ; RL3010 ; 50 
 3956 ; Лот монет Мадагаскара: 3 шт. ;  ;  ; St/Ni ; AU ; 41 ; Лоцман ; 238 
 3957 ; Лот монет США: 1/4 доллара (5шт) Штаты ; 2001 ;  ; Cu-Ni ; XF+/AU ; 26 ; loguten ; 250 
 3958 ; Лот монет Узбекистана: 4 шт. ;  ;  ; St/Ni ; VF/XF ; 17 ; aaaaa1971 ; 126 
 3959 ; Лот монет США: 1/4 доллара (5шт) ; 2012 ;  ; Cu-Ni ; AU ; 38 ; Эскимо ; 234 
 3960 ; Лот монет Казахстана: 10 шт. ;  ;  ; Cu-Ni,Ж/м ; VF/XF ; 39 ; SupERGood ; 163 
 3961 ; Лот монет Кипра: 11шт ;  ;  ; Br Лат Cu-Ni ; VF/AU ; 24 ; Markgraf ; 160 
 3962 ; Лот монет Приднестровья: 1 рубль (2 шт.) Юбилейные ; 2019 ;  ; St/Ni ; AU ; 16 ; Матроскин ; 104 
 3963 ; Лот монет Ирана: 11шт ;  ;  ; Cu-Ni ; F/AU ; 26 ; kergudu ; 226 
 3964 ; Лот монет Кипра: 4шт ;  ;  ; Лат ; XF/AU ; 11 ; ag58 ; 46 
 3965 ; Лот монет Финляндии: 15шт ;  ;  ; Al/Br Br ; AU ; 34 ; pvv50 ; 68 
 3966 ; Лот монет Украины: 1 гривна (4 шт.) ;  ;  ; Al/Br ; XF/AU ; 9 ; (.!.) ; 55 
 3967 ; Лот монет Канады: 5 шт. ;  ;  ; Ni,Br,Ni/Br ; VF+/XF ; 23 ; Снежный Барс ; 41 
 3968 ; Лот монет Индонезии: 1000 рупий (2 шт.) ; 2010-2016 ;  ; St/Ni ; AU ; 19 ; borshik ; 19 
 3969 ; Лот монет Словакии и Чехословакии: 11шт ;  ;  ; Cu-Ni Al/Br Zn ; F/AU ; 40 ; STANDART ; 191 
 3970 ; Лот монет Казахстана: 5шт ;  ;  ; Лат Cu-Ni ; VF ; 21 ; js0000 ; 90 
