 5972 ; Бона иностранная Югославия ;  ;  ;  ; AU ; 15 ; sneg ; 39 
 3304 ; 5 гривен Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 5 ; t_v_v ; 150 
 3305 ; 2 гривны Украина. Галшка Гулевичевна ; 2015 ;  ; Cu-Ni ; AU ; 17 ; jj ; 206 
 3306 ; 2 гривны Украина. Галшка Гулевичевна ; 2015 ;  ; Cu-Ni ; AU ; 26 ; Каенн ; 295 
 3307 ; 2 франка. Бельгийское Конго ; 1943 ;  ; Al/Br ; VF+ ; 19 ; ZOLTAN333 ; 1041 
 3308 ; 2 гульдена. Бавария. Восстановление колонны с Мадонной. Ремонт гурта 12 часов ; 1855 ;  ; Ag ; VF+ ; 39 ; buhar1956 ; 6800 
 3309 ; 10 пфеннигов. Германия, Нотгельд города Грефельд ; 1918 ;  ; St ; VF+ ; 27 ; qver ; 250 
 3310 ; 10 пфеннигов. Германия, Нотгельд города Франуфурт на Майне ; 1917 ;  ; Zn ; VF- ; 13 ; krugerrand ; 86 
 3311 ; 10 центов. Канада ; 1959 ;  ; Ag ; VF-XF ; 19 ; Масясик ; 97 
 3312 ; 6 пенсов. Австралия ; 1953 ;  ; Ag ; VF ; 33 ; avstraliez2 ; 181 
 3313 ; 5 центов. Британская Малайя ; 1945 ;  ; Ag ; XF+ ; 36 ; alehandr ; 197 
 3314 ; 1/4 анны. Британская Индия ; 1862 ;  ; Cu ; VF- ; 43 ; юрий73 ; 206 
 3315 ; 1/4 анны. Британская Индия ; 1929 ;  ; Cu ; F+ ; 13 ; niger ; 129 
 3316 ; 1 рупия. Индия ; 18в ;  ; Ag ; VF- ; 46 ; Волк33 ; 1323 
 3317 ; 1 кэш. Индия, Пудукотай ; 1889-1906 ;  ; Cu ; XF+ ; 51 ; igor26 ; 611 
 3318 ; 200 рейс. Португалия ; 1891 ;  ; Ag ; VF- ; 47 ; Moryak ; 677 
 3319 ; 200 рейс. Португалия. 400 лет открытия Вест-Индии ; 1898 ;  ; Ag ; VF+ ; 82 ; 1023oxana ; 1829 
 3320 ; 1 соль. Перу ; 1923 ;  ; Ag ; XF ; 23 ; visitor ; 1044 
 3321 ; 5 дирхамов. Марокко ; 1965 ;  ; Ag ; VF ; 17 ; Monata ; 459 
 3322 ; 5 франков. Монако ; 1945 ;  ; Al ; VF- ; 13 ; Rosomaha ; 114 
 3323 ; 100 франков. Монако ; 1950 ;  ; Cu/Ni ; XF ; 23 ; dvlless ; 402 
 3324 ; 10 сентаво. Доминиканская Респ ; 1961 ;  ; Ag ; VF- ; 23 ; bva150979 ; 160 
 3325 ; 20 сентаво. Бразилия ; 1954 ;  ; Al/Br ; VF ; 9 ; vb96 ; 62 
 3326 ; 10 сентаво. Бразилия ; 1946 ;  ; Al/Br ; VF ; 5 ; t_v_v ; 44 
 3327 ; 5 центов. Багамские о-ва ; 1974 ;  ; Cu/Ni ; Proof ; 7 ; antonekb08 ; 114 
 3328 ; 5 центов. Барбадос ; 1974 ;  ; Лат ; Proof ; 15 ; igor26 ; 184 
 3329 ; 1/10 пенни. Британская Западная Африка ; 1936 ;  ; Cu/Ni ; AU ; 19 ; niger ; 159 
 3330 ; 1/10 пенни. Британская Западная Африка ; 1932 ;  ; Cu/Ni ; XF+ ; 25 ; dow jones ; 163 
 3331 ; 1 фартинг. Великкобритания ; 1929 ;  ; Br ; VF+ ; 14 ; prostor.71 ; 21 
 3332 ; 1 фартинг. Великкобритания ; 1927 ;  ; Br ; VF+ ; 7 ; aziya11 ; 17 
 3333 ; 1 фартинг. Великкобритания ; 1921 ;  ; Br ; VF+ ; 7 ; kostya12.04.1994 ; 22 
 3334 ; 1/2 пенни. Ирландия, Георг III ; 1805 ;  ; Cu ; VF+ ; 42 ; Лермонтов ; 701 
 3335 ; 1 шиллинг. Южная Африка ; 1951 ;  ; Ag ; XF- ; 36 ; IEV ; 677 
 3336 ; 1 флорин. Фиджи ; 1934 ;  ; Ag ; XF ; 34 ; 1023oxana ; 2579 
 3337 ; 2 фунта. Великобритания. 100-летие с начала I МВ ; 2014 ;  ; Би/м ; XF+ ; 18 ; Bronco ; 405 
 3338 ; 2 фунта. Великобритания. Парусник Мэри Роуз ; 2011 ;  ; Би/м ; XF+ ; 27 ; igor26 ; 612 
 3339 ; 2 фунта. Великобритания. 400-летие порохового заговора ; 2005 ;  ; Би/м ; AU ; 29 ; dow jones ; 491 
 3340 ; 1 крона. Остров Мен. 1000-летие Тинвальда ; 1979 ;  ; Cu/Ni ; AU ; 21 ; Bronco ; 411 
 3341 ; 1 крона. Остров Мен. Чемпионат мира по футболу в Испании ; 1982 ;  ; Cu/Ni ; AU ; 25 ; SKeeper ; 302 
 3342 ; 100 франков. Габон ; 1972 ;  ; Cu/Ni ; VF ; 49 ; Konstantin-72 ; 197 
 3343 ; 100 франков. Центральная Африка ; 1969 ;  ; Cu/Ni ; VF- ; 31 ; Bacek ; 57 
 3344 ; 1 песо. Уругвай ; 1942 ;  ; Ag ; VF+ ; 34 ; olancepok ; 645 
 3245 ; 2 гривны. Украина. Дмитрий Яворницкий ; 2005 ;  ; Cu/Ni ; AU ; 29 ; Каенн ; 251 
 3246 ; 2 гривны. Украина. Митрополит Василий Липковский ; 2014 ;  ; Cu/Ni ; AU ; 12 ; Vol4en0k ; 308 
 3247 ; 2 гривны. Украина. Галшка Гулевишка ; 2015 ;  ; Cu/Ni ; AU ; 11 ; v_bond ; 254 
 3248 ; 2 гривны. Украина. Евгений Березняк ; 2014 ;  ; Cu/Ni ; AU ; 15 ; heavy_fly ; 198 
 3249 ; 2 гривны. Украина. Остап Вишня ; 2014 ;  ; Cu/Ni ; AU ; 8 ; dinkini ; 295 
 3250 ; 1 лев. Болгария ; 1969 ;  ; Cu/Ni ; XF ; 23 ; kornum ; 166 
 3251 ; 1 далер. Швеция ; 1718 ;  ; Cu ; F- ; 17 ; ГдРъ ; 521 
 3252 ; 1 динар. Сербия ; 1915 ;  ; Ag ; XF ; 31 ; F-VF ; 379 
 3253 ; 50 стотинок. Болгария ; 2005 ;  ; Cu/Ni ; AU ; 9 ; sibirian ; 51 
 3254 ; 1 доллар. Гон-Конг ; 1960 ;  ; Cu/Ni ; VF+ ; 30 ; Legio ; 66 
 3255 ; 1/6 эре. Швеция ; 1716 ;  ; Cu ; F ; 30 ; mkm1968 ; 626 
 3256 ; 1/8 стувера. Нидерландская Индия ; 1826 ;  ; Cu ; F- ; 23 ; smel ; 129 
 3257 ; 1 пенни. Родезия и Ньясаленд ; 1963 ;  ; Br ; VF ; 36 ; dow jones ; 114 
 3258 ; 1 далер. Швеция ; 1715 ;  ; Cu ; F ; 39 ; Monata ; 765 
 3259 ; 1 цент. Британский Цейлон ; 1942 ;  ; Cu ; VF+ ; 15 ; niger ; 77 
 3260 ; 1 песо. Куба. F.A.Oю ; 1981 ;  ; Cu/Ni ; AU ; 16 ; SKeeper ; 375 
 3261 ; 20 динар. Сербия ; 2011 ;  ; Cu/Ni ; AU ; 10 ; ag58 ; 32 
 3262 ; 20 центов. Австралия. Международный женский день ; 2011 ;  ; Cu/Ni ; AU ; 11 ; SKeeper ; 41 
 3263 ; 2 песо. Аргентина ; 2007 ;  ; Cu/Ni ; XF+ ; 14 ; gusar ; 79 
 3264 ; 500 франков. Джибуити ; 2010 ;  ; Лат ; AU ; 15 ; Rosomaha ; 219 
 3265 ; 200 лир. Сан Марино ; 1994 ;  ; Лат ; AU ; 7 ; VAM ; 111 
 3266 ; 2 фунта. Остров мен ; 2011 ;  ; Би/м ; AU ; 20 ; chebeer ; 487 
 3267 ; 25 лева. Болгария. Георгий Димитров ; 1982 ;  ; Ag ; Proof ; 23 ; Экзот ; 611 
 3268 ; 20 лева. Болгария. Софийский Университет ; 1988 ;  ; Ag ; Proof ; 30 ; vesta78 ; 509 
 3269 ; 20 лева. Болгария. Васил Левски ; 1987 ;  ; Ag ; Proof ; 22 ; vesta78 ; 506 
 3270 ; 25 лева. Болгария. 40 лет социалистической Болгарии ; 1984 ;  ; Ag ; Proof ; 9 ; Экзот ; 450 
 3271 ; 20 лева. Болгария. 100 лет железной дороге ; 1988 ;  ; Ag ; Proof ; 18 ; vesta78 ; 470 
 3272 ; 25 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Ag ; Proof ; 25 ; vesta78 ; 510 
 3273 ; 20 лева. Болгария. Дружба на Земле и в Космосе ; 1988 ;  ; Ag ; Proof ; 26 ; Бостон ; 509 
 3274 ; 20 лева. Болгария. 110 лет освобождения от османского ига ; 1988 ;  ; Ag ; Proof ; 35 ; Arlekino82 ; 531 
 3275 ; 2 лева. Болгария. 15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 15 ; Arlekino82 ; 204 
 3276 ; 5 лева. Болгария. Выставка охоты ; 1981 ;  ; Cu/Ni ; AU ; 13 ; SKeeper ; 119 
 3277 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu/Ni ; Proof ; 14 ; Arlekino82 ; 206 
 3278 ; 100 марок. Финляндия.75 лет независимости ; 1992 ;  ; Ag ; AU ; 28 ; vesta78 ; 827 
 3279 ; 100 крон. Чехословакия. 70 лет Сталину ; 1949 ;  ; Ag ; VF-XF ; 35 ; vitapool ; 882 
 3280 ; 5 марок. ФРГ ; 1973J ;  ; Ag ; XF+ ; 17 ; cotangens ; 370 
 3281 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 20 ; astksu ; 257 
 3282 ; 5 гривен. Украина. 70 лет Корсунь-Шевченковской битве ; 2014 ;  ; Cu/Ni ; AU ; 17 ; Каенн ; 192 
 3283 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu/Ni ; AU ; 21 ; jj ; 259 
 3284 ; 5 гривен. Украина. 70 лет освобождения Мелитополя от фашистских захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 9 ; heavy_fly ; 206 
 3285 ; 5 гривен. Украина. 1120 лет г. Ужгород ; 2013 ;  ; Cu/Ni ; AU ; 14 ; mart_si ; 199 
 3286 ; 5 гривен. Украина. 500 лет битве под Орошею ; 2014 ;  ; Cu/Ni ; AU ; 21 ; heavy_fly ; 391 
 3287 ; 5 гривен. Украина. Т. Шевченко ; 2014 ;  ; Cu/Ni ; AU ; 9 ; mart_si ; 177 
 3288 ; 5 гривен. Украина. Запорожская обл ; 2014 ;  ; Би/м ; AU ; 13 ; heavy_fly ; 333 
 3289 ; 5 гривен. Украина. Херсонская обл ; 2014 ;  ; Би/м ; AU ; 7 ; dinkini ; 335 
 3290 ; 5 гривен. Украина. Ивано-Франковская обл ; 2014 ;  ; Би/м ; AU ; 17 ; Опятор ; 377 
 3291 ; 20 рублей. Беларусь. Журавль ; 2004 ;  ; Ag ; Proof ; 38 ; pol75 ; 3321 
 3292 ; 20 рублей. Беларусь. Вольная борьба ; 2003 ;  ; Ag ; Proof ; 15 ; pol75 ; 2002 
 3293 ; 20 рублей. Беларусь. Дискобол. Сертификат ; 2000 ;  ; Ag ; Proof ; 41 ; Andrak ; 3164 
 3294 ; 20 рублей. Беларусь. Лебедь ; 2003 ;  ; Ag ; Proof ; 41 ; pol75 ; 4082 
 3195 ; 1 дайм. США ; 1956 ;  ; Ag ; VF+ ; 42 ; electra ; 163 
 3196 ; 1 дайм. США ; 1962 ;  ; Ag ; VF ; 26 ; electra ; 155 
 3197 ; 1 дайм. США ; 1948 ;  ; Ag ; VF ; 42 ; electra ; 223 
 3198 ; 1 дайм. США ; 1951 ;  ; Ag ; VF+ ; 25 ; electra ; 155 
 3199 ; 25 сантимов. Бельгия ; 1939 ;  ; Cu-Ni ; XF ; 16 ; Legio ; 40 
 3200 ; 25 сантимов. Бельгия ; 1929 ;  ; Cu-Ni ; VF ; 27 ; elena92 ; 30 
 3201 ; 1 франк. Бельгия ; 1934 ;  ; Cu-Ni ; VF+ ; 9 ; aralsk ; 32 
 3202 ; 10 эре. Дания ; 1929 ;  ; Cu-Ni ; VF+ ; 5 ; 312 ; 16 
 3203 ; 5 центов. США ; 1929 ;  ; Cu-Ni ; F-VF ; 39 ; Oleht ; 173 
 3204 ; 20 сентаво. Чили ; 1940 ;  ; Cu-Ni ; VF ; 35 ; Виталий 64 ; 105 
 3205 ; 1 рупия. Шри-Ланка ; 1978 ;  ; Cu-Ni ; VF+ ; 12 ; филипок ; 22 
 3206 ; 50 милс. Кипр ; 1973 ;  ; Cu-Ni ; VF+ ; 17 ; 1023oxana ; 44 
 3207 ; 10 филс. Ирак ; 1975 ;  ; St ; XF ; 7 ; 312 ; 21 
 3208 ; 5 эре. Дания ; 1944 ;  ; Zn ; VF ; 14 ; val211 ; 31 
 3209 ; 2 эре. Швеция ; 1949 ;  ; Fe ; VF+ ; 7 ; 312 ; 11 
 3210 ; 1 эре. Швеция ; 1943 ;  ; Fe ; VF+ ; 5 ; Александр007 ; 16 
 3211 ; 10 франков. Франция ; 1976 ;  ; Al/Br ; XF ; 5 ; 312 ; 12 
 3212 ; 20 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 14 ; Moryak ; 28 
 3213 ; 1 франк. Бельгийское Конго ; 1949 ;  ; Br ; F+ ; 37 ; gorbi ; 105 
 3214 ; 1 эре. Швеция ; 1929 ;  ; Br ; XF ; 11 ; visitor ; 41 
 3215 ; 5 эре. Швеция ; 1922 ;  ; Br ; VF+ ; 7 ; Масясик ; 16 
 3216 ; 2 эре. Дания ; 1937 ;  ; Br ; VF+ ; 7 ; elena92 ; 16 
 3217 ; 2 эре. Швеция ; 1926 ;  ; Br ; VF+ ; 5 ; Масясик ; 13 
 3218 ; 1 эре. Дания ; 1932 ;  ; Br ; VF+ ; 5 ; Масясик ; 18 
 3219 ; 1 цент. Суринам ; 1972 ;  ; Br ; VF ; 20 ; WikiLeaks ; 79 
 3220 ; 1 пфенниг. Веймар ; 1924A ;  ; Br ; VF+ ; 40 ; qver ; 444 
 3221 ; 10 центов. Эфиопия ;  ;  ; Br ; VF ; 18 ; Moryak ; 106 
 3222 ; 1 крона. Остров Мен. Чудеса Света ; 2008 ;  ; Cu/Ni ; AU ; 25 ; chebeer ; 456 
 3223 ; 1 крона. Остров Мен. Елизавета II ; 2012 ;  ; Cu/Ni ; AU ; 19 ; chebeer ; 456 
 3224 ; 1 крона. Остров Мен. Черчилль ; 1974 ;  ; Cu/Ni ; XF ; 29 ; kornum ; 357 
 3225 ; 1 крона. Остров Мен. Франческо Пизарро ; 2000 ;  ; Cu/Ni ; AU ; 18 ; obr73 ; 376 
 3226 ; 1 крона. Остров Мен. Роберт Фалькон Скотт ; 1999 ;  ; Cu/Ni ; AU ; 9 ; chebeer ; 420 
 3227 ; 1 крона. Остров Мен. "Серебряная звезда" ; 2005 ;  ; Cu/Ni ; AU ; 8 ; SKeeper ; 364 
 3228 ; 1 крона. Остров Мен. 25 лет коронации. Орлы ; 1978 ;  ; Cu/Ni ; AU ; 35 ; IEV ; 385 
 3229 ; 1 крона. Остров Мен. Танк ; 1999 ;  ; Cu/Ni ; AU ; 7 ; chebeer ; 378 
 3230 ; 1 крона. Остров Мен. Жизнь королевы Елизаветы II ; 2012 ;  ; Cu/Ni ; XF+ ; 9 ; chebeer ; 410 
 3231 ; 50 пенсов. Остров Св. Елены. Коронация Елизаветы II ; 2003 ;  ; Cu/Ni ; AU ; 31 ; Экзот ; 469 
 3232 ; 1 доллар. Виргинские о-ва. Адмирал Горатио Нельсон ; 2005 ;  ; Cu/Ni ; XF+ ; 25 ; SKeeper ; 306 
 3233 ; 1 доллар. Ниуэ. Снупи ; 2000 ;  ; Cu/Ni ; XF+ ; 29 ; val211 ; 261 
 3234 ; 50 пенсов. Остров Вознесения. Коронация Елизаветы II ; 2003 ;  ; Cu/Ni ; AU ; 33 ; Экзот ; 499 
 3235 ; 1 крона. Фолклендские о-ва. Амундсен ; 2007 ;  ; Cu/Ni ; AU ; 21 ; obr73 ; 368 
 3236 ; 1 доллар. Эритрея. Носорог ; 1994 ;  ; Cu/Ni ; AU ; 28 ; SKeeper ; 306 
 3237 ; 1 доллар. Либерия. Кристофер Колумб ; 1999 ;  ; Cu/Ni ; AU ; 20 ; SKeeper ; 359 
 3238 ; 1 доллар. Сьерра Леоне. 500 лет основания храма Св. Петра ; 2006 ;  ; Cu/Ni ; AU ; 28 ; SKeeper ; 304 
 3239 ; 1 крона. Гибралтар. 25 олимпиада в Барселоне ; 1991 ;  ; Cu/Ni ; AU ; 11 ; SKeeper ; 383 
 3240 ; 1 крона. Тристан да Кунья. Тюлень ; 2011 ;  ; Cu/Ni ; AU ; 29 ; val211 ; 278 
 3241 ; 50 пенсов. Остров Вознесения. Королевский визит принца Андрю ; 1984 ;  ; Cu/Ni ; XF+ ; 42 ; SKeeper ; 275 
 3242 ; 1/2 доллара. США. Кеннеди ; 1996P ;  ; Cu/Ni, краска ; AU ; 36 ; oleghh7 ; 123 
 3243 ; 50 сантимов. Бельгия ; 1998 ;  ; Ж/м ; AU ; 6 ; kornum ; 80 
 3244 ; 2 гривны. Украина. Джон Джеймс Юз ; 2014 ;  ; Cu/Ni ; AU ; 22 ; heavy_fly ; 226 
 3145 ; 5 центов. Южная Африка ; 1964 ;  ; Ag ; XF+ ; 22 ; 1023oxana ; 262 
 3146 ; 1 дайм. США ; 1938 ;  ; Ag ; VF- ; 17 ; oleghh7 ; 102 
 3147 ; 1/2 франка. Швейцария ; 1952 ;  ; Ag ; VF-XF ; 20 ; astksu ; 101 
 3148 ; 2, 1/2 эскудо. Португалия ; 1944 ;  ; Ag ; VF+ ; 15 ; WikiLeaks ; 159 
 3149 ; 10 эскудо. Мозамбик ; 1952 ;  ; Ag ; F-VF ; 25 ; borz7835 ; 181 
 3150 ; 10 шиллингов. Австрия ; 1958 ;  ; Ag ; VF- ; 23 ; pref ; 111 
 3151 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF ; 7 ; doiu33 ; 294 
 3152 ; 50 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF ; 37 ; dow jones ; 683 
 3153 ; 1 шиллинг. Великобритания ; 1872 ;  ; Ag ; F ; 23 ; astksu ; 227 
 3154 ; 500 лир. Италия ; 1965 ;  ; Ag ; AU ; 19 ; WikiLeaks ; 529 
 3155 ; 1/2 франка. Швейцария ; 1946 ;  ; Ag ; VF+ ; 13 ; КОТ13 ; 83 
 3156 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF-XF ; 16 ; кабачок ; 95 
 3157 ; 6 пенсов. Великобритания ; 1929 ;  ; Ag ; VF-XF ; 25 ; DaMon15 ; 203 
 3158 ; 1 шиллинг. Великобритания ; 1912 ;  ; Ag ; F ; 14 ; byrozka ; 134 
 3159 ; 1 крона. Австрия ; 1914 ;  ; Ag ; AU ; 45 ; WikiLeaks ; 505 
 3160 ; 20 драхм Греция ; 1930 ;  ; Ag ; F ; 54 ; wwn ; 663 
 3161 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; VF-XF ; 24 ; asr5000 ; 456 
 3162 ; 1/2 франка. Швейцария ; 1953 ;  ; Ag ; AU ; 20 ; astksu ; 138 
 3163 ; 6 пенсов. Великобритания ; 1872 ;  ; Ag ; VF ; 21 ; IEV ; 255 
 3164 ; 1 шиллинг. Великобритания ; 1935 ;  ; Ag ; VF+ ; 12 ; DaMon15 ; 296 
 3165 ; 1/10 гульдена. Нидерландская Индия ; 1930 ;  ; Ag ; VF ; 13 ; сама71 ; 105 
 3166 ; 6 пенсов. Австралия ; 1945 ;  ; Ag ; VF ; 6 ; КОТ13 ; 101 
 3167 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; XF- ; 12 ; DaMon15 ; 203 
 3168 ; 10 центов. Канада ; 1917 ;  ; Ag ; VF- ; 8 ; Shera ; 92 
 3169 ; 10 центов. Канада ; 1965 ;  ; Ag ; AU ; 22 ; трутень ; 94 
 3170 ; 1 крона. Австрия. 60 лет правления ; 1908 ;  ; Ag ; XF ; 29 ; santan93 ; 786 
 3171 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF-XF ; 14 ; DaMon15 ; 152 
 3172 ; 1/10 гульдена. Нидерландская Индия ; 1908 ;  ; Ag ; VF ; 17 ; Rosomaha ; 340 
 3173 ; 1/10 гульдена. Нидерландская Индия ; 1912 ;  ; Ag ; VF ; 13 ; CASH ; 129 
 3174 ; 10 эре. Швеция ; 1930 ;  ; Ag ; VF- ; 11 ; astksu ; 53 
 3175 ; 10 эре. Швеция ; 1938 ;  ; Ag ; VF- ; 16 ; astksu ; 57 
 3176 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF- ; 14 ; astksu ; 51 
 3177 ; 6 пенсов. Великобритания ; 1923 ;  ; Ag ; VF ; 14 ; aziya11 ; 101 
 3178 ; 10 лир. Сан,Марино. Миллениум ; 1998 ;  ; Ag ; Proof ; 26 ; SKeeper ; 1002 
 3179 ; 500 эскудо. Португалия. Культурная столица Европы ; 2001 ;  ; Ag ; XF ; 22 ; astksu ; 452 
 3180 ; 1 крона. Австрия. 60 лет правления Франца Иосифа ; 1908 ;  ; Ag ; VF-XF ; 39 ; Cruizers ; 482 
 3181 ; 1 крона. Венгрия ; 1915 ;  ; Ag ; XF- ; 25 ; Capt2 ; 419 
 3182 ; 5 гривен. Украина..Львовская область ; 2014 ;  ; Би/м ; AU ; 22 ; heavy_fly ; 395 
 3183 ; 5 гривен. Украина. Ровенская область ; 2014 ;  ; Би/м ; AU ; 15 ; v_bond ; 364 
 3184 ; 2 гривны. Украина. Николай Боголюбов ; 2009 ;  ; Cu/Ni ; AU ; 14 ; kornum ; 126 
 3185 ; 2 гривны. Украина. 125 лет государственному техническому университету ; 2010 ;  ; Cu/Ni ; AU ; 13 ; heavy_fly ; 114 
 3186 ; 2 гривны. Украина. Сидор Голубович ; 2008 ;  ; Cu/Ni ; AU ; 13 ; kornum ; 104 
 3187 ; 2 гривны. Украина. 350 лет Львовскому государственному университету им. И. Франка ; 2011 ;  ; Cu/Ni ; AU ; 11 ; кс ; 114 
 3188 ; 1 эскудо. Кабо Верде ; 1994 ;  ; Лат ; AU ; 11 ; филипок ; 31 
 3189 ; 10 пфеннигов. Веймар ; 1924E ;  ; Al/Br ; VF ; 21 ; qver ; 77 
 3190 ; 2 гривны. Украина. Олег Антонов ; 2006 ;  ; Cu-Ni ; XF+ ; 15 ; KHODOVNV77 ; 425 
 3191 ; 2 пенни. Великобритания ; 2011 ;  ; Br ; XF ; 3 ; спарта ; 12 
 3192 ; Бешлык. Крым, Шахин Гирей ; 1777 ;  ; Cu ; F-VF ; 19 ; aziya11 ; 92 
 3193 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF ; 13 ; astksu ; 104 
 3194 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 13 ; astksu ; 104 
 3095 ; 10 эре. Швеция ; 1957 ;  ; Ag ; AU ; 15 ; astksu ; 61 
 3096 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 11 ; альтаир ; 57 
 3097 ; 10 марок. ФРГ. Одимпиада в Мюнхене ; 1975J ;  ; Ag ; AU ; 25 ; CASH ; 456 
 3098 ; 100 шиллингов. Австрия. Зимняя олимпиада ; 1976 ;  ; Ag ; Proof ; 9 ; maximilian2204 ; 800 
 3099 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF+ ; 20 ; IEV ; 530 
 3100 ; 20 крон. Дания ; 2010 ;  ; Al/Br ; AU ; 6 ; Каенн ; 204 
 3101 ; 1 крона. Австрия ; 1915 ;  ; Ag ; VF+ ; 33 ; ivi ; 340 
 3102 ; 1 крона. Австрия ; 1915 ;  ; Ag ; VF+ ; 15 ; asr5000 ; 207 
 3103 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; VF-XF ; 25 ; santan93 ; 465 
 3104 ; 5 крон. Чехословакия ; 1929 ;  ; Ag ; VF- ; 4 ; CASH ; 138 
 3105 ; 10 крон. Чехословакия ; 1932 ;  ; Ag ; VF ; 18 ; SKeeper ; 246 
 3106 ; 50 крон. Чехословакия. 3 года Словацкому восстанию ; 1947 ;  ; Ag ; XF+ ; 24 ; Elephant ; 370 
 3107 ; 50 крон. Словакия. 5 лет независимости ; 1944 ;  ; Ag ; XF+ ; 24 ; Walther ; 513 
 3108 ; 100 крон. Чехословакия. 600 лет Карловому университету ; 1948 ;  ; Ag ; XF+ ; 26 ; CASH ; 437 
