 5888 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 11 ; doiu33 ; 339 
 3251 ; 5 гривен. Украина.  Рождество ; 1999 ;  ; Cu-Ni ; AU ; 33 ; Ratmen ; 855 
 3252 ; 5 гривен. Украина. Пасха ; 2003 ;  ; Cu-Ni ; AU ; 19 ; buynyi76 ; 729 
 3253 ; 5 гривен. Украина. Полтава ; 2001 ;  ; Cu-Ni ; AU ; 13 ; shurik2 ; 357 
 3254 ; 5 гривен. Украина. Троица ; 2004 ;  ; Cu-Ni ; AU ; 14 ; ввп ; 498 
 3255 ; 5 гривен. Украина. Крещение Руси ; 2000 ;  ; Cu-Ni ; AU ; 15 ; buynyi76 ; 447 
 3256 ; 50 пфеннигов. Германия. Нотгельд. Айслебен ; 1918 ;  ; Zn ; VF+ ; 18 ; Jauho ; 257 
 3257 ; 5 пфеннигов. Германия. Нотгельд. Айслебен ; 1918 ;  ; Zn ; XF ; 27 ; Jauho ; 306 
 3258 ; 10 пфеннигов. Германия. Нотгельд. Рудольштадт ; 1920 ;  ; Fe ; XF ; 24 ; brigadir ; 435 
 3259 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1920 ;  ; Fe ; VF-XF ; 20 ; mesv ; 435 
 3260 ; 10 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; XF- ; 14 ; dim66 ; 121 
 3261 ; 50 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; VF+ ; 21 ; banks ; 142 
 3262 ; 10 пфеннигов. Германия. Нотгельд. Виттлих ; 1919 ;  ; Fe ; VF+ ; 19 ; Jauho ; 364 
 3163 ; 1 эре. Швеция ; 1765 ;  ; Cu ; F-VF ; 27 ; hf426 ; 388 
 3164 ; 1 эре. Швеция ; 1749 ;  ; Cu ; F ; 23 ; yurrgen ; 371 
 3165 ; 10 марок. Финляндия. 10 европейский чемпионат по легкой атлетике ; 1971 ;  ; Ag ; XF ; 7 ; mishael07 ; 300 
 3166 ; 1 доллар. США ; 1900 ;  ; Ag ; XF ; 31 ; Алек ; 2040 
 3167 ; 1/4 доллара. США ; 1916D ;  ; Ag ; XF ; 51 ; buhar1956 ; 3060 
 3168 ; 200 крон. Швеция. Шведский закон наследования ; 1980 ;  ; Ag ; AU ; 21 ; 1999 ; 1193 
 3169 ; 5 франков. Швейцария ; 1965В ;  ; Ag ; AU ; 17 ; RusScat ; 556 
 3170 ; 2 франка. Швейцария ; 1946В ;  ; Ag ; XF ; 22 ; Thomson ; 223 
 3171 ; 1 франк. Швейцария ; 1903В ;  ; Ag ; XF- ; 31 ; Flagman ; 251 
 3172 ; 1 франк. Швейцария ; 1914В ;  ; Ag ; XF ; 17 ; 220W ; 255 
 3173 ; 1 франк. Швейцария ; 1921В ;  ; Ag ; XF- ; 24 ; Thomson ; 147 
 3174 ; 1 франк. Швейцария ; 1944В ;  ; Ag ; XF ; 19 ; Harder ; 172 
 3175 ; 1/2 франка. Швейцария ; 1903В ;  ; Ag ; VF+ ; 13 ; Flagman ; 126 
 3176 ; 1/2 франка. Швейцария ; 1920В ;  ; Ag ; VF+ ; 9 ; бортик ; 73 
 3177 ; 1/2 франка. Швейцария ; 1928В ;  ; Ag ; VF-XF ; 7 ; Flagman ; 102 
 3178 ; 1/2 франка. Швейцария ; 1946В ;  ; Ag ; XF ; 9 ; Harder ; 79 
 3179 ; 1/2 франка. Швейцария ; 1957В ;  ; Ag ; AU ; 10 ; Blixa37 ; 102 
 3180 ; 1/2 франка. Швейцария ; 1962В ;  ; Ag ; AU ; 15 ; cr2952 ; 114 
 3181 ; 1 крона. Гренландия ; 1926 ;  ; Al/Br ; VF+ ; 38 ; Ermak ; 908 
 3182 ; 50 эре. Гренландия ; 1926 ;  ; Al/Br ; VF-XF ; 39 ; Алек ; 805 
 3183 ; 1 крона. Гренландия ; 1960 ;  ; Cu-Ni ; XF ; 33 ; Алек ; 811 
 3184 ; 2 кроны. Гренландия ; 1922 ;  ; Cu-Ni ; XF ; 67 ; dsp ; 4305 
 3185 ; 5 марок. ФРГ. Герхард Меркатор ; 1969F ;  ; Ag ; AU ; 7 ; наташа2712 ; 273 
 3186 ; 5 марок. ФРГ. Франкфуртский парламент ; 1973G ;  ; Ag ; AU ; 19 ; maleevsw ; 473 
 3187 ; 5 марок. ФРГ. Герхард Меркатор ; 1969F ;  ; Ag ; AU ; 25 ; Groshuk ; 384 
 3188 ; 5 марок. ФРГ. 25 лет Конституционному закону ; 1974F ;  ; Ag ; Proof ; 13 ; Groshuk ; 297 
 3189 ; 5 марок. ФРГ. Фридрих Эберт ; 1975J ;  ; Ag ; AU ; 12 ; Groshuk ; 291 
 3190 ; 5 марок. ФРГ. Гриммельсгаузен ; 1976D ;  ; Ag ; AU ; 13 ; Groshuk ; 297 
 3191 ; 5 марок. ФРГ. 200 лет со дня рождения Бетховена ; 1970F ;  ; Ag ; AU ; 31 ; maleevsw ; 604 
 3192 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Штреземана ; 1978D ;  ; Ag ; AU ; 15 ; Groshuk ; 373 
 3193 ; 5 марок. ФРГ. 200 лет со дня рождения Кляйста ; 1977G ;  ; Ag ; AU ; 21 ; Groshuk ; 503 
 3194 ; 5 марок. ФРГ. Год защиты памятников ; 1975F ;  ; Ag ; AU ; 18 ; наташа2712 ; 381 
 3195 ; 5 марок. ФРГ. Фридрих Райффайзен ; 1968J ;  ; Ag ; AU ; 24 ; Groshuk ; 503 
 3196 ; 5 марок. ФРГ. Иммануил Кант ; 1974D ;  ; Ag ; Proof ; 13 ; Groshuk ; 301 
 3197 ; 5 марок. ФРГ. Карл Фридрих Гусс ; 1977J ;  ; Ag ; AU ; 21 ; Groshuk ; 503 
 3198 ; 5 марок. ФРГ. Бальтазар Ньюманн ; 1978F ;  ; Ag ; AU ; 21 ; Groshuk ; 503 
 3199 ; 200-летие со дня рождения Вильгельма и Александра фон Гумбольдта ; 1967F ;  ; Ag ; AU ; 19 ; 06031983 ; 395 
 3200 ; 5 марок. ФРГ ; 1973F ;  ; Ag ; AU ; 19 ; maleevsw ; 639 
 3201 ; 5 марок. ФРГ ; 1973D ;  ; Ag ; XF ; 16 ; maleevsw ; 629 
 3202 ; 5 марок. ФРГ ; 1973G ;  ; Ag ; AU ; 15 ; maleevsw ; 512 
 3203 ; 5 марок. ФРГ ; 1974D ;  ; Ag ; AU ; 17 ; maleevsw ; 579 
 3204 ; 5 марок. ФРГ ; 1974F ;  ; Ag ; AU ; 18 ; maleevsw ; 512 
 3205 ; 1 доллар. США ; 1923S ;  ; Ag ; VF+ ; 14 ; сама71 ; 850 
 3206 ; 1/2 долларa. США. Джон Кеннади ; 1965 ;  ; Ag ; XF+ ; 25 ; electra ; 233 
 3207 ; 2 кроны. Эстония. Крепость Томпеа ; 1930 ;  ; Ag ; VF+ ; 19 ; Elephant ; 551 
 3208 ; 1 крона. Австрия ; 1896 ;  ; Ag ; VF- ; 11 ; val211 ; 117 
 3209 ; 1 крона. Австрия ; 1912 ;  ; Ag ; VF-XF ; 18 ; Elephant ; 155 
 3210 ; 1 крона. Австрия ; 1913 ;  ; Ag ; VF-XF ; 15 ; Lena6975 ; 182 
 3211 ; 1 крона. Австрия ; 1914 ;  ; Ag ; XF- ; 13 ; Serg78 ; 207 
 3212 ; 1 крона. Венгрия ; 1915 ;  ; Ag ; XF+ ; 16 ; dvlless ; 278 
 3113 ; 50 крон. Швеция. На бракосочетание ; 1976 ;  ; Ag ; AU ; 31 ; я8844 ; 853 
 3114 ; 5 франков. Франция ; 1833 ;  ; Ag ; VF+ ; 15 ; газета ; 1030 
 3115 ; 5 франков. Франция ; 1873 ;  ; Ag ; VF+ ; 19 ; VOLKODAVS5 ; 1167 
 3116 ; 100 шиллингов. Австрия. 1000 лет Каринтии ; 1976 ;  ; Ag ; XF+ ; 7 ; 333985 ; 594 
 3117 ; 100 шиллингов. Австрия. Зимняя Олимпиада. Упаковка ; 1976 ;  ; Ag ; Proof-Like ; 65 ; 333985 ; 816 
 3118 ; 2 кроны. Швеция ; 1956 ;  ; Ag ; XF+ ; 5 ; я8844 ; 228 
 3119 ; 1 крона. Швеция ; 1966 ;  ; Ag ; AU ; 13 ; ъхз ; 105 
 3120 ; 1 крона. Швеция ; 1949 ;  ; Ag ; VF-XF ; 9 ; ъхз ; 105 
 3121 ; 1 крона. Швеция ; 1965 ;  ; Ag ; XF/AU ; 5 ; ъхз ; 108 
 3122 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 34 ; кузяка ; 114 
 3123 ; 25 эре. Швеция ; 1957 ;  ; Ag ; XF ; 5 ; aziya11 ; 50 
 3124 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 13 ; SVDVS ; 64 
 3125 ; 1 доллар. США ; 1921 ;  ; Ag ; XF- ; 11 ; я8844 ; 1216 
 3126 ; 10 евро. Финляндия. Адольф Эрик Норденшёльд ; 2007 ;  ; Ag ; AU ; 19 ; LEXAI ; 1223 
 3127 ; 1,5 евро Австрия. Венская филармония ; 2010 ;  ; Ag ; AU ; 35 ; perevozchik ; 1053 
 3128 ; 50 крон. Швеция. Конституционная реформа ; 1975 ;  ; Ag ; AU ; 11 ; Vanka ; 850 
 3129 ; 50 крон. Швеция. Свадьба короля Карла XVI Густава и королевы Сильвии ; 1976 ;  ; Ag ; AU ; 23 ; massivejob ; 713 
 3130 ; 10 крон. Швеция. 90 лет со дня рождения Густава VI Адольфа ; 1972 ;  ; Ag ; XF ; 29 ; 111111 ; 663 
 3131 ; 5 крон. Швеция. 80 лет со дня рождения Густава VI Адольфа ; 1962 ;  ; Ag ; XF+ ; 35 ; Волк33 ; 765 
 3132 ; 5 крон. Швеция. 100 лет конституционной реформе ; 1966 ;  ; Ag ; XF+ ; 15 ; ИГОРЬ 22 ; 462 
 3133 ; 5 крон. Швеция. 150 лет конституции ; 1959 ;  ; Ag ; XF+ ; 19 ; karl ; 735 
 3134 ; 5 крон. Швеция ; 1955 ;  ; Ag ; XF ; 21 ; лог ин ; 334 
 3135 ; 5 крон. Швеция. 500 лет Риксдагу ; 1935 ;  ; Ag ; XF- ; 15 ; karl ; 804 
 3136 ; 2 кроны. Швеция ; 1939 ;  ; Ag ; XF ; 30 ; наташа2712 ; 497 
 3137 ; 2 кроны. Швеция. 25 лет правления Короля Оскара II ; 1897 ;  ; Ag ; XF ; 31 ; лог ин ; 922 
 3138 ; 2 кроны. Швеция. Годовщина золотой свадьбы ; 1907 ;  ; Ag ; XF ; 38 ; лог ин ; 1111 
 3139 ; 2 кроны. Швеция. 300 лет со дня смерти Густава II Адольфа ; 1932 ;  ; Ag ; XF ; 30 ; ZVS ; 612 
 3140 ; 2 кроны. Швеция. 400 лет политической свободы ; 1921 ;  ; Ag ; XF+ ; 30 ; ZVS ; 765 
 3141 ; 2 кроны. Швеция. 300 лет поселению Делавер ; 1938 ;  ; Ag ; XF ; 13 ; Алек ; 520 
 3142 ; 50 франков. Французская Полинезия ; 2003 ;  ; Cu-Ni ; AU ; 21 ; sibirian ; 85 
 3143 ; 25 сентимов. Андорра. ФАО ; 1996 ;  ; Cu-Ni ; AU ; 14 ; kornum ; 80 
 3144 ; 5 долларов. Либерия. Новые монеты Ватикана ; 2004 ;  ; Cu-Ni ; AU ; 24 ; spstudio ; 237 
 3145 ; 25 новых пенсов. Великобритания. Королева-мать ; 1980 ;  ; Cu-Ni ; XF ; 11 ; karl ; 114 
 3146 ; 5 долларов. Ниуэ. Кеннеди ; 1988 ;  ; Cu-Ni ; XF ; 11 ; gerber68 ; 177 
 3147 ; 2 пенго. Венгрия ; 1935 ;  ; Ag ; XF+ ; 34 ; askery ; 1700 
 3148 ; 2 пенго. Венгрия ; 1938 ;  ; Ag ; XF+ ; 15 ; 8888 ; 459 
 3149 ; 1000 эскудо. Португалия. Экспо 98 ; 1998 ;  ; Ag ; AU ; 17 ; Ясер ; 610 
 3150 ; 1 доллар. Канада. Торонто ; 1984 ;  ; Ag ; Proof ; 19 ; наташа2712 ; 517 
 3151 ; 1 крона. Великобритания. Серебряный юбилей ; 1935 ;  ; Ag ; XF+ ; 46 ; 111111 ; 1388 
 3152 ; 1 крона. Великобритания ; 1887 ;  ; Ag ; XF ; 61 ; soldat440 ; 3108 
 3153 ; 1 крона. Великобритания. Серебряный юбилей ; 1844 ;  ; Ag ; VF-XF ; 89 ; Harder ; 9876 
 3154 ; 5 лир. Италия. Ломбардия-Венеция ; 1848 ;  ; Ag ; VF-XF ; 56 ; Недорого ; 5111 
 3155 ; 1 бальбоа. Панама ; 1947 ;  ; Ag ; XF+ ; 47 ; zzoller ; 1665 
 3156 ; 1 бальбоа. Панама ; 1975 ;  ; Ag ; Proof ; 30 ; zzoller ; 1791 
 3157 ; 1 песо. Испанские Филиппины ; 1897 ;  ; Ag ; VF-XF ; 47 ; shest ; 3526 
 3158 ; 2-1/2 гульдена. Нидерландское Кюрасао ; 1944 ;  ; Ag ; AU ; 27 ; варяг2004 ; 1450 
 3159 ; 2 кроны. Норвегия. 150 лет Конституции ; 1914 ;  ; Ag ; XF ; 44 ; варяг2004 ; 3267 
 3160 ; 6 крейцеров. Вюртемберг ; 1807 ;  ; Ag ; VF- ; 26 ; guran ; 518 
 3161 ; 1 скиллинг. Швеция ; 1805 ;  ; Cu ; F-VF ; 17 ; tss ; 189 
 3162 ; 1 эре. Швеция ; 1743 ;  ; Cu ; F-VF ; 16 ; hf426 ; 155 
 3063 ; 1 доллар. Канада. Универсиада Эдмонтоне ; 1983 ;  ; Ag ; Proof ; 7 ; vitapool ; 432 
 3064 ; 1 доллар. Канада. Маккензи ; 1989 ;  ; Ag ; Proof ; 12 ; Волк33 ; 680 
 3065 ; 1 доллар. Канада. Национальный парк ; 1985 ;  ; Ag ; Proof ; 16 ; В1951 ; 573 
 3066 ; 1 доллар. Канада. Калгари ; 1975 ;  ; Ag ; AU ; 13 ; Jeff ; 491 
 3067 ; 40 рейс. Португальская Бразилия. Жоао - принц-регент ; 1802 ;  ; Cu ; F-VF ; 28 ; shest ; 1007 
 3068 ; 10 рейсов с надчеканом 1834г на 20 рейсах Бразильской империи 1832G ; 1832G (1834) ;  ; Cu ; F-VF ; 5 ; Alekdav ; 155 
 3069 ; 1/2 пенни - токен. Серия "Монах" Англия. Angelesey or London. Гуртовая надпись. Монограмма. Испорченный пруф ; 1791 ;  ; Cu ; XF ; 61 ; kott ; 4358 
 3070 ; 1/2 анны. Британская колония. Индия. Виктория - королева. 1 тип ; 1862 ;  ; Cu ; XF ; 19 ; Alekdav ; 837 
 3071 ; Карабешлык. Крым. Шахин-Гирей. Крым. 3-й год правления ; 1777 (1191) ;  ; Cu ; F ; 15 ; asnik ; 251 
 3072 ; Полушка. Крым. Шахин-Гирей. Крым. 3-й год правления ; 1777 (1191) ;  ; Cu ; F ; 20 ; val211 ; 227 
 3073 ; 3 пенса. Газетный политический токен. Lloyd`s weekly newspaper. Надчекан на 1/2 пенни. Токен ;  ;  ; Cu ; F+ ; 12 ; von_Schwarz ; 901 
 3074 ; 1/2 пенни. Анонимный токен. Канада ; 1820 ;  ; Cu ; F-VF ; 18 ; vvг ; 568 
 3075 ; 1/2 пенни. Токен. Новая Шотландия. Канада ; 1815 ;  ; Cu ; VF- ; 16 ; Alekdav ; 933 
 3076 ; 5 песет. Испания ; 1871 ;  ; Ag ; VF+ ; 24 ; dimasmirnov ; 909 
 3077 ; 5 песет. Испания ; 1878 ;  ; Ag ; F-VF ; 15 ; salim ; 816 
 3078 ; 5 песет. Испания ; 1890 ;  ; Ag ; VF+ ; 15 ; salim ; 867 
 3079 ; 5 франков. Швейцария. Лугано ; 1883 ;  ; Ag ; XF ; 38 ; iglion09 ; 4520 
 3080 ; 1/2 пенни. Великобритания ; 1799 ;  ; Cu ; XF ; 27 ; Uri ; 2043 
 3081 ; 1 шиллинг. Великобритания ; 1945 ;  ; Ag ; XF ; 17 ; F-VF ; 296 
 3082 ; 10 сантимов. Тунис ; 1914 ;  ; Br ; VF+ ; 18 ; askery ; 341 
 3083 ; 1 цент. Британская Малайя ; 1945 ;  ; Br ; XF- ; 28 ; Sky2 ; 104 
 3084 ; 10 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 13 ; pref ; 1266 
 3085 ; 50 пфеннигов. Веймар ; 1928A ;  ; Ni ; AU ; 33 ; electra ; 192 
 3086 ; 50 пфеннигов. Веймар ; 1920D ;  ; Al ; AU ; 11 ; hanim ; 76 
 3087 ; 10 шиллингов. Австрия ; 1971 ;  ; Ag ; AU ; 13 ; dim66 ; 135 
 3088 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 25 ; Сдг ; 151 
 3089 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 15 ; dim66 ; 180 
 3090 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 21 ; Groshuk ; 193 
 3091 ; 1 доллар. Канада ; 1964 ;  ; Ag ; XF+ ; 14 ; Thomson ; 556 
 3092 ; 1 доллар. Канада ; 1965 ;  ; Ag ; XF+ ; 7 ; kostya12.04.1994 ; 567 
 3093 ; 1 доллар. Канада ; 1963 ;  ; Ag ; XF+ ; 25 ; serg901 ; 772 
 3094 ; 25 песо. Мексика. Олимпиада ; 1968 ;  ; Ag ; AU ; 19 ; hanim ; 750 
 3095 ; 1/2 доллара. США. 100 лет штату Айовы ; 1946 ;  ; Ag ; XF ; 21 ; Недорого ; 2541 
 3096 ; 1 крона. Швеция ; 1914 ;  ; Ag ; VF+ ; 15 ; Serg78 ; 238 
 3097 ; 1 крона. Швеция ; 1944 ;  ; Ag ; VF ; 35 ; 7755 ; 108 
 3098 ; 1000 злотых. Польша. Иоанн Павел II ; 1982 ;  ; Ag ; AU ; 17 ; KELA-NIKO ; 783 
 3099 ; 1 крона. Дания ; 1915 ;  ; Ag ; XF ; 44 ; kornum ; 663 
 3100 ; 2 кроны. Швеция ; 1878 ;  ; Ag ; F-VF ; 23 ; dic79 ; 487 
 3101 ; 2 кроны. Дания. 75 лет со дня рождения короля ; 1945 ;  ; Ag ; AU ; 27 ; mart_si ; 951 
 3102 ; 2 кроны. Дания. ; 1916 ;  ; Ag ; AU ; 58 ; tamsimun ; 1832 
 3103 ; 2 кроны. Дания. Кампания против туберкулеза Гренландии ; 1953 ;  ; Ag ; AU ; 19 ; vicnic ; 983 
 3104 ; 2 кроны. Дания. 60 лет королю ; 1930 ;  ; Ag ; XF/AU ; 17 ; Виталий 64 ; 793 
 3105 ; 2 кроны. Дания ; 1957 ;  ; Al/Br ; VF+ ; 16 ; mkm1968 ; 113 
 3106 ; 2 кроны. Дания ; 1940 ;  ; Al/Br ; VF-XF ; 11 ; zelya ; 138 
 3107 ; 5 евро. Финляндия ; 2005 ;  ; Би/м ; AU ; 12 ; mefody73 ; 261 
 3108 ; 5 крон. Дания ; 1961 ;  ; Cu-Ni ; AU ; 9 ; anshel ; 102 
 3109 ; 50 лепт. Греция ; 1966 ;  ; Cu-Ni ; XF ; 35 ; kornum ; 86 
 3110 ; Монета иностранная ;  ;  ; Cu ; VF ; 27 ; mkm1968 ; 270 
 3111 ; 5 франков. Швейцария. Фрибург ; 1881 ;  ; Ag ; VF ; 37 ; iglion09 ; 4520 
 3112 ; 5 франков. Швейцария. Лугано ; 1883 ;  ; Ag ; XF ; 45 ; Flagman ; 5429 
 3013 ; 1 доллар. Острова Кука. Рыба ; 1999 ;  ; Ag ; Proof ; 40 ; kehha ; 1395 
 3014 ; 1 доллар. Острова Кука. Рыба ; 1999 ;  ; Ag ; Proof ; 35 ; kehha ; 1395 
 3015 ; 100 крон. Норвегия. Олимпиада ; 1991 ;  ; Ag ; Proof ; 26 ; dsp ; 1534 
 3016 ; 50 крон. Норвегия. Олимпиада ; 1992 ;  ; Ag ; Proof ; 16 ; S1952 ; 915 
 3017 ; 50 крон. Норвегия. Олимпиада ; 1991 ;  ; Ag ; Proof ; 19 ; S1952 ; 869 
 3018 ; 10 лат. Латвия. 800 лет Риге. 15 век ; 1996 ;  ; Ag ; Proof ; 34 ; jugla ; 1541 
 3019 ; 10 лат. Латвия. 800 лет Риге. 19 век ; 1998 ;  ; Ag ; Proof ; 31 ; jugla ; 1279 
 3020 ; 10 лат. Латвия. 800 лет Риге. 20 век ; 1998 ;  ; Ag ; Proof ; 24 ; D-503 ; 1258 
 3021 ; 10 евро. Финляндия. 200 лет со дня рождения Элиаса Леннрота ; 2002 ;  ; Ag ; Proof ; 27 ; Димон777 ; 1301 
 3022 ; 10 евро. Финляндия. Нинна Кант ; 2010 ;  ; Ag ; Proof ; 47 ; Димон777 ; 1861 
 3023 ; 20 рублей. Белоруссия. Олимпиада в Сиднее 2000г ; 2000 ;  ; Ag ; Proof ; 21 ; pol75 ; 2097 
 3024 ; 10 долларов. Канада. Олимпиада ; 1976 ;  ; Ag ; AU ; 39 ; zelya ; 1400 
 3025 ; 10 долларов. Канада. Олимпиада ; 1976 ;  ; Ag ; AU ; 25 ; zelya ; 1400 
 3026 ; 10 долларов. Канада. Олимпиада ; 1973 ;  ; Ag ; AU ; 21 ; Guu_chi ; 1409 
 3027 ; 10 долларов. Канада. Олимпиада ; 1973 ;  ; Ag ; AU ; 22 ; Guu_chi ; 1428 
 3028 ; 10 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 16 ; Guu_chi ; 1428 
 3029 ; 10 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 19 ; моя ставка господа ; 1428 
 3030 ; 10 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 23 ; bob375 ; 1409 
 3031 ; 10 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 23 ; Guu_chi ; 1409 
 3032 ; 10 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 17 ; Guu_chi ; 1409 
 3033 ; 10 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 18 ; zelya ; 1381 
 3034 ; 10 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 23 ; zelya ; 1400 
 3035 ; 10 долларов. Канада. Олимпиада ; 1976 ;  ; Ag ; AU ; 17 ; моя ставка господа ; 1438 
 3036 ; 10 долларов. Канада. Олимпиада ; 1976 ;  ; Ag ; AU ; 22 ; моя ставка господа ; 1428 
 3037 ; 10 долларов. Канада. Олимпиада ; 1976 ;  ; Ag ; AU ; 19 ; zelya ; 1400 
 3038 ; 10 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 15 ; моя ставка господа ; 1438 
 3039 ; 10 долларов. Канада. Олимпиада ; 1976 ;  ; Ag ; AU ; 13 ; zelya ; 1400 
 3040 ; 5 долларов. Канада. Олимпиада ; 1973 ;  ; Ag ; AU ; 5 ; mefody73 ; 810 
 3041 ; 5 долларов. Канада. Олимпиада ; 1973 ;  ; Ag ; AU ; 4 ; zelya ; 794 
 3042 ; 5 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 4 ; zelya ; 794 
 3043 ; 5 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 4 ; zelya ; 794 
 3044 ; 5 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 7 ; Guu_chi ; 844 
 3045 ; 5 долларов. Канада. Олимпиада ; 1974 ;  ; Ag ; AU ; 4 ; zelya ; 794 
 3046 ; 5 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 5 ; S1952 ; 810 
 3047 ; 5 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 4 ; zelya ; 794 
 3048 ; 5 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 4 ; zelya ; 794 
 3049 ; 5 долларов. Канада. Олимпиада ; 1975 ;  ; Ag ; AU ; 5 ; andreyM ; 810 
