 5865 ; Бона иностранная. Перу ;  ;  ;  ; AU ; 63 ; mart_si ; 223 
 3664 ; 50 лир. Сан-Марино ; 1978 ;  ; St ; Unc ; 30 ; cochu ; 81 
 3665 ; 50 лир. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; St ; Unc ; 70 ; Affliction ; 324 
 3666 ; 10 лир. Сан-Марино ; 1978 ;  ; Al ; Unc ; 24 ; cochu ; 65 
 3667 ; 10 лир. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; Al ; Unc ; 50 ; страус ; 231 
 3668 ; 2 лиры. Сан-Марино ; 1978 ;  ; Al ; Unc ; 30 ; dsp ; 128 
 3669 ; 2 лиры. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; Al ; Unc ; 44 ; страус ; 201 
 3670 ; 100 лир. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; St ; Unc ; 23 ; страус ; 227 
 3671 ; 100 лир. Сан-Марино ; 1978 ;  ; St ; Unc ; 10 ; SKeeper ; 45 
 3672 ; 20 лир. Сан-Марино ; 1978 ;  ; Al/Br ; Unc ; 23 ; jj ; 110 
 3673 ; 20 лир. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; Al/Br ; Unc ; 48 ; страус ; 201 
 3674 ; 5 лир. Сан-Марино ; 1978 ;  ; Al ; Unc ; 19 ; dsp ; 152 
 3675 ; 5 лир. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; Al ; Unc ; 16 ; страус ; 227 
 3676 ; 1 лира. Сан-Марино ; 1978 ;  ; Al ; Unc ; 17 ; jj ; 110 
 3677 ; 1 лира. Сан-Марино. XXII Олимпийские игры в Москве ; 1980 ;  ; Al ; Unc ; 20 ; страус ; 214 
 3678 ; 10 крон. Дания ; 1986 ;  ; Cu/Ni ; AU ; 19 ; D-503 ; 200 
 3679 ; 20 крон. Дания. Корабль Зеландия ; 2008 ;  ; Al/Br ; AU ; 31 ; vb96 ; 411 
 3680 ; 5 евро. Финляндия. Чемпионат мира по хоккею ; 2003 ;  ; Би/м ; AU ; 31 ; Челябинск ; 898 
 3681 ; 1 пенни. Великобритания ; 1807 ;  ; Br ; F ; 10 ; страус ; 54 
 3682 ; 1 фартинг. Великобритания ; 1886 ;  ; Br ; F-VF ; 14 ; страус ; 38 
 3683 ; 1 фартинг. Великобритания ; 1821 ;  ; Br ; F+ ; 25 ; karl ; 222 
 3684 ; 25 сантимов. Люксембург ; 1922 ;  ; Fe ; VF- ; 23 ; av ; 250 
 3685 ; 10 сантимов. Люксембург ; 1918 ;  ; Fe ; F-VF ; 14 ; jj ; 217 
 3686 ; 10 сантимов. Люксембург ; 1915 ;  ; Zn ; F-VF ; 6 ; jj ; 240 
 3687 ; 5 эре. Норвегия ; 1917 ;  ; Fe ; F ; 21 ; jj ; 248 
 3688 ; 2 эре. Дания ; 1918 ;  ; Fe ; F ; 23 ; jj ; 199 
 3689 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; XF ; 8 ; buben ; 24 
 3690 ; 50 центов. Сингапур ; 2013 ;  ; St ; AU ; 7 ; Ивпага ; 32 
 3691 ; 50 франков. Центральная Африка ; 1980 ;  ; Cu-Ni ; XF+ ; 8 ; Dahan ; 53 
 3692 ; 1/4 анны. Британская Индия ; 1936 ;  ; Br ; VF ; 3 ; Allegro33 ; 31 
 3693 ; 2 эре. Швеция ; 1889 ;  ; Cu ; VF ; 6 ; buben ; 40 
 3694 ; 3 пенса. Великобритания ; 1945 ;  ; Al/Br ; XF ; 14 ; dim66 ; 32 
 3695 ; 1 шиллинг. Австрия ; 1957 ;  ; Al ; XF ; 5 ; stark-2006 ; 23 
 3696 ; 10 сантимов. Франция ; 1928 ;  ; Cu-Ni ; VF+ ; 9 ; igor26 ; 57 
 3697 ; 10 пфеннигов. Германия ; 1942 ;  ; Zn ; F-VF ; 6 ; TiBuL ; 30 
 3698 ; 1 бат. Тайланд ;  ;  ; Cu-Ni ; XF+ ; 3 ; жора ; 20 
 3699 ; 1/4 анны. Индия ; 1918 ;  ; Br ; F+ ; 6 ; Eilenau ; 28 
 3700 ; 2 кроны. Дания ; 1952 ;  ; Al/Br ; VF-XF ; 12 ; Eilenau ; 44 
 3701 ; 1/2 драхмы. P.Rocers Birmingham & Co ;  ;  ; Al/Br ; XF ; 7 ; murka1973 ; 91 
 3702 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; AU ; 17 ; Taras58 ; 142 
 3703 ; 50 сантимов. Франция ; 1922 ;  ; Al/Br ; VF ; 12 ; юрий73 ; 32 
 3704 ; 5 эре. Швеция ; 1911 ;  ; Br ; VF ; 6 ; zelya ; 40 
 3705 ; 100 эскудо. Порутгалия ; 1990 ;  ; Би/м ; XF ; 4 ; stark-2006 ; 20 
 3706 ; 25 сентаво. Испания ; 1937 ;  ; Cu-Ni ; XF ; 10 ; vesta78 ; 40 
 3707 ; 10 франков. Франция ; 1974 ;  ; Al/Br ; XF ; 4 ; stark-2006 ; 11 
 3708 ; 5 франков. Люксембург ; 1986 ;  ; Al/Br ; XF ; 4 ; Eilenau ; 28 
 3609 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 13 ; cr2952 ; 116 
 3610 ; 1 лира. Турция. Леопард ; 2012 ;  ; Би/м ; AU ; 11 ; cr2952 ; 184 
 3611 ; 1 лира. Турция. Лев ; 2011 ;  ; Би/м ; AU ; 17 ; cr2952 ; 203 
 3612 ; 100 лей. Румыния ; 1943 ;  ; Ni ; XF- ; 19 ; Junona ; 45 
 3613 ; 20 чентезимо. Италия ; 1910 ;  ; Cu-Ni ; XF ; 23 ; Володя ; 50 
 3614 ; 20 чентезимо. Италия ; 1912 ;  ; Cu-Ni ; XF ; 11 ; Володя ; 50 
 3615 ; 50 чентезимо. Италия ; 1925 ;  ; Cu-Ni ; XF ; 27 ; Володя ; 90 
 3616 ; 50 сенти. Эстония ; 1936 ;  ; Ni/Br ; XF+ ; 35 ; Александр007 ; 365 
 3617 ; 20 форинтов. Венгрия ; 1989 ;  ; Cu-Ni ; XF ; 10 ; stark-2006 ; 23 
 3618 ; 1 рупия. Шри Ланка. Визит Папы ; 1992 ;  ; Cu-Ni ; VF+ ; 13 ; SKeeper ; 51 
 3619 ; 50 центов. Гон-Конг. Георг VI ; 1951 ;  ; Cu-Ni ; VF-XF ; 30 ; страус ; 91 
 3620 ; 5 марок. ГДР. 30 лет образования ГДР ; 1969 ;  ; Cu-Ni ; VF+ ; 15 ; rf47 ; 29 
 3621 ; 2 марки. ФРГ ; 1971F ;  ; Cu-Ni ; VF+ ; 5 ; all123 ; 181 
 3622 ; 2 марки. ФРГ ; 1972J ;  ; Cu-Ni ; VF+ ; 22 ; g7 ; 37 
 3623 ; 1 марка ФРГ ; 1963F ;  ; Cu-Ni ; VF+ ; 12 ; CASABLANCA ; 51 
 3624 ; 50 центов. Великобритания ; 1982 ;  ; Cu-Ni ; XF ; 11 ; irino4ka ; 30 
 3625 ; 50 центов. Великобритания ; 1973 ;  ; Cu-Ni ; XF ; 10 ; rf47 ; 35 
 3626 ; 10 сен. Бельгия ; 1921 ;  ; Cu-Ni ; VF+ ; 11 ; kornum ; 46 
 3627 ; 25 сентисес. Испания ; 1937 ;  ; Cu-Ni ; XF+ ; 20 ; gdrg2 ; 51 
 3628 ; 10 вату. Вануата ; 1999 ;  ; Cu-Ni ; AU ; 19 ; Taras58 ; 45 
 3629 ; 1 цент. Мальта ; 2001 ;  ; Cu-Zn ; AU ; 5 ; kornum ; 30 
 3630 ; 50 дени. Македония ; 1993 ;  ; Латунь ; AU ; 13 ; rf47 ; 22 
 3631 ; 5 пфенниг. Германия ; 1938D ;  ; Al/Br ; XF+ ; 41 ; maleevsw ; 87 
 3632 ; 1 франк. Франция ; 1932 ;  ; Al/Br ; VF ; 17 ; kornum ; 68 
 3633 ; 1 сентаво. Куба ; 1953 ;  ; Латунь ; VF ; 13 ; сама71 ; 47 
 3634 ; 1 сентаво. Гватемала ; 1958 ;  ; Латунь ; XF ; 6 ; kornum ; 23 
 3635 ; 2000 донг. Вьетнам ; 2003 ;  ; Al/Br ; XF+ ; 16 ; Брик ; 42 
 3636 ; 1 доллар. Фиджи ; 1995 ;  ; Латунь ; VF+ ; 27 ; Taras58 ; 53 
 3637 ; 50 сентимес. Перу ; 1985 ;  ; Al/Br ; XF ; 15 ; rf47 ; 24 
 3638 ; 10 пфенниг. Данциг ; 1932 ;  ; Al/Br ; VF ; 21 ; krugerrand ; 152 
 3639 ; 3 пенса. Великобритания ; 1941 ;  ; Al/Br ; VF ; 8 ; rf47 ; 22 
 3640 ; 1 цент. Канада ; 1942 ;  ; Br ; VF ; 4 ; rf47 ; 22 
 3641 ; 1 кобо. Нигерия ; 1973 ;  ; Br ; XF ; 15 ; ag58 ; 34 
 3642 ; 2 злотых. Польша ; 1995 ;  ; Би/м ; XF ; 11 ; rf47 ; 22 
 3643 ; 5 франков. Франция ; 1947 ;  ; Al ; XF ; 17 ; av ; 36 
 3644 ; 10 сентимес. Франция ; 1916 ;  ; Br ; VF+ ; 13 ; юрий73 ; 34 
 3645 ; 5 эре. Норвегия ; 1943 ;  ; Fe ; VF+ ; 3 ; banks ; 22 
 3646 ; 5 цент. Фиджи ; 1981 ;  ; Cu-Ni ; XF ; 22 ; Taras58 ; 37 
 3647 ; 25 халери. Чехословакия ; 1933 ;  ; Cu-Ni ; XF ; 25 ; vasek ; 85 
 3648 ; 20 халери. Чехословакия ; 1930 ;  ; Cu-Ni ; VF+ ; 28 ; vasek ; 81 
 3649 ; 5 сентавос. Гватемала ; 1986 ;  ; Cu-Ni ; VF+ ; 9 ; rf47 ; 22 
 3650 ; 5 лей. Хорватия ; 1947 ;  ; Zn ; VF+ ; 24 ; 220W ; 75 
 3651 ; 10 сент. Нидерланды ; 1941 ;  ; Zn ; VF ; 14 ; сама71 ; 34 
 3652 ; 20 халери. Чехия и Моравия ; 1943 ;  ; Zn ; XF ; 20 ; 06031983 ; 318 
 3653 ; 10 халери. Чехия и Моравия ; 1941 ;  ; Zn ; XF ; 31 ; сама71 ; 217 
 3654 ; 1 сентим. Франция ; 1969 ;  ; Хром/St ; XF+ ; 10 ; ag58 ; 23 
 3655 ; 5 пфенниг. Германия ; 1918A ;  ; Fe ; XF ; 8 ; TiBuL ; 23 
 3656 ; 1 динар. ОАЭ ; 1973-1989 ;  ; Cu-Ni ; VF+ ; 3 ; g7 ; 6 
 3657 ; 50 филс. ОАЭ ; 1995-1998 ;  ; Cu-Ni ; XF ; 8 ; Опятор ; 21 
 3658 ; 50 филс. ОАЭ ; 1995-1998 ;  ; Cu-Ni ; XF+ ; 8 ; rf47 ; 20 
 3559 ; 1 скиллинг. Дания ; 1860 ;  ; Cu ; F-VF ; 8 ; Asa ; 91 
 3560 ; 1 эре. Дания ; 1940 ;  ; Br ; XF ; 4 ; Westin ; 15 
 3561 ; 5 франков. Французская Новая Каледония ; 1952 ;  ; Al ; VF+ ; 10 ; Вадим Старый ; 59 
 3562 ; 50 центов. Австралия ; 1970 ;  ; Cu-Ni ; VF+ ; 7 ; Filip ; 33 
 3563 ; 5 сантимов. Франция ; 1917 ;  ; Br ; F ; 8 ; юрий73 ; 51 
 3564 ; 50 франков. Франция ; 1953 ;  ; Al/Br ; VF+ ; 6 ; Eilenau ; 33 
 3565 ; 1 цент. Нидерланды ; 1919 ;  ; Br ; F-VF ; 6 ; SKeeper ; 20 
 3566 ; 20 центов. Новая Зеландия ; 1975 ;  ; Cu-Ni ; VF+ ; 4 ; Eilenau ; 37 
 3567 ; 10 халала. Саудовская Аравия ; 1392 ;  ; Cu-Ni ; XF ; 5 ; sampler22 ; 23 
 3568 ; 1/4 анны. Индия ; 1939 ;  ; Br ; F-VF ; 5 ; SKeeper ; 44 
 3569 ; 1/2 марки. Германия ; 1905A ;  ; Ag ; VF ; 6 ; imi ; 111 
 3570 ; 2 песо. Аргентина ; 2011 ;  ; Би/м ; XF+ ; 12 ; dim66 ; 38 
 3571 ; 20 крон. Дания ; 2011 ;  ; Al/Br ; XF+ ; 9 ; vb96 ; 192 
 3572 ; 2 кроны. Дания ; 1952 ;  ; Al/Br ; VF ; 4 ; Eilenau ; 58 
 3573 ; 10 центов. Нидерланды ; 1914 ;  ; Ag ; VF- ; 8 ; Eilenau ; 39 
 3574 ; 1 бат. Тайланд ;  ;  ; Cu-Ni ; XF ; 4 ; Eilenau ; 12 
 3575 ; 1 толар. Словения ; 1992 ;  ; Al/Br ; XF ; 8 ; Taras58 ; 28 
 3576 ; 50 халала. Саудовская Аравия ; 1392 ;  ; Cu-Ni ; AU ; 4 ; Eilenau ; 26 
 3577 ; 100 рупий. Индонезия ; 1978 ;  ; Cu-Ni ; XF ; 12 ; sampler22 ; 35 
 3578 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; XF ; 3 ; Filip ; 11 
 3579 ; 1/2 рупии. Индия ; 1947 ;  ; Cu-Ni ; VF ; 4 ; buben ; 50 
 3580 ; 5 центов. Багамы ; 1975 ;  ; Cu-Ni ; VF ; 3 ; gorbi ; 21 
 3581 ; 25 эре. Дания ; 1946 ;  ; Cu-Ni ; VF+ ; 23 ; Flagman ; 23 
 3582 ; 2 эре. Дания ; 1920 ;  ; Br ; VF ; 8 ; Eilenau ; 37 
 3583 ; 1 анна. Индия ; 1935 ;  ; Cu-Ni ; F-VF ; 4 ; Eilenau ; 25 
 3584 ; 50 центов. Уганда ; 1966 ;  ; Cu-Ni ; VF ; 24 ; kornum ; 65 
 3585 ; 1/4 доллара. США ; 1899 ;  ; Ag ; F ; 14 ; donsokolov ; 105 
 3586 ; 1 юань. Китай ; 1999 ;  ; Cu-Ni ; VF+ ; 10 ; Eilenau ; 11 
 3587 ; 2 евро. Сан-Марино ; 2011 ;  ; Би/м ; AU ; 16 ; mishakl ; 148 
 3588 ; 2 евро. Бельгия. 100 лет Международному женскому дню ; 2011 ;  ; Би/м ; AU ; 13 ; sg ; 190 
 3589 ; 2 евро. Словакия. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 13 ; sg ; 175 
 3590 ; 2 евро. Мальта ; 2008 ;  ; Би/м ; AU ; 9 ; хуторянин ; 114 
 3591 ; 2 евро. Словакия. 1150 лет со дня прибытия миссии Кирилла и Мефодия в Великую Моравию ; 2013 ;  ; Би/м ; AU ; 19 ; sg ; 189 
 3592 ; 2 евро. Италия. 200 лет со дня рождения Камилло Кавура ; 2010 ;  ; Би/м ; AU ; 10 ; aziya11 ; 135 
 3593 ; 2 евро. Люксембург. 100 лет со дня смерти Великого герцога Люксембургского Вильгельма IV ; 2012 ;  ; Би/м ; AU ; 13 ; sg ; 189 
 3594 ; 2 евро. Греция. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 20 ; sg ; 210 
 3595 ; 2 евро. Испания. Архитектурный ансамбль Эскориал ; 2013 ;  ; Би/м ; AU ; 18 ; sg ; 260 
 3596 ; 2 евро. Испания. 500 лет со дня рождения Фернана Мендеса Пинто ; 2011 ;  ; Би/м ; AU ; 18 ; sg ; 216 
 3597 ; 10000 злотых. Польша. Солидарность ; 1990 ;  ; Cu/Ni ; XF+ ; 15 ; dudinjohn ; 66 
 3598 ; 500 злотых. Польша. 50 лет победы во II МВ ; 1989 ;  ; Cu/Ni ;  ; 10 ; stark-2006 ; 87 
 3599 ; 100 злотых. Польша. 70 лет Великобпольского восстания ; 1988 ;  ; Cu/Ni ; Пятна ; 9 ; kornum ; 82 
 3600 ; 50 злотых. Польша. Мешко I ; 1979 ;  ; Cu/Ni ; Пятна ; 5 ; dudinjohn ; 62 
 3601 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; Пятна ; 8 ; Mukoved ; 79 
 3602 ; 50 злотых. Польша. F.A.O. ; 1981 ;  ; Cu/Ni ; Пятна ; 8 ; stark-2006 ; 69 
 3603 ; 50 злотых. Польша. Владислав Сикорский ; 1981 ;  ; Cu/Ni ; Пятна ; 11 ; stark-2006 ; 137 
 3604 ; 20 злотых. Польша. Игры XXII олимпиады ; 1980 ;  ; Cu/Ni ; Пятна ; 17 ; kornum ; 202 
 3605 ; 10 злотых. Польша. Болеслав Прус ; 1984 ;  ; Cu/Ni ; Пятна ; 5 ; ram3329 ; 31 
 3606 ; 2 гривны. Украина. Иван Франко ; 2006 ;  ; Cu/Ni ; AU ; 33 ; Vol4en0k ; 162 
 3607 ; 2 гривны. Украина. Михаил Грушевский ; 2006 ;  ; Cu/Ni ; AU ; 38 ; Vol4en0k ; 181 
 3608 ; 5 гривен. Украина. 60 лет Совету Европы ; 2009 ;  ; Би/м ; AU ; 25 ; Vol4en0k ; 206 
 3509 ; 10 сантимов. Франция, Нотгельд торговой падлаты департамента Эро ; 1917-1922 ;  ; Zn ; VF- ; 8 ; vb96 ; 128 
 3510 ; 1 франк. Катанга ; 1961 ;  ; Br ; VF ; 31 ; gorbi ; 125 
 3511 ; 3 пенса. Великобритания ; 1893 ;  ; Ag ; AU ; 24 ; maleevsw ; 907 
 3512 ; 1 анна. Британская Индия ; 1920 ;  ; Cu/Ni ; VF ; 5 ; gdrg2 ; 46 
 3513 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; VF ; 8 ; андрей1957 ; 227 
 3514 ; 10 пиастров. Ливан ; 1955 ;  ; Br ; VF+ ; 15 ; kornum ; 107 
 3515 ; 2/10 гирша. Египет ; 1886 ;  ; Cu/Ni ; AU ; 40 ; vb96 ; 213 
 3516 ; 1 динар. Ирак ; 1981 ;  ; Cu/Ni ; XF ; 14 ; mks-1 ; 90 
 3517 ; 1 лира. Италия ; 1909 ;  ; Ag ; VF- ; 15 ; 8888 ; 303 
 3518 ; 50 песо. Мексика. Футбол ; 1985 ;  ; Ag ; XF+ ; 32 ; leonardo2010 ; 523 
 3519 ; 25 песо. Мекксика. Олимпиада ; 1968 ;  ; Ag ; AU ; 16 ; В1951 ; 459 
 3520 ; 10 франков. Франция. Кубок мира по футболу ; 1997 ;  ; Ag ; Proof ; 26 ; sveta6369 ; 952 
 3521 ; 25 марок. Финляндия. Чемпионат по атлетике ; 1978 ;  ; Ag ; VF-XF ; 16 ; Опятор ; 343 
 3522 ; 50 шиллингов. Австрия. Олимпиада в Инсбруке ; 1964 ;  ; Ag ; Proof ; 23 ; zelya ; 476 
 3523 ; 10 динаров. Андорра. Футбол ; 2003 ;  ; Ag ; Proof ; 18 ; care12 ; 1105 
 3524 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; XF- ; 37 ; NL.minkki ; 744 
 3525 ; 10 франков. Франция. Кубок мира по футболу ; 1998 ;  ; Ag ; Proof ; 20 ; sveta6369 ; 971 
 3526 ; 5 фунтов. Великобритания. Королева-мать ; 2000 ;  ; Сu-Ni ; AU ; 9 ; krugerrand ; 319 
 3527 ; 1 юань. Китай. Чемпионат мира по футболу ; 1982 ;  ; Латунь ; AU ; 23 ; генерал777 ; 714 
 3528 ; 3 пенса. Австралия ; 1949 ;  ; Ag ; VF+ ; 23 ; Rober ; 57 
 3529 ; 1 песо. Мексика ; 1958 ;  ; Ag ; XF ; 5 ; Banderas ; 158 
 3530 ; 2 злотых. Польша. Футбол ; 2012 ;  ; Al/Br ; AU ; 11 ; Vanka ; 47 
 3531 ; 1 лей. Румыния ; 1940 ;  ; Br ; VF- ; 10 ; Александр007 ; 49 
 3532 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 22 ; xs4321 ; 185 
 3533 ; 1 колон. Коста-Рика ; 1972 ;  ; Cu-Ni ; VF+ ; 16 ; Hamlet ; 28 
 3534 ; 25 эре. Швеция ; 1947 ;  ; Ag ; VF+ ; 7 ; gdrg2 ; 58 
 3535 ; 5 сантимов. Бельгия ; 1862 ;  ; Cu-Ni ; VF ; 6 ; TiBuL ; 34 
 3536 ; 2 сенти. Эстония ; 1934 ;  ; Br ; F-VF ; 13 ; Хороший ; 94 
 3537 ; 5 центов. США ;  ;  ; Cu-Ni ; F-VF ; 8 ; gogo ; 9 
 3538 ; 1 сент. Эстония ; 1929 ;  ; Br ; VF- ; 19 ; Хороший ; 39 
 3539 ; 1 марка. Эстония ; 1924 ;  ; Ni-Br ; F+ ; 83 ; bonipari ; 322 
 3540 ; 10 сенти. Эстония ; 1992 ;  ; Al/Br ; VF+ ; 14 ; bonipari ; 136 
 3541 ; 5 сенти. Эстония ; 1931 ;  ; Br ; VF ; 13 ; Хороший ; 39 
 3542 ; 1 динар. Югославия ; 1925 ;  ; Cu-Ni ; F-VF ; 13 ; SKeeper ; 28 
 3543 ; 20 сенти. Эстония ; 1935 ;  ; Ni-Br ; VF ; 16 ; gogo ; 80 
 3544 ; 100 песет. Испания ; 1995 ;  ; Al/Br ; VF ; 8 ; Westin ; 32 
 3545 ; 1 цент. Канада ; 1945 ;  ; Br ; VF ; 4 ; Heaven ; 12 
 3546 ; 1 пенни. Австралия ; 1922 ;  ; Br ; VF ; 5 ; SKeeper ; 61 
 3547 ; 1/3 скиллинга. Швеция ; 1847 ;  ; Cu ; F ; 8 ; Westin ; 53 
 3548 ; 1 крона. Дания ; 1942 ;  ; Al/Br ; VF ; 8 ; gdrg2 ; 41 
 3549 ; 50 песет. Испания ; 1992 ;  ; Cu-Ni ; VF+ ; 5 ; Враг ; 31 
 3550 ; 50 тамбала. Малави ; 1996 ;  ; Al/Br ; XF ; 23 ; sibirian ; 40 
 3551 ; 10 центов. Канада ; 1960 ;  ; Ag ; VF- ; 7 ; ASTRAL ; 100 
 3552 ; 1 эскудо. Португалия ; 1946 ;  ; Cu-Ni ; VF ; 9 ; av ; 42 
 3553 ; 5 центов. США ; 1937 ;  ; Cu-Ni ; VF- ; 8 ; Стасыч ; 67 
 3554 ; 10 сантимов. Франция ; 1936 ;  ; Cu-Ni ; VF ; 8 ; Володя ; 40 
 3555 ; 5 эре. Швеция ; 1942 ;  ; Fe ; F+ ; 6 ; Враг ; 17 
 3556 ; 10 пайс. Индия ; 1981 ;  ; Al ; VF ; 6 ; Westin ; 17 
 3557 ; 50 пара. Югославия ; 1938 ;  ; Al/Br ; VF ; 6 ; Westin ; 32 
 3558 ; 2 эре. Дания ; 1920 ;  ; Br ; VF ; 6 ; Westin ; 31 
 3459 ; 5 сентаво. Сальвадор ; 1972 ;  ; Cu/Ni ; VF- ; 9 ; buben ; 11 
 3460 ; 2 боливара. Венесуэла ; 1967 ;  ; Cu/Ni ; XF ; 3 ; sampler22 ; 4 
 3461 ; 5 марок. ГДР ; 1969 ;  ; Ni/Br ; VF-XF ; 8 ; Метро62 ; 45 
 3462 ; 100 рупий. Индонезия ; 1973 ;  ; Cu/Ni ; VF-XF ; 6 ; TiBuL ; 12 
 3463 ; 200000 карбованцев. Украина. Победа в ВОВ ; 1995 ;  ; Cu-Ni ; AU ; 17 ; bonipari ; 114 
 3464 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 14 ; sampler22 ; 114 
 3465 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 11 ; Vol4en0k ; 204 
 3466 ; 2 гривны. Украина. СНГ ; 2011 ;  ; Cu-Ni ; AU ; 49 ; Vol4en0k ; 336 
 3467 ; 2 евро. Италия. Пасколи ; 2012 ;  ; Би/м ; AU ; 9 ; sg ; 124 
 3468 ; 1/2 доллара. США ; 2009P ;  ; Cu-Ni ; AU ; 13 ; gdrg2 ; 107 
 3469 ; 1/2 доллара. США. 50 лет 2МВ ; 1995P ;  ; Cu-Ni ; AU ; 21 ; страус ; 745 
 3470 ; 1/2 доллара. США. Кубок по футболу ; 1994P ;  ; Cu-Ni ; Proof ; 17 ; electra ; 320 
 3471 ; 1/2 доллара. США. Иммиграция в Америку ; 1986S ;  ; Cu-Ni ; Proof ; 31 ; electra ; 306 
 3472 ; 1/2 доллара. США. Гора Рашмор ; 1991S ;  ; Cu-Ni ; Proof ; 11 ; electra ; 310 
 3473 ; 1/2 доллара. США. 200 лет Конгрессу ; 1989S ;  ; Cu-Ni ; Proof ; 18 ; electra ; 310 
 3474 ; 1/2 доллара. США. Челенджер ; 2008S ;  ; Cu-Ni ; Proof ; 26 ; electra ; 615 
 3475 ; 1/2 доллара. США. Олимпиада ; 1992S ;  ; Cu-Ni ; Proof ; 18 ; electra ; 579 
 3476 ; 1/2 доллара. США. Национальный монумент братьев Райт ; 2003P ;  ; Cu-Ni ; Proof ; 16 ; electra ; 615 
 3477 ; 5 марок. ФРГ. Штейн ; 1981 ;  ; Cu-Ni ; AU ; 13 ; Bonyf ; 181 
 3478 ; 1 пенни. Великобритания ; 1891 ;  ; Br ; VF+ ; 37 ; igor26 ; 285 
 3479 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF+ ; 7 ; gdrg2 ; 31 
 3480 ; 1 пенни. Великобритания ; 1921 ;  ; Br ; F+ ; 5 ; Bonyf ; 14 
 3481 ; 2 фунта. Великобритания ; 1995 ;  ; Латунь ; AU ; 27 ; msm ; 267 
 3482 ; 1 фунт. Великобритания ; 1984 ;  ; Латунь ; AU ; 26 ; AID57 ; 183 
 3483 ; 1 фунт. Великобритания ; 1985 ;  ; Латунь ; VF ; 14 ; dvlless ; 57 
 3484 ; 1 фунт. Великобритания ; 2000 ;  ; Латунь ; XF+ ; 25 ; nast33 ; 122 
 3485 ; 1 фунт. Великобритания ; 1990 ;  ; Латунь ; XF+ ; 35 ; nast33 ; 186 
 3486 ; 2 фунта. Великобритания. Билль о правах ; 1989 ;  ; Латунь ; AU ; 24 ; ВИТАЛИЙ ; 308 
 3487 ; 1 доллар. Австралия. 2МВ ; 2005 ;  ; Латунь ; AU ; 22 ; страус ; 216 
 3488 ; 2 фунта. Великобритания. Флоренс Найтингейл ; 2010 ;  ; Би/м ; AU ; 34 ; kornum ; 332 
 3489 ; 1/2 рупии. Бутан ; 1950 ;  ; Ni ; VF-XF ; 53 ; sibirian ; 123 
 3490 ; 2 гривны. Украина. 125 лет Государственному техническому университету ; 2010 ;  ; Cu/Ni ; AU ; 17 ; Vol4en0k ; 162 
 3491 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; AU ; 23 ; Vol4en0k ; 177 
 3492 ; 1 крона. Гибралтар ; 1969 ;  ; Cu/Ni ; XF+ ; 13 ; ilmar ; 212 
