 3563 ; 10 рублей ; 1923 ;  ;  ;  ; 45 ; ka20 ; 152 
 2344 ; 5 песет. Испания, Альфонс XIII ; 1892 ;  ; Ag ; VF- ; 11 ; kamensk61 ; 1019 
 2345 ; 20 франков. Бельгия, Альберт I ; 1934 ;  ; Ag ; VF ; 16 ; dvg ; 312 
 2346 ; 50 чентизими. Италия Объединенная, Виктор Эммануил II ; 1863MBN ;  ; Ag ; F-VF ; 51 ; smel ; 221 
 2347 ; 1/4 гульдена. Нидерландский Кюросао ; 1947 ;  ; Ag ; VF- ; 24 ; S1952 ; 199 
 2348 ; 5 франков. Швейцария. Генерал Генри Гуйсан ; 1989 ;  ; Ni ; AU ; 52 ; kamensk61 ; 244 
 2349 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 23 ; udaw ; 204 
 2350 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 13 ; udaw ; 204 
 2351 ; 1/2 кроны. Великобритания ; 1967 ;  ; Cu-Ni ; AU ; 11 ; dsidorov ; 58 
 2352 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF-XF ; 17 ; dsidorov ; 252 
 2353 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; XF+ ; 18 ; pref ; 135 
 2354 ; 2 шиллинга. Великобритания ; 1944 ;  ; Ag ; VF-XF ; 8 ; vitapool ; 126 
 2355 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; XF- ; 22 ; dsidorov ; 91 
 2356 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; AU ; 29 ; j18a ; 107 
 2357 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; XF+ ; 3 ; покупатель ; 53 
 2358 ; 3 пенса. Великобритания ; 1967 ;  ; Ni/Латунь ; AU ; 20 ; sforza ; 35 
 2359 ; 3 пенса. Великобритания ; 1953 ;  ; Ni/Латунь ; AU ; 12 ; dsidorov ; 95 
 2360 ; 1 пенни. Великобритания ; 1962 ;  ; Br ; AU ; 36 ; VR62 ; 72 
 2361 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF/AU ; 25 ; breizh ; 25 
 2362 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF+ ; 20 ; dsidorov ; 21 
 2363 ; Фартинг. Великобритания ; 1952 ;  ; Br ; XF ; 12 ; sforza ; 51 
 2364 ; 10 центов. Канада ; 1968 ;  ; Ag ; VF-XF ; 1 ; maximus121282 ; 50 
 2365 ; 1 лит. Литва ; 1997 ;  ; Cu-Ni ; AU ; 43 ; alskr ; 49 
 2366 ; 1/4 доллара. США. Американское Самоа ; 2009D ;  ; Cu-Ni ; AU ; 25 ; ADD ; 51 
 2367 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; VF-XF ; 45 ; imi ; 261 
 2368 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1934 ;  ; Ag ; XF ; 20 ; mva.37 ; 629 
 2369 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1934 ;  ; Ag ; XF ; 67 ; Бендер ; 465 
 2370 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 59 ; imi ; 235 
 2371 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; VF-XF ; 56 ; Гурий ; 238 
 2372 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 23 ; imi ; 232 
 2373 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 33 ; imi ; 240 
 2374 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF- ; 35 ; asternox ; 267 
 2375 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; VF-XF ; 40 ; vzz ; 230 
 2376 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; VF-XF ; 50 ; vzz ; 230 
 2377 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 46 ; Бендер ; 250 
 2378 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF- ; 54 ; vzz ; 230 
 2379 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF+ ; 67 ; hugo ; 625 
 2380 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 31 ; av ; 267 
 2381 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; VF-XF ; 21 ; vzz ; 230 
 2382 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; VF-XF ; 41 ; димитрий ; 235 
 2383 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF- ; 50 ; покупатель ; 235 
 2384 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF- ; 20 ; vc57 ; 221 
 2385 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 23 ; mishanya ; 250 
 2386 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 60 ; Бендер ; 250 
 2387 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 27 ; Tarkus ; 235 
 2388 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 57 ; покупатель ; 245 
 2389 ; 20 крон. Чехословакия. Промышленность, архитектура, бизнес ; 1933 ;  ; Ag ; XF ; 54 ; Иа-Иа ; 246 
 2290 ; 10 евро. Альберт Эйнштейн. ФРГ ; 2005J ;  ; Ag ; AU ; 19 ; gogi ; 542 
 2291 ; 10 евро. Футбольный кубок ФИФА. ФРГ ; 2006 ;  ; Ag ; AU ; 20 ; gogi ; 531 
 2292 ; 10 евро. 800 лет Дрездену. ФРГ ; 2006A ;  ; Ag ; AU ; 19 ; gogi ; 531 
 2293 ; 10 евро. Карл Фридрих Шинкель. ФРГ ; 2006F ;  ; Ag ; AU ; 19 ; gogi ; 531 
 2294 ; 10 евро. В. Моцарт. ФРГ ; 2006D ;  ; Ag ; AU ; 17 ; gogi ; 531 
 2295 ; 10 евро. 650 лет г. Ганза. ФРГ ; 2006J ;  ; Ag ; AU ; 17 ; gogi ; 531 
 2296 ; 50 тенге. Казахстан. Знак Ордена ; 2006 ;  ; Cu-Ni ; AU ; 17 ; tv ; 53 
 2297 ; 50 тенге. Казахстан. Звезда Ордена ; 2006 ;  ; Cu-Ni ; AU ; 39 ; tv ; 53 
 2298 ; 50 тенге. Казахстан. Тусау Кесу ; 2007 ;  ; Cu-Ni ; AU ; 29 ; sforza ; 52 
 2299 ; 50 тенге. Казахстан. Звезда Ордена ; 2008 ;  ; Cu-Ni ; AU ; 35 ; Sky2 ; 46 
 2300 ; 50 тенге. Казахстан. Кыз Куу ; 2008 ;  ; Cu-Ni ; AU ; 33 ; Sky2 ; 51 
 2301 ; 50 шиллингов. Австрия. 125 лет Австрийской полиции ; 1974 ;  ; Ag ; AU ; 35 ; gogi ; 686 
 2302 ; 50 шиллингов. Австрия. 1200 лет Зальцбургскому Кафедральному собору ; 1974 ;  ; Ag ; AU ; 11 ; gogi ; 714 
 2303 ; 50 шиллингов. Австрия. Международная выставка цветов в Вене ; 1974 ;  ; Ag ; AU ; 11 ; gogi ; 714 
 2304 ; 50 шиллингов. Австрия. 50 лет Австрийскому радиовещанию ; 1974 ;  ; Ag ; AU ; 18 ; vitapool ; 666 
 2305 ; 100 крон. Чехословакия. 600 лет Карловскому университету ; 1948 ;  ; Ag ; XF ; 19 ; makarovmo ; 350 
 2306 ; 10 марок. ФРГ. Олимпиада в Германии ; 1972J ;  ; Ag ; AU ; 9 ; ez ; 438 
 2307 ; 2 лева. Болгария. Футбол ; 1986 ;  ; Cu-Ni ; Proof ; 34 ; falcom.v ; 136 
 2308 ; 10 марок. ФРГ. 800 лет со дня смерти Кайзера Фридриха Барбароссы ; 1990F ;  ; Ag ; Proof ; 48 ; gogi ; 1000 
 2309 ; 10 марок. ФРГ. 500 лет со дня смерти Генриха Льва ; 1995F ;  ; Ag ; Proof ; 41 ; gogi ; 989 
 2310 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971D ;  ; Ag ; XF ; 8 ; VIVA ; 230 
 2311 ; 5 марок. ФРГ. Основание Немецкого государства ; 1971G ;  ; Ag ; AU ; 35 ; 131026000 ; 459 
 2312 ; 5 марок. ФРГ. Вильгельм и Александр фон Гумбольдт ; 1967F ;  ; Ag ; AU ; 36 ; VIVA ; 609 
 2313 ; 5 марок. ФРГ. 375 лет со дня смерти Герхарда Меркатора ; 1969F ;  ; Ag ; AU ; 9 ; VIVA ; 278 
 2314 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973G ;  ; Ag ; AU ; 57 ; gogi ; 955 
 2315 ; 5 марок. ФРГ. 50 лет со дня смерти Фридриха Эберта ; 1975J ;  ; Ag ; AU ; 13 ; VIVA ; 260 
 2316 ; 5 марок. ФРГ. 500 лет со дня рождения Николая Коперника ; 1973J ;  ; Ag ; AU ; 39 ; еЕе ; 441 
 2317 ; 5 марок. ФРГ. 150 лет со дня рождения Макса Петтенкофера ; 1968D ;  ; Ag ; XF/AU ; 10 ; VIVA ; 265 
 2318 ; 5 марок. ФРГ. 250 лет со дня смерти Готтфрида Вильгельма Лейбница ; 1966D ;  ; Ag ; AU ; 41 ; gogi ; 969 
 2319 ; 5 марок. ФРГ. 200 лет со дня рождения Людвига фон Бетховена ; 1970F ;  ; Ag ; XF/AU ; 8 ; VIVA ; 400 
 2320 ; 5 марок. ФРГ. 500 лет со дня смерти Иоанна Гутенберга ; 1968G ;  ; Ag ; AU ; 16 ; solder13 ; 300 
 2321 ; 5 марок. ФРГ. 150 лет со дня рождения Фридриха Райффайзена ; 1968J ;  ; Ag ; AU ; 31 ; еЕе ; 421 
 2322 ; 5 марок. ФРГ. 150 лет со дня рождения Теодора Фонтане ; 1969G ;  ; Ag ; AU ; 32 ; еЕе ; 423 
 2323 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клейста ; 1977G ;  ; Ag ; AU ; 19 ; VIVA ; 357 
 2324 ; 5 злотых. Польша ; 1973 ;  ; Al ; XF+ ; 2 ; kai2009 ; 155 
 2325 ; 25 центов. Канада. Изобретательность ; 2000 ;  ; Ni ; XF ; 17 ; arseniev ; 41 
 2326 ; 25 центов. Канада. Альберта ; 2005 ;  ; Ni ; XF+ ; 20 ; arseniev ; 23 
 2327 ; 1 зильбергрошен. Пруссия ; 1868А ;  ; Ag ; AU ; 61 ; Sky2 ; 725 
 2328 ; 1 доллар. Канада. Парусник "Грифон" 1679-1979 ; 1979 ;  ; Ag ; XF+ ; 13 ; Ю42 ; 490 
 2329 ; 100 эскудо. Португалия. Открытие Азорских островов ; 1989 ;  ; Cu/Ni ; AU ; 3 ; ADD ; 116 
 2330 ; 2 рупии. Шри-Ланка. Махавели ; 1981 ;  ; Cu/Ni ; AU ; 5 ; vc57 ; 163 
 2331 ; 50 центов. Британская Восточная Африка ; 1958 ;  ; Cu/Ni ; XF/AU ; 57 ; ez ; 203 
 2332 ; 2 цента. Мальта ; 1977 ;  ; Cu/Ni ; XF+ ; 27 ; В1951 ; 55 
 2333 ; 3 пфеннига. Пруссия, Вильгельм I (1861-1888) ; 1865A ;  ; Br ; F-VF ; 35 ; zelya ; 217 
 2334 ; 20 кэш. Ост-Индийская компания, Георг III ; 1803 ;  ; Br ; F+ ; 47 ; tigris ; 419 
 2335 ; 5 кэш. Ост-Индийская компания, Георг III ; 1803 ;  ; Br ; F ; 31 ; ez ; 201 
 2336 ; 5 центов. Британский Гон-Конг, Виктория ; 1900 ;  ; Ag ; VF ; 15 ; Полянка ; 200 
 2337 ; 10 мазун. Марокко ; 1921(1340л.х.) ;  ; Br ; VF- ; 15 ; tania-5 ; 226 
 2338 ; 5 франков. Франция ; 1852А ;  ; Ag ; VF- ; 42 ; EA51 ; 1259 
 2339 ; 1 франк. Французская Океания ; 1949 ;  ; Al ; XF+ ; 29 ; Григорий ; 273 
 2240 ; 10 марок. ГДР. Каспар Давид Фридрих ; 1974 ;  ; Ag ; AU ; 32 ; gogi ; 5000 
 2241 ; 10 марок. ГДР. Иоганн Готтлиб Фихте ; 1990A ;  ; Ag ; AU ; 33 ; gogi ; 5000 
 2242 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF- ; 51 ; gogi ; 100 
 2243 ; 1 пфенниг. Германия ; 1939D ;  ; Br ; XF+ ; 37 ; gogi ; 100 
 2244 ; 5 евроцентов. Сан-Марино ; 2006 ;  ; Cu/St ; AU ; 15 ; вий444 ; 42 
 2245 ; 2 евроцента. Сан-Марино ; 2006 ;  ; Cu/St ; AU ; 17 ; вий444 ; 51 
 2246 ; 1 евроцент. Сан-Марино ; 2006 ;  ; Cu/St ; AU ; 24 ; вий444 ; 50 
 2247 ; 20 сантимов. Французский Индо-Китай (Вьетнам) ; 1900А ;  ; Ag ; XF ; 105 ; overshtag ; 1261 
 2248 ; 100 франков. Проба (essai). Французское Марокко ; 1370лх ;  ; Ag ; AU ; 46 ; shest ; 2895 
 2249 ; 1/4 гульдена. Нидерландская Индия ; 1854 ;  ; Ag ; VF-XF ; 22 ; kont ; 684 
 2250 ; 1 шиллинг. Великобритания. Виктория ; 1890 ;  ; Ag ; XF/AU ; 17 ; overshtag ; 1664 
 2251 ; 6 пенсов. Великобритания. Георг III (бычья голова) ; 1816 ;  ; Ag ; XF+ ; 93 ; dsidorov ; 2479 
 2252 ; 1 шиллинг. Австралия. Эдуард VII ; 1910 ;  ; Ag ; XF ; 76 ; overshtag ; 2360 
 2253 ; 25 центов. Восточная Африка и Уганда протекторат ; 1906 ;  ; Ag ; VF-XF ; 35 ; overshtag ; 1416 
 2254 ; 2 шиллинга. Британская Западная Африка ; 1916 ;  ; Ag ; VF-XF ; 48 ; ЕВС ; 1417 
 2255 ; 1/2 кроны. Великобритания. Виктория старая. 3-й тип ; 1899 ;  ; Ag ; XF- ; 31 ; vicnic ; 3020 
 2256 ; 2 франка. Французская колония. Острова Сент-Пьер и Микелон ; 1948 ;  ; Al ; AU ; 43 ; Григорий ; 444 
 2257 ; 2 франка. Проба (essai). В другом металле. Французская колония. Острова Сент-Пьер и Микелон ; 1948 ;  ; Cu-Ni ; AU ; 70 ; Григорий ; 2597 
 2258 ; 2-1/2 цета. Нидерландская Восточная Индия ; 1858 ;  ; Cu ; AU ; 138 ; keldish ; 1500 
 2259 ; 1 доллар. Модель. Канада. Ньюфаундленд. Эдуард VIII - не правил. Корабль ; 1936 ;  ; Al/Br ; AU ; 48 ; overshtag ; 1134 
 2260 ; 1/2 кроны. Великобритания, Георг V ; 1929 ;  ; Ag ; XF+ ; 42 ; Alexdav ; 320 
 2261 ; 6 пенсов. Великобритания ; 1970 ;  ; Cu-Ni ; AU ; 11 ; rokada77 ; 65 
 2262 ; 6 пенсов. Австралия ; 1962 ;  ; Ag ; XF+ ; 30 ; СергеичЪ ; 134 
 2263 ; 1 доллар. Канада. Георг V. 2-й тип ; 1936 ;  ; Ag ; XF ; 41 ; rokada77 ; 1854 
 2264 ; 6 пенсов. Южная Африка ; 1933 ;  ; Ag ; XF+ ; 20 ; rokada77 ; 347 
 2265 ; 1/12 анны. Британская Индия ; 1894 ;  ; Cu ; XF+ ; 45 ; rokada77 ; 157 
 2266 ; 1/10 пенни. Британская Западная Африка ; 1944 ;  ; Cu-Ni ; VF-XF ; 55 ; ВМШ ; 203 
 2267 ; 1/2 пенни (1 су). Токен. Французская колония в Америке. Новодел ; 20 век ;  ; Cu ; AU ; 66 ; kamensk61 ; 306 
 2268 ; 1/10 гульдена. Нидерландская Индия (Индонезия) ; 1945P ;  ; Ag ; XF ; 40 ; ВМШ ; 184 
 2269 ; 25 центов. Канада ; 1966 ;  ; Ag ; AU ; 21 ; zavadskiyoa ; 302 
 2270 ; 1/2 рупии. Британская Индия ; 1876 ;  ; Ag ; VF-XF ; 47 ; mido137 ; 799 
 2271 ; 5 шиллингов. Южная Африка. 2-й тип ; 1949 ;  ; Ag ; AU ; 21 ; makarovmo ; 804 
 2272 ; 1/26 шиллинга. Джерси. Виктория ; 1841 ;  ; Cu ; VF-XF ; 99 ; MISCHA_66 ; 2594 
 2273 ; 1 цент. Восточная Африка ; 1959 ;  ; Cu ; AU ; 24 ; mva.37 ; 101 
 2274 ; 1 эскудо. Португальский Восточный Тимор ; 1970 ;  ; Br ; AU ; 60 ; makarovmo ; 152 
 2275 ; 50 сентаво. Португальская колония. Кабо-Верде ; 1968 ;  ; Br ; AU ; 36 ; Ромбор ; 241 
 2276 ; 10 евро. ФРГ ; 2003G ;  ; Ag ; AU ; 19 ; gogi ; 531 
 2277 ; 10 евро. ФРГ ; 2003F ;  ; Ag ; AU ; 16 ; gogi ; 531 
 2278 ; 10 евро. ФРГ ; 2003F ;  ; Ag ; AU ; 16 ; gogi ; 531 
 2279 ; 10 евро. ФРГ ; 2004 ;  ; Ag ; AU ; 11 ; gogi ; 531 
 2280 ; 10 евро. ФРГ ; 2004A ;  ; Ag ; AU ; 11 ; gogi ; 532 
 2281 ; 10 евро. ФРГ ; 2004D ;  ; Ag ; AU ; 14 ; gogi ; 531 
 2282 ; 10 евро. Национальный парк. ФРГ ; 2004F ;  ; Ag ; AU ; 13 ; gus ; 520 
 2283 ; 10 евро. ФРГ ; 2004G ;  ; Ag ; AU ; 8 ; gus ; 521 
 2284 ; 10 евро. ФРГ ; 2004J ;  ; Ag ; AU ; 16 ; gogi ; 531 
 2285 ; 10 евро. Кубок ФИФА в 2006. ФРГ ; 2005 ;  ; Ag ; AU ; 13 ; Gell13 ; 531 
 2286 ; 10 евро. 1200 лет Магдебургу. ФРГ ; 2005A ;  ; Ag ; AU ; 17 ; John16 ; 578 
 2287 ; 10 евро. Национальный парк "Баварский лес". ФРГ ; 2005D ;  ; Ag ; AU ; 15 ; gogi ; 531 
 2288 ; 10 евро. 100 лет нобелевской премии. ФРГ ; 2005F ;  ; Ag ; AU ; 15 ; gogi ; 531 
 2289 ; 10 евро. ФРГ ; 2005G ;  ; Ag ; AU ; 18 ; gogi ; 531 
 1968 ; Набор монет Банка России (8шт): 5р,2р,1р,50к,10к,5к,1к+Жетон СПМД (Магнитные). Упаковка ; 2009 ;  ; Мельхиор/S ; Unc ; 16 ; vitas123 ; 453 
 1969 ; Набор монет Санкт-Петербургского Монетного Двора:5,2,1 руб, 50,10,5,1 коп (7шт)+жетон ; 2009СПМД ;  ; St в Ni,ме ; Unc ; 20 ; 439 ; 663 
 1970 ; Набор монет "70 лет Великой Октябрьской революции": 5,3,1 руб (3шт). Пластиковая упаковка ; 1987 ;  ; Cu-Ni ; Proof ; 46 ; чукча ; 1236 
 1971 ; Набор монет Банка России: 50,20,10,5,1 руб (5шт) ; 1992ЛМД ;  ; Би/м,Cu-Ni ; AU ; 51 ; tdp ; 1019 
 1972 ; Набор жетонов ЛМД: 8шт. Новодел СПМД. Упаковка ; 2000 ;  ; Ж/м ; Unc ; 41 ; shknikolay ; 1297 
 1973 ; Набор монет Банка России: 10,2 рубля (Гагарин) 2шт + жетон ; 2001СПМД ;  ; Cu-NI,Би/м ; AU ; 24 ; hellraiser ; 1019 
 1974 ; Набор монет ; 2000 ; Города-герои ; Cu-Ni ; AU ; 63 ; Coolik ; 211 
 1975 ; 1 рубль - 1 доллар. Разоружения. С сертификатом ; 1988 ;  ; Al ; AU ; 44 ; dimas ; 658 
 1976 ; Жетон в буклете. 200 лет Ижевскому оружию. Выдающийся оружейный конструктор Н.Ф. Макаров ; СПМД ;  ; Ж/м ; AU ; 58 ; derbnik ; 228 
 2199 ; Соверен. Великобритания. М-7,98г ; 1967 ;  ; Au ; AU ; 26 ; plosha ; 10013 
