 5644 ; Акция. США ;  ;  ;  ;  ; 6 ; магаз ; 69 
 3700 ; 1 шиллинг. Сомали ; 1976 ;  ; Cu-Ni ; VF- ; 41 ; fadeev.dima ; 53 
 3701 ; 50 сентимо. Испания ; 1949 ;  ; Cu-Ni ; VF- ; 43 ; chief com ; 115 
 3702 ; 5 цедис. Гана ; 1984 ;  ; Латунь ; XF ; 17 ; нетто ; 36 
 3703 ; 20 сентаво. Бразилия ; 1950 ;  ; Латунь ; VF ; 26 ; fadeev.dima ; 222 
 3704 ; 1 фунт. Великобритания ; 2000 ;  ; Латунь ; VF-XF ; 19 ; osir12 ; 110 
 3705 ; 2 сентаво. Португалия ; 1918 ;  ; Br ; VF+ ; 30 ; Jon Snow ; 115 
 3706 ; 1 пенни. Австралия ; 1949 ;  ; Br ; VF ; 10 ; ВЕПРЬ ; 62 
 3707 ; 5 милс. Кипр ; 1982 ;  ; Al ; XF- ; 56 ; Rodan Lewarx ; 115 
 3708 ; 2 евро. Финляндия. 200 лет автономии ; 2009 ;  ; би/м ; VF+ ; 23 ; кот баюн ; 184 
 3709 ; 2 евро. Финляндия. Эмиль Силанпяя ; 2013 ;  ; би/м ; XF- ; 21 ; SKeeper ; 165 
 3710 ; 2 евро. Финляндия. 90 лет независимости ; 2007 ;  ; би/м ; XF- ; 16 ; кот баюн ; 167 
 3711 ; 2 евро. Эстония. 10 лет евро ; 2012 ;  ; би/м ; XF ; 16 ; Матроскин ; 134 
 3712 ; 2 евро. Италия. ЕС ; 2009 ;  ; би/м ; XF- ; 14 ; Матроскин ; 135 
 3713 ; 2 евро. Германия, Гамбург ; 2008 ;  ; би/м ; VF+ ; 16 ; vasek ; 148 
 3614 ; 1 доллар. Северные Марианские Острова ; 2004 ;  ; Cu-Ni ; Proof-Like ; 13 ; REC ; 596 
 3615 ; 2-1/2 экю. Нидерланды ; 1992 ;  ; Cu-Ni ; AU ; 26 ; canario ; 108 
 3616 ; 10 экю. Нидерланды ; 1991 ;  ; Cu-Ni ; Proof-Like ; 13 ; SKeeper ; 90 
 3617 ; 2-1/2 экю. Португалии ; 1991 ;  ; Cu-Ni ; Proof-Like ; 28 ; SKeeper ; 227 
 3618 ; 1 песо. Футбол. Куба ; 1990 ;  ; Cu-Ni ; AU ; 30 ; Nigelinho ; 449 
 3619 ; 1 песо. Футбол. Куба ; 1990 ;  ; Cu-Ni ; AU ; 18 ; Nigelinho ; 459 
 3620 ; 1 песо. Футбол. Куба ; 1986 ;  ; Cu-Ni ; AU ; 16 ; Nigelinho ; 451 
 3621 ; 1/2 доллара. США ; 1969 ;  ; Ag ; XF+ ; 19 ; chief com ; 306 
 3622 ; 500 злотых. Польша. 50 лет начала 2МВ ; 1989 ;  ; Cu-Ni ; XF ; 10 ; бортик ; 102 
 3623 ; 500 злотых. Польша. 50 лет начала 2МВ ; 1989 ;  ; Cu-Ni ; XF ; 18 ; electra ; 118 
 3624 ; 5 пфеннигов. Германия ; 1914E ;  ; Cu-Ni ; VF+ ; 23 ; Метро62 ; 204 
 3625 ; 1 пфенниг Веймар ; 1935A ;  ; Br ; VF- ; 5 ; варяг42 ; 25 
 3626 ; 1 флорин. Великобритания ; 1933 ;  ; Ag ; VF+ ; 15 ; boroda ; 438 
 3627 ; 2 гривны. Украина ; 2015 ;  ; Cu-Ni ; AU ; 42 ; El dinero ; 240 
 3628 ; 2 гривны. Украина ; 2016 ;  ; Cu-Ni ; AU ; 33 ; an78gg ; 277 
 3629 ; 10 шиллингов. Австрия ; 1958 ;  ; Cu-Ni ; VF ; 15 ; boroda ; 139 
 3630 ; 1 пфенниг. Германия ; 1938J ;  ; Br ; VF ; 35 ; Назар70 ; 102 
 3631 ; 1 пфенниг. Германия ; 1937А ;  ; Br ; VF ; 17 ; варяг42 ; 100 
 3632 ; 1 пфенниг. Германия ; 1938Е ;  ; Br ; VF ; 31 ; Назар70 ; 102 
 3633 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF ; 7 ; modul ; 238 
 3634 ; 2-1/2 экю. Нидерланды ; 1991 ;  ; Cu-Ni ; Proof-Like ; 25 ; SKeeper ; 102 
 3635 ; Экю. Нидерланды ; 1998 ;  ; Cu-Ni ; XF ; 13 ; ВМШ ; 509 
 3636 ; 20 центов. Британская Малайя ; 1948 ;  ; Cu-Ni ; VF ; 13 ; karl ; 67 
 3637 ; 25 центов. Багамские острова ; 1966 ;  ; Cu-Ni ; XF ; 8 ; chief com ; 57 
 3638 ; 10 центов. Британская Малайя ; 1948 ;  ; Cu-Ni ; VF ; 9 ; Jeff ; 58 
 3639 ; 5 центов. Британская Малайя ; 1948 ;  ; Cu-Ni ; VF ; 11 ; Jeff ; 70 
 3640 ; 1 цент. Малайя и Британское Борнео ; 1958 ;  ; Br ; VF ; 21 ; QSL ; 77 
 3641 ; 5 шиллингов. Австрия ; 1932 ;  ; Al ; VF ; 12 ; ag58 ; 57 
 3642 ; 1 пфенниг. Германия ;  ;  ; Br ; XF ; 20 ; А.А.Д ; 53 
 3643 ; 10 крон. Дания ; 2002 ;  ; Al/Br ; XF ; 9 ; SKeeper ; 126 
 3644 ; 2 лата. Латвия ; 1999 ;  ; Би/м ; XF- ; 19 ; t_v_v ; 185 
 3645 ; 25 центов. Цейлон ; 1919 ;  ; Ag ; F ; 17 ; franklin ; 152 
 3646 ; 1 песо. Футбол. Куба ; 1989 ;  ; Cu-Ni ; AU ; 16 ; maks1 ; 415 
 3647 ; 1 песо. Футбол. Куба ; 1988 ;  ; Cu-Ni ; AU ; 21 ; boca ; 521 
 3648 ; 1 песо. Футбол. Куба ; 1988 ;  ; Cu-Ni ; AU ; 55 ; boca ; 1599 
 3649 ; 1 песо. Футбол. Куба ; 1988 ;  ; Cu-Ni ; AU ; 19 ; boca ; 521 
 3650 ; 1 песо. Футбол. Куба ; 1989 ;  ; Cu-Ni ; AU ; 21 ; boca ; 470 
 3651 ; 1 песо. Футбол. Куба ; 1981 ;  ; Cu-Ni ; AU ; 45 ; boca ; 810 
 3652 ; 2 евро. Германия. Баден-Вюртемберг ; 2013 ;  ; Би/м ; AU ; 12 ; vasek ; 165 
 3653 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; XF+ ; 16 ; asus ; 150 
 3654 ; 2 евро. Германия. Бавария ; 2012 ;  ; Би/м ; XF ; 12 ; SKeeper ; 153 
 3655 ; 2 евро. Германия. Баден-Вюртемберг ; 2013 ;  ; Би/м ; XF ; 17 ; vasek ; 165 
 3656 ; 2 евро. Финляндия. Сибелиус ; 2015 ;  ; Би/м ; AU ; 17 ; bcg ; 167 
 3657 ; 2 евро. Австрия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; VF+ ; 14 ; SKeeper ; 159 
 3658 ; 2 евро. Германия.  50 лет Римскому договору ; 2007 ;  ; Би/м ; VF+ ; 15 ; SKeeper ; 156 
 3659 ; 2 евро. Германия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; XF- ; 9 ; Savbeer ; 217 
 3660 ; 2 евро. Германия. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; VF+ ; 13 ; vasek ; 133 
 3661 ; 2 евро. Франция. Елисейский договор ; 2013 ;  ; Би/м ; XF ; 9 ; Margites ; 159 
 3662 ; 2 евро. Германия. Бремен ; 2010 ;  ; Би/м ; XF ; 15 ; SKeeper ; 159 
 3663 ; 2 евро. Германия. Северный Рейн-Вестфалия ; 2011 ;  ; Би/м ; XF ; 13 ; vasek ; 150 
 3564 ; 10 сантимов. Тунис ; 1917 ;  ; Br ; VF+ ; 23 ; Moryak ; 149 
 3565 ; 10 сантимов. Франция ; 1874 ;  ; Cu ; F ; 18 ; photosnowmaker ; 88 
 3566 ; 2 квартос Гибралтар ; 1820 ;  ; Cu ; G ; 43 ; mkm1968 ; 401 
 3567 ; 10 пфеннигов. Германия. Нотгельд. Вормс ; 1918 ;  ; Fe ; VF ; 19 ; kuzun ; 85 
 3568 ; 1 пенни. Великобритания ; 1899 ;  ; Cu ; VF- ; 10 ; xeljdbot1 ; 43 
 3569 ; 5 сентимо. Испания ; 1868 ;  ; Cu ; VG ; 21 ; canario ; 220 
 3570 ; 10 лепта. Греция ; 1882 ;  ; Cu ; VF- ; 42 ; [Nik] ; 174 
 3571 ; 1 цент. Французский Индо-Китай ; 1894 ;  ; Cu ; F- ; 19 ; photosnowmaker ; 136 
 3572 ; 1 сольдо. Ватикан ; 1866 ;  ; Br ; F ; 13 ; photosnowmaker ; 171 
 3573 ; 1 цент. Нидерландские Антиллы ; 1952 ;  ; Br ; VF+ ; 9 ; лексан 98 ; 51 
 3574 ; 2 франка. Тунис ; 1921 ;  ; Al/Br ; VF ; 15 ; sibirian ; 93 
 3575 ; 1 франк. Бельгия ; 1922 ;  ; Cu-Ni ; VF ; 3 ; star54 ; 25 
 3576 ; 50 чентезимо. Италия ; 1925 ;  ; Cu-Ni ; VF+ ; 17 ; дитрих11 ; 104 
 3577 ; 10 долларов. Намибия. 50 лет ООН ; 1995 ;  ; Cu-Ni ; XF ; 26 ; kornum ; 323 
 3578 ; 5 долларов. Барбадос. 50 лет ООН ; 1995 ;  ; Cu-Ni ; AU ; 24 ; SKeeper ; 273 
 3579 ; 25 руфий. Мальдивы. 50 лет ООН ; 1996 ;  ; Cu-Ni ; XF+ ; 30 ; SKeeper ; 273 
 3580 ; 1 песо. Куба. Намибия. 50 лет ООН ; 1995 ;  ; Cu-Ni ; AU ; 20 ; kornum ; 328 
 3581 ; 1 крона. Остров Мэн. Год инвалидов ; 1981 ;  ; Cu-Ni ; XF+ ; 37 ; SKeeper ; 238 
 3582 ; 1 доллар. Британские Виргинские острова. Герцогиня Кембриджская ; 2012 ;  ; Cu-Ni ; XF+ ; 17 ; SKeeper ; 281 
 3583 ; 1 доллар. Британские Виргинские острова. Герцог Кембриджский ; 2012 ;  ; Cu-Ni ; AU ; 17 ; SKeeper ; 281 
 3584 ; 1 доллар. Острова Кука ; 2007 ;  ; Cu-Ni ; AU ; 19 ; SKeeper ; 237 
 3585 ; 1 доллар. Острова Кука ; 2007 ;  ; Cu-Ni ; XF+ ; 20 ; SKeeper ; 217 
 3586 ; 1 доллар. Острова Кука ; 2007 ;  ; Cu-Ni ; XF+ ; 18 ; SKeeper ; 193 
 3587 ; 5 пенго. Венгрия ; 1930 ;  ; Ag ; F ; 50 ; дилитант ; 1010 
 3588 ; 100 форинтов. Венгрия. ; 1983 ;  ; Cu-Ni ; XF ; 21 ; SKeeper ; 261 
 3589 ; 100 форинтов. Венгрия ; 1980 ;  ; Cu-Ni ; AU ; 31 ; kornum ; 397 
 3590 ; 100 форинтов. Венгрия ; 1983 ;  ; Cu-Ni ; XF+ ; 22 ; 100924 ; 310 
 3591 ; 100 форинтов. Венгрия ; 1984 ;  ; Cu-Ni ; AU ; 24 ; SKeeper ; 263 
 3592 ; 1 лира. Турция. Баран ; 2015 ;  ; Cu-Ni ; AU ; 23 ; t_v_v ; 105 
 3593 ; 1 лира. Турция. Варан ; 2015 ;  ; Cu-Ni ; AU ; 15 ; Хромосян ; 111 
 3594 ; 5 гривен. Украина. Роспись ; 2016 ;  ; Cu-Ni ; AU ; 33 ; ssbb333 ; 333 
 3595 ; 5 гривен. Украина. Николаев ; 2009 ;  ; Cu-Ni ; XF+ ; 26 ; 2104 ; 661 
 3596 ; 5 гривен. Украина. Михайловский Золотоверхий собор ; 1998 ;  ; Cu-Ni ; XF ; 30 ; El dinero ; 260 
 3597 ; Жетон. ФК "Днепр". Украина. D-34мм ;  ;  ; Cu-Ni ; AU ; 11 ; Vitaliy Gridasov ; 115 
 3598 ; 5 гривен. Украина. Переяславль-Хмельницкий ; 2007 ;  ; Cu-Ni ; AU ; 20 ; El dinero ; 210 
 3599 ; 2 гривны. Украина. Евгений петрушевич ; 2008 ;  ; Cu-Ni ; AU ; 17 ; El dinero ; 108 
 3600 ; 2 гривны. Украина. Запорожская область ; 2009 ;  ; Cu-Ni ; AU ; 27 ; El dinero ; 255 
 3601 ; 2 гривны. Украина. Андрей Левицкий ; 2009 ;  ; Cu-Ni ; AU ; 16 ; El dinero ; 108 
 3602 ; 2 гривны. Украина. Галшка Гулевичевна ; 2015 ;  ; Cu-Ni ; AU ; 18 ; El dinero ; 117 
 3603 ; 2 гривны. Украина. Черный гриф ; 2008 ;  ; Cu-Ni ; AU ; 40 ; Valera G ; 306 
 3604 ; 10 квача. Малави. Защита лягушек ; 2010 ;  ; Cu-Ni,серебрени ; Proof ; 21 ; SKeeper ; 151 
 3605 ; 2 евро. Словакия ; 2009 ;  ; Би/м ; XF+ ; 21 ; SKeeper ; 169 
 3606 ; 1 евро. Словакия ; 2009 ;  ; Би/м ; XF+ ; 13 ; S.A.I. ; 77 
 3607 ; 2 кроны. Чехословакия ; 1974 ;  ; Cu-Ni ; VF ; 33 ; бортик ; 55 
 3608 ; 1 крона. Чехословакия ; 1946 ;  ; Cu-Ni ; VF ; 16 ; cboker ; 32 
 3609 ; 10 хеллеров. Чехословакия ; 1968 ;  ; Al ; XF ; 6 ; калинов мост ; 26 
 3610 ; 50 хеллеров. Чехословакия ; 1969 ;  ; Br ; VF ; 24 ; chief com ; 69 
 3611 ; 2 злотых. Польша ; 2008 ;  ; Al/Br ; AU ; 22 ; lestes ; 93 
 3612 ; 2 злотых. Польша ; 2009 ;  ; Al/Br ; AU ; 30 ; Dinar02 ; 111 
 3613 ; 2 злотых. Польша ; 2003 ;  ; Al/Br ; XF- ; 8 ; Gagarin ; 61 
 3514 ; 25 песет. Испания ; 1990 ;  ; Al/Br ; XF ; 9 ; chief com ; 31 
 3515 ; 20 сантимов. Монако ; 1978 ;  ; Al/Br ; XF ; 15 ; Dinar02 ; 101 
 3516 ; 1 крона. Дания ; 1957 ;  ; Al/Br ; VF-XF ; 9 ; SKeeper ; 37 
 3517 ; 1 фунт. Великобритания ; 2004 ;  ; Al/Br ; XF ; 20 ; t_v_v ; 150 
 3518 ; 10 марок. Эстония ; 1925 ;  ; Ni-Br ; VF ; 12 ; Vox ; 352 
 3519 ; 5 пфеннигов. Германия ; 1937 ;  ; Al/Br ; VF ; 31 ; Назар70 ; 171 
 3520 ; 10 пиастров. Ливан ; 1955 ;  ; Al/Br ; VF ; 28 ; xoltecl ; 143 
 3521 ; 10 пфеннигов. Веймар ; 1931 ;  ; Al/Br ; VF ; 18 ; qver ; 215 
 3522 ; 25 песет. Испания ; 1990 ;  ; Al/Br ; XF ; 9 ; chief com ; 31 
 3523 ; 1 доллар. Австралия ; 2008 ;  ; Al/Br ; XF ; 15 ; sibirian ; 75 
 3524 ; 10 бата. Гамбия ; 1971 ;  ; Al/Br ; VF ; 19 ; teso ; 123 
 3525 ; 5 пиастров. Ливан ; 1931 ;  ; Al/Br ; VF ; 26 ; Moryak ; 227 
 3526 ; 5 пфеннигов. Веймар ; 1924 ;  ; Al/Br ; XF ; 21 ; Shundr ; 102 
 3527 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF ; 11 ; SKeeper ; 53 
 3528 ; 1 фунт. Великобритания ; 2000 ;  ; Al/Br ; VF-XF ; 17 ; SKeeper ; 107 
 3529 ; 25 лаари. Мальдивы ; 1990 ;  ; Al/Br ; XF ; 5 ; SKeeper ; 27 
 3530 ; 10 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 5 ; SKeeper ; 25 
 3531 ; 10 пиастров. Ливан ; 1970 ;  ; Al/Br ; VF ; 6 ; sibirian ; 26 
 3532 ; 20 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 6 ; sibirian ; 26 
 3533 ; 10 пфеннигов. Германия ; 1939 ;  ; Al/Br ; VF ; 11 ; Назар70 ; 102 
 3534 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; XF ; 12 ; Мотя ; 28 
 3535 ; 10 центов. Кения ; 1977 ;  ; Al/Br ; XF ; 3 ; Maksss163 ; 21 
 3536 ; 5 крон. Швеция ; 2016 ;  ; Al/Br ; AU ; 15 ; калинов мост ; 64 
 3537 ; 1 пиастр. Ливан ; 1955 ;  ; Al/Br ; AU ; 11 ; Yuraha76 ; 100 
 3538 ; 50 франков. Мали ; 1975 ;  ; Al/Br ; XF ; 36 ; лексан 98 ; 177 
 3539 ; 50 крон. Исландия ; 1992 ;  ; Al/Br ; VF-XF ; 5 ; птичка16 ; 50 
 3540 ; 100 крон. Исландия ; 1995 ;  ; Al/Br ; VF-XF ; 11 ; Нинский ; 80 
 3541 ; 10 крон. Чехия. Масарик ; 1993 ;  ; Al/Br ; XF ; 19 ; DVZ ; 155 
 3542 ; 100 песет. Испания ; 1999 ;  ; Al/Br ; XF ; 12 ; SKeeper ; 43 
 3543 ; 5 пиастров Сирия ; 1960 ;  ; Al/Br ; VF ; 25 ; DVZ ; 69 
 3544 ; 100 песет. Испания ; 1996 ;  ; Al/Br ; VF ; 5 ; Yuraha76 ; 50 
 3545 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 3 ; Yuraha76 ; 50 
 3546 ; 1 франк. Франция ; 1921 ;  ; Al/Br ; VF ; 9 ; Нинский ; 31 
 3547 ; 2 кроны. Дания ; 1957 ;  ; Al/Br ; VF ; 5 ; SKeeper ; 27 
 3548 ; 2 злотых. Польша ; 1999 ;  ; Al/Br ; XF ; 22 ; etwar55 ; 373 
 3549 ; 2-1/2 евро. Германия ; 1997 ;  ; Al/Br ; VF-XF ; 15 ; саны4 ; 224 
 3550 ; 20 крон. Дания ; 2005 ;  ; Al/Br ; VF-XF ; 5 ; jj ; 199 
 3551 ; 10 крон. Дания ; 2011 ;  ; Al/Br ; VF ; 16 ; DVZ ; 136 
 3552 ; 1 фартинг. Великобритания ; 1937 ;  ; Br ; AU ; 13 ; dencon ; 306 
 3553 ; 2 таньга. Бухарский эмират ; 1918-1919 ;  ;  ; F+ ; 58 ; boca ; 1122 
 3554 ; 10 таньга. Бухарский эмират ; 1918-1919 ;  ;  ; F+ ; 51 ; boca ; 1448 
 3555 ; 20 таньга. Бухарский эмират ; 1918-1919 ;  ;  ; F ; 41 ; Папа Свин ; 765 
 3556 ; 1/2 зилбергроша. Пруссия ; 1858A ;  ; Ag ; F ; 35 ; Назар70 ; 340 
 3557 ; 2 злотых. Польша ; 2009 ;  ; Al/Br ; AU ; 33 ; Dinar02 ; 111 
 3558 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF- ; 11 ; orex ; 57 
 3559 ; 2 злотых. Польша ; 2009 ;  ; Al/Br ; AU ; 14 ; canario ; 67 
 3560 ; 2 злотых. Польша ; 2009 ;  ; Al/Br ; AU ; 14 ; canario ; 72 
 3561 ; 10 пфеннигов. Германия. Нотгельд. Хамм ; 1917 ;  ; Zn ; VF ; 16 ; vladmarkin ; 79 
 3562 ; 25 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; VF+ ; 17 ; electra ; 163 
 3563 ; 10 пфеннигов. Германия. Нотгельд. Майнц ; 1918 ;  ; Fe ; VF- ; 7 ; kuzun ; 51 
 3464 ; 50 чентезимо. Италия ; 1863 ;  ; Ag ; F+ ; 21 ; бортик ; 101 
 3465 ; 1 флорин. Австралия ; 1953 ;  ; Ag ; VF ; 9 ; SKeeper ; 163 
 3466 ; 25 эре. Швеция ; 1949 ;  ; Ag ; VF ; 9 ; porte33 ; 50 
 3467 ; 10 эре. Швеция ; 1949 ;  ; Ag ; VF ; 7 ; Cross ; 31 
 3468 ; 10 эре. Швеция ; 1944 ;  ; Ag ; VF ; 9 ; Cross ; 31 
 3469 ; 10 эре. Швеция ; 1947 ;  ; Ag ; VF ; 9 ; porte33 ; 40 
 3470 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF ; 9 ; [Nik] ; 63 
 3471 ; 1 крона. Венгрия ; 1893 ;  ; Ag ; VF+ ; 20 ; vlagren ; 217 
 3472 ; 100 марок. Финляндия. Хоккей ; 1991 ;  ; Ag ; AU ; 12 ; заяц побегаец ; 853 
 3473 ; 100 марок. Финляндия. Университет Хельсинки ; 1990 ;  ; Ag ; AU ; 25 ; птичка16 ; 1016 
 3474 ; 1 шиллинг. Сомали ; 1994 ;  ; Al ; XF+ ; 19 ; птичка16 ; 124 
 3475 ; 1/2 миллиона марок. Гамбург ; 1923J ;  ; Al ; VF-XF ; 15 ; electra ; 227 
 3476 ; Жетон 1 франк. Швейцария ; 1979 ;  ; Al ; VF-XF ; 9 ; boca ; 36 
 3477 ; 1 цент. Восточные Карибские Штаты ; 2008 ;  ; Al ; XF ; 5 ; калинов мост ; 25 
 3478 ; 2 сентаво. Бразилия ; 1975 ;  ; St ; AU ; 17 ; Moryak ; 50 
 3479 ; 1 сантим. Французский Индо-Китай ; 1943 ;  ; Al ; XF ; 26 ; chief com ; 79 
 3480 ; 200000 марок. Гамбург ; 1923 ;  ; Al ; VF+ ; 9 ; Roskur ; 189 
 3481 ; 2 шиллинга. Австрия ; 1946 ;  ; Al ; VF+ ; 15 ; cboker ; 126 
 3482 ; 50 пфеннигов. Германия ; 1939E ;  ; Al ; VF ; 11 ; А.А.Д ; 96 
 3483 ; 5 лаари. Мальдивы ; 1984 ;  ; Al ; VF-XF ; 7 ; ъъ ; 31 
 3484 ; 200000 марок. Гамбург ; 1923J ;  ; Al ; VF ; 20 ; electra ; 183 
 3485 ; 20 сентаво. Куба ; 1969 ;  ; Al ; AU ; 11 ; chief com ; 65 
 3486 ; 1 франк. Марокко ; 1370 ;  ; Al ; VF ; 5 ; xoltecl ; 68 
 3487 ; 1 шиллинг. Австрия ; 1947 ;  ; Al ; XF ; 19 ; cboker ; 140 
 3488 ; 1 крейцер. Австрия ; 1860B ;  ; Br ; VF- ; 9 ; [Nik] ; 81 
 3489 ; 1 пфенниг. Росток ; 1800 ;  ; Cu ; F ; 36 ; mkm1968 ; 425 
 3490 ; 1/2 эре. Швеция ; 1857 ;  ; Cu ; XF ; 42 ; boca ; 463 
 3491 ; 5 филс. Иордания ; 1955 ;  ; Br ; F-VF ; 16 ; sibirian ; 35 
 3492 ; 50 центов. Сингапур ; 2013 ;  ; Cu-Ni ; AU ; 17 ; kornum ; 87 
 3493 ; 50 песет. Испания ; 1999 ;  ; Cu-Ni ; XF ; 23 ; t_v_v ; 99 
 3494 ; 25 сентаво. Куба ; 1998 ;  ; Cu-Ni ; XF ; 5 ; Maksss163 ; 22 
 3495 ; 3 песо. Куба ; 1958 ;  ; Cu-Ni ; VF ; 17 ; DVZ ; 101 
 3496 ; 10 хеллеров. Австрия ; 1909 ;  ; Cu-Ni ; XF ; 18 ; Black Cat ; 41 
 3497 ; 5 раппен. Швейцария ; 1922 ;  ; Cu-Ni ; XF ; 21 ; Flagman ; 67 
 3498 ; 5 пфеннигов. Германия ; 1917 ;  ; Fe ; VF ; 11 ; karl ; 27 
 3499 ; 2 эре. Норвегия ; 1944 ;  ; Fe ; VF ; 11 ; Shundr ; 87 
 3500 ; 5 эре. Норвегия ; 1943 ;  ; Fe ; VF ; 7 ; vicnic ; 50 
 3501 ; 1 эре. Норвегия ; 1942 ;  ; Fe ; VF ; 3 ; Maksss163 ; 21 
 3502 ; 5 пфеннигов. Германия ; 1915 ;  ; Fe ; F-VF ; 10 ; птичка16 ; 50 
 3503 ; 1 филс. Йемен ; 1996 ;  ; St ; AU ; 17 ; SKeeper ; 74 
 3504 ; 5 центов. Канада ; 1945 ;  ; St ; VF+ ; 5 ; Maksss163 ; 21 
 3505 ; 5 центов. Острова Кука ; 2000 ;  ; St ; AU ; 5 ; ЂÀмЂҰ ; 71 
 3506 ; 10 пфеннигов. Германия ; 1940 ;  ; Zn ; VF ; 20 ; варяг42 ; 100 
 3507 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; VF ; 9 ; SaVa177rus ; 21 
 3508 ; 5 пфеннигов. Германия ; 1941 ;  ; Zn ; VF ; 16 ; Назар70 ; 102 
 3509 ; 1 пфенниг. Германия ; 1942 ;  ; Zn ; VF ; 16 ; Назар70 ; 102 
 3510 ; 5 марок. Эстония ; 1922 ;  ; Ni/Br ; VF ; 17 ; Cross ; 227 
 3511 ; 20 хеллеров. Немецкая Ост-Африка ; 1916 ;  ; Al/Br ; F ; 11 ; vladmarkin ; 216 
 3512 ; 1 фунт. Великобритания ; 1983 ;  ; Al/Br ; XF ; 10 ; edgar ; 132 
 3513 ; 50 сантимов. Франция ; 1924 ;  ; Al/Br ; VF ; 14 ; xct ; 21 
 3414 ; 1/2 сентимо. Испания ; 1867 ;  ; Br ; VF ; 60 ; jj ; 372 
 3415 ; 20 пфенниг. Германия. Нотгельд ;  ;  ; Fe ; F ; 9 ; птичка16 ; 53 
 3416 ; 1/10 имади риал. Йемен ;  ;  ; Ag ; F ; 22 ; mkm1968 ; 155 
 3417 ; 10 эре. Швеция ; 1909 ;  ; Ag ; VF ; 9 ; electra ; 82 
 3418 ; 10 центов Канада ; 1886 ;  ; Ag ; F-VF ; 15 ; Cross ; 98 
 3419 ; 6 пенсов. Австралия ; 1962 ;  ; Ag ; XF ; 17 ; птичка16 ; 150 
 3420 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF-XF ; 7 ; Vox ; 38 
