 5879 ; Бона иностранная ;  ;  ;  ;  ; 13 ; ewgen ; 18 
 3468 ; 1/40 куруш. Египет ; 1824 ;  ; Br ; VF ; 33 ; vb96 ; 260 
 3469 ; 200 марок. Веймар ; 1923F ;  ; Al ; XF ; 16 ; t_v_v ; 29 
 3470 ; 1 франк. Франция ; 1976 ;  ; Cu-Ni ; VF ; 12 ; Savbeer ; 26 
 3471 ; 5 раппен. Швейцария ; 1948 ;  ; Cu-Ni ; XF- ; 13 ; STANDART ; 26 
 3472 ; 5 лева. Болгария. Первенство мира по футболу ; 1980 ;  ; Cu-Ni ; Proof ; 26 ; vasek ; 152 
 3473 ; 2 лева. Болгария. Первенство мира по футболу ; 1980 ;  ; Cu-Ni ; Proof ; 18 ; vasek ; 120 
 3474 ; 1 лев. Болгария. Первенство мира по футболу ; 1980 ;  ; Cu-Ni ; Proof ; 26 ; vasek ; 153 
 3475 ; 2 лева. Болгария. Первенство мира по художественной гимнастике ; 1987 ;  ; Cu-Ni ; Proof ; 14 ; imago ; 89 
 3476 ; 2 лева. Болгария. Первенство мира по футболу ; 1986 ;  ; Cu-Ni ; Proof ; 18 ; hanim ; 96 
 3477 ; 2 лева. Болгария. Первенство мира по кану-каяк ; 1989 ;  ; Cu-Ni ; Proof ; 16 ; kolbur ; 99 
 3478 ; 2 лева. Болгария. Олимпиада ; 1987 ;  ; Cu-Ni ; Proof ; 7 ; imago ; 80 
 3479 ; 2 лева. Болгария. Олимпиада ; 1988 ;  ; Cu-Ni ; Proof ; 17 ; imago ; 92 
 3480 ; 1 лев. Болгария. Олимпиада ; 1988 ;  ; Cu-Ni ; Proof ; 12 ; imago ; 92 
 3481 ; 1 лев. Болгария. Олимпиада ; 1987 ;  ; Cu-Ni ; Proof ; 17 ; imago ; 91 
 3482 ; 100 драхм. Греция ; 1997 ;  ; Латунь ; AU ; 21 ; Юбер ; 90 
 3483 ; 100 драм. Армения. Шахматы ; 1996 ;  ; Cu-Ni ; AU ; 20 ; vb96 ; 79 
 3484 ; Танга. Тибет ;  ;  ; Биллон ; VF ; 47 ; Tche ; 336 
 3485 ; 20 крейцеров. Австрия ; 1848 ;  ; Ag ; XF ; 56 ; Alex22D ; 795 
 3486 ; 20 сантимов. Франция ; 1867А ;  ; Ag ; AU ; 39 ; avs ; 510 
 3487 ; 1 крейцер. Бавария ; 1833 ;  ; Ag ; XF ; 73 ; Tilla ; 650 
 3488 ; 10 сентаво. Куба ; 1948 ;  ; Ag ; XF+ ; 17 ; Legio ; 183 
 3489 ; 1 пфенниг. Германия ; 1938J ;  ; Br ; XF+ ; 19 ; musik ; 129 
 3490 ; 50 сентаво. Португалия ; 1957 ;  ; Br ; XF- ; 17 ; Legio ; 62 
 3491 ; 2 аурар. Исландия ; 1940 ;  ; Br ; VF-XF ; 32 ; av ; 79 
 3492 ; 2 сантима. Бельгия ; 1909 ;  ; Br ; VF+ ; 23 ; Мика ; 39 
 3493 ; 5 снтимов. Бельгия ; 1863 ;  ; Cu-Ni ; VF+ ; 21 ; ГИППОПОТАМ ; 55 
 3494 ; 20 франков. Малагаси ; 1981 ;  ; Al/Br ; VF+ ; 10 ; Мика ; 41 
 3495 ; 20 сентаво. Куба ; 1948 ;  ; Ag ; VF+ ; 30 ; brigadir ; 202 
 3496 ; 10 злотых. Польша ; 1932 ;  ; Ag ; VF ; 62 ; фрегат ; 420 
 3497 ; 5 лева. Болгария ; 1885 ;  ; Ag ; VF ; 15 ; MDV ; 1683 
 3498 ; 2 лева. Болгария ; 1882 ;  ; Ag ; VF+ ; 38 ; gigajohn ; 367 
 3499 ; 1 лев. Болгария ; 1891 ;  ; Ag ; VF-XF ; 43 ; lestes ; 373 
 3500 ; 50 стотинок. Болгария ; 1910 ;  ; Ag ; XF- ; 42 ; gigajohn ; 663 
 3401 ; 5 лир. Италия ; 1927 ;  ; Ag ; VF-XF ; 17 ; vitapool ; 244 
 3402 ; 1 лира. Италия ; 1913 ;  ; Ag ; XF ; 15 ; В1951 ; 461 
 3403 ; 100000 злотых. Польша. 10 лет единству ; 1990 ;  ; Ag ; AU ; 74 ; Ромбор ; 1204 
 3404 ; 1 доллар. США. Эйзенхауэр. 100 лет ; 1990 ;  ; Ag ; XF ; 15 ; тикси3 ; 931 
 3405 ; 100 франков. Бельгия ; 1954 ;  ; Ag ; VF+ ; 14 ; Emv ; 453 
 3406 ; 50 сентаво. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; VF ; 17 ; тикси3 ; 410 
 3407 ; 50 сентаво. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; VF-XF ; 13 ; тикси3 ; 420 
 3408 ; 50 сентаво. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; VF-XF ; 19 ; asternox ; 428 
 3409 ; 40 сентаво. Куба. 50 лет Республике ; 1952 ;  ; Ag ; VF ; 10 ; Oleht ; 466 
 3410 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 38 ; solomon1973 ; 700 
 3411 ; 5 франков. Франция ; 1962 ;  ; Ag ; VF-XF ; 19 ; pref ; 255 
 3412 ; 1 крона. Австрия. 60 лет правления ; 1908 ;  ; Ag ; VF-XF ; 23 ; Northman ; 425 
 3413 ; 1 шиллинг. Англия ; 1945 ;  ; Ag ; VF+ ; 15 ; SerKon ; 200 
 3414 ; 5 крон. Норвегия ; 1975 ;  ; Cu-Ni ; XF ; 10 ; werter ; 40 
 3415 ; 50 лир. Ватикан ; 1972 ;  ; St ; AU ; 10 ; v_bond ; 90 
 3416 ; 1 йена. Япония ; 1948-1950 ;  ; Латунь ; AU ; 15 ; musik ; 84 
 3417 ; 1 цент ЮАР ; 1961 ;  ; Латунь ; XF+ ; 7 ; ИЮМов1 ; 92 
 3418 ; 20 центов. Южная Африка ; 1961 ;  ; Ag ; AU ; 22 ; hugo ; 206 
 3419 ; 1 пенни. Финляндия ; 1923 ;  ; Cu ; AU ; 9 ; mishael07 ; 53 
 3420 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; AU ; 18 ; vesta78 ; 47 
 3421 ; 1 песо. Мексика ; 1959 ;  ; Ag ; VF-XF ; 12 ; комот ; 204 
 3422 ; 1 песо. Мексика ; 1963 ;  ; Ag ; VF+ ; 10 ; комот ; 170 
 3423 ; 1 тугрик. Монголия. 50 лет революции ; 1971 ;  ; Al/Br ; VF-XF ; 13 ; krugerrand ; 102 
 3424 ; 10 марок. Финляндия. 10 лет чемпионату по атлетике ;  ;  ; Ag ; VF-XF ; 52 ; dow57 ; 378 
 3425 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972F ;  ; Ag ; XF+ ; 16 ; фрегат ; 279 
 3426 ; 5 марок. ФРГ ; 1961F ;  ; Ag ; XF- ; 16 ; балбес ; 361 
 3427 ; 1 доллар. США. Олимпиада ; 1983S ;  ; Ag ; Proof ; 18 ; Harlock ; 1020 
 3428 ; 1/2 доллара. США. Выставка в Чикаго ; 1893 ;  ; Ag ; XF ; 50 ; perevozchik ; 929 
 3429 ; 2 кроны. Эстония. Крепость Томпеа ; 1930 ;  ; Ag ; XF- ; 14 ; boroda ; 473 
 3430 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 19 ; AnvlaSar6216 ; 422 
 3431 ; 10 марок. Финляндия. 75 лет со дня рождения Кекконена ; 1975 ;  ; Ag ; AU ; 28 ; СТРЕКОЗА ; 373 
 3432 ; 10 марок. Финляндия. 100 лет со дня рождения Паасикиви ; 1970 ;  ; Ag ; AU ; 18 ; boroda ; 343 
 3433 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 18 ; фрегат ; 612 
 3434 ; 10 марок. Финляндия. 10-й чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 11 ; krugerrand ; 357 
 3435 ; 50 марок. Финляндия. 75 лет со дня рождения Кекконена ; 1980 ;  ; Ag ; AU ; 24 ; AnvlaSar6216 ; 408 
 3436 ; 100 марок. Финляндия. Университет Хельсинки ; 1990 ;  ; Ag ; AU ; 16 ; aziya11 ; 936 
 3437 ; 100 марок. Финляндия. 75 лет независимости ; 1992 ;  ; Ag ; AU ; 24 ; krugerrand ; 956 
 3438 ; 100 марок. Финляндия. Чемпионат мира по хоккею ; 1991 ;  ; Ag ; AU ; 26 ; krugerrand ; 1031 
 3439 ; 2 франка. Франция ; 1917 ;  ; Ag ; AU ; 48 ; hugo ; 722 
 3440 ; 2 шиллинга. Южная Африка ; 1958 ;  ; Ag ; XF+ ; 16 ; S1952 ; 318 
 3441 ; 1/48 талера. Померания ; 1763 ;  ; Биллон ; F ; 33 ; jj ; 271 
 3442 ; 1 крейцер. Баден ; 1844 ;  ; Cu ; VF ; 25 ; Northman ; 442 
 3443 ; 3 пфеннига. Ангальт-Кётен ; 1861 ;  ; Cu ; VF+ ; 22 ; doc2 ; 612 
 3444 ; 1/2 крейцера. Баден-Дурлах ; 1804 ;  ; Cu ; F-VF ; 26 ; von_Schwarz ; 322 
 3445 ; 25 марок. Финляндия. 80 лет независимости ; 1997 ;  ; Би/м ; AU ; 24 ; roman302 ; 695 
 3446 ; 20 эскудо. Португалия. Салазарский мост ; 1966 ;  ; Ag ; AU ; 11 ; Basile ; 340 
 3447 ; 1 песо. Мескика ; 1958 ;  ; Ag ; VF- ; 19 ; SerKon ; 200 
 3448 ; 10 срльди. Италия ; 1810 ;  ; Ag ; VF ; 64 ; aikuti ; 898 
 3449 ; 3 пфеннига. Пруссия ; 1855A ;  ; Cu ; XF ; 60 ; tamsimun ; 363 
 3450 ; 1 крейцер. Австрия ; 1761 ;  ; Cu ; F-VF ; 28 ; dem ; 215 
 3351 ; 25 марок. Финляндия. Олимпиада в Лахти ; 1978 ;  ; Ag ; AU ; 25 ; AnvlaSar6216 ; 506 
 3352 ; 50 марок. Финляндия. Хоккей ; 1982 ;  ; Ag ; XF ; 13 ; dow57 ; 448 
 3353 ; 25 марок. Финляндия. 750 лет Турку ; 1979 ;  ; Ag ; AU ; 39 ; AnvlaSar6216 ; 521 
 3354 ; 10 крон. Словакия ; 1944 ;  ; Ag ; XF ; 31 ; olancepok ; 453 
 3355 ; 1/2 соль. Перу ; 1928 ;  ; Ag ; VF-XF ; 17 ; werter ; 454 
 3356 ; 25000 лей. Румыния ; 1946 ;  ; Ag ; VF ; 19 ; dimon-2007 ; 308 
 3357 ; 5 франков. Швейцария ; 1932 ;  ; Ag ; VF+ ; 9 ; тикси3 ; 372 
 3358 ; 20 франков Бельгия ; 1935 ;  ; Ag ; VF+ ; 34 ; olancepok ; 306 
 3359 ; 20 динаров. Югославия ; 1938 ;  ; Ag ; VF+ ; 20 ; Sterh ; 204 
 3360 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; XF+ ; 9 ; werter ; 177 
 3361 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; XF ; 11 ; werter ; 177 
 3362 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 9 ; Legio ; 184 
 3363 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; XF ; 17 ; SerKon ; 99 
 3364 ; 1 крона. Швеция ; 1968 ;  ; Ag ; VF+ ; 11 ; Searcher ; 102 
 3365 ; 5 пенго. Венгрия. 900 лет со дня смерти Святого Стефана ; 1938 ;  ; Ag ; XF+ ; 34 ; lelic ; 1530 
 3366 ; 5 пенго. Венгрия. Адмирал Хорти ; 1939 ;  ; Ag ; AU ; 55 ; kont ; 1836 
 3367 ; 5 пенго. Венгрия. 75 лет со дня рождения Адмирала Хорти ; 1943 ;  ; Al ; XF ; 37 ; werter ; 640 
 3368 ; 2 пенго. Венгрия. 50 лет со дня смерти Ференца Листа ; 1936 ;  ; Ag ; XF ; 37 ; Hoppi ; 600 
 3369 ; 2 пенго. Венгрия ; 1939 ;  ; Ag ; AU ; 38 ; lelic ; 1122 
 3370 ; 1 пенго. Венгрия ; 1939 ;  ; Ag ; XF+ ; 31 ; lelic ; 413 
 3371 ; 2 кроны. Венгрия ; 1912 ;  ; Ag ; XF- ; 33 ; ursus ; 560 
 3372 ; 1 корона. Венгрия ; 1915 ;  ; Ag ; XF+ ; 31 ; ursus ; 357 
 3373 ; 1 корона. Венгрия. Миллениум ; 1896 ;  ; Ag ; XF ; 74 ; Zorrosha ; 1229 
 3374 ; 20 крейцеров. Венгрия ; 1848 ;  ; Ag ; XF+/AU ; 33 ; serg2010 ; 1205 
 3375 ; 25 шиллингов. Австрия. Мария Терезия ; 1967 ;  ; Ag ; AU ; 31 ; korshun-777 ; 522 
 3376 ; 5 форинтов. Венгрия. Кошут ; 1947 ;  ; Ag ; XF+ ; 23 ; olancepok ; 360 
 3377 ; 100 марок. Финляндия. Олимпиада в Лахти ; 1989 ;  ; Ag ; AU ; 22 ; AnvlaSar6216 ; 1010 
 3378 ; 10 евро. Финляндия. Элиас Лённрот. С сертификатом ; 2002 ;  ; Ag ; AU ; 22 ; asm1048576 ; 1111 
 3379 ; 10 евро. Финляндия. Микаэль Агрикола. С сертификатом ; 2007 ;  ; Ag ; AU ; 17 ; boroda ; 1100 
 3380 ; 10 евро. Финляндия. Андерс Чюдениус. С сертификатом ; 2003 ;  ; Ag ; AU ; 14 ; boroda ; 1100 
 3381 ; 10 евро. Финляндия. Олимпиада. С сертификатом ; 2002 ;  ; Ag ; AU ; 16 ; asm1048576 ; 1112 
 3382 ; 10 евро. Финляндия. Мика Тойми Валтари. С сертификатом ; 2008 ;  ; Ag ; AU ; 19 ; Mamuka ; 1200 
 3383 ; 5 гривен. Украина. Успенский собор Киевско-Печерской лавры ; 1998 ;  ; Cu-Ni ; VF-XF ; 18 ; ОМОН10 ; 306 
 3384 ; 500 лир. Сан-Марино ; 1972 ;  ; Ag ; AU ; 17 ; jj ; 452 
 3385 ; 500 лир. Ватикан ; 1975 ;  ; Ag ; AU ; 20 ; mefody73 ; 451 
 3386 ; 500 лир. Ватикан ; 1978 ;  ; Ag ; AU ; 14 ; jj ; 461 
 3387 ; 500 лир. Ватикан ; 1978 ;  ; Ag ; AU ; 31 ; krugerrand ; 765 
 3388 ; 500 лир. Ватикан ; 1977 ;  ; Ag ; AU ; 38 ; jj ; 500 
 3389 ; 500 лир. Ватикан ; 1996 ;  ; Ag ; AU ; 51 ; Zemlemer ; 612 
 3390 ; 500 лир. Ватикан ; 1963 ;  ; Ag ; AU ; 32 ; krugerrand ; 798 
 3391 ; 500 лир. Ватикан ; 1967 ;  ; Ag ; AU ; 19 ; Zemlemer ; 612 
 3392 ; 500 лир. Ватикан ; 1980 ;  ; Ag ; AU ; 27 ; jj ; 510 
 3393 ; 1000 лир. Ватикан ; 1983 ;  ; Ag ; AU ; 30 ; Zemlemer ; 707 
 3394 ; 5 лир. Ватикан ; 1939 ;  ; Ag ; AU ; 52 ; olancepok ; 1136 
 3395 ; 2000 лир. Италия ; 1999 ;  ; Ag ; AU ; 16 ; smel ; 726 
 3396 ; 1000 лир. Италия ; 1970 ;  ; Ag ; XF ; 16 ; vitapool ; 396 
 3397 ; 1000 лир. Италия ; 1994 ;  ; Ag ; AU ; 12 ; джокер ; 726 
 3398 ; 500 лир. Италия ; 1993 ;  ; Ag ; AU ; 34 ; S1952 ; 502 
 3399 ; 500 лир. Италия ; 1981 ;  ; Ag ; AU ; 19 ; _1111_ ; 491 
 3400 ; 500 лир. Италия ; 1965 ;  ; Ag ; AU ; 17 ; Юбер ; 396 
 3301 ; 1 франк. Швейцария ; 1945 ;  ; Ag ; VF-XF ; 8 ; SerKon ; 204 
 3302 ; 1/2 франка. Швейцария ; 1948 ;  ; Ag ; XF- ; 5 ; Legio ; 153 
 3303 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; XF+ ; 31 ; ОМОН10 ; 132 
 3304 ; 1 доллар. США ; 1921D ;  ; Ag ; XF ; 23 ; SerKon ; 1191 
 3305 ; 1 лат. Латвия. ; 2008 ;  ; Cu-Ni ; AU ; 25 ; musik ; 115 
 3306 ; 1 рубль. Беларусь. Обыкновенная пустельга ; 2010 ;  ; Cu-Ni ; Proof ; 31 ; Dmi32y ; 327 
 3307 ; 20 сентаво. Мексика ; 1921 ;  ; Ag ; VF ; 16 ; S1952 ; 179 
 3308 ; 50 пара. Сербия ; 1915 ;  ; Ag ; XF ; 11 ; lestes ; 204 
 3309 ; 20 сентаво. Филиппины ; 1910 ;  ; Ag ; VF+ ; 18 ; aleX13 ; 204 
 3310 ; 10 эре. Дания ; 1917 ;  ; Ag ; XF- ; 23 ; av ; 255 
 3311 ; 1/2 марки. Германия ; 1915А ;  ; Ag ; XF- ; 21 ; olancepok ; 114 
 3312 ; 1/2 марки. Германия ; 1906D ;  ; Ag ; VF+ ; 13 ; ГИППОПОТАМ ; 114 
 3313 ; 50 сантимов. Франция ; 1867 ;  ; Ag ; VF+ ; 34 ; В1951 ; 357 
 3314 ; 25 эре. Швеция ; 1919 ;  ; Ag ; VF+ ; 52 ; hf426 ; 265 
 3315 ; 50 сен. Япония ; 1901-1917 ;  ; Ag ; VF-XF ; 32 ; vitapool ; 462 
 3316 ; 50 сен. Япония ; 1922-1938 ;  ; Ag ; AU ; 16 ; hugo ; 286 
 3317 ; 20 центов. Китай, Кванг-Тунг ; 1912-1924 ;  ; Ag ; VF-XF ; 29 ; Emv ; 438 
 3318 ; 1 лира. Сирия ; 1950 ;  ; Ag ; VF+ ; 38 ; ship-nik ; 530 
 3319 ; 1 куруш. Турция ; 1876 ;  ; Ag ; VF+ ; 19 ; дед морос ; 209 
 3320 ; 10 марок. ФРГ. 100 летие создания первого дизельного двигателя ; 1997А ;  ; Ag ; Proof ; 16 ; valent77 ; 561 
 3321 ; 10 марок. ФРГ. 50 лет в мире и согласии. Символ терпимости ; 1995J ;  ; Ag ; Proof ; 11 ; valent77 ; 510 
 3322 ; 100 форинтов. Венгрия. П. Сандор ; 1973 ;  ; Ag ; Proof ; 19 ; vitapool ; 481 
 3323 ; 50 форинтов. Венгрия. П. Сандор ; 1973 ;  ; Ag ; Proof ; 17 ; vitapool ; 362 
 3324 ; 250 драхм. Греция. XII Олимпийские игры. Метание копья ; 1981 ;  ; Ag ; Proof ; 17 ; S1952 ; 528 
 3325 ; 5 крон. Швеция ; 1866 ;  ; Ag ; AU ; 27 ; Searcher ; 453 
 3326 ; 5 франков. Франция ; 1834 ;  ; Ag ; F+ ; 18 ; vitapool ; 765 
 3327 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF- ; 40 ; ГИППОПОТАМ ; 701 
 3328 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF+ ; 27 ; duv ; 559 
 3329 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF- ; 12 ; boboss ; 227 
 3330 ; 1 шиллинг. Новая Гвинея ; 1935 ;  ; Ag ; XF- ; 28 ; lelic ; 347 
 3331 ; 25 центов. Канада ; 1967 ;  ; Ag ; XF ; 24 ; vitapool ; 179 
 3332 ; 25 центов. Канада ; 1968 ;  ; Ag ; XF ; 47 ; vitapool ; 116 
 3333 ; 1 песо. Мексика ; 1966 ;  ; Ag ; XF+ ; 22 ; комот ; 207 
 3334 ; 1 боливар. Венесуэла ; 1954 ;  ; Ag ; XF ; 30 ; комот ; 270 
 3335 ; Двойной флорин. Великобритания ; 1887 ;  ; Ag ; XF ; 40 ; alko25 ; 2914 
 3336 ; Двойной флорин. Великобритания ; 1889 ;  ; Ag ; XF+ ; 41 ; Olegas ; 2267 
 3337 ; Флорин. Великобритания ; 1887 ;  ; Ag ; XF ; 37 ; Olegas ; 1530 
 3338 ; Шиллинг. Великобритания ; 1787 ;  ; Ag ; XF- ; 52 ; Northman ; 3397 
 3339 ; Шиллинг. Великобритания ; 1820 ;  ; Ag ; VF-XF ; 23 ; медалькин ; 1588 
 3340 ; Шиллинг. Великобритания ; 1817 ;  ; Ag ; XF ; 45 ; Olegas ; 2193 
 3341 ; Шиллинг. Великобритания ; 1887 ;  ; Ag ; VF ; 27 ; gavrosh ; 514 
 3342 ; 2 кроны. Швеция. 300 лет со дня смерти Короля Густафа II Адольфа ; 1932 ;  ; Ag ; AU ; 33 ; hf426 ; 817 
 3343 ; 50 сентапво. Испания ; 1885 ;  ; Ag ; VF-XF ; 19 ; vb96 ; 244 
 3344 ; 1/2 марки. Германия ; 1905А ;  ; Ag ; F-VF ; 12 ; Goldfinger ; 46 
 3345 ; 5 долларов. Багамские -ва. Национальный флаг. Упаковка ; 1974 ;  ; Ag ; Proof ; 50 ; smel ; 1092 
 3346 ; 2 доллара. Багамские о-ва. Фламинго. Упаковка ; 1974 ;  ; Ag ; Proof ; 21 ; ArCan ; 809 
 3347 ; 1 ранд. Южная Африка ; 1980 ;  ; Ag ; XF+ ; 21 ; krugerrand ; 294 
 3348 ; 1 доллар. США. Олимпиада в Лос-Анджелесе ; 1984 ;  ; Ag ; AU ; 26 ; Harlock ; 989 
 3349 ; 10 вон. Корея. Северная Корея ; 2000 ;  ; Ag ; Proof ; 38 ; Kreator ; 1587 
 3350 ; 10 евро. Финляндия. Маннергейм. Санкт-Петербург ; 2003 ;  ; Ag ; Proof ; 46 ; Fox13 ; 1450 
 3251 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; VF-XF ; 16 ; serg2010 ; 317 
 3252 ; 20 крон. Чехословакия ; 1934 ;  ; Ag ; XF- ; 26 ; Basile ; 397 
 3253 ; 5 корон. Венгрия ; 1900 ;  ; Ag ; VF-XF ; 17 ; ursus ; 1216 
 3254 ; 1 соль. Перу ; 1934 ;  ; Ag ; XF ; 23 ; werter ; 906 
 3255 ; 2-1/2 гульдена. Нидерланды ; 1930 ;  ; Ag ; XF- ; 17 ; vicktor_2014 ; 995 
 3256 ; 5 драхм. Крит ; 1901 ;  ; Ag ; VF ; 72 ; суслик ; 3888 
 3257 ; 5 пенго. Венгрия ; 1939 ;  ; Ag ; XF ; 11 ; AMZYA ; 828 
 3258 ; 5 пенго. Венгрия. 900 лет со дня смерти Святого Стефана ; 1938 ;  ; Ag ; XF ; 35 ; donsergio ; 1135 
 3259 ; 5 гульденов. Данциг ; 1923 ;  ; Ag ; VF+ ; 73 ; _1111_ ; 15616 
 3260 ; 2 шиллинга. Австрия. Игнац Зейпель ; 1932 ;  ; Ag ; VF+ ; 19 ; vesta78 ; 286 
 3261 ; 10 пиастров. Египет ; 1917 ;  ; Ag ; VF-XF ; 45 ; джокер ; 487 
 3262 ; 20 лепт. Крит ; 1874 ;  ; Ag ; VF- ; 17 ; Olegas ; 357 
 3263 ; 50 сантимов. Франция ; 1869 ;  ; Ag ; VF- ; 36 ; zx123 ; 153 
 3264 ; 1 крона. Австрия ; 1913 ;  ; Ag ; XF ; 17 ; SerKon ; 226 
 3265 ; 1/2 марки. Германия ; 1909G ;  ; Ag ; VF-XF ; 27 ; балбес ; 323 
 3266 ; 5 куруш. Турция. 17 год правления ; 1293 ;  ; Ag ; XF ; 37 ; aleX13 ; 431 
 3267 ; 10 центов. Китай. Квантунг ;  ;  ; Ag ; XF ; 30 ; geracon2009 ; 410 
 3268 ; 1000 динар. Иран ; 1297 ;  ; Ag ; VF- ; 29 ; mkm1968 ; 300 
 3269 ; 2-1/2 зилбергроша. Пруссия ; 1842A ;  ; Ag ; F-VF ; 12 ; Александр007 ; 159 
 3270 ; 10 сольди. Италия ; 1808 ;  ; Ag ; F ; 18 ; Emv ; 305 
 3271 ; 10 эре. Швеция ; 1894 ;  ; Ag ; VF ; 20 ; vicktor_2014 ; 156 
 3272 ; 10 эре. Норвегия ; 1877 ;  ; Ag ; VF- ; 35 ; Klin ; 1634 
 3273 ; 3 крейцера. Австрия ; 1840 ;  ; Ag ; F+ ; 14 ; jj ; 306 
 3274 ; 50 песо. Мексика. Чемпионат мира по футболу в Мексике в 1986г ; 1985 ;  ; Ag ; XF ; 28 ; torbey ; 794 
 3275 ; 2000 песо. Аргентина. Футбол. Чемпионат мироа по футболу в Авргентине в 1978г ; 1977 ;  ; Ag ; AU ; 46 ; torbey ; 1326 
 3276 ; 100 крон. Норвегия. Олимпиада в Лиллехаммере в 1994г ; 1991 ;  ; Ag ; Proof ; 35 ; krugerrand ; 2413 
 3277 ; 2 золота. Турция ; 1757 ;  ; Ag ; VF- ; 33 ; Temir ; 1406 
 3278 ; 5 франков. Франция ; 1852 ;  ; Ag ; VF- ; 13 ; Emv ; 815 
 3279 ; 5 боливаров. Венесуэла ; 1935 ;  ; Ag ; VF+ ; 17 ; джокер ; 1019 
 3280 ; 1 соль. Перу ; 1873 ;  ; Ag ; VF ; 22 ; aleX13 ; 1430 
 3281 ; 5 лир. Италия ; 1876 ;  ; Ag ; VF-XF ; 13 ; тикси3 ; 1134 
 3282 ; 1 флорин. Австрия ; 1878 ;  ; Ag ; VF+ ; 11 ; ГИППОПОТАМ ; 521 
 3283 ; 2 песеты. Испания ; 1882 ;  ; Ag ; VF ; 17 ; ГИППОПОТАМ ; 308 
 3284 ; 1 флорин. Великобритания ; 1929 ;  ; Ag ; VF ; 18 ; Tarkus ; 354 
 3285 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 6 ; taa ; 214 
 3286 ; 1 дайм. США ; 1920 ;  ; Ag ; XF- ; 7 ; asadovoy ; 272 
 3287 ; 5 злотых. Польша ; 1933 ;  ; Ag ; VF+ ; 12 ; фрегат ; 227 
 3288 ; 5 эскудо. Португалия ; 1948 ;  ; Ag ; AU ; 26 ; Basile ; 1136 
 3289 ; 2 динара. Сербия ; 1904 ;  ; Ag ; VF+ ; 10 ; smel ; 363 
 3290 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF- ; 13 ; Emv ; 190 
 3291 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; XF ; 10 ; bethowen ; 169 
 3292 ; 5 лир. Италия ; 1927 ;  ; Ag ; VF-XF ; 9 ; cotangens ; 261 
 3293 ; 10 динар. Югославия ; 1931 ;  ; Ag ; XF- ; 22 ; olancepok ; 286 
 3294 ; 20 драхм. Греция ; 1960 ;  ; Ag ; XF ; 17 ; Юбер ; 306 
 3295 ; 1 крона. Швеция ; 1944 ;  ; Ag ; VF+ ; 30 ; vicktor_2014 ; 180 
 3296 ; 2 1/2 эскудо. Португалия ; 1951 ;  ; Ag ; AU ; 28 ; Basile ; 357 
