 5814 ; Бона иностранная. Бельгия ; 1942 ;  ;  ;  ; 61 ; Первый Самураец ; 2550 
 3996 ; 1 пайс. Индия ; 1945 ;  ; Br ; XF ; 13 ; Makys ; 192 
 3997 ; 1 сентаво Мексика ; 1904 ;  ; Br ; F-VF ; 15 ; vc57 ; 186 
 3998 ; 10 сентаво. Гватемала ; 1987 ;  ; Cu-Ni ; VF- ; 9 ; лайк ; 28 
 3999 ; 5 сантимов. Гаити ; 1904 ;  ; Cu-Ni ; F-VF ; 9 ; igor39 ; 51 
 4000 ; 5 сентаво. Колумбия ; 1918 ;  ; Cu-Ni ; F+ ; 7 ; t_v_v ; 28 
 4001 ; 5 сентаво. Сальвадор ; 1977 ;  ; Cu-Ni ; VF-XF ; 12 ; vc57 ; 37 
 4002 ; 5 сентаво. Сальвадор ; 1966 ;  ; Cu-Ni ; VF ; 14 ; vc57 ; 37 
 4003 ; 5 центов. США ; 1926 ;  ; Cu-Ni ; F-VF ; 15 ; ОВМ ; 70 
 4004 ; 5 центов. Нидерландские Антиллы ; 1965 ;  ; Cu-Ni ; XF+ ; 15 ; atos51 ; 58 
 4005 ; 50 сантимов. Марокко ;  ;  ; Cu-Ni ; VF ; 5 ; Алек ; 99 
 4006 ; 5 пфеннигов. Германия. Нотгельд. Ньюстадт ; 1917 ;  ; Fe ; XF ; 35 ; colonel6262 ; 439 
 4007 ; 5 пфеннигов. Германия. Нотгельд. Ньюстадт ; 1917 ;  ; Zn ; F+ ; 58 ; yurrgen ; 277 
 4008 ; 10 пфеннигов. Германия. Нотгельд. Диггиндорф ; 1917 ;  ; Zn ; VF- ; 33 ; buynyi76 ; 322 
 3909 ; 5 крон. Дания ; 1965 ;  ; Cu-Ni ; XF ; 9 ; kergudu ; 36 
 3910 ; 1 лира. Италия ; 1922 ;  ; Ni ; XF ; 24 ; ОВМ ; 136 
 3911 ; 2 марки. ФРГ. Курт Шумахер ; 1979 ;  ; Cu-Ni ; VF-XF ; 21 ; yurrgen ; 57 
 3912 ; 1/2 песо-12 1/2 грамос. Доминиканская ресрублика ; 1979 ;  ; Cu-Ni ; VF ; 12 ; t_v_v ; 34 
 3913 ; 5 шиллингов. Австрия ; 1952 ;  ; Al ; VF-XF ; 9 ; 220W ; 67 
 3914 ; 5 шиллингов. Кения ; 1994 ;  ; Cu-Ni ; XF- ; 23 ; Запруда ; 62 
 3915 ; 1 песо. Уругвай ; 1893 ;  ; Ag ; VF ; 34 ; SPRogov ; 2732 
 3916 ; 5 лир. Италия ; 1872 ;  ; Ag ; VF+ ; 20 ; SPRogov ; 1069 
 3917 ; 5 лей. Румыния ; 1883 ;  ; Ag ; VF-XF ; 40 ; kefrost ; 3070 
 3918 ; 5 лева. Болгария ; 1892 ;  ; Ag ; VF-XF ; 24 ; Magger ; 1360 
 3919 ; 10 лир. Ватикан ; 1931 ;  ; Ag ; XF- ; 26 ; Dave ; 950 
 3920 ; 5 крон. Словакия ; 1939 ;  ; Cu-Ni ; VF+ ; 22 ; buynyi76 ; 191 
 3921 ; 1 франк. Французская колония. Мартиника ; 1897 ;  ; Cu-Ni ; F ; 50 ; colonel6262 ; 1082 
 3922 ; 50 сантимов. Французская колония. Мартиника ; 1897 ;  ; Cu-Ni ; F-VF ; 51 ; sos1 ; 1507 
 3923 ; 2 гривны. Украина. Микола Боголюбов ; 2009 ;  ; Cu-Ni ; AU ; 10 ; Jagdtiger ; 58 
 3924 ; 2 гривны. Украина. Богдан-Игорь Антонич ; 2009 ;  ; Cu-Ni ; AU ; 20 ; Jagdtiger ; 92 
 3925 ; 2 гривны. Украина. Олег Ольжич ; 2007 ;  ; Cu-Ni ; AU ; 21 ; sibirian ; 109 
 3926 ; 2 гривны. Украина. Владимир Винниченко ; 2007 ;  ; Cu-Ni ; AU ; 17 ; Vanka ; 99 
 3927 ; 2 гривны. Украина. Вячеслав Прокопович ; 2006 ;  ; Cu-Ni ; AU ; 20 ; Bambr ; 101 
 3928 ; 2 гривны. Украина. Владимир Ивасюк ; 2009 ;  ; Cu-Ni ; AU ; 15 ; Vanka ; 99 
 3929 ; 2 гривны. Украина. Георгий Воронин ; 2008 ;  ; Cu-Ni ; AU ; 15 ; Bambr ; 101 
 3930 ; 2 гривны. Украина. Дрофа ; 2013 ;  ; Cu-Ni ; AU ; 14 ; Asella ; 300 
 3931 ; 2 гривны. Украина. 100 лет хоккею ; 2010 ;  ; Cu-Ni ; AU ; 21 ; sibirian ; 167 
 3932 ; 2 гривны. Украина. Иван Огиенко ; 2007 ;  ; Cu-Ni ; AU ; 10 ; Bambr ; 101 
 3933 ; 2 гривны. Украина. Василь Стус ; 2008 ;  ; Cu-Ni ; AU ; 6 ; t_v_v ; 80 
 3934 ; 2 гривны. Украина. Ковыль Украинский ; 2010 ;  ; Cu-Ni ; AU ; 25 ; sibirian ; 129 
 3935 ; 2 гривны. Украина. Львовский политехнический институт ; 2010 ;  ; Cu-Ni ; AU ; 17 ; buynyi76 ; 102 
 3936 ; 2 гривны. Украина. Запорожская область ; 2009 ;  ; Cu-Ni ; AU ; 16 ; дед морос ; 109 
 3937 ; 2 гривны. Украина. Андрей Ливицкий ; 2009 ;  ; Cu-Ni ; AU ; 9 ; Jagdtiger ; 72 
 3938 ; 2 гривны. Украина. Константин Левицкий ; 2009 ;  ; Cu-Ni ; AU ; 13 ; Vanka ; 99 
 3939 ; 2 гривны. Украина. Петр Григоренко ; 2007 ;  ; Cu-Ni ; AU ; 15 ; Vanka ; 99 
 3940 ; 2 гривны. Украина. Львовский национальный университет ; 2011 ;  ; Cu-Ni ; AU ; 12 ; buynyi76 ; 101 
 3941 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu-Ni ; AU ; 11 ; Vanka ; 99 
 3942 ; 2 гривны. Украина. Борис Мартос ; 2009 ;  ; Cu-Ni ; AU ; 11 ; Vanka ; 99 
 3943 ; 2 гривны. Украина. XIV паралимпийские игры ; 2012 ;  ; Cu-Ni ; AU ; 20 ; sibirian ; 130 
 3944 ; 2 гривны. Украина. Провозглашение Карпатской Украины ; 2009 ;  ; Cu-Ni ; AU ; 12 ; Bambr ; 101 
 3945 ; 2 гривны. Украина. Украинское товарищество докторов ; 2010 ;  ; Cu-Ni ; AU ; 17 ; sibirian ; 126 
 3946 ; 2 гривны. Украина. Василий Симоненко ; 2008 ;  ; Cu-Ni ; AU ; 11 ; Vanka ; 99 
 3947 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 10 ; Jagdtiger ; 124 
 3948 ; 5 гривен. Украина. Казацкая лодка ; 2010 ;  ; Cu-Ni ; AU ; 11 ; svu14 ; 144 
 3949 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu-Ni ; AU ; 6 ; Jagdtiger ; 129 
 3950 ; 5 гривен. Украина. 60 лет Национальному музею ; 2009 ;  ; Cu-Ni ; AU ; 16 ; buynyi76 ; 138 
 3951 ; 5 риалов. Кабинда ; 2010 ;  ; Би/м ; AU ; 39 ; кузяка ; 313 
 3952 ; 5 риалов. Кабинда ; 2010 ;  ; Би/м ; AU ; 23 ; Ю42 ; 396 
 3953 ; 20 тенге. Казахстан. Ауэзов ; 1997 ;  ; Cu-Ni ; VF+ ; 13 ; gigajohn ; 74 
 3954 ; 50 тенге. Казахстан. Толебаев ; 2013 ;  ; Cu-Ni ; AU ; 13 ; buynyi76 ; 79 
 3955 ; 50 тенге. Казахстан. 20 лет тенге ; 2013 ;  ; Cu-Ni ; AU ; 16 ; Опятор ; 88 
 3956 ; 50 тенге. Казахстан. Ёж ; 2013 ;  ; Cu-Ni ; AU ; 31 ; UraChygyn ; 126 
 3957 ; 50 тенге. Казахстан. ; 2013 ;  ; Cu-Ni ; AU ; 15 ; brat52 ; 74 
 3958 ; 50 тенге. Казахстан. Суйиндир ; 2013 ;  ; Cu-Ni ; AU ; 19 ; brat52 ; 71 
 3859 ; 200 песет. Испания. Мадрид столица Европейской культуры ; 1992 ;  ; Cu-Ni ; XF ; 37 ; zoom30 ; 117 
 3860 ; 10 фунтов. Сирия ; 1996-1997 ;  ; Cu-Ni ; XF- ; 8 ; yurrgen ; 51 
 3861 ; 100 халала- 1 риал. Саудовская Аравия ; 1976-1993 ;  ; Cu-Ni ; VF+ ; 17 ; лайк ; 33 
 3862 ; 100 риалов. Иран ; 1993-2000 ;  ; Cu-Ni ; XF- ; 18 ; Asa ; 51 
 3863 ; 100 филс-1 динар. Иордания ; 1968-1991 ;  ; Cu-Ni ; VF+ ; 11 ; t_v_v ; 50 
 3864 ; 100 миллиемес. Ливия ; 1965 ;  ; Cu-Ni ; VF ; 19 ; l1 ; 51 
 3865 ; 1 лира. Италия ; 1924 ;  ; Cu-Ni ; VF+ ; 17 ; kornum ; 57 
 3866 ; 1 лира. Израиль ; 1958 ;  ; Cu-Ni ; XF ; 25 ; vc57 ; 169 
 3867 ; 1 соль. Перу ; 1991 ;  ; Cu-Ni ; VF+ ; 7 ; banks ; 34 
 3868 ; 1 доллар. Восточные Карибские территории ; 2004 ;  ; Cu-Ni ; XF- ; 20 ; Моряк-собиратель ; 57 
 3869 ; 50 песет. Испания ; 1958 ;  ; Cu-Ni ; XF ; 7 ; Armando ; 31 
 3870 ; 100 лир. Ватикан ; 1971 ;  ; St ; AU ; 19 ; dic79 ; 112 
 3871 ; 1 песо. Мексика ; 1970 ;  ; Cu-Ni ; AU ; 11 ; banks ; 36 
 3872 ; 10 песо. Мексика ; 1981 ;  ; Cu-Ni ; XF ; 7 ; l1 ; 37 
 3873 ; 1000 песо. Мексика ; 1988 ;  ; Al/Br ; AU ; 19 ; Алек ; 104 
 3874 ; 10 песо. Мексика ; 1979 ;  ; Cu-Ni ; VF+ ; 13 ; bva150979 ; 51 
 3875 ; 500 песо. Мексика ; 1989 ;  ; Cu-Ni ; XF ; 16 ; Алек ; 79 
 3876 ; 1 пенни. Новая Зеландия ; 1951 ;  ; Br ; XF- ; 9 ; Тёркин ; 128 
 3877 ; 1 песо. Уругвай ; 1976 ;  ; Al/Br ; XF+ ; 9 ; dsp ; 51 
 3878 ; 50 драхм. Греция. 200-летие со дня рождения Дионисиос Соломос ; 1998 ;  ; Латунь ; XF ; 17 ; Алек ; 126 
 3879 ; 1 пайса. Индия ; 1943 ;  ; Br ; XF ; 49 ; Makys ; 305 
 3880 ; 2 цента. Британские Карибские территории ; 1958 ;  ; Br ; VF+ ; 15 ; igor39 ; 60 
 3881 ; 1/12 шиллинга. Джерси. 300 лет вступления на Британский престол короля Чарльза II ; 1960 ;  ; Br ; XF ; 15 ; велес ; 99 
 3882 ; 1/12 шиллинга. Джерси ; 1946 ;  ; Br ; VF+ ; 11 ; велес ; 101 
 3883 ; 1 цент. Британская Малайя ; 1943 ;  ; Br ; XF ; 18 ; Andy M ; 90 
 3884 ; Фартинг. Великобритания ; 1927 ;  ; Br ; XF ; 18 ; Armando ; 71 
 3885 ; 1/2 кроны. Великобритания ; 1947 ;  ; Cu-Ni ; VF+ ; 22 ; Ясер ; 155 
 3886 ; 1/2 кроны. Великобритания ; 1954 ;  ; Cu-Ni ; VF+ ; 22 ; Ясер ; 155 
 3887 ; 1/26 шиллинга. Джерси. Виктория ; 1858 ;  ; Br ; F ; 13 ; ratiandr ; 105 
 3888 ; 2 рупии. Шри Ланка ; 1993 ;  ; Cu-Ni ; VF+ ; 4 ; l1 ; 20 
 3889 ; 2 рупии. Шри Ланка ; 2005 ;  ; Ni ; AU ; 11 ; лайк ; 31 
 3890 ; 10 драхм. Греция ; 1968 ;  ; Cu-Ni ; XF- ; 9 ; alex995 ; 23 
 3891 ; 5 драхм. Греция ; 1930 ;  ; Ni ; VF+ ; 24 ; Юбер ; 102 
 3892 ; 2 драхмы. Греция ; 1926 ;  ; Cu-Ni ; VF ; 17 ; igor39 ; 72 
 3893 ; 1 драхма. Греция ; 1926 ;  ; Cu-Ni ; VF+ ; 17 ; Magger ; 61 
 3894 ; 10 драхм. Греция ; 1968 ;  ; Cu-Ni ; XF ; 14 ; Алек ; 82 
 3895 ; 2 франка. Бельгия ; 1923 ;  ; Cu-Ni ; VF-XF ; 15 ; vc57 ; 183 
 3896 ; 5 рупий. Маврикия ; 1991 ;  ; Cu-Ni ; VF+ ; 7 ; alex995 ; 23 
 3897 ; 20 центов. Фиджи ; 1997 ;  ; Cu-Ni ; XF+ ; 14 ; t_v_v ; 34 
 3898 ; 50 пенни. Ирландия ; 1970 ;  ; Cu-Ni ; VF+ ; 26 ; Юбер ; 73 
 3899 ; 100 лир. Ватикан ; 1955 ;  ; St ; XF+ ; 25 ; dic79 ; 123 
 3900 ; 50 пайс. Индия ; 1985 ;  ; Cu-Ni ; VF ; 10 ; t_v_v ; 33 
 3901 ; 5 пенсов. Гернси ; 1979 ;  ; Cu-Ni ; XF+ ; 17 ; Drill ; 75 
 3902 ; 1 динар. Тунис ; 1983 ;  ; Cu-Ni ; VF ; 11 ; Bacek ; 30 
 3903 ; 1 лира. Турция ; 2005 ;  ; Би/м ; XF- ; 9 ; Ганс ; 33 
 3904 ; 50 сентавос. Колумбия. Симон Боливар ; 1959 ;  ; Cu-Ni ; XF- ; 29 ; yurrgen ; 51 
 3905 ; 3 пенса. Гернси ; 1959 ;  ; Cu-Ni ; AU ; 20 ; Makys ; 75 
 3906 ; 20 сентисимов. Французский Индо Китай ; 1941 ;  ; Cu-Ni ; XF ; 24 ; l1 ; 126 
 3907 ; 5 рупий. Сейшеллы ; 1982 ;  ; Cu-Ni ; VF+ ; 33 ; Asa ; 57 
 3908 ; 5 пенго. Венгрия ; 1943 ;  ; Al ; XF- ; 33 ; Алек ; 359 
 3809 ; 5 пфеннигов. Германия ; 1939E ;  ; Al/Br ; VF-XF ; 16 ; guran ; 123 
 3810 ; 5 пфеннигов. Германия ; 1939F ;  ; Al/Br ; VF-XF ; 26 ; ship-nik ; 100 
 3811 ; 5 пфеннигов. Германия ; 1938E ;  ; Al/Br ; VF-XF ; 15 ; ship-nik ; 100 
 3812 ; 10 пфеннигов. Германия ; 1937F ;  ; Al/Br ; VF-XF ; 29 ; Дак ; 101 
 3813 ; 5 гульденов. Нидерланды ; 1989 ;  ; Al/Br ; VF+ ; 7 ; Rusik ; 34 
 3814 ; 5 эре. Швеция ; 1944 ;  ; Fe ; VF-XF ; 13 ; RusScat ; 34 
 3815 ; 1 цент. Канада. Георг V ; 1930 ;  ; Br ; VF-XF ; 9 ; vangog3 ; 33 
 3816 ; 50 грошей. Австрия ; 1962 ;  ; Al/Br ; VF+ ; 11 ; Ганс ; 34 
 3817 ; 1 цент. Канада. Георг V ; 1928 ;  ; Br ; XF- ; 10 ; banks ; 34 
 3818 ; 1 цент. Канада. Георг V ; 1927 ;  ; Br ; XF- ; 14 ; лайк ; 34 
 3819 ; 5 эре. Швеция ; 1948 ;  ; Fe ; VF-XF ; 11 ; kornum ; 53 
 3820 ; 5 пфеннигов. Германия ; 1938D ;  ; Al/Br ; VF-XF ; 14 ; Dave ; 63 
 3821 ; 5 пфеннигов. Германия ; 1938J ;  ; Al/Br ; VF+ ; 24 ; Метро62 ; 153 
 3822 ; 5 пфеннигов. Германия ; 1939E ;  ; Al/Br ; XF- ; 11 ; guran ; 104 
 3823 ; 5 пфеннигов. Германия ; 1939F ;  ; Al/Br ; VF-XF ; 11 ; vc57 ; 57 
 3824 ; 100 йен. Япония ; 1959-1966 ;  ; Ag ; VF+ ; 12 ; RusScat ; 159 
 3825 ; 50 эскудо. Португалия ; 1986 ;  ; Cu-Ni ; XF- ; 12 ; Armando ; 55 
 3826 ; 5 шиллингов. Кения ; 1985 ;  ; Cu-Ni ; XF ; 13 ; лайк ; 37 
 3827 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; XF ; 25 ; igor39 ; 79 
 3828 ; 20 центов. Свазиланд ; 1975 ;  ; Cu-Ni ; VF ; 13 ; лайк ; 57 
 3829 ; 10 пенни. Джерси ; 1968 ;  ; Cu-Ni ; XF ; 10 ; kost ; 46 
 3830 ; 25 центов. Либерия ; 1968 ;  ; Cu-Ni ; XF+ ; 13 ; dsp ; 50 
 3831 ; 10 пенни. Джерси ; 1968 ;  ; Cu-Ni ; XF+ ; 9 ; Ясер ; 65 
 3832 ; 50 драхм. Греция. Солон — афинский архонт ; 1982 ;  ; Cu-Ni ; XF+ ; 10 ; denisok69 ; 45 
 3833 ; 50 менге. Монголия ; 1981 ;  ; Cu-Ni ; XF ; 19 ; Tche ; 56 
 3834 ; 20 чентезимо. Италия ; 1940 ;  ; St ; VF+ ; 7 ; krugerrand ; 34 
 3835 ; 20 чентезимо. Италия ; 1942 ;  ; St ; VF+ ; 9 ; kornum ; 41 
 3836 ; Монетовидный жетон. Виктория ; 1846 ;  ; Ж/м ; VF-XF ; 35 ; ВЕПРЬ ; 204 
 3837 ; Монетовидный жетон ;  ;  ; Б/м ; XF ; 28 ; l1 ; 139 
 3838 ; Монетовидный жетон. 15 кр. Станция Ярна ;  ;  ; Ж/м ; AU ; 22 ; banks ; 362 
 3839 ; Монетовидный жетон. 15 кр. Кирха ;  ;  ; Ж/м ; AU ; 20 ; banks ; 367 
 3840 ; 3 сентавос. Сальвадор ; 1974 ;  ; Ni/Латунь ; AU ; 12 ; лайк ; 33 
 3841 ; 1 сентавос. Сальвадор ; 1981 ;  ; Cu-Zn ; AU ; 16 ; лайк ; 33 
 3842 ; 10 центов. Эфиопия ; 1969-1977 ;  ; Cu-Zn ; AU ; 19 ; лайк ; 41 
 3843 ; 5 центов. Эфиопия ; 1969-1977 ;  ; Cu-Zn ; AU ; 15 ; лайк ; 41 
 3844 ; 1 крона. Дания ; 1972 ;  ; Cu-Ni ; VF-XF ; 11 ; kornum ; 34 
 3845 ; 1 крона. Дания ; 1981 ;  ; Cu-Ni ; XF ; 12 ; kornum ; 34 
 3846 ; 1 крона. Дания ; 1989 ;  ; Cu-Ni ; XF ; 10 ; alex995 ; 23 
 3847 ; 10 пфеннигов. Германия ; 1937F ;  ; Al/Br ; VF-XF ; 34 ; DnSr ; 255 
 3848 ; 10 пфеннигов. Германия ; 1938D ;  ; Al/Br ; VF ; 13 ; ship-nik ; 100 
 3849 ; 10 пфеннигов. Германия ; 1938E ;  ; Al/Br ; VF+ ; 17 ; l1 ; 118 
 3850 ; 10 пфеннигов. Германия ; 1938F ;  ; Al/Br ; VF+ ; 20 ; Метро62 ; 102 
 3851 ; 10 пфеннигов. Германия ; 1939A ;  ; Al/Br ; VF-XF ; 14 ; vc57 ; 81 
 3852 ; 5 пфеннигов. Германия ; 1937A ;  ; Al/Br ; XF- ; 16 ; страус ; 63 
 3853 ; 5 пфеннигов. Германия ; 1938A ;  ; Al/Br ; XF ; 25 ; DnSr ; 200 
 3854 ; 5 пфеннигов. Германия ; 1939F ;  ; Al/Br ; XF ; 15 ; aralsk ; 75 
 3855 ; 10 пенсов. Джерси ; 1984 ;  ; Cu-Ni ; XF- ; 7 ; alex995 ; 23 
 3856 ; 50 сен. Малайзия ; 1997 ;  ; Cu-Ni ; XF ; 13 ; лайк ; 28 
 3857 ; 5 чиао. Тайвань ; 1967-1981 ;  ; Латунь ; VF ; 17 ; Monata ; 89 
 3858 ; 10 рупий. Маврикия ; 2000 ;  ; Cu-Ni ; XF ; 11 ; лайк ; 39 
 3759 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF- ; 11 ; Гвидон ; 220 
 3760 ; 10 пфеннигов. Германия. Нотгельд. Люденшейд ; 1918 ;  ; Fe ; VF- ; 19 ; vb96 ; 229 
 3761 ; 200 лей. Румыния ; 1942 ;  ; Ag ; VF ; 25 ; Гвидон ; 179 
 3762 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 4 ; ☆texas-dv☆ ; 123 
 3763 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 13 ; UraChygyn ; 110 
 3764 ; 200000 карбованцев. Украина. Богдан Хмельницкий. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 13 ; спарта ; 104 
 3765 ; 200000 карбованцев. Украина. 50 лет победы. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 9 ; Клиент+++ ; 110 
 3766 ; 5 гривен. Украина. Благовещение ; 2008 ;  ; Cu-Ni ; AU ; 27 ; Нифертити ; 203 
 3767 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 14 ; П.А.Н. ; 110 
 3768 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 5 ; Vanka ; 114 
 3769 ; 5 эое. Швеция ; 1899 ;  ; Cu ; VF ; 18 ; kornum ; 63 
 3770 ; 100 драхм. Греция ; 2000 ;  ; Al/Br ; XF ; 16 ; air ; 79 
 3771 ; 5 эре. Дания ; 1928 ;  ; Cu ; VF+ ; 14 ; kornum ; 59 
 3772 ; 2 1/2 песеты. Испания ; 1953 ;  ; Al/Br ; XF ; 16 ; Armando ; 72 
 3773 ; 100 рупий. Индонезия ; 1994 ;  ; Лат ; XF ; 16 ; UraChygyn ; 34 
 3774 ; 1 франк. Бельгия ; 1922 ;  ; Cu/Ni ; VF+ ; 14 ; ОВМ ; 51 
 3775 ; 25 центов. Бельгия ; 1915 ;  ; Zn ; VF- ; 15 ; Magger ; 74 
 3776 ; 2 пфеннига. Германия ; 1937А ;  ; Cu ; VF-XF ; 23 ; mask ; 56 
 3777 ; 1 пфенниг. Германия ; 1938А ;  ; Cu ; XF- ; 45 ; DnSr ; 255 
 3778 ; 1 цент. Канада ; 1920 ;  ; Cu ; XF- ; 7 ; igor39 ; 51 
 3779 ; 1 сантим. Испания ; 1906 ;  ; Br ; VF+ ; 20 ; av ; 171 
 3780 ; 200000 карбованцев. Украина. Победа в ВОВ. Упаковка ; 1995 ;  ; Cu/Ni ; Proof ; 19 ; Клиент+++ ; 109 
 3781 ; 50 тенге. Казахстан. 20 лет национальной валюте ; 2013 ;  ; Cu/Ni ; AU ; 11 ; brat52 ; 77 
 3782 ; 50 тенге. Казахстан. Серия Сказки народов Казахстана. Алдар-Косе ; 2013 ;  ; Cu/Ni ; AU ; 11 ; 7755 ; 78 
 3783 ; 50 тенге. Казахстан.  Сказки народов Казахстана. Колобок ; 2013 ;  ; Cu/Ni ; AU ; 19 ; gigajohn ; 118 
 3784 ; 50 тенге. Казахстан. Еж ; 2013 ;  ; Cu/Ni ; AU ; 23 ; xladon ; 164 
 3785 ; 50 тенге. Казахстан. Басенов ; 2009 ;  ; Cu/Ni ; AU ; 10 ; hanim ; 72 
 3786 ; 50 тенге. Казахстан. 120 лет М. Жумабаеву ; 2013 ;  ; Cu/Ni ; AU ; 9 ; brat52 ; 67 
 3787 ; 50 тенге. Казахстан. Суинадир ; 2013 ;  ; Cu/Ni ; AU ; 9 ; brat52 ; 67 
 3788 ; 50 тенге. Казахстан. 65 лет Победы в Великой Отечественной войне ; 2010 ;  ; Cu/Ni ; AU ; 15 ; buynyi76 ; 597 
 3789 ; 50 тенге. Казахстан. 100-летие Мухтара Ауэзова ; 1997 ;  ; Cu/Ni ; XF ; 16 ; lalula ; 188 
 3790 ; 50 тенге. Казахстан. 20-летие Независимости Республики Казахстан ; 2011 ;  ; Cu/Ni ; AU ; 12 ; buynyi76 ; 74 
 3791 ; 1 доллар. США ; 1972 ;  ; Cu/Ni ; XF ; 16 ; середа ; 115 
 3792 ; 1 доллар. США ; 1977 ;  ; Cu/Ni ; XF ; 18 ; середа ; 115 
 3793 ; 1 доллар. США ; 1978 ;  ; Cu/Ni ; XF ; 15 ; Метро62 ; 114 
 3794 ; 1000 злотых. Польша. Иоанн Павел II ; 1983 ;  ; Ag ; AU ; 43 ; solomon1973 ; 722 
 3795 ; 1 кордоба. Никарагуа ; 1984 ;  ; St ; XF ; 17 ; bva150979 ; 55 
 3796 ; 1 гульден. Нидерландские Антиллы ; 1985 ;  ; Cu/Ni ; VF+ ; 14 ; gri.59 ; 24 
 3797 ; 2 злотых. Польша ; 1932 ;  ; Ag ; VF ; 21 ; mask ; 138 
 3798 ; 2 эре. Норвегия ; 1899 ;  ; Br ; VF-XF ; 20 ; krugerrand ; 193 
 3799 ; 10 пфеннигов. Веймар ; 1924G ;  ; Al/Br ; VF ; 15 ; t_v_v ; 46 
 3800 ; 5 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; XF- ; 11 ; Magger ; 61 
 3801 ; 10 пфеннигов. Веймар ; 1924F ;  ; Al/Br ; VF ; 14 ; alexey_s ; 57 
 3802 ; 1 цент. Канада. Георг V ; 1932 ;  ; Br ; XF ; 25 ; kornum ; 46 
 3803 ; 5 пфеннингов. Германия ; 1938D ;  ; Al/Br ; VF+ ; 28 ; велес ; 81 
 3804 ; 5 крон. Исландия ; 1987 ;  ; Ni/St ; XF- ; 14 ; лайк ; 34 
 3805 ; 10 крон. Исландия ; 1996 ;  ; Ni/St ; XF ; 19 ; лайк ; 34 
 3806 ; 5 пфеннингов. Веймар ; 1924F ;  ; Al/Br ; VF+ ; 13 ; SadKo ; 51 
 3807 ; 10 пфеннингов. Веймар ; 1925A ;  ; Al/Br ; XF- ; 18 ; alexey_s ; 53 
 3808 ; 5 пфеннигов. Германия ; 1937J ;  ; Al/Br ; VF-XF ; 24 ; musik ; 153 
 3709 ; 1/3 скиллинга. Швеция ; 1839 ;  ; Br ; VF+ ; 25 ; dsp ; 273 
 3710 ; 1 цент. Южная Африка ; 1961 ;  ; Al/Br ; VF+ ; 11 ; Хаа ; 51 
 3711 ; 5 франков. Камерун ; 1961 ;  ; Al/Br ; VF+ ; 44 ; Хаа ; 239 
 3712 ; 5 шиллингов. Кения ; 1973 ;  ; Al/Br ; XF ; 37 ; vb96 ; 213 
 3713 ; 10 франков. Гвинея ; 1958 ;  ; Al/Br ; VF ; 9 ; vb96 ; 263 
 3714 ; 1 матона. Эфиопия ;  ;  ; Br ; VF ; 40 ; lestes ; 432 
 3715 ; 1 цент. Нидерланды ; 1965 ;  ; Br ; XF+ ; 8 ; лайк ; 28 
 3716 ; 1/2 цента. Сьерра-Леоне ; 1964 ;  ; Br ; XF ; 20 ; лайк ; 34 
 3717 ; 1/2 песева. Гана ; 1967 ;  ; Br ; XF ; 9 ; bva150979 ; 44 
