 5979 ; 1000000 злотых Польша ; 1991 ;  ; AU ;  ; 45 ; Бармалей ; 1707 
 3673 ; 1/2 рупии. Немецкая Ост-Африка. Гурт снята напайка 3 и 9 часов ; 1901 ;  ; Ag ; F+ ; 19 ; Mike! ; 1022 
 3674 ; 2 марки. ФРГ ; 1951F ;  ; Cu-Ni ; XF- ; 10 ; Mike! ; 582 
 3675 ; 6 пенсов. Южная Африка ; 1937 ;  ; Ag ; VF ; 13 ; Grey 13 ; 153 
 3676 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 121 
 3677 ; 20 вон. Северная Корея. Косатка ; 2001 ;  ; Латунь ; Proof ; 10 ; Mike! ; 300 
 3678 ; 20 вон. Северная Корея. Корабль ; 2003 ;  ; Латунь ; Proof ; 23 ; Mike! ; 373 
 3679 ; 20 вон. Северная Корея. Год Змеи ; ND ;  ; Латунь ; Proof ; 15 ; Mike! ; 204 
 3680 ; 10 евро. Финляндия. Рунеберг ; 2004 ;  ; Ag ; Proof ; 19 ; Mike! ; 1129 
 3681 ; 10 марок. ГДР. Национальная Народная армия ; 1976A ;  ; Cu-Ni ; XF+ ; 13 ; Mike! ; 140 
 3682 ; 10 эре. Швеция ; 1937 ;  ; Ag ; VF+ ; 17 ; Mike! ; 59 
 3683 ; 50 сантимо. Испания ; 1904 ;  ; Ag ; F-VF ; 15 ; shaxter2015 ; 217 
 3684 ; 25 центов. Нидерланды ; 1919 ;  ; Ag ; VF ; 11 ; 47154 ; 141 
 3685 ; 2 стубера. Нидерланды. Зеландия ; 1733 ;  ; Ag ; F-VF ; 43 ; Mike! ; 400 
 3686 ; 200 эскудо. Португалия. Президентство в ЕС ; 1992 ;  ; Cu-Ni ; AU ; 11 ; StanislavAK ; 148 
 3687 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF+ ; 31 ; Mike! ; 223 
 3688 ; 100 милс. Кипр ; 1963 ;  ; Cu-Ni ; XF ; 20 ; divergent ; 114 
 3689 ; 5 сантимов. Франция ; 1916 ;  ; Cu ; VF ; 20 ; Mike! ; 64 
 3690 ; 200 эскудо. Португалия. Луис Фройс ; 1997 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 133 
 3691 ; 5 лир. Израиль ;  ;  ; Cu-Ni ; XF ; 7 ; Mike! ; 51 
 3692 ; 100 эскудо. Португалия. Амадео де Соса Кардоза ; 1987 ;  ; Cu-Ni ; AU ; 9 ; SKeeper ; 112 
 3693 ; 200 эскудо. Португалия. Олимпиада ; 1992 ;  ; Cu-Ni ; XF+ ; 11 ; Mike! ; 129 
 3694 ; 100 эскудо. Португалия. Амадео ди Соза ; 1987 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 122 
 3695 ; 20 рейс. Португалия ; 1891 ;  ; Cu ; F-VF ; 6 ; Mike! ; 73 
 3696 ; 1 пенни. Токен. Великобритания ; 1807 ;  ; Cu ; F ; 9 ; Mike! ; 114 
 3697 ; 50 пфеннигов. ГДР ; 1950A ;  ; Al/Br ; VF+ ; 17 ; bva150979 ; 157 
 3698 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 87 
 3699 ; 2 марки. ФРГ ; 1965J ;  ; Cu-Ni ; XF- ; 5 ; Mike! ; 108 
 3700 ; 100 эскудо. Португалия. Диого Као ; 1987 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 122 
 3701 ; 2 цента. Нидерландская Индия ; 1838 ;  ; Cu ; VG ; 5 ; Mike! ; 62 
 3702 ; 200 эскудо. Португалия. Эспингарда ; 1993 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 141 
 3703 ; 100 эскудо. Португалия. Якоб Родригез Перейра ; 1981 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 129 
 3704 ; 5 марок. ГДР. Мейсен ; 1972 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 121 
 3705 ; 3 пенса. ЮАР ; 1933 ;  ; Ag ; VF- ; 9 ; Mike! ; 133 
 3606 ; 2 гривны. Украина. Михаил Лисенко ; 2006 ;  ; Cu-Ni ; AU ; 16 ; xxxl ; 230 
 3607 ; 2 гривны. Украина. Петр Григоренко ; 2007 ;  ; Cu-Ni ; AU ; 10 ; xxxl ; 144 
 3608 ; 2 гривны. Украина. Симон Петлюра ; 2009 ;  ; Cu-Ni ; AU ; 41 ; Mike! ; 465 
 3609 ; 2 франка. Французский Реюньон ; 1948 ;  ; Al ; VF ; 25 ; Mike! ; 187 
 3610 ; 2 гривны. Украина. Владимир Сергеев ; 2014 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 213 
 3611 ; 2 гривны. Украина. Анна Ярославна ; 2014 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 305 
 3612 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu-Ni ; AU ; 9 ; heavy_fly ; 227 
 3613 ; 2 гривны. Украина. Джон Джеймс Юз ; 2014 ;  ; Cu-Ni ; AU ; 11 ; divergent ; 225 
 3614 ; 2 гривны. Украина. Остап Вишня ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 255 
 3615 ; 2 гривны. Украина. Пилкохвост ; 2006 ;  ; Cu-Ni ; AU ; 15 ; heavy_fly ; 260 
 3616 ; 2 гривны. Украина. Николай Рерих ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 363 
 3617 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 7 ; ЛБС ; 224 
 3618 ; 5 гривен. Украина. Херсонская область ; 2014 ;  ; Би/м ; AU ; 9 ; Mike! ; 300 
 3619 ; 2 гривны. Украина. Анна Ярославна ; 2014 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 319 
 3620 ; 5 гривен. Украина. Кузнец ; 2011 ;  ; Cu-Ni ; AU ; 10 ; ЛБС ; 193 
 3621 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 8 ; Rober ; 222 
 3622 ; 5 гривен. Украина. Львоская область ; 2014 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 300 
 3623 ; 2 гривны. Украина. Остап Вишня ; 2014 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 250 
 3624 ; 5 гривен. Украина. Институт Судебной экспертизы ; 2013 ;  ; Би/м ; AU ; 11 ; heavy_fly ; 938 
 3625 ; 2 гривны. Украина. Аэрокосмический университет ; 2005 ;  ; Cu-Ni ; AU ; 30 ; SergeyOsipov ; 364 
 3626 ; 5 гривен. Украина. Летучая мышь ; 2012 ;  ; Cu-Ni ; AU ; 19 ; Mike! ; 411 
 3627 ; 2 гривны Украина. Политехнический университет ; 2010 ;  ; Cu-Ni ; AU ; 5 ; xxxl ; 144 
 3628 ; 2 гривны. Украина. Чемпионат по легкой атлетике ; 2013 ;  ; Cu-Ni ; AU ; 10 ; Mike! ; 202 
 3629 ; 5 гривен. Украина. Ивано-Франковская область ; 2014 ;  ; Cu-Ni ; AU ; 6 ; Mike! ; 333 
 3630 ; 2 гривны. Украина. Цикломен. Буклет ; 2014 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 477 
 3631 ; 2 гривны. Украина. Евгений Петрушевич ; 2008 ;  ; Cu-Ni ; AU ; 6 ; xxxl ; 144 
 3632 ; 5 гривен. Украина. Херсонская область ; 2014 ;  ; Би/м ; AU ; 9 ; Mike! ; 300 
 3633 ; 5 гривен. Украина. Год лесов ; 2011 ;  ; Би/м ; AU ; 25 ; ЛБС ; 297 
 3634 ; 5 гривен. Украина. Тернопольская область ; 2014 ;  ; Би/м ; AU ; 19 ; kornum ; 331 
 3635 ; 2 гривны. Украина. Олег Антонов ; 2006 ;  ; Cu-Ni ; AU ; 8 ; ЛБС ; 283 
 3636 ; 2 гривны. Украина. Ковыль ; 2010 ;  ; Cu-Ni ; AU ; 16 ; heavy_fly ; 257 
 3637 ; 5 гривен. Украина. Мечеть хана Узбека ; 2014 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 375 
 3638 ; 2 гривны. Украина. Евгений Березняк ; 2014 ;  ; Cu-Ni ; AU ; 10 ; Mike! ; 200 
 3639 ; 5 гривен. Украина. Слава Катерины ; 2013 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 357 
 3640 ; 2 гривны. Украина. Киевский нац университет им Тараса Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 10 ; Mike! ; 474 
 3641 ; 2 гривны. Украина. Борис Гринченко ; 2012 ;  ; Cu-Ni ; AU ; 14 ; xxxl ; 230 
 3642 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 204 
 3643 ; 2 гривны. Украина. Георгий Воронин ; 2008 ;  ; Cu-Ni ; AU ; 5 ; xxxl ; 144 
 3644 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Би/м ; AU ; 6 ; Mike! ; 383 
 3645 ; 2 гривны. Украина. 100 лет Киевскому зоопарку ; 2008 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 242 
 3646 ; 2 гривны. Украина. Владимир Сергеев ; 2014 ;  ; Cu-Ni ; AU ; 11 ; divergent ; 225 
 3647 ; 2 гривны. Украина. Георгий Воронин ; 2008 ;  ; Cu-Ni ; AU ; 5 ; xxxl ; 144 
 3648 ; 5 гривен. Украина. Мотор-сич ; 2007 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 255 
 3649 ; 5 гривен. Украина. Ивано-Франковская область ; 2014 ;  ; Би/м ; AU ; 5 ; Mike! ; 266 
 3650 ; 2 гривны. Украина. 20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 18 ; xxxl ; 227 
 3651 ; 5 гривен. Украина. Львовская область ; 2014 ;  ; Би/м ; AU ; 7 ; макдак ; 273 
 3652 ; 5 гривен. Украина. Ужгород ; 2013 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 184 
 3653 ; 5 гривен. Украина. Андреевская церковь ; 2011 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 323 
 3654 ; 2 гривны. Украина. Евгений Березняк ; 2014 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 181 
 3655 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 206 
 3556 ; 2 гривны. Украина. Александр Ляпунов ; 2007 ;  ; Cu-Ni ; AU ; 21 ; xxxl ; 217 
 3557 ; 2 гривны. Украина. Кость Левицкий ; 2009 ;  ; Cu-Ni ; AU ; 14 ; xxxl ; 143 
 3558 ; 2 гривны. Украина. Песчаный слепыш ; 2005 ;  ; Cu-Ni ; AU ; 13 ; 000SABik ; 448 
 3559 ; 2 гривны. Украина. 20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 11 ; xxxl ; 215 
 3560 ; 2 гривны. Украина. Декларация ; 2010 ;  ; Cu-Ni ; AU ; 16 ; xxxl ; 255 
 3561 ; 2 гривны. Украина. Филармония ; 2013 ;  ; Cu-Ni ; AU ; 21 ; макдак ; 193 
 3562 ; 2 гривны. Украина. Лесь Курбас ; 2007 ;  ; Cu-Ni ; AU ; 12 ; xxxl ; 153 
 3563 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Cu-Ni ; AU ; 11 ; smirnov1957 ; 300 
 3564 ; 5 гривен. Украина. Волынская область ; 2014 ;  ; Cu-Ni ; AU ; 7 ; smirnov1957 ; 276 
 3565 ; 5 гривен. Украина. Львовская область ; 2014 ;  ; Cu-Ni ; AU ; 9 ; kornum ; 306 
 3566 ; 200000 карбованев Украина. Богдан Хмельницкий. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 18 ; антоша ; 261 
 3567 ; 10 гривеню. Украина. Олимпиада ; 2001 ;  ; Ag ; Proof ; 29 ; if-pechat ; 1320 
 3568 ; 2 эре. Дания ; 1886 ;  ; Cu ; VF ; 16 ; kergudu ; 131 
 3569 ; 1/2 пенни. Великобритания ; 1887 ;  ; Cu ; F+ ; 10 ; Bronco ; 67 
 3570 ; 20 крейцеров. Австрия ; 1868 ;  ; Ag ; F-VF ; 8 ; бортик ; 110 
 3571 ; 50 пенсов. Великобритания ; 1973 ;  ; Cu-Ni ; XF+ ; 19 ; heavy_fly ; 86 
 3572 ; 2 гривны. Украина. Игорь Сикорский ; 2009 ;  ; Cu-Ni ; AU ; 20 ; SergeyOsipov ; 268 
 3573 ; 2 гривны. Украина. Музыкальная академия ; 2013 ;  ; Cu-Ni ; AU ; 27 ; divergent ; 215 
 3574 ; 5 гривен. Украина. Сакское озеро ; 2007 ;  ; Cu-Ni ; AU ; 11 ; антоша ; 350 
 3575 ; 5 гривен. Украина. Вышивка ; 2013 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 691 
 3576 ; 2 гривны. Украина. Херсонская область ; 2014 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 300 
 3577 ; 5 гривен. Украина. Театр Оперы и Балета ; 2007 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 263 
 3578 ; 2 гривны. Украина. Киевский университет им Тараса Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 384 
 3579 ; 2 гривны. Украина. Иван Кожеб ; 2010 ;  ; Cu-Ni ; AU ; 11 ; ЛБС ; 261 
 3580 ; 5 гривен. Украина Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 9 ; xxxl ; 193 
 3581 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu-Ni ; AU ; 7 ; ЛБС ; 193 
 3582 ; 2 гривны. Украина. Дрофа ; 2013 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 525 
 3583 ; 5 гривен. Украина. Казацкая гавань ; 2010 ;  ; Cu-Ni ; AU ; 19 ; Mike! ; 256 
 3584 ; 5 гривен. Украина. Ивана-Франковск ; 2012 ;  ; Cu-Ni ; AU ; 14 ; xxxl ; 254 
 3585 ; 5 гривен. Украина. Капитан Белоусов ; 2004 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 525 
 3586 ; 5 гривен. Украина. Стеклодув ; 2012 ;  ; Cu-Ni ; AU ; 14 ; xxxl ; 250 
 3587 ; 5 гривен. Украина. Сорочинская ярмарка ; 2005 ;  ; Cu-Ni ; AU ; 10 ; heavy_fly ; 327 
 3588 ; 5 гривен. Украина. Освобождение Никополя ; 2014 ;  ; Cu-Ni ; AU ; 20 ; Mike! ; 444 
 3589 ; 5 гривен. Украина. Городецкий ; 2013 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 184 
 3590 ; 5 гривен. Украина. Нац премия Тараса Шевченко ; 2011 ;  ; Cu-Ni ; AU ; 11 ; xxxl ; 217 
 3591 ; 5 гривен. Украина. Слава Катерины ; 2013 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 357 
 3592 ; 5 гривен. Украина. Самолеты Украины ; 2005 ;  ; Cu-Ni ; AU ; 22 ; NBYT ; 347 
 3593 ; 5 гривен. Украина. Богуслав ; 2008 ;  ; Cu-Ni ; AU ; 15 ; антоша ; 254 
 3594 ; 5 гривен. Украина. Нац музей Тараса Шевченко ; 2009 ;  ; Cu-Ni ; AU ; 8 ; xxxl ; 237 
 3595 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 12 ; divergent ; 225 
 3596 ; 5 гривен. Украина. УЕФА ; 2011 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 444 
 3597 ; 5 гривен. Украина. Судинок М.Волошина ; 2013 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 200 
 3598 ; 5 гривен. Украина. Гончар ; 2010 ;  ; Cu-Ni ; AU ; 11 ; xxxl ; 234 
 3599 ; 2 гривны. Украина. Джон Джеймс Юз ; 2014 ;  ; Cu-Ni ; AU ; 18 ; divergent ; 217 
 3600 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu-Ni ; AU ; 10 ; heavy_fly ; 195 
 3601 ; 5 гривен. Украина. Т.Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 2112 
 3602 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 7 ; heavy_fly ; 217 
 3603 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 211 
 3604 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 7 ; xxxl ; 184 
 3605 ; 2 гривны. Украина. Товарищество врачей ; 2010 ;  ; Cu-Ni ; AU ; 21 ; heavy_fly ; 260 
 3506 ; 1 крона. Гибралтар ; 1991 ;  ; Cu-Ni ; AU ; 20 ; Bronco ; 300 
 3507 ; 1 крона. Остров Мэн ; 1981 ;  ; Cu-Ni ; AU ; 20 ; heavy_fly ; 328 
 3508 ; 1 крона. Олимпиада ; 1984 ;  ; Cu-Ni ; AU ; 28 ; heavy_fly ; 353 
 3509 ; 1 крона. Олимпиада. Корабль "Виктори" ; 1982 ;  ; Cu-Ni ; AU ; 39 ; heavy_fly ; 319 
 3510 ; 1 крона. Олимпиада. Королева-мать ; 1985 ;  ; Cu-Ni ; AU ; 7 ; SKeeper ; 250 
 3511 ; 1 крона. Остров Мэн. Кошки ; 2003 ;  ; Cu-Ni ; AU ; 32 ; Bronco ; 377 
 3512 ; 1 крона. Остров Мэн. Год океана ; 1998 ;  ; Cu-Ni ; AU ; 9 ; chebeer ; 402 
 3513 ; 1 крона. Остров Мэн. Год океана ; 1998 ;  ; Cu-Ni ; AU ; 11 ; SKeeper ; 302 
 3514 ; 50 пенсов. Тристан-да-Кунья. Уинстон Черчиль ; 1999 ;  ; Cu-Ni ; AU ; 20 ; SKeeper ; 273 
 3515 ; 1 доллар. Сьерра-Леоне. ; 2006 ;  ; Cu-Ni ; AU ; 31 ; SKeeper ; 250 
 3516 ; 1 доллар. Сьерра-Леоне. ; 2002 ;  ; Cu-Ni ; AU ; 11 ; SKeeper ; 204 
 3517 ; 1 доллар. Остров Мэн ; 2011 ;  ; Cu-Ni ; AU ; 7 ; Bronco ; 372 
 3518 ; 1 доллар. Остров Мэн. Год Тигра ; 1998 ;  ; Cu-Ni ; AU ; 15 ; Bronco ; 322 
 3519 ; 1 доллар. Остров Мэн. Год Дракона ; 2000 ;  ; Cu-Ni ; AU ; 24 ; 1023oxana ; 388 
 3520 ; 1 доллар. Либерия ; 2000 ;  ; Cu-Ni ; AU ; 19 ; THE_MAN ; 320 
 3521 ; 1 доллар. Британские Виргинские острова ; 2014 ;  ; Cu-Ni ; AU ; 28 ; Bronco ; 411 
 3522 ; 2 фунта. Олдерни ; 1997 ;  ; Cu-Ni ; AU ; 20 ; SKeeper ; 217 
 3523 ; 1 песо. Куба ; 1996 ;  ; Cu-Ni ; AU ; 23 ; SKeeper ; 187 
 3524 ; 25 новых пенсов. Великобритания. Принц Чарльз и леди Диана ; 1981 ;  ; Cu-Ni ; XF ; 19 ; R-Evolve ; 102 
 3525 ; 25 центов. Ямайка ; 1976 ;  ; Cu-Ni ; Proof ; 12 ; ростов ; 126 
 3526 ; 5 гривен. Украина. 70 лет освобождения Мелитополя ; 2013 ;  ; Cu-Ni ; AU ; 9 ; антоша ; 285 
 3527 ; 5 гривен. Украина. Вышивание ; 2013 ;  ; Cu-Ni ; AU ; 7 ; SKeeper ; 544 
 3528 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 11 ; антоша ; 224 
 3529 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu-Ni ; AU ; 13 ; антоша ; 255 
 3530 ; 5 шиллингов. Замбия ; 1965 ;  ; Cu-Ni ; Proof ; 9 ; иг64 ; 459 
 3531 ; 50 пенсов. Остров Вознесения ; 2002 ;  ; Cu-Ni ; Proof ; 11 ; SKeeper ; 250 
 3532 ; 1 крона. Остров Вознесения ; 2011 ;  ; Cu-Ni ; Proof ; 61 ; sneg96 ; 394 
 3533 ; 2 гривны. Украина. Давид Гурамишвили ; 2005 ;  ; Cu-Ni ; AU ; 25 ; xxxl ; 123 
 3534 ; 5 гривен. Украина. Рада Европы ; 2009 ;  ; Би/м ; AU ; 17 ; vitalik2020 ; 263 
 3535 ; 2 евро. Нидерланды ; 2014 ;  ; Би/м ; XF+ ; 46 ; саны4 ; 196 
 3536 ; 2 евро. Финляндия. 10 лет ЕВРО ; 2012 ;  ; Би/м, напыления ; XF ; 42 ; dsp ; 291 
 3537 ; 2 евро. Франция. 10 лет ЕВРО ; 2012 ;  ; Би/м, напыления ; XF ; 42 ; dsp ; 281 
 3538 ; 2 евро. Бельгия. 10 лет ЕВРО ; 2012 ;  ; Би/м, напыления ; XF ; 29 ; dsp ; 221 
 3539 ; 2 евро. Нидерланды. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; AU ; 31 ; sever55 ; 231 
 3540 ; 2 евро. Финляндия.  Мекленбург-Ворпоммерн ; 2007 ;  ; Би/м ; AU ; 9 ; Blixa37 ; 299 
 3541 ; 2 евро. Люксембург. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; AU ; 13 ; avilych ; 255 
 3542 ; 5 гривен. Украина. Троица ; 2004 ;  ; Cu-Ni ; AU ; 19 ; антоша ; 380 
 3543 ; 5 гривен. Украина. Покров ; 2005 ;  ; Cu-Ni ; AU ; 22 ; антоша ; 357 
 3544 ; 5 гривен. Украина. Белоусов ; 2004 ;  ; Cu-Ni ; AU ; 10 ; heavy_fly ; 357 
 3545 ; 5 гривен. Украина. 1025-летия крещения Киевской Руси ; 2013 ;  ; Cu-Ni ; AU ; 42 ; heavy_fly ; 1085 
 3546 ; 5 гривен. Украина Сорочинская ярмарка ; 2005 ;  ; Cu-Ni ; AU ; 14 ; антоша ; 330 
 3547 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 8 ; smirnov1957 ; 166 
 3548 ; 5 гривен. Украина. Ужгород ; 2013 ;  ; Cu-Ni ; AU ; 10 ; smirnov1957 ; 204 
 3549 ; 5 гривен. Украина. Летучая мышь ; 2012 ;  ; Cu-Ni ; AU ; 20 ; 000SABik ; 408 
 3550 ; 5 гривен. Украина. Збараж ; 2011 ;  ; Cu-Ni ; AU ; 19 ; vitalik2020 ; 234 
 3551 ; 5 гривен. Украина. Писанка ; 2009 ;  ; Cu-Ni ; AU ; 5 ; smirnov1957 ; 276 
 3552 ; 5 гривен. Украина. Стеклодув ; 2012 ;  ; Cu-Ni ; AU ; 19 ; heavy_fly ; 261 
 3553 ; 5 гривен. Украина. Спас ; 2010 ;  ; Cu-Ni ; AU ; 10 ; антоша ; 357 
 3554 ; 2 гривны. Украина. Львовский нац университет ; 2011 ;  ; Cu-Ni ; AU ; 9 ; Dahan ; 153 
 3555 ; 2 гривны. Украина. Владимир Даль ; 2001 ;  ; Cu-Ni ; AU ; 34 ; buynyi76 ; 1044 
 3456 ; 10 эре. Швеция ; 1898 ;  ; Ag ; F ; 24 ; кот баюн ; 57 
 3457 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF ; 18 ; if-pechat ; 40 
 3458 ; 10 эре. Швеция ; 1953 ;  ; Ag ; AU ; 25 ; olgont ; 50 
 3459 ; 10 эре. Швеция ; 1944 ;  ; Ag ; XF ; 18 ; кот баюн ; 51 
 3460 ; 10 эре. Швеция ; 1961 ;  ; Ag ; XF ; 13 ; танкер Дербент ; 46 
 3461 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 21 ; olgont ; 50 
 3462 ; 10 эре. Швеция ; 1952 ;  ; Ag ; XF+ ; 24 ; andreyg ; 50 
 3463 ; 10 эре. Швеция ; 1957 ;  ; Ag ; AU ; 12 ; olgont ; 56 
 3464 ; 1 франк. Франция ; 1939 ;  ; Al/Br ; VF+ ; 20 ; aralsk ; 101 
 3465 ; 1 франк. Франция ; 1920 ;  ; Al/Br ; XF ; 44 ; Flagman ; 328 
 3466 ; 1 франк. Франция ; 1944 ;  ; Al ; VF ; 53 ; kornum ; 202 
 3467 ; 50 сентимес. Франция ; 1931 ;  ; Al/Br ; XF ; 6 ; доллар  капут ; 59 
 3468 ; 50 сентимес. Франция ; 1942 ;  ; Al ; VF+ ; 10 ; kornum ; 101 
 3469 ; 20 сентимес. Франция ; 1942 ;  ; Zn ; VF+ ; 31 ; kornum ; 134 
 3470 ; 10 сентимес. Франция ; 1941 ;  ; Zn ; VF ; 9 ; kornum ; 101 
 3471 ; 1 франк. Бельгия ; 1939 ;  ; Cu-Ni ; VF+ ; 20 ; R-Evolve ; 101 
 3472 ; 1 франк. Бельгия ; 1944 ;  ; Zn ; VF ; 7 ; 333985 ; 89 
 3473 ; 5 сент. Бельгия ; 1916 ;  ; Zn ; VF ; 19 ; bva150979 ; 150 
 3474 ; 10 сент. Нидерланды ; 1942 ;  ; Zn ; VF- ; 3 ; ъхз ; 51 
