 5825 ; Бона иностранная. Германия ; 1922 ;  ;  ;  ; 11 ; ZIMOGOR ; 93 
 3234 ; 4 пфеннига. Брауншвейг-Люнебург ; 1804 ;  ; Ag ; VG ; 30 ; mkm1968 ; 250 
 3235 ; 3 пфеннига. Пруссия ; 1784 ;  ; Cu ; F ; 12 ; mkm1968 ; 258 
 3236 ; 1 маттиер. Липпе-Детмольд ; 1763 ;  ; Ag ; F ; 19 ; mkm1968 ; 430 
 3237 ; 2-1/2 гульдена. Нидерланды ; 1959 ;  ; Ag ; VF-XF ; 36 ; АКМ ; 364 
 3238 ; 10 евро. Германия. Братья Гримм ; 2013 ;  ; Cu-Ni ; XF ; 17 ; кашира ; 584 
 3239 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF ; 7 ; Gari 77 ; 107 
 3240 ; 2 кроны. Норвегия. 100 лет конституции ; 1914 ;  ; Ag ; XF ; 35 ; Notgelder ; 2607 
 3241 ; 10 эре. Норвегия ; 1941 ;  ; Zn ; VF ; 5 ; Sam ; 44 
 3242 ; 20 сен. Бруней ; 1991 ;  ; Cu-Ni ; XF ; 11 ; STANDART ; 55 
 3243 ; 1 крона. Дания ; 1969 ;  ; Cu-Ni ; XF ; 3 ; banks ; 31 
 3244 ; 50 колон. Коста Рика ; 1999 ;  ; Al/Br ; VF+ ; 5 ; Sam ; 24 
 3245 ; 5 центов. Эфиопия ; 20в ;  ; Al/Br ; VF+ ; 7 ; t_v_v ; 26 
 3246 ; 4 пфеннига. Веймар ; 1932F ;  ; Br ; VF-XF ; 56 ; Jauho ; 619 
 3247 ; 1 шиллинг. Пруссия ; 1797 ;  ; Cu ; VF ; 32 ; nikfed ; 420 
 3248 ; 400 рейс. Бразилия ; 1932 ;  ; Cu-Ni ; VF ; 24 ; OVK ; 275 
 3249 ; 5 соль. Перу ; 1977 ;  ; Cu-Ni ; XF ; 3 ; Sam ; 27 
 3250 ; 20 сентаво. Чили ; 1938 ;  ; Cu-Ni ; VF ; 13 ; DVZ ; 41 
 3251 ; 100 соль. Перу ; 1982 ;  ; Cu-Ni ; XF ; 7 ; kozerog ; 40 
 3252 ; 5 сентаво. Чили ; 1937 ;  ; Cu-Ni ; XF ; 25 ; DVZ ; 111 
 3253 ; 1 эскудо. Чили ; 1971 ;  ; Cu-Ni ; XF ; 11 ; dsp ; 51 
 3254 ; 10 сентаво. Чили ; 1940 ;  ; Cu-Ni ; VF ; 11 ; DVZ ; 110 
 3255 ; 200 рейс. Бразилия ; 1899 ;  ; Cu-Ni ; VF- ; 11 ; VOLKODAVS5 ; 100 
 3256 ; 10 песо. Чили ; 1933 ;  ; Cu-Ni ; XF ; 13 ; gusar ; 125 
 3257 ; 50 сентаво. Бразилия ; 1970 ;  ; Cu-Ni ; VF ; 9 ; vc57 ; 33 
 3258 ; 1/2 рупии. Пакистан ; 1951 ;  ; Cu-Ni ; XF ; 13 ; кашира ; 90 
 3259 ; 10 песо. Чили ; 1958 ;  ; Al ; VF+ ; 17 ; vb96 ; 73 
 3260 ; 1 песо. Чили ; 1954 ;  ; Al ; XF ; 25 ; gusar ; 77 
 3261 ; 1 сентесимо. Чили ; 1961 ;  ; Al ; VF+ ; 15 ; трутень ; 69 
 3262 ; 5 пиастров. Ливан ; 1936 ;  ; Al/Br ; VF ; 24 ; Moryak ; 340 
 3263 ; 50 соль. Перу ; 1980 ;  ; Al/Br ; VF ; 5 ; bingo71 ; 24 
 3264 ; 50 сентаво. Бразилия ; 1945 ;  ; Al/Br ; VF ; 11 ; Emv ; 62 
 3265 ; 20 сентаво. Бразилия ; 1946 ;  ; Al/Br ; VF ; 5 ; трутень ; 62 
 3266 ; 10 сентаво. Бразилия ; 1946 ;  ; Al/Br ; VF ; 3 ; igor39 ; 43 
 3267 ; 10 сентаво. Перу ; 1965 ;  ; Al/Br ; VF-XF ; 11 ; kostas ; 47 
 3268 ; 2000 рейс. Бразилия ; 1939 ;  ; Al/Br ; VF+ ; 28 ; vc57 ; 201 
 3269 ; 5 соль. Перу ; 1981 ;  ; Al/Br ; VF ; 13 ; DVZ ; 35 
 3270 ; 10 крузейро. Бразилия ; 1965 ;  ; Al ; XF ; 17 ; kostas ; 189 
 3271 ; 20 крузейро. Бразилия ; 1965 ;  ; Al ; XF ; 9 ; трутень ; 125 
 3272 ; 40 рейс. Бразилия ; 1816 ;  ; Cu ; VF- ; 26 ; kont ; 612 
 3273 ; 2 сентаво. Чили ; 1885 ;  ; Cu ; F+ ; 15 ; mkm1968 ; 92 
 3274 ; 1/2 сентаво. Чили ; 1835 ;  ; Cu ; F+ ; 15 ; mkm1968 ; 249 
 3275 ; 1 песо. Чили ; 1954 ;  ; Cu ; XF- ; 7 ; t_v_v ; 28 
 3276 ; 2-1/2 сентаво. Чили ; 1907 ;  ; Cu ; VF+ ; 28 ; dsp ; 336 
 3277 ; 1 сентаво. Чили ; 1908 ;  ; Cu ; XF ; 17 ; dsp ; 276 
 3278 ; 1 сентаво. Чили ; 1898 ;  ; Cu ; VF ; 28 ; Алек ; 237 
 3279 ; Монета Восток. М-2,16гр ;  ;  ; Cu ; F ; 24 ; aziya11 ; 160 
 3280 ; Монета Восток. М-2,63гр ;  ;  ; Cu ; F ; 32 ; aziya11 ; 160 
 3281 ; Монета Восток. М-1,44гр ;  ;  ; Cu ; F ; 10 ; aziya11 ; 34 
 3282 ; Монета Восток. М-1,52гр ;  ;  ; Cu ; F ; 7 ; aziya11 ; 34 
 3183 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF+ ; 15 ; garret/25/24/1978 ; 196 
 3184 ; 100 злотых. Чехословакия. 70 лет Сталину ; 1949 ;  ; Ag ; XF ; 34 ; Amonius ; 1028 
 3185 ; 5 эскудо. Португалия ; 1951 ;  ; Ag ; VF- ; 21 ; dsp ; 152 
 3186 ; 2 1/2 эскудо. Португалия ; 1951 ;  ; Ag ; XF ; 11 ; sibirian ; 159 
 3187 ; 2 злотых. Польша ; 1934 ;  ; Ag ; VF ; 7 ; max8888 ; 134 
 3188 ; 1/2 доллара. США ; 1969 ;  ; Ag ; XF+ ; 16 ; ddimad ; 308 
 3189 ; 1 дайм. США ; 1954 ;  ; Ag ; VF- ; 16 ; кашира ; 98 
 3190 ; 1/2 франка. Швейцария ; 1948 ;  ; Ag ; VF ; 6 ; igor39 ; 90 
 3191 ; 2 шиллинга. Великобритания ; 1941 ;  ; Ag ; VF- ; 17 ; Elephant ; 168 
 3192 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; VF+ ; 4 ; Elephant ; 121 
 3193 ; 10 сентаво. Филиппины ; 1944 ;  ; Ag ; XF ; 32 ; gusar ; 159 
 3194 ; 50 сантимов. Франция ; 1907 ;  ; Ag ; VF ; 13 ; DVZ ; 117 
 3195 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 17 ; ssuss ; 258 
 3196 ; 1 франк. Швейцария ; 1921 ;  ; Ag ; VF- ; 8 ; STANDART ; 182 
 3197 ; 12 крейцеров. Австрия ; 1795 ;  ; Ag ; F ; 9 ; mkm1968 ; 350 
 3198 ; 1 шиллинг. Австрия ; 1925 ;  ; Ag ; VF ; 21 ; Magger ; 231 
 3199 ; 25 эре. Швеция ; 1941 ;  ; Ag ; VF ; 12 ; RusScat ; 88 
 3200 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF+ ; 11 ; Djek ; 45 
 3201 ; 100 рейс. Португалия ; 1910 ;  ; Ag ; XF+ ; 28 ; dsp ; 239 
 3202 ; 1 динар. Сербия ; 1912 ;  ; Ag ; VF ; 18 ; ssuss ; 340 
 3203 ; 50 сантимов. Испания ; 1926 ;  ; Ag ; VF+ ; 19 ; kwacha_dm ; 258 
 3204 ; 1 лира. Ватикан ; 1866 ;  ; Ag ; VF ; 27 ; ssuss ; 424 
 3205 ; 1 лира. Ватикан ; 1867 ;  ; Ag ; VF- ; 50 ; ssuss ; 579 
 3206 ; 10 сольди. Ватикан ; 1868 ;  ; Ag ; VF+ ; 40 ; _1111_ ; 441 
 3207 ; 4 грошена. Швейцария, Невшатель ; 1793 ;  ; Cu ; F ; 35 ; lestes ; 612 
 3208 ; 6 пфеннигов. Падеборн ; 1817 ;  ; Cu ; F ; 24 ; mkm1968 ; 235 
 3209 ; 6 пфеннигов. Падеборн ; 1706 ;  ; Cu ; VF- ; 29 ; gusar ; 514 
 3210 ; 6 пфеннигов. Падеборн ; 1745? ;  ; Cu ; F+ ; 19 ; mkm1968 ; 275 
 3211 ; 5 пфеннигов. Саксония ; 1863 ;  ; Cu ; VF- ; 16 ; cash ; 206 
 3212 ; 6 пфеннигов. Падеборн ; 1718 ;  ; Cu ; F-VF ; 18 ; WikiLeaks ; 352 
 3213 ; 4 пфеннига. Ганновер ; 1794 ;  ; Cu ; F+ ; 16 ; WikiLeaks ; 505 
 3214 ; 4 пфеннига. Оснабрюк ; 1726 ;  ; Cu ; F- ; 34 ; seva777 ; 672 
 3215 ; 5 раппен. Швейцария, Фрайбург ; 1830 ;  ; Cu ; VF ; 30 ; В1951 ; 612 
 3216 ; 50 пфеннигов. Нотгельд ; 1918 ;  ; Zn ; VF- ; 23 ; zoom30 ; 364 
 3217 ; 10 пфеннигов. Нгтгельд ; 1719 ;  ; Zn ; VF- ; 22 ; aaleu ; 306 
 3218 ; 1/6 талера. Саксония. Смерть короля Фридриха Августа ; 1827S ;  ; Ag ; XF- ; 69 ; aaleu ; 2550 
 3219 ; 12 грот. Бремен ; 1841 ;  ; Ag ; XF- ; 57 ; В1951 ; 809 
 3220 ; 1/12 талера. Пруссия ; 1765А ;  ; Ag ; VF- ; 17 ; пастор Шлак ; 910 
 3221 ; 1 крейцер. Баден ; 1835 ;  ; Cu ; F ; 37 ; santan93 ; 201 
 3222 ; 1 пфенниг. Липпе-Детмольд ; 1851А ;  ; Cu ; VF- ; 29 ; lestes ; 417 
 3223 ; 1/4 крейцера. Германия, Майнц ; 1795 ;  ; Cu ; F ; 19 ; d-master ; 310 
 3224 ; 1 пфенниг. Шварцбург-Зондерхаузен ; 1846А ;  ; Cu ; F ; 15 ; smel ; 203 
 3225 ; 1 хеллер. Саксон-Хилдбюргхаузен ; 1763 ;  ; Cu ; F ; 14 ; mkm1968 ; 258 
 3226 ; 1 пфенниг. Гессен-Дармтадт ; 1819 ;  ; Cu ; F ; 30 ; jj ; 193 
 3227 ; 1/24 талера. Пруссия ; 1782 ;  ; Cu ; F-VF ; 30 ; DVZ ; 266 
 3228 ; 1 маттиер. Липпе-Детмольд ; 1714 ;  ; Ag ; F ; 30 ; werter ; 353 
 3229 ; 1 мариенгрош. Липпе-Детмольд ; 1794 ;  ; Ag ; F ; 25 ; mkm1968 ; 400 
 3230 ; 1 мариенгрош. Липпе-Детмольд ; 1770 ;  ; Ag ; F ; 26 ; vb96 ; 320 
 3231 ; 1 мариенгрош. Липпе-Детмольд ; 1804 ;  ; Ag ; F ; 47 ; 3458 ; 306 
 3232 ; 1/48 талера. Брауншвейг-Люнебург ; 1704 ;  ; Ag ; F ; 44 ; mkm1968 ; 300 
 3133 ; 1/2 пенни. Австралия ; 1917 ;  ; Br ; VF- ; 7 ; маманя ; 82 
 3134 ; 40 рейс.Бразилия ; 1879 ;  ; Cu ; F+ ; 9 ; велес ; 82 
 3135 ; 2 пфеннига. Пруссия ; 1868B ;  ; Cu ; VF- ; 9 ; fedor880v ; 122 
 3136 ; 1 пфенниг. Пруссия ; 1868A ;  ; Cu ; F ; 12 ; ilmar ; 160 
 3137 ; 1/10 гульдена. Нидерландские Антиллы ; 1960 ;  ; Ag ; VF ; 6 ; bingo71 ; 86 
 3138 ; 1/10 бальбоа. Панама ; 1947 ;  ; Ag ; XF ; 35 ; Волк33 ; 157 
 3139 ; 5 шиллингов. Австрия ; 1960 ;  ; Ag ; VF ; 16 ; SEVEN ; 135 
 3140 ; 14 экю. Гибралтар ; 1994 ;  ; Ag ; AU ; 15 ; OgAnVi ; 1020 
 3141 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; Proof ; 40 ; OgAnVi ; 614 
 3142 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 27 ; ААФ ; 597 
 3143 ; 10 марок. Финляндия. 100 лет со дня рождения президента Паасикиви ; 1970 ;  ; Ag ; AU ; 21 ; ААФ ; 501 
 3144 ; 1 песо. Мексика ; 1964 ;  ; Ag ; VF ; 9 ; t_v_v ; 104 
 3145 ; 1/2 доллара. СШП ; 1943 ;  ; Ag ; VF+ ; 16 ; Ясер ; 644 
 3146 ; 5 франков. Франция ; 1831 ;  ; Ag ; F ; 12 ; 1774 ; 797 
 3147 ; 25 центов. Нидерланды ; 1941 ;  ; Ag ; XF ; 11 ; alehandr ; 125 
 3148 ; 1/4 рупии. Индия ; 1940 ;  ; Ag ; XF ; 18 ; kont ; 245 
 3149 ; 50 эре. Швеция ; 1956 ;  ; Ag ; AU ; 17 ; hugo ; 408 
 3150 ; 50 эре. Швеция ; 1946 ;  ; Ag ; AU ; 17 ; hugo ; 465 
 3151 ; 2 шиллинга. Великобртания ; 1942 ;  ; Ag ; VF ; 14 ; Elephant ; 225 
 3152 ; 1 гульден. Нидерланды ; 1931 ;  ; Ag ; VF ; 12 ; max8888 ; 257 
 3153 ; 1/2 шиллинга. Австрия ; 1925 ;  ; Ag ; XF ; 14 ; лесной ; 218 
 3154 ; 50 филс. Ирак ; 1959 ;  ; Ag ; VF ; 16 ; Алек ; 157 
 3155 ; 1 шиллинг. Южная Африка ; 1951 ;  ; Ag ; VF ; 13 ; Виталий 64 ; 328 
 3156 ; 50 эре. Швеция ; 1898 ;  ; Ag ; VF ; 44 ; Волк33 ; 254 
 3157 ; 4 анны. Индия. штатХайдерабад ; 1362 ;  ; Ag ; VF- ; 22 ; OVK ; 673 
 3158 ; 1 дайм. США ; 1941 ;  ; Ag ; VF+ ; 16 ; vania1981 ; 101 
 3159 ; 50 эре. Швеция ; 1939 ;  ; Ag ; VF ; 8 ; Persovich ; 126 
 3160 ; 1 дайм. США ; 1892 ;  ; Ag ; F+ ; 8 ; маманя ; 114 
 3161 ; 8 сольди. Италия ; 1813 ;  ; Ag ; F ; 22 ; DVZ ; 371 
 3162 ; 1 цент. США ; 1938 ;  ; Br ; VF+ ; 14 ; banks ; 371 
 3163 ; 1 цент. США ; 1888 ;  ; Br ; XF- ; 34 ; aniki-niki ; 818 
 3164 ; 5 центов. США ; 1946 ;  ; Cu-Ni ; VF- ; 7 ; Searcher ; 62 
 3165 ; 1 дайм. США ; 1917 ;  ; Ag ; F+ ; 21 ; fedor880v ; 116 
 3166 ; 5 центов. США ; 1939 ;  ; Cu-Ni ; F+ ; 11 ; igor39 ; 77 
 3167 ; 1 дайм. США ; 1946 ;  ; Ag ; XF- ; 25 ; doiu33 ; 111 
 3168 ; 1 дайм. США ; 1943 ;  ; Ag ; VF+ ; 12 ; Elephant ; 101 
 3169 ; 3 пенса. Англия ; 1918 ;  ; Ag ; VF- ; 9 ; fedor880v ; 112 
 3170 ; 1 дайм. США ; 1954 ;  ; Ag ; VF-XF ; 14 ; не дам! ; 97 
 3171 ; 6 пенсов. Великобритания ; 1930 ;  ; Ag ; F-VF ; 12 ; t_v_v ; 91 
 3172 ; 1 дайм. США ; 1960 ;  ; Ag ; XF- ; 8 ; pref ; 97 
 3173 ; 2 фунта. Великобритания ; 2005 ;  ; Би/м ; XF ; 16 ; asm1048576 ; 226 
 3174 ; 1/4 доллара. США. Штат Пенсильвания. Национальный парк Геттисберг ; 2011D ;  ; Cu-Ni ; AU ; 7 ; bingo71 ; 78 
 3175 ; 1/2 пенни. Великобритания. Корабль ; 1959 ;  ; Br ; XF ; 7 ; ilmar ; 45 
 3176 ; 10 эре. Норвегия ; 1951 ;  ; Cu-Ni ; VF+ ; 5 ; Djek ; 11 
 3177 ; 10 хеллеров. Австрия ; 1894 ;  ; Cu/Ni ; VF ; 13 ; igor39 ; 55 
 3178 ; 10 лева. Болгария. Освобождение Болгарии от Османского Ига ; 1978 ;  ; Ag ; Proof ; 36 ; rubber ; 901 
 3179 ; 10 евро. Германия. Рихард Вагнер ; 2013D ;  ; Ag ; AU ; 18 ; grond ; 570 
 3180 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF ; 16 ; Elephant ; 999 
 3181 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; F-VF ; 14 ; Elephant ; 258 
 3182 ; 5 франков. Швейцария ; 1953 ;  ; Ag ; VF- ; 23 ; Rusik ; 447 
 3083 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF ; 15 ; fedor880v ; 91 
 3084 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; XF+ ; 14 ; pac262 ; 115 
 3085 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF+ ; 7 ; Vanka ; 66 
 3086 ; 10 центов. Канада ; 1943 ;  ; Ag ; VF ; 9 ; маманя ; 82 
 3087 ; 1 крона. Швеция ; 1943 ;  ; Ag ; XF ; 7 ; vitapool ; 123 
 3088 ; 25 центов. Канада ; 1955 ;  ; Ag ; F-VF ; 9 ; t_v_v ; 111 
 3089 ; 25 центов. Канада ; 1944 ;  ; Ag ; F-VF ; 13 ; SPRogov ; 120 
 3090 ; 100 йен. Япония ; 1963 ;  ; Ag ; XF ; 11 ; gerber68 ; 159 
 3091 ; 1/2 франка. Швейцария ; 1965 ;  ; Ag ; XF ; 8 ; Rusik ; 92 
 3092 ; 1 крона. Швеция ; 1947 ;  ; Ag ; XF ; 13 ; andreypsv500 ; 136 
 3093 ; 500 лир. Италдия ; 1958 ;  ; Ag ; VF-XF ; 15 ; vb96 ; 306 
 3094 ; 1 франк. Швейцария ; 1940 ;  ; Ag ; VF ; 6 ; Rusik ; 182 
 3095 ; 1 песо. Мексика ; 1962 ;  ; Ag ; XF ; 21 ; vitapool ; 202 
 3096 ; 5 гривен. Украина. 1025 лет Крещения Руси ; 2013 ;  ; Cu/Ni ; AU ; 26 ; agap ; 350 
 3097 ; 6 пенсов. Великобритания ; 1954 ;  ; Cu/Ni ; VF+ ; 9 ; Djek ; 13 
 3098 ; 25 центов. Восточные Каррибские штаты ; 2007 ;  ; Cu/Ni ; XF- ; 9 ; ААФ ; 36 
 3099 ; 50 пфеннигов. ФРГ ; 1979J ;  ; Cu/Ni ; VF ; 13 ; ВМШ ; 41 
 3100 ; 50 пфеннигов. ФРГ ; 1985J ;  ; Cu/Ni ; VF+ ; 7 ; 542 ; 121 
 3101 ; 50 пфеннигов. ФРГ ; 1981J ;  ; Cu/Ni ; XF ; 13 ; Drill ; 38 
 3102 ; 1 цент. Каймановы о-ва ; 1999 ;  ; Cu/Fe ; XF ; 9 ; Taras58 ; 41 
 3103 ; 25 центов. Канада. Новая Шотландия ; 1992 ;  ; Ni/Fe ; XF ; 29 ; Шмейхель ; 79 
 3104 ; 25 центов. КанадаБританская Колумбия ; 1992 ;  ; Ni/Fe ; XF ; 17 ; Ясер ; 72 
 3105 ; 20 липа. Хорватия. F.A.O. ; 1995 ;  ; Ni/Fe ; AU ; 9 ; t_v_v ; 32 
 3106 ; 50000 лир. Турция. F.A.O. ; 1999 ;  ; Al ; XF ; 15 ; jj ; 63 
 3107 ; 5 лир. Сан Марино. F.A.O. ; 1976 ;  ; Al ; XF+ ; 11 ; Savbeer ; 34 
 3108 ; 5 крон. Швеция. 70 лет Густаву VI Адольфу ; 1952 ;  ; Ag ; XF+ ; 36 ; Rusik ; 655 
 3109 ; 2 кроны. Швеция. 300 лет поселению Делавер ; 1938 ;  ; Ag ; XF+ ; 23 ; Алек ; 683 
 3110 ; 2 кроны. Швеция ; 1944 ;  ; Ag ; XF ; 16 ; Searcher ; 245 
 3111 ; 1 крона. Швеция ; 1965 ;  ; Ag ; XF ; 9 ; igor39 ; 120 
 3112 ; 1 крона. Швеция ; 1967 ;  ; Ag ; VF+ ; 13 ; igor39 ; 120 
 3113 ; 1 крона. Швеция ; 1960 ;  ; Ag ; VF-XF ; 5 ; igor39 ; 115 
 3114 ; 1 крона. Швеция ; 1967 ;  ; Ag ; VF ; 7 ; igor39 ; 101 
 3115 ; 10 эре. Швеция ; 1919 ;  ; Ag ; AU ; 24 ; tpls ; 407 
 3116 ; 50 сентаво. Филиппины ; 1945 ;  ; Ag ; XF+ ; 38 ; gusar ; 453 
 3117 ; 50 сантимов. Франция ; 1917 ;  ; Ag ; XF ; 9 ; Emv ; 104 
 3118 ; 50 сантимов. Франция ; 1918 ;  ; Ag ; XF ; 10 ; Emv ; 115 
 3119 ; 5 крон. Швеция ; 1972 ;  ; Cu/Ni ; XF- ; 7 ; DVZ ; 92 
 3120 ; 5 крон. Швеция. 50 лет ООН ; 1995 ;  ; Cu/Ni ; XF+ ; 33 ; hf426 ; 686 
 3121 ; 5 сантимов. Франция ; 1854 ;  ; Cu ; XF ; 15 ; solder13 ; 163 
 3122 ; 5 пенни. Финляндия ; 1918 ;  ; Cu ; XF ; 43 ; Magger ; 4445 
 3123 ; 1 доллар. Канада. Виннипег ; 1974 ;  ; Ag ; XF+ ; 28 ; СТРЕКОЗА ; 509 
 3124 ; 1 доллар. Канада. Серебряный юбилей ; 1977 ;  ; Ag ; XF ; 27 ; dvg ; 634 
 3125 ; 10 марок. ФРГ. Карл Цейсс ; 1988F ;  ; Ag ; XF ; 13 ; kuruscha ; 346 
 3126 ; 1 шиллинг. Великобритания ; 1926 ;  ; Ag ; F-VF ; 18 ; t_v_v ; 104 
 3127 ; 1 шиллинг. Великобритания ; 1930 ;  ; Ag ; VF- ; 20 ; fedor880v ; 134 
 3128 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972 ;  ; Cu-Ni ; XF ; 19 ; magpie ; 153 
 3129 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu-Ni ; XF ; 12 ; ААФ ; 124 
 3130 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ;  ; Cu-Ni ; XF ; 22 ; dic79 ; 157 
 3131 ; 10 марок. ГДР. 25 лет ГДР ; 1974 ;  ; Cu-Ni ; XF ; 13 ; magpie ; 138 
 3132 ; 1 цент. Канада ; 1918 ;  ; Br ; VF+ ; 8 ; Drill ; 58 
 3033 ; 5 марок. ФРГ. Бальтазар Ньюманн ; 1978F ;  ; Ag ; AU ; 19 ; garret/25/24/1978 ; 297 
 3034 ; 5 марок. ФРГ. Густав Стресеманн ; 1978D ;  ; Ag ; XF ; 15 ; vitapool ; 277 
 3035 ; 5 марок. ФРГ. Густав Стресеманн ; 1978D ;  ; Ag ; XF ; 16 ; vc57 ; 275 
 3036 ; 5 марок. ФРГ. Теодор Фонтане ; 1969G ;  ; Ag ; XF+ ; 16 ; gusar ; 365 
 3037 ; 5 марок. ФРГ. Теодор Фонтане ; 1969G ;  ; Ag ; XF+ ; 13 ; vc57 ; 277 
 3038 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; XF+ ; 12 ; vitapool ; 277 
 3039 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; XF+ ; 14 ; gusar ; 308 
 3040 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF ; 11 ; ААФ ; 129 
 3041 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; VF-XF ; 13 ; Ясер ; 126 
 3042 ; 100 йен. Япония. Олимпиада Токио ; 1964 ;  ; Ag ; XF+ ; 36 ; westof ; 255 
 3043 ; 100 йен. Япония. Олимпиада Токио ; 1964 ;  ; Ag ; XF+ ; 21 ; Emv ; 252 
 3044 ; 1 шиллинг. Великобритания ; 1937 ;  ; Ag ; VF- ; 16 ; gavrosh ; 146 
 3045 ; 5 евро. Финляндия. Стокгольм - Хельсинки. Хоккей ; 2012 ;  ; Би/м ; AU ; 15 ; кашира ; 350 
 3046 ; 50 пенни. Финляндия ; 1943 ;  ; Cu ; VF-XF ; 19 ; Djek ; 41 
 3047 ; 100 мон. Япония ;  ;  ; Br ; VF ; 35 ; maymuse ; 680 
 3048 ; 100 мон. Япония ;  ;  ; Br ; VF ; 23 ; vitapool ; 646 
 3049 ; 20 рейс. Португалия ; 1884 ;  ; Br ; VF- ; 3 ; fedor880v ; 82 
 3050 ; 1 пенни. Австралия ; 1933 ;  ; Br ; VF- ; 5 ; igor39 ; 92 
 3051 ; 2 цента. Гаити ; 1894 ;  ; Br ; F-VF ; 13 ; vc57 ; 120 
 3052 ; 2 сентаво. Перу ; 1895 ;  ; Br ; VF ; 15 ; vc57 ; 114 
 3053 ; 2 цента. Бельгия ; 1868 ;  ; Br ; F-VF ; 7 ; igor39 ; 36 
 3054 ; 2 сентаво. Мексика ; 1939 ;  ; Br ; VF- ; 20 ; DVZ ; 114 
 3055 ; Фартинг. Англия ; 1919 ;  ; Br ; VF ; 19 ; маманя ; 70 
 3056 ; Фартинг. Англия ; 1928 ;  ; Br ; XF ; 13 ; маманя ; 70 
 3057 ; 1 хеллер. Австрия ; 1881 ;  ; Br ; VF ; 3 ; fedor880v ; 82 
 3058 ; 1 сентаво. Мексика ; 1933 ;  ; Br ; VF ; 7 ; igor39 ; 77 
 3059 ; 1 сентаво. Мексика ; 1923 ;  ; Br ; VF- ; 10 ; igor39 ; 77 
 3060 ; 100 форинтов. Венгрия ; 1998 ;  ; Би/м ; VF+ ; 5 ; igor39 ; 31 
 3061 ; 5 франков. Французская Полинезия ; 1994 ;  ; Al ; XF+ ; 9 ; buynyi76 ; 92 
 3062 ; 1 франк. Французский Реюньон ; 1948 ;  ; Al ; XF+ ; 13 ; buynyi76 ; 194 
 3063 ; 1 франк. Французская Экваториальная Африка ; 1948 ;  ; Al ; XF ; 21 ; colonel6262 ; 153 
 3064 ; 50 стотинок. Болгария ; 1999 ;  ; Cu-Ni ; VF+ ; 5 ; igor39 ; 22 
 3065 ; 5 сентаво. Мексика ; 1882 ;  ; Cu-Ni ; VF ; 31 ; vania1981 ; 170 
 3066 ; 1 сентаво. Мексика ; 1883 ;  ; Cu-Ni ; VF+ ; 18 ; Щука ; 163 
 3067 ; 2-1/2 сентаво. Колумбия ; 1881 ;  ; Cu-Ni ; VF ; 29 ; OVK ; 164 
 3068 ; 5 центов. Гаити ; 1905 ;  ; Cu-Ni ; F-VF ; 9 ; vc57 ; 102 
 3069 ; 2-1/2 сентесимо. Панама ; 1940 ;  ; Cu-Ni ; VF- ; 13 ; OVK ; 161 
 3070 ; 100 песо. Мексика. Чемпионат мира по футболу в 1986г ; 1985 ;  ; Ag ; XF- ; 35 ; max8888 ; 816 
 3071 ; 10 евро. Германия. Чемпионат мира по футболу в 2006г ; 2004 ;  ; Ag ; AU ; 39 ; Friday ; 1020 
 3072 ; 1 доллар. Канада. Британская Колумбия ; 1958 ;  ; Ag ; AU ; 15 ; Makys ; 1024 
 3073 ; 10 марок. ФРГ. Олимпиада в германии ; 1972D ;  ; Ag ; XF ; 12 ; Elephant ; 401 
 3074 ; 25 песо. Мексика ; 1968 ;  ; Ag ; XF ; 31 ; garret/25/24/1978 ; 659 
 3075 ; 1 шиллинг. Англия ; 1916 ;  ; Ag ; VF+ ; 25 ; gavrosh ; 227 
 3076 ; 1/2 доллара. США ; 1964 ;  ; Ag ; XF+ ; 22 ; Elephant ; 402 
 3077 ; 25 центов. Канада. 100 лет конфедерации ; 1967 ;  ; Ag ; XF ; 17 ; STANDART ; 153 
 3078 ; 2 кроны. Швеция ; 1954 ;  ; Ag ; XF+ ; 13 ; Searcher ; 337 
 3079 ; 10 центов. Канада ; 1968 ;  ; Ag ; VF+ ; 12 ; STANDART ; 114 
 3080 ; 10 центов. Канада ; 1962 ;  ; Ag ; VF ; 10 ; igor39 ; 79 
