 5619 ; Лот бон 100 штук Китай ;  ;  ;  ; AU ; 22 ; USS ; 558 
 3071 ; Монета. Восток ;  ;  ; Br ; VF ; 21 ; QQ ; 222 
 3072 ; 1/4 анны. Восточная Индийская компания ; 1832 ;  ; Br ; VF- ; 9 ; Monata ; 225 
 3073 ; Монета. Восток ;  ;  ; Br ; F-VF ; 30 ; zx123 ; 407 
 3074 ; 1/20 гирш. Египет ;  ;  ; Br ; VF- ; 45 ; banks ; 237 
 3075 ; 1 пара. Египет ;  ;  ; Br ; VF+ ; 46 ; banks ; 433 
 3076 ; Монета. Восток ;  ;  ; Cu ; F+ ; 35 ; mkm1968 ; 299 
 3077 ; Монета. Восток ;  ;  ; Cu ; F+ ; 18 ; Sterh ; 124 
 3078 ; Монета. Восток ;  ;  ; Cu ; F+ ; 26 ; banks ; 187 
 3079 ; 10 евро. Элиас Лоннрот. Сертификат ; 2002 ;  ; Ag ; AU ; 35 ; boroda ; 1381 
 3080 ; 50 марок. Финляндия. ЧМ по хоккею ; 1982 ;  ; Ag ; XF ; 28 ; Звездолёты ; 612 
 3081 ; 25 марок. Финляндия. Турку ; 1979 ;  ; Ag ; XF+ ; 17 ; antongor ; 570 
 3082 ; 10 марок. Финдяндия ; 1977 ;  ; Ag ; AU ; 27 ; Lex2000 ; 506 
 3083 ; 50 марок. Финляндия ; 1983 ;  ; Ag ; AU ; 26 ; Lex2000 ; 601 
 3084 ; 50 марок. Финляндия. Урхо Кекконен ; 1981 ;  ; Ag ; AU ; 38 ; Lex2000 ; 784 
 3085 ; 5 марок. ФРГ ; 1968F ;  ; Ag ; XF ; 26 ; Lex2000 ; 306 
 3086 ; 25 марок. Финляндия ; 1978 ;  ; Ag ; XF+ ; 21 ; Звездолёты ; 542 
 3087 ; 10 марок. Финляндия ; 1971 ;  ; Ag ; AU ; 29 ; Звездолёты ; 509 
 3088 ; 50 марок. Финляндия ; 1985 ;  ; Ag ; AU ; 34 ; Звездолёты ; 695 
 3089 ; 1 доллар. Канада ; 1968 ;  ; Cu-Ni ; XF+ ; 41 ; Звездолёты ; 126 
 3090 ; 1 доллар. Канада ; 1975 ;  ; Cu-Ni ; XF+ ; 30 ; Звездолёты ; 127 
 3091 ; 1 доллар. Канада. 100 лет вхождения острова Принца Эдуарда в Конфедерацию ; 1973 ;  ; Cu-Ni ; XF+ ; 27 ; kostya12.04.1994 ; 203 
 3092 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF+ ; 30 ; vitapool ; 282 
 3093 ; 1/2 доллара. США. Всемирная Колумбийская выставка в Чикаго ; 1893 ;  ; Ag ; VF-XF ; 43 ; oops ; 1389 
 3094 ; 1 лат. Латвия. Латвийский университет ; 2009 ;  ; Ag ; Proof ; 57 ; дед морос ; 2015 
 3095 ; 1 лат. Латвия. Времена и ценности ; 2002 ;  ; Ag ; Proof ; 73 ; стадник ; 2719 
 3096 ; 5 латов. Латвия ; 1929 ;  ; Ag ; VF-XF ; 40 ; melkore ; 1509 
 3097 ; 5 латов. Латвия ; 1931 ;  ; Ag ; VF-XF ; 49 ; melkore ; 1377 
 3098 ; 100 марок. Финляндия. 75-летие независимости Финляндии ; 1992 ;  ; Ag ; AU ; 27 ; DIMASTIK ; 1001 
 3099 ; 10 марок. Финляндия. 75-летие президента Кекконена ; 1975 ;  ; Ag ; AU ; 20 ; Jeff ; 534 
 3100 ; 1 шиллинг. Восточная Африка ; 1925 ;  ; Ag ; AU ; 37 ; tamsimun ; 1383 
 3101 ; 10 лева. Болгария. Олимпиада в Солт Лейк Сити. Сертификат ; 2002 ;  ; Ag ; Proof ; 26 ; Мурзик ; 1148 
 3102 ; 20 рублей. Белоруссия.Олимпиада в Солт Лейк Сити. Сертификат ; 2001 ;  ; Ag ; Proof ; 23 ; Мурзик ; 2002 
 3103 ; 500 тугриков. Монголия.Олимпиада в Солт Лейк Сити. Сертификат ; 2001 ;  ; Ag ; Proof ; 36 ; Olimpia ; 2285 
 3104 ; 10 динар. Андорра. Олимпиада в Солт Лейк Сити. Сертификат ; 2002 ;  ; Ag ; Proof ; 44 ; ДобавьЕЩЁ ; 1825 
 3105 ; 3 рубля. Сертификат ; 2002 ; СПМД Зимн.Олимпиада, Солт-Лейк-Сити ; Ag ; Proof ; 34 ; Мурзик ; 2086 
 3006 ; 5 долларов. Канада. XXI олимпиада в Монреале. Плавание ; 1975 ;  ; Ag ; Proof ; 27 ; 🇷🇺Михаил ; 1045 
 3007 ; 20 долларов. Кирибати. Олимпийские игры 1992г. Парусный спорт ; 1992 ;  ; Ag ; Proof ; 31 ; sdasda ; 1188 
 3008 ; 5 марок. ФРГ. Гриммельсгаузен ; 1976D ;  ; Ag ; AU ; 26 ; (&) ; 407 
 3009 ; 1 доллар. США. 500 лет Колумбу ; 1992 ;  ; Ag ; Proof ; 41 ; gama ; 2004 
 3010 ; 5 долларов. Острова Кука. Серия "Рыцари круглого стола". сэр Галахад ; 2009 ;  ; Ag, краска ; Proof ; 45 ; sileng ; 3044 
 3011 ; 5 долларов. Острова Кука. Серия "Рыцари круглого стола". Экскалибур ; 2009 ;  ; Ag, краска ; Proof ; 54 ; стадник ; 3105 
 3012 ; 5 долларов. Острова Кука. Серия "Рыцари круглого стола". Святой Грааль ; 2009 ;  ; Ag, позолота ; Proof ; 38 ; sileng ; 3215 
 3013 ; 5 долларов. Острова Кука. Серия "Рыцари круглого стола". Ланселот ; 2009 ;  ; Ag, краска ; Proof ; 43 ; sileng ; 3060 
 3014 ; 5 долларов. Острова Кука. Серия "Рыцари круглого стола". Король Артур ; 2009 ;  ; Ag, краска ; Proof ; 44 ; sileng ; 3215 
 3015 ; 5 долларов. Острова Кука. Серия "Рыцари круглого стола". Леди Озера ; 2009 ;  ; Ag, краска ; Proof ; 49 ; sileng ; 3264 
 3016 ; 20 рублей. Беларусь. Корабль "Седов" ; 2008 ;  ; Ag ; Proof ; 17 ; LEXAI ; 1862 
 3017 ; 5 эскудо. Португалия. 500 лет со дня смерти Генри Мореплавателя ; 1960 ;  ; Ag ; AU ; 17 ; visitor ; 430 
 3018 ; 50 крон. Чехословакия. Иосиф Сталин ; 1949 ;  ; Ag ; XF ; 41 ; vitapool ; 1028 
 3019 ; 100 шиллингов. Австрия. Максимилиан ; 1997 ;  ; Ag ; Proof ; 41 ; kwacha_dm ; 1847 
 3020 ; 10 центов. Канада ; 1968 ;  ; Ag ; AU ; 46 ; Валерик ; 192 
 3021 ; 1/20 унции серебра. Мексика ; 2012 ;  ; Ag ; AU ; 39 ; heavy_fly ; 413 
 3022 ; 1 рубль. Беларусь. Катти Сарк ; 2011 ;  ; Cu-Ni ; Proof ; 17 ; Bronco ; 2087 
 3023 ; 1 крона. Остров Мэн. Серия Корабли ; 1982 ;  ; Cu-Ni ; XF ; 11 ; Bronco ; 327 
 3024 ; 1/2 реала. Гватемала ; 1900 ;  ; Cu-Ni ; VF ; 20 ; ufa ; 261 
 3025 ; 5 сентаво. Боливия Кочабамба. Токен ;  ;  ; Cu-Ni ; AU ; 34 ; banks ; 545 
 3026 ; 5 сентаво. Боливия Кочабамба. Токен ; 1876 ;  ; Cu-Ni ; XF ; 88 ; max96 ; 2766 
 3027 ; 1/4 реала. Гватемала ; 1889 ;  ; Ag ; XF ; 30 ; Rosomaha ; 480 
 3028 ; 1/4 реала. Гватемала ; 1890 ;  ; Ag ; VF-XF ; 34 ; olancepok ; 480 
 3029 ; 1/4 реала. Гватемала ; 1881 ;  ; Ag ; XF- ; 29 ; batuke ; 455 
 3030 ; 20 сентаво. Аргентина ; 1883 ;  ; Ag ; VF-XF ; 19 ; Виталий 64 ; 1334 
 3031 ; 10 сентаво. Аргентина ; 1882 ;  ; Ag ; VF-XF ; 20 ; PPS ; 714 
 3032 ; 1/2 десима реала. Новая Гранада ; 1847 ;  ; Br ; VF+ ; 54 ; стрелка ; 2050 
 3033 ; 50 сентаво. Боливия ; 1942 ;  ; Br ; XF+ ; 44 ; Palik ; 269 
 3034 ; 20 сентаво. Боливия ; 1942 ;  ; Zn ; XF- ; 9 ; cochu ; 340 
 3035 ; 10 песо. Аргентина ; 1966 ;  ; Ni ; AU ; 33 ; v_bond ; 71 
 3036 ; 1 шиллинг. Гамбург ; 1727 ;  ; Ag ; F-VF ; 24 ; taa ; 221 
 3037 ; 100 шиллингов. Австрия. Олимпиада ; 1976 ;  ; Ag ; XF ; 15 ; В1951 ; 556 
 3038 ; 1 доллар. Либерия. Чемпионат Европы по футболу в Австрии и Швейцарии ; 2007 ;  ; Ag ; AU ; 43 ; seva777 ; 1326 
 3039 ; 1 крона. Остров Мен. Чемпионат мира по футболу в Мексике 1986г ; 1986 ;  ; Ag ; Proof ; 32 ; mountblade ; 1548 
 3040 ; 5 франков. Конго. Чемпионат мира по футболу в 2002г ; 2002 ;  ; Cu/Ni ; AU ; 51 ; torbey ; 1221 
 3041 ; 5 песо. Куба. Чемпионат мира по футболу в Италии 1990 ; 1989 ;  ; Ag ; Proof ; 19 ; miranda ; 1173 
 3042 ; 10 марок. ФРГ. Олимпийские игры ; 1972F ;  ; Ag ; XF+ ; 16 ; Валерик ; 410 
 3043 ; 25 шиллингов. Австрия. Антон Брюкнер ; 1962 ;  ; Ag ; XF ; 25 ; carniks ; 397 
 3044 ; 5 марок. ФРГ. Альберт Швейцер ; 1975G ;  ; Ag ; XF ; 19 ; Elephant ; 293 
 3045 ; 50 шиллингов. Австрия. Юлиус Рааб ; 1971 ;  ; Ag ; XF+ ; 17 ; carniks ; 615 
 3046 ; 50 пиастров. Ливан ; серебр. ;  ; Ag ; AU ; 35 ; Light_Surf ; 291 
 3047 ; 10 марок. Финляндия. 10-й чемпионат Европы по легкой атлетике ; 1971 ;  ; Ag ; XF+ ; 24 ; alex-05 ; 371 
 3048 ; 10 марок. Финляндия. 75-летие президента Кекконена ; 1975 ;  ; Ag ; AU ; 11 ; Rosomaha ; 421 
 3049 ; 50 марок. Финляндия. 80-летие президента Кекконена ; 1981 ;  ; Ag ; AU ; 14 ; andrpel ; 765 
 3050 ; 1 шиллинг. Великобритания ; 1816 ;  ; Ag ; XF ; 80 ; remetalk ; 6565 
 3051 ; 1 шиллинг. Великобритания ; 1898 ;  ; Ag ; XF- ; 31 ; Чашник ; 1711 
 3052 ; 1 шиллинг. Великобритания ; 1910 ;  ; Ag ; VF-XF ; 26 ; DaMon15 ; 1316 
 3053 ; 1 шиллинг. Великобритания ; 1915 ;  ; Ag ; AU/XF ; 12 ; Elephant ; 1311 
 3054 ; 100 крон. Чехословакия. 10 лет освобождению от Германии ; 1955 ;  ; Ag ; AU ; 26 ; Noble ; 3105 
 3055 ; 50 крон. Чехословакия. 20 лет восстания ; 1968 ;  ; Ag ; AU ; 18 ; СТРЕКОЗА ; 1275 
 2956 ; 8 реалов. Испанская Гватемала ; 1815 ;  ; Ag ; VF+ ; 81 ; Мама Чоли ; 8345 
 2957 ; 1 доллар. США ; 2013 ;  ; Ag ; AU ; 28 ; Nastrom ; 1694 
 2958 ; 1000 франков. Руанда. Водолей. М-93,3г ; 2009 ;  ; Ag999 ; Unc ; 26 ; Yamilov ; 6100 
 2959 ; 1 доллар. Ниуэ. Нотр-Дам де Пари. С сертификатом ; 2010 ;  ; Ag ; Proof ; 30 ; 🇷🇺Михаил ; 3091 
 2960 ; 2 доллара. Острова Кука. Дюймовочка ; 2008 ;  ; Ag ; Unc ; 23 ; boryas1 ; 1910 
 2961 ; 2 доллара. Острова Кука. Щелкунчик ; 2008 ;  ; Ag ; Unc ; 20 ; boryas1 ; 1872 
 2962 ; 2 доллара. Острова Кука. Стойкий оловянный солдатик ; 2008 ;  ; Ag ; Unc ; 27 ; boryas1 ; 1910 
 2963 ; 2 доллара. Острова Кука. Приключения кота Леопольда ; 2008 ;  ; Ag ; Unc ; 23 ; boryas1 ; 1871 
 2964 ; 1 крона. Остров Мэн. Чемпионат по футболу ; 1986 ;  ; Cu-Ni ; Proof ; 13 ; seva777 ; 1024 
 2965 ; 1 крона. Остров Мэн. Чемпионат по футболу ; 1986 ;  ; Ag ; Proof ; 7 ; seva777 ; 1567 
 2966 ; 1 крона. Остров Мэн. Чемпионат по футболу ; 1986 ;  ; Ag ; Proof ; 9 ; mountblade ; 1599 
 2967 ; 1 крона. Остров Мэн. Чемпионат по футболу ; 1986 ;  ; Ag ; Proof ; 7 ; mountblade ; 1599 
 2968 ; 1 крона. Остров Мэн. Чемпионат по футболу ; 1986 ;  ; Ag ; Proof ; 7 ; mountblade ; 1599 
 2969 ; 10000 вон. Олимпиада в Сеуле ; 1986 ;  ; Ag ; Proof ; 28 ; carniks ; 1281 
 2970 ; 20000 вон. Олимпиада в Сеуле ; 1982 ;  ; Ag ; XF+ ; 28 ; carniks ; 1144 
 2971 ; 10 евро. Бельгия. Расширение ЕС ; 2004 ;  ; Ag ; Proof ; 30 ; LEXAI ; 1587 
 2972 ; 10 евро. Бельгия. 400 лет со смерти Юста Липсия ; 2006 ;  ; Ag ; Proof ; 49 ; LEXAI ; 1584 
 2973 ; 10 евро. Ирландия. 100 лет со дня рождения Самюэля Беккета ; 2006 ;  ; Ag ; Proof ; 80 ; LEXAI ; 1584 
 2974 ; 5 евро. Австрия. Расширение ЕС ; 2004 ;  ; Ag ; AU ; 30 ; SKeeper ; 518 
 2975 ; 10 евро. Германия. 250 лет со дня рождения В.А. Моцарта ; 2006 ;  ; Ag ; Proof ; 31 ; water spirit ; 1313 
 2976 ; 5000 форинтов. Венгрия. Бела Барток ; 2006 ;  ; Ag ; Proof ; 17 ; ДУНКАН МАКЛАУД ; 1469 
 2977 ; 5 евро. Австрия. 250 лет со дня рождения Вольфгана Амадея Моцарта ; 2006 ;  ; Ag ; AU ; 33 ; Scorpionchic-sun ; 551 
 2978 ; 10 евро. Испания. Император Священной Римской империи Карл V ; 2006 ;  ; Ag ; Proof ; 40 ; LEXAI ; 1587 
 2979 ; 10 евро. Финляндия. 200 лет со дня рождения Й.В.Снелльмана ; 2006 ;  ; Ag ; AU ; 26 ; bliznetz ; 1677 
 2980 ; 10 евро. Ирландия.  Расширение ЕС ; 2004 ;  ; Ag ; Proof ; 41 ; 100924 ; 1615 
 2981 ; 1 1/2 евро. Франция. 9 мая ; 2006 ;  ; Ag ; Proof ; 14 ; water spirit ; 1311 
 2982 ; 1 1/2 евро. Франция. Европа-2004 ; 2004 ;  ; Ag ; Proof ; 22 ; LEXAI ; 1274 
 2983 ; 10 гривен. Украина. Олимпиада ; 2001 ;  ; Ag ; Proof ; 16 ; antongor ; 1450 
 2984 ; 25 новых пенсов. Гибралтар ; 1971 ;  ; Cu-Ni ; XF ; 34 ; murew ; 323 
 2985 ; 1 крона. Венгрия. В капсуле ННР ; 1914 ;  ; Ag ; AU58 ; 86 ; lva08 ; 1109 
 2986 ; 5 франков. Швейцария ; 1874 ;  ; Ag ; VF+ ; 84 ; Totoha ; 14284 
 2987 ; 20 рублей. Беларусь. Чемпионат мира по футболу ; 2005 ;  ; Ag ; Proof ; 36 ; aurin1 ; 1794 
 2988 ; 10 долларов. Самоа и Сисифо. Олимпийские игры ; 1992 ;  ; Ag ; Proof ; 37 ; hugo ; 1455 
 2989 ; 10 долларов. Самоа и Сисифо. Олимпийские игры ; 1994 ;  ; Ag ; Proof ; 13 ; hugo ; 1393 
 2990 ; 1 доллар. Самоа и Сисифо. Олимпийские игры ; 1996 ;  ; Ag ; Proof ; 11 ; banks ; 999 
 2991 ; 500 лир. Сан Марино. Олимпийские игры ; 1988 ;  ; Ag ; XF- ; 25 ; Звездолёты ; 729 
 2992 ; 500 лир. Сан Марино. Олимпийские игры ; 1984 ;  ; Ag ; Proof ; 25 ; Рубчик ; 783 
 2993 ; 50 000 лир. Турция. Олимпийские игры ; 1995 ;  ; Ag ; Proof ; 11 ; hugo ; 1329 
 2994 ; 5000 вон. Южная Корея. Олимпийские игры ; 1988 ;  ; Ag ; Proof ; 21 ; hugo ; 869 
 2995 ; 10 квача. Малави ; 2005 ;  ; Ag ; Proof ; 7 ; hugo ; 794 
 2996 ; 500 драхм. Греция. Олимпийские игры ; 1982 ;  ; Ag ; Proof ; 9 ; hugo ; 1278 
 2997 ; 10 динар. Андора. Олимпийские игры ; 2002 ;  ; Ag ; Proof ; 17 ; дитрих11 ; 1593 
 2998 ; 3 пенса. Австралия ; 1961 ;  ; Ag ; XF ; 15 ; maymuse ; 305 
 2999 ; 1 лира. Турция ; 1948 ;  ; Ag ; AU ; 26 ; FEDOTOV1920 ; 867 
 3000 ; 1000 йен. Япония. Олимпиада Токио ; 1964 ;  ; Ag ; XF ; 36 ; Валерик ; 1434 
 3001 ; 2 кроны. Швеция. 300-летие образования поселения Делавэр ; 1938 ;  ; Ag ; AU ; 29 ; Jeff ; 732 
 3002 ; 5 долларов. Канада. XXI олимпиада в Монреале. Каноэ ; 1974 ;  ; Ag ; Proof ; 17 ; 🇷🇺Михаил ; 926 
 3003 ; 5 долларов. Канада. XXI олимпиада в Монреале. Парусники ; 1973 ;  ; Ag ; Proof ; 30 ; 🇷🇺Михаил ; 1020 
 3004 ; 5 долларов. Канада. XXI олимпиада в Монреале. . Плавание ; 1975 ;  ; Ag ; Proof ; 18 ; 🇷🇺Михаил ; 918 
 3005 ; 5 долларов. Канада. XXI олимпиада в Монреале. Гребля ; 1974 ;  ; Ag ; Proof ; 26 ; 🇷🇺Михаил ; 985 
 2906 ; 2 марки. Пруссия. В капсуле ННР ; 1913 ;  ; Ag ; AU58 ; 30 ; qver ; 1229 
 2907 ; 2 марки. Гамбург. В капсуле ННР ; 1914J ;  ; Ag ; AU55 ; 76 ; remetalk ; 3561 
 2908 ; 2 марки. Германия. Подписная кирха ; 1934A ;  ; Ag ; VF ; 26 ; melkore ; 793 
 2909 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938D ;  ; Ag ; VF-XF ; 7 ; Maxim914 ; 306 
 2910 ; 1 марка. Германия ; 1873А ;  ; Ag ; F-VF ; 24 ; DaMon15 ; 223 
 2911 ; 1 марка. Германия ; 1874В ;  ; Ag ; F-VF ; 20 ; WhiteMouse ; 213 
 2912 ; 1 марка. Гермаия ; 1874D ;  ; Ag ; VF- ; 10 ; 3ТЭП75 ; 204 
 2913 ; 1 марка. Германия ; 1874D ;  ; Ag ; VF- ; 20 ; 3ТЭП75 ; 184 
 2914 ; 1 марка. Германия ; 1874F ;  ; Ag ; F-VF ; 10 ; 3ТЭП75 ; 153 
 2915 ; 1 марка. Германия ; 1875A ;  ; Ag ; VF ; 22 ; qver ; 225 
 2916 ; 1 марка. Германия ; 1875B ;  ; Ag ; VF- ; 17 ; 3ТЭП75 ; 184 
 2917 ; 1 марка. Германия ; 1876A ;  ; Ag ; VF- ; 13 ; 3ТЭП75 ; 184 
 2918 ; 1 марка. Германия ; 1876G ;  ; Ag ; F-VF ; 20 ; WhiteMouse ; 203 
 2919 ; 1 марка. Германия ; 1878A ;  ; Ag ; F+ ; 18 ; WhiteMouse ; 203 
 2920 ; 1 марка. Германия ; 1881A ;  ; Ag ; VF ; 22 ; DaMon15 ; 318 
 2921 ; 1 марка. Германия ; 1887A ;  ; Ag ; F+ ; 12 ; WhiteMouse ; 224 
 2922 ; 1 марка. Германия ; 1901A ;  ; Ag ; VF+ ; 9 ; жора ; 250 
 2923 ; 1 марка. Германия ; 1902E ;  ; Ag ; VF+ ; 14 ; DaMon15 ; 296 
 2924 ; 1 марка. Германия ; 1903A ;  ; Ag ; VF+ ; 13 ; артега ; 255 
 2925 ; 1 марка. Германия ; 1904А ;  ; Ag ; VF+ ; 13 ; артега ; 255 
 2926 ; 1 марка. Германия ; 1907A ;  ; Ag ; VF-XF ; 3 ; oops ; 255 
 2927 ; 1 марка. Германия ; 1908A ;  ; Ag ; XF- ; 14 ; lva08 ; 273 
 2928 ; 1 марка. Германия ; 1909D ;  ; Ag ; XF ; 22 ; DaMon15 ; 332 
 2929 ; 1 марка. Германия ; 1909A ;  ; Ag ; XF- ; 14 ; Angal ; 296 
 2930 ; 1 марка. Германия ; 1910A ;  ; Ag ; XF- ; 20 ; WhiteMouse ; 273 
 2931 ; 1 марка. Гермаия ; 1914A ;  ; Ag ; XF ; 9 ; Zarik ; 254 
 2932 ; 1 марка. Германия ; 1914A ;  ; Ag ; AU ; 14 ; maksud ; 296 
 2933 ; 1 марка. Германия ; 1914A ;  ; Ag ; XF+ ; 25 ; F-VF ; 261 
 2934 ; 1 марка. Гермаия ; 1915A ;  ; Ag ; XF ; 8 ; Чашник ; 257 
 2935 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 19 ; артега ; 261 
 2936 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 15 ; 3ТЭП75 ; 255 
 2937 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 18 ; qver ; 274 
 2938 ; 1 марка. Германия ; 1915A ;  ; Ag ; XF+ ; 27 ; qver ; 265 
 2939 ; 1 марка. Германия ; 1915F ;  ; Ag ; AU ; 25 ; qver ; 505 
 2940 ; 1 марка. Веймар ; 1924A ;  ; Ag ; VF ; 11 ; гш888 ; 510 
 2941 ; 1 марка. Веймар ; 1926F ;  ; Ag ; VF+ ; 25 ; banks ; 707 
 2942 ; 1/2 марки. Гермаия ; 1906A ;  ; Ag ; VF ; 27 ; gdrg2 ; 185 
 2943 ; 1/2  марки. Германия ; 1916A ;  ; Ag ; XF+ ; 28 ; qver ; 311 
 2944 ; 1/2 марки. Германия ; 1917A ;  ; Ag ; AU ; 15 ; qver ; 408 
 2945 ; 20 пфеннигов. Германия ; 1876A ;  ; Ag ; VF ; 27 ; 75SA ; 368 
 2946 ; 1 рупия. Германская Ост-Африка ; 1913J ;  ; Ag ; XF+ ; 131 ; логопед ; 6243 
 2947 ; 5 миллионов марок. Вестфалия. Нотгельд ; 1923 ;  ; Br,позолота ; XF+ ; 42 ; Sky2 ; 1677 
 2948 ; 10 000 марок. Вестфалия. Нотгельд ; 1923 ;  ; Br,позолота ; XF+ ; 36 ; krass ; 1663 
 2949 ; 100 марок. Вестфалия. Нотгельд ; 1923 ;  ; Br ; AU ; 31 ; brigadir ; 1365 
 2950 ; 50 миллионов марок. Вестфалия. Нотгельд ; 1923 ;  ; Al ; AU ; 45 ; brigadir ; 1829 
 2951 ; 2 миллиона марок. Вестфалия. Нотгельд ; 1923 ;  ; Al ; XF ; 43 ; brigadir ; 1214 
 2952 ; 1 марка. Германия. Мартин Лютер ; 1921 ;  ; Керамика ; AU ; 39 ; kwacha_dm ; 599 
 2953 ; 25 пфенниг. Германия ; 1921 ;  ; Керамика ; AU ; 15 ; gdrg2 ; 437 
 2954 ; 1 марка. Веймар ; 1936A ;  ; Cu-Ni ; VF+ ; 31 ; Mike! ; 392 
 2955 ; 8 реалов. Испанская Перу. Лима ; 1778 ;  ; Ag ; VF ; 60 ; WikiLeaks ; 4046 
 2856 ; 10 марок. Пруссия. М-3,91г ; 1872 ;  ; Au ; VF-XF ; 19 ; 8822 ; 10082 
 2857 ; 10 марок. Пруссия. М-3,92г ; 1875 ;  ; Au ; VF-XF ; 17 ; olancepok ; 9804 
 2858 ; 10 марок. Пруссия. М-3,97г ; 1903 ;  ; Au ; XF- ; 21 ; ssr ; 10475 
 2859 ; 2 песо. Мексика. М - 1,67г ; 1945 ;  ; Au ; AU ; 46 ; andrpel ; 4555 
 2860 ; 5 центов. Гайана ; 1979 ;  ; ж/м ; Proof ; 18 ; Redkyt ; 204 
 2861 ; 1 цент. Гайана ; 1979 ;  ; ж/м ; Proof ; 11 ; Redkyt ; 207 
 2862 ; 12 долларов. Либерия. Венгрия. М-1/50 унции ; 2008 ;  ; Au ; Proof ; 39 ; Sboss ; 1992 
