 3629 ; Бона иностранная ;  ;  ;  ;  ; 16 ; валери ; 34 
 2497 ; 20 вон. Северная Корея. Китайский гороскоп. Год Лошади ; 2008 ;  ; Латунь ; Proof ; 21 ; SANGOLD1 ; 408 
 2498 ; 20 вон. Северная Корея. Китайский гороскоп. Год Быка ; 2009 ;  ; Латунь ; Proof ; 15 ; diesel98 ; 400 
 2499 ; 20 вон. Северная Корея. Год Петуха ; 2009 ;  ; Латунь ; Proof ; 21 ; Mike! ; 315 
 2500 ; 20 вон. Северная Корея. Год Свиньи ; 2009 ;  ; Латунь ; Proof ; 28 ; Nirvanych ; 400 
 2501 ; 20 вон. Северная Корея. Год Змеи ; 2009 ;  ; Латунь ; Proof ; 15 ; Mike! ; 389 
 2502 ; 20 вон. Северная Корея. Китайский гороскоп. Год Крысы ; 2009 ;  ; Латунь ; Proof ; 10 ; Mike! ; 299 
 2503 ; 20 вон. Северная Корея. Китайский гороскоп. Год Дракона ; 2009 ;  ; Латунь ; Proof ; 11 ; Nirvanych ; 340 
 2504 ; 20 вон. Северная Корея. Китайский гороскоп. Год Лошади ; 2009 ;  ; Латунь ; Proof ; 12 ; SANGOLD1 ; 288 
 2505 ; 20 вон. Северная Корея. Год Козы ; 2009 ;  ; Латунь ; Proof ; 11 ; SANGOLD1 ; 288 
 2506 ; 20 вон. Северная Корея. Китайский гороскоп. Год Обезьяны ; 2009 ;  ; Латунь ; Proof ; 9 ; Mike! ; 288 
 2507 ; 20 вон. Северная Корея. Год Быка ; 2009 ;  ; Латунь ; Proof ; 20 ; diesel98 ; 310 
 2408 ; 25 центов. Канада. Олимпийские игры в Ванкувере. Конькобежец ; 2009 ;  ; St ; AU ; 39 ; ganza ; 57 
 2409 ; 25 центов. Канада. Олимпийские игры в Ванкувере. Фристаил ; 2008 ;  ; St ; AU ; 43 ; ganza ; 63 
 2410 ; 1 эскудо. Португальская колония. Сан-Томе и Принсипи ; 1951 ;  ; Cu-Ni ; XF ; 25 ; shest ; 898 
 2411 ; 1/4 цента. Цейлон. Виктория ; 1901 ;  ; Br ; XF ; 35 ; von_Schwarz ; 343 
 2412 ; 1/4 цента. Фартинг. Токен военного времени. США. Нью-Йорк. Портрет Дж. Вашингтона ; ND ;  ; Cu ; VF+ ; 78 ; чусер ; 831 
 2413 ; 1 доллар. Канада. Елизавета II. 4 портрет ; 2009 ;  ; Cu-Ni-Zn ; AU ; 36 ; ВВ42 ; 104 
 2414 ; 1 доллар. Канада. Монумент ; 1994 ;  ; Cu-Ni-Zn ; VF+ ; 46 ; vc57 ; 131 
 2415 ; 1 доллар. США. Джеймс Бьюкенен 15-й президент ; 2010P ;  ; Cu-Ni-Zn ; AU ; 61 ; vasja ; 192 
 2416 ; 8 риалов. Испания ; 1797 ;  ; Ag ; VF- ; 97 ; jef688 ; 2360 
 2417 ; 1 песо. Филиппины ; 1907S ;  ; Ag ; XF- ; 58 ; staro ; 725 
 2418 ; 5 франков. Бельгия. Леопольд II ; 1870 ;  ; Ag ; VF ; 97 ; balakmisha ; 952 
 2419 ; 5 франков. Люксембург ; 1929 ;  ; Ag ; VF+ ; 35 ; Rober ; 429 
 2420 ; 1000 эскудо. Португалия ; 1996 ;  ; Ag ; AU ; 23 ; ВЭБ! ; 531 
 2421 ; 1000 эскудо. Португалия. II Национальный займ ; 1997 ;  ; Ag ; AU ; 15 ; кошак ; 444 
 2422 ; 50 крон. Словения. 5 годовщина независимости ; 1944 ;  ; Ag ; AU ; 42 ; Nirvanych ; 365 
 2423 ; 50 крон. Словения. 5 годовщина независимости ; 1944 ;  ; Ag ; AU ; 31 ; hugo ; 473 
 2424 ; 1 шиллинг. Австралия ; 1960 ;  ; Ag ; VF ; 29 ; asdtyu ; 153 
 2425 ; 1 шиллинг. Австралия ; 1961 ;  ; Ag ; VF- ; 70 ; delf ; 153 
 2426 ; 3 пенса. Южная Африка ; 1959 ;  ; Ag ; Unc/AU ; 25 ; nik23455 ; 160 
 2427 ; 3 пенса. Новая Зеландия ; 1934 ;  ; Ag ; XF- ; 6 ; kremen ; 115 
 2428 ; 3 пенса. Новая Зеландия ; 1937 ;  ; Ag ; XF ; 14 ; hugo ; 132 
 2429 ; 2 пенса. Великобритания ; 1797 ;  ; Cu ; VF ; 57 ; dsp ; 2122 
 2430 ; 5 долларов. Олимпийские игры в Сеуле. Теннис. Ниуэ ; 1987 ;  ; Cu-Ni ; AU ; 33 ; sveta6369 ; 227 
 2431 ; 1 доллар. Олимпиада в Афинах. Баскетбол. Сомали ; 2004 ;  ; Cu-Ni ; Proof ; 30 ; elitov ; 257 
 2432 ; 1 цент. США ; 2009 ;  ; Cu-Zn ; AU ; 29 ; evgen72 ; 55 
 2433 ; 1 цент. США ; 2009 ;  ; Cu-Zn ; AU ; 27 ; Павлов75 ; 41 
 2434 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 22 ; Павлов75 ; 33 
 2435 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 15 ; Gell13 ; 31 
 2436 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 17 ; evgen72 ; 55 
 2437 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 17 ; evgen72 ; 55 
 2438 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 18 ; Павлов75 ; 33 
 2439 ; 1 цент. США ; 2009D ;  ; Cu-Zn ; AU ; 27 ; evgen72 ; 55 
 2440 ; 1 цент. США ; 2010D ;  ; Cu-Zn ; AU ; 43 ; Gell13 ; 57 
 2441 ; 1 цент. США ; 2010D ;  ; Cu-Zn ; AU ; 22 ; Павлов75 ; 33 
 2442 ; 6 пенсов. Австралия ; 1943 ;  ; Ag ; XF- ; 72 ; murzik20 ; 168 
 2443 ; 3 пенса. Новая Зеландия ; 1934 ;  ; Ag ; VF ; 22 ; kiparis ; 126 
 2444 ; 200 форинтов. Венгрия ; 2010 ;  ; Би/м ; AU ; 50 ; Ronald ; 82 
 2445 ; 100 лева. Болгария ; 1934 ;  ; Ag ; XF ; 11 ; Lasto4kaSPB ; 293 
 2446 ; 100 лева. Болгария ; 1937 ;  ; Ag ; XF ; 27 ; Dbrnjh ; 380 
 2447 ; 1 лев. Болгария ; 1913 ;  ; Ag ; AU ; 29 ; hugo ; 312 
 2448 ; 1 лев. Болгария ; 1912 ;  ; Ag ; VF-XF ; 20 ; Lasto4kaSPB ; 223 
 2449 ; 50 стотинок. Болгария ; 1913 ;  ; Ag ; XF ; 13 ; Dbrnjh ; 126 
 2450 ; 2 злотых. Польша ; 1934 ;  ; Ag ; VF+ ; 24 ; alskr ; 253 
 2451 ; 2 злотых. Польша. Гданьск ; 1936 ;  ; Ag ; VF+ ; 43 ; alskr ; 471 
 2452 ; 20 рублей. Беларусь. Пасха. С сертификатом подлинности ; 2005 ;  ; Ag ; AU ; 47 ; LEXAI ; 3774 
 2453 ; 20 рублей. Беларусь. Сымон-Музыка. С сертификатом подлинности ; 2005 ;  ; Ag ; AU ; 20 ; Lasto4kaSPB ; 1275 
 2454 ; 20 рублей. Беларусь. Тысяча и одна ночь. С сертификатом подлинности ; 2006 ;  ; Ag ; AU ; 32 ; Lasto4kaSPB ; 1275 
 2455 ; 20 рублей. Беларусь. Парусник "Седов". С сертификатом подлинности ; 2008 ;  ; Ag ; Proof ; 51 ; igor_r65 ; 1529 
 2456 ; 10 рублей. Беларусь. Белая цапля. С сертификатом подлинности ; 2008 ;  ; Ag ; Proof ; 27 ; igor_r65 ; 885 
 2457 ; 20 рублей. Беларусь. Кристины ; 2009 ;  ; Ag ; Proof ; 15 ; Lasto4kaSPB ; 1122 
 2358 ; 5 марок. ГДР. Красная ратуша ; 1987A ;  ; Cu-Ni ; AU ; 65 ; ГОША-25 ; 209 
 2359 ; 5 марок. ГДР. Николай Вертель ; 1987A ;  ; Cu-Ni ; AU ; 66 ; ГОША-25 ; 211 
 2360 ; 5 марок. ГДР. Эрнст Барлах ; 1988A ;  ; Cu-Ni ; AU ; 32 ; ZOLTAN333 ; 1574 
 2361 ; 5 марок. ГДР. Железная дорога в Саксонии ; 1988A ;  ; Cu-Ni ; AU ; 21 ; S1952 ; 233 
 2362 ; 5 марок. ГДР. Верфь в Ростоке ; 1988A ;  ; Cu-Ni ; AU ; 18 ; sikachai ; 300 
 2363 ; 5 марок. ГДР. Церковь Катарины в Цвикау ; 1989A ;  ; Cu-Ni ; AU ; 21 ; Lasto4kaSPB ; 216 
 2364 ; 5 марок. ГДР. Церковь Марии в Мюльхаузене ; 1989A ;  ; Cu-Ni ; AU ; 67 ; S1952 ; 221 
 2365 ; 5 марок. ГДР. Цвейгхаус ; 1990A ;  ; Cu-Ni ; AU ; 23 ; Rober ; 183 
 2366 ; 5 марок. ГДР. 500 лет почте ; 1990A ;  ; Cu-Ni ; AU ; 41 ; A_coin ; 246 
 2367 ; 5 марок. ГДР. Курт Тухольский ; 1990A ;  ; Cu-Ni ; AU ; 24 ; cochu ; 1421 
 2368 ; 6 пенсов. Британская колония. Южная Африка. Крюгер ; 1892 ;  ; Ag ; Proof ; 142 ; hugo ; 4513 
 2369 ; 10 франков (essai - проба). 2 тип. Французская колония Сомали ; 1965 ;  ; Аl/Br ; XF ; 56 ; Dastard ; 589 
 2370 ; 2 франка (Essai - пробная монета в другом металле). Французская Новая Каледония ; 1948 ;  ; Cu-Ni ; AU ; 42 ; Григорий ; 852 
 2371 ; 18 пенсов - 1-1/2 шиллинга. Серебряный токен. Великобритания. Peterborouch ; 1811 ;  ; Ag ; F-VF ; 91 ; kont ; 3058 
 2372 ; Флорин (готический) (1/10 фунта). Великобритания. Виктория молодая ; 1855 ;  ; Ag ; VF-XF ; 78 ; fyrk ; 5668 
 2373 ; 1 шиллинг. Серебряный токен. Великобритания. Birkinshaw Doncaster ; 1812 ;  ; Ag ; VF+ ; 64 ; Al0851 ; 2020 
 2374 ; 1 рупия. Индия. Дата арабскими цифрами ; 1825 ;  ; Ag ; VF+ ; 51 ; gors ; 2154 
 2375 ; 1 рупия. Португальская Индия. ГОА. Петр V - малый портрет ; 1857 ;  ; Ag ; VF- ; 70 ; Гордиан ; 7783 
 2376 ; 20 центов. Колония Франции. Вьетнам/Cochin China ; 1879 ;  ; Ag ; VF+ ; 90 ; shest ; 4079 
 2377 ; 1 песета. Испания. Барселона ; 1836 ;  ; Ag ; VF- ; 27 ; 995953 ; 2278 
 2378 ; 20 сантимов. Франция ; 1866 ;  ; Ag ; VF+ ; 47 ; 995953 ; 399 
 2379 ; 5 пиастров. Египет ; 1956 ;  ; Ag ; VF+ ; 76 ; kremen ; 417 
 2380 ; 1 дайм. США. Меркури ; 1919 ;  ; Ag ; VF ; 98 ; niger ; 309 
 2381 ; 1 крона. Швеция ; 1954 ;  ; Ag ; VF-XF ; 27 ; Gold_42 ; 147 
 2382 ; 50 эре. Швеция ; 1954 ;  ; Ag ; VF+ ; 36 ; zodiak ; 96 
 2383 ; 25 эре. Швеция ; 1954 ;  ; Ag ; XF ; 23 ; ganza ; 74 
 2384 ; 10 эре. Швеция ; 1961 ;  ; Ag ; XF ; 38 ; kiparis ; 42 
 2385 ; 1 крона. Модель. Великобритания. Георг IV ; 20 век ;  ; Ag ; Proof ; 45 ; vicnic ; 3200 
 2386 ; 1 цент (сувенирный) для туристов. Гавайские острова ; 20 век ;  ; Al/Br ; XF- ; 31 ; kont ; 595 
 2387 ; 10 сентимов. Испания. Карл VII - претендент на корону Испании ; 1875 ;  ; Cu ; VF- ; 27 ; kont ; 1711 
 2388 ; Лиард. Франция. Людовик XV ; 1771 ;  ; Cu ; F-VF ; 85 ; gelind ; 306 
 2389 ; 1 дуит. Нидерланды. Провинция Голландия ; 170? ;  ; Cu ; F-VF ; 7 ; Sterh ; 114 
 2390 ; 2 франка. Франция. Правительство в изгнании. Мон двор Филадельфия ; 1944 ;  ; Латунь ; VF ; 20 ; vc57 ; 217 
 2391 ; 50 центов. Гон-Конг ; 1995 ;  ; Латунь/St ; XF ; 48 ; 542 ; 157 
 2392 ; 5 патака. Макао ; 1992 ;  ; Cu-Ni ; XF- ; 81 ; kostya12.04.1994 ; 153 
 2393 ; 1 патака. Макао ; 2007 ;  ; Cu-Ni ; AU ; 21 ; kiparis ; 32 
 2394 ; 1-1/2 рейса. Португалия. Широкая корона. Жоао V ; 1717 ;  ; Cu ; F-VF ; 40 ; AndrCh58 ; 587 
 2395 ; 1 кас. Индия. Датская Азиатская Компания. Транквебар ; ND ;  ; Cu ; F-VF ; 11 ; 995953 ; 1587 
 2396 ; 20 рейс с ошибкой в написании года 1196 вместо 1796. Португалия. Мария I ; 1796 ;  ; Cu ; VF ; 70 ; AnvlaSar6216 ; 1164 
 2397 ; 5 рейс. Португалия. Жао V. Широкая корона ; 1713 ;  ; Cu ; F-VF ; 53 ; AndrCh58 ; 551 
 2398 ; 1/2 цента. Британская колония в Малайе. О Саравак ; 1863 ;  ; Cu ; VF+ ; 40 ; Alexdav ; 3669 
 2399 ; 1/4 цента. Британская колония в Малайе. О Саравак ; 1863 ;  ; Cu ; VF-XF ; 102 ; Alexdav ; 4144 
 2400 ; 1 цент. Один год чеканки. 2 тип. Британская Восточная Африка ; 1920Н ;  ; Cu-Ni ; VF ; 51 ; kont ; 2859 
 2401 ; Токен без номинала. Нидерландская Индия 1609-1862 ;  ;  ; Cu ; VF+ ; 63 ; kont ; 1674 
 2402 ; Мангир. Крым. Шахин-Гирей ; 1777 (1191лх) ;  ; Cu ; F ; 9 ; Al0851 ; 175 
 2403 ; 6 пенсов. Фиджи ; 1961 ;  ; Cu-Ni ; AU ; 25 ; kiparis ; 110 
 2404 ; Фартинг. 1 тип. Великобритания ; 1915 ;  ; Br ; VF+ ; 38 ; asdtyu ; 104 
 2405 ; 2 доллара. Канада. Елизавета II. 3 портрет ; 1996 ;  ; Би/м ; VF+ ; 46 ; SANGOLD1 ; 91 
 2406 ; 2 доллара. Канада. Елизавета II ; 2009 ;  ; Би/м ; AU ; 27 ; 542 ; 111 
 2407 ; 1 доллар. Канада. Елизавета II. 3 портрет ; 1990 ;  ; Cu-Ni-Zn ; XF- ; 35 ; Gold_42 ; 80 
 2308 ; 20 марок. ГДР. 30 лет ГДР ; 1979A ;  ; Cu-Ni ; AU ; 39 ; ГОША-25 ; 207 
 2309 ; 20 марок. ГДР. Карл Маркс ; 1983A ;  ; Cu-Ni ; AU ; 59 ; igor_r65 ; 281 
 2310 ; 20 марок. ГДР. Бранденбургские ворота ; 1990A ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 207 
 2311 ; 10 марок. ГДР. Бухенвальд ; 1972A ;  ; Cu-Ni ; AU ; 14 ; oae79 ; 116 
 2312 ; 10 марок. ГДР. Фестиваль молодежи в Берлине ; 1973A ;  ; Cu-Ni ; XF+ ; 25 ; env ; 128 
 2313 ; 10 марок. ГДР. 25 лет ГДР ; 1974A ;  ; Cu-Ni ; AU ; 29 ; kremen ; 114 
 2314 ; 10 марок. ГДР. 20 лет Варшавскому договору ; 1975A ;  ; Cu-Ni ; AU ; 18 ; ГОША-25 ; 113 
 2315 ; 10 марок. ГДР. 20 лет Национальной народной армии ; 1976A ;  ; Cu-Ni ; AU ; 37 ; partanen ; 159 
 2316 ; 10 марок. ГДР. Совместный полет СССР-ГДР ; 1978A ;  ; Cu-Ni ; AU ; 59 ; ГОША-25 ; 329 
 2317 ; 10 марок. ГДР. 700 лет Берлинскому мон двору ; 1981 ;  ; Cu-Ni ; AU ; 40 ; Let ; 1161 
 2318 ; 10 марок. ГДР. 25 лет Национальной народной армии ; 1981A ;  ; Cu-Ni ; AU ; 14 ; ГОША-25 ; 200 
 2319 ; 10 марок. ГДР. 30 лет боевой дружине рабочего класса ; 1983A ;  ; Cu-Ni ; AU ; 37 ; salim ; 263 
 2320 ; 10 марок. ГДР. 40 лет освобождения от фашизма ; 1985A ;  ; Cu-Ni ; AU ; 38 ; igor_r65 ; 305 
 2321 ; 10 марок. ГДР. Эрнст Тельманн ; 1986A ;  ; Cu-Ni ; AU ; 19 ; ГОША-25 ; 151 
 2322 ; 10 марок. ГДР. Спорт ГДР ; 1988A ;  ; Cu-Ni ; AU ; 20 ; elitov ; 203 
 2323 ; 10 марок. ГДР. 40 лет ГДР ; 1989A ;  ; Cu-Ni ; AU ; 43 ; ГОША-25 ; 211 
 2324 ; 10 марок. ГДР. 40 лет СЭВ ; 1989A ;  ; Cu-Ni ; AU ; 54 ; cochu ; 721 
 2325 ; 10 марок. ГДР. 100 лет 1 мая ; 1990A ;  ; Cu-Ni ; AU ; 26 ; ramik321 ; 201 
 2326 ; 5 марок. ГДР. Роберт Кох ; 1968 ;  ; Cu-Ni ; AU ; 31 ; salim ; 810 
 2327 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni-Br ; VF+ ; 35 ; kremen ; 51 
 2328 ; 5 марок. ГДР. Генрих Гертц ; 1969 ;  ; Cu-Ni ; AU ; 23 ; ГОША-25 ; 631 
 2329 ; 5 марок. ГДР. Вильгельм Конрад Рентген ; 1970 ;  ; Cu-Ni ; AU ; 28 ; ВМШ ; 771 
 2330 ; 5 марок. ГДР. Иоганн Кеплер ; 1971 ;  ; Cu-Ni ; AU ; 47 ; ГОША-25 ; 611 
 2331 ; 5 марок. ГДР. Бранденбургские ворота ; 1971A ;  ; Cu-Ni ; AU ; 29 ; Rober ; 105 
 2332 ; 5 марок. ГДР. Иоганн Врамс ; 1972 ;  ; Cu-Ni ; XF+ ; 29 ; salim ; 705 
 2333 ; 5 марок. ГДР. Город Мейсен ; 1972A ;  ; Cu-Ni ; AU ; 26 ; kremen ; 117 
 2334 ; 5 марок. ГДР. Отто Лилиенталь ; 1973 ;  ; Cu-Ni ; AU ; 33 ; vicnic ; 1050 
 2335 ; 5 марок. ГДР. Филипп Рейс ; 1974 ;  ; Cu-Ni ; AU ; 17 ; omahalov ; 637 
 2336 ; 5 марок. ГДР. Международный год женщин ; 1975 ;  ; Cu-Ni ; AU ; 13 ; дед морос ; 512 
 2337 ; 5 марок. ГДР. Томас Манн ; 1975 ;  ; Cu-Ni ; AU ; 23 ; kwacha_dm ; 625 
 2338 ; 5 марок. ГДР. Фридрих Людвиг Ян ; 1977 ;  ; Cu-Ni ; AU ; 30 ; cochu ; 1071 
 2339 ; 5 марок. ГДР. Фридрих Готтлиб Клопсток ; 1978 ;  ; Cu-Ni ; AU ; 20 ; partanen ; 739 
 2340 ; 5 марок. ГДР. Год борьбы с апартеидом ; 1978A ;  ; Cu-Ni ; AU ; 81 ; ramik321 ; 301 
 2341 ; 5 марок. ГДР. Адольф фон Менцель ; 1980 ;  ; Cu-Ni ; AU ; 33 ; vicnic ; 1050 
 2342 ; 5 марок. ГДР. Бранденбургские ворота ; 1980A ;  ; Cu-Ni ; AU ; 19 ; A_coin ; 230 
 2343 ; 5 марок. ГДР. Тильман Рименшнейдер ; 1981 ;  ; Cu-Ni ; AU ; 28 ; vicnic ; 1100 
 2344 ; 5 марок. ГДР. Фридрих Фробель ; 1982 ;  ; Cu-Ni ; AU ; 33 ; cochu ; 1108 
 2345 ; 5 марок. ГДР. Вартбург ; 1982A ;  ; Cu-Ni ; AU ; 10 ; salim ; 450 
 2346 ; 5 марок. ГДР. Бранденбургские ворота ; 1981A ;  ; Cu-Ni ; AU ; 28 ; A_coin ; 250 
 2347 ; 5 марок. ГДР. Бранденбургские ворота ; 1982A ;  ; Cu-Ni ; AU ; 13 ; ВМШ ; 327 
 2348 ; 5 марок. ГДР. Церковь в Виттенберге ; 1983A ;  ; Cu-Ni ; AU ; 20 ; ВМШ ; 510 
 2349 ; 5 марок. ГДР. Дом где родился Мартин Лютер ; 1983A ;  ; Cu-Ni ; AU ; 20 ; vicnic ; 500 
 2350 ; 5 марок. ГДР. Церковь Томаса в Лейпциге ; 1984A ;  ; Cu-Ni ; AU ; 12 ; vicnic ; 454 
 2351 ; 5 марок. ГДР. Адольф фон Лютцов ; 1984A ;  ; Cu-Ni ; AU ; 28 ; ГОША-25 ; 1255 
 2352 ; 5 марок. ГДР. Дрезден ; 1985A ;  ; Cu-Ni ; AU ; 24 ; ВМШ ; 510 
 2353 ; 5 марок. ГДР. Цвингер в Дрездене ; 1985A ;  ; Cu-Ni ; AU ; 17 ; vicnic ; 453 
 2354 ; 5 марок. ГДР. Санссуси  в Потсдаме ; 1986A ;  ; Cu-Ni ; AU ; 71 ; S1952 ; 252 
 2355 ; 5 марок. ГДР. Новый дворец в Потсдаме ; 1986A ;  ; Cu-Ni ; AU ; 76 ; 458 ; 253 
 2356 ; 5 марок. ГДР. Бранденбургские ворота ; 1987A ;  ; Cu-Ni ; AU ; 40 ; A_coin ; 204 
 2357 ; 5 марок. ГДР. Александр Платц ; 1987A ;  ; Cu-Ni ; AU ; 28 ; S1952 ; 252 
 2258 ; 2 марки. Пруссия. 200 лет королевству ; 1901 ;  ; Ag ; AU ; 38 ; belka ; 997 
 2259 ; 2 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; XF ; 13 ; serg2010 ; 918 
 2260 ; 2 марки. Пруссия. 25 лет правления ; 1913A ;  ; Ag ; VF-XF ; 41 ; verunk1 ; 906 
 2261 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937А ;  ; Ag ; VF-XF ; 32 ; }|{ивотное ; 254 
 2262 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937F ;  ; Ag ; VF-XF ; 24 ; }|{ивотное ; 254 
 2263 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938В ;  ; Ag ; VF-XF ; 37 ; }|{ивотное ; 271 
 2264 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938Е ;  ; Ag ; XF ; 21 ; Gold_42 ; 263 
 2265 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938F ;  ; Ag ; VF-XF ; 23 ; }|{ивотное ; 266 
 2266 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939А ;  ; Ag ; XF- ; 24 ; }|{ивотное ; 258 
 2267 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939D ;  ; Ag ; XF ; 22 ; ramik321 ; 257 
