 5988 ; Бона иностранная Бразилия ;  ;  ;  ; AU ; 9 ; USS ; 41 
 3301 ; 20 рублей. Беларусь. Гандбол ; 2009 ;  ; Ag ; AU ; 54 ; igir-rin ; 1720 
 3302 ; 1 дайм. США ; 1943 ;  ; Ag ; AU ; 29 ; Sporti84 ; 408 
 3303 ; 1/2 бальбоа. Панама ; 1953 ;  ; Ag ; XF ; 30 ; zx123 ; 677 
 3304 ; 50 центов. Канада ; 1958 ;  ; Ag ; XF+ ; 23 ; ВНВ ; 481 
 3305 ; 500 драм. Армения ; 2012 ;  ; Ag ; AU ; 28 ; dimko ; 1352 
 3306 ; 1 крона. Великобритания.На свадьбу ; 1981 ;  ; cu-Ni ; AU ; 51 ; alapabula ; 622 
 3307 ; 25 новых пенсов. Великобритания. На свадьбу ; 1981 ;  ; Cu-Ni ; XF+ ; 19 ; Crimea ; 184 
 3308 ; 5 шиллингов. Великобритания. ; 1953 ;  ; Cu-Ni ; XF ; 45 ; Moribor ; 392 
 3309 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; cu-Ni ; XF+ ; 23 ; Crimea ; 164 
 3310 ; 1 крона. Великобритания. 25 лет правления ; 1977 ;  ; cu-Ni ; XF+ ; 20 ; Звездолёты ; 153 
 3311 ; 20 рублей. Беларусь.Седов ; 2008 ;  ; Ag ; Unc ; 29 ; Коллекционер СНГ ; 2845 
 3312 ; 10 рублей. Беларусь.Дунин-Марцинкевич. Сертификат ; 2008 ;  ; Ag ; Proof ; 25 ; AB ; 824 
 3313 ; 1 рубль. Беларусь. 70 лет победы ; 2014 ;  ; Cu-Ni ; Proof ; 46 ; potters.3 ; 1259 
 3314 ; 1 рубль. Беларусь. Овен ; 2009 ;  ; Cu-Ni ; Proof ; 24 ; Crimea ; 421 
 3315 ; 1 рубль. Беларусь. Бородатая сова ; 2005 ;  ; Cu-Ni ; Proof ; 36 ; Victory-2001 ; 909 
 3316 ; 1 рубль. Беларусь. Близнецы ; 2014 ;  ; Cu-Ni ; AU ; 42 ; AB ; 696 
 3317 ; 1 рубль. Беларусь. Рыбы ; 2014 ;  ; Cu-Ni ; AU ; 21 ; aurin1 ; 918 
 3318 ; 1 рубль. Беларусь. Козерог ; 2014 ;  ; Cu-Ni ; AU ; 13 ; AB ; 835 
 3319 ; 1 рубль. Беларусь. 10 лет ; 2010 ;  ; Cu-Ni ; Proof ; 19 ; Victory-2001 ; 532 
 3320 ; 1 рубль. Беларусь. Белый аист ; 2009 ;  ; Cu-Ni ; AU ; 19 ; flutter ; 796 
 3321 ; 1 рубль. Беларусь. 1МВ ; 2014 ;  ; Cu-Ni ; Proof ; 24 ; chest ; 679 
 3322 ; 1 рубль. Беларусь. Удод ; 2013 ;  ; Cu-Ni ; Proof ; 15 ; flutter ; 612 
 3323 ; 1 рубль. Беларусь. 90 лет Беларусь банк ; 2012 ;  ; Cu-Ni ; Proof ; 28 ; VAM ; 554 
 3324 ; 1 рубль. Беларусь. Князь Владимир ; 2015 ;  ; Cu-Ni ; Proof ; 46 ; etalon ; 793 
 3325 ; 1 рубль. Беларусь. Слуцкие паласы ; 2013 ;  ; Cu-Ni ; Proof ; 11 ; VAM ; 463 
 3326 ; 1 рубль. Беларусь. Соловей ; 2007 ;  ; Cu-Ni ; Proof ; 20 ; GHEAA ; 638 
 3327 ; 1 рубль. Беларусь. Давид Гарадзенский ; 2008 ;  ; Cu-Ni ; Proof ; 18 ; aurin1 ; 686 
 3328 ; 1 рубль. Беларусь. Аркадий Кулешов ; 2014 ;  ; Cu-Ni ; Proof ; 17 ; AB ; 362 
 3329 ; 1 рубль. Беларусь. Легенда про гиля ; 2014 ;  ; Cu-Ni ; Proof ; 22 ; Victory-2001 ; 612 
 3330 ; 1 рубль. Беларусь. Дева ; 2014 ;  ; Cu-Ni ; AU ; 15 ; AB ; 870 
 3331 ; 1 рубль. Беларусь. Весы ; 2014 ;  ; Cu-Ni ; AU ; 23 ; AB ; 801 
 3232 ; 10 евро. Германия. 1400 лет Магдебургу ; 2005 ;  ; Ag ; Proof ; 25 ; mefody73 ; 833 
 3233 ; 10 евро. Германия. 200 лет со дня смерти Фридриха Шиллера ; 2005 ;  ; Ag ; Proof ; 43 ; Фома ; 1066 
 3234 ; 10 евро. Германия. Чемпионат мира по футболу ; 2006 ;  ; Ag ; Proof ; 47 ; mountblade ; 1271 
 3235 ; 10 евро. Германия. 250 лет со дня рождения В.А. Моцарта ; 2006 ;  ; Ag ; Proof ; 31 ; smn51 ; 957 
 3236 ; 10 евро. Германия. 250 лет со дня рождения В.А. Моцарта ; 2006 ;  ; Ag ; Proof ; 27 ; кс ; 963 
 3237 ; 5 марок. ФРГ. 250-летие со дня рождения Иммануила Канта. В упаковке ; 1974D ;  ; Ag ; Proof ; 43 ; mesv ; 441 
 3238 ; 5 марок. ФРГ. 300-летие со дня смерти Ганса Гриммельсхаузена. В упаковке ; 1976D ;  ; Ag ; Proof ; 19 ; Фома ; 465 
 3239 ; 5 марок. ФРГ. Всеевропейский год защиты памятников. В упаковке ; 1975F ;  ; Ag ; Proof ; 24 ; Фома ; 363 
 3240 ; 5 марок. ФРГ. 25-летие конституции ФРГ. В упаковке ; 1974F ;  ; Ag ; Proof ; 22 ; diskus72 ; 340 
 3241 ; 5 марок. ФРГ. 100-летие со дня рождения Альберта Швейцера. В упаковке ; 1975G ;  ; Ag ; Proof ; 27 ; diskus72 ; 341 
 3242 ; 5 марок. ФРГ. 50-летие со дня смерти Фридриха Эберта. В упаковке ; 1975J ;  ; Ag ; Proof ; 29 ; старом ; 417 
 3243 ; 5 марок. ФРГ. 200-летие со дня рождения Карла Фридриха Гаусса. В упаковке ; 1977J ;  ; Ag ; Proof ; 26 ; Фома ; 422 
 3244 ; 5 марок. ФРГ. 500-летие со дня рождения Альбрехта Дюрера. В упаковке ; 1971D ;  ; Ag ; Proof ; 39 ; bagsy ; 417 
 3245 ; 5 марок. ФРГ. 200-летие со дня рождения Генриха фон Клейста. В упаковке ; 1977G ;  ; Ag ; Proof ; 24 ; старом ; 340 
 3246 ; 5 марок. ФРГ. 225-летие со дня смерти Бальтазара Неймана. В упаковке ; 1978F ;  ; Ag ; Proof ; 36 ; Фома ; 416 
 3247 ; 5 марок. ФРГ. 100-летие со дня рождения Густава Штреземана. В упаковке ; 1978D ;  ; Ag ; Proof ; 22 ; smn51 ; 340 
 3248 ; 5 марок. ФРГ. Немецкого археологического института. В упаковке ; 1979J ;  ; Ag ; Proof ; 27 ; Фома ; 341 
 3249 ; 5 марок. ФРГ. 100-летие со дня окончания строительства Кельнского собора. В упаковке ; 1980F ;  ; Cu-Ni ; Proof ; 44 ; Фома ; 324 
 3250 ; 5 марок. ФРГ. 10-летие проведения Всемирной конференции ООН. В упаковке ; 1982F ;  ; Cu-Ni ; Proof ; 21 ; Фома ; 267 
 3251 ; 5 марок. ФРГ. 150-летие со дня смерти Иоганна Вольфганга Гете. В упаковке ; 1982D ;  ; Cu-Ni ; Proof ; 36 ; doiu33 ; 287 
 3252 ; 5 марок. ФРГ. Европейский год музыки. В упаковке ; 1985F ;  ; Cu-Ni ; Proof ; 13 ; evdiral ; 247 
 3253 ; 5 марок. ФРГ. 200-летие со дня смерти Фридриха II Великого. В упаковке ; 1986F ;  ; Cu-Ni ; Proof ; 39 ; bagsy ; 383 
 3254 ; 5 марок. ФРГ. 100-летие со дня смерти Карла Маркса. В упаковке ; 1983J ;  ; Cu-Ni ; Proof ; 37 ; doiu33 ; 368 
 3255 ; 5 марок. ФРГ. 600-летие со дня основания Гейдельбергского университета. В упаковке ; 1986D ;  ; Cu-Ni ; Proof ; 38 ; bagsy ; 305 
 3256 ; 5 марок. ФРГ. 150-летие со дня смерти Карла Штейна. В упаковке ; 1981G ;  ; Cu-Ni ; Proof ; 27 ; doiu33 ; 324 
 3257 ; 5 марок. ФРГ. 150-летие Немецких железных дорог. В упаковке ; 1985G ;  ; Cu-Ni ; Proof ; 17 ; Фома ; 267 
 3258 ; 5 марок. ФРГ. 500-летие со дня рождения Мартина Лютера. В упаковке ; 1983G ;  ; Cu-Ni ; Proof ; 22 ; Фома ; 241 
 3259 ; 5 марок. ФРГ. 175-летие со дня рождения Феликса Мендельсона Бартольди. В упаковке ; 1984J ;  ; Cu-Ni ; Proof ; 34 ; старом ; 271 
 3260 ; 5 марок. ФРГ. 150-летие со дня основания Немецкого таможенного союза. В упаковке ; 1984D ;  ; Cu-Ni ; Proof ; 22 ; Фома ; 267 
 3261 ; 5 марок. ФРГ. 200-летие со дня смерти Готхольда Эфраима Лессинга. В упаковке ; 1981J ;  ; Cu-Ni ; Proof ; 21 ; Фома ; 267 
 3262 ; 5 марок. ФРГ. 750-летие со дня смерти Вальтера фон дер Фогельвейде. В упаковке ; 1980D ;  ; Cu-Ni ; Proof ; 33 ; старом ; 267 
 3263 ; 5 марок. ФРГ. 100-летие со дня рождения Отто Гана. В упаковке ; 1979G ;  ; Cu-Ni ; Proof ; 40 ; Фома ; 265 
 3264 ; 1 пфенниг. Германия ; 1942E ;  ; Zn ; VF ; 26 ; vvp ; 251 
 3265 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF+ ; 33 ; ipax ; 216 
 3266 ; 2 пфеннига. Германия ; 1939J ;  ; Br ; XF+ ; 36 ; maleevsw ; 531 
 3267 ; 5 пфенниг. Германия ; 1938A ;  ; Al/Br ; XF ; 18 ; bagsy ; 295 
 3268 ; 10 пфенниг. Германия ; 1938D ;  ; Al/Br ; VF+ ; 16 ; bagsy ; 153 
 3269 ; 50 пфенниг. Германия ; 1935J ;  ; Ni ; XF+ ; 57 ; vvp ; 725 
 3270 ; 50 пфенниг. Германия ; 1935D ;  ; Ni ; XF ; 35 ; igorkadan ; 509 
 3271 ; 1 марка. Германия ; 1934F ;  ; Ni ; XF- ; 48 ; Valedgio_74 ; 345 
 3272 ; 1 марка. Германия ; 1934A ;  ; Ni ; XF- ; 54 ; Zarik ; 333 
 3273 ; 1/2 скиллинга. Швеция ; 1799 ;  ; Br ; F-VF ; 32 ; kornum ; 327 
 3274 ; 1/2 скиллинга. Швеция ; 1800 ;  ; Br ; F-VF ; 30 ; Хаа ; 359 
 3275 ; 1/2 скиллинга. Швеция ; 1801 ;  ; Br ; F-VF ; 31 ; Monata ; 336 
 3276 ; 1/2 скиллинга. Швеция ; 1802 ;  ; Br ; F-VF ; 39 ; tss ; 783 
 3277 ; Фартинг. Великобритания ; 1867 ;  ; Br ; XF ; 76 ; 1879 ; 884 
 3278 ; 2 марки. ФРГ ; 1951J ;  ; Cu-Ni ; VF+ ; 24 ; zelya ; 700 
 3279 ; 18 грошей. Пруссия ; 175? ;  ; Ag ; G ; 54 ; mkm1968 ; 680 
 3280 ; 1/600 пиастра. Тонкин ; 1905 ;  ; Zn ; VF- ; 49 ; banks ; 1733 
 3281 ; Фартинг. Англия ; 1775 ;  ; Cu ; F+ ; 19 ; Хаа ; 622 
 3182 ; 1 шиллинг. Британская Австралия ; 1961 ;  ; Ag ; XF ; 18 ; Александ98 ; 171 
 3183 ; 1 пенни. Британская Австралия ; 1964 ;  ; Br ; XF ; 19 ; kornum ; 94 
 3184 ; 1/2 пенни. Британская Австралия ; 1953 ;  ; Br ; VF ; 12 ; nfandeev ; 84 
 3185 ; 2 анны. Британская Индия ; 1941 ;  ; Cu-Ni ; VF ; 17 ; kornum ; 101 
 3186 ; 2 анны. Британская Индия ; 1943 ;  ; Br ; VF+ ; 18 ; SKeeper ; 85 
 3187 ; 2 1/2 флорина. Аруба ; 1996 ;  ; Cu-Ni ; AU ; 15 ; buben ; 47 
 3188 ; 1 флорин. Аруба ; 1998 ;  ; Cu-Ni ; AU ; 13 ; Александ98 ; 53 
 3189 ; 50 центов. Аруба ; 1998 ;  ; Cu-Ni ; AU ; 14 ; калинов мост ; 45 
 3190 ; 25 центов. Аруба ; 1994 ;  ; Cu-Ni ; AU ; 12 ; SKeeper ; 29 
 3191 ; 10 центов. Аруба ; 1989 ;  ; Cu-Ni ; AU ; 7 ; кот баюн ; 29 
 3192 ; 5 центов. Аруба ; 1989 ;  ; Cu-Ni ; AU ; 7 ; t_v_v ; 34 
 3193 ; 2 марки. Германия ; 1992F ;  ; Cu-Ni ; VF+ ; 9 ; maleevsw ; 79 
 3194 ; 2 марки. Германия ; 1972F ;  ; Cu-Ni ; VF+ ; 7 ; maleevsw ; 118 
 3195 ; 2 марки. Германия ; 1982G ;  ; Cu-Ni ; VF+ ; 7 ; maleevsw ; 69 
 3196 ; 2 марки. Германия ; 1990J ;  ; Cu-Ni ; VF+ ; 5 ; кот баюн ; 62 
 3197 ; 5 долларов. Каймановы острова ; 1972 ;  ; Ag ; Proof-Like ; 9 ; спарта ; 1341 
 3198 ; 2 доллара. Каймановы острова ; 1972 ;  ; Ag ; AU ; 17 ; спарта ; 1224 
 3199 ; 1 доллар. Каймановы острова ; 1972 ;  ; Ag ; Proof-Like ; 13 ; спарта ; 1224 
 3200 ; 50 центов. Каймановы острова ; 1972 ;  ; Ag ; Proof-Like ; 20 ; спарта ; 1224 
 3201 ; 25 центов. Каймановы острова ; 1972 ;  ; Cu-Ni ; AU ; 10 ; alexvy ; 128 
 3202 ; 10 центов. Каймановы острова ; 1972 ;  ; Cu-Ni ; AU ; 11 ; alexvy ; 191 
 3203 ; 5 центов. Каймановы острова ; 1972 ;  ; Cu-Ni ; AU ; 14 ; alexvy ; 191 
 3204 ; 1 цент. Каймановы острова ; 1972 ;  ; Br ; AU ; 37 ; alexvy ; 408 
 3205 ; 400 рейс. Бразилия ; 1938 ;  ; Cu-Ni ; VF- ; 9 ; SKeeper ; 104 
 3206 ; 1 крона. Чехословакия ; 1924 ;  ; Cu-Ni ; VF- ; 17 ; спарта ; 45 
 3207 ; 5 долларов. Гонг Конг ; 1993 ;  ; Cu-Ni ; VF+ ; 9 ; спарта ; 46 
 3208 ; 2 евро. Италия ; 2015 ;  ; Би/м ; AU ; 12 ; didisister ; 306 
 3209 ; 2 евро. Италия ; 2015 ;  ; Би/м ; AU ; 16 ; natpulkovo ; 273 
 3210 ; 2 евро. Финляндия ; 2015 ;  ; Би/м ; AU ; 14 ; natpulkovo ; 267 
 3211 ; 10 марок. ФРГ. 750-летие Берлина ; 1987J ;  ; Ag ; AU ; 14 ; кот баюн ; 395 
 3212 ; 10 марок. ФРГ. 750-летие Берлина ; 1987J ;  ; Ag ; AU ; 17 ; aziya11 ; 395 
 3213 ; 10 марок. ФРГ. 30-летие Римского договора ; 1987G ;  ; Ag ; AU ; 17 ; кот баюн ; 395 
 3214 ; 10 марок. ФРГ. 100-летие со дня рождения Артура Шопенгауэра ; 1988D ;  ; Ag ; XF ; 14 ; aziya11 ; 395 
 3215 ; 10 марок. ФРГ. 40-летие образования ФРГ ; 1989G ;  ; Ag ; XF+ ; 14 ; aziya11 ; 395 
 3216 ; 10 марок. ФРГ. 125-летие со дня рождения Кете Кольвиц ; 1992G ;  ; Ag ; XF+ ; 22 ; aziya11 ; 363 
 3217 ; 10 марок. ФРГ. 125-летие со дня рождения Кете Кольвиц ; 1992G ;  ; Ag ; XF+ ; 22 ; Azeroter1 ; 400 
 3218 ; 10 марок. ФРГ. 150-летие ордена за науку и искусство ; 1992D ;  ; Ag ; AU ; 11 ; lestes ; 410 
 3219 ; 10 марок. ФРГ. 1000-летие Потсдама ; 1993F ;  ; Ag ; XF ; 9 ; aziya11 ; 395 
 3220 ; 10 марок. ФРГ. 1000-летие Потсдама ; 1993F ;  ; Ag ; AU ; 9 ; aziya11 ; 395 
 3221 ; 10 марок. ФРГ. 1000-летие Потсдама ; 1993F ;  ; Ag ; AU ; 10 ; trio ; 395 
 3222 ; 10 марок. ФРГ. 50-летие движения немецкого сопротивления ; 1994A ;  ; Ag ; AU ; 11 ; Elephant ; 403 
 3223 ; 10 марок. ФРГ. 800-летие со дня смерти Генриха Льва ; 1995F ;  ; Ag ; AU ; 12 ; Elephant ; 404 
 3224 ; 10 марок. ФРГ. 150-летие со дня рождения Вильгельма Рентгена ; 1995D ;  ; Ag ; XF ; 9 ; Elephant ; 403 
 3225 ; 10 марок. ФРГ. 50-летие со дня разрушения церкви Фрауэнкирхе в Дрездене ; 1995J ;  ; Ag ; AU ; 13 ; salim ; 407 
 3226 ; 10 марок. ФРГ. 50-летие со дня разрушения церкви Фрауэнкирхе в Дрездене ; 1995J ;  ; Ag ; AU ; 14 ; aziya11 ; 395 
 3227 ; 10 евро. Германия. Чемпионат мира по футболу ; 2003 ;  ; Ag ; Proof ; 28 ; mountblade ; 918 
 3228 ; 10 евро. Германия. Чемпионат мира по футболу ; 2004 ;  ; Ag ; Proof ; 24 ; smn51 ; 867 
 3229 ; 10 евро. Германия. Международная космическая станция ; 2004 ;  ; Ag ; Proof ; 30 ; krugerrand ; 1009 
 3230 ; 10 евро. Германия. 200-летие Эдуарда Мерике ; 2004 ;  ; Ag ; Proof ; 25 ; smn51 ; 963 
 3231 ; 10 евро. Германия. Чемпионат мира по футболу ; 2005 ;  ; Ag ; AU ; 27 ; smn51 ; 969 
 3132 ; 1 доллар. США ; 1972 ;  ; Ag ; AU ; 51 ; Azeroter1 ; 819 
 3133 ; 10 долларов. Тринидад и Тобаго ; 1972 ;  ; Ag ; Proof ; 24 ; Vanka ; 1181 
 3134 ; 50 крон. Чехословакия ; 1972 ;  ; Ag ; AU ; 53 ; aleksss ; 542 
 3135 ; 20 крон. Чехословакия ; 1972 ;  ; Ag ; AU ; 58 ; Valedgio_74 ; 487 
 3136 ; 5 долларов. Эфиопия ; 1972 ;  ; Ag ; Proof ; 75 ; mital ; 2607 
 3137 ; 1 доллар. Ямайка ; 1972 ;  ; Cu-Ni ; AU ; 34 ; Zигзаг ; 269 
 3138 ; 1 доллар. Тринидад и Тобаго ; 1972 ;  ; Cu-Ni ; Proof ; 26 ; batuke ; 408 
 3139 ; 1 шиллинг. Уганда ; 1972 ;  ; Cu-Ni ; VF ; 17 ; nfandeev ; 68 
 3140 ; 10 центов. Уганда ; 1972 ;  ; Br ; VF ; 18 ; танкер Дербент ; 126 
 3141 ; 100 франков. Центральная Африканская Республика ; 1972 ;  ; Cu-Ni ; VF- ; 12 ; оскол ; 161 
 3142 ; 100 франков. Чад ; 1972 ;  ; Cu-Ni ; VF ; 40 ; wwtar ; 313 
 3143 ; 2 кроны. Швеция. 25 лет правления ; 1897 ;  ; Ag ; XF+ ; 39 ; aleksss ; 830 
 3144 ; 1 лат. Латвия ; 1924 ;  ; Ag ; XF ; 16 ; Uri ; 204 
 3145 ; 1 франк. Швейцария ; 1914 ;  ; Ag ; F ; 21 ; Scorpionchic-sun ; 181 
 3146 ; 1 сен. Япония ; 1886 ;  ; Br ; VF ; 29 ; maxxim ; 327 
 3147 ; 1 цент. Эфиопия ; 1943-1944 ;  ; Br ; XF+ ; 15 ; kornum ; 56 
 3148 ; 1 шиллингю. Восточная Африка ; 1924 ;  ; Ag ; F- ; 25 ; Grey 13 ; 368 
 3149 ; 5 центов. США ; 1923 ;  ; Cu-Ni ; F-VF ; 13 ; Sergio L ; 104 
 3150 ; 1 марка. Финляндия ; 1973 ;  ; Cu-Ni ; VF-XF ; 15 ; bliznetz ; 57 
 3151 ; 50 чентезимо. Италия ; 1921 ;  ; Cu-Ni ; VF+ ; 27 ; nfandeev ; 153 
 3152 ; 5 эре. Швеция ; 1904 ;  ; Br ; XF- ; 9 ; krugerrand ; 53 
 3153 ; 5 чентезимо. Италия. Сардиния ; 1826 ;  ; Br ; F+ ; 31 ; Vlad29 ; 455 
 3154 ; 2 раппен. Швейцария ; 1948 ;  ; Br ; XF ; 13 ; dmivanych ; 67 
 3155 ; 1/12 анны. Восточная Индийская Компания ; 1848 ;  ; Br ; XF ; 27 ; bagsy ; 1154 
 3156 ; 20 раппен. Швейцария ; 1898 ;  ; Cu-Ni ; VF- ; 39 ; Scorpionchic-sun ; 73 
 3157 ; 5 грошей. Польша ; 1936 ;  ; Br ; VF ; 10 ; vitab ; 57 
 3158 ; 1 цент. Канада ; 1882 ;  ; Br ; VF ; 22 ; doiu33 ; 199 
 3159 ; 1 франк. Франция ; 1920 ;  ; Al/Br ; VF+ ; 19 ; vitab ; 57 
 3160 ; 10 центов. Британская Малайя ; 1949 ;  ; Cu-Ni ; XF+ ; 19 ; kornum ; 89 
 3161 ; 1 цент. Британская Малайя ; 1945 ;  ; Br ; VF+ ; 17 ; antonekb08 ; 83 
 3162 ; 1 рупия. Индия, Барода. Шах Ананд Рао ; 1800-1808 ;  ; Ag ; F ; 23 ; S1952 ; 867 
 3163 ; 100 шиллингов. 50 лет Австрийскому шиллингу ; 1975 ;  ; Ag ; AU ; 22 ; Вованыч ; 735 
 3164 ; 10 крон. Словакия. Князь Прибина ; 1944 ;  ; Ag ; XF+ ; 11 ; S1952 ; 514 
 3165 ; 200 злотых. Польша. Олимпиада в Сапаево ; 1984 ;  ; Ag ; Proof ; 26 ; torbey ; 1326 
 3166 ; 20 эскудо. Португалия. Финансовая реформа ; 1953 ;  ; Ag ; XF+ ; 13 ; Azeroter1 ; 793 
 3167 ; 2 кроны. Дания. Гренландия ; 1953 ;  ; Ag ; AU ; 33 ; yourius ; 1090 
 3168 ; 1 соль. Перу ; 1868 ;  ; Ag ; VF ; 19 ; Ten Nochi ; 1360 
 3169 ; 10 кэш. Китай. Династия Цин. Министерство финансов ; 1906 ;  ; Br ; F+ ; 18 ; Лаванда-НН ; 181 
 3170 ; 10 кэш. Китай, Республика ; 1920 ;  ; Br ; F+ ; 10 ; Лаванда-НН ; 102 
 3171 ; 5 франков. Франция ; 1832 ;  ; Ag ; VF- ; 21 ; Ten Nochi ; 1017 
 3172 ; 100 франков. Франция ; 1990 ;  ; Ag ; AU ; 19 ; Alexdav ; 713 
 3173 ; 5 франков. Франция ; 1960 ;  ; Ag ; AU ; 19 ; S1952 ; 312 
 3174 ; 5 франков. Швейцария. 100 лет Красному Кресту ; 1963В ;  ; Ag ; XF+ ; 19 ; vitapool ; 708 
 3175 ; 2 шиллинга. Великобритания ; 1940 ;  ; Ag ; VF- ; 31 ; spbfun ; 261 
 3176 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF ; 16 ; Moribor ; 204 
 3177 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF ; 17 ; Moribor ; 105 
 3178 ; 3 пенса. Великобритания ; 1948 ;  ; Ag ; XF ; 36 ; maymuse ; 132 
 3179 ; 5 центов. Британская Канада ; 1897 ;  ; Ag ; VF+ ; 27 ; ВНВ ; 329 
 3180 ; 1 доллар. Британская Канада ; 1971 ;  ; Ag ; Proof ; 9 ; Elephant ; 699 
 3181 ; 1 цент. Британская Канада ; 1901 ;  ; Cu ; VF ; 21 ; трутень ; 176 
 3082 ; 2 кроны. Швеция ; 1907 ;  ; Ag ; VF ; 29 ; 333985 ; 725 
 3083 ; 2 кроны. Швеция ; 1940 ;  ; Ag ; AU ; 31 ; DNV73 ; 696 
 3084 ; 2 кроны. Швеция. 300-летие образования поселения Делавэр ; 1938 ;  ; Ag ; AU ; 32 ; Rabot5 ; 710 
 3085 ; 2 кроны. Дания. Совершеннолетие принцессы Маргрете ; 1958 ;  ; Ag ; AU ; 21 ; Aurora810 ; 716 
 3086 ; 2 кроны. Дания. 60-летие короля Христиана Х ; 1930 ;  ; Ag ; XF+ ; 28 ; aleksss ; 917 
 3087 ; 2 кроны. Дания. 25-летие правления короля Христиана Х ; 1937 ;  ; Ag ; XF+ ; 33 ; aleksss ; 909 
 3088 ; 10 шиллингов. Австрия ; 1966 ;  ; Ag ; XF ; 6 ; orex ; 204 
 3089 ; 5 шиллингов. Австрия ; 1960 ;  ; Ag ; XF ; 16 ; дилитант ; 203 
 3090 ; 5 эскудо. Португалия ; 1947 ;  ; Ag ; VF-XF ; 9 ; nfandeev ; 220 
 3091 ; 2,5 эскудо. Португалия ; 1942 ;  ; Ag ; XF- ; 13 ; 333985 ; 183 
