 3245 ; Бона иностранная ;  ;  ;  ;  ; 13 ; Михалыч ; 22 
 580 ; 1/2 копейки ; 1912 ; СПБ  ; Cu ; F-VF ; 30 ; obob999 ; 51 
 581 ; 1/2 копейки ; 1913 ; СПБ  ; Cu ; VF+ ; 23 ; obob999 ; 68 
 582 ; Полушка ; 1702 ;  ; Cu ; F+ ; 25 ; leo 2 ; 646 
 583 ; Полушка ; 1719 ; НД  ; Cu ; F+ ; 72 ; Чичибан ; 476 
 584 ; Полушка ; 1719 ;  ; Cu ; F ; 52 ; spektr ; 53 
 585 ; Полушка ; 1719 ;  ; Cu ; VF ; 27 ; Aleks1 ; 696 
 586 ; Полушка ; 1720 ;  ; Cu ; F ; 33 ; skv-nov ; 219 
 487 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 22 ; leo 2 ; 579 
 488 ; Копейка ; 1759 ;  ; Cu ; F+ ; 23 ; spektr ; 41 
 489 ; Копейка ; 1760 ;  ; Cu ; F-VF/F ; 52 ; alexandervolkov ; 159 
 490 ; "Копейка ""сибирь""" ; 18 век ;  ; Cu ; F+ ; 90 ; uin1972 ; 263 
 491 ; Копейка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 9 ; marat-vojag ; 114 
 492 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 30 ; von_Schwarz ; 392 
 493 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F ; 10 ; marat-vojag ; 120 
 494 ; Копейка ; 1774 ; "КМ ""Сибирь"" " ; Cu ; VF ; 75 ; niki17 ; 2558 
 495 ; Копейка ; 1779? ; "КМ ""Сибирь"" " ; Cu ; F ; 2 ; vic-dmitrievic ; 100 
 496 ; Копейка ; 1798 ; ЕМ  ; Cu ; F+ ; 30 ; bay79 ; 31 
 497 ; Копейка ; 1799 ; ЕМ  ; Cu ; F-VF ; 55 ; В1951 ; 59 
 498 ; Копейка ; 1800 ; ЕМ  ; Cu ; F+ ; 25 ; нумизмат ; 41 
 499 ; Копейка ; 1801 ; ЕМ  ; Cu ; F+ ; 21 ; jef688 ; 42 
 500 ; 1 копейка ; 1810-1830 ;  ; Cu ; F ; 16 ; marat-vojag ; 32 
 501 ; Копейка ; 1823 ; ЕМ ФГ  ; Cu ; F-VF ; 64 ; 542 ; 151 
 502 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; F-VF ; 54 ; bay79 ; 177 
 503 ; Копейка ; 1831 ; СМ  ; Cu ; F-VF ; 31 ; SSK ; 351 
 504 ; Копейка ; 1832 ; ЕМ ФХ  ; Cu ; VF- ; 41 ; limon1976 ; 465 
 505 ; Копейка ; 1839 ; СМ  ; Cu ; F ; 37 ; VR62 ; 207 
 506 ; Копейка ; 1840 ; ЕМ  ; Cu ; F-VF ; 56 ; okotv ; 69 
 507 ; Копейка ; 1840 ; ЕМ  ; Cu ; F+ ; 9 ; oks ; 29 
 508 ; Копейка ; 1841 ; СПМ  ; Cu ; F+ ; 43 ; marat-vojag ; 38 
 509 ; Копейка ; 1841 ; СМ  ; Cu ; F-VF ; 30 ; solder13 ; 57 
 510 ; Копейка ; 1842 ; СМ  ; Cu ; F-VF ; 38 ; alexandervolkov ; 120 
 511 ; Копейка ; 1844 ; СМ  ; Cu ; F-VF ; 61 ; skv-nov ; 156 
 512 ; Копейка ; 1846 ; СМ  ; Cu ; F ; 47 ; MDV ; 81 
 513 ; Копейка ; 1847 ; СМ  ; Cu ; F+ ; 5 ; 542 ; 156 
 514 ; Копейка ; 1853 ; ЕМ  ; Cu ; F ; 37 ; o.k. ; 38 
 515 ; Копейка ; 1854 ; ЕМ  ; Cu ; VG ; 5 ; Fans ; 21 
 516 ; Копейка ; 1863 ; ЕМ  ; Cu ; F+ ; 29 ; 542 ; 237 
 517 ; Копейка ; 1867 ; СПБ  ; Cu ; VF+ ; 127 ; badiba-coin ; 4590 
 518 ; Копейка ; 1870 ; ЕМ  ; Cu ; F ; 4 ; obob999 ; 23 
 519 ; Копейка ; 1894 ; СПБ  ; Cu ; F ; 2 ; swr ; 21 
 520 ; Копейка ; 1898 ; СПБ  ; Cu ; F+ ; 4 ; first ; 23 
 521 ; Копейка ; 1899 ; СПБ  ; Cu ; VF- ; 57 ; vasil47 ; 65 
 522 ; Копейка ; 1899 ; СПБ  ; Cu ; VF- ; 24 ; Poiuyt ; 24 
 523 ; Копейка ; 1901 ; СПБ  ; Cu ; F ; 17 ; marat-vojag ; 18 
 524 ; Копейка ; 1903 ; СПБ  ; Cu ; F ; 3 ; Fans ; 21 
 525 ; Копейка ; 1904 ; СПБ  ; Cu ; F-VF ; 1 ; vic-dmitrievic ; 20 
 526 ; Копейка ; 1905 ; СПБ  ; Cu ; VF ; 11 ; vasil47 ; 41 
 527 ; Копейка ; 1908 ; СПБ  ; Cu ; VF- ; 2 ; vic-dmitrievic ; 20 
 528 ; Копейка ; 1908 ; СПБ  ; Cu ; F-VF ; 1 ; vic-dmitrievic ; 20 
 529 ; Копейка ; 1909 ; СПБ  ; Cu ; VF ; 6 ; jef688 ; 24 
 530 ; Копейка ; 1910 ; СПБ  ; Cu ; F-VF ; 2 ; first ; 21 
 531 ; Копейка ; 1911 ; СПБ  ; Cu ; VF- ; 3 ; obob999 ; 4 
 532 ; Копейка ; 1911 ; СПБ  ; Cu ; VF ; 4 ; Михалыч ; 5 
 533 ; Копейка ; 1911 ; СПБ  ; Cu ; F+ ; 1 ; vic-dmitrievic ; 20 
 534 ; Копейка ; 1912 ; СПБ  ; Cu ; VF- ; 1 ; vic-dmitrievic ; 20 
 535 ; Копейка ; 1913 ; СПБ  ; Cu ; F ; 3 ; jef688 ; 4 
 536 ; Копейка ; 1914 ; СПБ  ; Cu ; VF+ ; 11 ; uin1972 ; 32 
 437 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; VF ; 5 ; sergfokin ; 102 
 438 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; F-VF ; 11 ; oks ; 12 
 439 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF+ ; 29 ; SSK ; 306 
 440 ; 2 копейки ; 1811 ; ИМ МК  ; Cu ; F-VF ; 6 ; alexandervolkov ; 147 
 441 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; F-VF ; 2 ; uin1972 ; 82 
 442 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; F+ ; 5 ; oks ; 27 
 443 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; F ; 6 ; oks ; 29 
 444 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; VF- ; 69 ; ZAA_44 ; 163 
 445 ; 2 копейки ; 1813 ; ЕМ НМ  ; Cu ; F+ ; 17 ; Fans ; 26 
 446 ; 2 копейки ; 1813 ; КМ АМ  ; Cu ; F-VF ; 40 ; swr ; 38 
 447 ; 2 копейки ; 1814 ; ЕМ НМ  ; Cu ; F ; 30 ; oks ; 28 
 448 ; 2 копейки ; 1815 ; ЕМ НМ  ; Cu ; F-VF ; 9 ; obob999 ; 31 
 449 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; F ; 6 ; oks ; 27 
 450 ; 2 копейки ; 1821 ; КМ АД  ; Cu ; F ; 30 ; PVA13 ; 204 
 451 ; 2 копейки ; 1822 ; КМ АМ  ; Cu ; F ; 14 ; spektr ; 33 
 452 ; 2 копейки ; 1823 ; КМ АМ  ; Cu ; F ; 5 ; VR62 ; 33 
 453 ; 2 копейки ; 1824 ; КМ АМ  ; Cu ; F ; 10 ; alexandervolkov ; 227 
 454 ; 2 копейки ; 1827 ; ЕМ ИК  ; Cu ; F-VF ; 4 ; GNOM11 ; 23 
 455 ; 2 копейки ; 1827 ; КМ АМ  ; Cu ; F ; 13 ; swr ; 32 
 456 ; 2 копейки ; 1828 ; ЕМ ИК  ; Cu ; F-VF ; 21 ; spektr ; 57 
 457 ; 2 копейки ; 1830 ; КМ АМ  ; Cu ; F ; 77 ; bay79 ; 160 
 458 ; 2 копейки ; 1832 ; СМ  ; Cu ; F+ ; 83 ; bay79 ; 120 
 459 ; 2 копейки ; 1841 ; СМ  ; Cu ; F-VF ; 14 ; limon1976 ; 153 
 460 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; F-VF ; 26 ; alkmrc ; 199 
 461 ; 2 копейки ; 1863 ; ЕМ  ; Cu ; F ; 3 ; marat-vojag ; 27 
 462 ; 2 копейки ; 1868 ; ЕМ  ; Cu ; F ; 3 ; Fans ; 24 
 463 ; 2 копейки ; 1870 ; ЕМ  ; Cu ; F ; 3 ; jef688 ; 4 
 464 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; F ; 15 ; marat-vojag ; 16 
 465 ; 2 копейки ; 1879 ; СПБ  ; Cu ; F ; 7 ; marat-vojag ; 27 
 466 ; 2 копейки ; 1893 ; СПБ  ; Cu ; F ; 2 ; okotv ; 21 
 467 ; 2 копейки ; 1898 ; СПБ  ; Cu ; F ; 1 ; vic-dmitrievic ; 20 
 468 ; 2 копейки ; 1900 ; СПБ  ; Cu ; F ; 6 ; alexandervolkov ; 25 
 469 ; 2 копейки ; 1901 ; СПБ  ; Cu ; F ; 1 ; vic-dmitrievic ; 20 
 470 ; 2 копейки ; 1903 ; СПБ  ; Cu ; F ; 8 ; Poiuyt ; 27 
 471 ; 2 копейки ; 1904 ; СПБ  ; Cu ; F+ ; 28 ; marat-vojag ; 27 
 472 ; 2 копейки ; 1904 ; СПБ  ; Cu ; F+ ; 1 ; vic-dmitrievic ; 25 
 473 ; 2 копейки ; 1905 ; СПБ  ; Cu ; F ; 2 ; marat-vojag ; 21 
 474 ; 2 копейки ; 1907 ; СПБ  ; Cu ; F ; 7 ; Poiuyt ; 26 
 475 ; 2 копейки ; 1908 ; СПБ  ; Cu ; XF ; 123 ; vasil47 ; 1825 
 476 ; 2 копейки ; 1909 ; СПБ  ; Cu ; F-VF ; 6 ; Михалыч ; 30 
 477 ; 2 копейки ; 1912 ; СПБ  ; Cu ; VF ; 10 ; obob999 ; 29 
 478 ; 2 копейки ; 1913 ; СПБ  ; Cu ; F+ ; 28 ; marat-vojag ; 27 
 479 ; 2 копейки ; 1914 ; СПБ  ; Cu ; F-VF ; 4 ; jef688 ; 5 
 480 ; 2 копейки ; 1915 ;  ; Cu ; VF-XF ; 18 ; uin1972 ; 57 
 481 ; 2 копейки ; 1916 ;  ; Cu ; VF+ ; 7 ; uin1972 ; 29 
 482 ; 2 копейки ; 1916 ;  ; Cu ; F ; 4 ; jef688 ; 5 
 483 ; Копейка ; 1707 ; БК  ; Cu ; F-VF ; 110 ; DMT ; 3397 
 484 ; Копейка ; 1712 ; МД  ; Cu ; F+ ; 20 ; o.k. ; 744 
 485 ; Копейка ; 1713 ; М Д  ; Cu ; F-VF ; 22 ; ilgamax ; 647 
 486 ; Копейка ; 1758 ;  ; Cu ; F ; 25 ; oks ; 30 
 387 ; 5 копеек ; 1784 ; КМ  ; Cu ; VF- ; 66 ; leo 2 ; 1797 
 388 ; 5 копеек ; 1785 ; ЕМ  ; Cu ; F-VF ; 72 ; skir ; 200 
 389 ; 5 копеек ; 1786 ; ЕМ  ; Cu ; VF- ; 9 ; alkmrc ; 306 
 390 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF- ; 58 ; skir ; 255 
 391 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF+ ; 48 ; skir ; 350 
 392 ; 5 копеек ; 1788 ; ММ  ; Cu ; VF- ; 22 ; easter2 ; 875 
 393 ; 5 копеек ; 1789 ; ЕМ  ; Cu ; VF- ; 42 ; skir ; 261 
 394 ; 5 копеек ; 1790 ; ЕМ  ; Cu ; VF- ; 34 ; skir ; 255 
 395 ; 5 копеек ; 1790 ; ЕМ  ; Cu ; F-VF ; 51 ; marat-vojag ; 204 
 396 ; 5 копеек ; 1790 ; АМ  ; Cu ; VF- ; 14 ; Михалыч ; 649 
 397 ; 5 копеек ; 1791 ; ЕМ  ; Cu ; VF-XF ; 70 ; Чичибан ; 606 
 398 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; F-VF ; 60 ; skir ; 255 
 399 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; VF-XF ; 76 ; shturman ; 816 
 400 ; 5 копеек ; 1793 ; ЕМ  ; Cu ; F-VF ; 23 ; Чичибан ; 350 
 401 ; 5 копеек ; 1795 ; ЕМ  ; Cu ; VF- ; 20 ; den_ff ; 417 
 402 ; 5 копеек ; 1804 ; ЕМ  ; Cu ; VF-XF ; 65 ; eugraphus ; 3291 
 403 ; 5 копеек ; 1804 ; ЕМ  ; Cu ; VF+/VF ; 52 ; Михалыч ; 2246 
 404 ; 5 копеек ; 1808 ; КМ  ; Cu ; F-VF ; 81 ; easter2 ; 4657 
 405 ; 5 копеек ; 1836 ; ЕМ ФХ  ; Cu ; F-VF ; 85 ; first ; 295 
 406 ; 5 копеек ; 1839 ; СМ  ; Cu ; VF- ; 144 ; aleks-2007 ; 3582 
 407 ; 5 копеек ; 1851 ; ЕМ  ; Cu ; F ; 95 ; ZAA_44 ; 306 
 408 ; 5 копеек ; 1869 ; ЕМ  ; Cu ; F ; 26 ; marat-vojag ; 27 
 409 ; 5 копеек ; 1872 ; ЕМ  ; Cu ; F-VF ; 13 ; alexandervolkov ; 204 
 410 ; 5 копеек ; 1877 ; СПБ  ; Cu ; F ; 32 ; obob999 ; 31 
 411 ; 5 копеек ; 1878 ; СПБ  ; Cu ; F-VF ; 63 ; buzykin ; 304 
 412 ; 5 копеек ; 1911 ; СПБ  ; Cu ; VF-XF ; 72 ; diesel ; 1032 
 413 ; 3 копейки ; 1844 ; ЕМ  ; Cu ; F-VF ; 31 ; Михалыч ; 714 
 414 ; 3 копейки ; 1882 ; СПБ  ; Cu ; F ; 19 ; alexandervolkov ; 68 
 415 ; 3 копейки ; 1903 ; СПБ  ; Cu ; F ; 30 ; marat-vojag ; 29 
 416 ; 3 копейки ; 1909 ; СПБ  ; Cu ; F-VF ; 20 ; jef688 ; 20 
 417 ; 3 копейки ; 1910 ; СПБ  ; Cu ; VF+ ; 48 ; vasil47 ; 395 
 418 ; 3 копейки ; 1911 ; СПБ  ; Cu ; VF+ ; 58 ; vasil47 ; 373 
 419 ; 3 копейки ; 1913 ; СПБ  ; Cu ; VF+ ; 48 ; aleksius ; 48 
 420 ; 3 копейки ; 1914 ; СПБ  ; Cu ; VF- ; 8 ; jef688 ; 26 
 421 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 118 ; ABlack ; 405 
 422 ; 3 копейки ; 1916 ;  ; Cu ; VF- ; 20 ; marat-vojag ; 32 
 423 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F ; 35 ; kenso ; 261 
 424 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 5 ; VGS ; 227 
 425 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 30 ; obob999 ; 66 
 426 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 43 ; okotv ; 71 
 427 ; 2 копейки ; 1761 ;  ; Cu ; VF- ; 71 ; o.k. ; 354 
 428 ; 2 копейки ; 1763 ; ММ  ; Cu ; VF- ; 35 ; булгарин ; 672 
 429 ; 2 копейки ; 1763 ; СПМ  ; Cu ; F+ ; 56 ; marat-vojag ; 90 
 430 ; 2 копейки ; 1788 ; ММ  ; Cu ; F-VF ; 72 ; boroda ; 228 
 431 ; 2 копейки ; 1788 ; СПМ  ; Cu ; F-VF ; 46 ; PVA13 ; 214 
 432 ; 2 копейки ; 1798 ; АМ  ; Cu ; VF- ; 18 ; Вологда ; 320 
 433 ; 2 копейки ; 1799 ; ЕМ  ; Cu ; F+ ; 32 ; jef688 ; 122 
 434 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F ; 44 ; oks ; 43 
 435 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F+ ; 4 ; obob999 ; 53 
 436 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; VF- ; 43 ; кабан ; 306 
 101 ; 10 копеек ; 1916 ; ВС  ; Ag ; AU ; 79 ; 61К ; 572 
 102 ; 10 копеек ; 1917 ; ВС  ; Ag ; AU ; 32 ; 61К ; 2982 
 103 ; 5 копеек ; 1756 ; СПБ  ; Ag ; VF ; 48 ; aleks-2007 ; 4080 
 104 ; 5 копеек ; 1798 ; СМ МБ  ; Ag ; F-VF ; 80 ; булгарин ; 7142 
 105 ; 5 копеек ; 1838 ; СПБ НГ  ; Ag ; VF ; 30 ; soyka ; 305 
 106 ; 5 копеек ; 1845 ; СПБ КБ  ; Ag ; XF+ ; 2 ; 61К ; 3468 
 107 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF+ ; 18 ; Вологда ; 271 
 108 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF- ; 57 ; Вологда ; 156 
 109 ; 5 копеек ; 1899 ; СПБ АГ  ; Ag ; VF ; 49 ; alexandervolkov ; 300 
 110 ; 5 копеек ; 1900 ; СПБ ФЗ  ; Ag ; VF ; 24 ; Вологда ; 235 
 111 ; 5 копеек ; 1901 ; СПБ ФЗ  ; Ag ; VF ; 33 ; alexandervolkov ; 184 
 112 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; XF+ ; 37 ; Конрос бид 32 ; 389 
 113 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 101 ; uin1972 ; 320 
 114 ; 5 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 66 ; Данила ; 725 
 115 ; 5 копеек ; 1915 ; ВС  ; Ag ; AU ; 146 ; 61К ; 1011 
 116 ; 2 марки ; 1874 ; S Финляндия  ; Ag ; VF+ ; 24 ; okotv ; 1348 
 117 ; 1 марка ; 1893 ; L Финляндия  ; Ag ; VF+ ; 31 ; тир ; 1147 
 118 ; 50 пенни ; 1893 ; L Финляндия  ; Ag ; VF+ ; 20 ; o.k. ; 426 
 119 ; 50 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 64 ; vasil47 ; 926 
 120 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 27 ; тир ; 393 
 121 ; 25 пенни ; 1915 ; S Финляндия  ; Ag ; AU ; 46 ; vasil47 ; 617 
 122 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 11 ; easter2 ; 148 
 123 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 14 ; AGAT D ; 341 
 124 ; Лот монет России и СССР (3 шт): 20 коп ; 1914-1925 ;  ; Ag ; VF-XF ; 50 ; Вологда ; 128 
 361 ; 10 копеек ; 1833 ; ЕМ ФХ  ; Cu ; VF+ ; 65 ; Олег33 ; 3060 
 362 ; 10 копеек ; 1838 ; ЕМ НА  ; Cu ; F-VF ; 97 ; Михалыч ; 1133 
 363 ; 5 копеек ; 1727 ; КД Одна из точек над кор.  ; Cu ; F-VF ; 3 ; кабан ; 1259 
 364 ; 5 копеек ; 1758 ;  ; Cu ; F-VF ; 18 ; кабан ; 619 
 365 ; 5 копеек ; 1763 ; СПМ  ; Cu ; VF ; 71 ; SSK ; 1030 
 366 ; 5 копеек ; 1763 ; ММ  ; Cu ; F+ ; 44 ; Михалыч ; 655 
 367 ; 5 копеек ; 1766 ; ЕМ  ; Cu ; F+ ; 92 ; alexandervolkov ; 306 
 368 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; F+ ; 33 ; marat-vojag ; 203 
 369 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F+ ; 49 ; surf2k5 ; 204 
 370 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; F-VF ; 10 ; skir ; 266 
 371 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; VF- ; 85 ; uin1972 ; 214 
 372 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; F ; 58 ; Чичибан ; 255 
 373 ; 5 копеек ; 1775 ; ЕМ  ; Cu ; F-VF ; 68 ; oks ; 74 
 374 ; 5 копеек ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 78 ; кабан2 ; 2775 
 375 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F+ ; 38 ; oks ; 113 
 376 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; VF- ; 40 ; skir ; 255 
 377 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; VF ; 40 ; skir ; 281 
 378 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF- ; 31 ; skir ; 164 
 379 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; VF+ ; 21 ; sinisha ; 412 
 380 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; F+ ; 12 ; skir ; 266 
 381 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; VF+ ; 31 ; skir ; 459 
 382 ; 5 копеек ; 1782 ; ЕМ  ; Cu ; F-VF ; 67 ; marat-vojag ; 201 
 383 ; 5 копеек ; 1782 ; КМ  ; Cu ; F-VF ; 43 ; easter2 ; 1275 
 384 ; 5 копеек ; 1783 ; ЕМ  ; Cu ; F-VF ; 7 ; skir ; 255 
 385 ; 5 копеек ; 1784 ; ЕМ  ; Cu ; F-VF ; 6 ; skir ; 266 
 386 ; 5 копеек ; 1784 ; ЕМ  ; Cu ; VF ; 20 ; o.k. ; 304 
 51 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF- ; 89 ; uin1972 ; 194 
 52 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF- ; 33 ; alexandervolkov ; 57 
 53 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF+ ; 49 ; wwii-soldat ; 55 
 54 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 59 ; ABlack ; 59 
 55 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 64 ; soyka ; 73 
 56 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 47 ; jef688 ; 55 
 57 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 49 ; jenic ; 79 
 58 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 128 ; vasil47 ; 320 
 59 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 72 ; uin1972 ; 89 
 60 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 22 ; Arsak ; 60 
 61 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 27 ; petrserebr ; 61 
 62 ; 20 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 33 ; Вологда ; 85 
 63 ; 15 копеек ; 1779 ; СПБ  ; Ag ; F+ ; 126 ; DMT ; 4666 
 64 ; 15 копеек-1 злотый ; 1837 ; MW Рус.-Пол.  ; Ag ; VF ; 82 ; surf2k5 ; 873 
 65 ; 15 копеек ; 1880 ; СПБ НФ  ; Ag ; VF ; 22 ; alexandervolkov ; 184 
 66 ; 15 копеек ; 1889 ; СПБ АГ  ; Ag ; F-VF ; 64 ; 542 ; 276 
 67 ; 15 копеек ; 1899 ; СПБ АГ  ; Ag ; VF ; 24 ; ppp612 ; 164 
 68 ; 15 копеек ; 1902 ; СПБ АР  ; Ag ; VF- ; 61 ; marat-vojag ; 100 
 69 ; 15 копеек ; 1904 ; СПБ АР  ; Ag ; VF- ; 27 ; first ; 50 
 70 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; VF- ; 20 ; swr ; 35 
 71 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF+ ; 36 ; soyka ; 125 
 72 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF ; 37 ; jef688 ; 37 
 73 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF- ; 16 ; SSS777 ; 33 
 74 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 45 ; Конрос бид 32 ; 244 
 75 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 52 ; 61К ; 816 
 76 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 41 ; ЕВС ; 182 
 77 ; 15 копеек ; 1916 ; ВС  ; Ag ; AU ; 14 ; Конрос бид 32 ; 714 
 78 ; 15 копеек. Осака ; 1916 ;  ; Ag ; VF+ ; 68 ; Скрудж ; 261 
 79 ; 15 копеек ; 1917 ; ВС  ; Ag ; AU ; 46 ; 61К ; 3368 
 80 ; Гривенник ; 1787 ; СПБ  ; Ag ; VF- ; 107 ; diesel ; 1980 
 81 ; 10 копеек ; 1867 ; СПБ HI  ; Ag ; VF- ; 30 ; alexandervolkov ; 157 
 82 ; 10 копеек ; 1901 ; СПБ ФЗ  ; Ag ; VF-XF ; 31 ; ЛуковоеГоре ; 364 
 83 ; 10 копеек ; 1902 ; СПБ АР  ; Ag ; F-VF ; 12 ; marat-vojag ; 40 
 84 ; 10 копеек ; 1903 ; СПБ АР  ; Ag ; VF+ ; 18 ; solder13 ; 44 
 85 ; 10 копеек ; 1904 ; СПБ АР  ; Ag ; F-VF ; 3 ; jef688 ; 21 
 86 ; 10 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 5 ; swr ; 33 
 87 ; 10 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF- ; 14 ; swr ; 35 
 88 ; 10 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF- ; 22 ; obob999 ; 40 
 89 ; 10 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 30 ; alexandervolkov ; 104 
 90 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF- ; 5 ; obob999 ; 24 
 91 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; AU ; 72 ; 61К ; 3570 
 92 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 36 ; ppp612 ; 47 
 93 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF- ; 9 ; Poiuyt ; 27 
 94 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF- ; 68 ; ABlack ; 159 
 95 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF+ ; 16 ; obob999 ; 33 
 96 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; VF ; 43 ; alexandervolkov ; 77 
 97 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 21 ; wwii-soldat ; 38 
 98 ; 10 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 21 ; bay79 ; 33 
 99 ; 10 копеек ; 1915 ; ВС  ; Ag ; VF- ; 27 ; Larin ; 50 
 100 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF- ; 21 ; Larin ; 50 
 1 ; 10 рублей ; 1900 ; (ФЗ) АГ  ; Au ; XF+ ; 14 ; 4nuts ; 16320 
 2 ; 10 рублей ; 1900 ; (ФЗ) АГ  ; Au ; XF-/AU ; 15 ; 4nuts ; 15867 
 3 ; 5 рублей ; 1899 ; (ФЗ)  ; Au ; XF+ ; 22 ; 4nuts ; 7379 
 4 ; 5 рублей ; 1898 ; (АГ)  ; Au ; XF+ ; 15 ; 4nuts ; 7248 
 5 ; 20 марок ; 1911 ; L Финляндия  ; Au ; AU ; 24 ; 4nuts ; 18870 
 6 ; 20 марок ; 1912 ; S Финляндия  ; Au ; AU ; 30 ; 4nuts ; 20237 
 7 ; 20 марок ; 1913 ; S Финляндия  ; Au ; AU ; 19 ; 4nuts ; 14752 
 8 ; 1,5 рубля-10 злотых ; 1836 ; MW Рус.-Пол.  ; Ag ; F-VF ; 34 ; o.k. ; 3974 
