 3271 ; Бона иностранная ;  ;  ;  ;  ; 6 ; тнн ; 214 
 559 ; Копейка ; 1833 ; ЕМ ФХ  ; Cu ; VF ; 47 ; 751 ; 455 
 560 ; Копейка ; 1834 ; ЕМ ФХ  ; Cu ; VF ; 42 ; Джессика56324 ; 450 
 561 ; Копейка ; 1835 ; ЕМ ФХ  ; Cu ; F-VF ; 28 ; vitapool ; 100 
 562 ; Копейка ; 1837 ; ЕМ НА  ; Cu ; VF- ; 42 ; lchernata ; 435 
 563 ; Копейка ; 1840 ; ЕМ  ; Cu ; F-VF ; 14 ; MDV ; 70 
 564 ; Копейка ; 1841 ; СМ  ; Cu ; VF- ; 17 ; vitapool ; 88 
 565 ; Копейка ; 1842 ; СПМ  ; Cu ; VF ; 71 ; MDV ; 353 
 566 ; Копейка ; 1842 ; СМ  ; Cu ; F+ ; 6 ; amd4200 ; 57 
 467 ; 2 копейки ; 1798 ; ЕМ  ; Cu ; VF+ ; 26 ; vitapool ; 227 
 468 ; 2 копейки ; 1798 ; ЕМ  ; Cu ; F ; 45 ; amd4200 ; 153 
 469 ; 2 копейки ; 1799 ; КМ  ; Cu ; VF+ ; 66 ; kirin ; 1561 
 470 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; VF ; 17 ; igor_r65 ; 223 
 471 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; VF+ ; 22 ; kirin ; 408 
 472 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; VF- ; 36 ; WinterCat ; 232 
 473 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; F ; 56 ; amd4200 ; 73 
 474 ; 2 копейки ; 1802 ; ЕМ  ; Cu ; VF ; 24 ; foma71 ; 11913 
 475 ; 2 копейки ; 1810 ; ИМ МК  ; Cu ; F-VF ; 55 ; Tamganin ; 1692 
 476 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; VF+ ; 32 ; piter_k ; 408 
 477 ; 2 копейки ; 1811 ; СПБ МК  ; Cu ; F-VF ; 43 ; lvl555 ; 150 
 478 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; VF ; 45 ; Dj ; 918 
 479 ; 2 копейки ; 1811 ; ИМ ПС  ; Cu ; VF ; 41 ; alexandervolkov ; 184 
 480 ; 2 копейки ; 1812 ; КМ АМ  ; Cu ; F-VF ; 9 ; amd4200 ; 63 
 481 ; 2 копейки ; 1812 ; СПБ ПС  ; Cu ; VF ; 74 ; piter_k ; 400 
 482 ; 2 копейки ; 1812 ; ИМ ПС  ; Cu ; VF ; 35 ; piter_k ; 240 
 483 ; 2 копейки ; 1813 ; СПБ ПС  ; Cu ; VF- ; 45 ; baikal.k ; 510 
 484 ; 2 копейки ; 1813 ; ИМ ПС  ; Cu ; VF- ; 41 ; lvl555 ; 303 
 485 ; 2 копейки ; 1814 ; ИМ ПС  ; Cu ; VF ; 92 ; кабан ; 934 
 486 ; 2 копейки ; 1822 ; КМ АМ  ; Cu ; F-VF ; 23 ; alexandervolkov ; 153 
 487 ; 2 копейки ; 1823 ; ЕМ ФГ  ; Cu ; F+ ; 16 ; baikal.k ; 102 
 488 ; 2 копейки ; 1827 ; КМ АМ  ; Cu ; VF- ; 44 ; lvl555 ; 510 
 489 ; 2 копейки ; 1830 ; КМ АМ  ; Cu ; F-VF ; 31 ; sinisha ; 827 
 490 ; 2 копейки ; 1838 ; ЕМ НА  ; Cu ; F-VF ; 19 ; amd4200 ; 105 
 491 ; 2 копейки ; 1838 ; СМ  ; Cu ; F+ ; 19 ; lvl555 ; 204 
 492 ; 2 копейки ; 1839 ; СМ  ; Cu ; F-VF ; 5 ; lvl555 ; 261 
 493 ; 2 копейки ; 1840 ; ЕМ  ; Cu ; VF ; 110 ; кабан ; 1604 
 494 ; 2 копейки ; 1846 ; СМ  ; Cu ; VF- ; 44 ; кабан ; 852 
 495 ; 2 копейки ; 1860 ; ЕМ  ; Cu ; F-VF ; 68 ; Джессика56324 ; 207 
 496 ; 2 копейки ; 1872 ; ЕМ  ; Cu ; VF+ ; 91 ; foma71 ; 283 
 497 ; 2 копейки ; 1874 ; ЕМ  ; Cu ; VF ; 120 ; okotv ; 282 
 498 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; VF- ; 13 ; aleshka ; 340 
 499 ; 2 копейки ; 1882 ; СПБ  ; Cu ; F+ ; 8 ; lvl555 ; 30 
 500 ; 2 копейки ; 1896 ; СПБ  ; Cu ; F ; 2 ; zяzяzя ; 26 
 501 ; 2 копейки ; 1901 ; СПБ  ; Cu ; F+ ; 9 ; alex995 ; 18 
 502 ; 2 копейки ; 1903 ; СПБ  ; Cu ; VF ; 53 ; solder13 ; 55 
 503 ; 2 копейки ; 1903 ; СПБ  ; Cu ; F ; 23 ; uin1972 ; 32 
 504 ; 2 копейки ; 1904 ; СПБ  ; Cu ; F ; 8 ; alex995 ; 17 
 505 ; 2 копейки ; 1908 ; СПБ  ; Cu ; F-VF ; 16 ; zяzяzя ; 70 
 506 ; 2 копейки ; 1910 ; СПБ  ; Cu ; VF- ; 12 ; АЦТЕК ; 39 
 507 ; 2 копейки ; 1912 ; СПБ  ; Cu ; AU ; 18 ; Алек ; 509 
 508 ; 2 копейки ; 1914 ; СПБ  ; Cu ; VF+ ; 25 ; Poiuyt ; 38 
 509 ; 2 копейки ; 1914 ; СПБ  ; Cu ; VF- ; 13 ; Poiuyt ; 33 
 510 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 5 ; BrEd ; 107 
 511 ; 2 копейки ; 1915 ;  ; Cu ; VF- ; 11 ; alex995 ; 20 
 512 ; 2 копейки ; 1915 ;  ; Cu ; VF ; 18 ; alex995 ; 27 
 513 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 70 ; Конрос бид 32 ; 267 
 514 ; Копейка (Ильин-6р) ; 1705 ; БК  ; Cu ; F-VF ; 88 ; kirin ; 12942 
 515 ; Копейка ; 1707 ; МД  ; Cu ; F-VF ; 40 ; lvl555 ; 553 
 516 ; Копейка ; 1711 ; ·Б·К·  ; Cu ; F+ ; 20 ; lvl555 ; 510 
 417 ; 5 копеек ; 1869 ; ЕМ  ; Cu ; F-VF ; 13 ; HILL ; 85 
 418 ; 5 копеек ; 1872 ; ЕМ  ; Cu ; F ; 11 ; MDV ; 65 
 419 ; 5 копеек ; 1873 ; ЕМ  ; Cu ; F+ ; 10 ; MDV ; 76 
 420 ; 5 копеек ; 1874 ; ЕМ  ; Cu ; F-VF ; 17 ; QSL ; 266 
 421 ; 5 копеек ; 1875 ; ЕМ  ; Cu ; F ; 10 ; MDV ; 87 
 422 ; 5 копеек ; 1880 ; СПБ  ; Cu ; F-VF ; 113 ; HILL ; 235 
 423 ; 5 копеек ; 1881 ; СПБ  ; Cu ; F ; 13 ; MDV ; 91 
 424 ; 5 копеек ; 1911 ; СПБ  ; Cu ; VF-XF ; 55 ; ЧАС ; 619 
 425 ; 5 копеек ; 1912 ; СПБ  ; Cu ; VF+ ; 63 ; АЛЕКСАНДРЪ ; 1129 
 426 ; 3 копейки ; 1840 ; СПМ  ; Cu ; VF ; 133 ; Конрос бид 32 ; 4999 
 427 ; 3 копейки ; 1841 ; СПМ  ; Cu ; VF ; 97 ; aleshka ; 931 
 428 ; 3 копейки (Ильин-3р) ; 1842 ; СМ  ; Cu ; F-VF ; 89 ; lchernata ; 2151 
 429 ; 3 копейки ; 1843 ; ЕМ  ; Cu ; VF- ; 122 ; lchernata ; 1152 
 430 ; 3 копейки ; 1843 ; СПМ  ; Cu ; F-VF ; 93 ; lvl555 ; 816 
 431 ; 3 копейки ; 1874 ; ЕМ  ; Cu ; F-VF ; 7 ; lvl555 ; 160 
 432 ; 3 копейки ; 1877 ; СПБ  ; Cu ; VF-XF ; 151 ; Qersej ; 3229 
 433 ; 3 копейки ; 1879 ; СПБ  ; Cu ; F-VF ; 45 ; alexandervolkov ; 188 
 434 ; 3 копейки ; 1881 ; СПБ  ; Cu ; F-VF ; 22 ; alexandervolkov ; 129 
 435 ; 3 копейки ; 1882 ; СПБ  ; Cu ; F+ ; 16 ; MDV ; 98 
 436 ; 3 копейки ; 1893 ; СПБ  ; Cu ; F-VF ; 6 ; amd4200 ; 43 
 437 ; 3 копейки ; 1896 ; СПБ  ; Cu ; F-VF ; 6 ; alexandervolkov ; 65 
 438 ; 3 копейки ; 1900 ; СПБ  ; Cu ; F+ ; 5 ; MDV ; 63 
 439 ; 3 копейки ; 1901 ; СПБ  ; Cu ; F+ ; 4 ; alexandervolkov ; 63 
 440 ; 3 копейки ; 1903 ; СПБ  ; Cu ; F-VF ; 37 ; solder13 ; 36 
 441 ; 3 копейки ; 1904 ; СПБ  ; Cu ; VF- ; 19 ; HILL ; 94 
 442 ; 3 копейки ; 1905 ; СПБ  ; Cu ; VF ; 65 ; uin1972 ; 114 
 443 ; 3 копейки ; 1906 ; СПБ  ; Cu ; F-VF ; 28 ; solder13 ; 114 
 444 ; 3 копейки ; 1908 ; СПБ  ; Cu ; F+ ; 6 ; alex995 ; 32 
 445 ; 3 копейки ; 1911 ; СПБ  ; Cu ; VF+ ; 38 ; джон007 ; 47 
 446 ; 3 копейки ; 1912 ; СПБ  ; Cu ; VF- ; 18 ; Poiuyt ; 35 
 447 ; 3 копейки ; 1913 ; СПБ  ; Cu ; VF+ ; 20 ; петров ; 39 
 448 ; 3 копейки ; 1914 ; СПБ  ; Cu ; VF- ; 5 ; jef688 ; 33 
 449 ; 3 копейки ; 1915 ;  ; Cu ; XF ; 42 ; петров ; 44 
 450 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 27 ; AAE2006 ; 46 
 451 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 16 ; kirin ; 42 
 452 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F-VF ; 36 ; baikal.k ; 632 
 453 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F-VF ; 16 ; xabib ; 408 
 454 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 34 ; ЧАС ; 227 
 455 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 14 ; amd4200 ; 89 
 456 ; 2 копейки ; 1761 ;  ;  ; F ; 6 ; amd4200 ; 57 
 457 ; 2 копейки ; 1763 ; ММ  ; Cu ; VF+ ; 43 ; sinisha ; 530 
 458 ; 2 копейки ; 1763 ; СПМ  ; Cu ; F-VF ; 23 ; MDV ; 120 
 459 ; 2 копейки ; 1766 ; СПМ  ; Cu ; F+ ; 13 ; xabib ; 357 
 460 ; 2 копейки (Ильин-20р, Петров-10р) ; 1767 ; ММ  ; Cu ; F+ ; 88 ; АНД ; 17952 
 461 ; 2 копейки ; 1767 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 9 ; kirin ; 1911 
 462 ; 2 копейки ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 9 ; кабан ; 2129 
 463 ; 2 копейки ; 1776 ; "КМ ""Сибирь"" " ; Cu ; VF+ ; 19 ; Dj ; 2657 
 464 ; 2 копейки ; 1778 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 11 ; lvl555 ; 279 
 465 ; 2 копейки ; 1797 ; ЕМ  ; Cu ; VF+ ; 27 ; igor_r65 ; 227 
 466 ; 2 копейки ; 1797 ; АМ  ; Cu ; F-VF ; 19 ; xabib ; 232 
 367 ; 5 копеек ; 1758 ;  ; Cu ; F+ ; 14 ; marat-vojag ; 169 
 368 ; 5 копеек ; 1759 ;  ; Cu ; VF- ; 14 ; 1983 ; 690 
 369 ; 5 копеек ; 1760 ;  ; Cu ; VF ; 8 ; 751 ; 1500 
 370 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 14 ; 1983 ; 714 
 371 ; 5 копеек ; 1763 ; ЕМ  ; Cu ; VF ; 11 ; QSL ; 359 
 372 ; 5 копеек ; 1763 ; СПМ  ; Cu ; F+ ; 36 ; alexandervolkov ; 567 
 373 ; 5 копеек ; 1764 ; ЕМ  ; Cu ; F-VF ; 42 ; alexandervolkov ; 261 
 374 ; 5 копеек ; 1764 ; ММ  ; Cu ; VF ; 19 ; sinisha ; 816 
 375 ; 5 копеек ; 1765 ; СПМ  ; Cu ; VF ; 24 ; baikal.k ; 1593 
 376 ; 5 копеек ; 1767 ; ЕМ  ; Cu ; VF ; 50 ; QSL ; 366 
 377 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; VF- ; 12 ; chul66 ; 252 
 378 ; 5 копеек ; 1769 ; "КМ ""Сибирь"" " ; Cu ; F+ ; 46 ; lvl555 ; 1016 
 379 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; VF- ; 17 ; chul66 ; 189 
 380 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; VF- ; 13 ; chul66 ; 169 
 381 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; VF ; 13 ; den_ff ; 228 
 382 ; 5 копеек ; 1772 ; "КМ ""Сибирь"" " ; Cu ; VF+ ; 67 ; Dj ; 6120 
 383 ; 5 копеек ; 1773 ; ЕМ  ; Cu ; F-VF ; 24 ; chul66 ; 216 
 384 ; 5 копеек ; 1773 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 55 ; kirin ; 2855 
 385 ; 5 копеек ; 1774 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 54 ; dnepr1984 ; 2300 
 386 ; 5 копеек ; 1775 ; ЕМ  ; Cu ; VF ; 32 ; alexandervolkov ; 400 
 387 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; F-VF ; 15 ; chul66 ; 236 
 388 ; 5 копеек ; 1776 ; "КМ ""Сибирь"" " ; Cu ; VF+ ; 61 ; кабан ; 4963 
 389 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; VF ; 32 ; chul66 ; 238 
 390 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF ; 31 ; WinterCat ; 202 
 391 ; 5 копеек ; 1780 ; ЕМ  ;  ; VF+ ; 59 ; zxc55 ; 551 
 392 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; VF+ ; 30 ; sinisha ; 345 
 393 ; 5 копеек ; 1782 ; ЕМ  ; Cu ; VF ; 29 ; den_ff ; 371 
 394 ; 5 копеек ; 1782 ; КМ  ; Cu ; VF- ; 38 ; baikal.k ; 1530 
 395 ; 5 копеек ; 1783 ; ЕМ  ; Cu ; VF+ ; 15 ; Джессика56324 ; 420 
 396 ; 5 копеек ; 1784 ; ЕМ  ; Cu ; VF+ ; 25 ; chul66 ; 272 
 397 ; 5 копеек ; 1785 ; ЕМ  ; Cu ; VF- ; 29 ; zxc55 ; 233 
 398 ; 5 копеек ; 1786 ; ЕМ  ; Cu ; F-VF ; 25 ; amd4200 ; 203 
 399 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF ; 24 ; ЧАС ; 220 
 400 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF+ ; 20 ; zxc55 ; 711 
 401 ; 5 копеек ; 1789 ; ЕМ  ; Cu ; F-VF ; 39 ; кабан ; 355 
 402 ; 5 копеек ; 1790 ; ЕМ  ; Cu ; VF-XF ; 21 ; Alexgar ; 480 
 403 ; 5 копеек ; 1790 ; АМ  ; Cu ; VF+ ; 41 ; uin1972 ; 714 
 404 ; 5 копеек ; 1791 ; АМ  ; Cu ; VF- ; 152 ; lesnik1 ; 521 
 405 ; 5 копеек ; 1791 ; КМ  ; Cu ; VF+ ; 33 ; leo 2 ; 2244 
 406 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; F-VF ; 44 ; lvl555 ; 330 
 407 ; 5 копеек ; 1804 ; ЕМ  ; Cu ; VF-XF ; 49 ; kirin ; 4284 
 408 ; 5 копеек ; 1807 ; ЕМ  ; Cu ; VF+ ; 46 ; leo 2 ; 4192 
 409 ; 5 копеек ; 1831 ; ЕМ ФХ  ; Cu ; VF ; 99 ; федя ; 426 
 410 ; 5 копеек ; 1832 ; ЕМ ФХ  ; Cu ; VF+ ; 116 ; lchernata ; 2856 
 411 ; 5 копеек ; 1834 ; СМ  ; Cu ; F-VF ; 33 ; lvl555 ; 770 
 412 ; 5 копеек ; 1835 ; ЕМ ФХ  ; Cu ; VF+ ; 33 ; foma71 ; 591 
 413 ; 5 копеек ; 1852 ; ЕМ  ; Cu ; VF ; 68 ; sts ; 408 
 414 ; 5 копеек ; 1858 ; ЕМ  ; Cu ; F ; 10 ; MDV ; 204 
 415 ; 5 копеек ; 1860 ; ЕМ  ; Cu ; VF ; 39 ; AGAT D ; 1119 
 416 ; 5 копеек ; 1864 ; ЕМ  ; Cu ; VF+ ; 57 ; ЧАС ; 612 
 251 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; F-VF ; 17 ; Джессика56324 ; 155 
 252 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; AU ; 66 ; uin1972 ; 977 
 253 ; 5 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 71 ; 61К ; 1281 
 254 ; 5 копеек ; 1909 ; СПБ ЭБ  ; Ag ; AU ; 35 ; Алек ; 1079 
 255 ; 5 копеек ; 1910 ; СПБ ЭБ  ; Ag ; XF+ ; 36 ; 61К ; 1281 
 256 ; 5 копеек. Деформация ; 1912 ; СПБ ЭБ  ; Ag ; F-VF ; 24 ; natallli ; 48 
 257 ; 5 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 36 ; a11174 ; 899 
 258 ; 5 копеек ; 1915 ; ВС  ; Ag ; AU ; 61 ; shuslik61 ; 1019 
 259 ; 4 копейки. Деформация ; 1757 ; Ливонез  ; Ag ; VF ; 99 ; lchernata ; 7135 
 260 ; 2 злотых ; 1828 ; FH Польша  ; Ag ; VF- ; 36 ; baikal.k ; 2594 
 261 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F-VF ; 16 ; astronotus ; 327 
 262 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; F-VF ; 16 ; alexandervolkov ; 114 
 263 ; 2 марки ; 1865 ; S Финляндия  ; Ag ; VF ; 23 ; g.s.g ; 812 
 264 ; 2 марки ; 1870 ; S Финляндия  ; Ag ; VF ; 20 ; Mike! ; 784 
 265 ; 2 марки ; 1872 ; S Финляндия  ; Ag ; VF ; 36 ; федя ; 804 
 266 ; 2 марки ; 1874 ; S Финляндия  ; Ag ; VF ; 30 ; федя ; 785 
 267 ; 1 марка ; 1865 ; S Финляндия  ; Ag ; VF ; 46 ; MDV ; 257 
 268 ; 1 марка ; 1866 ; S Финляндия  ; Ag ; VF ; 46 ; нумизмат ; 420 
 269 ; 1 марка ; 1874 ; S Финляндия  ; Ag ; VF ; 41 ; Dмитрий ; 259 
 270 ; 1 марка ; 1890 ; L Финляндия  ; Ag ; VF ; 34 ; федя ; 311 
 271 ; 50 пенни ; 1865 ; S Финляндия  ; Ag ; F-VF ; 29 ; o.k. ; 153 
 272 ; 50 пенни ; 1889 ; L Финляндия  ; Ag ; VF ; 50 ; papa3 ; 157 
 273 ; 50 пенни ; 1890 ; L Финляндия  ; Ag ; VF+ ; 23 ; svm-1 ; 204 
 274 ; 50 пенни ; 1892 ; L Финляндия  ; Ag ; VF+ ; 35 ; papa3 ; 204 
 275 ; 50 пенни ; 1893 ; L Финляндия  ; Ag ; VF ; 24 ; papa3 ; 204 
 276 ; 50 пенни ; 1911 ; L Финляндия  ; Ag ; VF-XF ; 35 ; g.s.g ; 273 
 277 ; 50 пенни ; 1914 ; S Финляндия  ; Ag ; VF-XF ; 29 ; I ; 161 
 278 ; 50 пенни ; 1915 ; S Финляндия  ; Ag ; XF- ; 13 ; shuslik61 ; 459 
 279 ; 50 пенни ; 1916 ; S Финляндия  ; Ag ; VF-XF ; 8 ; levsha ; 164 
 280 ; 50 пенни. Корона. Напайки ; 1917 ; S Финляндия  ; Ag ; F-VF ; 25 ; MDV ; 55 
 281 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; XF- ; 24 ; shuslik61 ; 357 
 282 ; 25 пенни ; 1889 ; L Финляндия  ; Ag ; F-VF ; 15 ; alexandervolkov ; 35 
 283 ; 25 пенни ; 1890 ; L Финляндия  ; Ag ; F-VF ; 15 ; baikal.k ; 153 
 284 ; 25 пенни ; 1894 ; L Финляндия  ; Ag ; F-VF ; 20 ; alexandervolkov ; 46 
 285 ; 25 пенни ; 1897 ; L Финляндия  ; Ag ; VF- ; 38 ; alexandervolkov ; 93 
 286 ; 25 пенни ; 1898 ; L Финляндия  ; Ag ; VF- ; 19 ; alexandervolkov ; 45 
 287 ; 25 пенни ; 1901 ; L Финляндия  ; Ag ; VF- ; 9 ; alexandervolkov ; 46 
 288 ; 25 пенни ; 1907 ; L Финляндия  ; Ag ; VF- ; 10 ; baikal.k ; 204 
 289 ; 25 пенни ; 1909 ; L Финляндия  ; Ag ; VF+ ; 40 ; alexandervolkov ; 135 
 290 ; 25 пенни ; 1913 ; S Финляндия  ; Ag ; VF-XF ; 10 ; baikal.k ; 255 
 291 ; 25 пенни ; 1915 ; S Финляндия  ; Ag ; VF-XF ; 35 ; levsha ; 153 
 292 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; VF-XF ; 45 ; levsha ; 158 
 293 ; 25 пенни. Корона ; 1917 ; S Финляндия  ; Ag ; XF ; 45 ; Алек ; 207 
 294 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; VF ; 39 ; MDV ; 71 
 361 ; 10 копеек ; 1775 ; "КМ ""Сибирь"" " ; Cu ; VF ; 26 ; Dj ; 6647 
 362 ; 5 копеек ; 1725 ; МД Дата снизу вверх  ; Cu ; F-VF ; 103 ; kapital ; 5468 
 363 ; 5 копеек ; 1727 ; МД  ; Cu ; F-VF ; 28 ; rnv_64 ; 2267 
 364 ; 5 копеек ; 1727 ; КД Одна из точек над кор.  ; Cu ; F-VF ; 31 ; Джессика56324 ; 2550 
 365 ; 5 копеек ; 1729 ; МД Хвост узкий  ; Cu ; F-VF ; 34 ; kapital ; 3128 
 366 ; 5 копеек ; 1730 ; МД Хвост широкий  ; Cu ; F-VF ; 20 ; кабан ; 2176 
 201 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; XF- ; 26 ; AAE2006 ; 123 
 202 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; AU ; 26 ; Kolya-kms ; 161 
 203 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 32 ; Конрос бид 32 ; 155 
 204 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 16 ; Алек ; 160 
 205 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF- ; 44 ; amd4200 ; 40 
 206 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; AU ; 49 ; Алек ; 257 
 207 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 66 ; BrEd ; 105 
 208 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 32 ; AAE2006 ; 101 
 209 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 15 ; zerkalozemli ; 105 
 210 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF- ; 44 ; Poiuyt ; 40 
 211 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 32 ; AAE2006 ; 101 
 212 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 33 ; AAE2006 ; 51 
 213 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF ; 21 ; AAE2006 ; 43 
 214 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 36 ; AAE2006 ; 128 
 215 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF ; 32 ; петров ; 53 
 216 ; 10 копеек ; 1915 ; ВС  ; Ag ; VF+ ; 36 ; Poiuyt ; 39 
 217 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 20 ; 61К ; 1014 
 218 ; 5 копеек ; 1755? ; СПБ  ; Ag ; VF- ; 64 ; Джессика56324 ; 597 
 219 ; 5 копеек ; 1757 ; СПБ  ; Ag ; VF+ ; 85 ; 61К ; 3774 
 220 ; 5 копеек ; 1758 ; СПБ  ; Ag ; VF- ; 29 ; kapital ; 2779 
 221 ; 5 копеек. Деформация ; 1813 ; СПБ ПС  ; Ag ; VF- ; 14 ; BVA ; 459 
 222 ; 5 копеек ; 1815 ; СПБ МФ  ; Ag ; VF+ ; 75 ; Olimpia ; 1372 
 223 ; 5 копеек ; 1816 ; СПБ МФ  ; Ag ; VF ; 34 ; fanil ; 1255 
 224 ; 5 копеек ; 1820 ; СПБ ПД  ; Ag ; VF ; 55 ; Olimpia ; 1249 
 225 ; 5 копеек ; 1821 ; СПБ ПД  ; Ag ; VF+ ; 8 ; Olimpia ; 1486 
 226 ; 5 копеек ; 1822 ; СПБ ПД  ; Ag ; VF-XF ; 26 ; and000 ; 1372 
 227 ; 5 копеек ; 1826 ; СПБ НГ  ; Ag ; VF+ ; 32 ; MV ; 4538 
 228 ; 5 копеек ; 1830 ; СПБ НГ  ; Ag ; F ; 39 ; jj ; 169 
 229 ; 5 копеек ; 1845 ; СПБ КБ  ; Ag ; XF+ ; 38 ; max7421 ; 4659 
 230 ; 5 копеек. Деформация ; 1847 ; СПБ ПА  ; Ag ; VF-XF ; 41 ; Lotus 99 ; 462 
 231 ; 5 копеек ; 1848 ; СПБ HI  ; Ag ; VF-XF ; 32 ; AAE2006 ; 1711 
 232 ; 5 копеек ; 1850 ; СПБ ПА  ; Ag ; XF+/XF ; 48 ; AAE2006 ; 2294 
 233 ; 5 копеек ; 1853 ; СПБ HI  ; Ag ; XF ; 53 ; Сыч ; 1977 
 234 ; 5 копеек ; 1882 ; СПБ НФ  ; Ag ; AU ; 64 ; Kolya-kms ; 903 
 235 ; 5 копеек ; 1884 ; СПБ АГ  ; Ag ; AU ; 35 ; zerkalozemli ; 1224 
 236 ; 5 копеек ; 1886 ; СПБ АГ  ; Ag ; F-VF/XF ; 55 ; MDV ; 181 
 237 ; 5 копеек ; 1887 ; СПБ АГ  ; Ag ; AU ; 27 ; MV ; 1390 
 238 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; AU ; 49 ; zerkalozemli ; 1911 
 239 ; 5 копеек ; 1889 ; СПБ АГ  ; Ag ; AU ; 42 ; zerkalozemli ; 833 
 240 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; AU ; 32 ; zerkalozemli ; 552 
 241 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; XF+ ; 22 ; levsha ; 261 
 242 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF+ ; 61 ; MDV ; 151 
 243 ; 5 копеек ; 1891 ; СПБ АГ  ; Ag ; AU ; 18 ; 61К ; 929 
 244 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; AU ; 50 ; sas ; 450 
 245 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; VF- ; 84 ; alexandervolkov ; 155 
 246 ; 5 копеек ; 1898 ; СПБ АГ  ; Ag ; VF-XF ; 22 ; Алек ; 214 
 247 ; 5 копеек ; 1899 ; СПБ АГ  ; Ag ; XF- ; 98 ; Алек ; 654 
 248 ; 5 копеек ; 1900 ; СПБ ФЗ  ; Ag ; XF+ ; 47 ; a11174 ; 894 
 249 ; 5 копеек ; 1901 ; СПБ ФЗ  ; Ag ; AU ; 80 ; zerkalozemli ; 3060 
 250 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; AU ; 56 ; 61К ; 917 
 151 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; VF-XF ; 7 ; elac ; 204 
