 1161 ; 200 рублей. М-31,1г ; 1994 ; ММД Сохраним наш мир. Соболя ; Au999 ; Proof ; 0 ; Участник № 44 ; 60000 
 2850 ; 1 эре. Швеция ; 1949 ;  ; Fe ; VF-XF ; 7 ; suhua ; 29 
 2851 ; 1 эре. Швеция ; 1950 ;  ; Fe ; VF-XF ; 9 ; suhua ; 40 
 2852 ; 1 эре. Швеция ; 1950 ;  ; Br ; VF-XF ; 11 ; nikolay ; 36 
 2853 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 34 ; димитрий ; 378 
 2854 ; 10 марок. Финляндия. 75 лет со дня рождения Кекконена ; 1975 ;  ; Ag ; AU ; 33 ; nikolay ; 267 
 2855 ; 1 унция серебра. Капитал Билдинг ;  ;  ; Ag999 ; Proof ; 44 ; димитрий ; 846 
 2856 ; 1 унция серебра. Леди Годива ;  ;  ; Ag999 ; Proof ; 65 ; клок ; 1388 
 2857 ; 1 тройская унция серебра. США ; 1985 ;  ; Ag ; AU ; 84 ; клок ; 1168 
 2858 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 14 ; valsv ; 13 
 2859 ; Телефонный жетон ;  ;  ; Ж/м ; XF+ ; 13 ; alskr ; 14 
 2860 ; Игровой жетон. 10 ;  ;  ; Ж/м ; VF+ ; 15 ; Григорий ; 18 
 2861 ; Игровой жетон ;  ;  ; Ж/м ; VF- ; 10 ; valsv ; 11 
 2862 ; Игровой жетон ;  ;  ; Ж/м ; VF-XF ; 9 ; valsv ; 9 
 2863 ; Игровой жетон ;  ;  ; Ж/м ; VF ; 9 ; valsv ; 9 
 2864 ; Игровой жетон. 25 ;  ;  ; Ж/м ; VF+ ; 14 ; alskr ; 14 
 2865 ; Игровой жетон ;  ;  ; Ж/м ; VF+ ; 11 ; valsv ; 11 
 2866 ; Телефонный жетон ;  ;  ; Ж/м ; VF-XF ; 15 ; vc57 ; 33 
 2867 ; Игровой жетон ;  ;  ; Ж/м ; XF+ ; 12 ; alskr ; 12 
 2868 ; Жетон ;  ;  ; Ж/м ; XF- ; 13 ; Григорий ; 22 
 2869 ; Игровой жетон ;  ;  ; Ж/м ; XF ; 12 ; alskr ; 12 
 2870 ; Игровой жетон ;  ;  ; Ж/м ; VF-XF ; 11 ; Григорий ; 12 
 2871 ; Телефонный жетон ;  ;  ; Б/м ; VF+ ; 33 ; keldish ; 33 
 2872 ; Жетон ;  ;  ; Б/м ; VF ; 13 ; Григорий ; 13 
 2873 ; Игровой жетон. Деформация ;  ;  ; Al ; VF- ; 12 ; Siluminov ; 12 
 2874 ; 1 лат. Латвия. С сертификатом подлинности. В коробке ; 2000 ;  ; Ag ; Proof ; 23 ; Ромбор ; 1530 
 2875 ; 1 доллар (1 унция серебра). США. С сертификатом подлинности. В коробке ; 2004W ;  ; Ag ; Proof ; 46 ; zev ; 1500 
 2876 ; 1 рубль. Беларусь. Горнолыжный центр "Силичи". С сертификатом ; 2006 ;  ; Cu-Ni ; Proof ; 24 ; Григорий ; 91 
 2877 ; Набор монет Туркменистана. Серия "Редкие и исчезающие виды животных": 500 манат (6шт). В коробке, с сертификатом ; 1996 ;  ; Ag ; Proof ; 105 ; smoker ; 5619 
 2878 ; Набор монет США "XXIII Олимпида в Лос-Анжелесе": 10 долларов,1 доллар (3шт). В коробке ; 1984W,1983S,1984S ;  ; Au,Ag ; Proof ; 73 ; xo ; 14790 
 2879 ; 1 доллар. США. XXIII Олимпида в Лос-Анжелесе. В коробке ; 1984S ;  ; Ag ; Proof ; 68 ; Ohotnik ; 1520 
 2880 ; Лот монет Югославии: 10,5,2,1 динара, 50,20,10,5 пары (8шт) ; 1965-1981 ;  ; Cu-Ni,Cu-Z ; VF/XF+ ; 8 ; nikolay ; 79 
 2881 ; Лот монет Болгарии: 1 лев, 50,20,10,5,2,1 стотинки (7шт) ; 1962 ;  ; Cu-Ni,Лату ; Unc/AU ; 36 ; taran1 ; 167 
 2882 ; Лот монет Германии, Веймара: 200 марки,50,10,5,2,1 пфеннигов (17шт) ; 1875-1949 ;  ; Br,Cu-Ni,A ; VF+-AU ; 41 ; Borix ; 438 
 2883 ; Лот монет Германии, Веймара: 500,200,3 марки,50,10,5,1 пфеннигов (18шт) ; 1874-1949 ;  ; Br,Cu-Ni,A ; VF+-AU ; 60 ; ZOLTAN333 ; 477 
 2884 ; Лот монет Германии, Веймара: 500,200,3 марки,50,10,5,2,1 пфеннигов (18шт) ; 1876-1949 ;  ; Br,Cu-Ni,A ; VF+-AU ; 60 ; Sky2 ; 463 
 2885 ; Лот монет Германии: 1 пфенниг (35шт) ; 1889-1914 ;  ; Cu ; F-VF/VF-XF ; 62 ; Полянка ; 412 
 2886 ; Лот монет Германии: 10,5 пфеннигов (18шт) ; 1917-1924 ;  ; Zn,Fe,Al/B ; F-VF/VF ; 29 ; MDV ; 155 
 2887 ; Лот монет Мальты:1 евро, 50,20,10,5,2,1 евроцентов (7шт) ; 2008 ;  ; Би/м,Cu/St ; AU ; 40 ; клок ; 459 
 2888 ; 10 шиллингов. Ирландия. 50 лет Ирландскому восстанию ; 1966 ;  ; Ag ; AU ; 65 ; vitapool ; 547 
 2889 ; Лот иностранных монет: Куба, Венгрия, США,Франция,Румыния,Филиппины,Австралия,Португалия,Индонезия,Великобритания (19шт) ; 1950-2008 ;  ; Cu-Ni,Би/м ; VF-/AU ; 16 ; Т-80 ; 227 
 2890 ; Лот юбилейных монет Болгарии: 5 лева,2 лева,1 лев (4шт) ; 1981,1987 ;  ; Cu-Ni ; AU ; 53 ; env ; 363 
 2891 ; Лот иностранных монет: Тайланд,Йемен,Мозамбик,ОАЭ,Вьетнам (16шт) ; 20 век ;  ; Al,Латунь, ; VF-/AU ; 59 ; gematogen ; 238 
 2892 ; Лот монет Польши: 1 злотый, 50,20,10,5,2,1 грошей (38) + 1 цент США1943г ; 1923-1949 ;  ; Ni,Br,Cu/N ; VF-/XF- ; 13 ; vinter ; 362 
 2893 ; Лот монет Болгарии: 1 лев, 50,20,10,5,3,2,1 стотинки (28шт) ; 1951-1974 ;  ; Ni/Латунь, ; VF-/XF- ; 58 ; Rustman ; 87 
 2894 ; Лот монет Норвегии (5шт) ; 1963-1972 ;  ; Cu-Ni,Br ; VF+/XF+ ; 56 ; tdp ; 113 
 2895 ; Лот монет Великобритании:2,1 пенни (4шт) ; 1971-1979 ;  ; Br ; VF-/VF+ ; 16 ; alex995 ; 33 
 2896 ; Лот монет Канады:10 центов, 1 цент (9шт) ; 1961-1979 ;  ; Br,Cu-Ni ; VF-/XF+ ; 12 ; nikolay ; 46 
 2897 ; Лот монет Болгарии (10шт) ; 1962-1974 ;  ; Cu-Ni,Cu-Z ; VF/XF ; 5 ; alex995 ; 32 
 2898 ; Лот монет Дании (6шт) ; 1941-1983 ;  ; Al,Br,Cu-N ; VF-/XF- ; 29 ; strestas ; 44 
 2799 ; 5 эре. Швеция ; 1948 ;  ; Fe ; VF+ ; 10 ; nikolay ; 36 
 2800 ; 5 эре. Швеция ; 1949 ;  ; Fe ; VF-XF ; 9 ; suhua ; 39 
 2801 ; 5 эре. Швеция ; 1950 ;  ; Fe ; VF-XF ; 10 ; suhua ; 40 
 2802 ; 5 эре. Швеция ; 1950 ;  ; Br ; AU ; 21 ; nikolay ; 37 
 2803 ; 2 эре. Швеция ; 1919 ;  ; Br ; VF ; 17 ; suhua ; 50 
 2804 ; 2 эре. Швеция ; 1920 ;  ; Br ; VF- ; 28 ; nikolay ; 32 
 2805 ; 2 эре. Швеция ; 1926 ;  ; Br ; VF- ; 21 ; Dom Perignon ; 38 
 2806 ; 2 эре. Швеция ; 1927 ;  ; Br ; VF- ; 21 ; nikolay ; 36 
 2807 ; 2 эре. Швеция ; 1929 ;  ; Br ; VF- ; 9 ; nikolay ; 31 
 2808 ; 2 эре. Швеция ; 1932 ;  ; Br ; VF- ; 9 ; nikolay ; 31 
 2809 ; 2 эре. Швеция ; 1933 ;  ; Br ; VF- ; 13 ; suhua ; 115 
 2810 ; 2 эре. Швеция ; 1937 ;  ; Br ; VF- ; 11 ; nikolay ; 36 
 2811 ; 2 эре. Швеция ; 1938 ;  ; Br ; VF ; 12 ; nikolay ; 34 
 2812 ; 2 эре. Швеция ; 1939 ;  ; Br ; VF- ; 12 ; 542 ; 43 
 2813 ; 2 эре. Швеция ; 1941 ;  ; Br ; VF+ ; 16 ; Borix ; 39 
 2814 ; 2 эре. Швеция ; 1950 ;  ; Br ; XF- ; 9 ; nikolay ; 31 
 2815 ; 1 эре. Швеция ; 1910 ;  ; Br ; VF- ; 19 ; suhua ; 51 
 2816 ; 1 эре. Швеция ; 1912 ;  ; Br ; VF ; 14 ; suhua ; 46 
 2817 ; 1 эре. Швеция ; 1916 ;  ; Br ; VF- ; 13 ; nikolay ; 37 
 2818 ; 1 эре. Швеция ; 1917 ;  ; Fe ; VF- ; 47 ; jj ; 72 
 2819 ; 1 эре. Швеция ; 1919 ;  ; Fe ; VF- ; 46 ; alskr ; 102 
 2820 ; 1 эре. Швеция ; 1920 ;  ; Br ; F-VF ; 16 ; suhua ; 40 
 2821 ; 1 эре. Швеция ; 1921 ;  ; Br ; VF- ; 21 ; suhua ; 40 
 2822 ; 1 эре. Швеция ; 1922 ;  ; Br ; VF ; 11 ; suhua ; 39 
 2823 ; 1 эре. Швеция ; 1923 ;  ; Br ; VF ; 12 ; suhua ; 39 
 2824 ; 1 эре. Швеция ; 1924 ;  ; Br ; VF ; 11 ; suhua ; 39 
 2825 ; 1 эре. Швеция ; 1925 ;  ; Br ; VF ; 10 ; suhua ; 40 
 2826 ; 1 эре. Швеция ; 1926 ;  ; Br ; VF-XF ; 13 ; suhua ; 39 
 2827 ; 1 эре. Швеция ; 1927 ;  ; Br ; VF+ ; 15 ; suhua ; 39 
 2828 ; 1 эре. Швеция ; 1928 ;  ; Br ; VF- ; 16 ; suhua ; 40 
 2829 ; 1 эре. Швеция ; 1929 ;  ; Br ; VF- ; 11 ; suhua ; 39 
 2830 ; 1 эре. Швеция ; 1930 ;  ; Br ; VF ; 9 ; nikolay ; 31 
 2831 ; 1 эре. Швеция ; 1931 ;  ; Br ; VF- ; 13 ; suhua ; 39 
 2832 ; 1 эре. Швеция ; 1932 ;  ; Br ; VF- ; 13 ; suhua ; 39 
 2833 ; 1 эре. Швеция ; 1933 ;  ; Br ; VF ; 13 ; suhua ; 39 
 2834 ; 1 эре. Швеция ; 1934 ;  ; Br ; VF ; 21 ; nikolay ; 36 
 2835 ; 1 эре. Швеция ; 1935 ;  ; Br ; VF ; 15 ; suhua ; 40 
 2836 ; 1 эре. Швеция ; 1936 ;  ; Br ; VF- ; 12 ; suhua ; 39 
 2837 ; 1 эре. Швеция ; 1937 ;  ; Br ; VF+ ; 11 ; suhua ; 39 
 2838 ; 1 эре. Швеция ; 1938 ;  ; Br ; VF-XF ; 11 ; suhua ; 40 
 2839 ; 1 эре. Швеция ; 1939 ;  ; Br ; VF+ ; 21 ; suhua ; 41 
 2840 ; 1 эре. Швеция ; 1940 ;  ; Br ; VF ; 11 ; suhua ; 39 
 2841 ; 1 эре. Швеция ; 1941 ;  ; Br ; VF ; 25 ; Borix ; 51 
 2842 ; 1 эре. Швеция ; 1942 ;  ; Br ; VF+ ; 11 ; suhua ; 39 
 2843 ; 1 эре. Швеция ; 1942 ;  ; Fe ; VF+ ; 11 ; suhua ; 39 
 2844 ; 1 эре. Швеция ; 1943 ;  ; Fe ; VF+ ; 18 ; coin17 ; 39 
 2845 ; 1 эре. Швеция ; 1944 ;  ; Fe ; VF+ ; 9 ; suhua ; 39 
 2846 ; 1 эре. Швеция ; 1945 ;  ; Fe ; VF+ ; 11 ; suhua ; 38 
 2847 ; 1 эре. Швеция ; 1946 ;  ; Fe ; VF ; 9 ; suhua ; 38 
 2848 ; 1 эре. Швеция ; 1947 ;  ; Fe ; VF-XF ; 9 ; suhua ; 37 
 2749 ; 5 центов. Канада ; 1972 ;  ; Cu-Ni ; VF+ ; 14 ; nikolay ; 18 
 2750 ; 2 эре. Норвегия ; 1922 ;  ; Br ; VF ; 20 ; suhua ; 44 
 2751 ; 2 эре. Норвегия ; 1952 ;  ; Br ; VF ; 28 ; suhua ; 38 
 2752 ; 2.5 эскудо. Ангола ; 1956 ;  ; Cu-Ni ; VF+ ; 29 ; егор ; 100 
 2753 ; 6 пенсов. Великобритания ; 1953 ;  ; Cu-Ni ; VF+ ; 17 ; alskr ; 22 
 2754 ; 6 пенсов. Великобритания ; 1959 ;  ; Cu-Ni ; VF ; 17 ; alex995 ; 18 
 2755 ; 5 эре. Норвегия ; 1963 ;  ; Br ; VF ; 16 ; suhua ; 39 
 2756 ; 5 эре. Норвегия ; 1971 ;  ; Br ; VF-XF ; 11 ; suhua ; 39 
 2757 ; 10 йен. Япония ; 20 век ;  ; Br ; VF-XF ; 6 ; Rober ; 12 
 2758 ; 10 йен. Япония ; 20 век ;  ; Br ; XF ; 13 ; Rober ; 13 
 2759 ; 25 эре. Дания ; 1958 ;  ; Cu-Ni ; VF-XF ; 35 ; suhua ; 100 
 2760 ; 25 эре. Норвегия ; 1947 ;  ; Cu-Ni ; VF ; 9 ; suhua ; 44 
 2761 ; 5 сентаво. Перу ; 1970 ;  ; Латунь ; XF+ ; 8 ; ask ; 27 
 2762 ; 2 евроцента. Финляндия ; 2003 ;  ; Cu/St ; AU ; 43 ; scop ; 53 
 2763 ; 1 евроцент. Финляндия ; 1999 ;  ; Cu/St ; AU ; 17 ; Sky2 ; 25 
 2764 ; 1 евроцент. Финляндия ; 2003 ;  ; Cu/St ; AU ; 28 ; scop ; 51 
 2765 ; Фартинг. Великобритания ; 1937 ;  ; Br ; VF-XF ; 11 ; Al0851 ; 26 
 2766 ; Фартинг. Великобритания ; 1938 ;  ; Br ; VF-XF ; 11 ; faga2003 ; 19 
 2767 ; Фартинг. Великобритания ; 1939 ;  ; Br ; XF- ; 8 ; CoBan ; 21 
 2768 ; Фартинг. Великобритания ; 1940 ;  ; Br ; VF-XF ; 7 ; Al0851 ; 19 
 2769 ; Фартинг. Великобритания ; 1941 ;  ; Br ; XF ; 7 ; alex995 ; 16 
 2770 ; Фартинг. Великобритания ; 1942 ;  ; Br ; XF- ; 12 ; gematogen ; 23 
 2771 ; Фартинг. Великобритания ; 1943 ;  ; Br ; VF-XF ; 6 ; koga ; 18 
 2772 ; Фартинг. Великобритания ; 1944 ;  ; Br ; VF-XF ; 8 ; Komod ; 19 
 2773 ; Фартинг. Великобритания ; 1945 ;  ; Br ; XF- ; 11 ; Tarkus ; 19 
 2774 ; Фартинг. Великобритания ; 1946 ;  ; Br ; VF ; 6 ; alex995 ; 16 
 2775 ; Фартинг. Великобритания ; 1947 ;  ; Br ; XF- ; 5 ; Юджин ; 73 
 2776 ; Фартинг. Великобритания ; 1948 ;  ; Br ; XF- ; 7 ; alex995 ; 15 
 2777 ; Фартинг. Великобритания ; 1949 ;  ; Br ; VF+ ; 15 ; Al0851 ; 134 
 2778 ; Фартинг. Великобритания ; 1950 ;  ; Br ; VF-XF ; 4 ; Al0851 ; 19 
 2779 ; Фартинг. Великобритания ; 1951 ;  ; Br ; XF ; 16 ; Al0851 ; 113 
 2780 ; Фартинг. Великобритания ; 1952 ;  ; Br ; XF ; 14 ; Dim888 ; 34 
 2781 ; 5 эре. Швеция ; 1920 ;  ; Br ; VF ; 14 ; nikolay ; 37 
 2782 ; 5 эре. Швеция ; 1921 ;  ; Br ; VF- ; 22 ; suhua ; 130 
 2783 ; 5 эре. Швеция ; 1924 ;  ; Br ; VF- ; 23 ; suhua ; 124 
 2784 ; 5 эре. Швеция ; 1925 ;  ; Br ; VF- ; 14 ; 542 ; 46 
 2785 ; 5 эре. Швеция ; 1926 ;  ; Br ; VF- ; 25 ; 542 ; 45 
 2786 ; 5 эре. Швеция ; 1932 ;  ; Br ; F+ ; 17 ; 542 ; 45 
 2787 ; 5 эре. Швеция ; 1934 ;  ; Br ; VF- ; 14 ; suhua ; 124 
 2788 ; 5 эре. Швеция ; 1935 ;  ; Br ; VF- ; 18 ; suhua ; 124 
 2789 ; 5 эре. Швеция ; 1936 ;  ; Br ; VF ; 14 ; suhua ; 124 
 2790 ; 5 эре. Швеция ; 1937 ;  ; Br ; VF- ; 13 ; nikolay ; 35 
 2791 ; 5 эре. Швеция ; 1938 ;  ; Br ; VF ; 15 ; nikolay ; 40 
 2792 ; 5 эре. Швеция ; 1940 ;  ; Br ; VF ; 24 ; nikolay ; 37 
 2793 ; 5 эре. Швеция ; 1942 ;  ; Fe ; VF+ ; 31 ; Borix ; 62 
 2794 ; 5 эре. Швеция ; 1943 ;  ; Fe ; VF+ ; 22 ; suhua ; 41 
 2795 ; 5 эре. Швеция ; 1944 ;  ; Fe ; VF+ ; 19 ; suhua ; 123 
 2796 ; 5 эре. Швеция ; 1945 ;  ; Fe ; VF+ ; 16 ; suhua ; 124 
 2797 ; 5 эре. Швеция ; 1946 ;  ; Fe ; VF+ ; 16 ; nikolay ; 36 
 2798 ; 5 эре. Швеция ; 1947 ;  ; Fe ; VF-XF ; 7 ; suhua ; 39 
 2699 ; Фартинг. Великобритания ; 1941 ;  ; Br ; XF- ; 24 ; Al0851 ; 36 
 2700 ; Фартинг. Великобритания ; 1943 ;  ; Br ; VF-XF ; 17 ; меркурий ; 22 
 2701 ; Фартинг. Великобритания ; 1948 ;  ; Br ; VF+ ; 9 ; меркурий ; 19 
 2702 ; 1 дайм. США. Меркури ; 1942S ;  ; Ag ; F-VF ; 17 ; Sky2 ; 63 
 2703 ; 1 дайм. США. Меркури ; 1942 ;  ; Ag ; VF- ; 32 ; juchok_93rus ; 98 
 2704 ; 1 дайм. США. Меркури ; 1945D ;  ; Ag ; VF ; 22 ; меркурий ; 69 
 2705 ; 1 дайм. США. Меркури ; 1944 ;  ; Ag ; VF- ; 48 ; Sky2 ; 59 
 2706 ; 1 дайм. США. Меркури ; 1942D ;  ; Ag ; F-VF ; 26 ; Sky2 ; 82 
 2707 ; 1 дайм. США. Меркури ; 1941 ;  ; Ag ; VF- ; 28 ; kraizer ; 70 
 2708 ; 1 дайм. США. Меркури ; 1943 ;  ; Ag ; VF- ; 17 ; Sky2 ; 63 
 2709 ; 1 дайм. США. Меркури ; 1945 ;  ; Ag ; VF- ; 22 ; Sky2 ; 57 
 2710 ; 10 центов. Канада ; 1968 ;  ; Ag ; AU ; 27 ; kamensk61 ; 123 
 2711 ; 10 центов. Канада ; 1968 ;  ; Ag ; VF+ ; 35 ; Sky2 ; 59 
 2712 ; 1 фунт. Ирландия ; 1990 ;  ; Cu-Ni ; VF+ ; 36 ; Smergol ; 94 
 2713 ; 10 центов. Австралия ; 1998 ;  ; Cu-Ni ; XF ; 8 ; TanechkaRE ; 31 
 2714 ; 5 сентаво. Бразилия ; 2005 ;  ; Cu/St ; XF+ ; 10 ; Dom Perignon ; 26 
 2715 ; 10 сентаво. Бразилия ; 1998 ;  ; Латунь ; AU ; 7 ; ask ; 18 
 2716 ; 5 песо. Филиппины ; 2003 ;  ; Латунь ; AU ; 20 ; ask ; 28 
 2717 ; 5 долларов. Ямайка ; 1995 ;  ; Cu-Ni ; XF ; 25 ; Dom Perignon ; 60 
 2718 ; 100 рупий. Индонезия ; 1997 ;  ; Al/Br ; AU ; 25 ; tau ; 42 
 2719 ; 500 рупий. Индонезия ; 1997 ;  ; Al/Br ; VF-XF ; 24 ; vc57 ; 43 
 2720 ; 50 драхм. Греция. 150 лет конституции ; 1994 ;  ; Латунь ; AU ; 57 ; клок ; 155 
 2721 ; 10 филс. Ирак ; 1979 ;  ; St ; XF+ ; 27 ; Николай 81 ; 32 
 2722 ; 10 филс. Ирак ; 1981 ;  ; St ; XF+ ; 19 ; Николай 81 ; 40 
 2723 ; 25 филс. Ирак ; 1981 ;  ; Cu-Ni ; AU ; 30 ; Николай 81 ; 32 
 2724 ; 1 рупия. Индия ; 1998 ;  ; St ; AU ; 5 ; !give me! ; 12 
 2725 ; 100 рупий. Индонезия ; 1978 ;  ; Cu-Ni ; VF- ; 7 ; ask ; 31 
 2726 ; 50 бин лир. Турция ; 2000 ;  ; Cu-Ni ; F-VF ; 4 ; alex995 ; 12 
 2727 ; 2 злотых. Польша ; 1995 ;  ; Би/м ; VF ; 22 ; xct ; 41 
 2728 ; 10 йен. Япония ; 20 век ;  ; Br ; VF+ ; 15 ; Rober ; 33 
 2729 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; VF- ; 19 ; suhua ; 255 
 2730 ; 6 пенсов. Великобритания ; 1937 ;  ; Ag ; VF- ; 50 ; kraizer ; 60 
 2731 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF- ; 10 ; kraizer ; 60 
 2732 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF- ; 25 ; Sterh ; 39 
 2733 ; 6 пенсов. Великобритания ; 1929 ;  ; Ag ; F-VF ; 39 ; alskr ; 53 
 2734 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; F-VF ; 23 ; Sterh ; 35 
 2735 ; Фартинг. Великобритания ; 1943 ;  ; Br ; VF+ ; 15 ; dsidorov ; 19 
 2736 ; 10 франков. Франция ; 1975 ;  ; Ni/латунь ; XF+ ; 20 ; Shrrv ; 19 
 2737 ; 1 шиллинг. Великобритания ; 1955 ;  ; Cu-Ni ; VF-XF ; 20 ; JonSamyrai ; 50 
 2738 ; 1 шиллинг. Великобритания ; 1959 ;  ; Cu-Ni ; VF+ ; 16 ; alex995 ; 16 
 2739 ; 1 шиллинг. Великобритания ; 1961 ;  ; Cu-Ni ; VF-XF ; 13 ; Dim888 ; 31 
 2740 ; 1 шиллинг. Великобритания ; 1962 ;  ; Cu-Ni ; VF-XF ; 8 ; VR62 ; 31 
 2741 ; 1 шиллинг. Великобритания ; 1963 ;  ; Cu-Ni ; VF-XF ; 15 ; alex995 ; 19 
 2742 ; 2 шиллинга. Великобритания ; 1944 ;  ; Ag ; VF ; 17 ; Al0851 ; 131 
 2743 ; 20 сенти. Эстония ; 1935 ;  ; Ni-Br ; VF ; 65 ; alex 77 ; 77 
 2744 ; 10 сенти. Эстония ; 1931 ;  ; Ni-Br ; VF ; 13 ; gematogen ; 61 
 2745 ; 5 сенти. Эстония ; 1931 ;  ; Br ; VF- ; 13 ; suhua ; 54 
 2746 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF+ ; 27 ; ANK ; 51 
 2747 ; 1 сенти. Эстония ; 1929 ;  ; Br ; F-VF ; 8 ; nekff ; 26 
 2748 ; 5 центов. Канада ; 1958 ;  ; Cu-Ni ; XF- ; 15 ; Viktor58 ; 65 
 2649 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; VF- ; 13 ; max8888 ; 34 
 2650 ; 6 пенсов. Великобритания ; 1937 ;  ; Ag ; VF+ ; 14 ; suhua ; 70 
 2651 ; 6 пенсов. Великобритания ; 1938 ;  ; Ag ; VF+ ; 10 ; suhua ; 60 
 2652 ; 6 пенсов. Великобритания ; 1939 ;  ; Ag ; VF+ ; 12 ; suhua ; 79 
 2653 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF- ; 11 ; dsidorov ; 64 
 2654 ; 6 пенсов. Великобритания ; 1941 ;  ; Ag ; VF- ; 11 ; Al0851 ; 62 
 2655 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; VF- ; 10 ; Dom Perignon ; 51 
 2656 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF- ; 25 ; kraizer ; 55 
 2657 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF- ; 16 ; Dom Perignon ; 37 
 2658 ; 6 пенсов. Великобритания ; 1945 ;  ; Ag ; VF- ; 10 ; suhua ; 62 
 2659 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF- ; 12 ; max8888 ; 62 
 2660 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; VF- ; 26 ; faga2003 ; 51 
 2661 ; 3 пенса. Великобритания ; 1917 ;  ; Ag ; VF ; 23 ; Dom Perignon ; 50 
 2662 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF ; 28 ; Dom Perignon ; 53 
 2663 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF- ; 19 ; suhua ; 39 
 2664 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF+ ; 47 ; Dom Perignon ; 63 
 2665 ; 3 пенса. Великобритания ; 1921 ;  ; Ag ; F-VF ; 10 ; kraizer ; 35 
 2666 ; 3 пенса. Великобритания ; 1922 ;  ; Ag ; VF- ; 9 ; suhua ; 45 
 2667 ; 3 пенса. Великобритания ; 1931 ;  ; Ag ; VF- ; 29 ; Dom Perignon ; 39 
 2668 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; VF ; 13 ; Sterh ; 32 
 2669 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF- ; 28 ; Dom Perignon ; 37 
 2670 ; 3 пенса. Великобритания ; 1934 ;  ; Ag ; VF+ ; 12 ; Sterh ; 33 
 2671 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; VF ; 24 ; Sterh ; 31 
 2672 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; VF+ ; 5 ; Rober ; 31 
 2673 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; VF ; 8 ; Dom Perignon ; 35 
 2674 ; 3 пенса. Великобритания ; 1938 ;  ; Ag ; VF- ; 15 ; Dom Perignon ; 60 
 2675 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; VF- ; 11 ; max8888 ; 36 
 2676 ; 1/2 кроны. Великобритания ; 1887 ;  ; Ag ; AU ; 61 ; k212 ; 4604 
 2677 ; 1 флорин. Великобритания ; 1887 ;  ; Ag ; XF/AU ; 44 ; BVA ; 1438 
 2678 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 65 ; BVA ; 102 
 2679 ; 1 крона. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; AU ; 48 ; suhua ; 408 
 2680 ; 1 крона. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; AU ; 95 ; BVA ; 408 
 2681 ; 1/2 кроны. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 112 ; suhua ; 369 
 2682 ; 2 шиллинга. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 89 ; dimitri ; 201 
 2683 ; 1 шиллинг. Великобритания. Шотландский герб ; 1953 ;  ; Cu-Ni ; AU ; 12 ; suhua ; 204 
 2684 ; 1 шиллинг. Великобритания. Шотландский герб ; 1953 ;  ; Cu-Ni ; AU ; 88 ; Alexdav ; 204 
