 5909 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; aleksander2015 ; 36 
 3216 ; 1 доллар. США. Новый мемориальный комплекс для женщин проходивших воинскую службу ; 1994 ;  ; Ag ; Proof ; 32 ; Fliege1 ; 1760 
 3217 ; 100 марок. Финляндия. 100 лет с рождения Арттури Илмари Виртанена ; 1995 ;  ; Ag ; AU ; 36 ; стадник ; 1623 
 3218 ; 100 марок. Финляндия. 125 лет со дня рождения оперной певицы Айно Акте ; 2001 ;  ; Ag ; AU ; 24 ; нионила ; 1393 
 3219 ; 25 марок. Финляндия. 750 лет Турку ; 1979 ;  ; Ag ; AU ; 22 ; vihufa ; 695 
 3220 ; 50 марок. Финляндия. 80-летие президента Кекконена ; 1981 ;  ; Ag ; AU ; 38 ; water spirit ; 707 
 3221 ; 50 марок. Финляндия. Чемпионат мира по легкой атлетике ; 1983 ;  ; Ag ; AU ; 18 ; boroda ; 520 
 3222 ; 25 марок. Финляндия. Чемпионатмира по лыжным видам спорта ; 1978 ;  ; Ag ; AU ; 24 ; water spirit ; 663 
 3223 ; 10 марок. Финляндия. 60-летие независимости ; 1977 ;  ; Ag ; AU ; 14 ; water spirit ; 619 
 3224 ; 100 марок. Финляндия. Чемпионат мира по лыжным видам спорта ; 1989 ;  ; Ag ; AU ; 33 ; water spirit ; 1173 
 3225 ; 1/2 доллара. США ; 1964 ;  ; Ag ; AU ; 21 ; water spirit ; 459 
 3226 ; 2-1/2 гульдена. Нидерланды ; 1962 ;  ; Ag ; XF- ; 27 ; zsefvg ; 552 
 3227 ; 100 леа. Болгария ; 1934 ;  ; Ag ; XF- ; 8 ; Mike! ; 809 
 3228 ; 100 песет. Испания ; 1966 ;  ; Ag ; XF ; 39 ; Ходор ; 801 
 3229 ; 1 песо. Мексика ; 1961 ;  ; Ag ; XF ; 15 ; Один54 ; 300 
 3230 ; 5 злотых. Польша. Легионерский орел ; 1934 ;  ; Ag ; XF- ; 103 ; Victory-2001 ; 2378 
 3231 ; 5 марок. ФРГ ; 1951F ;  ; Ag ; VF ; 18 ; Один54 ; 350 
 3232 ; 5 марок. ФРГ ; 1958D ;  ; Ag ; VF ; 14 ; Один54 ; 350 
 3233 ; 5 марок. ФРГ ; 1973F ;  ; Ag ; VF ; 12 ; Один54 ; 350 
 3234 ; 5 марок. ФРГ. Иоганн Готтлиб Фитх ; 1964J ;  ; Ag ; XF+ ; 66 ; Victory-2001 ; 2876 
 3235 ; 5 марок. ФРГ. Райффайзен ; 1968J ;  ; Ag ; XF ; 17 ; Метро62 ; 444 
 3236 ; 2 шиллинга. Великобритания ; 1939 ;  ; Ag ; VF ; 11 ; Один54 ; 350 
 3237 ; 2 шиллинга. Великобритания ; 1938 ;  ; Ag ; VF ; 13 ; Mike! ; 362 
 3238 ; 10 шиллингов. Австрия ; 1964 ;  ; Ag ; VF-XF ; 8 ; Mike! ; 133 
 3239 ; 25 шиллингов. Австрия. Театр Вены ; 1955 ;  ; Ag ; AU ; 41 ; water spirit ; 570 
 3240 ; 25 шиллингов. Австрия. Фердинанд Раймунд ; 1966 ;  ; Ag ; Proof ; 13 ; water spirit ; 500 
 3241 ; 25 шиллингов. Австрия. Техническая высшая школа ; 1965 ;  ; Ag ; Proof ; 13 ; water spirit ; 500 
 3242 ; 10 марок. ФРГ. Тевтонский орден ; 1990J ;  ; Ag ; AU ; 28 ; dencon ; 612 
 3243 ; 25 шиллингов. Австрия. Гриллпарцер ; 1964 ;  ; Ag ; XF+ ; 19 ; water spirit ; 500 
 3244 ; 10 франков. Франция ; 1932 ;  ; Ag ; VF+ ; 12 ; Mike! ; 370 
 3245 ; 10 франков. Франция ; 1930 ;  ; Ag ; VF+ ; 9 ; Mike! ; 377 
 3246 ; 1 флорин. Австрия ; 1878 ;  ; Ag ; XF+ ; 22 ; Mike! ; 950 
 3247 ; 5 франков. Швейцария ; 1954 ;  ; Ag ; VF ; 16 ; Mike! ; 532 
 3248 ; 2 злотых. Польша ; 1933 ;  ; Ag ; F+ ; 17 ; shaxter2015 ; 190 
 3249 ; 2 динара. Сербия ; 1904 ;  ; Ag ; VF+ ; 46 ; Mike! ; 738 
 3250 ; 1 шиллинг. Австрия ; 1925 ;  ; Ag ; VF+ ; 11 ; Mike! ; 227 
 3251 ; 1 шиллинг. Австрия ; 1926 ;  ; Ag ; VF+ ; 26 ; dim66 ; 306 
 3252 ; 2000 рейс. Бразилия ; 1925 ;  ; Ag ; VF+ ; 62 ; Bronco ; 1159 
 3253 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF- ; 27 ; 000SABik ; 297 
 3254 ; 6 пенсов. Австралия ; 1943 ;  ; Ag ; XF- ; 21 ; Mike! ; 175 
 3255 ; 1 куруш. Турция ; 1293 ;  ; Ag ; XF ; 11 ; Mike! ; 182 
 3256 ; 1/2 шиллинга. Австрия ; 1925 ;  ; Ag ; XF+ ; 19 ; shaxter2015 ; 254 
 3257 ; 1 дайм. США ; 1943 ;  ; Ag ; VF+ ; 26 ; АЛЕКСАНДР72 ; 200 
 3258 ; 5 куруш. Турция ; 1938 ;  ; Ag ; F+ ; 9 ; Mike! ; 181 
 3259 ; 10 центов. Канада. 100 лет конфедерации ; 1967 ;  ; Ag ; VF ; 13 ; Один54 ; 150 
 3260 ; 1 пенго. Венгрия ; 1926 ;  ; Ag ; F ; 21 ; кот баюн ; 200 
 3261 ; 10 центов. Канада ; 1965 ;  ; Ag ; VF-XF ; 30 ; nfandeev ; 180 
 3162 ; 2 кроны. Швеция ; 1939 ;  ; Ag ; AU ; 15 ; remetalk ; 932 
 3163 ; 2 кроны. Швеция ; 1936 ;  ; Ag ; XF+ ; 17 ; я8844 ; 783 
 3164 ; 2 кроны. Швеция. 25 лет правления Короля Оскара II ; 1897 ;  ; Ag ; XF+ ; 31 ; shaxter2015 ; 1200 
 3165 ; 2 кроны. Швеция. Золотой юбилей свадьбы Оскара II и Софии ; 1907 ;  ; Ag ; AU ; 27 ; vihufa ; 1183 
 3166 ; 2 кроны. Швеция. 300-летие смерти Густава II Адольфа ; 1932 ;  ; Ag ; AU ; 30 ; mm34 ; 1122 
 3167 ; 2 кроны. Швеция. 300-летие образования поселения Делавэр ; 1938 ;  ; Ag ; XF+ ; 17 ; mm34 ; 729 
 3168 ; 2 кроны. Швеция. 400 лет политической свободе ; 1921 ;  ; Ag ; AU ; 24 ; mm34 ; 902 
 3169 ; 5 крон. Дания. Серебряная свадьба короля Фредерика IX и королевы Ингрид ; 1960 ;  ; Ag ; AU ; 32 ; vihufa ; 815 
 3170 ; 5 марок. ФРГ. XX Олимпийские игры ; 1972J ;  ; Ag ; AU ; 40 ; Victory-2001 ; 489 
 3171 ; 1 гульден. Нидерланды ; 1955 ;  ; Ag ; XF ; 8 ; rem ; 152 
 3172 ; 1 гульден. Нидерланды ; 1957 ;  ; Ag ; XF ; 7 ; rem ; 152 
 3173 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; XF ; 8 ; rem ; 152 
 3174 ; 1 гульден. Нидерланды ; 1958 ;  ; Ag ; XF ; 10 ; кот баюн ; 168 
 3175 ; 25 центов. Канада ; 1951 ;  ; Ag ; VF- ; 11 ; ек ; 144 
 3176 ; 25 центов. Канада ; 1943 ;  ; Ag ; VF- ; 15 ; salim ; 165 
 3177 ; 10 центов. Канада ; 1966 ;  ; Ag ; VF ; 20 ; я8844 ; 93 
 3178 ; 10 центов. Канада ; 1956 ;  ; Ag ; VF ; 5 ; Один54 ; 100 
 3179 ; 6 пенсов. Австралия ; 1943 ;  ; Ag ; XF ; 14 ; Один54 ; 144 
 3180 ; 6 пенсов. Австралия ; 1942 ;  ; Ag ; XF ; 10 ; 47154 ; 113 
 3181 ; 3 пенса. Австралия ; 1943 ;  ; Ag ; XF+ ; 20 ; sax ; 155 
 3182 ; 3 пенса. Австралия ; 1942 ;  ; Ag ; XF ; 11 ; 47154 ; 126 
 3183 ; 6 пенсов. Южная Африка ; 1950 ;  ; Ag ; VF ; 11 ; Ходор ; 204 
 3184 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF ; 12 ; Один54 ; 124 
 3185 ; 3 пенса. Великобритания ; 1937 ;  ; Ag ; XF ; 8 ; Хемуль ; 104 
 3186 ; 50 эре. Швеция ; 1956 ;  ; Ag ; VF+ ; 10 ; АЛЕКСАНДР72 ; 114 
 3187 ; 2 кроны. Швеция. 300-летие смерти Густава II Адольфа ; 1932 ;  ; Ag ; AU ; 24 ; tamsimun ; 1022 
 3188 ; 2 кроны. Швеция. Золотой юбилей свадьбы Оскара II и Софии ; 1907 ;  ; Ag ; AU ; 28 ; mm34 ; 1251 
 3189 ; 25 центов. Канада ; 1964 ;  ; Ag ; VF+ ; 5 ; я8844 ; 114 
 3190 ; 2 злотых. Польша ; 1936 ;  ; Ag ; XF- ; 50 ; Атлантик ; 645 
 3191 ; 1 доллар. Либерия. Чемпионат Европы по футболу ; 2007 ;  ; Ag ; AU ; 24 ; mountblade ; 1326 
 3192 ; 1/4 доллара. США ; 2011 ;  ; Ag ; Proof ; 31 ; CASH ; 363 
 3193 ; 2 доллара. Фиджи. Чемпионат мира по футболу в Германияя в 2006г. ; 2004 ;  ; Ag ; Proof ; 36 ; football ; 1800 
 3194 ; 500 квача. Замбия. Чемпионат мира по футболу ; 2001 ;  ; Ag ; Proof ; 24 ; mountblade ; 1734 
 3195 ; 2 доллара. О-ва Кука. Чемпионат мира по футболу в Германии в 2006г. ; 2002 ;  ; Ag ; Proof ; 36 ; football ; 1020 
 3196 ; 8 евро. Португалия. Чемпионат Европы по футболу в 2004г. ; 2003 ;  ; Ag ; XF+ ; 41 ; mountblade ; 1734 
 3197 ; 2 ранда. ЮАР. Чемпионат мира по футболу в Германии ; 2006 ;  ; Ag ; Proof ; 41 ; mountblade ; 2754 
 3198 ; 1 песо. Куба. Чемпионат мира по футболу ; 1986 ;  ; Cu-Ni ; AU ; 31 ; mountblade ; 496 
 3199 ; 5 долларов. Либерия. Чемпионат мира по футболу ; 2003 ;  ; Cu-Ni ; AU ; 45 ; mountblade ; 918 
 3200 ; 5 долларов. Либерия. Чемпионат мира по футболу ; 2003 ;  ; Cu-Ni ; AU ; 42 ; football ; 837 
 3201 ; 1 франк. Албания ; 1935 ;  ; Ag ; VF+ ; 25 ; unix ; 755 
 3202 ; 5 лир. Италия ; 1927 ;  ; Ag ; XF- ; 13 ; rem ; 313 
 3203 ; 25 эре. Швеция ; 1930 ;  ; Ag ; VF ; 26 ; АЛЕКСАНДР72 ; 233 
 3204 ; 5 марок. ФРГ ; 1951G ;  ; Ag ; VF+ ; 39 ; boroda ; 355 
 3205 ; 1000 марок. Финляндия. 100 лет ; 1960 ;  ; Ag ; XF+ ; 43 ; vihufa ; 1120 
 3206 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF ; 7 ; Хемуль ; 102 
 3207 ; 500 марок. Финляндия ; 1952 ;  ; Ag ; VF-XF ; 44 ; boroda ; 962 
 3208 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; VF+ ; 11 ; shaxter2015 ; 102 
 3209 ; 1 марка. Финляндия ; 1966 ;  ; Ag ; VF+ ; 10 ; Один54 ; 100 
 3210 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; VF+ ; 8 ; Один54 ; 100 
 3211 ; 1 марка. Финляндия ; 1964 ;  ; Ag ; VF+ ; 8 ; Один54 ; 100 
 3112 ; 2 кроны. Швеция. ; 1945 ;  ; Ag ; AU ; 11 ; xxxl ; 257 
 3113 ; 1 крона. Швеция ; 1966 ;  ; Ag ; AU ; 16 ; ervin ; 102 
 3114 ; 1 крона. Швеция ; 1957 ;  ; Ag ; AU ; 11 ; ervin ; 98 
 3115 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; UNC/AU ; 39 ; SKeeper ; 231 
 3116 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; UNC/AU ; 39 ; olgont ; 257 
 3117 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; UNC/AU ; 42 ; olgont ; 283 
 3118 ; 3 байоччи. Республика Рим ; 1849 ;  ; Cu ; XF ; 48 ; ALEK98 ; 3187 
 3119 ; 4 сольди. Ватикан ; 1866 ;  ; Cu ; VF+ ; 38 ; dmivanych ; 1241 
 3120 ; Байоччи. Ватикан ; 1831 ;  ; Cu ; AU ; 78 ; агент Холдер ; 2249 
 3121 ; Десиме. Монако ; 1838 ;  ; Cu ; VF+ ; 25 ; kont ; 2392 
 3122 ; 10 рупии. Маврикия ; 1971 ;  ; Cu-Ni ; XF+ ; 26 ; sax ; 1428 
 3123 ; Фартинг. Великобритания ; 1866 ;  ; Br ; XF ; 40 ; igor26 ; 532 
 3124 ; 1/2 фартинга. Великобритания ; 1844 ;  ; Br ; XF ; 41 ; dmivanych ; 1134 
 3125 ; 1/3 фартинга. Великобритания ; 1881 ;  ; Br ; XF+ ; 46 ; sax ; 1887 
 3126 ; 3 сентесими. Франция ; 1812 ;  ; Cu ; VF+ ; 27 ; агент Холдер ; 1122 
 3127 ; Сольдо. Франция ; 1811 ;  ; Cu ; VF+ ; 46 ; 1023oxana ; 1120 
 3128 ; Лиард. Бельгия. Льеж ; 1751 ;  ; Cu ; VF+ ; 46 ; vesta78 ; 687 
 3129 ; 3 соля. Франция ; 1779 ;  ; Ag ; VF- ; 49 ; Alexdav ; 2494 
 3130 ; 1 соль. Франция ; 1793 ;  ; Cu ; F-VF ; 70 ; $$$ ; 2890 
 3131 ; 1 соль. Франция ; 1791 ;  ; Cu ; VF ; 34 ; kont ; 1797 
 3132 ; 1/20 реала. Испания ; 1852 ;  ; Br ; VF- ; 25 ; mkm1968 ; 579 
 3133 ; Монета. Индия ;  ;  ; Br ; F+ ; 28 ; Monata ; 603 
 3134 ; Монета. Индия ;  ;  ; Br ; F-VF ; 32 ; dmivanych ; 750 
 3135 ; Лиард. Австрийские Нидерланды ; 1778 ;  ; Cu ; XF ; 90 ; агент Холдер ; 1563 
 3136 ; Лиард. Австрийские Нидерланды ; 1794 ;  ; Cu ; XF ; 52 ; агент Холдер ; 1636 
 3137 ; 5 дирхамов. Марокко ; 1975 ;  ; Cu-Ni ; XF ; 21 ; трутень ; 522 
 3138 ; 1 пфенниг. Германия ; 1938E ;  ; Br ; XF ; 50 ; Атлантик ; 170 
 3139 ; 1 пфенниг. Германия ; 1903F ;  ; Br ; VF-XF ; 24 ; solder13 ; 102 
 3140 ; 1 пфенниг. Веймар ; 1936A ;  ; Br ; XF ; 20 ; killer777 ; 35 
 3141 ; 1 пфенниг. Веймар ; 1936J ;  ; Br ; XF- ; 37 ; Jauho ; 101 
 3142 ; 2 пфеннига. Веймар ; 1906A ;  ; Br ; VF+ ; 22 ; sever55 ; 51 
 3143 ; 1 доллар. Британская Канада. Универсиада в Эдмонтоне ; 1983 ;  ; Ag ; Proof ; 31 ; water spirit ; 900 
 3144 ; 1 доллар. Британская Канада. 100 лет Виннипегу ; 1974 ;  ; Ag ; Proof ; 35 ; water spirit ; 900 
 3145 ; 1 доллар. Британская Канада. Игры содружества в Эдмонтоне ; 1978 ;  ; Ag ; AU ; 13 ; water spirit ; 900 
 3146 ; 10 евро Португалия ; 2003 ;  ; Ag ; AU ; 26 ; asm1048576 ; 1075 
 3147 ; 2 пенса. Великобритания ; 1837 ;  ; Ag ; AU ; 55 ; sax ; 2273 
 3148 ; 3 пенса. Британская Западная Африка. Георг V ; 1917 ;  ; Ag ; XF ; 42 ; Zигзаг ; 708 
 3149 ; 1 шиллинг. Великобритания. Георг V ; 1916 ;  ; Ag ; VF ; 39 ; SKeeper ; 257 
 3150 ; 6 пенсов. Великобритания. Георг V ; 1931 ;  ; Ag ; VF- ; 7 ; shtainn ; 153 
 3151 ; 3 пенса. Великобритания. Георг V ; 1936 ;  ; Ag ; VF-XF ; 15 ; Один54 ; 130 
 3152 ; 1 доллар. США ; 1921 ;  ; Ag ; VF-XF ; 27 ; джон08 ; 1542 
 3153 ; 5 франков. Швейцария ; 1932В ;  ; Ag ; VF ; 15 ; Al777 ; 567 
 3154 ; 2 франка. Швейцария ; 1921В ;  ; Ag ; VF ; 7 ; aleksss ; 300 
 3155 ; 5 песет. Испания. Альфонс XIII ; 1884 ;  ; Ag ; VF ; 19 ; chag1985 ; 1389 
 3156 ; 1 фунт. Египет. Президент Насер ; 1970 ;  ; Ag ; XF+ ; 36 ; dimko ; 1224 
 3157 ; 1 флорин. Великобритания. Георг V ; 1936 ;  ; Ag ; VF-XF ; 25 ; Хемуль ; 397 
 3158 ; 5 франков. Франция. Луи Филипп I ; 1844W ;  ; Ag ; VF ; 24 ; купчиха7 ; 1266 
 3159 ; 1-1/2 евро. Франция. Расширение Евросоюза ; 2004 ;  ; Ag ; Proof ; 12 ; water spirit ; 1122 
 3160 ; 2 кроны. Швеция ; 1907 ;  ; Ag ; VF- ; 21 ; vb96 ; 816 
 3161 ; 2 кроны. Швеция ; 1876 ;  ; Ag ; VF ; 15 ; vb96 ; 816 
 3062 ; 5 сентесими. Австрия ; 1852 ;  ; Br ; XF ; 35 ; dmivanych ; 1270 
 3063 ; 3 сентесими. Австрия ; 1852 ;  ; Br ; XF+ ; 34 ; $$$ ; 2345 
 3064 ; Байоччи. Ватикан ; 1844 ;  ; Br ; AU ; 66 ; ZOLTAN333 ; 2171 
 3065 ; 1/2 цента. Нидерланды ; 1891 ;  ; Br ; XF ; 30 ; Magger ; 227 
 3066 ; 1 цент. Нидерланды ; 1878 ;  ; Br ; AU ; 23 ; sax ; 227 
 3067 ; 8 мараведи. Испания ; 1840 ;  ; Cu ; XF ; 66 ; сама71 ; 2392 
 3068 ; Фартинг. Великобритания ; 1823 ;  ; Br ; VF+ ; 44 ; dmivanych ; 1587 
 3069 ; 1 далер. Швеция ; 1718 ;  ; Cu ; F-VF ; 31 ; apelsinov ; 885 
 3070 ; 1 далер. Швеция ; 1717 ;  ; Cu ; VF- ; 63 ; Александр007 ; 903 
 3071 ; 1 цент. Нидерландская Индия ; 1859 ;  ; Br ; XF ; 31 ; 1000 ; 453 
 3072 ; 10 пфенниг. Данциг ; 1923 ;  ; Cu-Ni ; VF+ ; 29 ; Атлантик ; 371 
 3073 ; 1 ригсмонтскиллинг. Дания ; 1856 ;  ; Br ; VF-XF ; 20 ; кот баюн ; 139 
 3074 ; 5 лир. Италия ; 1927 ;  ; Ag ; VF-XF ; 29 ; Magger ; 365 
 3075 ; 10 крейцеров. Авсрия ; 1870 ;  ; Ag ; XF- ; 19 ; shaxter2015 ; 280 
 3076 ; 20 монго. Монголия ; 1925 ;  ; Ag ; VF+ ; 30 ; Волк33 ; 634 
 3077 ; 1,5 евро. Австрия. Венская филармония ; 2014 ;  ; Ag ; AU ; 16 ; Мотя ; 1281 
 3078 ; 1 доллар. США ; 2014 ;  ; Ag ; AU ; 20 ; джон08 ; 1405 
 3079 ; 1,5 евро. Австрия. Венская филармония ; 2014 ;  ; Ag ; AU ; 31 ; water spirit ; 1307 
 3080 ; 1 доллар. США ; 2014 ;  ; Ag ; AU ; 17 ; Мотя ; 1338 
 3081 ; 10 куруш. Турция ; 1327 ;  ; Ag ; VF-XF ; 44 ; нионила ; 1530 
 3082 ; 5 куруш. Турция ; 1327 ;  ; Ag ; XF ; 25 ; Olimpia ; 522 
 3083 ; 2000 динаров. Иран ; 1330 ;  ; Ag ; VF-XF ; 28 ; Olimpia ; 1122 
 3084 ; 1 рупия. Афганистан ; 1331 ;  ; Ag ; VF+ ; 37 ; ВЕПРЬ ; 1000 
 3085 ; Монета Восток ;  ;  ; Ag ; VF+ ; 46 ; kont ; 3876 
 3086 ; 1 флорин. Австралия ; 1944 ;  ; Ag ; XF ; 19 ; spbfun ; 419 
 3087 ; 20 сентаво. Филиппины ; 1944 ;  ; Ag ; XF ; 11 ; mask ; 204 
 3088 ; 20 сентаво. Мексика ; 1942 ;  ; Ag ; AU ; 71 ; alexvy ; 944 
 3089 ; 25 центов. Нидерланды ; 1944 ;  ; Ag ; AU ; 27 ; Schwer ; 214 
 3090 ; 50 сантимов. Франция ; 1913 ;  ; Ag ; XF ; 27 ; Magger ; 148 
 3091 ; 3 пенса. Новая зеландия ; 1946 ;  ; Ag ; XF ; 23 ; Один54 ; 155 
 3092 ; 1/10 бальбоа. Панама ; 1962 ;  ; Ag ; XF+ ; 11 ; Один54 ; 159 
 3093 ; 10 центов. Канада ; 1962 ;  ; Ag ; AU ; 11 ; ojo ; 150 
 3094 ; 8 риалов. Мексика ; 1809 ;  ; Ag ; VF ; 53 ; 1023oxana ; 5667 
 3095 ; 8 риалов. Мексика ; 1755 ;  ; Ag ; VF-XF ; 54 ; 1023oxana ; 10202 
 3096 ; 8 риалов. Мексика ; 1739 ;  ; Ag ; VF-XF ; 72 ; 1023oxana ; 16660 
 3097 ; 1/4 рупии. Немецкая Ост-Африка ; 1891 ;  ; Ag ; XF ; 53 ; Zигзаг ; 4303 
 3098 ; 1 риал. Мексика ; 1745 ;  ; Ag ; VF ; 36 ; kornum ; 1643 
 3099 ; 1 песо. Уругвай ; 1893 ;  ; Ag ; VF-XF ; 63 ; Bronco ; 7480 
 3100 ; 1 атт. Тайланд. ;  ;  ; Cu ; VF ; 27 ; maleevsw ; 516 
 3101 ; 5 евро. Нидерланды ; 2011 ;  ; Cu,серебрение ; AU ; 29 ; andrei71 ; 519 
 3102 ; 5 евро. Нидерланды ; 2010 ;  ; Cu,серебрение ; AU ; 26 ; andrei71 ; 522 
 3103 ; 5 евро. Нидерланды ; 2011 ;  ; Cu,серебрение ; AU ; 32 ; vesta78 ; 579 
 3104 ; 500 лир. Италия ; 1960 ;  ; Ag ; XF+ ; 29 ; spbfun ; 430 
 3105 ; 500 лир. Италия ; 1981 ;  ; Ag ; XF ; 19 ; mask ; 401 
 3106 ; 1 лира. Турция ; 1948 ;  ; Ag ; AU ; 46 ; hugo ; 816 
 3107 ; 2 кроны. Швеция. Серебряный юбилей ; 1897 ;  ; Ag ; XF+ ; 20 ; vihufa ; 1218 
 3108 ; 2 кроны. Швеция. 400 лет Густаву Вазе ; 1921 ;  ; Ag ; XF+ ; 19 ; Александр007 ; 714 
 3109 ; 5 крон. Швеция ; 1955 ;  ; Ag ; XF+ ; 18 ; zsefvg ; 453 
 3110 ; 2 кроны. Швеция. 300 лет поселению Дэлавер ; 1938 ;  ; Ag ; VF-XF ; 10 ; SKeeper ; 485 
 3111 ; 2 кроны. Швеция. ; 1961 ;  ; Ag ; AU ; 6 ; ervin ; 200 
 3012 ; 1/4 франка. Бельгия ; 1834 ;  ; Ag ; XF ; 102 ; kont ; 4284 
 3013 ; 6 пенсов. Южная Африка ; 1930 ;  ; Ag ; XF ; 30 ; sax ; 2040 
 3014 ; 3 пенса. Южная Африка ; 1930 ;  ; Ag ; XF+ ; 18 ; sax ; 2040 
 3015 ; 6 пенсов. ЮАР ; 1897 ;  ; Ag ; XF ; 29 ; kont ; 669 
 3016 ; 6 пенсов. Южная Африка ; 1924 ;  ; Ag ; XF+ ; 60 ; sax ; 2993 
 3017 ; 3 пенса. Южная Африка ; 1924 ;  ; Ag ; XF+ ; 42 ; sax ; 3060 
 3018 ; 3 пенса. ЮАР ; 1896 ;  ; Ag ; XF ; 41 ; AKrav ; 2601 
 3019 ; 1 риксдалера. Швеция ; 1853 ;  ; Ag ; VF-XF ; 82 ; дитрих11 ; 15073 
 3020 ; 1 гульден. Нидерланды ; 1846 ;  ; Ag ; XF- ; 60 ; IPSMGW ; 3876 
 3021 ; 1/2 гульдена. Нидерланды ; 1848 ;  ; Ag ; XF- ; 55 ; Catman ; 3672 
 3022 ; 2 стювера. Голландия ; 1729 ;  ; Ag ; XF ; 56 ; kop ; 669 
 3023 ; 1 драхма. Греция ; 1873 ;  ; Ag ; XF ; 46 ; Karhu ; 2618 
 3024 ; 1 драхма. Греция ; 1901 ;  ; Ag ; XF ; 66 ; kont ; 6120 
 3025 ; 5 франков. Франция ; 1869 ;  ; Ag ; XF ; 25 ; sveta6369 ; 1571 
 3026 ; 10 гран. Неаполь и Сицилия ; 1818 ;  ; Ag ; XF+ ; 31 ; dmivanych ; 2798 
 3027 ; 3 ригсбанкскиллинг. Дания ; 1842 ;  ; Ag ; AU ; 47 ; asru ; 2527 
 3028 ; 1 крона. Дания ; 1916 ;  ; Ag ; XF+ ; 36 ; yourius ; 1020 
 3029 ; 1 флорин. Великобритания ;  ;  ; Ag ; VF-XF ; 22 ; sax ; 6120 
 3030 ; 4 риксдалера. Швеция ; 1862 ;  ; Ag ; XF- ; 91 ; дитрих11 ; 15800 
 3031 ; 10 центов. Восточная Африка и Протекторат Уганда ; 1907 ;  ; Cu-Ni ; XF+ ; 41 ; лопе де вега ; 2123 
 3032 ; 10 центов. Восточная Африка и Протекторат Уганда ; 1912 ;  ; Cu-Ni ; XF ; 42 ; Zигзаг ; 1734 
 3033 ; 5 центов. Восточная Африка и Протекторат Уганда ; 1913 ;  ; Cu-Ni ; XF+ ; 19 ; Zигзаг ; 740 
 3034 ; 1 цент. Восточная Африка и Протекторат Уганда ; 1910 ;  ; Cu-Ni ; VF+ ; 60 ; Dahan ; 393 
 3035 ; 1 цент. Восточная Африка и Протекторат Уганда ; 1913 ;  ; Cu-Ni ; VF ; 13 ; SKeeper ; 183 
 3036 ; 1 цент. Восточная Африка и Протекторат Уганда ; 1908 ;  ; Al ; VF ; 58 ; Cruizers ; 1125 
 3037 ; 1/2 цента. Восточная Африка и Протекторат Уганда ; 1908 ;  ; Al ; VF ; 86 ; лопе де вега ; 2255 
 3038 ; 1/2 цента. Восточная Африка и Протекторат Уганда ; 1909 ;  ; Cu-Ni ; AU ; 34 ; alexvy ; 3239 
 3039 ; 1 цент. Восточная Африка ; 1930 ;  ; Br ; XF ; 20 ; niger ; 99 
