 3283 ; Бона иностранная ;  ;  ;  ;  ; 33 ; jj ; 34 
 2291 ; 3 марки. Пруссия. 100 лет разгрому Наполеона ; 1913 ; A ; Ag ; AU ; 38 ; Kolya-kms ; 910 
 2292 ; 3 марки. Саксония. 100 лет Битвы под Лейпцигом ; 1913 ;  ; Ag ; AU ; 62 ; olo3olo3 ; 1004 
 2293 ; 3 марки. Пруссия. 25 лет правления Вильгельма II ; 1913 ; A ; Ag ; AU ; 70 ; Михалыч ; 599 
 2294 ; 3 марки. Пруссия. Вильгельм II ; 1912 ; A ; Ag ; AU ; 45 ; AAE2006 ; 908 
 2295 ; 3 марки. Пруссия. Вильгельм II ; 1909 ; A ; Ag ; XF- ; 39 ; obob999 ; 651 
 2296 ; 3 марки. Пруссия. Университет Бреслау ; 1911 ; A ; Ag ; AU ; 94 ; AAE2006 ; 1734 
 2297 ; 3 марки. Пруссия. Университет Бреслау ; 1911 ; A ; Ag ; AU ; 44 ; AAE2006 ; 1544 
 2298 ; 3 марки. Пруссия. Университет Бреслау ; 1911 ; A ; Ag ; XF+ ; 67 ; УГРЮМЫЙ ; 1389 
 2299 ; 3 марки. Пруссия. Вильгельм II ; 1914 ; A ; Ag ; AU ; 32 ; hugo ; 1280 
 2300 ; 3 марки. Пруссия. 25 лет правления Вильгельма II ; 1913 ; A ; Ag ; AU ; 79 ; AAE2006 ; 836 
 2201 ; 20 марок. Вюртемберг. Карл I ; 1872 ; F ; Au ; XF ; 16 ; Angel1 ; 9894 
 2202 ; 20 крон. Дания. Фредерик VIII ; 1908 ;  ; Au ; AU ; 24 ; Angel1 ; 7432 
 2203 ; 20 крон. Дания. Фредерик VIII ; 1911 ;  ; Au ; AU ; 21 ; sherif-69 ; 7143 
 2204 ; 20 франков. Бельгия. Король Альберт ; 1914 ;  ; Au ; AU ; 21 ; levsha ; 6120 
 2205 ; 10 франков. Франция ; 1896 ; А ; Au ; XF+ ; 7 ; hugo ; 3570 
 2206 ; 10 франков. Франция ; 1899 ;  ; Au ; VF+ ; 33 ; сытый ; 3740 
 2207 ; Жетон. Максимилиан. Мексика. Новодел ; 1865 ;  ; Au ; AU ; 14 ; v1034676 ; 1530 
 2208 ; Монета золотая. Восток ;  ;  ; Au ; VF+ ; 53 ; Гарин ; 1590 
 2209 ; Монета золотая. Восток ;  ;  ; Au ; VF+ ; 44 ; v1034676 ; 1360 
 2210 ; Монета золотая. Восток ;  ;  ; Au ; VF-XF ; 64 ; hugo ; 1983 
 2211 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 26 ; Навруз ; 143 
 2212 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 46 ; Скрудж ; 161 
 2213 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 52 ; GREGORY_R ; 101 
 2214 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 26 ; GREGORY_R ; 204 
 2215 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 29 ; gelind ; 171 
 2216 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 3 ; kay2 ; 170 
 2217 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 39 ; Навруз ; 207 
 2218 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 23 ; oks ; 102 
 2219 ; Таньга. Бухара. Отверстие ;  ;  ; Ag ; VF- ; 48 ; oks ; 49 
 2220 ; Таньга. Бухара. Отверстие ;  ;  ; Ag ; VF- ; 32 ; oks ; 126 
 2221 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 101 ; GREGORY_R ; 218 
 2222 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 38 ; Copirchik ; 186 
 2223 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 20 ; GREGORY_R ; 207 
 2224 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 43 ; gelind ; 167 
 2225 ; Таньга. Бухара ;  ;  ; Ag ; F-VF ; 41 ; Copirchik ; 145 
 2226 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 45 ; GREGORY_R ; 310 
 2227 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 53 ; GREGORY_R ; 207 
 2228 ; 2 талера. Бавария. Памятник Валгалле ; 1842 ;  ; Ag ; XF- ; 49 ; os ; 6609 
 2229 ; 2 талера. Франкфурт на Майне ; 1860 ;  ; Ag ; XF+ ; 49 ; starplay ; 5500 
 2230 ; 2 талера. Саксония. На золотую свадьбу ; 1872 ; B ; Ag ; AU ; 54 ; Jack ; 7589 
 2231 ; Талер. Бавария ; 1756 ;  ; Ag ; VF+/VF-XF ; 11 ; Alexdav ; 2701 
 2232 ; Талер. Зальцбург ; 1776 ;  ; Ag ; XF+ ; 45 ; petrserebr ; 4776 
 2233 ; 400 рейс. Португалия ; 1807 ;  ; Ag ; VF+ ; 44 ; Alexdav ; 3001 
 2234 ; Талер. Пруссия. Фридрих Вильгельм III ; 1799 ; А ; Ag ; XF- ; 88 ; region23 ; 8000 
 2235 ; Талер. Пруссия. Коронационный ; 1861 ;  ; Ag ; XF+ ; 13 ; Алла ; 1418 
 2236 ; 1 талер. Франкфурт на Майне ; 1862 ;  ; Ag ; VF+ ; 12 ; Алла ; 1479 
 2237 ; 16 грошей. Ганновер ; 1825 ;  ; Ag ; XF- ; 35 ; Alexdav ; 2040 
 2238 ; 2 гульдена. Бавария. Восстановление памятника мадонне в Мюнхене ; 1855 ;  ; Ag ; AU ; 55 ; levsha ; 3866 
 2239 ; 2 гульдена. Бавария. Людвиг I ; 1848 ;  ; Ag ; XF+ ; 35 ; AAE2006 ; 3076 
 2240 ; Талер. Пруссия. Фридрих Вильгельм III ; 1830 ; А ; Ag ; VF-XF ; 24 ; ВалеН ; 2332 
 2241 ; Талер. Гессе-Дармстадт. Людвиг II (1830-1848гг) ; 1833 ; HR ; Ag ; VF+ ; 52 ; petrserebr ; 5219 
 2242 ; Талер. Саксония. Фридрих Вильгельм III (1797-1840гг) ; 1830 ; A ; Ag ; VF-XF ; 17 ; AAE2006 ; 2566 
 2243 ; 2/3 талера (24 мариенгроша). Брауншвейг-Вольфенбюттель ; 1789 ; МС ; Ag ; VF+ ; 24 ; region23 ; 2456 
 2244 ; 24 мариенгроша. Брауншвейг-Люнебург-Каленберг-Ганновер ; 1798 ;  ; Ag ; XF/AU ; 55 ; irinka ; 4048 
 2245 ; Талер. Пруссия. На коронацию Вильгельма I и Августы ; 1861 ;  ; Ag ; XF+ ; 20 ; партизан ; 1632 
 2246 ; Талер. Ганновер. Георг V ; 1861 ; В ; Ag ; VF+ ; 36 ; os ; 2046 
 2247 ; Талер. Сакс-Веймар-Айзенах. Карл Фридрих (1828-1853гг) ; 1841 ; А ; Ag ; VF+ ; 37 ; os ; 4050 
 2248 ; Талер. Пруссия. На коронацию Вильгельма I и Августы ; 1861 ;  ; Ag ; XF+ ; 9 ; swoon ; 1296 
 2249 ; 1 гульден. Баден. Первый охотничий фестиваль в Мангейме ; 1863 ;  ; Ag ; AU ; 79 ; region23 ; 5544 
 2250 ; Талер. Пруссия. В честь победы над Францией ; 1871 ; А ; Ag ; XF+ ; 16 ; AAE2006 ; 1704 
 1646 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; AU ; 16 ; le ; 27 
 1647 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; AU ; 16 ; Lumen81 ; 16 
 1648 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагар ; Cu-Ni ; AU ; 28 ; Shurlamp ; 30 
 1649 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами ; Cu-Ni ; AU ; 17 ; vladimir232 ; 22 
 1650 ; 1 рубль ; 1977 ; 60 лет Советской власти  ; Cu-Ni ; XF- ; 13 ; surf2k5 ; 20 
 1651 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф)  ; Cu-Ni ; XF+ ; 14 ; ton2519 ; 26 
 1652 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Ти ; Cu-Ni ; AU ; 97 ; ABlack ; 255 
 1653 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; Proof ; 43 ; Гермес 8  ; 49 
 1654 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 52 ; Seishel ; 82 
 1655 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; Proof ; 67 ; Grod ; 82 
 1656 ; 1 рубль ; 1991 ; Махтумкули  ; Cu-Ni ; Proof ; 63 ; Grod ; 92 
 1657 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Ча ; Cu-Ni ; Proof ; 52 ; Гермес 8  ; 67 
 1658 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Ив ; Cu-Ni ; proof ; 27 ; Гермес 8  ; 75 
 1659 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 27 ; tyresmsk ; 46 
 1660 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави  ; Cu-Ni ; Proof ; 46 ; fontanka ; 357 
 1661 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави  ; Cu-Ni ; Proof ; 51 ; fontanka ; 357 
 1662 ; 3 рубля ; 1992 ; Международный год космоса  ; Cu-Ni ; Proof ; 7 ; Chirchic ; 227 
 1663 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.На ; Cu-Ni ; Proof ; 31 ; Chirchic ; 223 
 1664 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купа ; Cu-Ni ; Proof ; 18 ; Chirchic ; 286 
 1665 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба  ; Cu-Ni ; Proof ; 10 ; Захар ; 362 
 1666 ; 1 рубль ; 1992 ; """Суверенитет, демократия, во ; Cu-Ni ; Proof ; 19 ; Гермес 8  ; 244 
 1667 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF+ ; 26 ; Simpaga ; 55 
 1668 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 42 ; kenik_q ; 184 
 1669 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 30 ; akula ; 67 
 1670 ; 15 копеек ; 1927 ;  ; Ag ; VF- ; 26 ; propolis ; 55 
 1671 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 28 ; Grod ; 59 
 1672 ; 3 рубля ; 1989 ; Землятресение в Армении  ; Cu-Ni ; Proof ; 54 ; levsha ; 57 
 1673 ; Лот монет СССР: 20,15,10,2,1 коп. (9шт) ; 1924-1955гг ;  ; Ag,Ni,Cu ; VF-/VF+ ; 26 ; RVK ; 177 
 1674 ; Лот монет СССР: 5 копеек (13шт) ; 1961-1991гг ;  ; Cu/Zn ; VF+/AU ; 31 ; dfgh ; 66 
 1675 ; "Набор монет СССР 5р, 3р, 1р (3шт): ""70 лет октябрьской революции"". Упаковка" ; 1987 ;  ; Cu-Ni ; Proof ; 74 ; simeon ; 1381 
 1676 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп + жетон (10шт) ; 1967 ; ЛМД ; Cu/Zn,Cu/N ; AU ; 38 ; kaas ; 1530 
 1677 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп + жетон (10шт) ; 1968 ; ЛМД ; Cu/Zn,Cu/N ; AU ; 28 ; EwgenM ; 1113 
 1678 ; Набор монет СССР (8 шт): 20, 15, 10, 5, 3, 2, 1 коп + жетон. Упаковка ; 1962 ;  ; Cu-Ni, Cu/ ; UNC ; 143 ; alex528 ; 10170 
 1679 ; Набор монет СССР (10 шт): 1 руб, 50, 20, 15, 10, 5, 3, 2, 1 коп + жетон. Упаковка ; 1966 ;  ; Cu-Ni, Cu/ ; UNC ; 47 ; kaas ; 2761 
 1680 ; Набор монет СССР (10 шт): 1 руб, 50, 20, 15, 10, 5, 3, 2, 1 коп + жетон. Упаковка ; 1967 ;  ; Cu-Ni, Cu/ ; UNC ; 96 ; most5967 ; 1573 
 1681 ; Набор монет СССР (10 шт): 1 руб, 50, 20, 15, 10, 5, 3, 2, 1 коп + жетон. Упаковка ; 1968 ;  ; Cu-Ni, Cu/ ; UNC ; 53 ; rizovtpl ; 1530 
 1682 ; Набор монет СССР (10 шт): 1 руб, 50, 20, 15, 10, 5, 3, 2, 1 коп + жетон. Упаковка ; 1990 ;  ; Cu-Ni, Cu/ ; UNC ; 23 ; tong ; 793 
 1683 ; "Набор монет СССР ""50 лет советской власти"" (6 шт): 1 руб, 50, 20, 15, 10 коп + жетон. Упаковка" ;  ;  ; Cu-Ni ; UNC ; 54 ; AAE2006 ; 1307 
 1684 ; "Набор монет СССР ""50 лет советской власти"" (6 шт): 1 руб, 50, 20, 15, 10 коп + жетон. Упаковка" ;  ;  ; Cu-Ni ; UNC ; 86 ; AAE2006 ; 1298 
 1685 ; Годовой набор монет: 5,2,1 рубль, 50,10,5,1 коп + жетон (8шт). Упаковка ; 2002 ; ММД ; Cu/Ni,Br,S ; UNC ; 15 ; tirop ; 355 
 2191 ; Двойной фридрихсдор Пруссия ; 1848 ; А ; Au ; XF- ; 77 ; OOOKKK ; 60726 
 2192 ; Луидор. Франция. Людовик XVI ; 1790 ;  ; Au ; VF-XF ; 45 ; joker ; 14811 
 2193 ; Луидор. Франция. Людовик XVI ; 1786 ; А ; Au ; VF-XF ; 61 ; joker ; 16320 
 2194 ; 1/4 дуката. Зальцбург ; 1719 ;  ; Au ; XF ; 32 ; Gatchina ; 8670 
 2195 ; 1/4 дуката. Зальцбург ; 1777 ;  ; Au ; AU ; 59 ; Gatchina ; 11980 
 2196 ; 1 эскудо. Испания. Фердинанд VII ; 1810 ;  ; Au ; XF- ; 27 ; Gatchina ; 8835 
 2197 ; 20 франков. Франция. Наполеон ; 1814 ; А ; Au ; VF ; 17 ; ыыы ; 6137 
 2198 ; 20 марок. Вюртемберг. Вильгельм II ; 1905 ; F ; Au ; AU ; 21 ; hugo ; 9363 
 2199 ; 20 марок. Гамбург. ; 1913 ; J ; Au ; AU ; 12 ; Angel1 ; 10759 
 2200 ; 20 марок. Баден. Фридрих II ; 1914 ; G ; Au ; AU ; 12 ; Angel1 ; 9899 
 1596 ; 1 копейка ; 1936 ;  ; Br ; VF ; 5 ; KORNEJ ; 35 
 1597 ; 1 копейка ; 1938 ;  ; Br ; XF- ; 3 ; jenic ; 31 
 1598 ; 1 копейка ; 1939 ;  ; Br ; XF ; 15 ; Qersej ; 69 
 1599 ; 1 копейка ; 1939 ;  ; Br ; VF-XF ; 11 ; dfgh ; 30 
 1600 ; 1 копейка ; 1939 ;  ; Br ; XF ; 4 ; bh ; 32 
 1601 ; 1 копейка ; 1941 ;  ; Br ; XF ; 20 ; Alexei ; 357 
 1602 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 89 ; Epsilon ; 404 
 1603 ; Полкопейки ; 1925 ;  ; Cu ; VF+ ; 39 ; MDV ; 293 
 1604 ; 5 рублей ; 1990 ; Большой дворец в Петродворце  ; Cu-Ni ; Proof ; 87 ; Гермес 8  ; 201 
 1605 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; Proof ; 57 ; Lumen81 ; 77 
 1606 ; 5 рублей ; 1991 ; Архангельский собор в Москве  ; Cu-Ni ; Proof ; 72 ; erdnaj ; 102 
 1607 ; 5 рублей ; 1990 ; Успенский собор в Москве  ; Cu-Ni ; Proof ; 74 ; Гермес 8  ; 100 
 1608 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленингр ; Cu-Ni ; Proof ; 34 ; Seishel ; 157 
 1609 ; 3 рубля ; 1992 ; """Северный конвой"" " ; Cu-Ni ; Proof ; 85 ; simeon ; 286 
 1610 ; 3 рубля ; 1995 ; 50 лет освобождения Вены  ; Cu-Ni ; Proof ; 52 ; Гермес 8  ; 255 
 1611 ; 3 рубля ; 1992 ; Международный год космоса  ; Cu-Ni ; Proof ; 52 ; Скрудж ; 189 
 1612 ; 3 рубля ; 1992 ; 750 лет победы А.Невского  ; Cu-Ni ; Proof ; 48 ; Гермес 8  ; 153 
 1613 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Ма ; Cu-Ni ; Proof ; 122 ; Гермес 8  ; 303 
 1614 ; 3 рубля ; 1995 ; Встреча на Эльбе.  ; Cu-Ni ; Proof ; 74 ; Chen ; 299 
 1615 ; 3 рубля ; 1994 ; 50 лет освобождения Севастопол ; Cu-Ni ; Proof ; 169 ; tyresmsk ; 1062 
 1616 ; 3 рубля ; 1992 ; """19-21 августа"" " ; Cu-Ni ; AU ; 36 ; Захар ; 209 
 1617 ; 3 рубля ; 1994 ; Партизаны в ВОВ  ; Cu-Ni ; Proof ; 34 ; Shurlamp ; 127 
 1618 ; 3 рубля ; 1993 ; 50 лет освобождения Киева  ; Cu-Ni ; Proof ; 39 ; swr ; 201 
 1619 ; 3 рубля ; 1995 ; Капитуляция Японии  ; Cu-Ni ; Proof ; 61 ; erdnaj ; 561 
 1620 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 107 ; erdnaj ; 625 
 1621 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; AU ; 72 ; IrinaM ; 95 
 1622 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Ле ; Cu-Ni ; AU ; 54 ; Lumen81 ; 58 
 1623 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорител ; Cu-Ni ; AU ; 52 ; IrinaM ; 56 
 1624 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Наво ; Cu-Ni ; VF+ ; 71 ; papa3 ; 100 
 1625 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ  ; Cu-Ni ; XF ; 17 ; Lumen81 ; 17 
 1626 ; 1 рубль ; 1965 ; 20 лет победы над Германией  ; Cu-Ni ; VF ; 19 ; surf2k5 ; 20 
 1627 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; AU ; 21 ; Shurlamp ; 34 
 1628 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 45 ; Simpaga ; 44 
 1629 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 10 ; Seishel ; 56 
 1630 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; AU ; 45 ; Simpaga ; 44 
 1631 ; 1 рубль ; 1986 ; Международный год мира.В рубле ; Cu-Ni ; AU ; 113 ; erdnaj ; 466 
 1632 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ле ; Cu-Ni ; VF+ ; 19 ; surf2k5 ; 20 
 1633 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск)  ; Cu-Ni ; AU ; 24 ; vladimir232 ; 25 
 1634 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; AU ; 35 ; IrinaM ; 67 
 1635 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; VF-XF ; 21 ; surf2k5 ; 20 
 1636 ; 1 рубль ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; VF ; 13 ; surf2k5 ; 20 
 1637 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; AU ; 22 ; habenti ; 29 
 1638 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; AU ; 36 ; le ; 36 
 1639 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Ци ; Cu-Ni ; XF ; 14 ; Lumen81 ; 21 
 1640 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Го ; Cu-Ni ; AU ; 43 ; Simpaga ; 44 
 1641 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; AU ; 37 ; Lumen81 ; 37 
 1642 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи  ; Cu-Ni ; AU ; 16 ; IrinaM ; 32 
 1643 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета  ; Cu-Ni ; AU ; 19 ; holder ; 28 
 1644 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF+ ; 15 ; Lumen81 ; 17 
 1645 ; 1 рубль ; 1982 ; 60 лет образования СССР  ; Cu-Ni ; AU ; 72 ; nmvbnm ; 105 
 1546 ; 5 копеек ; 1991 ; ЛМД  ; Cu-Zn ; AU ; 10 ; kolobok ; 11 
 1547 ; 5 копеек ; 1991 ; ЛМД  ; Cu-Zn ; AU ; 9 ; surf2k5 ; 10 
 1548 ; 5 копеек ; 1991 ; ЛМД  ; Cu-Zn ; AU ; 1 ; BVM ; 2 
 1549 ; 3 копейки ; 1926 ;  ; Br ; VF ; 6 ; SHEVA538 ; 59 
 1550 ; 3 копейки ; 1928 ;  ; Br ; VF+ ; 2 ; igor_bv ; 51 
 1551 ; 3 копейки ; 1929 ;  ; Br ; VF- ; 11 ; KORNEJ ; 38 
 1552 ; 3 копейки ; 1929 ;  ; Br ; VF+ ; 46 ; Epsilon ; 153 
 1553 ; 3 копейки ; 1936 ; л/с звезда фигурная  ; Br ; VF ; 2 ; Copirchik ; 51 
 1554 ; 3 копейки ; 1939 ;  ; Br ; VF+ ; 2 ; MICMAC ; 51 
 1555 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 1 ; weter41 ; 50 
 1556 ; 3 копейки ; 1946 ;  ; Br ; VF+ ; 5 ; KORNEJ ; 26 
 1557 ; 3 копейки ; 1946 ;  ; Br ; VF ; 7 ; Lumen81 ; 13 
 1558 ; 3 копейки ; 1954 ;  ; Br ; VF+ ; 7 ; KORNEJ ; 15 
 1559 ; 3 копейки ; 1954 ;  ; Br ; VF+ ; 3 ; KORNEJ ; 16 
 1560 ; 3 копейки ; 1956 ;  ; Br ; VF+ ; 23 ; KORNEJ ; 31 
 1561 ; 3 копейки ; 1953 ;  ; Br ; VF+ ; 5 ; Poiuyt ; 12 
 1562 ; 3 копейки ; 1956 ;  ; Br ; VF ; 19 ; KORNEJ ; 27 
 1563 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 18 ; bh ; 72 
 1564 ; 1 копейка ; 1955 ;  ; Br ; XF ; 1 ; weter41 ; 50 
 1565 ; Полкопейки ; 1927 ;  ; Cu ; VF- ; 74 ; Simpaga ; 375 
 1566 ; 1 рубль ; 1965 ; 20 лет победы над Германией  ; Cu-Ni ; AU ; 85 ; Qersej ; 131 
 1567 ; 1 рубль ; 1999 ; ММД  ; Cu-Ni-Zn ; XF+ ; 1 ; ton2519 ; 2 
 1568 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-194 ; Cu-Ni ; XF+ ; 5 ; Lumen81 ; 17 
 1569 ; 1 рубль ; 1967 ; 50 лет Советской власти  ; Cu-Ni ; Proof ; 58 ; Конрос бид 32 ; 4412 
 1570 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пу ; Cu-Ni ; Proof ; 42 ; KKK17 ; 1527 
 1571 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энге ; Cu-Ni ; Proof ; 59 ; Гермес 8  ; 807 
 1572 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.По ; Cu-Ni ; Proof ; 15 ; dimon46 ; 249 
 1573 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов ; Cu-Ni ; Proof ; 20 ; dimon46 ; 203 
 1574 ; 1 рубль. Новодел ; 1986 ; Международный год мира  ; Cu-Ni ; Proof ; 7 ; shknikolay ; 300 
