 5577 ; Акция ; 1923 ;  ;  ;  ; 9 ; denis.davydov ; 120 
 4078 ; 1 цент. США ; 1969 ;  ;  ; XF+ ; 15 ; chief com ; 32 
 4079 ; 6 пенсов. Великобритания ; 1947 ;  ; Cu-Ni ; VF- ; 3 ; Maksss163 ; 28 
 4080 ; 1 доллар. Канада. Британская Колумбия ; 1974 ;  ; Cu-Ni ; XF+ ; 21 ; Jeff ; 189 
 4081 ; 1 доллар. Канада. Остров Принца Эдуарда ; 1973 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 101 
 4082 ; 10 экю. Нидерланды ; 1991 ;  ; Cu-Ni ; XF+ ; 7 ; Mike! ; 144 
 4083 ; 1 доллар. Канада. Британская Колумбия ; 1971 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 107 
 4084 ; 1 крона. Норвегия ; 1954 ;  ; Cu-Ni ; XF ; 7 ; Jeff ; 115 
 4085 ; 2,5 эскудо. Португалия ; 1977 ;  ; Cu-Ni ; AU ; 13 ; chief com ; 123 
 4086 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; AU ; 11 ; benosa ; 61 
 4087 ; 1 шиллинг. Новая Зеландия ; 1965 ;  ; Cu-Ni ; AU ; 10 ; Jeff ; 153 
 4088 ; 5 центов. Канада ; 1931 ;  ; Cu-Ni ; VF ; 3 ; Mike! ; 34 
 4089 ; 10 центов. Канада ; 1992 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 62 
 4090 ; 1/4 доллара. США ; 1976S ;  ; Ag ; AU ; 11 ; Mike! ; 126 
 4091 ; 50 центов. Канада ; 1973 ;  ; Cu-Ni ; AU ; 17 ; Mike! ; 61 
 3992 ; 5 эскудо. Португалия ; 1933 ;  ; Ag ; F-VF ; 7 ; Агрессор ; 57 
 3993 ; 25 центов. Канада ; 1955 ;  ; Ag ; VF ; 20 ; Emv ; 123 
 3994 ; 10 крейцеров Венгрия ; 1870 ;  ; Ag ; VF ; 67 ; Grey883 ; 573 
 3995 ; 1 крона. Швеция ; 1963 ;  ; Ag ; VF ; 14 ; porte33 ; 100 
 3996 ; 25 эре Швеция ; 1947 ;  ; Ag ; VF ; 10 ; porte33 ; 50 
 3997 ; 10 эре Швеция ; 1956 ;  ; Ag ; VF+ ; 11 ; porte33 ; 40 
 3998 ; 25 эре Швеция ; 1902 ;  ; Ag ; VF ; 7 ; porte33 ; 80 
 3999 ; 25 эре Швеция ; 1930 ;  ; Ag ; VF ; 7 ; porte33 ; 80 
 4000 ; 25 эре Швеция ; 1944 ;  ; Ag ; VF ; 5 ; Valeev ; 41 
 4001 ; 25 центов. Канада ; 1914 ;  ; Ag ; F ; 10 ; didisister ; 180 
 4002 ; 50 эре Швеция ; 1956 ;  ; Ag ; VF ; 13 ; Emv ; 86 
 4003 ; 10 эре Швеция ; 1957 ;  ; Ag ; VF ; 8 ; Вадим Скифский ; 34 
 4004 ; 10 эре Швеция ; 1941 ;  ; Ag ; VF ; 13 ; porte33 ; 80 
 4005 ; 1 дайм. США ; 1944 ;  ; Ag ; VF-XF ; 8 ; птичка16 ; 155 
 4006 ; 1/2 франка. Швейцария ; 1920 ;  ; Ag ; VF ; 19 ; СВТ69 ; 137 
 4007 ; 1 крона. Швеция ; 1964 ;  ; Ag ; VF ; 13 ; modul ; 92 
 4008 ; 1 крона. Швеция ; 1967 ;  ; Ag ; VF-XF ; 13 ; porte33 ; 104 
 4009 ; 10 эре Швеция ; 1930 ;  ; Ag ; F-VF ; 3 ; Fontan ; 29 
 4010 ; 25 эре Швеция ; 1945 ;  ; Ag ; VF ; 6 ; porte33 ; 40 
 4011 ; 3 пенса. Великобритания ; 1881 ;  ; Ag ; VG ; 9 ; Heawen ; 50 
 4012 ; 10 эре. Норвегия ; 1918 ;  ; Ag ; VF ; 10 ; Хаа ; 132 
 4013 ; 5 центов. Гон-Конг ; 1898 ;  ; Ag ; F ; 22 ; Markgraf ; 107 
 4014 ; 25 эре. Швеция ; 1957 ;  ; Ag ; VF ; 6 ; porte33 ; 40 
 4015 ; 10 эре. Швеция ; 1907 ;  ; Ag ; VF ; 7 ; vicnic ; 71 
 4016 ; 6 пенсов. Великобритания ; 1929 ;  ; Ag ; VF ; 14 ; porte33 ; 94 
 4017 ; 1/2 франка. Швейцария ; 1963 ;  ; Ag ; XF ; 18 ; СВТ69 ; 113 
 4018 ; 25 эре. Швеция ; 1954 ;  ; Ag ; VF ; 7 ; Valeev ; 41 
 4019 ; 1 дайм. США ; 1957 ;  ; Ag ; VF ; 3 ; Heawen ; 70 
 4020 ; 50 сантимов. Франция ; 1917 ;  ; Ag ; VF ; 13 ; sveta6369 ; 151 
 4021 ; 100 йен. Япония. Олимпиада Токио ; 1964 ;  ; Ag ; XF ; 16 ; Emv ; 163 
 4022 ; 50 эре. Швеция ; 1955 ;  ; Ag ; VF ; 13 ; Alexdav ; 90 
 4023 ; 10 эре. Швеция ; 1959 ;  ; Ag ; VF ; 7 ; porte33 ; 33 
 4024 ; 25 эре. Швеция ; 1950 ;  ; Ag ; VF ; 10 ; porte33 ; 50 
 4025 ; 25 эре. Дания ; 1916 ;  ; Ag ; VF ; 11 ; porte33 ; 155 
 4026 ; 50 эре. Швеция ; 1945 ;  ; Ag ; VF ; 11 ; Emv ; 81 
 4027 ; 1/10 гульдена. Нидерландские Антиллы ; 1963 ;  ; Ag ; VF ; 9 ; Аврора ; 123 
 4028 ; 1 крона. Австрия ; 1893 ;  ; Ag ; VF ; 33 ; 0987654321 ; 203 
 4029 ; 2,5 эскудо. Португалия ; 1947 ;  ; Ag ; F-VF ; 17 ; Fontan ; 94 
 4030 ; 1 лира. Италия ; 1863 ;  ; Ag ; F ; 18 ; tar ; 170 
 4031 ; 1/4 доллара. США ; 1940 ;  ; Ag ; F-VF ; 9 ; птичка16 ; 250 
 4032 ; 1 флорин. Великобритания ; 1922 ;  ; Ag ; VF ; 18 ; митяй ; 203 
 4033 ; 50 чентезимо. Италия ; 1860 ;  ; Ag ; F ; 42 ; franklin ; 153 
 4034 ; 5 эре. Швеция ; 1897 ;  ; Br ; VF ; 27 ; kergudu ; 77 
 4035 ; 1 пенни. Великобритания ; 1890 ;  ; Br ; VF+ ; 59 ; Teremok ; 434 
 4036 ; 5 эре. Швеция ; 1892 ;  ; Br ; VF ; 29 ; лексан 98 ; 77 
 4037 ; 1 песева. Гана ; 1975 ;  ; Br ; VF-XF ; 16 ; tar ; 80 
 4038 ; 1/2 пенни. Великобритания ; 1924 ;  ; Br ; VF ; 7 ; Heawen ; 31 
 4039 ; 1 пенни. Нигерия ; 1959 ;  ; Br ; VF ; 13 ; teso ; 99 
 4040 ; 1 цент. Стрейтс-Сетлмент ; 1874 ;  ; Br ; F-VF ; 13 ; spiritusvini ; 188 
 4041 ; 25 центов. Эфиопия ;  ;  ; Cu ; VF- ; 4 ; Emv ; 79 
 3942 ; 1 крейцер. Австрия ; 1858 ;  ; Cu ; F-VF ; 25 ; Black Cat ; 431 
 3943 ; 1 цент. Нидерланды ; 1906 ;  ; Br ; VF ; 8 ; tar ; 30 
 3944 ; 2 пфеннига. Германия ; 1874 ;  ; Cu ; F-VF ; 4 ; uhfvv7 ; 29 
 3945 ; 5 батат. Гамбия ; 1971 ;  ; Br ; VF-XF ; 25 ; chief com ; 152 
 3946 ; 2 хеллера. Австрия ; 1907 ;  ; Br ; VF- ; 5 ; Maksss163 ; 28 
 3947 ; 1 миллим. Египет ; 1938 ;  ; Br ; VF ; 17 ; 6x6 ; 79 
 3948 ; 1 эре. Дания ; 1909 ;  ; Br ; VF-XF ; 21 ; CMSpb ; 82 
 3949 ; 10 дирхам. Катар и Дубаи ; 1966 ;  ; Br ; VF-XF ; 35 ; прохожий ; 417 
 3950 ; 1 пенни. Великобритания ; 1896 ;  ; Cu ; F-VF ; 3 ; Heawen ; 53 
 3951 ; Фартинг. Великобритания ; 1916 ;  ; Br ; VF ; 5 ; Heawen ; 29 
 3952 ; 2 пфеннига. Германия ; 1874 ;  ; Br ; F-VF ; 4 ; SER 888 ; 29 
 3953 ; 2 хеллера. Венгрия ; 1895 ;  ; Br ; VF ; 3 ; Maksss163 ; 28 
 3954 ; 2 эре. Дания ; 1920 ;  ; Br ; VF ; 5 ; krugerrand ; 50 
 3955 ; 1/6 скиллинга. Швеция ; 1832 ;  ; Br ; VF ; 11 ; krugerrand ; 159 
 3956 ; 1/2 эре. Швеция ; 1838 ;  ; Br ; VF ; 17 ; Emv ; 144 
 3957 ; 5 пфеннигов. Германия ; 1942 ;  ; Zn ; F-VF ; 30 ; benosa ; 153 
 3958 ; 10 пфеннигов. Германия ; 1940 ;  ; Zn ; F-VF ; 31 ; vituzik ; 148 
 3959 ; 1 пфенниг. Германия ; 1943 ;  ; Zn ; XF ; 42 ; vituzik ; 101 
 3960 ; 10 пфеннигов. Германия ; 1920 ;  ; Zn ; VF-XF ; 6 ; SER 888 ; 29 
 3961 ; 50 эре. Норвегия ; 1942 ;  ; Zn ; VF ; 45 ; Alexdav ; 364 
 3962 ; 1 пфенниг. Германия ; 1942 ;  ; Zn ; XF ; 34 ; don Pacheko ; 87 
 3963 ; 10 пфеннигов. Германия ; 1942 ;  ; Zn ; VF ; 37 ; benosa ; 133 
 3964 ; 1 риал. Йемен ; 1996 ;  ; St ; XF ; 18 ; tar ; 63 
 3965 ; 1 эре. Норвегия ; 1941 ;  ; Fe ; VF ; 5 ; Markgraf ; 50 
 3966 ; 5 пфеннигов. Германия ; 1921 ;  ; Fe ; VF-XF ; 4 ; Heawen ; 29 
 3967 ; 2 эре. Норвегия ; 1943 ;  ; Fe ; VF-XF ; 11 ; Хаа ; 206 
 3968 ; 5 центов. Канада ; 1944 ;  ; Fe ; VF ; 8 ; sparrow ; 34 
 3969 ; 1 эре. Норвегия ; 1942 ;  ; Fe ; VF ; 5 ; tar ; 40 
 3970 ; 10 халала. Саудовская Аравия ; 1400 ;  ; Cu-Ni ; XF ; 14 ; hoop ; 31 
 3971 ; 10 сенти. Эстония ; 1931 ;  ; Ni-Br ; VF ; 11 ; SKeeper ; 76 
 3972 ; 10 раппен. Швейцария ; 1934 ;  ; Cu-Ni ; VF ; 23 ; СВТ69 ; 66 
 3973 ; 5 пфеннигов. Германия ; 1913 ;  ; Cu-Ni ; VF-XF ; 12 ; uhfvv7 ; 31 
 3974 ; 5 пиастров. Ливан ; 1954 ;  ; Al ; F-VF ; 14 ; ag58 ; 51 
 3975 ; 2 миллима. Тунис ; 1960 ;  ; Al ; XF ; 7 ; калинов мост ; 31 
 3976 ; 25 сентаво. Куба ; 1988 ;  ; Al ; VF ; 17 ; Rodan Lewarx ; 101 
 3977 ; 2 франка. Французская Новая Каледония ; 1949 ;  ; Al ; XF ; 20 ; Markgraf ; 181 
 3978 ; 1 франк. Французская Полинезия ; 1975 ;  ; Al ; XF ; 23 ; ZOLTAN333 ; 68 
 3979 ; 200 марок. Веймар ; 1923 ;  ; Al ; VF ; 4 ; SKeeper ; 30 
 3980 ; 1/2 миллиона марок. Гамбург ; 1923 ;  ; Al ; VF ; 44 ; unicorn ; 223 
 3981 ; 25 эре. Швеция ; 1918 ;  ; Ag ; F-VF ; 10 ; Fontan ; 35 
 3982 ; 10 эре. Швеция ; 1917 ;  ; Ag ; F-VF ; 3 ; Агрессор ; 29 
 3983 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF ; 7 ; Valeev ; 41 
 3984 ; 10 центов. Канада ; 1961 ;  ; Ag ; VF- ; 6 ; porte33 ; 72 
 3985 ; 50 эре. Швеция ; 1950 ;  ; Ag ; VF ; 11 ; Heawen ; 82 
 3986 ; 10 эре. Швеция ; 1949 ;  ; Ag ; XF ; 7 ; Shundr ; 41 
 3987 ; 1 шиллинг. Великобритания ; 1921 ;  ; Ag ; F-VF ; 17 ; tar ; 125 
 3988 ; 1/8 рупии. Португальская Индия. Отверстие 12 часов ; 1881 ;  ; Ag ; F ; 28 ; Sterh ; 203 
 3989 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF- ; 9 ; franklin ; 104 
 3990 ; 6 пенсов. Великобритания ; 1889 ;  ; Ag ; F-VF ; 8 ; лексан 98 ; 102 
 3991 ; 25 эре. Швеция ; 1953 ;  ; Ag ; VF ; 8 ; porte33 ; 50 
 3892 ; 2 пфенниг. Германия ; 1874B ;  ; Br ; VF+ ; 8 ; qver ; 112 
 3893 ; 2 пфенниг. Германия ; 1874C ;  ; Br ; VF ; 10 ; uhfvv7 ; 34 
 3894 ; 2 пфенниг. Германия ; 1875C ;  ; Br ; VF ; 15 ; mvf ; 41 
 3895 ; 2 пфенниг. Германия ; 1875J ;  ; Br ; VF+ ; 9 ; X3.96rus ; 34 
 3896 ; 2 пфенниг. Германия ; 1876A ;  ; Br ; VF-XF ; 14 ; first ; 40 
 3897 ; 2 пфенниг. Германия ; 1876F ;  ; Br ; VF+ ; 7 ; Holder31 ; 72 
 3898 ; 2 пфенниг. Германия ; 1904J ;  ; Br ; VF+ ; 7 ; qver ; 72 
 3899 ; 2 пфенниг. Германия ; 1915A ;  ; Br ; XF- ; 6 ; птичка16 ; 50 
 3900 ; 1 пфенниг. Германия ; 1893A ;  ; Br ; XF- ; 6 ; first ; 41 
 3901 ; 1 пфенниг. Германия ; 1913A ;  ; Br ; XF ; 19 ; DeusEx ; 43 
 3902 ; 1 пфенниг. Германия ; 1900F ;  ; Br ; VF- ; 5 ; uhfvv7 ; 30 
 3903 ; 1 пфенниг. Германия ; 1875C ;  ; Br ; VF- ; 6 ; uhfvv7 ; 31 
 3904 ; 1 пфенниг. Германия ; 1875A ;  ; Br ; VF+ ; 9 ; птичка16 ; 70 
 3905 ; 1 пфенниг. Германия ; 1900A ;  ; Br ; VF+ ; 18 ; uhfvv7 ; 25 
 3906 ; 1 пфенниг. Германия ; 1899A ;  ; Br ; VF-XF ; 6 ; first ; 41 
 3907 ; 1 пфенниг. Германия ; 1895F ;  ; Br ; VF-XF ; 14 ; qver ; 166 
 3908 ; 1 пфенниг. Германия ; 1892J ;  ; Br ; F-VF ; 5 ; птичка16 ; 50 
 3909 ; 1 пфенниг. Германия ; 1888A ;  ; Br ; VF ; 12 ; DeusEx ; 37 
 3910 ; 1 пфенниг. Веймар ; 1931E ;  ; Br ; XF- ; 4 ; SER 888 ; 29 
 3911 ; 1 пфенниг. Веймар ; 1935J ;  ; Br ; XF- ; 4 ; SER 888 ; 29 
 3912 ; 10 сентимес. Франция ; 1854 ;  ; Br ; VF ; 27 ; Maxim914 ; 77 
 3913 ; 5 чентезими. Италия ; 1861 ;  ; Br ; F-VF ; 3 ; Maksss163 ; 28 
 3914 ; 5 сентимес. Франция ; 1854 ;  ; Br ; VF ; 8 ; кот баюн ; 59 
 3915 ; 3 марки. Веймар ; 1922A ;  ; Al ; F-VF ; 5 ; pref ; 30 
 3916 ; 200 марок. Веймар ; 1923F ;  ; Al ; VF+ ; 6 ; SER 888 ; 29 
 3917 ; 50 пфенниг. Веймар ; 1922F ;  ; Al ; XF- ; 26 ; SKeeper ; 27 
 3918 ; 10 пфенниг. Германия ; 1919 ;  ; Zn ; VF ; 16 ; mvf ; 29 
 3919 ; 2 пфеннига. Пруссия ; 1860 ;  ; Cu ; VF ; 11 ; franklin ; 57 
 3920 ; 5 эре. Дания ; 1941 ;  ; Al ; VF ; 9 ; НУРИ ; 29 
 3921 ; 1 цент. США ; 1957 ;  ; Br ; VF-XF ; 6 ; Yuraha76 ; 30 
 3922 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF ; 7 ; Баксa ; 69 
 3923 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF ; 7 ; SKeeper ; 50 
 3924 ; 1 сент. Эстония ; 1929 ;  ; Br ; VF ; 5 ; Баксa ; 71 
 3925 ; 1 эре Швеция ; 1857 ;  ; Cu ; F-VF ; 9 ; tar ; 100 
 3926 ; 10 тенеси. Туркменистан ; 1993 ;  ; Br ; VF-XF ; 11 ; LeftRight ; 36 
 3927 ; 1 арир. Исландия ; 1946 ;  ; Br ; XF ; 10 ; ZOLTAN333 ; 57 
 3928 ; 1 хеллер. Венгрия ; 1902 ;  ; Br ; VF ; 20 ; Ronald ; 57 
 3929 ; 5 сенти. Танзания ; 1976 ;  ; Br ; XF ; 9 ; ZOLTAN333 ; 59 
 3930 ; 2 пфеннига. Германия ; 1938 ;  ; Br ; VF ; 16 ; Баксa ; 102 
 3931 ; 1 эре. Дания ; 1929 ;  ; Br ; VF ; 16 ; tar ; 40 
 3932 ; 1 цент. Канада ; 1901 ;  ; Br ; VF-XF ; 50 ; 1879 ; 343 
 3933 ; 1 пфенниг. Германия ; 1937 ;  ; Br ; VF+ ; 24 ; 1879 ; 152 
 3934 ; 1/4 шиллинга. Швеция ; 1827 ;  ; Cu ; F ; 5 ; sparrow ; 91 
 3935 ; 10 чентезимо. Италия ; 1867 ;  ; Cu ; VF- ; 5 ; photosnowmaker ; 50 
 3936 ; 2 пфеннига. Веймар ; 1924 ;  ; Br ; VF ; 6 ; CMSpb ; 31 
 3937 ; 2 кроны. Швеция ; 2016 ;  ; Br ; XF ; 11 ; Lena6975 ; 36 
 3938 ; 2 филлера Венгрия ; 1929 ;  ; Br ; VF ; 5 ; Cross ; 29 
 3939 ; 25 центов. Эфиопия ;  ;  ; Cu ; VF- ; 7 ; Emv ; 59 
 3940 ; 1 пфенниг. Веймар ; 1935 ;  ; Br ; VF ; 4 ; SER 888 ; 29 
 3941 ; 1 пфенниг. Пруссия ; 1863 ;  ; Cu ; VF ; 12 ; CMSpb ; 87 
 3842 ; 5 евро. Финляндия ; 2013 ;  ; би/м ; AU ; 13 ; serg901 ; 397 
 3843 ; 5 евро. Финляндия ; 2013 ;  ; би/м ; AU ; 10 ; кс ; 373 
 3844 ; 5 евро. Финляндия ; 2014 ;  ; би/м ; AU ; 13 ; mefody73 ; 433 
 3845 ; 5 евро. Финляндия ; 2014 ;  ; би/м ; AU ; 9 ; mefody73 ; 398 
 3846 ; 5 евро. Финляндия ; 2014 ;  ; би/м ; AU ; 11 ; птичка16 ; 461 
 3847 ; 5 евро. Финляндия ; 2014 ;  ; би/м ; AU ; 13 ; mefody73 ; 433 
 3848 ; 5 евро. Финляндия ; 2014 ;  ; би/м ; AU ; 11 ; птичка16 ; 461 
 3849 ; 5 евро. Финляндия ; 2015 ;  ; би/м ; AU ; 10 ; кс ; 398 
 3850 ; 5 евро. Финляндия ; 2015 ;  ; би/м ; AU ; 11 ; саны4 ; 389 
 3851 ; 25 марок. Финляндия. Чемпионат мира по лыжным видам спорта ; 1978 ;  ; Ag ; AU ; 14 ; Чашник ; 510 
 3852 ; 50 марок. Финляндия. Национальный эпос - Калевала ; 1985 ;  ; Ag ; AU ; 22 ; Чашник ; 738 
 3853 ; 10 марок. Финляндия. 50-летие независимости Финляндии ; 1967 ;  ; Ag ; AU ; 24 ; кот баюн ; 589 
 3854 ; 10 марок. Финляндия. 10-й чемпионат Европы по легкой атлетике ; 1971 ;  ; Ag ; AU ; 14 ; Margites ; 413 
 3855 ; 100 крон. Эстония ; 1992 ;  ; Ag ; AU ; 31 ; lesnik1 ; 1124 
 3856 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 35 ; Termist ; 122 
 3857 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 13 ; porte33 ; 123 
 3858 ; 1 крона. Швеция ; 1901 ;  ; Ag ; VF+ ; 26 ; сама71 ; 713 
 3859 ; 1 крона. Швеция ; 1939 ;  ; Ag ; VF+ ; 5 ; vlagren ; 161 
 3860 ; 1/2 доллара. США. Выставка в  Чикаго ; 1893 ;  ; Ag ; XF ; 66 ; smn51 ; 933 
 3861 ; 1/2 доллара. США ; 1963 ;  ; Ag ; XF- ; 22 ; dmivanych ; 498 
 3862 ; 5 крон. Швеция. 100-летие парламентской реформы ; 1966 ;  ; Ag ; XF+ ; 39 ; артега ; 505 
 3863 ; 50 эре. Швеция ; 1950 ;  ; Ag ; VF+ ; 14 ; porte33 ; 63 
 3864 ; 5 крон. Дания ; 1963 ;  ; Cu-Ni ; XF- ; 5 ; orex ; 32 
 3865 ; 1 ранд. Южная Африка ; 1979 ;  ; Cu-Ni ; VF ; 11 ; karl ; 124 
 3866 ; 1 ранд. Южная Африка ; 1984 ;  ; Cu-Ni ; VF ; 23 ; salim ; 100 
 3867 ; 1 ранд. Южная Африка ; 1979 ;  ; Cu-Ni ; VF ; 17 ; кот баюн ; 102 
 3868 ; 50 новых пенсов. Великобритания ; 1969 ;  ; Cu-Ni ; VF- ; 3 ; von_Schwarz ; 31 
 3869 ; 5 шиллингов. Кения ; 1985 ;  ; Cu-Ni ; XF- ; 7 ; SKeeper ; 20 
 3870 ; 5 центов. Кения ; 1991 ;  ; Al/Br ; XF ; 6 ; hoop ; 29 
 3871 ; 25 франков. Французская Африка ; 1970 ;  ; Al/Br ; VF ; 10 ; кот баюн ; 29 
 3872 ; 10 франков. Французская Африка ; 1956 ;  ; Al/Br ; VF-XF ; 14 ; кот баюн ; 94 
 3873 ; 2 франка. Реюньон ; 1948 ;  ; Al ; XF ; 25 ; велес ; 184 
 3874 ; 25 марок. Финляндия. 80-летие независимости Финляндии ; 1997 ;  ; Би/м ; AU ; 19 ; tss ; 646 
 3875 ; 1 сольди. Ватикан ; 1867 ;  ; Br ; VF+ ; 70 ; 1879 ; 612 
 3876 ; 1/4 стюбера. Вауд ; 1758 ;  ; Cu ; F ; 18 ; lestes ; 171 
 3877 ; 1 дуит. Западная Фризия ; 1780 ;  ; Br ; F-VF ; 13 ; domnik ; 352 
 3878 ; 1 дуит. Провинция Зеландия ; 1794 ;  ; Cu ; F ; 16 ; domnik ; 179 
 3879 ; 1 дуит. Голландская Ост-Индская компания ; 1790 ;  ; Cu ; VF- ; 35 ; kornum ; 457 
 3880 ; 1 дуит. Голландская Ост-Индская компания ; 1780 ;  ; Cu ; F-VF ; 21 ; domnik ; 618 
 3881 ; 1 дуит. Голландия ; 1739 ;  ; Cu ; F ; 16 ; domnik ; 145 
 3882 ; 1 далер. Швеция ; 1717 ;  ; Cu ; F-VF ; 50 ; zczc4 ; 685 
 3883 ; 10 пфенниг. Германия ; 1893A ;  ; Cu-Ni ; VF ; 4 ; uhfvv7 ; 29 
 3884 ; 10 пфенниг. Германия ; 1893J ;  ; Cu-Ni ; VF ; 4 ; uhfvv7 ; 29 
 3885 ; 10 пфенниг. Германия ; 1892F ;  ; Cu-Ni ; VF ; 14 ; Holder31 ; 102 
 3886 ; 10 пфенниг. Германия ; 1875J ;  ; Cu-Ni ; F-VF ; 3 ; Maksss163 ; 28 
 3887 ; 10 пфенниг. Германия ; 1889D ;  ; Cu-Ni ; VF- ; 11 ; птичка16 ; 50 
 3888 ; 5 пфенниг. Германия ; 1890J ;  ; Cu-Ni ; VF-XF ; 11 ; uhfvv7 ; 32 
 3889 ; 5 пфенниг. Германия ; 1894A ;  ; Cu-Ni ; VF-XF ; 9 ; uhfvv7 ; 31 
 3890 ; 5 пфенниг. Германия ; 1874F ;  ; Cu-Ni ; VF ; 7 ; Holder31 ; 72 
 3891 ; 5 пфенниг. Германия ; 1875A ;  ; Cu-Ni ; VF ; 3 ; Maksss163 ; 28 
 3792 ; 10 пфеннигов. Германия. Нотгельд. ; 1919 ;  ; Fe ; VF ; 46 ; ulysse ; 320 
 3793 ; 10 пфеннигов. Германия. Нотгельд. ; 1919 ;  ; Fe ; XF ; 21 ; sfet ; 126 
 3794 ; 10 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Fe ; VF+ ; 11 ; taa ; 126 
 3795 ; 10 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Fe ; VF+ ; 46 ; etwar55 ; 129 
 3796 ; 10 пфеннигов. Германия. Нотгельд. ; 1920 ;  ; Fe ; XF- ; 15 ; evdiral ; 123 
 3797 ; 10 пфеннигов. Германия. Нотгельд. ; 1921 ;  ; Fe ; VF-XF ; 39 ; vb96 ; 344 
 3798 ; 10 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Fe ; VF ; 10 ; evdiral ; 123 
 3799 ; 10 пфеннигов. Германия. Нотгельд. ;  ;  ; Fe ; VF ; 37 ; taa ; 332 
 3800 ; 10 пфеннигов. Германия. Нотгельд. ; 1920 ;  ; Fe ; XF- ; 17 ; evdiral ; 123 
 3801 ; 10 пфеннигов. Германия. Нотгельд. ;  ;  ; Fe ; VF ; 7 ; evdiral ; 123 
 3802 ; 10 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Fe ; VF- ; 7 ; evdiral ; 123 
 3803 ; 10 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Fe ; VF- ; 9 ; evdiral ; 123 
 3804 ; 25 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Fe ; VF-XF ; 5 ; evdiral ; 123 
 3805 ; 50 пфеннигов. Германия. Нотгельд. ; 1921 ;  ; Fe ; XF- ; 24 ; sfet ; 347 
 3806 ; 50 пфеннигов. Германия. Нотгельд. ; 1921 ;  ; Fe ; XF ; 17 ; sfet ; 319 
 3807 ; 1 грош. Германия. Нотгельд. ; 1920 ;  ; Fe ; VF+ ; 10 ; дитрих11 ; 101 
 3808 ; 10 пфеннигов. Германия. Нотгельд. ; 1919 ;  ; Fe ; VF+ ; 10 ; evdiral ; 123 
 3809 ; 10 пфеннигов. Германия. Нотгельд. ; 1919 ;  ; Fe ; VF- ; 9 ; jj ; 99 
 3810 ; 10 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Fe ; F-VF ; 32 ; taa ; 254 
 3811 ; 5 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Fe ; VF- ; 25 ; jj ; 99 
 3812 ; 1 пфенниг. Германия. Нотгельд. ; 1918 ;  ; Fe ; VF+ ; 46 ; zoom30 ; 419 
 3813 ; 10 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Zn ; F-VF ; 10 ; vladmarkin ; 105 
 3814 ; 10 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Zn ; F+ ; 21 ; jj ; 100 
 3815 ; 10 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Zn ; F+ ; 39 ; etwar55 ; 160 
 3816 ; 5 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Zn ; VF- ; 28 ; taa ; 325 
 3817 ; 10 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Zn ; VF- ; 19 ; jj ; 93 
 3818 ; 10 пфеннигов. Германия. Нотгельд. ; 1919 ;  ; Zn ; F+ ; 11 ; jj ; 74 
 3819 ; 10 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Zn ; F ; 22 ; Sterh ; 62 
 3820 ; 10 пфеннигов. Германия. Нотгельд. ; 1918 ;  ; Zn ; F+ ; 22 ; kehha ; 94 
 3821 ; 10 пфеннигов. Германия. Нотгельд. ;  ;  ; Zn ; VF- ; 19 ; sfet ; 152 
 3822 ; 5 пфеннигов. Германия. Нотгельд. ; 1917 ;  ; Zn ; F+ ; 20 ; jj ; 99 
