 4808 ; Бона иностранная ;  ;  ;  ;  ; 51 ; Etich ; 135 
 3323 ; 200 форинтов. Венгрия ; 1976 ;  ; Ag ; VF+ ; 5 ; дед морос ; 567 
 3324 ; 5 крон. Австрия ; 1900 ;  ; Ag ; VF ; 30 ; 34/85 ; 1209 
 3325 ; 100 лева. Болгария ; 1930 ;  ; Ag ; VF+ ; 9 ; Mike! ; 475 
 3326 ; 100 лева. Болгария ; 1934 ;  ; Ag ; VF+ ; 9 ; Mike! ; 475 
 3327 ; 50 лева. Болгария ; 1930 ;  ; Ag ; VF- ; 2 ; Mike! ; 300 
 3328 ; 50 лева. Болгария ; 1934 ;  ; Ag ; VF ; 7 ; pvg ; 305 
 3329 ; 50 динаров. Югославия ; 1938 ;  ; Ag ; VF ; 16 ; alexnn ; 463 
 3330 ; 1/2 доллара. США. Букер Т.Вашингтон и Джордж Вашингтон Карвер ; 1953S ;  ; Ag ; XF ; 8 ; Mike! ; 809 
 3331 ; 1/2 доллара. США. Выставка в Чикаго ; 1893 ;  ; Ag ; VF-XF ; 45 ; asternox ; 824 
 3332 ; 500 лир. Ватикан ; 1974 ;  ; Ag ; AU ; 12 ; brat52 ; 576 
 3333 ; 20 динаров. Югославия ; 1938 ;  ; Ag ; VF-XF ; 2 ; Mike! ; 300 
 3334 ; 500 лир. Сан-Марино ; 1975 ;  ; Ag ; XF ; 18 ; latgale ; 816 
 3335 ; 1 гульден. Нидерландские Антиллы ; 1952 ;  ; Ag ; VF+ ; 5 ; Mike! ; 362 
 3336 ; 2 динара. Сербия ; 1879 ;  ; Ag ; VF- ; 9 ; Mike! ; 547 
 3337 ; 1 лев. Болгария ; 1913 ;  ; Ag ; XF ; 17 ; лесной ; 501 
 3338 ; 1 лира. Италия ; 1863 ;  ; Ag ; VF- ; 17 ; pvg ; 370 
 3339 ; 1 марка. Финляндия ; 1968 ;  ; Ag ; VF-XF ; 11 ; olga42 ; 120 
 3340 ; 1 шиллинг. Великобритания ; 1887 ;  ; Ag ; VF+ ; 61 ; PAUL7 ; 1084 
 3341 ; 20 лева. Болгария ; 1930 ;  ; Ag ; VF+ ; 4 ; sasa1369 ; 132 
 3342 ; 50 стотинок. Болгария ; 1912 ;  ; Ag ; VF+ ; 5 ; leo1978 ; 201 
 3343 ; 1000 лева. Болгария. 50 лет организации ООН ; 1995 ;  ; Ag ; Proof ; 39 ; brat52 ; 885 
 3344 ; 100 лева. Болгария. Охрана дикой природы ; 1992 ;  ; Ag ; Proof ; 46 ; brat52 ; 963 
 3245 ; 50 центов. Австралия ; 1991 ;  ; Cu/Ni ; XF+ ; 78 ; _1111_ ; 161 
 3246 ; 10 сентимов. Испания ; 1945 ;  ; Al ; F-VF ; 17 ; andreyM ; 42 
 3247 ; 2 франка. Франция ; 1948 ;  ; Al ; VF ; 22 ; alskr ; 38 
 3248 ; 5 песет. Испания ; 1975 ;  ; Cu/Ni ; AU ; 12 ; alex995 ; 23 
 3249 ; 50 сантимов. Испания ; 1966 ;  ; Al ; XF ; 32 ; лесной ; 75 
 3250 ; 5 сентаво. Колумбия ; 1967 ;  ; Br ; VF-XF ; 19 ; pvg ; 101 
 3251 ; 5 крон. Швеция ; 1972 ;  ; Cu/Ni ; XF- ; 47 ; strestas ; 128 
 3252 ; 20 сентаво. Аргентина ; 1953 ;  ; Cu/Ni ; VF ; 8 ; pvg ; 33 
 3253 ; 5 эскудо. Португалия ; 1963 ;  ; Cu/Ni ; VF- ; 23 ; sasa1369 ; 24 
 3254 ; 20 лир. Италия ; 1957 ;  ; Al/Br ; VF- ; 11 ; Sam ; 25 
 3255 ; 1 соль. Перу ; 1957 ;  ; Al/Br ; F-VF ; 15 ; alskr ; 31 
 3256 ; 25 франков. Франция ; 1956 ;  ; Al/Br ; VF+ ; 31 ; Mike! ; 128 
 3257 ; 1 крона. Дания ; 1963 ;  ; Cu/Ni ; XF+ ; 24 ; V86 ; 28 
 3258 ; 1/2 рупии. Индия ; 1946 ;  ; Cu/Ni ; VF ; 60 ; ship-nik ; 104 
 3259 ; 10 раппен. Швейцария ; 1962 ;  ; Cu/Ni ; AU ; 8 ; лесной ; 25 
 3260 ; 5 бани. Румыния ; 1956 ;  ; Al/Br ; VF+ ; 20 ; Рыжая_Кыся ; 31 
 3261 ; 1 эре. Норвегия ; 1940 ;  ; Cu ; XF- ; 15 ; pvg ; 26 
 3262 ; 1 цент. Кипр ; 1963 ;  ; Al ; XF+ ; 19 ; pvg ; 159 
 3263 ; 10 сантимов. Франция ; 1937 ;  ; Cu/Ni ; VF ; 22 ; av ; 45 
 3264 ; 2 сантима. Латвия ; 1932 ;  ; Cu ; VF- ; 6 ; t_v_v ; 24 
 3265 ; 1 цент. Нидерланды ; 1967 ;  ; Br ; XF ; 16 ; alex995 ; 17 
 3266 ; 2 филлера. Венгрия ; 1963 ;  ; Al ; XF ; 91 ; Сёмга ; 305 
 3267 ; 5 пфеннигов. Германия ; 1942 ;  ; Zn ; F-VF ; 65 ; Alex75 ; 301 
 3268 ; 25 сантимов. Люксембург ; 1947 ;  ; Cu ; VF+ ; 12 ; andreyM ; 36 
 3269 ; 6 пенсов. Великобритания ; 1949 ;  ; Cu/Ni ; VF ; 10 ; Павлов75 ; 65 
 3270 ; 5 раппен. Швейцария ; 1957 ;  ; Cu/Ni ; VF+ ; 4 ; alex995 ; 23 
 3271 ; 1 цент. Малайя ; 1939 ;  ; Cu ; VF- ; 53 ; pvg ; 85 
 3272 ; 1/2 анны. Пакистан ; 1953 ;  ; Al/Br ; VF-XF ; 31 ; Недорого ; 161 
 3273 ; 10 сантимов. Латвия ; 1922 ;  ; Cu/Ni ; VF ; 42 ; лесной ; 83 
 3274 ; 2 1/2 песеты. Испания ; 1953 ;  ; Al/Br ; VF+ ; 34 ; Анатоль ; 80 
 3275 ; 1 раппен. Швейцария ; 1963 ;  ; Br ; AU ; 25 ; andreyM ; 26 
 3276 ; 2 анны. Индия ; 1947 ;  ; Cu/Ni ; VF ; 68 ; andreyM ; 108 
 3277 ; 1 сентаво. Филиппины ; 1963 ;  ; Br ; XF+ ; 15 ; pvg ; 71 
 3278 ; 5 пайса. Пакистан ; 1962 ;  ; Al/Br ; AU ; 22 ; temichek ; 57 
 3279 ; 10 эре. Норвегия ; 1947 ;  ; Cu/Ni ; VF+ ; 12 ; лесной ; 24 
 3280 ; 1 цент. Нидерланды ; 1878 ;  ; Cu ; F ; 16 ; andreyM ; 33 
 3281 ; 50 франков. Марокко ; 1952 ;  ; Al/Br ; VF+ ; 29 ; aurin1 ; 67 
 3282 ; 2 миллима. Судан ; 1956 ;  ; Br ; XF ; 28 ; Недорого ; 99 
 3283 ; 3 шо. Тибет ; 1946 ;  ; Cu ; F-VF ; 78 ; Harlock ; 571 
 3284 ; 10 пара. Турция ; 1327л.х. ;  ; Ni ; VF ; 12 ; aziya11 ; 45 
 3285 ; 1 динар. .Алжир ; 1964 ;  ; Cu/Ni ; VF- ; 8 ; aurin1 ; 28 
 3286 ; 250 филс. Ирак ; 1970 ;  ; Cu/Ni ; XF- ; 21 ; SadKo ; 78 
 3287 ; 10 миллин. Египет ; 1958 ;  ; Al/Br ; VF- ; 43 ; ship-nik ; 44 
 3288 ; 5 пиастров. Египет ; 1960 ;  ; Al/Br ; VF- ; 14 ; alskr ; 45 
 3289 ; 10 прут. Израиль ; 1952 ;  ; Al ; VF ; 20 ; pvg ; 274 
 3290 ; Монета иностранная. Восток ;  ;  ; Cu/Ni ; XF+ ; 65 ; vc57 ; 125 
 3291 ; 2 лева. Болгария. Чемпионат мира по футболу ; 1986 ;  ; Cu/Ni ; Proof ; 66 ; StanislavAK ; 153 
 3292 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 48 ; StanislavAK ; 126 
 3293 ; Платежный  жетон 20. Рига ; 1865 ;  ; Ж/м ; VF- ; 35 ; benc ; 2040 
 3294 ; 3 пфеннига. Пруссия, Вильгельм I (1861-1888) ; 1868С ;  ; Br ; VF+ ; 46 ; Drill ; 201 
 3195 ; 5 гривен. Украина. УЕФА. Финальный турнир чемпионате Европы по футболу ; 2011 ;  ; Cu-Ni ; AU ; 20 ; military ; 245 
 3196 ; 5 гривен. Украина. УЕФА. Финальный турнир чемпионате Европы по футболу ; 2011 ;  ; Cu-Ni ; AU ; 20 ; military ; 249 
 3197 ; 50 пфеннигов. Веймар ; 1920А ;  ; Al ; VF- ; 13 ; cboker ; 24 
 3198 ; 10 пфеннигов. Веймар ; 1924Е ;  ; Al/Br ; VF- ; 34 ; westof ; 40 
 3199 ; 5 пфеннигов. Веймар ; 1924F ;  ; Al/Br ; F-VF ; 23 ; Опятор ; 55 
 3200 ; 5 пфеннигов. Германия ; 1899А ;  ; Cu/Ni ; VF- ; 18 ; Sam ; 32 
 3201 ; 5 пфеннигов. Германия ; 1911А ;  ; Cu/Ni ; VF ; 15 ; westof ; 27 
 3202 ; 25 песет. Испания. Чемпионат мир по футболу 1982г ; 1980 ;  ; Cu/Ni ; VF ; 3 ; MBP ; 40 
 3203 ; 20 монго. Монголия ; 1937 ;  ; Cu/Ni ; VF+ ; 49 ; lsp25 ; 144 
 3204 ; 6 пенсов. Великобритания ; 1964 ;  ; Cu/Ni ; VF ; 23 ; sasa1369 ; 24 
 3205 ; 50 сентаво. Боливия ; 1974 ;  ; Cu/Ni ; AU ; 19 ; pvg ; 193 
 3206 ; 20 сантимов. Латвия ; 1922 ;  ; Cu/Ni ; VF ; 20 ; Sam ; 28 
 3207 ; 25 эскудо. Португалия. 600 лет королю ; 1985 ;  ; Cu/Ni ; AU ; 19 ; udaw ; 291 
 3208 ; 10 эскудо. Португальский Мозамбик ; 1970 ;  ; Cu/Ni ; VF ; 24 ; campan ; 63 
 3209 ; 10 новых пенсов. Великобритания, Елизавета II ; 1969 ;  ; Cu/Ni ; AU ; 40 ; olga42 ; 102 
 3210 ; 10 хеллеров. Австрия ; 1894 ;  ; Cu/Ni ; VF ; 4 ; t_v_v ; 24 
 3211 ; 5 чентезими. Италия ; 1937 ;  ; Cu ; F-VF ; 16 ; Komod ; 45 
 3212 ; 1 песо. Доминиканская Республика ; 1997 ;  ; Al/Br ; VF ; 9 ; temichek ; 28 
 3213 ; 1/4 шиллинга. Джерси, Елизавета II ; 1957 ;  ; Al/Br ; VF+ ; 23 ; dgekson ; 54 
 3214 ; 5 грошей. Польша ; 1923 ;  ; Al/Br ; VF- ; 27 ; latgale ; 77 
 3215 ; 20 сентаво. Мексика. Пирамида ; 1943 ;  ; Br ; F+ ; 7 ; Sam ; 24 
 3216 ; 5 чентезими. Италия ; 1940 ;  ; Br ; VF ; 15 ; ВМШ ; 104 
 3217 ; 1 пенни. Австралия, Елизавета II ; 1974 ;  ; Br ; XF ; 24 ; Drill ; 25 
 3218 ; 25 центов. Канада, Елизавета II ; 1984 ;  ; Ni/Fe ; XF ; 34 ; Drill ; 33 
 3219 ; 1 писо. Филиппины. Буйвол ; 1992 ;  ; Ni/Fe ; VF-XF ; 20 ; alex995 ; 21 
 3220 ; 50 чентезими. Италия ; 1941 ;  ; St ; XF ; 29 ; vesta78 ; 50 
 3221 ; 50 рупий. Индонезия. Птица ; 2002 ;  ; Al ; VF+ ; 16 ; Harlock ; 24 
 3222 ; 5 песет. Испания ; 1898 ;  ; Ag ; VF+ ; 62 ; dvg ; 1124 
 3223 ; 2 динара. Югославия ; 1897 ;  ; Ag ; VF-XF ; 69 ; lubopitnaja ; 451 
 3224 ; 20 сен. Япония ; XX в ;  ; Ag ; VF ; 28 ; vc57 ; 404 
 3225 ; 5 лир. Сан-Марино ; 1937 ;  ; Ag ; AU ; 97 ; riga1979 ; 3048 
 3226 ; 50 сантимов. Испания ; 1926 ;  ; Ag ; F+ ; 23 ; барсик ; 148 
 3227 ; 1/2 афгани. Афганистан ; 1932 ;  ; Ag ; F-VF ; 59 ; mkm1968 ; 373 
 3228 ; 100 рейс. Португалия ; 1910 ;  ; Ag ; XF+ ; 45 ; Alexdav ; 410 
 3229 ; 2 1/2 эскудо. Португалия ; 1951 ;  ; Ag ; AU ; 26 ; _1111_ ; 650 
 3230 ; 10 центов. Канада ; 1964 ;  ; Ag ; VF+ ; 16 ; elinsckij123 ; 92 
 3231 ; 10 пфеннигов. Веймар ; 1932А ;  ; Al/Br ; VF+ ; 18 ; westof ; 31 
 3232 ; 5 пфеннигов. Веймар ; 1925J ;  ; Al/Br ; VF+ ; 30 ; westof ; 55 
 3233 ; 2 пфеннига. Веймар ; 1924 ;  ; Br ; VF ; 12 ; Sam ; 35 
 3234 ; 50 песет. Испания ; 1975 ;  ; Cu/Ni ; AU ; 11 ; DVZ ; 31 
 3235 ; 50 злотых. Польша ; 1980 ;  ; Cu/Ni ; AU ; 23 ; and1972 ; 92 
 3236 ; 100 злотых. Польша ; 1984 ;  ; Cu/Ni ; AU ; 43 ; Дергроссекёниг ; 85 
 3237 ; 50 злотых. Польша ; 1982 ;  ; Cu/Ni ; AU ; 19 ; and1972 ; 92 
 3238 ; 20 злотых. Польша ; 1978 ;  ; Cu/Ni ; XF ; 47 ; Harlock ; 119 
 3239 ; 10 динар. Югославия ; 1983 ;  ; Cu/Ni ; AU ; 22 ; satyrn1 ; 93 
 3240 ; 5 динар. Югославия ; 1975 ;  ; Cu/Ni ; AU ; 13 ; лесной ; 207 
 3241 ; 1 крона. Норвегия ; 1964 ;  ; Cu/Ni ; XF ; 31 ; Alexdav ; 67 
 3242 ; 5 эре. Норвегия ; 1955 ;  ; Br ; VF ; 24 ; V86 ; 24 
 3243 ; 25 центов. Нидерланды ; 1948 ;  ; Cu/Ni ; VF+ ; 54 ; pvg ; 104 
 3244 ; 1 цент. Нидерландская Индия ; 1945 ;  ; Br ; VF ; 17 ; vesta78 ; 66 
 3145 ; 10 менге. Монголия ; 1970 ;  ; Cu-Ni ; VF ; 8 ; Augusto ; 28 
 3146 ; 2 менге. Монголия ; 1970 ;  ; Al ; VF+ ; 14 ; Augusto ; 24 
 3147 ; 5 сен. Бельгия ; 1904 ;  ; Cu-Ni ; VF- ; 12 ; av ; 54 
 3148 ; 10 грошей. Польша ; 1949 ;  ; Cu-Ni ; VF ; 9 ; Komod ; 20 
 3149 ; 50 пфеннигов. Веймар ; 1922G ;  ; Al ; AU ; 22 ; westof ; 57 
 3150 ; 25 сентим. Бельгия ; 1964 ;  ; Cu-Ni ; XF ; 3 ; evgeniyl75 ; 14 
 3151 ; 25 сентим. Бельгия ; 1971 ;  ; Cu-Ni ; XF+ ; 5 ; krugerrand ; 16 
 3152 ; 10 центов. Барбадос ; 1973 ;  ; Cu-Ni ; XF ; 12 ; and1972 ; 25 
 3153 ; 1 динар. Югославия ; 1965 ;  ; Cu-Ni ; XF ; 5 ; лесной ; 16 
 3154 ; 2 эре. Норвегия ; 1935 ;  ; Br ; VF ; 7 ; Рыжая_Кыся ; 28 
 3155 ; 10 пфеннигов. Германия ; 1922 ;  ; Zn ; F-VF ; 19 ; t_v_v ; 20 
 3156 ; 50 сентаво. Бразилия ; 1943 ;  ; Al/Br ; VF- ; 25 ; pvg ; 46 
 3157 ; 10 франков. Франция ; 1949 ;  ; Cu-Ni ; VF+ ; 24 ; and1972 ; 38 
 3158 ; 10 йен. Тайвань ; 1981-2000 ;  ; Cu-Ni ; VF ; 2 ; goba ; 30 
 3159 ; 50 пфеннигов. Веймар ; 1922G ;  ; Al ; AU ; 11 ; zelya ; 23 
 3160 ; 25 пенсов. Великобритания. 25 лет коронации Елизаветы II ; 1977 ;  ; Cu-Ni ; AU ; 26 ; sever1967 ; 81 
 3161 ; 25 пенсов. Великобритания. 25 лет коронации Елизаветы II ; 1977 ;  ; Cu-Ni ; AU ; 23 ; фёкла ; 79 
 3162 ; 6 пенсов. Фиджи ; 1953 ;  ; Cu-Ni ; XF ; 29 ; andreyM ; 97 
 3163 ; 1 пенни. Фиджи ; 1965 ;  ; Cu-Ni ; AU ; 14 ; alskr ; 62 
 3164 ; 6 пенсов. Новая Зеландия ; 1964 ;  ; Cu-Ni ; AU ; 34 ; лесной ; 82 
 3165 ; 2 пфеннига. Германия ; 1937F ;  ; Br ; VF ; 40 ; pvg ; 174 
 3166 ; 1 пфенниг. Германия ; 1937A ;  ; Br ; XF ; 55 ; лесной ; 101 
 3167 ; 1 пфенниг. Германия ; 1937A ;  ; Br ; XF- ; 28 ; evgen 66 ; 72 
 3168 ; 2 эре. Норвегия ; 1940 ;  ; Br ; VF ; 8 ; pvg ; 104 
 3169 ; 1 пфенниг. Германия ; 1937D ;  ; Br ; XF- ; 41 ; sibtec ; 106 
 3170 ; 1 пфенниг. Германия ; 1937F ;  ; Br ; XF- ; 26 ; evgen 66 ; 63 
 3171 ; 1 пфенниг. Германия ; 1938D ;  ; Br ; XF ; 32 ; evgen 66 ; 103 
 3172 ; 1 пфенниг. Германия ; 1938D ;  ; Br ; XF ; 17 ; evgen 66 ; 53 
 3173 ; 1 пфенниг. Германия ; 1938F ;  ; Br ; XF- ; 30 ; evgen 66 ; 63 
 3174 ; 1 пфенниг. Германия ; 1938A ;  ; Br ; XF ; 20 ; ask ; 61 
 3175 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF ; 24 ; evgen 66 ; 51 
 3176 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF ; 26 ; evgen 66 ; 53 
 3177 ; 1 пфенниг. Германия ; 1939D ;  ; Br ; VF-XF ; 23 ; ask ; 46 
 3178 ; 1 пфенниг. Германия ; 1943A ;  ; Zn ; VF ; 37 ; 715 ; 125 
 3179 ; 500 песо. Колумбия ; 1998 ;  ; Би/м ; VF- ; 14 ; alexpakh ; 30 
 3180 ; 5 песет. Испания ; 1871 ;  ; Ag ; VF ; 53 ; pvg ; 1282 
 3181 ; 5 песет. Испания ; 1891 ;  ; Ag ; VF- ; 22 ; vitapool ; 1026 
 3182 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; VF-XF ; 20 ; валери ; 183 
 3183 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; XF- ; 21 ; Атлантик ; 67 
 3184 ; 1 пенни. Великобритания ; 1936 ;  ; Br ; VF ; 9 ; валери ; 30 
 3185 ; 2 сентаво. Аргентина ; 1891 ;  ; Cu ; VF-XF ; 37 ; pvg ; 276 
 3186 ; 1 цент. Британский Гон-Конг ; 1865 ;  ; Cu ; VF ; 18 ; pvg ; 567 
 3187 ; 5 сантимов. Бельгия ; 1849 ;  ; Cu ; VF- ; 52 ; dsp ; 214 
 3188 ; 2 франка. Люксембург ; 1924 ;  ; Cu-Ni ; VF ; 65 ; pvg ; 299 
 3189 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 27 ; esacsa ; 167 
 3190 ; 1 доллар. США ; 1923 ;  ; Ag ; XF ; 119 ; latgale ; 2341 
 3191 ; 20 лева. Болгария. Совместный полет СССР - НРБ ; 1988 ;  ; Ag ; Proof ; 32 ; brat52 ; 334 
 3192 ; 5 гривен. Украина. УЕФА. Финальный турнир чемпионате Европы по футболу ; 2011 ;  ; Cu-Ni ; AU ; 36 ; vladzory ; 245 
 3193 ; 5 гривен. Украина. УЕФА. Финальный турнир чемпионате Европы по футболу ; 2011 ;  ; Cu-Ni ; AU ; 24 ; УФА ; 279 
 3194 ; 5 гривен. Украина. УЕФА. Финальный турнир чемпионате Европы по футболу ; 2011 ;  ; Cu-Ni ; AU ; 16 ; kazak1975 ; 245 
 3095 ; 10 риалов. Испания. Фердинанд VII. Мон двор Мадрид ; 1821 ;  ; Ag ; F+ ; 44 ; Searcher ; 1132 
 3096 ; 6 шамси. Южно-Аравийские княжества. Аденский прготекторат (Великобритания) ; 1920-е гг ;  ; Ag ; F-VF ; 37 ; mkm1968 ; 402 
 3097 ; 12 шамси. Южно-арвийские княжества. Аденский прготекторат (Великобритания) ; 1920-е гг ;  ; Ag ; VF- ; 64 ; shest ; 1120 
 3098 ; 1/4 рупии. Индия. Хайдарабад ; 1362 ;  ; Ag ; F-VF ; 32 ; yuri.gruzdev ; 378 
 3099 ; 1/4 доллара. Гавайские острова. Каракалла I ; 1883 ;  ; Ag ; F+ ; 55 ; nikita1980 ; 1049 
 3100 ; 1/4 кетсаль. Гватемала ; 1926 ;  ; Ag ; VF+ ; 26 ; Недорого ; 417 
 3101 ; 4 кварты. Испания под управлением Франции. Барселона ; 1810 ;  ; Cu ; F ; 65 ; vb96 ; 426 
 3102 ; 6 кварт. Испания. Провинция Каталония ; 1837 ;  ; Cu ; VF+ ; 37 ; riga1979 ; 1450 
 3103 ; 5 центов. Колонии Франции. Генеральный выпуск. Карл X ; 1830 ;  ; Cu ; F-VF ; 35 ; pvg ; 463 
 3104 ; 10 центов. Колонии Франции. Генеральный выпуск. Луи Филипп ; 1839 ;  ; Cu ; F+ ; 38 ; pvg ; 675 
 3105 ; 20 сентаво. Токен. Частная чеканка. Перу ; 1935 ;  ; Br ; XF ; 39 ; campan ; 189 
 3106 ; 10 кэш. Китай. ;  ;  ; Cu ; VF ; 34 ; vc57 ; 124 
 3107 ; 5 центов. Китай. Республика ; 29(1940) ;  ; Al ; VF- ; 16 ; Slava O ; 126 
 3108 ; 100 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; AU ; 47 ; _1111_ ; 1033 
 3109 ; 50 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; XF ; 40 ; _1111_ ; 700 
 3110 ; 1/2 доллара. США. Всемирная выставка. Колумб ; 1893 ;  ; Ag ; VF-XF ; 61 ; Sky2 ; 753 
 3111 ; 1/2 доллара. США ; 1964D ;  ; Ag ; AU ; 46 ; varvara ; 478 
 3112 ; 1 доллар. США. Морган ; 1878S ;  ; Ag ; XF+ ; 56 ; Фима ; 2081 
 3113 ; 1 доллар. США. Морган ; 1884 ;  ; Ag ; XF+ ; 64 ; Фима ; 1916 
 3114 ; 5 марок. ФРГ. 150 лет со дня рождения Макса фон Петтенкофера ; 1968D ;  ; Ag ; AU ; 37 ; a_komelkov ; 433 
 3115 ; 5 марок. ФРГ. 500 лет со дня смерти Иоганна Гутенберга ; 1968G ;  ; Ag ; AU ; 35 ; a_komelkov ; 453 
 3116 ; 5 марок. ФРГ. 375 лет со дня смерти Герхарда Меркатора ; 1969F ;  ; Ag ; AU ; 34 ; Gorizn ; 457 
 3117 ; 5 марок. ФРГ. 375 лет со дня рождения  Теодора  Фонтена ; 1969G ;  ; Ag ; AU ; 40 ; Gorizn ; 457 
 3118 ; 5 марок. ФРГ. Образование Немецкого государства ; 1971G ;  ; Ag ; AU ; 22 ; westof ; 334 
 3119 ; 5 марок. ФРГ. 500 лет со дня рождения Альбрехта Дюрера ; 1971D ;  ; Ag ; AU ; 28 ; Searcher ; 379 
 3120 ; 5 марок. ФРГ. 125 лет Франкфуртскому парламенту ; 1973G ;  ; Ag ; AU ; 25 ; westof ; 306 
 3121 ; 5 марок. ФРГ. 25 лет Конституционному закону ; 1974F ;  ; Ag ; AU ; 25 ; westof ; 313 
 3122 ; 5 марок. ФРГ. Год защиты европейских памятникой ; 1975F ;  ; Ag ; Proof ; 27 ; westof ; 411 
 3123 ; 5 марок. ФРГ. 50 лет со дня смерти Фридриха Эберта ; 1975J ;  ; Ag ; AU ; 21 ; Gorizn ; 404 
 3124 ; 5 марок. ФРГ. 100 лет со дня рождения Альберта Швейцера ; 1975G ;  ; Ag ; AU ; 40 ; westof ; 421 
 3125 ; 5 марок. ФРГ. 300 лет со дня смерти Гриммельсгаузена ; 1976D ;  ; Ag ; AU ; 36 ; westof ; 323 
 3126 ; 5 марок. ФРГ. 200 лет со дня рождения Генриха фон Клейста ; 1977G ;  ; Ag ; AU ; 14 ; a_komelkov ; 313 
 3127 ; 5 марок. ФРГ. 200 лет со дня рождения Карла Фридриха Гаусса ; 1977J ;  ; Ag ; AU ; 9 ; a_komelkov ; 300 
 3128 ; 5 марок. ФРГ. 225 лет со дня смерти Бальтазара Ньюмана ; 1978F ;  ; Ag ; AU ; 39 ; Gorizn ; 408 
 3129 ; 5 марок. ФРГ. 150 лет Немецкому Археологическому институту ; 1979J ;  ; Ag ; AU ; 30 ; Gorizn ; 510 
 3130 ; 20 лева. Болгария. Борис III ; 1930 ;  ; Ag ; VF+ ; 13 ; Sam ; 107 
 3131 ; 10 центов. Гон-Гонг. Виктория ; 1900Н ;  ; Ag ; VF ; 19 ; vesta78 ; 216 
 3132 ; 50 пфеннигов. Веймар ; 1922G ;  ; Al ; AU ; 38 ; westof ; 35 
 3133 ; 50 пфеннигов. Веймар ; 1922G ;  ; Al ; AU ; 24 ; evgen 66 ; 31 
 3134 ; 50 пфеннигов. Веймар ; 1922G ;  ; Al ; AU ; 21 ; zelya ; 23 
