 5633 ; Бона иностранная ;  ;  ;  ;  ; 7 ; северянин ; 30 
 3557 ; 2 сентаво. Португалия ; 1920 ;  ; Br ; XF+ ; 14 ; kornum ; 125 
 3558 ; 1 пенни. Австралия ; 1948 ;  ; Br ; VF ; 7 ; gusar ; 48 
 3559 ; 2 драхмы. Греция ; 1988 ;  ; Br ; XF ; 6 ; sampler22 ; 18 
 3560 ; 1 цент. США ; 1956 ;  ; Br ; VF ; 12 ; нв1975 ; 81 
 3561 ; 25 пенни. Финляндия ; 1942 ;  ; Cu ; XF+ ; 12 ; gusar ; 79 
 3562 ; 5 эре. Швеция ; 1895 ;  ; Cu ; VF ; 11 ; krugerrand ; 90 
 3563 ; 1 цент. Нидерланды ; 1928 ;  ; Br ; VF ; 15 ; северянин ; 36 
 3564 ; 1/2 эре. Швеция ; 1867 ;  ; Cu ; F ; 9 ; jj ; 199 
 3465 ; 25 центов. Родезия ; 1964 ;  ; Cu-Ni ; VF ; 20 ; irino4ka ; 106 
 3466 ; 5 франков. Монако ; 1982 ;  ; Cu-Ni ; XF ; 24 ; igor26 ; 272 
 3467 ; 20 динаров. Сербия ; 2012 ;  ; Cu-Ni ; XF ; 22 ; jj ; 45 
 3468 ; 5 песет. Испания ; 1949 ;  ; Cu-Ni ; XF ; 21 ; kornum ; 79 
 3469 ; 50 сенти. Тонга. ФАО ; 2002 ;  ; Cu-Ni ; XF ; 19 ; sibirian ; 101 
 3470 ; 100 франков. Французский Алжир ; 1950 ;  ; Cu-Ni ; VF ; 40 ; irino4ka ; 123 
 3471 ; 25 сентимо. Испания ; 1925 ;  ; Cu-Ni ; VF- ; 13 ; SKeeper ; 77 
 3472 ; 25 сантимов. Франция ; 1903 ;  ; Cu-Ni ; VF ; 26 ; kornum ; 79 
 3473 ; 25 сентимо. Испания ; 1927 ;  ; Cu-Ni ; VF ; 12 ; kornum ; 72 
 3474 ; 5 центов. Канада ; 1927 ;  ; Cu-Ni ; F-VF ; 10 ; северянин ; 45 
 3475 ; 5 центов. Канада ; 1934 ;  ; Cu-Ni ; F-VF ; 21 ; t_v_v ; 45 
 3476 ; 25 пфеннигов. Германия ; 1912F ;  ; Cu-Ni ; VF ; 37 ; igor26 ; 567 
 3477 ; 5 марок. ФРГ. 600 лет Гейдельбергскому университету ; 1986D ;  ; Cu-Ni ; XF+ ; 27 ; aziya11 ; 131 
 3478 ; 5 марок. ФРГ. Бартольди ; 1984J ;  ; Cu-Ni ; XF+ ; 30 ; SKeeper ; 130 
 3479 ; 50 тенге. Казахстан. Международная космическая станция ; 2013 ;  ; Cu-Ni ; XF+ ; 30 ; Vebr ; 97 
 3480 ; 50 тенге. Казахстан. 20 лет независимости ; 2011 ;  ; Cu-Ni ; XF+ ; 22 ; Vebr ; 69 
 3481 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu-Ni ; XF+ ; 17 ; Andrak ; 57 
 3482 ; 50 тенге. Казахстан. 20 леттенге ; 2013 ;  ; Cu-Ni ; XF+ ; 24 ; t_v_v ; 51 
 3483 ; 50 лир. Ватикан ; 1982 ;  ; St ; AU ; 14 ; jj ; 153 
 3484 ; 2 лек. Албания ; 1939 ;  ; St ; VF ; 26 ; Бейн99999 ; 120 
 3485 ; 100 йен. Япония. Олимпиада. Отверстие ; 1964 ;  ; Ag ; F-VF ; 25 ; Sterh ; 66 
 3486 ; 1/2 пенни. Ирландия ; 17?? ;  ; Cu ; F+ ; 11 ; murka1973 ; 206 
 3487 ; Фартинг. Англия ; 1905 ;  ; Br ; VF- ; 24 ; igor26 ; 321 
 3488 ; 20 марок. ГДР. Карл Маркс ; 1983A ;  ; Cu-Ni ; AU ; 30 ; vesta78 ; 181 
 3489 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ;  ; Cu-Ni ; XF ; 15 ; Бейн99999 ; 79 
 3490 ; 20 марок. ГДР. 30 лет ГДР ; 1979 ;  ; Cu-Ni ; XF ; 23 ; sos1 ; 165 
 3491 ; 10 марок. ГДР. Совместный полет СССР - ГДР ; 1978 ;  ; Cu-Ni ; XF ; 18 ; vesta78 ; 199 
 3492 ; 10 марок. ГДР. 25 лет ГДР ; 1974 ;  ; Cu-Ni ; XF+ ; 17 ; Rober ; 72 
 3493 ; 10 марок. ГДР. 40 лет победы ; 1985 ;  ; Cu-Ni ; AU ; 17 ; magpie ; 235 
 3494 ; 10 марок. ГДР. Бухенвальд ; 1972 ;  ; Cu-Ni ; XF+ ; 10 ; SKeeper ; 115 
 3495 ; 5 марок. ГДР. Бранденбургские ворота ; 1971 ;  ; Cu-Ni ; XF ; 6 ; Бейн99999 ; 37 
 3496 ; 5 марок. ФРГ. Гете ; 1982D ;  ; Cu-Ni ; AU ; 22 ; SKeeper ; 142 
 3497 ; 5 марок. ФРГ. Лютер ; 1983G ;  ; Cu-Ni ; AU ; 15 ; aziya11 ; 143 
 3498 ; 5 марок. ГДР. Дом где родился Лютер ; 1983 ;  ; Cu-Ni ; XF+ ; 23 ; magpie ; 267 
 3499 ; 5 марок. ГДР. Майсен ; 1972 ;  ; Cu-Ni ; XF ; 11 ; sos1 ; 90 
 3500 ; 5 марок. ГДР. Ж/д Саксония ; 1988 ;  ; Cu-Ni ; XF ; 16 ; vesta78 ; 153 
 3501 ; 5 марок. ГДР. Церковь Св.Томаса. Лейпциг ; 1984 ;  ; Cu-Ni ; XF+ ; 25 ; maleevsw ; 740 
 3502 ; 5 марок. ГДР. Цвингер Дрезден ; 1985 ;  ; Cu-Ni ; AU ; 18 ; maleevsw ; 874 
 3503 ; 5 марок. ГДР. Дом где родился Лютер ; 1983 ;  ; Cu-Ni ; AU ; 20 ; maleevsw ; 553 
 3504 ; 5 марок. ГДР. Ж/д Саксония ; 1988 ;  ; Cu-Ni ; XF ; 21 ; magpie ; 199 
 3505 ; 5 марок. ГДР. Веймар ; 1982 ;  ; Cu-Ni ; XF ; 21 ; maleevsw ; 538 
 3506 ; 5 марок. ГДР. Потсдам ; 1986 ;  ; Cu-Ni ; XF ; 18 ; magpie ; 274 
 3507 ; 2 гривны. Украина.20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 25 ; doiu33 ; 185 
 3508 ; 2 гривны. Украина.20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 22 ; kornum ; 257 
 3509 ; 200000 карбованцеы. Украина. 50 лет победы ; 1995 ;  ; Cu-Ni ; Proof ; 14 ; Vebr ; 104 
 3510 ; 200000 карбованцеы. Украина. 50 лет победы ; 1995 ;  ; Cu-Ni ; Proof ; 10 ; Vebr ; 101 
 3511 ; 200000 карбованцеы. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 30 ; kozerog ; 193 
 3512 ; 200000 карбованцеы. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 24 ; 200 ; 164 
 3513 ; 200000 карбованцеы. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 43 ; Бейн99999 ; 117 
 3514 ; 200000 карбованцеы. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 28 ; sibirian ; 102 
 3415 ; 5 пиастров. Египет ; 1984 ;  ; Al/Br ; XF+ ; 36 ; kornum ; 45 
 3416 ; 5 пиастров. Египет ; 1992 ;  ; Al/Br ; XF+ ; 13 ; scipion ; 24 
 3417 ; 10 пиастров. Египет ; 1992 ;  ; Al/Br ; XF ; 4 ; страус ; 13 
 3418 ; 100 филс. Кувейт ; 20 век ;  ; Cu-Ni ; XF ; 14 ; matehev ; 62 
 3419 ; 10 пиастров. Египет ; 1972 ;  ; Cu-Ni ; VF+ ; 6 ; страус ; 15 
 3420 ; 10 пиастров. Египет. Мечеть Мухаммеда Али ; 1984 ;  ; Cu-Ni ; XF ; 10 ; kornum ; 45 
 3421 ; Сатанг. Тайланд ; 1941 ;  ; Br ; VF ; 37 ; maleevsw ; 318 
 3422 ; 20 тиин. Казахстан ; 1993 ;  ; Zn/Лат ; XF+ ; 5 ; stok ; 12 
 3423 ; 5 центов. Южная Африка ; 1971 ;  ; Cu-Ni ; VF+ ; 9 ; северянин ; 22 
 3424 ; 2 цента. Южная Африка ; 1970 ;  ; Br ; XF ; 7 ; северянин ; 20 
 3425 ; 1 цент. Южная Африка ; 1980 ;  ; Br ; VF+ ; 3 ; северянин ; 12 
 3426 ; 1 цент. Южная Африка ; 1969 ;  ; Br ; VF+ ; 4 ; северянин ; 13 
 3427 ; 25 центов. Эфиопия ; 1977 ;  ; Cu-Ni ; VF ; 9 ; buben ; 21 
 3428 ; 10 тхебе. Ботцвана ; 1980 ;  ; Cu-Ni ; VF- ; 7 ; ag58 ; 22 
 3429 ; 1 тамбала. Малави ; 1971 ;  ; Br ; XF ; 13 ; bethowen ; 44 
 3430 ; 25 сен. Бельгия ; 1944 ;  ; Zn ; VF- ; 3 ; страус ; 13 
 3431 ; 1 цент. Канада ; 1964 ;  ; Br ; XF ; 5 ; северянин ; 13 
 3432 ; 1 пфенниг. ГДР ; 1987А ;  ; Al ; XF+ ; 5 ; kornum ; 57 
 3433 ; 2 эре. Дания ; 1941 ;  ; Al ; VF- ; 6 ; страус ; 22 
 3434 ; 2 эре. Дания ; 1942 ;  ; Zn ; VF ; 10 ; Бейн99999 ; 16 
 3435 ; 2 эре. Дания ; 1943 ;  ; Zn ; VF ; 9 ; Бейн99999 ; 24 
 3436 ; 2 пиастра. Египет ; 1980-1984 ;  ; Al/Br ; XF ; 11 ; dvlless ; 23 
 3437 ; 2 эре. Дания ; 1944 ;  ; Zn ; VF ; 6 ; страус ; 14 
 3438 ; 25 сент. Люксембург ; 1927 ;  ; Cu-Ni ; VF+ ; 7 ; SKeeper ; 33 
 3439 ; 50 пфенниг. Веймар ; 1920A ;  ; Al ; XF ; 22 ; Декарт ; 26 
 3440 ; 2 злотых. Польша. Миллениум ; 2000 ;  ; Би/м ; AU ; 41 ; Masik ; 279 
 3441 ; 2 злотых. Польша. Генрих Венявский ; 2001 ;  ; Латунь ; AU ; 27 ; Masik ; 153 
 3442 ; 2 злотых. Польша. Подлаское воеводство ; 2004 ;  ; Латунь ; AU ; 7 ; zamectitel ; 150 
 3443 ; 2 злотых. Польша. Вступление в ЕС ; 2004 ;  ; Латунь ; AU ; 11 ; zamectitel ; 150 
 3444 ; 2 злотых. Польша. 60 лет Варшавского восстания ; 2004 ;  ; Латунь ; AU ; 19 ; zamectitel ; 150 
 3445 ; 2 злотых. Польша. Поморское воеводство ; 2004 ;  ; Латунь ; AU ; 24 ; Masik ; 204 
 3446 ; 2 злотых. Польша. Подкарпатское воеводство ; 2004 ;  ; Латунь ; AU ; 23 ; Masik ; 164 
 3447 ; 2 злотых. Польша. Любушское воеводство ; 2004 ;  ; Латунь ; AU ; 9 ; zamectitel ; 150 
 3448 ; 2 злотых. Польша. Малопольское воеводство ; 2004 ;  ; Латунь ; AU ; 11 ; artmaks ; 57 
 3449 ; 2 злотых. Польша.Миколай Рей ; 2005 ;  ; Латунь ; AU ; 11 ; zamectitel ; 105 
 3450 ; 2 злотых. Польша. Сурок ; 2006 ;  ; Латунь ; AU ; 16 ; Masik ; 128 
 3451 ; 2 злотых. Польша. Серый Тюлень ; 2007 ;  ; Латунь ; AU ; 7 ; Masik ; 101 
 3452 ; 10 марок. Фнляндия ; 1936 ;  ; Al/Br ; VF-XF ; 35 ; Sterh ; 101 
 3453 ; 20 марок. Фнляндия ; 1937 ;  ; Al/Br ; VF+ ; 14 ; Andrak ; 110 
 3454 ; 5 франков. Франция ; 1945 ;  ; Al/Br ; VF+ ; 36 ; krugerrand ; 363 
 3455 ; 2 франка. Франция ; 1945 ;  ; Al/Br ; VF ; 11 ; jugla ; 129 
 3456 ; 10 рупий. Шри-Ланка ; 1998 ;  ; Би/м ; XF ; 13 ; SKeeper ; 51 
 3457 ; 1 доллар. Острова Кука ; 2010 ;  ; Би/м ; AU ; 21 ; sibirian ; 318 
 3458 ; 500 лир. Сан-Марино ; 1991 ;  ; Би/м ; VF+ ; 25 ; kornum ; 111 
 3459 ; 1 цент. Нидерландское Кюрасао ; 1944 ;  ; Br ; XF ; 34 ; vb96 ; 107 
 3460 ; 1 цент. Французский Индо-Китай ; 1930 ;  ; Br ; VF- ; 22 ; 8888 ; 159 
 3461 ; 1 цент. Канада ; 1917 ;  ; Br ; VF ; 5 ; Andrak ; 48 
 3462 ; 50 центов. Австралия ; 1981 ;  ; Cu-Ni ; VF+ ; 29 ; salim ; 113 
 3463 ; 50 центов. Австралия ; 2005 ;  ; Cu-Ni ; VF-XF ; 25 ; salim ; 111 
 3464 ; 50 центов. Австралия ; 2001 ;  ; Cu-Ni ; VF+ ; 23 ; avstraliez2 ; 227 
 3365 ; 5 гривен. Украина. Чемпионат Европы по футболу ; 2012 ;  ; Cu-Ni ; AU ; 14 ; lbah1 ; 355 
 3366 ; 10 марок. ГДР. Бухенвальд ; 1972А ;  ; Cu-Ni ; XF ; 9 ; SKeeper ; 55 
 3367 ; 10 марок. ГДР. 40 лет Победы ; 1985А ;  ; Cu-Ni ; AU ; 13 ; kadadin ; 262 
 3368 ; 250 эскудо. Португалия. ХXIV Олимпийские игры в Сеуле ; 1988 ;  ; Cu-Ni ; XF+ ; 11 ; salim ; 235 
 3369 ; 200 эскудо. Португалия. ХXV Олимпийские игры ; 1992 ;  ; Cu-Ni ; XF+ ; 21 ; CromSVD ; 167 
 3370 ; 200 эскудо. Португалия ; 1994 ;  ; Cu-Ni ; XF+ ; 16 ; dim66 ; 121 
 3371 ; 100 эскудо. Португалия. Чемпионат по футболу в Мексике ; 1986 ;  ; Cu-Ni ; XF ; 17 ; sveta6369 ; 153 
 3372 ; 2 злотых. Польша. Олимпиада в Атланте ; 1995 ;  ; Cu-Ni ; AU ; 31 ; 7755 ; 1104 
 3373 ; 2 злотых. Польша. Катынь ; 2010 ;  ; Латунь ; AU ; 10 ; artmaks ; 102 
 3374 ; 2 злотых. Польша. Смоленск ; 2011 ;  ; Латунь ; AU ; 24 ; artmaks ; 101 
 3375 ; 1 песо. Куба.  XII Чемпионат по футболу в Испании ; 1981 ;  ; Cu-Ni ; AU ; 5 ; salim ; 340 
 3376 ; 1 песо. Куба.  XII Чемпионат по футболу в Мексике ; 1986 ;  ; Cu-Ni ; AU ; 3 ; salim ; 340 
 3377 ; 1 песо. Куба. XIV Зимнии Олимпийские игры в Калгари ; 1986 ;  ; Cu-Ni ; AU ; 3 ; salim ; 340 
 3378 ; 1 песо. Куба. 50 лет Революции ; 2009 ;  ; Cu-Ni ; AU ; 7 ; Oleht ; 363 
 3379 ; 1 песо. Куба. XIV Зимнии Олимпийские игры в Калгари ; 1986 ;  ; Cu-Ni ; AU ; 17 ; salim ; 344 
 3380 ; 1 песо. Куба. 75 лет со дня рожденияЧе Гевара ; 2003 ;  ; Cu-Ni ; AU ; 11 ; Oleht ; 680 
 3381 ; 2000 вон. Корея. ХXIV Олимпийские игры в Сеуле ; 1998 ;  ; Cu-Ni ; AU ; 17 ; страус ; 322 
 3382 ; 2 лиры. Италия ; 1924 ;  ; Cu-Ni ; VF ; 19 ; 220W ; 136 
 3383 ; 10 франков. Франция ; 1985 ;  ; Al/Br ; XF ; 12 ; kornum ; 90 
 3384 ; 10 пфенниг. Германия ; 1941A ;  ; Zn ; VF ; 17 ; 06031983 ; 61 
 3385 ; 10 пфенниг. Германия ; 1942A ;  ; Zn ; VF ; 19 ; goram ; 65 
 3386 ; 10 пфенниг. Германия ; 1944A ;  ; Zn ; VF ; 7 ; stok ; 31 
 3387 ; 2 пфенниг. Германия ; 1938F ;  ; Br ; XF ; 14 ; maleevsw ; 257 
 3388 ; 2 пфенниг. Германия ; 1939G ;  ; Br ; XF ; 18 ; maleevsw ; 165 
 3389 ; 2 пфенниг. Германия ; 1940A ;  ; Br ; XF+ ; 33 ; maleevsw ; 308 
 3390 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF ; 13 ; stok ; 61 
 3391 ; 1 пфенниг. Германия ; 1939A ;  ; Br ; XF ; 21 ; maleevsw ; 161 
 3392 ; 1 пфенниг. Германия ; 1940A ;  ; Zn ; VF ; 13 ; 06031983 ; 61 
 3393 ; 1 пфенниг. Германия ; 1940A ;  ; Zn ; VF ; 7 ; maleevsw ; 100 
 3394 ; 1 пфенниг. Германия ; 1941A ;  ; Zn ; VF- ; 5 ; stok ; 20 
 3395 ; 1 пфенниг. Германия ; 1941A ;  ; Zn ; VF- ; 5 ; stok ; 20 
 3396 ; 10 динар. Сербия ; 1943 ;  ; Zn ; VF+ ; 16 ; сама71 ; 146 
 3397 ; 25 сен. Нидерланды ; 1942 ;  ; Zn ; VF+ ; 13 ; сама71 ; 115 
 3398 ; 25 сен. Нидерланды ; 1941 ;  ; Zn ; VF+ ; 13 ; сама71 ; 82 
 3399 ; 50 сентавос. Боливия ; 1942 ;  ; Br ; XF+ ; 5 ; Бейн99999 ; 115 
 3400 ; 20 рейс. Португалия ; 1891 ;  ; Cu ; VF ; 12 ; t_v_v ; 51 
 3401 ; 1 цент. Канада. Эдворд VII ; 1905 ;  ; Br ; VF+ ; 10 ; bva150979 ; 159 
 3402 ; 2 кроны. Исландия ; 1940 ;  ; Al/Br ; XF- ; 7 ; SKeeper ; 55 
 3403 ; 5 центов. США ; 1934F ;  ; Cu-Ni ; VF ; 18 ; aureo2 ; 91 
 3404 ; 2 1/2 сен. Нидерланды ; 1905 ;  ; Br ; VF ; 12 ; SKeeper ; 57 
 3405 ; 3 марки. Веймар ; 1922E ;  ; Al ; VF ; 11 ; bva150979 ; 55 
 3406 ; 10 лепт. Крит ; 1900A ;  ; Cu-Ni ; F-VF ; 50 ; lestes ; 235 
 3407 ; 5 монго. Монголия ; 1937 ;  ; Al/Br ; VF ; 25 ; sotnik ; 272 
 3408 ; 2 монго. Монголия ; 1925 ;  ; Cu ; VF ; 25 ; kornum ; 207 
 3409 ; 2 монго. Монголия ; 1937 ;  ; Al/Br ; VF ; 45 ; kornum ; 207 
 3410 ; 15 монго. Монголия ; 1937 ;  ; Cu-Ni ; VF ; 25 ; sotnik ; 201 
 3411 ; 5 сен. Нидерланды ; 1914 ;  ; Cu-Ni ; VF+ ; 14 ; kornum ; 82 
 3412 ; 20 марок. ГДР. Вильгельм Пик ; 1972А ;  ; Cu-Ni ; XF ; 14 ; t_v_v ; 74 
 3413 ; 10 центов.  Малайя и Британское Борнео ; 1953 ;  ; Cu-Ni ; VF ; 19 ; Бейн99999 ; 62 
 3414 ; 10 пиастров. Египет ; 1967 ;  ; Cu-Ni ; VF-XF ; 5 ; stok ; 15 
 3315 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF ; 23 ; Zигмунт ; 159 
 3316 ; 1/2 доллара. США. Букер Т.Вашингтон ; 1946 ;  ; Ag ; XF+ ; 15 ; Blixa37 ; 666 
 3317 ; Монета иностранная ; 1966 ;  ; Ag ; AU ; 11 ; alehandr ; 410 
 3318 ; 50 центов. Канада ; 1965 ;  ; Ag ; XF ; 15 ; KNK ; 272 
 3319 ; 1/4 доллара. США ; 1956D ;  ; Ag ; VF+ ; 15 ; pref ; 148 
 3320 ; 1/4 доллара. США ; 1960D ;  ; Ag ; VF+ ; 15 ; pref ; 148 
 3321 ; 1/4 доллара. США ; 1964D ;  ; Ag ; XF ; 12 ; sks11801 ; 148 
 3322 ; 1 дайм. США ; 1942 ;  ; Ag ; VF+ ; 25 ; Метро62 ; 126 
 3323 ; 1 дайм. США ; 1943 ;  ; Ag ; VF+ ; 12 ; Sterh ; 74 
 3324 ; 1 дайм. США ; 1944 ;  ; Ag ; VF+ ; 16 ; Метро62 ; 124 
 3325 ; 1 писо. Филиппины ; 1994 ;  ; Cu-Ni ; VF-XF ; 17 ; Jana ; 18 
 3326 ; 1/2 пенни. Великобритания ; 1966 ;  ; Br ; AU ; 16 ; igor26 ; 83 
 3327 ; 10 миллимов. Египет. Исправительная революция ; 1977 ;  ; Al/Br ; VF ; 16 ; t_v_v ; 53 
 3328 ; 1 доллар. Ямайка ; 2003 ;  ; Cu-Ni ; VF ; 16 ; Jana ; 57 
 3329 ; 1 доллар. Канада. Дэвисов пролив ; 1987 ;  ; Ag ; Unc ; 31 ; Jek327 ; 528 
 3330 ; 6 пенсов. Южная Африка ; 1929 ;  ; Ag ; VF- ; 17 ; балбес ; 236 
 3331 ; 1 марка. Финляндия ; 1967 ;  ; Ag ; VF+ ; 8 ; SKeeper ; 67 
 3332 ; 2 лева. Болгария. Мадарский всадник ; 1981 ;  ; Cu-Ni ; Proof ; 3 ; SKeeper ; 114 
 3333 ; 2 лева. Болгария. Боянская церковь ; 1981 ;  ; Cu-Ni ; AU ; 10 ; страус ; 101 
 3334 ; 2 лева. Болгария. Рильский монастырь ; 1981 ;  ; Cu-Ni ; Proof ; 15 ; sibirian ; 107 
 3335 ; 2 лева. Болгария. 800 лет восстания Асена и Петра ; 1981 ;  ; Cu-Ni ; Proof ; 16 ; элли ; 127 
 3336 ; 2 лева. Болгария. Повстанческое движение ; 1981 ;  ; Cu-Ni ; XF ; 9 ; dudinjohn ; 110 
 3337 ; 2 лева. Болгария. Оборище ; 1981 ;  ; Cu-Ni ; AU ; 19 ; элли ; 105 
 3338 ; 2 лева. Болгария. Освобождение ; 1981 ;  ; Cu-Ni ; XF ; 8 ; SKeeper ; 126 
 3339 ; 2 лева. Болгария. Ника ; 1981 ;  ; Cu-Ni ; Proof ; 3 ; SKeeper ; 112 
 3340 ; 2 лева. Болгария. Кубок мира по футболу ; 1986 ;  ; Cu-Ni ; XF+ ; 6 ; john10 ; 113 
 3341 ; 2 лева. Болгария. Кубок мира по гребле ; 1989 ;  ; Cu-Ni ; Proof ; 10 ; элли ; 110 
 3342 ; 5 лева. Болгария. Васил Априлов ; 1989 ;  ; Cu-Ni ; Proof ; 5 ; SKeeper ; 110 
 3343 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 20 ; AsTro1 ; 323 
 3344 ; 1 лев. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; XF ; 23 ; banks ; 101 
 3345 ; 50 лева. Болгария ; 1943 ;  ; Fe ; VF-XF ; 14 ; SKeeper ; 51 
 3346 ; 5 евро. Финляндия. Исторические области Финляндии ; 2013 ;  ; Би/м ; AU ; 15 ; ag58 ; 273 
 3347 ; 5 гривен. Украина. Корабль "Слава Екатерине" ; 2013 ;  ; Cu-Ni ; AU ; 26 ; rasti ; 368 
 3348 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 24 ; хуторянин ; 105 
 3349 ; 2 гривны. Украина. 20 лет независимости ; 2011 ;  ; Cu-Ni ; AU ; 5 ; loguten ; 138 
 3350 ; 200000 карбованцев. Украина. Победа в ВОВ ; 1995 ;  ; Cu-Ni ; Proof-Like ; 18 ; kozerog ; 153 
 3351 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 37 ; rasti ; 192 
 3352 ; 5 гривен. Украина. 70 лет победы в ВОВ ; 2013 ;  ; Cu-Ni ; AU ; 38 ; ваван 5 ; 376 
 3353 ; 1/2 доллара. США. Международный кубок ; 1994 ;  ; Cu-Ni ; AU ; 17 ; sibirian ; 261 
 3354 ; 1/2 доллара. США. Иммигранты ; 1986S ;  ; Cu-Ni ; Proof ; 13 ; salim ; 255 
 3355 ; 1/2 доллара. США. Монумен Рошмор ; 1991 ;  ; Cu-Ni ; Proof ; 19 ; Luka1 ; 215 
 3356 ; 1/2 доллара. США. 500 лет открытия Амарики. Колумб ; 1992 ;  ; Cu-Ni ; AU ; 29 ; Кармино ; 447 
 3357 ; 1 доллар. США. Вудро Вильсон ; 2013D ;  ; Cu-Zn-Ni-Cu ; AU ; 21 ; aureo2 ; 203 
 3358 ; 1 доллар. США. Уильям Мак-Кинли ; 2013D ;  ; Cu-Zn-Ni-Cu ; AU ; 19 ; aureo2 ; 203 
 3359 ; 1 доллар. США. Теодор Рузвельт ; 2013P ;  ; Cu-Zn-Ni-Cu ; AU ; 18 ; aureo2 ; 203 
 3360 ; 1 доллар. США. Честер Артур ; 2012P ;  ; Cu-Zn-Ni-Cu ; AU ; 18 ; aureo2 ; 340 
 3361 ; 1 доллар. США ; 2013Р ;  ; Cu-Zn-Ni-Cu ; AU ; 23 ; aureo2 ; 153 
 3362 ; 200000 карбованцев. Украина. Богдан Хмельницкий ; 1995 ;  ; Cu-Ni ; Proof ; 31 ; kozerog ; 134 
 3363 ; 200000 карбованцев. Украина. Победа в ВОВ ; 1995 ;  ; Cu-Ni ; Proof ; 13 ; хуторянин ; 102 
 3364 ; 30 вон. Северная Корея. Гимнастика ; 2008 ;  ; Al ; Proof ; 29 ; sveta6369 ; 199 
 3265 ; 20 центов. Австралия ; 2011 ;  ; Cu-Ni ; XF ; 15 ; SKeeper ; 55 
 3266 ; 20 центов. Австралия ; 2011 ;  ; Cu-Ni ; XF ; 11 ; SKeeper ; 55 
 3267 ; 20 центов. Австралия ; 2010 ;  ; Cu-Ni ; XF ; 11 ; SKeeper ; 56 
 3268 ; 20 центов. Родезия ; 1964 ;  ; Cu-Ni ; XF ; 29 ; кве ; 114 
 3269 ; 10 центов. Родезия ; 1964 ;  ; Cu-Ni ; VF+ ; 32 ; igor26 ; 222 
 3270 ; 5 центов. Родезия ; 1964 ;  ; Cu-Ni ; VF+ ; 21 ; igor26 ; 181 
 3271 ; 1 шиллинг. Новая Зеландия ; 1947 ;  ; Cu-Ni ; VF+ ; 25 ; irino4ka ; 118 
 3272 ; 3 пенса. Новая Зеландия ; 1951 ;  ; Cu-Ni ; VF+ ; 17 ; Бейн99999 ; 79 
 3273 ; 20 центов. Австралия ; 2005 ;  ; Cu-Ni ; XF ; 12 ; SKeeper ; 57 
 3274 ; 1 флорин. Новая Зеландия ; 1965 ;  ; Cu-Ni ; VF+ ; 12 ; балбес ; 82 
