 4816 ; Бона иностранная. Дания ; 1936 ;  ;  ; AU ; 68 ; POSHEXON ; 272 
 3690 ; 50 пенсов. Великобритания ; 2006 ;  ; Cu-Ni ; VF ; 7 ; Mike! ; 131 
 3691 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF+ ; 2 ; Mike! ; 123 
 3692 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF+ ; 8 ; Mike! ; 141 
 3693 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF- ; 8 ; Mike! ; 141 
 3694 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF- ; 4 ; Mike! ; 129 
 3695 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF- ; 4 ; Mike! ; 129 
 3696 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 123 
 3697 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF+ ; 2 ; Mike! ; 123 
 3698 ; 50 пенсов. Великобритания. Гел-скауты ; 2010 ;  ; Cu-Ni ; XF+ ; 2 ; Mike! ; 123 
 3699 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF- ; 4 ; Mike! ; 129 
 3700 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 41 ; potapov0 ; 301 
 3701 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 123 
 3702 ; 50 пенсов. Великобритания. ; 2007 ;  ; Cu-Ni ; VF ; 5 ; Mike! ; 129 
 3703 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 4 ; Mike! ; 129 
 3704 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 123 
 3705 ; 50 пенсов. Великобритания ; 2006 ;  ; Cu-Ni ; VF+ ; 18 ; olga42 ; 153 
 3706 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 35 ; potapov0 ; 301 
 3707 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 4 ; Mike! ; 129 
 3708 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 25 ; potapov0 ; 301 
 3709 ; 50 пенсов. Великобритания. Олимпиада ; 2011 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 123 
 3710 ; 50 пенсов. Великобритания ; 1998 ;  ; Cu-Ni ; VF- ; 6 ; Карапуз ; 133 
 3711 ; 50 стотинок. Болгария. Универсиада ; 1977 ;  ; Cu-Ni ; XF ; 44 ; Сырбор ; 153 
 3712 ; 2 фунта. Великобритания ; 2006 ;  ; Cu-Ni ; XF- ; 18 ; admiral ; 296 
 3613 ; 50 пфеннигов. Германия. Нотгельд. Зоинген ; 1917 ;  ; Fe ; VF+ ; 41 ; murew ; 213 
 3614 ; 50 пфеннигов. Германия. Нотгельд. Охлигс ; 1920 ;  ; Fe ; VF+ ; 20 ; westof ; 135 
 3615 ; 10 пфеннигов. Германия. Нотгельд. Хейдельберг ; ND ;  ; Fe ; VF- ; 11 ; Оператор Кыпс ; 115 
 3616 ; 10 пфеннигов. Германия. Нотгельд. Минден ; 1920 ;  ; Fe ; VF- ; 14 ; Опятор ; 128 
 3617 ; 10 пфеннигов. Германия. Нотгельд. Линц ; ND ;  ; Fe ; VF ; 13 ; westof ; 128 
 3618 ; 10 пфеннигов. Германия. Нотгельд. Крифилд ; 1918 ;  ; Fe ; VF ; 15 ; Опятор ; 134 
 3619 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; VF ; 18 ; andrew1977 ; 128 
 3620 ; 10 пфеннигов. Германия. Нотгельд. Золинген ; 1919 ;  ; Fe ; VF ; 43 ; andrew1977 ; 277 
 3621 ; 200 эскудо. Португалия. Олимпиада ; 1996 ;  ; Би/м ; XF+ ; 28 ; AnvlaSar6216 ; 330 
 3622 ; 5 злотых. Польша ; 1994 ;  ; Би/м ; VF+ ; 25 ; rik ; 53 
 3623 ; 2 злотых. Польша ; 1995 ;  ; Би/м ; XF- ; 30 ; rik ; 43 
 3624 ; 100 драхм. Греция ; 1992 ;  ; Латунь ; VF ; 23 ; Атлантик ; 24 
 3625 ; 5 лева. Болгария. Вторая международная ассамблея ; 1982 ;  ; Cu-Ni ; Proof ; 14 ; v_bond ; 105 
 3626 ; 5 лева. Болгария. Международная детская ассамблея ; 1988 ;  ; Cu-Ni ; Proof ; 15 ; v_bond ; 108 
 3627 ; 5 лева. Болгария. 300 лет Чипровского восстания ; 1988 ;  ; Cu-Ni ; AU ; 25 ; Sky2 ; 102 
 3628 ; 5 лева. Болгария. 90 лет организации туризма в Болгарии ; 1985 ;  ; Cu-Ni ; Proof ; 23 ; v_bond ; 102 
 3629 ; 5 лева. Болгария. 25 лет Кремиковскому металлу ; 1988 ;  ; Cu-Ni ; Proof ; 9 ; v_bond ; 102 
 3630 ; 5 лева. Болгария. 100 лет со дня рождения Владимира Димитрова ; 1982 ;  ; Cu-Ni ; AU ; 8 ; molodes ; 101 
 3631 ; 5 лева. Болгария. 200 лет со дня рождения Васила Априлова ; 1989 ;  ; Cu-Ni ; Proof ; 10 ; v_bond ; 115 
 3632 ; 5 лева. Болгария. Софроний Врачанский ; 1989 ;  ; Cu-Ni ; Proof ; 21 ; caiman67 ; 169 
 3633 ; 5 лева. Болгария. Экспо 85. Пловдив ; 1985 ;  ; Cu-Ni ; Proof ; 6 ; t_v_v ; 79 
 3634 ; 5 лева. Болгария. Жаджи Димитров и Стефан Караджа ; 1988 ;  ; Cu-Ni ; Proof ; 30 ; b197312 ; 153 
 3635 ; 5 лева. Болгария. XXIII Генеральная конференция ; 1985 ;  ; Cu-Ni ; Proof ; 16 ; v_bond ; 90 
 3636 ; 5 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; Proof ; 10 ; caiman67 ; 107 
 3637 ; 5 лева. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 49 ; b197312 ; 104 
 3638 ; 2 лева. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 21 ; b197312 ; 104 
 3639 ; 1 лев. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 42 ; krugerrand ; 87 
 3640 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 16 ; niko1968 ; 143 
 3641 ; 20 лева. Болгария. 100 лет городу Софии ; 1979 ;  ; Ag ; Unc ; 32 ; evilpap ; 534 
 3642 ; 50 стотинок. Болгария ; 1959 ;  ; Cu-Ni ; VF-XF ; 69 ; Сырбор ; 126 
 3643 ; 200 эскудо. Португалия. Колумб и Португалия ; 1991 ;  ; Cu-Ni ; AU ; 3 ; caiman67 ; 101 
 3644 ; 200 эскудо. Португалия. Искусство Намбан ; 1993 ;  ; Cu-Ni ; AU ; 21 ; caiman67 ; 126 
 3645 ; 200 эскудо. Португалия. Калифорния ; 1992 ;  ; Cu-Ni ; XF ; 51 ; caiman67 ; 93 
 3646 ; 100 эскудо. Португалия. 600 лет битве Альджубаротте ; 1985 ;  ; Cu-Ni ; AU ; 22 ; Анна Монс ; 209 
 3647 ; 50 франков. Франция ; 1952 ;  ; Al/Br ; VF ; 31 ; С Урала ; 53 
 3648 ; 50 центов. Багамы ; 1992 ;  ; Cu-Ni ; AU ; 37 ; pissimist ; 77 
 3649 ; 10 динаров. Югославия ; 1963 ;  ; лат ; XF+ ; 26 ; DVZ ; 27 
 3650 ; 10 сольди. Ватикан ; 1868 ;  ; Ag ; VF+ ; 46 ; caiman67 ; 627 
 3651 ; 20 сантимов. Французский Индо-Китай ; 1937 ;  ; Ag ; XF ; 17 ; Harder ; 837 
 3652 ; 1000 лир. Сан-Марино. 500 лет со дня рождения Рафаэля ; 1983 ;  ; Ag ; XF+ ; 28 ; caiman67 ; 717 
 3653 ; 5 евро. Португалия. ЮНЕСКО ; 2004 ;  ; Ag ; AU ; 17 ; Толяныч ; 622 
 3654 ; 1 доллар. Канада. Компания Гудзонова залива ; 1995 ;  ; Ag ; Proof ; 51 ; caiman67 ; 1338 
 3655 ; 1 паанга. Тонга. Олимпийские игры ; 2004 ;  ; Ag ; Proof ; 63 ; caiman67 ; 1199 
 3656 ; 1/2 доллара. США. Букер Т.Вашингтон ; 1946 ;  ; Ag ; XF+ ; 58 ; krocsi ; 996 
 3657 ; 10 долларов. Либерия. 50 лет ООН ; 1995 ;  ; Ag ; Proof ; 57 ; Leonid-82 ; 1066 
 3658 ; 5 евро. Австрия. Бетховен ; 2005 ;  ; Ag ; XF+ ; 33 ; caiman67 ; 982 
 3659 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; AU ; 13 ; Sky2 ; 302 
 3660 ; 5 гривен. Украина. 925 лет городу Луцк ; 2010 ;  ; Cu-Ni ; Proof ; 14 ; August31 ; 220 
 3661 ; 5 гривен. Украина. Гончар ; 2010 ;  ; Cu-Ni ; Proof ; 10 ; August31 ; 206 
 3662 ; 5 гривен. Украина. 800 лет Збараж ; 2011 ;  ; Cu-Ni ; Proof ; 16 ; Sky2 ; 204 
 3563 ; 500 добра. Сан-Томе и Принсипи ; 1993 ;  ; Сu-Ni ; AU ; 45 ; AnvlaSar6216 ; 512 
 3564 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Сu-Ni ; AU ; 19 ; caiman67 ; 100 
 3565 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Сu-Ni ; XF ; 20 ; Атлантик ; 104 
 3566 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Сu-Ni ; AU ; 12 ; caiman67 ; 105 
 3567 ; 25 новых пенсов. Великобритания. На серебряную свадьбу ; 1972 ;  ; Сu-Ni ; XF+ ; 19 ; lsp25 ; 140 
 3568 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Сu-Ni ; XF+ ; 20 ; asparagus ; 114 
 3569 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы ; 1981 ;  ; Сu-Ni ; XF+ ; 35 ; caiman67 ; 238 
 3570 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы ; 1981 ;  ; Сu-Ni ; XF+ ; 45 ; caiman67 ; 152 
 3571 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы ; 1981 ;  ; Сu-Ni ; XF+ ; 63 ; lsp25 ; 165 
 3572 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Сu-Ni ; AU ; 16 ; artemn-471 ; 100 
 3573 ; 10 лир. Ватикан ; 1959 ;  ; Al ; XF ; 40 ; bondars ; 357 
 3574 ; 10 евро. ФРГ. Чемпионат по женскому футболу ; 2011 ;  ; Cu-Ni ; AU ; 101 ; dsp ; 507 
 3575 ; 10 евро. ФРГ. 150 лет открытия вида птицы археоптерикса ; 2011A ;  ; Cu-Ni ; AU ; 138 ; dsp ; 507 
 3576 ; 10 евро. ФРГ. 125 лет автомобилю ; 2011F ;  ; Cu-Ni ; AU ; 148 ; dsp ; 499 
 3577 ; 10 евро. ФРГ. 100 лет туннелю под Эльбой в Гамбурге ; 2011J ;  ; Cu-Ni ; AU ; 81 ; nikitin782 ; 550 
 3578 ; 10 евро. ФРГ. 300 лет со дня рождения Фридриха II ; 2012A ;  ; Cu-Ni ; AU ; 150 ; dsp ; 507 
 3579 ; 2,5 евро. Португалия. Белемская башня. Всемирное культурное наследие ; 2009 ;  ; Cu-Ni ; AU ; 82 ; Mike! ; 132 
 3580 ; 2,5 евро. Португалия. Монастырь иеронимитов Жеронимуш. Всемирное культурное наследие ; 2009 ;  ; Cu-Ni ; AU ; 84 ; kovav ; 129 
 3581 ; 2,5 евро. Португалия. Архитектурные памятники Европы - Дворцовая площадь (Лиссабон) ; 2010 ;  ; Cu-Ni ; AU ; 86 ; kovav ; 132 
 3582 ; 2,5 евро. Португалия. 100 лет Военному институту армейских курсантов ; 2011 ;  ; Cu-Ni ; AU ; 85 ; kovav ; 138 
 3583 ; 2,5 евро. Португалия. Эрменеджильду Капеллу и Роберто Ивенс. Единая европейская серия ; 2011 ;  ; Cu-Ni ; AU ; 82 ; kovav ; 129 
 3584 ; 2,5 евро. Португалия. Виноградники о-ва Пик. Всемирное культурное наследие ; 2011 ;  ; Cu-Ni ; AU ; 85 ; vc57 ; 145 
 3585 ; 5 евро. Финляндия ; 2010 ;  ; Би/м ; AU ; 126 ; ЖЖЖ ; 323 
 3586 ; 5 евро. Финляндия ; 2010 ;  ; Би/м ; AU ; 126 ; ЖЖЖ ; 319 
 3587 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 124 ; ЖЖЖ ; 305 
 3588 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 136 ; ЖЖЖ ; 447 
 3589 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 124 ; ЖЖЖ ; 305 
 3590 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 124 ; ЖЖЖ ; 305 
 3591 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 124 ; ЖЖЖ ; 305 
 3592 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 126 ; ЖЖЖ ; 323 
 3593 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 125 ; ЖЖЖ ; 312 
 3594 ; 5 евро. Финляндия ; 2012 ;  ; Латунь ; AU ; 125 ; ЖЖЖ ; 407 
 3595 ; 3 евро. Словения. Любляна-столица книги ; 2010 ;  ; Би/м ; AU ; 91 ; Pro2 ; 140 
 3596 ; 3 евро. Словения. Незвисимость Словении ; 2011 ;  ; Би/м ; AU ; 95 ; Pro2 ; 143 
 3597 ; 2 евро. Люксембург ; 2004 ;  ; Би/м ; AU ; 100 ; Pro2 ; 159 
 3598 ; 2 евро. Люксембург ; 2007 ;  ; Би/м ; AU ; 89 ; Pro2 ; 136 
 3599 ; 2 евро. Люксембург ; 2008 ;  ; Би/м ; AU ; 88 ; честер ; 137 
 3600 ; 2 евро. Люксембург ; 2009 ;  ; Би/м ; AU ; 92 ; честер ; 144 
 3601 ; 2 евро. Люксембург ; 2009 ;  ; Би/м ; AU ; 88 ; Spellko ; 133 
 3602 ; 2 евро. Бельгия ; 2011 ;  ; Би/м ; AU ; 76 ; dsp ; 122 
 3603 ; 2 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 83 ; aziya11 ; 125 
 3604 ; 2 евро. Словения ; 2011 ;  ; Би/м ; AU ; 90 ; Сырбор ; 167 
 3605 ; 2 евро. Словакия ; 2011 ;  ; Би/м ; AU ; 86 ; Pro2 ; 122 
 3606 ; 2 евро. Словакия ; 2012 ;  ; Би/м ; AU ; 82 ; dsp ; 116 
 3607 ; 2 евро. Финляндия ; 2012 ;  ; Би/м ; AU ; 80 ; dsp ; 110 
 3608 ; 2 евро. Германия ; 2012 ;  ; Би/м ; AU ; 92 ; честер ; 143 
 3609 ; 2 евро. Германия ; 2012 ;  ; Би/м ; AU ; 21 ; nikitin782 ; 151 
 3610 ; 1/2 доллара. США ; 2011D ;  ; Cu-Ni ; AU ; 40 ; Атлантик ; 55 
 3611 ; 1/2 доллара. США ; 2011P ;  ; Cu-Ni ; AU ; 54 ; Big Sun ; 55 
 3612 ; 50 пфеннигов. Германия. Нотгельд. Зост ; 1920 ;  ; Al ; VF+ ; 37 ; westof ; 193 
 3513 ; 10 сентаво. Мексика ; 1926 ;  ; Ag ; VF ; 29 ; caiman67 ; 360 
 3514 ; 50 сентаво. Мексика ; 1944 ;  ; Ag ; VF ; 33 ; caiman67 ; 255 
 3515 ; 5 центов. Британская Западная Африка. Георг VI ; 1941 ;  ; Br ; VF- ; 6 ; biser ; 74 
 3516 ; 5 центов. Британская Западная Африка. Георг VI ; 1942 ;  ; Br ; F ; 35 ; rik ; 53 
 3517 ; 5 центов. Британская Западная Африка. Георг VI ; 1952 ;  ; Br ; VF ; 37 ; С Урала ; 59 
 3518 ; 1 цент. Британская Сейшельские острова (Брит.). Георг VI ; 1948 ;  ; Br ; XF ; 57 ; 542 ; 175 
 3519 ; 2 цента. Британская Сейшельские острова (Брит.). Георг VI ; 1948 ;  ; Br ; XF ; 72 ; vc57 ; 208 
 3520 ; 1 рупия. Британская Сейшельские острова (Брит.). Елизавета II ; 1974 ;  ; Cu-Ni ; VF+ ; 21 ; 542 ; 317 
 3521 ; 1 мил. Палестина ; 1946 ;  ; Br ; VF+ ; 8 ; vesta78 ; 74 
 3522 ; 20 мил. Палестина ; 1942 ;  ; Br ; VF ; 17 ; vb96 ; 458 
 3523 ; 100 мил. Палестина ; 1935 ;  ; Ag ; VF- ; 25 ; ИЮМов1 ; 827 
 3524 ; 1/4 гирш. Саудовская Аравия ; 1356 ;  ; Cu-Ni ; VF ; 18 ; vb96 ; 126 
 3525 ; 4 гирш. Саудовская Аравия ; 1376 ;  ; Cu-Ni ; F-VF ; 28 ; Pro2 ; 85 
 3526 ; 1/4 риала. Саудовская Аравия ; 1354 ;  ; Ag ; VF ; 34 ; fimon03 ; 351 
 3527 ; 1/2 пиастра. Британский Кипр. Виктория ; 1890 ;  ; Br ; F ; 27 ; shest ; 1264 
 3528 ; 4-1/2 пиастра. Британский Кипр. Виктория ; 1901 ;  ; Ag ; F+ ; 18 ; motly ; 504 
 3529 ; 9 пиастров. Британский Кипр. Георг VI ; 1940 ;  ; Ag ; XF- ; 22 ; andreyM ; 956 
 3530 ; 50 центов. Малайя и Британское Северное Борнео. Елизавета II ; 1955H ;  ; Cu-Ni ; VF ; 34 ; kont ; 59 
 3531 ; 1 цент. Нидерландская Индия. Суматра ; 1839W ;  ; Cu ; F ; 37 ; admiral ; 446 
 3532 ; 1 цент. Нидерландская Индия. Суматра ; 1837V ;  ; Cu ; F+ ; 17 ; kont ; 291 
 3533 ; 1/2 цента. Нидерландская Индия ; 1859 ;  ; Cu ; VF+ ; 5 ; caiman67 ; 255 
 3534 ; 1/2 цента. Нидерландская Индия ; 1914 ;  ; Br ; VF-XF ; 20 ; кве ; 90 
 3535 ; 1/2 цента. Нидерландская Индия ; 1945P ;  ; Br ; VF ; 20 ; vesta78 ; 59 
 3536 ; 1 песо. Филиппины (Администр. США) ; 1909S ;  ; Ag ; VF- ; 26 ; caiman67 ; 1000 
 3537 ; 1 пенни. Австралия. Елизавета II ; 1960 ;  ; Br ; F ; 13 ; vesta78 ; 36 
 3538 ; 1/2 пенни. Британское Фиджи. Георг VI ; 1951 ;  ; Cu-Ni ; VF ; 15 ; arkadevnaa ; 75 
 3539 ; 1 пенни. Британское Фиджи. Георг VI ; 1952 ;  ; Cu-Ni ; VF-XF ; 19 ; Alexdav ; 81 
 3540 ; 1 пенни. Британская Новая Гвинея ; 1936 ;  ; Br ; VF-XF ; 28 ; donskoi ; 281 
 3541 ; 1 пенни. Британская Новая Гвинея ; 1944 ;  ; Br ; VF ; 18 ; biser ; 275 
 3542 ; 3 пенса. Австралия ; 1956 ;  ; Ag ; XF- ; 20 ; caiman67 ; 126 
 3543 ; 25 шиллингов. Сомали, Виктория ; 2001 ;  ; Cu/Ni ; AU ; 31 ; caiman67 ; 115 
 3544 ; 1 пенни. Ирландия ; 1942 ;  ; Br ; AU ; 30 ; кве ; 62 
 3545 ; 1 шиллинг. Великобритания ; 1816 ;  ; Ag ; VF- ; 54 ; andreyM ; 824 
 3546 ; 1 флорин. Великобритания ; 1933 ;  ; Ag ; F-VF/VF- ; 44 ; толстяк ; 416 
 3547 ; 1 шиллинг. Великобритания ; 1933 ;  ; Ag ; F-VF ; 116 ; шабер ; 284 
 3548 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; F-VF ; 93 ; sergey7 ; 233 
 3549 ; 3 пенса. Великобритания ; 1893 ;  ; Ag ; VF+ ; 34 ; Павлов75 ; 379 
 3550 ; 3 пенса. Великобритания ; 1933 ;  ; Ag ; VF-XF ; 100 ; olga42 ; 204 
 3551 ; 3 пенса. Великобритания ; 1944 ;  ; Al/Br ; VF ; 16 ; asparagus ; 36 
 3552 ; 1/2 доллара. США. 200 лет независимости ; 1976 ;  ; Ag ; Proof ; 38 ; caiman67 ; 714 
 3553 ; 2 анны. Британская Индия ; 1918 ;  ; Cu/Ni ; VF ; 9 ; caiman67 ; 86 
 3554 ; 1 цент. США ; 1907 ;  ; Cu ; VF- ; 13 ; Harlock ; 141 
 3555 ; 1 цент. США ; 1908 ;  ; Cu ; VF/VF- ; 42 ; Harlock ; 281 
 3556 ; 6 пенсов. Великобритания. Георг II. Подвеска ; 1758 ;  ; Ag ; VF ; 47 ; vvr ; 2040 
 3557 ; 1 ранд. Южная Африка ; 1966 ;  ; Ag ; VF-XF ; 98 ; lobastic ; 608 
 3558 ; 1 ранд. Южная Африка ; 1966 ;  ; Ag ; VF-XF ; 50 ; Rober ; 582 
 3559 ; 1 доллар. Канада ; 1965 ;  ; Ag ; VF-XF ; 60 ; lobastic ; 704 
 3560 ; 6 пенсов. Фиджи ; 1934 ;  ; Ag ; F ; 40 ; xino ; 309 
 3561 ; 1 крона. Тристан-да-Кунья ; 2009 ;  ; Сu-Ni ; AU ; 46 ; pissimist ; 235 
 3562 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Сu-Ni ; VF ; 55 ; artemn-471 ; 102 
 3463 ; 1 крейцер. Австрия ; 1800 ;  ; Cu ; F+ ; 24 ; Lena6975 ; 141 
 3464 ; 25 центов. Нидерланды ; 1941 ;  ; Zn ; VF- ; 22 ; vesta78 ; 43 
 3465 ; 1 пенни. Великобритания ; 1935 ;  ; Br ; VF- ; 32 ; Атлантик ; 31 
 3466 ; 1 пенни. Великобритания ; 1912 ;  ; Br ; F-VF ; 13 ; С Урала ; 33 
 3467 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; F-VF ; 14 ; derbnik ; 115 
 3468 ; 10 пфеннигов. Германия. Нотгельд. Охлигс ; 1920 ;  ; Fe ; VF ; 6 ; derbnik ; 150 
 3469 ; 50 чентезимо. Италия ; 1942 ;  ; St ; VF ; 17 ; derbnik ; 40 
 3470 ; 50 чентезимо. Италия ; 1942 ;  ; St ; VF+ ; 32 ; Ратамахатта ; 53 
 3471 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; VF+ ; 11 ; kotyamoi ; 141 
 3472 ; 10 грошен. Австрия ; 1949 ;  ; Zn ; VF- ; 5 ; asparagus ; 32 
 3473 ; 20 чентезимо. Италия ; 1894 ;  ; Ni ; VF- ; 71 ; arkadevnaa ; 249 
 3474 ; 1/4 крейцера. Австрия ; 1851B ;  ; Cu ; VF- ; 99 ; arkadevnaa ; 351 
 3475 ; 200000 марок. Германия. Нотгельд. Гамбург ; 1923J ;  ; Al ; VF-XF ; 57 ; westof ; 357 
 3476 ; 2 пенса. Гибралтар ; 2006 ;  ; Br ; VF-XF ; 32 ; caiman67 ; 104 
