 3194 ; 250 рублей. Обязательство ; 1919 ;  ;  ;  ; 40 ; lelik ; 105 
 443 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; F-VF ; 11 ; lchernata ; 186 
 444 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 4 ; alex995 ; 21 
 445 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF-XF ; 71 ; vagvagvag ; 2246 
 446 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; XF- ; 50 ; AnKI ; 576 
 447 ; 2 копейки ; 1811 ; СПБ МК ; Cu ; VF+ ; 19 ; lchernata ; 410 
 448 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F+ ; 19 ; GVBGVB ; 41 
 449 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 24 ; GVBGVB ; 82 
 450 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; F-VF ; 24 ; Juic ; 73 
 451 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 41 ; GVBGVB ; 461 
 452 ; 2 копейки ; 1812 ; СПБ ПС ; Cu ; VF-XF ; 20 ; lchernata ; 654 
 151 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 7 ; GVBGVB ; 714 
 152 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF+ ; 18 ; 542 ; 306 
 153 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; XF- ; 27 ; o.k. ; 192 
 154 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF-XF ; 50 ; tdp ; 428 
 155 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 49 ; GVBGVB ; 544 
 156 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 35 ; o.k. ; 189 
 157 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 30 ; asru ; 159 
 158 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 58 ; GVBGVB ; 164 
 361 ; 10 копеек ; 1834 ; ЕМ ФХ ; Cu ; F-VF ; 35 ; alexeisvet65 ; 1561 
 362 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; F ; 45 ; alexeisvet65 ; 591 
 363 ; 5 копеек ; 1762 ;  ; Cu ; F-VF ; 27 ; 542 ; 1938 
 364 ; 5 копеек ; 1763 ; СПМ ; Cu ; F+ ; 15 ; xabib ; 610 
 365 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 45 ; кабан ; 797 
 366 ; 5 копеек ; 1765 ; СПМ ; Cu ; F-VF ; 74 ; Конрос бид 32 ; 1355 
 367 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 89 ; vovan100 ; 399 
 368 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F-VF ; 66 ; tdp ; 77 
 369 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 41 ; foma71 ; 8874 
 370 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F+ ; 12 ; Ромашка ; 40 
 371 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 23 ; Omar ; 201 
 372 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 32 ; zxc55 ; 203 
 373 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 4 ; tommi2679 ; 131 
 374 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 38 ; меркурий ; 255 
 375 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF ; 28 ; o.k. ; 271 
 376 ; 5 копеек ; 1787 ; ЕМ ; Cu ; F-VF ; 11 ; vovan100 ; 395 
 377 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF- ; 35 ; Ромашка ; 124 
 378 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 19 ; frommer ; 469 
 379 ; 5 копеек ; 1792 ; ЕМ ; Cu ; F-VF ; 30 ; vovan100 ; 638 
 380 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF-XF ; 20 ; Omar ; 573 
 381 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 2 ; Конрос бид 32 ; 255 
 382 ; 5 копеек ; 1792 ; КМ ; Cu ; F-VF ; 25 ; GVBGVB ; 2040 
 383 ; 5 копеек ; 1794 ; ЕМ ; Cu ; F-VF ; 28 ; Конрос бид 32 ; 260 
 384 ; 5 копеек ; 1795 ; АМ ; Cu ; VF+ ; 40 ; Omar ; 1377 
 385 ; 5 копеек ; 1795 ; КМ ; Cu ; F ; 19 ; skir ; 364 
 386 ; 5 копеек ; 1795 ; КМ ; Cu ; F-VF ; 80 ; fano ; 2268 
 387 ; 5 копеек ; 1802 ; ЕМ ; Cu ; VF ; 34 ; Girus_ ; 4445 
 388 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF ; 11 ; rrr ; 1847 
 389 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F ; 31 ; dnepr1984 ; 906 
 390 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F+ ; 52 ; Girus_ ; 4500 
 391 ; 5 копеек ; 1805 ; ЕМ ; Cu ; F-VF ; 58 ; Girus_ ; 4500 
 392 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 19 ; nikolay ; 378 
 393 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F-VF ; 41 ; nikolay ; 83 
 394 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; VF- ; 67 ; xabib ; 561 
 395 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 22 ; ppp ; 59 
 396 ; 5 копеек ; 1834 ; СМ ; Cu ; VF- ; 57 ; vid ; 1734 
 397 ; 5 копеек ; 1836 ; СМ ; Cu ; F ; 5 ; alex995 ; 26 
 398 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F-VF ; 55 ; vovan100 ; 800 
 399 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F-VF ; 99 ; vovan100 ; 800 
 400 ; 5 копеек ; 1861 ; ЕМ ; Cu ; VF-/F+ ; 79 ; 542 ; 691 
 401 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F-VF ; 22 ; aleksius ; 34 
 402 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 19 ; меркурий ; 306 
 101 ; 15 копеек ; 1902 ; СПБ АР ; Ag ; F+ ; 19 ; kladoiskatel ; 42 
 102 ; 15 копеек ; 1904 ; СПБ АР ; Ag ; VF ; 42 ; GVBGVB ; 231 
 103 ; 15 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 21 ; kladoiskatel ; 42 
 104 ; 15 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 33 ; GVBGVB ; 130 
 105 ; 15 копеек ; 1907 ; СПБ ЭБ ; Ag ; XF ; 52 ; Олег33 ; 429 
 106 ; 15 копеек ; 1908 ; СПБ ЭБ ; Ag ; XF+ ; 30 ; Director ; 408 
 107 ; 15 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 30 ; shais1 ; 102 
 108 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 20 ; ko-resh ; 101 
 109 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 12 ; Saneck ; 53 
 110 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 25 ; S1952 ; 153 
 111 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 20 ; alex0223 ; 350 
 112 ; Гривенник ; 1748 ;  ; Ag ; F-VF ; 26 ; Luidor ; 1797 
 113 ; Гривенник ; 1750 ;  ; Ag ; F ; 31 ; baikal.k ; 656 
 114 ; 10 копеек ; 1822 ; СПБ ПД ; Ag ; F-VF ; 14 ; Girus_ ; 1200 
 115 ; 10 копеек ; 1861 ; СПБ ; Ag ; F-VF ; 8 ; VR62 ; 41 
 116 ; 10 копеек ; 1865 ; СПБ НФ ; Ag ; VF+ ; 72 ; GVBGVB ; 1020 
 117 ; 10 копеек ; 1872 ; СПБ HI ; Ag ; VF- ; 48 ; Олег33 ; 1530 
 118 ; 10 копеек ; 1879 ; СПБ НФ ; Ag ; XF+ ; 34 ; antiquar ; 1530 
 119 ; 10 копеек ; 1890 ; СПБ АГ ; Ag ; VF- ; 3 ; Girus_ ; 1500 
 120 ; 10 копеек ; 1900 ; СПБ ФЗ ; Ag ; F+ ; 10 ; nikolay ; 43 
 121 ; 10 копеек ; 1902 ; СПБ АР ; Ag ; F ; 13 ; alex995 ; 16 
 122 ; 10 копеек ; 1904 ; СПБ АР ; Ag ; F-VF ; 6 ; joss2010 ; 35 
 123 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 9 ; Гурий ; 45 
 124 ; 10 копеек ; 1906 ; СПБ ЭБ ; Ag ; F-VF ; 18 ; Ромашка ; 34 
 125 ; 10 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF+ ; 62 ; vovan100 ; 350 
 126 ; 10 копеек ; 1910 ; СПБ ЭБ ; Ag ; VF-XF ; 17 ; leo 2 ; 102 
 127 ; 10 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 21 ; lynx ; 50 
 128 ; 10 копеек ; 1912 ; СПБ ЭБ ; Ag ; VF+ ; 21 ; alex995 ; 42 
 129 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 49 ; marsel ; 203 
 130 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 48 ; Артемыч ; 92 
 131 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 16 ; shais1 ; 77 
 132 ; 5 копеек. Отверстие ; 18 век ;  ; Ag ; F ; 32 ; смжд ; 450 
 133 ; 5 копеек ; 1757 ; СПБ ; Ag ; VF- ; 51 ; 4758 ; 1655 
 134 ; 5 копеек ; 1757 ; СПБ ; Ag ; F ; 27 ; Олег33 ; 1068 
 135 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; XF- ; 63 ; finger ; 3000 
 136 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; F-VF ; 48 ; nikolay ; 132 
 137 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 50 ; GVBGVB ; 1383 
 138 ; 5 копеек ; 1886 ; СПБ АГ ; Ag ; VF+ ; 51 ; fontanka ; 365 
 139 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; F-VF ; 27 ; Mike! ; 204 
 140 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; VF- ; 8 ; GVBGVB ; 83 
 141 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF-XF ; 42 ; fontanka ; 401 
 142 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 3 ; vc57 ; 116 
 143 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 51 ; tau ; 1836 
 144 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF-XF ; 74 ; tdp ; 989 
 145 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF+ ; 29 ; Girus_ ; 1500 
 146 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF+ ; 19 ; GVBGVB ; 532 
 147 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 37 ; GVBGVB ; 257 
 148 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 13 ; whatis.ru ; 714 
 149 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 3 ; alex0223 ; 510 
 150 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 11 ; GVBGVB ; 1020 
 51 ; Полуполтинник. Отверстие 10 часах ; 18 век ;  ; Ag ; F ; 33 ; canis ; 408 
 52 ; Полуполтинник. Ремонт 12 часов. ; 1746 ; ММД ; Ag ; F-VF ; 100 ; tau ; 1984 
 53 ; Полуполтинник. Отверстие 12 часов ; 1750 ; ММД ; Ag ; F ; 30 ; canis ; 733 
 54 ; Полуполтинник ; 18 век ;  ; Ag ; F ; 19 ; o.k. ; 421 
 55 ; 25 копеек. Отверстие 12 часов ; 1847 ; СПБ ПА ; Ag ; F-VF ; 21 ; Poiuyt ; 177 
 56 ; 25 копеек. Отверстие 12 часов ; 1848 ; СПБ ПА ; Ag ; F-VF ; 10 ; canis ; 125 
 57 ; 25 копеек. Отверстие 12 часов ; 1848 ; СПБ ПА ; Ag ; F-VF ; 18 ; VR62 ; 123 
 58 ; 25 копеек. Отверстие 12 часов ; 1849 ; СПБ ПА ; Ag ; VF- ; 7 ; canis ; 169 
 59 ; 25 копеек ; 1894 ; (АГ) АГ ; Ag ; VF+ ; 26 ; Girus_ ; 10000 
 60 ; 25 копеек ; 1895 ; АГ ; Ag ; VF+ ; 109 ; lchernata ; 2457 
 61 ; 20 копеек. Екатерина II. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 76 ; easter2 ; 941 
 62 ; 20 копеек. Убрана подвеска ; 1783 ; СПБ ; Ag ; F-VF ; 73 ; vasily ; 1838 
 63 ; 20 копеек. Отверстие 12 часов ; 1784 ; СПБ ; Ag ; F ; 53 ; jj ; 477 
 64 ; 20 копеек ; 19 век ;  ; Ag ; F ; 11 ; kladoiskatel ; 26 
 65 ; 20 копеек. Отверстие 1 час ; 1814 ; СПБ ПС ; Ag ; F ; 28 ; nikolay ; 114 
 66 ; 20 копеек. Отверстие 1 час ; 1824 ; СПБ ПД ; Ag ; F ; 44 ; 542 ; 308 
 67 ; 20 копеек. Отверстие 11 часов ; 1825 ; СПБ ПД ; Ag ; F ; 25 ; 542 ; 308 
 68 ; 20 копеек ; 1838 ; СПБ НГ ; Ag ; F-VF ; 48 ; GVBGVB ; 436 
 69 ; 20 копеек. Отверстие 1 час ; 1849 ; СПБ ПА ; Ag ; F-VF ; 32 ; 542 ; 308 
 70 ; 20 копеек. Отверстие 5 часов ; 1856 ; СПБ ФБ ; Ag ; F-VF ; 39 ; nikolay ; 185 
 71 ; 20 копеек. Отверстие 12 часов ; 1860 ; СПБ ФБ ; Ag ; F-VF ; 40 ; obob999 ; 135 
 72 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ФБ ; Ag ; F+ ; 9 ; хруст ; 71 
 73 ; 20 копеек. Отверстие 12 часов ; 1861 ; СПБ ФБ ; Ag ; F-VF ; 10 ; VR62 ; 63 
 74 ; 20 копеек ; 1863 ; СПБ АБ ; Ag ; VF-XF ; 27 ; GVBGVB ; 479 
 75 ; 20 копеек. Отверстие 12 часов ; 1863 ; СПБ АБ ; Ag ; F-VF ; 11 ; VR62 ; 63 
 76 ; 20 копеек. Отверстие 1 час ; 1865 ; СПБ НФ ; Ag ; F-VF ; 12 ; kladoiskatel ; 42 
 77 ; 20 копеек. Отверстие 12 часов ; 1869 ; СПБ HI ; Ag ; F-VF ; 18 ; alex995 ; 48 
 78 ; 20 копеек ; 1871 ; СПБ HI ; Ag ; VF-XF ; 52 ; Director ; 1122 
 79 ; 20 копеек ; 1874 ; СПБ HI ; Ag ; F-VF ; 28 ; GVBGVB ; 55 
 80 ; 20 копеек ; 1878 ; СПБ НФ ; Ag ; F-VF ; 26 ; kladoiskatel ; 42 
 81 ; 20 копеек ; 1879 ; СПБ НФ ; Ag ; F-VF ; 23 ; kladoiskatel ; 43 
 82 ; 20 копеек ; 1893 ; СПБ АГ ; Ag ; F-VF ; 41 ; GVBGVB ; 714 
 83 ; 20 копеек ; 1904 ; СПБ АР ; Ag ; VF+ ; 33 ; shais1 ; 206 
 84 ; 20 копеек ; 1905 ; СПБ АР ; Ag ; F-VF ; 42 ; GVBGVB ; 105 
 85 ; 20 копеек ; 1906 ; СПБ ЭБ ; Ag ; VF- ; 20 ; мурзилка ; 58 
 86 ; 20 копеек ; 1907 ; СПБ ЭБ ; Ag ; VF- ; 15 ; shais1 ; 102 
 87 ; 20 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 22 ; меркурий ; 114 
 88 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; AU ; 35 ; hjk1974 ; 627 
 89 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF+ ; 27 ; shais1 ; 340 
 90 ; 20 копеек ; 1909 ; СПБ ЭБ ; Ag ; XF ; 29 ; fontanka ; 206 
 91 ; 20 копеек ; 1910 ; СПБ ЭБ ; Ag ; XF ; 22 ; hjk1974 ; 561 
 92 ; 20 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF+ ; 30 ; GVBGVB ; 275 
 93 ; 20 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF- ; 73 ; denison ; 155 
 94 ; 20 копеек ; 1913 ; СПБ ВС ; Ag ; XF- ; 54 ; shais1 ; 102 
 95 ; 20 копеек ; 1914 ; СПБ ВС ; Ag ; XF ; 58 ; shais1 ; 235 
 96 ; 20 копеек ; 1915 ; ВС ; Ag ; VF+ ; 76 ; Hant  ; 122 
 97 ; 20 копеек ; 1915 ; ВС ; Ag ; XF- ; 15 ; shais1 ; 120 
 98 ; 15 копеек ; 1784 ; СПБ ; Ag ; VF ; 92 ; Гурий ; 2757 
 99 ; 15 копеек-1 злотый ; 1839 ; MW Рус.-Пол. ; Ag ; F+ ; 6 ; alex995 ; 51 
 100 ; 15 копеек ; 1867 ; СПБ HI ; Ag ; VF+/VF- ; 60 ; eugraphus ; 628 
 1 ; 10 рублей ; 1899 ; (АГ) АГ ; Au ; XF- ; 19 ; Gabriel ; 11144 
 2 ; 10 рублей ; 1899 ; (ФЗ) АГ ; Au ; VF+ ; 21 ; woger08 ; 10617 
 3 ; 10 рублей ; 1900 ; (ФЗ) АГ ; Au ; XF- ; 16 ; nikolay ; 11356 
 4 ; 5 рублей ; 1897 ; (АГ) ; Au ; AU ; 23 ; Girus_ ; 7000 
 5 ; 5 рублей ; 1898 ; (АГ) ; Au ; AU ; 14 ; 1088 ; 6500 
 6 ; 5 рублей ; 1900 ; (ФЗ) ; Au ; AU ; 10 ; whatis.ru ; 5757 
 7 ; 5 рублей ; 1904 ; (АР) ; Au ; AU ; 24 ; Girus_ ; 12195 
 8 ; 20 марок ; 1910 ; L Финляндия ; Au ; AU ; 24 ; тир ; 13464 
 9 ; 20 марок ; 1912 ; S Финляндия ; Au ; AU ; 32 ; alex0223 ; 14000 
 10 ; Рубль. Убрана подвеска 12 часов ; 1723 ;  ; Ag ; F+ ; 19 ; Гурий ; 8672 
 11 ; Рубль ; 1755 ; ММД МБ ; Ag ; F-VF ; 55 ; Сыч ; 16320 
 12 ; Рубль. Екатерина II. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 30 ; dron ; 597 
 13 ; Рубль ; 1777 ; СПБ ФЛ ; Ag ; F ; 32 ; nikolay ; 2083 
 14 ; Рубль. Отверстие 12 часов ; 1786 ; СПБ ЯА TI ; Ag ; F ; 68 ; VR62 ; 569 
 15 ; Рубль ; 1787 ; СПБ ЯА TI ; Ag ; F-VF ; 128 ; xabib ; 1830 
 16 ; Рубль ; 1804 ; СПБ ФГ ; Ag ; VF- ; 72 ; neman100 ; 9074 
 17 ; Рубль ; 1808 ; СПБ ФГ ; Ag ; VF- ; 118 ; neman100 ; 11118 
 18 ; Рубль ; 1818 ; СПБ ПС ; Ag ; F+ ; 44 ; vovan100 ; 2000 
 19 ; Рубль. Отверстие 12 часов ; 1877 ; СПБ HI ; Ag ; F ; 74 ; VR62 ; 603 
 20 ; Рубль ; 1892 ; (АГ) ; Ag ; VF- ; 51 ; 5219 ; 2867 
 21 ; Рубль ; 1893 ; (АГ) ; Ag ; VF+ ; 22 ; AnKI ; 7908 
 22 ; Рубль ; 1896 ; (АГ) На коронацию Николая II ; Ag ; VF+ ; 35 ; Girus_ ; 19986 
 23 ; Рубль ; 1896 ; (АГ) ; Ag ; F-VF ; 41 ; GVBGVB ; 604 
 24 ; Рубль ; 1897 ; ( ** ) ; Ag ; F-VF ; 33 ; kladoiskatel ; 566 
 25 ; Рубль ; 1897 ; (АГ) ; Ag ; F-VF ; 56 ; vovan100 ; 673 
 26 ; Рубль. Отверстие 12 часов ; 1898 ; (АГ) ; Ag ; F-VF ; 90 ; obob999 ; 391 
 27 ; Рубль ; 1898 ; ( ** ) ; Ag ; F-VF ; 43 ; lomotok ; 489 
 28 ; Рубль ; 1899 ; (ФЗ) ; Ag ; VF+ ; 78 ; Артемыч ; 1530 
 29 ; Рубль ; 1899 ; (ЭБ) ; Ag ; VF- ; 66 ; lomotok ; 601 
 30 ; Рубль ; 1912 ; (ЭБ) ; Ag ; VF-XF ; 43 ; самбор ; 5100 
 31 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 15 ; igor_r65 ; 6528 
 32 ; Рубль ; 1913 ; На 300-летие Дома Романовых ; Ag ; AU ; 25 ; whatis.ru ; 7092 
 33 ; Рубль ; 1915 ; (ВС) ; Ag ; VF-XF/XF- ; 69 ; рубль1915 ; 13376 
 34 ; Полтина ; 1820 ; СПБ ПД ; Ag ; F ; 61 ; tron ; 976 
 35 ; Полтина. Отверстие 12 часов ; 1846 ; MW ; Ag ; F ; 81 ; jj ; 392 
 36 ; Полтина ; 1877 ; СПБ HI ; Ag ; F ; 37 ; alisa ; 615 
 37 ; Полтина ; 1894 ; (АГ) ; Ag ; F-VF ; 82 ; PolAn ; 2448 
 38 ; Полтина ; 1896 ; ( * ) ; Ag ; F-VF ; 29 ; lomotok ; 324 
 39 ; Полтина ; 1897 ; ( * ) ; Ag ; F+ ; 28 ; kladoiskatel ; 327 
 40 ; Полтина. Отверстие 12 часов ; 1897 ; ( * ) ; Ag ; F-VF ; 37 ; dron ; 161 
 41 ; Полтина ; 1897 ; ( * ) ; Ag ; VF- ; 10 ; tau ; 373 
 42 ; Полтина ; 1899 ; (АГ) АГ ; Ag ; VF- ; 61 ; vovan100 ; 813 
 43 ; Полтина. Отверстие 12 часов ; 1911 ; (ЭБ) АГ ; Ag ; F-VF ; 55 ; jj ; 263 
 44 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; XF+/AU ; 43 ; 4758 ; 1794 
 45 ; Полтина ; 1912 ; (ЭБ) АГ ; Ag ; VF-XF ; 50 ; лот мой! ; 1561 
 46 ; Полтина ; 1913 ; (ВС) АГ ; Ag ; VF-XF ; 65 ; vatom22 ; 2142 
 47 ; 30 копеек-2 злотых ; 1835 ; MW Рус.-Пол. ; Ag ; F-VF ; 40 ; tau ; 1041 
 48 ; Полуполтинник. Отверстие 12 часов ; 18 век ;  ; Ag ; F ; 42 ; skir ; 368 
 49 ; Полуполтинник. Отверстие 11 часов ; 18 век ;  ; Ag ; F ; 41 ; skir ; 569 
 50 ; Полуполтинник. Отверстие на 10 и на 12 часах ; 18 век ;  ; Ag ; F ; 12 ; kladoiskatel ; 193 
