 3212 ; Бона иностранная ;  ;  ;  ;  ; 16 ; buzykin ; 43 
 379 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; F+ ; 33 ; uin1972 ; 108 
 380 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; VF- ; 39 ; Poiuyt ; 175 
 381 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; F-VF ; 5 ; QSL ; 221 
 382 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; VF+ ; 15 ; piter70 ; 360 
 51 ; 20 копеек ; 1870 ; СПБ HI  ; Ag ; VF- ; 38 ; rbcrf ; 87 
 52 ; 20 копеек ; 1879 ; СПБ НФ  ; Ag ; VF ; 32 ; fatima ; 144 
 53 ; 20 копеек ; 1880 ; СПБ НФ  ; Ag ; VF+ ; 25 ; solder13 ; 309 
 54 ; 20 копеек ; 1886 ; СПБ АГ  ; Ag ; XF ; 43 ; vagvagvag ; 1801 
 55 ; 20 копеек ; 1889 ; СПБ АГ  ; Ag ; VF+ ; 42 ; ank123 ; 434 
 56 ; 20 копеек ; 1891 ; СПБ АГ  ; Ag ; VF-XF ; 55 ; Олег33 ; 1020 
 57 ; 20 копеек ; 1901 ; СПБ ФЗ  ; Ag ; AU ; 71 ; rusauction ; 9066 
 58 ; 20 копеек ; 1904 ; СПБ АР  ; Ag ; AU/XF+ ; 47 ; 61К ; 3400 
 59 ; 20 копеек ; 1905 ; СПБ АР  ; Ag ; VF ; 23 ; alexey_s ; 53 
 60 ; 20 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF ; 26 ; Джессика56324 ; 66 
 61 ; 20 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF+ ; 14 ; Джессика56324 ; 64 
 62 ; 20 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 24 ; bulldozer ; 88 
 63 ; 20 копеек ; 1910 ; СПБ ЭБ  ; Ag ; XF- ; 8 ; Aleks1 ; 100 
 64 ; 20 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 16 ; fatima ; 92 
 65 ; 20 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF ; 19 ; fatima ; 101 
 66 ; 20 копеек ; 1913 ; СПБ ВС  ; Ag ; VF ; 7 ; nato ; 53 
 67 ; 20 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 35 ; bulldozer ; 116 
 68 ; 20 копеек ; 1915 ; ВС  ; Ag ; AU ; 28 ; den_ff ; 156 
 69 ; 20 копеек ; 1915 ; ВС  ; Ag ; VF-XF ; 16 ; 27091979 ; 67 
 70 ; 20 копеек ; 1916 ; ВС  ; Ag ; XF+ ; 19 ; Lotus 99 ; 101 
 71 ; 15 копеек ; 1861 ; СПБ  ; Ag ; VF+ ; 8 ; suhoi ; 459 
 72 ; 15 копеек ; 1868 ; СПБ HI  ; Ag ; VF- ; 36 ; Bizon6055 ; 305 
 73 ; 15 копеек ; 1871 ; СПБ HI  ; Ag ; VF-XF ; 35 ; 61К ; 2325 
 74 ; 15 копеек ; 1876 ; СПБ HI  ; Ag ; VF ; 38 ; den_ff ; 172 
 75 ; 15 копеек ; 1901 ; СПБ ФЗ  ; Ag ; XF/XF+ ; 47 ; 61К ; 7075 
 76 ; 15 копеек ; 1905 ; СПБ АР  ; Ag ; AU ; 120 ; 61К ; 3400 
 77 ; 15 копеек ; 1906 ; СПБ ЭБ  ; Ag ; VF-XF ; 5 ; Даймлер ; 237 
 78 ; 15 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF+ ; 11 ; Джессика56324 ; 59 
 79 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; XF+ ; 35 ; baz1960 ; 141 
 80 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF-XF ; 19 ; Джессика56324 ; 65 
 81 ; 15 копеек ; 1911 ; СПБ ЭБ  ; Ag ; XF+ ; 21 ; vasil47 ; 153 
 82 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 50 ; elac ; 167 
 83 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 13 ; Simpaga ; 88 
 84 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 36 ; 27091979 ; 87 
 85 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 21 ; Джессика56324 ; 83 
 86 ; 15 копеек ; 1916 ; ВС  ; Ag ; VF ; 21 ; Джессика56324 ; 53 
 87 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 11 ; DrAlex1701 ; 677 
 88 ; Гривенник ; 1791 ; СПБ  ; Ag ; VF+ ; 48 ; alisa ; 2615 
 89 ; 10 копеек ; 1861 ; СПБ  ; Ag ; VF ; 33 ; suhoi ; 279 
 90 ; 10 копеек ; 1877 ; СПБ HI  ; Ag ; VF+ ; 85 ; Gop ; 1813 
 91 ; 10 копеек ; 1879 ; СПБ НФ  ; Ag ; VF+ ; 95 ; Олег33 ; 625 
 92 ; 10 копеек ; 1895 ; СПБ АГ  ; Ag ; VF-XF ; 134 ; antiquar ; 4123 
 93 ; 10 копеек ; 1903 ; СПБ АР  ; Ag ; VF-XF ; 79 ; rusauction ; 623 
 94 ; 10 копеек ; 1908 ; СПБ ЭБ  ;  ; F-VF ; 50 ; Джессика56324 ; 51 
 95 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 4 ; limon1976 ; 108 
 96 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 20 ; Джессика56324 ; 77 
 97 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 13 ; Джессика56324 ; 53 
 98 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 55 ; dimon46 ; 79 
 99 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; XF+ ; 3 ; Lotus 99 ; 92 
 100 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 24 ; 27091979 ; 83 
 1 ; 10 рублей ; 1898 ; (АГ) АГ  ; Au ; XF ; 34 ; тнн ; 12147 
 2 ; 10 рублей ; 1911 ; (ЭБ) АГ  ; Au ; XF+ ; 34 ; тнн ; 12688 
 3 ; 10 марок ; 1881 ; S Финляндия  ; Au ; AU ; 56 ; Gop ; 14566 
 4 ; 10 марок ; 1882 ; S Финляндия  ; Au ; AU ; 17 ; finger ; 12750 
 5 ; Рубль (Петров-2,5р) ; 1724 ;  ; Ag ; VF ; 25 ; amons ; 20170 
 6 ; Рубль (Петров-2,25р) ; 1799 ; СМ МБ  ; Ag ; F-VF ; 49 ; Adder ; 16980 
 7 ; Рубль ; 1804 ; СПБ ФГ  ; Ag ; F+/VF- ; 43 ; diesel ; 9216 
 8 ; Рубль ; 1817 ; СПБ ПС  ; Ag ; VF- ; 23 ; alyans-met ; 3511 
 9 ; Рубль ; 19 век ;  ; Ag ; VF- ; 71 ; Luidor ; 6000 
 10 ; Рубль (Петров-1,25р) ; 1883 ; ЛШ На коронацию Александра III ; Ag ; XF- ; 69 ; Волк ; 11908 
 11 ; Рубль ; 1892 ; (АГ)  ; Ag ; F-VF ; 46 ; papa3 ; 2023 
 12 ; Рубль ; 1892 ; (АГ)  ; Ag ; VF- ; 35 ; zbig ; 3784 
 13 ; Рубль ; 1893 ; (АГ)  ; Ag ; VF-/F-VF ; 83 ; alyans-met ; 2856 
 14 ; Рубль ; 1896 ; (АГ)  ; Ag ; F-VF ; 24 ; alyans-met ; 716 
 15 ; Рубль ; 1898 ; ( * )  ; Ag ; VF- ; 70 ; baikal.k ; 853 
 16 ; Рубль ; 1898 ; (АГ)  ; Ag ; F+ ; 29 ; сытый ; 669 
 17 ; Рубль ; 1899 ; (ЭБ)  ; Ag ; VF-XF ; 89 ; СВл ; 5073 
 18 ; Рубль ; 1899 ; (ФЗ)  ; Ag ; VF- ; 24 ; o.k. ; 827 
 19 ; Рубль ; 1901 ; (ФЗ)  ; Ag ; VF+ ; 27 ; igor_r65 ; 2415 
 20 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; AU ; 24 ; Vrach ; 5610 
 21 ; Рубль ; 1913 ; На 300-летие Дома Романовых  ; Ag ; XF+ ; 31 ; мурзилка ; 4110 
 22 ; Полтина (Петров-5р, Ильин-5р) ; 1740 ; СПБ  ; Ag ; VF- ; 70 ; finger ; 41835 
 23 ; Полтина ; 1820 ; СПБ ПД  ; Ag ; VF- ; 34 ; boroda ; 2210 
 24 ; Полтина ; 1848 ; СПБ HI  ; Ag ; VF ; 15 ; gudk ; 3226 
 25 ; Полтина ; 1858 ; СПБ ФБ  ; Ag ; VF- ; 127 ; PolAn ; 2155 
 26 ; Полтина ; 1896 ; (АГ) АГ  ; Ag ; F-VF ; 121 ; 4918ю ; 755 
 27 ; Полтина ; 1896 ; ( * )  ; Ag ; F-VF ; 69 ; nato ; 355 
 28 ; Полтина ; 1897 ; ( * )  ; Ag ; F-VF ; 55 ; o.k. ; 375 
 29 ; Полтина ; 1897 ; ( * )  ; Ag ; F+ ; 85 ; o.k. ; 313 
 30 ; Полтина ; 1899 ; (АГ) АГ  ; Ag ; F+ ; 5 ; o.k. ; 357 
 31 ; Полтина ; 1912 ; (ЭБ) АГ  ; Ag ; XF+ ; 31 ; kollega ; 1251 
 32 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; XF ; 37 ; o.k. ; 1322 
 33 ; Полтина ; 1913 ; (ВС) АГ  ; Ag ; VF-XF ; 87 ; alex67 ; 1119 
 34 ; 30 копеек-2 злотых ; 1837 ; MW Рус.-Пол.  ; Ag ; VF ; 34 ; boroda ; 1758 
 35 ; Полуполтинник. Отверстие 1 час ; 1751 ; ММД А  ; Ag ; F+ ; 35 ; sts ; 816 
 36 ; Полуполтинник ; 1779? ; СПБ ФЛ  ; Ag ; F-VF ; 98 ; tommi2679 ; 2022 
 37 ; Полуполтинник ; 1795 ; СПБ АК  ; Ag ; F+ ; 38 ; Gerc89 ; 1005 
 38 ; 25 копеек ; 1827 ; СПБ НГ  ; Ag ; VF ; 23 ; baikal.k ; 1509 
 39 ; 25 копеек ; 1850 ; СПБ ПА  ; Ag ; VF-XF ; 60 ; 4918ю ; 2550 
 40 ; 25 копеек ; 1857 ; СПБ ФБ  ; Ag ; XF ; 24 ; Luidor ; 2500 
 41 ; 25 копеек ; 1858 ; СПБ ФБ  ; Ag ; VF+ ; 60 ; мурзилка ; 1414 
 42 ; 25 копеек ; 1859 ; СПБ ФБ  ; Ag ; VF-XF ; 39 ; PolAn ; 2552 
 43 ; 25 копеек ; 1896 ; АГ  ; Ag ; VF/VF+ ; 22 ; avg ; 1381 
 44 ; 20 копеек ; 1839 ; СПБ НГ  ; Ag ; F+ ; 81 ; petrserebr ; 267 
 45 ; 20 копеек ; 1861 ; СПБ ФБ  ; Ag ; VF- ; 27 ; nikolay ; 241 
 46 ; 20 копеек ; 1861 ; СПБ ФБ  ; Ag ; VF+ ; 4 ; gudk ; 700 
 47 ; 20 копеек ; 1862 ; СПБ МИ  ; Ag ; VF+ ; 76 ; nikolay ; 204 
 48 ; 20 копеек ; 1866 ; СПБ HI  ; Ag ; VF+ ; 4 ; Олег33 ; 312 
 49 ; 20 копеек ; 1868 ; СПБ HI  ; Ag ; VF ; 42 ; Олег33 ; 148 
 50 ; 20 копеек ; 1869 ; СПБ HI  ; Ag ; VF- ; 27 ; obob999 ; 71 
