 4327 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; bob_tauranga ; 59 
 1747 ; Лот монет России:  25 рублей. Олимпийские игры в Сочи 2014. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 167 ; yas ; 729 
 1748 ; Лот монет России:  10 рублей (Белгород, Курск, Орел, 65 лет победы) 4шт ; 2010,2011 ;  ; St/Латунь ; AU ; 30 ; puhetd ; 200 
 1749 ; Лот монет Банка России (4шт): 10 рублей (Орел, Белгород, 65 лет Великой победы, Курск) ; 2010, 2011 ;  ; Латунь ; AU ; 67 ; RAF ; 261 
 1750 ; Лот монет СССР (3шт): 5к,2к ; 1924 ;  ; Cu ; F/F+ ; 5 ; Blagorodie ; 102 
 1751 ; Лот юбилейных монет СССР (5шт): 1 рубль ; 1987-1990 ;  ; Cu/Ni ; XF/AU ; 36 ; Ctap4e ; 214 
 1752 ; Лот юбилейных монет СССР (4шт): 1 рубль. Московский Кремль. Ошибка на циферблате ; 1978 ;  ; Cu/Ni ; XF-/XF+ ; 48 ; Al0851 ; 200 
 1753 ; Лот юбилейных монет СССР (2шт): 1 рубль. Бородино ; 1987 ;  ; Cu/Ni ; AU ; 43 ; Pantera ; 92 
 1754 ; Лот юбилейных монет СССР (3шт): 1 рубль. 20,30,40 лет Победы ; 1965,1975,1985 ;  ; Cu/Ni ; VF+/XF ; 9 ; Pantera ; 46 
 1755 ; Лот монет СССР (4шт): 10к,5к,3к,1к. Брак чеканки ; 1978-1991 ;  ; Cu/Ni,Cu/Zn ; F-VF/VF ; 13 ; СЁМА ; 102 
 1756 ; Лот монет СССР (5шт): 3к,2к,1к ; 1963,1965,1966 ;  ; Cu/Zn ; VF/F-VF ; 53 ; кошак ; 353 
 1757 ; Лот монет СССР (8шт): 50 к,20к,15к,10к,5к,3к,2к,1к ; 1924 ;  ; Ag,Cu ; F-VF/VF ; 37 ; СЁМА ; 1391 
 1758 ; Лот монет СССР (2шт): 20к ; 1990,1991 ;  ; Cu/Ni ; AU ; 20 ; Tonyxxx82 ; 21 
 1759 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1961 ;  ; Cu/Ni,Cu/Zn ; VF/VF+ ; 47 ; борисыч ; 160 
 1760 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1979 ;  ; Cu/Ni,Cu/Zn ; VF/VF+ ; 52 ; Pantera ; 53 
 1761 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1982 ;  ; Cu/Ni,Cu/Zn ; VF/VF+ ; 28 ; Pantera ; 51 
 1762 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1983 ;  ; Cu/Ni,Cu/Zn ; VF/VF+ ; 30 ; Pantera ; 51 
 1763 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1984 ;  ; Cu/Ni,Cu/Zn ; VF/VF-XF ; 40 ; Pantera ; 51 
 1764 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1985 ;  ; Cu/Ni,Cu/Zn ; VF/VF-XF ; 11 ; Pantera ; 51 
 1765 ; Лот монет СССР (8шт): 50к,20к,15к,10к,3к,2к,1к ; 1986 ;  ; Cu/Ni,Cu/Zn ; VF/VF-XF ; 22 ; Pantera ; 51 
 1766 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1987 ;  ; Cu/Ni,Cu/Zn ; VF/VF-XF ; 31 ; Pantera ; 51 
 1767 ; Лот монет СССР (8шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1988 ;  ; Cu/Ni,Cu/Zn ; VF/XF ; 50 ; пенсионер ; 51 
 1768 ; Лот монет СССР (5шт): 5 копеек ; 1930,1931,1949,1957 ;  ; Br ; F/F+ ; 8 ; грос79 ; 56 
 1769 ; Лот монет СССР (10шт): 3 копейки ; 1956-1957 ;  ; Br ; F/F+ ; 22 ; gvg1975 ; 21 
 1770 ; Лот монет СССР (9шт): 2 копейки ; 1926-1957 ;  ; Br ; F/F-VF ; 16 ; СЁМА ; 226 
 1771 ; Лот монет СССР (5шт): 1 копейка ; 1931-1949 ;  ; Br ; F-VF/VF- ; 61 ; intrest ; 381 
 1772 ; Лот монет СССР (12шт): 5 копеек ; 1931-1957 ;  ; Br ; F/F-VF ; 7 ; СЁМА ; 363 
 1773 ; Лот монет СССР (14шт): 3 копейки ; 1931-1957 ;  ; Br ; F/F-VF ; 13 ; СЁМА ; 143 
 1774 ; Лот монет СССР (14шт): 20к,15к,10к,5к,3к,2к,1к ; 1989,1990 ;  ; Cu/Ni,Cu/Zn ; VF-/XF ; 41 ; Pantera ; 51 
 1775 ; Лот монет СССР (14шт): 20к,15к,10к,5к,3к,2к,1к ; 11980,1981 ;  ; Cu/Ni,Cu/Zn ; VF/XF ; 28 ; Pantera ; 51 
 1776 ; Лот монет СССР (16шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1977,1978 ;  ; Cu/Ni,Cu/Zn ; VF/VF-XF ; 24 ; intrest ; 153 
 1777 ; Лот монет СССР (16шт): 50к,20к,15к,10к,5к,3к,2к,1к ; 1991Л,М ;  ; Cu/Ni,Cu/Zn ; VF+/XF ; 59 ; борисыч ; 114 
 1778 ; Лот монет СССР (7шт): 20к,15к,10к,5к,3к,2к,1к ; 1962 ;  ; Cu/Ni,Cu/Zn ; VF/XF- ; 16 ; СЁМА ; 194 
 1779 ; Лот монет СССР (6шт): 15к,10к,5к,3к,2к,1к ; 1976 ;  ; Cu/Ni,Cu/Zn ; VF/VF+ ; 15 ; Pantera ; 23 
 1680 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 35 ; Dander ; 405 
 1681 ; Лот монет России, СССР и Банка России (10шт): 20к,15к,2к, 1к, 5 рублей ; 1911-1915,1945-1968,1991 ;  ; Ag,Cu,Cu/Ni,Cu/ ; VF+/F+ ; 35 ; stivenson ; 34 
 1682 ; Лот монет СССР: 1 рубль (100 лет Ленину, 20 лет победы) 2шт ; 1965,1970 ;  ; Cu-Ni ; VF-XF/XF ; 14 ; stivenson ; 20 
 1683 ; Лот монет СССР (9шт): 20к, 15к ; 1922,1923,1925 ;  ; Ag ; VF/VF-XF ; 60 ; сортам70 ; 611 
 1684 ; Лот монет СССР (10шт): 20к,15к ; 1923,1925 ;  ; Ag ; VF/VF-XF ; 53 ; сортам70 ; 628 
 1685 ; Лот монет СССР (7шт): 50 копеек ; 1964-1990 ;  ; Cu/Ni ; XF/AU ; 12 ; intrest ; 240 
 1686 ; Лот монет СССР: 50 копеек (5шт) ; 1979-1987 ;  ; Cu-Ni ; VF-XF/XF ; 23 ; intrest ; 102 
 1687 ; Лот монет СССР (4шт): 20 копеек ; 1939,1940,1941,1982 ;  ; Ni,Cu/Ni ; VF+/XF+ ; 66 ; girey ; 404 
 1688 ; Лот монет СССР (6шт): 20 копеек ; 1946-1957 ;  ; Ni ; XF/AU ; 10 ; bv812 ; 125 
 1689 ; Лот монет СССР: 20к, 15к, 10к (3шт) ; 1956, 1957 ;  ; Ni ; VF/VF+ ; 3 ; Pantera ; 14 
 1690 ; Лот монет СССР (5шт): 15 копеек ; 1931-1980 ;  ; Ni,Cu/Ni ; VF+/XF+ ; 95 ; shneyder ; 786 
 1691 ; Лот монет СССР (4шт): 15 копеек ; 1948-1957 ;  ; Ni ; XF/AU ; 33 ; spstudio ; 70 
 1692 ; Лот монет СССР (4шт): 10 копеек ; 1935-1983 ;  ; Ni,Cu/Ni ; XF/AU ; 33 ; shneyder ; 467 
 1693 ; Лот монет СССР: 10 копеек (3шт) ; 1931-1933 ;  ; Ni ; F-VF/VF- ; 21 ; Олег33 ; 184 
 1694 ; Лот монет СССР (6шт): 10к,2к,1к ; 1972-1982 ;  ; Cu/Ni,Cu/Zn ; XF/AU ; 24 ; intrest ; 24 
 1695 ; Лот монет СССР (4шт): 10 копеек ; 1953-1957 ;  ; Ni ; XF/AU ; 25 ; bv812 ; 102 
 1696 ; Лот монет СССР: 10к, 3к, 2к (5шт) ; 1936-1957 ;  ; Ni, Br ; F+/F-VF ; 20 ; stivenson ; 22 
 1697 ; Лот монет СССР (4шт): 5 копеек ; 1928-1943 ;  ; Br ; F+/VF- ; 46 ; СЁМА ; 265 
 1698 ; Лот монет СССР (6шт): 5 копеек ; 1930-1988 ;  ; Br,Cu/Zn ; VF+/XF+ ; 72 ; konstk2 ; 668 
 1699 ; Лот монет СССР (15шт): 5 копеек ; 1930-1957 ;  ; Br ; F/F+ ; 47 ; konstk2 ; 102 
 1700 ; Лот монет СССР: 5 копеек (2шт) ; 1961, 1962 ;  ; Cu-Zn ; XF-/XF ; 59 ; vel2010 ; 100 
 1701 ; Лот монет СССР: 5 копеек (5шт) ; 1976-1980 ;  ; Cu-Zn ; AU ; 23 ; konstk2 ; 266 
 1702 ; Лот монет СССР: 5,3,1 копейка (3шт) ; 1928-1931 ;  ; Br ; F/F-VF ; 2 ; vic2 ; 3 
 1703 ; Лот монет СССР: 5к, 3к, 1к (3шт) ; 1961, 1962 ;  ; Cu-Zn ; VF/VF-XF ; 10 ; Gera_K ; 42 
 1704 ; Лот монет СССР (9шт): 3 копейки ; 1929-1983 ;  ; Br,Cu/Zn ; VF/XF ; 24 ; girey ; 499 
 1705 ; Лот монет СССР (4шт): 3 копейки ; 1930-1952 ;  ; Br ; F-/VF/VF- ; 16 ; miha ; 134 
 1706 ; Лот монет СССР (3шт): 1 копейка ; 1933,1938,1939 ;  ; Cu/Zn ; VF/VF+ ; 40 ; рабинович ; 223 
 1707 ; Лот монет СССР (5шт): 1 копейка ; 1968-1982 ;  ; Cu/Zn ; XF+/AU ; 13 ; girey ; 128 
 1708 ; Лот монет СССР "50 лет Советской власти": 50к, 20к, 15к, 10к (4шт) ; 1967 ;  ; Cu-Ni ; VF-/VF+ ; 28 ; intrest ; 89 
 1709 ; Лот монет СССР (6шт): 20 копеек. Л/с шт. 3 коп ; 1980-1985 ;  ; Cu/Ni ; VF+/XF ; 40 ; intrest ; 41 
 1710 ; Лот монет СССР (6шт): 20 копеек. Л/с шт. 3 коп ; 1980-1985 ;  ; Cu/Ni ; VF+/VF-XF ; 24 ; intrest ; 88 
 1711 ; Лот монет СССР (6шт): 3 копейки. Л/с шт 20 коп ; 1982-1987 ;  ; Cu/Zn ; VF/VF+ ; 17 ; intrest ; 18 
 1712 ; Лот монет СССР (6шт): 3 копейки. Л/с шт 20 коп ; 1982-1987 ;  ; Cu/Zn ; VF/VF+ ; 3 ; Pantera ; 4 
 1713 ; Лот монет СССР (6шт): 20,15,10 копеек ; 1946-1957 ;  ; Ni ; VF-/VF+ ; 42 ; miha ; 55 
 1714 ; Лот монет СССР (6шт): 20,15,10 копеек ; 1953-1957 ;  ; Ni ; VF-/VF+ ; 19 ; miha ; 51 
 1715 ; Лот монет СССР (6шт): 20,15,10 копеек ; 1949-1957 ;  ; Ni ; VF-/VF+ ; 45 ; miha ; 46 
 1716 ; Лот монет СССР (11шт): 50 копеек ; 1961-1991 ;  ; Cu/Ni ; VF+/XF ; 55 ; intrest ; 255 
 1717 ; Лот монет Банка России (3шт): 10 рублей. Елец, Соликамск, Белгород ; 2011 ;  ; Би/м,Латунь/St ; AU ; 46 ; Blagorodie ; 133 
 1718 ; Лот монет Банка России (3шт): 10 рублей. Елец, Соликамск, Белгород ; 2011 ;  ; Би/м,Латунь/St ; AU ; 20 ; Blagorodie ; 139 
 1719 ; Лот монет Банка России (3шт): 10 рублей. Чеченская Республика, Ненецкий АО, Брянск ; 2010СПМД ;  ; Би/м ; AU ; 44 ; bob_tauranga ; 1593 
 1720 ; Лот монет Банка России (Ненецкий АО  Пермский край): 10 рублей (2шт) ; 2010СПМД ;  ; Би/м ; AU ; 51 ; Zorro ; 638 
 1721 ; Лот монет Банка России (3шт): 10 рублей. Воронежская область, Елец, Соликамск ; 2011СПМД ;  ; Би/м ; AU ; 57 ; jagger ; 204 
 1722 ; Лот монет Банка России: 10 рублей ( Выборг, Еврейская АО) 2шт ; 2009СПМД ;  ; Би/м ; AU ; 19 ; puhetd ; 51 
 1723 ; Лот монет Банка России: 10 рублей (Республика, Калмыкия, Алтай, Якутия, Выборг) 4шт ; 2006-2009СПМД ;  ; Би/м ; AU ; 19 ; ДРОВЯНОЙ - 2 ; 82 
 1724 ; Лот монет Банка России (3шт): 10 рублей. Воронежская область, Елец, Соликамск ; 2011СПМД ;  ; Би/м ; AU ; 33 ; samurai 969 ; 255 
 1725 ; Лот монет Банка России (4шт): 10 рублей. Приозерск, Владимир, Смоленск, Азов ; 2008СПМД ;  ; Би/м ; XF/AU ; 32 ; Blagorodie ; 113 
 1726 ; Лот монет Банка России (3шт): 10 рублей. Чеченская Республика, 65 лет победы, Брянск ; 2010СПМД ;  ; Би/м,ж/м ; AU ; 35 ; dobro ; 1473 
 1727 ; Лот монет Банка России (3шт): 10 рублей. Дербент, Дмитров, Великий Устюг ; 2002-2007ММД,СПМД ;  ; Би/м ; XF-/XF ; 30 ; FEDOTOV1920 ; 163 
 1728 ; Лот монет Банка России: 10 рублей ( Выборг, Еврейская АО) 2шт ; 2009СПМД ;  ; Би/м ; AU ; 10 ; shneyder ; 72 
 1729 ; Лот монет Банка России: 2 рубля (Смоленск, Мурманск, Москва, Гагарин) 4шт ; 2000-2001 ;  ; Cu-Ni ; XF-/XF+ ; 58 ; imi ; 58 
 1630 ; 5 копеек ; 1954 ;  ; Br ; VF ; 32 ; Моряк-собиратель ; 122 
 1631 ; 1 копейка ; 1940 ;  ; Br ; AU ; 71 ; kirkar ; 308 
 1632 ; 1 копейка ; 1945 ;  ; Br ; XF ; 92 ; kott ; 146 
 1633 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 25 ; tex ; 64 
 1634 ; 20 копеек ; 1939 ;  ; Ni ; VF+ ; 2 ; Nikodimm ; 204 
 1635 ; 15 копеек ; 1931 ;  ; Ni ; VF+ ; 4 ; борисыч ; 209 
 1636 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 12 ; Gera_K ; 41 
 1637 ; 5 копеек ; 1974 ;  ; Cu-Zn ; AU ; 20 ; maremark ; 42 
 1638 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 9 ; борисыч ; 159 
 1639 ; 15 копеек ; 1940 ;  ; Ni ; VF+ ; 32 ; Nikodimm ; 136 
 1640 ; 5 копеек ; 1940 ;  ; Br ; VF-XF ; 43 ; 439 ; 105 
 1641 ; 5 копеек ; 1940 ;  ; Br ; VF-XF ; 29 ; 439 ; 113 
 1642 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 19 ; dimon46 ; 67 
 1643 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF ; 32 ; Nikodimm ; 131 
 1644 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; XF- ; 19 ; kvm64 ; 156 
 1645 ; 15 копеек ; 1938 ;  ; Ni ; VF ; 45 ; Nikodimm ; 116 
 1646 ; 15 копеек ; 1938 ;  ; Ni ; VF ; 37 ; lelic ; 255 
 1647 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 33 ; fadge ; 593 
 1648 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 1649 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 39 ; kozlevich ; 302 
 1650 ; 50 копеек ; 1972 ;  ; Cu-Ni ; XF- ; 52 ; Олег33 ; 192 
 1651 ; 50 копеек ; 1990 ;  ; Cu-Ni ; AU ; 42 ; Tonyxxx82 ; 156 
 1652 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 91 ; kvm64 ; 442 
 1653 ; 1 копейка ; 1931 ;  ; Br ; VF+ ; 68 ; lelic ; 337 
 1654 ; 1 копейка ; 1932 ;  ; Br ; VF+ ; 35 ; lelic ; 425 
 1655 ; 1 копейка ; 1934 ;  ; Br ; XF ; 50 ; novikoff12006 ; 403 
 1656 ; 1 копейка ; 1940 ;  ; Br ; AU ; 83 ; elefant1965 ; 209 
 1657 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 55 ; olga42 ; 101 
 1658 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 20 ; Rober ; 51 
 1659 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 17 ; olga42 ; 62 
 1660 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 7 ; intrest ; 82 
 1661 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 36 ; kb-antil77 ; 132 
 1662 ; 20 копеек ; 1939 ;  ; Ni ; XF ; 1 ; 199z ; 200 
 1663 ; 5 копеек ; 1940 ;  ; Br ; VF ; 21 ; pww78 ; 101 
 1664 ; 5 копеек ; 1956 ;  ; Br ; VF-XF ; 17 ; Олег33 ; 58 
 1665 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF ; 9 ; pww78 ; 58 
 1666 ; 3 копейки ; 1931 ;  ; Br ; VF ; 14 ; Al0851 ; 42 
 1667 ; 3 копейки ; 1946 ;  ; Br ; VF ; 22 ; off ; 23 
 1668 ; 25 рублей. Сочи 2014. Упаковка ; 2011СПМД ;  ; Cu-Ni ; Unc ; 23 ; Artemon ; 423 
 1669 ; 25 рублей. Олимпиада в Сочи 2014. Упаковка ; 2011 ;  ; Cu-Ni ; Unc ; 36 ; Artemon ; 405 
 1670 ; 25 рублей. Олимпиада в Сочи 2014. Упаковка ; 2011 ;  ; Cu-Ni ; Unc ; 35 ; FEDOTOV1920 ; 459 
 1671 ; Набор монет СССР (8шт): 3 рубля. Международный год космоса. Упаковка ; 1992ММД ;  ; Cu/Ni ; Proof ; 29 ; Krechet ; 1224 
 1672 ; Набор монет "50 лет Советской власти": 1р, 50к, 20к, 15к, 10к, жетон ЛМД (6шт). Упаковка ; 1967 ;  ; Cu-Ni, ж/м ; AU ; 66 ; intrest ; 974 
 1673 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1977ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 24 ; Mike! ; 800 
 1674 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1979 ;  ; Cu/Ni,Cu/Zn ; AU ; 151 ; focus ; 709 
 1675 ; Набор монет СССР (10шт): 1р,50к,20к (л/с шт. 3 коп), 10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1980 ;  ; Cu/Ni,Cu/Zn ; AU ; 66 ; ryber ; 2010 
 1676 ; Годовой набор монет СССР: 1 рубль, 50к, 20к, 15к, 10к, 5к, 3к, 2к, 1к + жетон ЛМД. Упаковка ; 1989ЛМД ;  ; Cu-Ni, Cu-Zn,ж/ ; Unc/AU ; 61 ; ДРОВЯНОЙ - 2 ; 1000 
 1677 ; Набор монет СССР (10шт): 1р,50к,20к (не соответствует набору, состояние XF),15к,10к,5к,3к,2к,1к+Жетон. ММД. Упаковка нарушена на 20 копейках ; 1989 ;  ; Cu/Ni,Cu/Zn ; Unc/AU ; 29 ; focus ; 526 
 1678 ; Набор монет "50 лет Великой Победы" ; 1995 ; СПМД 50 лет Победы (1, 5, 10, 20, 50, 100 руб) ; Cu-Ni, ж/м ; AU ; 102 ; 4747 ; 3784 
 1679 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 117 ; tex ; 414 
 1580 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU ; 84 ; SLAVA27122003 ; 611 
 1581 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 79 ; СЁМА ; 209 
 1582 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 60 ; intrest ; 212 
 1583 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 108 ; Tonyxxx82 ; 263 
 1584 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 56 ; shdm ; 541 
 1585 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 25 ; shdm ; 461 
 1586 ; 1 рубль ; 1972 ;  ; Cu-Ni ; AU ; 27 ; SLAVA27122003 ; 419 
 1587 ; 1 рубль ; 1973 ;  ; Cu-Ni ; AU ; 25 ; Опятор ; 359 
 1588 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 113 ; Tonyxxx82 ; 249 
 1589 ; 1 рубль ; 1975 ;  ; Cu-Ni ; AU ; 15 ; Моряк-собиратель ; 308 
 1590 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 29 ; SLAVA27122003 ; 365 
 1591 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 24 ; Моряк-собиратель ; 365 
 1592 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 47 ; Doca ; 443 
 1593 ; 50 копеек ; 1972 ;  ; Cu-Ni ; AU ; 5 ; avs ; 357 
 1594 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 2 ; Doca ; 204 
 1595 ; 15 копеек ; 1941 ;  ; Ni ; VF+ ; 2 ; Tiguanin ; 204 
 1596 ; 10 копеек ; 1935 ;  ; Ni ; VF+ ; 21 ; Doca ; 309 
 1597 ; 10 копеек ; 1936 ;  ; Ni ; VF+ ; 1 ; 199z ; 200 
 1598 ; 1 копейка ; 1937 ;  ; Br ; VF+ ; 48 ; Vanomah ; 144 
 1599 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF ; 25 ; gor ; 26 
 1600 ; 10 копеек ; 1937 ;  ; Ni ; F+ ; 48 ; Олег33 ; 179 
 1601 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF- ; 17 ; СЁМА ; 28 
 1602 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 5 ; Gell13 ; 6 
 1603 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 7 ; Gell13 ; 7 
 1604 ; 10 копеек ; 1941 ;  ; Ni ; VF+ ; 60 ; off ; 365 
 1605 ; 1 копейка ; 1951 ;  ; Br ; VF+ ; 19 ; СЁМА ; 93 
 1606 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF+ ; 26 ; СЁМА ; 197 
 1607 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF+ ; 4 ; 199z ; 500 
 1608 ; 1 рубль ; 1976 ;  ; Cu-Ni ; XF ; 13 ; Моряк-собиратель ; 308 
 1609 ; 5 копеек ; 1930 ;  ; Br ; VF- ; 29 ; СЁМА ; 40 
 1610 ; 1 копейка ; 1961 ;  ; Cu-Zn ; XF ; 22 ; Gell13 ; 62 
 1611 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 7 ; stivenson ; 8 
 1612 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 7 ; kent01 ; 72 
 1613 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 5 ; madgestic ; 30 
 1614 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 5 ; борисыч ; 124 
 1615 ; 15 копеек ; 1936 ;  ; Ni ; VF- ; 10 ; Олег33 ; 95 
 1616 ; 15 копеек ; 1937 ;  ; Ni ; VF- ; 40 ; Олег33 ; 407 
 1617 ; 15 копеек ; 1948 ;  ; Ni ; VF+ ; 34 ; olga42 ; 87 
 1618 ; 10 копеек. 50 лет Советской власти ; 1967 ;  ; Cu/Ni ; AU ; 95 ; vfuflfy49 ; 153 
 1619 ; 5 копеек ; 1932 ;  ; Br ; F-VF ; 20 ; Моряк-собиратель ; 104 
 1620 ; 5 копеек ; 1948 ;  ; Br ; F+ ; 29 ; novikoff12006 ; 126 
 1621 ; 5 копеек ; 1949 ;  ; Br ; VF- ; 24 ; СЁМА ; 82 
 1622 ; 3 копейки ; 1930 ;  ; Br ; VF- ; 9 ; СЁМА ; 36 
 1623 ; 2 копейки ; 1931 ;  ; Br ; VF ; 6 ; foxraptor ; 11 
 1624 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 3 ; 199z ; 400 
 1625 ; 1 копейка ; 1934 ;  ; Br ; VF ; 35 ; рабинович ; 157 
 1626 ; 1 копейка ; 1941 ;  ; Br ; AU ; 73 ; tex ; 375 
 1627 ; 1 копейка ; 1941 ;  ; Br ; AU ; 32 ; tex ; 396 
 1628 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 2 ; stivenson ; 11 
 1629 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF- ; 44 ; Gera_K ; 53 
 1530 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 16 ; себер ; 102 
 1531 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 9 ; niko1968 ; 93 
