 4359 ; Бона иностранная ;  ;  ;  ;  ; 20 ; shneyder ; 79 
 2195 ; Лот монет Банка России: 10 рублей (Гдов, Азов, Владимир, Кабардино-Балкарская Республика) 4шт ; 2007-2008СПМД ;  ; Би/м ; XF/AU ; 69 ; alex1974 ; 176 
 2196 ; Лот монет Банка России: 10 рублей (Гдов, Владимир, Великий Новгород) 3шт ; 2007-2009СПМД ;  ; Би/м ; XF/AU ; 21 ; alex1974 ; 90 
 2197 ; Лот монет Банка России: 10 рублей (Калуга, Выборг, Галич, Великий Новгород) 4шт ; 2009СПМД ;  ; Би/м ; AU ; 51 ; puhetd ; 128 
 2198 ; Лот монет Банка России: 10 рублей (Республика Адыгея, Калмыкия, Коми, Кировская область, Еврейская АО) 5шт ; 2009СПМД ;  ; Би/м ; AU ; 17 ; spstudio ; 126 
 2199 ; Лот монет Банка России: 10 рублей (Ямало-Ненецкий АО,Ненецкий АО) 2шт ; 2010СПМД ;  ; Би/м ; AU ; 31 ; vatom22 ; 768 
 2200 ; Лот монет Банка России: 10 рублей ( Чеченская Республика, Ненецкий АО) 2шт, 25 рублей Сочи 2014. Упаковка ; 2010-2011СПМД ;  ; Би/м,Cu-Ni ; AU/Unc ; 23 ; cammal ; 1947 
 2201 ; Лот монет Банка России: 10 рублей (Пермский Край, Перепись населения) 2шт , 25 рублей Сочи 2014. Упаковка ; 2010-2011СПМД ;  ; Би/м,Cu-Ni ; AU/Unc ; 30 ; КСН ; 663 
 2202 ; Лот монет Банка России: 10 рублей ( Чеченская Республика), 25 рублей Сочи 2014. Упаковка ; 2010-2011СПМД ;  ; Би/м,Cu-Ni ; AU/Unc ; 21 ; SKV ; 1990 
 2203 ; Лот монет Банка России: 10 рублей ( Курск, Орёл, Белгород) 3шт ; 2011СПМД ;  ; St/Латунь ; AU ; 54 ; Mart_11 ; 513 
 2204 ; Лот монет Банка России: 10 рублей (Воронежская область, Соликамск, Елец) 3шт ; 2011СПМД ;  ; Би/м ; AU ; 40 ; eugraphus ; 355 
 2205 ; Лот монет Банка России: 10 рублей ( Курск, Орёл, Белгород) 3шт ; 2011СПМД ;  ; St/Латунь ; AU ; 30 ; eugraphus ; 333 
 2206 ; Лот монет Банка России: 10 рублей (Воронежская область, Соликамск, Елец) 3шт ; 2011СПМД ;  ; Би/м ; AU ; 26 ; Selez ; 347 
 2207 ; Лот монет Банка России: 10 рублей (Воронежская область, Соликамск, Елец) 3шт ; 2011СПМД ;  ; Би/м ; AU ; 40 ; Selez ; 337 
 2208 ; Лот монет Банка России: 10 рублей ( Курск, Орёл, Белгород) 3шт ; 2011СПМД ;  ; St/Латунь ; AU ; 35 ; Boing749 ; 327 
 2209 ; Лот монет Банка России: 10 рублей (Воронежская область, Белгород) 2шт, 25 рублей Сочи 2014. Упаковка ; 2011СПМД ;  ; Би/м,Cu-NiSt/Ла ; AU/Unc ; 27 ; Mart_11 ; 628 
 2210 ; Лот монет Банка России (РФ): 10 рублей  (8шт) ; 2002-2010 ;  ; Би/м ; XF+/AU ; 12 ; КСН ; 157 
 2211 ; Лот монет Банка России (Ямало-Ненецкий АО, Пермский край, Чеченская республика): 10 рублей+25 рублей. Сочи 2014г. Упаковка  (4шт) ; 2010,2011 ;  ; Би/м,Б/м ; AU/Unc ; 49 ; astrart ; 3570 
 2212 ; Лот монет Банка России (2шт): 25 рублей (Олимпиада в Сочи 2014) в упаковке, 10 рублей (Воронежская обл) ; 2011 ;  ; Cu-Ni, би/м ; Unc/AU ; 46 ; 4747 ; 532 
 2213 ; Лот монет Банка России (4шт): 25 рублей (Олимпиада в Сочи 2014) в упаковке, 10 рублей (Белгород, Орёл, Курск) ; 2011 ;  ; Cu-Ni, латунь ; Unc/AU ; 160 ; ask ; 624 
 2855 ; Соверен. Южная Африка. М-7,98г ; 1928SA ;  ; Au ; AU ; 20 ; игмар ; 12242 
 2856 ; Соверен. Великобритания. М-7,98г ; 1958 ;  ; Au ; AU ; 26 ; игмар ; 12752 
 2857 ; Соверен. Великобритания. М-7,98г ; 1962 ;  ; Au ; AU ; 26 ; игмар ; 12752 
 2858 ; Соверен. Великобритания. М-7,98г ; 1966 ;  ; Au ; AU ; 21 ; игмар ; 12600 
 2859 ; 20 франков. Франция. М-6,45г ; 1863 ;  ; Au ; XF/AU ; 26 ; N66 ; 10616 
 2860 ; 20 франков. Франция. М-6,45г ; 1907 ;  ; Au ; AU ; 37 ; shais1 ; 10825 
 2861 ; 20 франков. Франция. М-6,45г ; 1909 ;  ; Au ; AU ; 19 ; shais1 ; 10403 
 2862 ; 10 гульденов. Нидерланды. М-6,72г ; 1880 ;  ; Au ; AU ; 38 ; Пух ; 11057 
 2863 ; 10 крон. Дания. М-4,48г ; 1909 ;  ; Au ; AU ; 23 ; Пух ; 7032 
 2864 ; 10 франков. Швейцария. М-3,22г ; 1922 ;  ; Au ; AU ; 28 ; Инвестор ; 5102 
 2865 ; 100 долларов. Канада. Гренландский кит. М-13,33г ; 1988 ;  ; Au ; Proof ; 26 ; shais1 ; 13761 
 2866 ; 100 долларов. Канада. Всемирный день грамотности. М-13,33г ; 1990 ;  ; Au ; Proof ; 21 ; woland ; 12989 
 2867 ; 2 гривны. Украина. Близнецы. М-1,24г. В коробке, с сертификатом ; 2006 ;  ; Au ; Unc ; 92 ; alz08 ; 2535 
 2868 ; Талер. Франкфурт на Майне ; 1860 ;  ; Ag ; VF- ; 65 ; andreyM ; 1536 
 2128 ; Лот монет СССР (23шт): 15 копеек ; 1935-1955 ;  ; Ni ; F-VF/VF+ ; 23 ; shknikolay ; 612 
 2129 ; Лот монет СССР (15шт): 15 копеек ; 1961-1991 ;  ; Cu/Ni ; VF+/XF ; 14 ; spstudio ; 25 
 2130 ; Лот монет СССР (23шт): 10 копеек ; 1935-1957 ;  ; Ni ; VF/XF- ; 59 ; shknikolay ; 514 
 2131 ; Лот монет СССР (16шт): 10 копеек ; 1961-1991 ;  ; Cu/Ni ; AU ; 8 ; kompman ; 13 
 2132 ; Лот монет СССР (15шт): 10 копеек ; 1962-1990 ;  ; Cu/Ni ; AU ; 5 ; elefant1965 ; 72 
 2133 ; Лот монет СССР (17шт): 10 копеек ; 1970-1990 ;  ; Cu/Ni ; XF/AU ; 7 ; intrest ; 13 
 2134 ; Лот монет СССР (11шт): 5 копеек ; 1928-1956 ;  ; Br ; VF-/VF+ ; 97 ; shknikolay ; 257 
 2135 ; Лот монет СССР (9шт): 5 копеек ; 1931-1957 ;  ; Br ; VF/VF+ ; 54 ; Boing749 ; 221 
 2136 ; Лот монет СССР (11шт): 5 копеек ; 1961-1991 ;  ; Cu/Zn ; VF/XF ; 28 ; intrest ; 43 
 2137 ; Лот монет СССР (11шт): 5 копеек ; 1962-1989 ;  ; Cu/Zn ; XF/XF+ ; 12 ; порт ; 78 
 2138 ; Лот монет СССР (30шт): 3 копейки ; 1926-1950 ;  ; Br ; F-VF/VF- ; 36 ; Опятор ; 487 
 2139 ; Лот монет СССР (24шт): 3 копейки ; 1926-1954 ;  ; Br ; F+/VF ; 21 ; Boing749 ; 455 
 2140 ; Лот монет СССР (20шт): 3 копейки ; 1928-1957 ;  ; Br ; F-VF/VF ; 41 ; shknikolay ; 272 
 2141 ; Лот монет СССР (21шт): 3 копейки ; 1961-1991 ;  ; Cu/Zn ; AU ; 16 ; kvm64 ; 183 
 2142 ; Лот монет СССР (19шт): 2 копейки ; 1926-1953 ;  ; Br ; F+/F-VF ; 60 ; shknikolay ; 458 
 2143 ; Лот монет СССР (19шт): 2 копейки ; 1928-1957 ;  ; Br ; VF-/VF+ ; 51 ; shknikolay ; 367 
 2144 ; Лот монет СССР (25шт): 2 копейки ; 1961-1989 ;  ; Cu/Zn ; AU ; 41 ; TECHNO ; 287 
 2145 ; Лот монет СССР (36шт): 2 копейки ; 1962-1991 ;  ; Cu/Zn ; XF/AU ; 41 ; Опятор ; 261 
 2146 ; Лот монет СССР (32шт): 1 копейка ; 1928-1955 ;  ; Br ; VF/VF+ ; 106 ; gabbels ; 1587 
 2147 ; Лот монет СССР (18шт): 1 копейка ; 1929-1950 ;  ; Br ; VF/VF-XF ; 101 ; Boing749 ; 666 
 2148 ; Лот монет СССР (21шт): 1 копейка ; 1931-1951 ;  ; Br ; VF/VF+ ; 96 ; Boing749 ; 659 
 2149 ; Лот монет СССР (20шт): 1 копейка ; 1932-1957 ;  ; Br ; VF/VF-XF ; 49 ; Boing749 ; 666 
 2150 ; Лот монет СССР (23шт): 1 копейка ; 1961-1991 ;  ; Cu/Zn ; VF/AU ; 28 ; tehnadzor ; 44 
 2151 ; Лот монет СССР (11шт): 50 копеек ; 1964-1979 ;  ; Cu/Ni ; VF/VF-XF ; 25 ; СЁМА ; 102 
 2152 ; Лот монет СССР (10шт): 50 копеек ; 1964-1980 ;  ; Cu/Ni ; VF+/VF-XF ; 5 ; intrest ; 51 
 2153 ; Лот монет СССР (10шт): 50 копеек ; 1964-1991 ;  ; Cu/Ni ; VF+/VF-XF ; 10 ; 13 ; 114 
 2154 ; Лот монет СССР (10шт): 20 копеек ; 1941-1957 ;  ; Ni ; F-VF/VF- ; 15 ; Опятор ; 63 
 2155 ; Лот монет СССР (11шт): 20 копеек ; 1943-1957 ;  ; Ni ; VF/VF+ ; 23 ; Опятор ; 68 
 2156 ; Лот монет СССР (10шт): 10 копеек ; 1976-1986 ;  ; Cu/Zn ; AU ; 27 ; elefant1965 ; 28 
 2157 ; Лот монет СССР (7шт): 10 копеек ; 1977-1985 ;  ; Cu/Zn ; AU ; 7 ; elefant1965 ; 11 
 2158 ; Лот монет СССР (10шт): 10 копеек ; 1977-1986 ;  ; Cu/Zn ; AU ; 15 ; elefant1965 ; 22 
 2159 ; Лот монет СССР (10шт): 10 копеек ; 1977-1987 ;  ; Cu/Zn ; AU ; 13 ; elefant1965 ; 16 
 2160 ; Лот монет СССР (10шт): 10 копеек ; 1977-1988 ;  ; Cu/Zn ; AU ; 29 ; порт ; 51 
 2161 ; Лот монет СССР (9шт): 5 копеек ; 1930-1957 ;  ; Br ; F/F-VF ; 54 ; Опятор ; 59 
 2162 ; Лот монет СССР (10шт): 3 копейки ; 1930-1956 ;  ; Br ; F-VF/VF- ; 34 ; DINA ; 68 
 2163 ; Лот монет СССР (11шт): 3 копейки ; 1935-1954 ;  ; Br ; F-VF/VF- ; 12 ; Опятор ; 51 
 2164 ; Лот монет СССР (10шт): 2 копейки ; 1926-1957 ;  ; Br ; VF-/VF+ ; 40 ; Boing749 ; 208 
 2165 ; Лот монет СССР (11шт): 2 копейки ; 1928-1957 ;  ; Br ; F-VF/VF- ; 37 ; Boing749 ; 187 
 2166 ; Лот монет СССР (14шт): 1 копейка ; 1981-1991 ;  ; Cu/Zn ; XF/AU ; 13 ; порт ; 55 
 2167 ; Лот монет СССР (13шт): 1 копейка ; 1985-1991 ;  ; Cu/Zn ; XF+/AU ; 6 ; kompman ; 20 
 2168 ; Лот монет СССР "XXII Олимпиада": 1 руб (6шт) ; 1977-1980 ;  ; Cu-Ni ; XF+/AU ; 105 ; kosiak90 ; 284 
 2169 ; Лот монет СССР: 1 рубль (4шт) ; 1964-1988 ;  ; Cu-Ni ; XF-/XF+ ; 22 ; СЁМА ; 153 
 2170 ; Лот монет СССР (5шт): 20 копеек ; 1952-1957 ;  ; Ni ; VF/VF-XF ; 7 ; gvg1975 ; 34 
 2171 ; Лот монет СССР (5шт): 20 копеек ; 1953-1957 ;  ; Ni ; VF/VF-XF ; 22 ; dmytrylat ; 57 
 2172 ; Лот монет СССР (5шт): 20 копеек ; 1955-1957 ;  ; Ni ; VF/VF-XF ; 8 ; andysayan ; 9 
 2173 ; Лот монет СССР (6шт): 10 копеек ; 1956,1957 ;  ; Ni ; VF/VF-XF ; 28 ; кабачок ; 33 
 2174 ; Лот монет СССР (6шт): 10 копеек ; 1957 ;  ; Ni ; VF/VF-XF ; 27 ; bob_tauranga ; 27 
 2175 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 31 ; spstudio ; 568 
 2176 ; 50 рублей ; 1993 ; Комплект "Красная книга" ; биметалл ; AU ; 21 ; tick ; 1386 
 2177 ; Лот Монет Банка России: 100,50,20,10,5,1 руб (9шт) ; 1992, 1993 Л, ЛМД ;  ; Cu-Ni, би/м, Cu ; XF-/XF+ ; 34 ; ges ; 50 
 2078 ; Годовой набор монет СССР "50 лет Советской власти": 1 рубль, 50к, 20к, 15к, 10к+ жетон ЛМД. Упаковка ; 1967 ;  ; Cu-Ni, ж/м ; AU ; 37 ; elefant1965 ; 837 
 2079 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + 2 жетона. Пластиковая упаковка ; 1979ЛМД ;  ; Cu-Ni,Cu-Zn ; AU ; 24 ; jimmysu ; 601 
 2080 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп+ 2жетона (11шт). В пластиковой упаковке ; 1980 ;  ; Cu-Ni, Cu-Zn, ж ; Unc/AU ; 21 ; SKV ; 906 
 2081 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп+ 2жетона (11шт). В пластиковой упаковке ; 1983 ;  ; Cu-Ni, Cu-Zn, ж ; Unc/AU ; 96 ; klimvita ; 3575 
 2082 ; Набор монет СССР (10шт): 1р,50к,20к,5к,3к,2к,1к+Жетон ЛМД. Упаковка. Отсутствуют 2 монеты: 15к и 10к ; 1986 ;  ; Cu/Ni,Cu/Zn ; Unc/AU ; 126 ; TECHNO ; 420 
 2083 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт)  + 2 жетона. Пластиковая упаковка ; 1987ЛМД ;  ; Cu-Zn,Cu-Ni ; Unc/AU ; 46 ; jimmysu ; 777 
 2084 ; Годовой набор монет СССР: 1 рубль, 50к, 20к (л/с шт 3 коп 1981), 15к, 10к, 5к, 3к, 2к, 1к + жетон ЛМД. Упаковка ; 1988ЛМД ;  ; Cu-Ni, Cu-Zn,ж/ ; Unc/AU ; 30 ; ДРОВЯНОЙ - 2 ; 444 
 2085 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка ; 1989ММД ;  ; Cu-Ni,Cu-Zn ; Unc ; 61 ; Petch ; 410 
 2086 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп+ жетон ММД (10шт). Упаковка ; 1990 ;  ; Cu-Ni, Cu-Zn, ж ; Unc/AU ; 39 ; elefant1965 ; 412 
 2087 ; Годовой набор монет СССР: 1 рубль, 50к, 20к, 15к, 10к, 5к, 3к, 2к, 1к + 2 жетона (11шт). В пластиковой упаковке ; 1991ЛМД ;  ; Cu-Ni, Cu-Zn,ж/ ; Unc/AU ; 12 ; elefant1965 ; 514 
 2088 ; Полный набор "Красная книга" в буклете: 5,10,50 рублей (15шт) ; 1991-1994 ;  ; Би/м ; AU ; 27 ; astrart ; 7295 
 2089 ; Набор монет СССР (11шт): 1 руб, 50,20,15,10,5,3,2,1 коп + 2 жетона. Упаковка ; 1991 ;  ; Cu-Ni, Cu-Zn,ж/ ; Unc/AU ; 20 ; avs ; 417 
 2090 ; Набор монет Банка России (7шт): 100, 50, 20,10,5,1 рублей + жетон. Упаковка. С сертификатом ; 1992 ;  ; Cu-Ni, би/м, б/ ; AU ; 55 ; ДРОВЯНОЙ - 2 ; 1158 
 2091 ; Набор монет "50 лет Великой Победы". Упаковка ; 1995 ; СПМД 50 лет Победы (1, 5, 10, 20, 50, 100 руб) ; Cu-Ni, латунь,ж ; AU ; 34 ; shneyder ; 2717 
 2092 ; Набор монет "300 лет Российскому флоту". Упаковка ; 1996 ; 300 лет Российскому флоту (1, 5, 10, 20, 50, 100 руб + жетон) ; Cu-Ni, ж/м ; Unc/AU ; 41 ; кошак ; 5712 
 2093 ; Набор монет Банка России (7шт): 5,2,1 руб, 50,10,5,1 коп. Упаковка ; 1997СПМД ;  ; Cu-Ni, мельхиор ; Unc/AU ; 38 ; ДРОВЯНОЙ - 2 ; 823 
 2094 ; Набор монет Банка России (8шт): 5,2,1 руб, 50,10,5,1 коп + жетон СПМД. Упаковка ; 2002 ;  ; Cu-Ni, ж/м ; Unc/AU ; 36 ; o.k. ; 1845 
 2095 ; Набор монет Банка России (7шт): 5,2,1 руб, 50,10,5,1 коп. Упаковка ; 2008СПМД ;  ; Cu-Ni, мельхиор ; AU ; 20 ; ДРОВЯНОЙ - 2 ; 510 
 2096 ; Лот монет СССР: 5 коп (17шт) ; 1928-1957 ;  ; Br ; F/F+ ; 43 ; krava360 ; 138 
 2097 ; Лот монет СССР: 3 коп (5шт) ; 1931-1956 ;  ; Br ; VF/F+ ; 27 ; krava360 ; 33 
 2098 ; Лот монет СССР: 10, 5, 1 руб, 50,10 коп (5шт) ; 1991 ;  ; Cu-Ni, би/м, St ; XF/XF+ ; 17 ; BVN-2 ; 17 
 2099 ; Лот монет СССР: 20,15,10 коп (4шт) ; 1932,1933,1967 ;  ; Ni,Сu-Ni ; F-VF/VF- ; 22 ; dimon46 ; 123 
 2100 ; Набор монет ; 1967 ; 50 лет Советской власти (10, 15, 20, 50 коп) ; Cu-Ni ; VF/VF+ ; 33 ; intrest ; 75 
 2101 ; Лот монет СССР: 20 коп (6шт) ; 1923-1925 ;  ; Биллон ; F-VF/VF ; 21 ; bob_tauranga ; 381 
 2102 ; Лот монет СССР: 20 коп (6шт) ; 1923-1928 ;  ; Биллон ; F-VF/VF ; 14 ; bob_tauranga ; 396 
 2103 ; Лот монет СССР: 20 коп (6шт) ; 1923-1930 ;  ; Биллон ; VF-/VF ; 14 ; bob_tauranga ; 396 
 2104 ; Лот монет СССР: 15,10 коп (6шт) ; 1923,1925 ;  ; Биллон ; VF-/VF ; 39 ; bob_tauranga ; 472 
 2105 ; Лот монет СССР: 15,10,5,2,1 коп (10шт) ; 1924-1991 ;  ; Cu-Ni,Cu-Zn,Cu ; F+/VF- ; 16 ; andysayan ; 16 
 2106 ; Лот монет СССР: 1 рубль, 50,20,15,10 коп (5шт) ; 1967 ;  ; Cu-Ni ; VF/VF-XF ; 32 ; пиксель ; 102 
 2107 ; Лот монет СССР: 20,15,10 коп (5шт) ; 1932-1943 ;  ; Ni ; F+/F-VF ; 22 ; dimon46 ; 131 
 2108 ; Лот монет СССР: 5 коп (5шт) ; 1977-1991 ;  ; Cu-Zn ; AU ; 21 ; tehnadzor ; 85 
 2109 ; Лот монет СССР: 50 копеек (9шт) ; 1964-1987 ;  ; Cu-Ni ; XF-/XF+ ; 22 ; СЁМА ; 133 
 2110 ; Лот монет СССР: 20 копеек (17шт) ; 1931-1957 ;  ; Ni ; F-VF/VF ; 29 ; Опятор ; 185 
 2111 ; Лот монет СССР: 15 копеек (4шт) ; 1931-1957 ;  ; Ni ; F+/F-VF ; 37 ; Дак ; 153 
 2112 ; Лот монет СССР: 10 копеек (15шт) ; 1931-1957 ;  ; Ni ; F/F-VF ; 6 ; Опятор ; 12 
 2113 ; Лот монет СССР: 5 копеек (13шт) ; 1930-1957 ;  ; Br ; F+/F-VF ; 35 ; кабачок ; 148 
 2114 ; Лот монет СССР: 3 копейки (20шт) ; 1930-1957 ;  ; Br ; F+/F-VF ; 19 ; Опятор ; 77 
 2115 ; Лот монет СССР: 2 копейки (15шт) ; 1926-1957 ;  ; Br ; F+/F-VF ; 13 ; Опятор ; 157 
 2116 ; Лот монет СССР: 1 копейка (9шт) ; 1927-1957 ;  ; Br ; VF-/VF ; 37 ; Boing749 ; 102 
 2117 ; Лот монет СССР: 15,10 коп (4шт) ; 1978-1991 ;  ; Cu-Ni ; XF+/AU ; 4 ; BVN-2 ; 5 
 2118 ; Лот монет СССР: 1 коп (6шт) ; 1961-1985 ;  ; Cu-Zn ; XF/AU ; 29 ; kvm64 ; 28 
 2119 ; Лот монет СССР: 20,15,10 коп (6шт) ; 1923-1925 ;  ; Ag ; VF/VF-XF ; 88 ; bob_tauranga ; 495 
 2120 ; Лот монет СССР: 20,15 коп (5шт) ; 1931-1952 ;  ; Ni ; F+/F-VF ; 34 ; InoS ; 33 
 2121 ; Лот монет СССР: 5 копеек (4шт) ; 1928-1961 ;  ; Br, Cu-Zn ; F+/F-VF ; 27 ; кабачок ; 27 
 2122 ; Лот монет СССР: 3 коп, 2 коп (7шт) ; 1926-1938 ;  ; Br ; F-VF/VF- ; 18 ; Boing749 ; 57 
 2123 ; Лот юбилейных монет СССР (5шт): 1 рубль ; 1977-1985 ;  ; Cu-Ni ; VF+/XF ; 60 ; InoS ; 91 
 2124 ; Лот монет СССР (10шт): 50 копеек ; 1961-1981 ;  ; Cu-Ni ; XF/AU ; 57 ; СЁМА ; 509 
 2125 ; Лот монет СССР (23шт): 20 копеек ; 1935-1957 ;  ; Ni ; VF/XF ; 34 ; spstudio ; 510 
 2126 ; Лот монет СССР (11шт): 20 копеек ; 1961-1989 ;  ; Cu/Ni ; AU ; 28 ; kvm64 ; 116 
 2127 ; Лот монет СССР (21шт): 15 копеек ; 1936-1957 ;  ; Ni ; VF-/VF+ ; 32 ; ziko ; 488 
 2028 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 5 ; Doca ; 159 
 2029 ; 20 копеек ; 1939 ;  ; Ni ; XF ; 25 ; Doca ; 138 
 2030 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 16 ; pww78 ; 20 
 2031 ; 5 копеек ; 1940 ;  ; Br ; VF ; 28 ; ziko ; 65 
 2032 ; 5 копеек ; 1949 ;  ; Br ; VF+ ; 11 ; DINA ; 26 
 2033 ; 5 копеек ; 1954 ;  ; Br ; VF+ ; 40 ; Poiuyt ; 49 
 2034 ; 5 копеек ; 1955 ;  ; Br ; XF- ; 22 ; Germanfox ; 40 
 2035 ; 5 копеек ; 1956 ;  ; Br ; AU ; 15 ; avs ; 155 
 2036 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF ; 14 ; ziko ; 86 
 2037 ; 3 копейки ; 1930 ;  ; Br ; VF-XF ; 32 ; ziko ; 30 
 2038 ; 3 копейки ; 1931 ;  ; Br ; F-VF ; 12 ; don-juras ; 12 
 2039 ; 3 копейки ; 1940 ;  ; Br ; VF+ ; 60 ; пиксель ; 63 
 2040 ; 3 копейки ; 1946 ;  ; Br ; VF ; 12 ; Germanfox ; 12 
 2041 ; 3 копейки ; 1951 ;  ; Br ; F-VF ; 21 ; Poiuyt ; 156 
 2042 ; 3 копейки ; 1952 ;  ; Br ; F-VF ; 7 ; DINA ; 8 
 2043 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 17 ; СЁМА ; 108 
 2044 ; 1 рубль ; 1964 ;  ; Cu-Ni ; XF ; 12 ; tick ; 23 
 2045 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 11 ; СЁМА ; 87 
 2046 ; 50 копеек ; 1984 ;  ; Cu-Ni ; VF-XF ; 3 ; taigist ; 4 
 2047 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 33 ; USS ; 51 
 2048 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 21 ; ges ; 51 
 2049 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 32 ; Опятор ; 53 
