 6035 ; Бона иностранная Индонезия ;  ;  ;  ; AU ; 11 ; prostor.71 ; 24 
 4022 ; 2 кроны. Дания ; 1959 ;  ; Al/Br ; VF+ ; 7 ; Mike! ; 92 
 4023 ; 1 пфенниг. Данциг ; 1923 ;  ; Br ; VF ; 11 ; Mike! ; 199 
 3924 ; 50 центов. Руанда ; 2003 ;  ; Cu-Ni ; XF ; 22 ; SKeeper ; 41 
 3925 ; 1 доллар. США ; 1972 ;  ; Cu-Ni ; XF- ; 12 ; Семен ; 114 
 3926 ; 2 метикайс. Мозамбик ; 2006 ;  ; Cu-Ni ; VF+ ; 22 ; zoodoo7 ; 59 
 3927 ; 2 кроны. Швеция ; 1969 ;  ; Cu-Ni ; XF+ ; 18 ; cotaclysm ; 42 
 3928 ; 50 центов. Австралия ; 2004 ;  ; Cu-Ni ; XF ; 17 ; V.I.P.E.R. ; 35 
 3929 ; 1 лира. Мальта ; 1986 ;  ; Cu-Ni ; VF+ ; 17 ; irmilah ; 120 
 3930 ; 1 доллар. Гон-Конг ; 1980 ;  ; Cu-Ni ; XF+ ; 9 ; Враг ; 28 
 3931 ; 2 франка. Франция ; 1993 ;  ; Cu-Ni ; XF ; 29 ; irmilah ; 81 
 3932 ; 1 доллар. Сингапур ; 1986 ;  ; Cu-Ni ; AU ; 17 ; трутень ; 556 
 3933 ; 50 центов. Эритрея ; 1991 ;  ; Cu-Ni ; XF- ; 27 ; SKeeper ; 43 
 3934 ; 50 центов. Австралия ; 1977 ;  ; Cu-Ni ; XF- ; 9 ; SKeeper ; 83 
 3935 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 10 ; KNK ; 83 
 3936 ; 20 центов. Новая Зеландия ; 1982 ;  ; Cu-Ni ; XF ; 4 ; SKeeper ; 46 
 3937 ; 25 новых пенсов. Великобритания. 25 лет правления ; 1977 ;  ; Cu-Ni ; XF ; 14 ; KNK ; 91 
 3938 ; 10 риалов. Иран ; 1241 ;  ; Cu-Ni ; XF+ ; 32 ; la_fiera ; 59 
 3939 ; 50 песо. Мексика ; 1983 ;  ; Cu-Ni ; VF+ ; 13 ; REC ; 134 
 3940 ; 2 марки. ФРГ ; 1994 ;  ; Cu-Ni ; VF+ ; 17 ; Враг ; 73 
 3941 ; 1 кордоба. Никарагуа ; 1972 ;  ; Cu-Ni ; VF+ ; 15 ; Виталий 64 ; 182 
 3942 ; 1 доллар. Барбадос ; 1988 ;  ; Cu-Ni ; XF ; 32 ; zoodoo7 ; 97 
 3943 ; 10 хеллеров. Австрия ; 1895 ;  ; Cu-Ni ; VF- ; 17 ; Марик ; 36 
 3944 ; 50 пфеннигов. Веймар ; 1927J ;  ; Cu-Ni ; VF+ ; 9 ; alexey_s ; 267 
 3945 ; 20 нгве. Замбия ; 1968 ;  ; Cu-Ni ; VF ; 21 ; t_v_v ; 40 
 3946 ; 1 шиллинг. Австрия ; 1934 ;  ; Cu-Ni ; VF-XF ; 20 ; qver ; 192 
 3947 ; 10 раппен. Швейцария ; 1947 ;  ; Cu-Ni ; VF ; 8 ; _Владимир_ ; 20 
 3948 ; 2 марки. ФРГ ; 1958F ;  ; Cu-Ni ; VF+ ; 35 ; teso ; 129 
 3949 ; 5 пенни. Ирландия ; 1971 ;  ; Cu-Ni ; VF+ ; 14 ; страус ; 28 
 3950 ; 5 крон. Швеция. 50 лет ООН ; 1995 ;  ; Cu-Ni ; XF+ ; 50 ; Reverse ; 835 
 3951 ; 10 сантимов. Бельгия ; 1861 ;  ; Cu-Ni ; VF- ; 18 ; DVZ ; 79 
 3952 ; 1 рупия. Маврикий ; 2002 ;  ; Cu-Ni ; XF ; 21 ; Шмейхель ; 32 
 3953 ; 1 крона. Дания ; 1975 ;  ; Cu-Ni ; XF ; 9 ; альтаир ; 27 
 3954 ; 50 центов. Сингапур ; 1980 ;  ; Cu-Ni ; XF ; 11 ; heavy_fly ; 126 
 3955 ; 50 франков. Бельгия ; 1987 ;  ; Cu-Ni ; VF+ ; 20 ; teso ; 90 
 3956 ; 1 юань. Китай ; 2006 ;  ; Cu-Ni ; XF- ; 16 ; irmilah ; 24 
 3957 ; 1 крона. Швеция ; 2013 ;  ; Cu-Ni ; XF- ; 24 ; dsp ; 247 
 3958 ; 1 марка. Германия ; 1936A ;  ; Cu-Ni ; VF-XF ; 15 ; serow1975 ; 482 
 3959 ; 10 хеллеров. Австрия ; 1893 ;  ; Cu-Ni ; XF ; 11 ; qver ; 104 
 3960 ; 20 динаров. Сербия ; 2003 ;  ; Cu-Ni ; VF-XF ; 34 ; dvlless ; 100 
 3961 ; 1 доллар. Малайя ; 1971 ;  ; Cu-Ni ; VF-XF ; 23 ; SKeeper ; 422 
 3962 ; 1 франк. Франция ; 1992 ;  ; Cu-Ni ; XF- ; 10 ; aralsk ; 63 
 3963 ; 20 раппен. Швейцария ; 1913 ;  ; Cu-Ni ; VF+ ; 9 ; _Владимир_ ; 22 
 3964 ; 25 центов. Канада ; 2000 ;  ; Cu-Ni ; VF-XF ; 16 ; Jek327 ; 50 
 3965 ; 10 пенсов. Гибралтар ; 1998 ;  ; Cu-Ni ; VF-XF ; 37 ; teso ; 55 
 3966 ; 1000 манат. Туркменистан ; 1999 ;  ; Cu-Ni ; VF+ ; 10 ; d-master ; 93 
 3967 ; 20 франков. Франция ; 1992 ;  ; Би/м ; XF- ; 41 ; елец ; 204 
 3968 ; 50 куруш. Турция ; 2005 ;  ; Би/м ; VF ; 15 ; V.I.P.E.R. ; 25 
 3969 ; 250 филс. Ирак ; 1382 ;  ; Би/м ; XF ; 13 ; Shera ; 38 
 3970 ; 1 лира. Турция ; 2005 ;  ; Би/м ; XF ; 13 ; albertf ; 27 
 3971 ; 5 динаров. Тунис ; 2002 ;  ; Би/м ; VF-XF ; 12 ; advokatx ; 91 
 3972 ; 1 риал. Бразилия ; 2007 ;  ; Би/м ; XF ; 11 ; альтаир ; 50 
 3973 ; 200 эскудо. Португалия ; 1991 ;  ; Би/м ; VF-XF ; 7 ; Враг ; 45 
 3874 ; 2 ранда. ЮАР ; 2007 ;  ; Cu-Ni ; XF ; 21 ; t_v_v ; 40 
 3875 ; 20 толари. Словения ; 2004 ;  ; Cu-Ni ; XF ; 19 ; SKeeper ; 36 
 3876 ; 10 центов. Канада ; 2005 ;  ; Cu-Ni ; XF ; 30 ; STANDART ; 41 
 3877 ; 5 раппен. Швейцария ; 1901 ;  ; Cu-Ni ; VF ; 22 ; SirPi ; 32 
 3878 ; 20 раппен. Швейцария ; 1938 ;  ; Cu-Ni ; VF ; 35 ; русман ; 136 
 3879 ; 25 центов. Канада. Ванкувер ; 2007 ;  ; Cu-Ni ; XF+ ; 13 ; STOP!КГБ ; 77 
 3880 ; 10 сенти. Тонга. ФАО ; 1981 ;  ; Cu-Ni ; XF ; 46 ; SKeeper ; 101 
 3881 ; 10 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 34 ; архыз ; 79 
 3882 ; 10 центов. Британские Карибские Территории. Вочточная группа ; 1965 ;  ; Cu-Ni ; VF ; 9 ; cboker ; 69 
 3883 ; 100 боливаров Венесуэла ; 2002 ;  ; Cu-Ni ; XF- ; 15 ; V.I.P.E.R. ; 36 
 3884 ; 1 франк. Франция ; 1988 ;  ; Cu-Ni ; XF- ; 15 ; irmilah ; 32 
 3885 ; 10 пенсов. Джерси ; 2002 ;  ; Cu-Ni ; XF- ; 32 ; val211 ; 47 
 3886 ; 1 рупия. Шри-Ланка ; 1992 ;  ; Cu-Ni ; VF ; 26 ; t_v_v ; 75 
 3887 ; 10 филлеров. Венгрия ; 1926 ;  ; Cu-Ni ; VF ; 5 ; Александр007 ; 71 
 3888 ; 200 песет. Испания ; 1996 ;  ; Cu-Ni ; VF ; 15 ; Ctap4e ; 161 
 3889 ; 100 милс. Кипр ; 1963 ;  ; Cu-Ni ; VF ; 16 ; ag58 ; 39 
 3890 ; 100 филс. Иордания ; 1949 ;  ; Cu-Ni ; VF+ ; 11 ; d-master ; 80 
 3891 ; 10 вату. Вануату ; 1983 ;  ; Cu-Ni ; VF+ ; 17 ; bva150979 ; 71 
 3892 ; 10 крон. Норвегия ; 2008 ;  ; Латунь ; XF ; 18 ; kornum ; 102 
 3893 ; 20 марок. Финляндия ; 1938 ;  ; Латунь ; VF-XF ; 22 ; нормировщик9 ; 204 
 3894 ; 5 сенти. Литва ; 1925 ;  ; Латунь ; VF- ; 26 ; архыз ; 255 
 3895 ; 10 франков. Французская Африка ; 1956 ;  ; Латунь ; VF+ ; 22 ; AKrav ; 200 
 3896 ; 10 пфеннигов. Германия ; 1938A ;  ; Латунь ; XF ; 26 ; alexey_s ; 469 
 3897 ; Монетовидный жетон. 15 крон ; 1982 ;  ; Латунь ; VF+ ; 8 ; krugerrand ; 36 
 3898 ; 1 доллар. Австралия ; 1999 ;  ; Латунь ; VF+ ; 21 ; banks ; 69 
 3899 ; 50 франков. Марокко ; 1371 ;  ; Латунь ; VF+ ; 23 ; irmilah ; 72 
 3900 ; 100 песет. Испания ; 1993 ;  ; Латунь ; VF ; 7 ; advokatx ; 40 
 3901 ; 5 марок. Финляндия ; 1972 ;  ; Латунь ; XF ; 22 ; нормировщик9 ; 71 
 3902 ; 50 драхм. Греция ; 1994 ;  ; Латунь ; XF ; 15 ; kornum ; 50 
 3903 ; 100 песет. Испания ; 1999 ;  ; Латунь ; VF+ ; 17 ; vb96 ; 40 
 3904 ; 2 кроны. Дания ; 1925 ;  ; Латунь ; VF+ ; 17 ; banks ; 90 
 3905 ; 10 марок. Финляндия ; 1939 ;  ; Латунь ; VF-XF ; 12 ; mishael07 ; 100 
 3906 ; 5 марок. Финляндия ; 1992 ;  ; Латунь ; AU ; 18 ; Emv ; 46 
 3907 ; 200 лир. Италия ; 1981 ;  ; Латунь ; XF ; 23 ; xct ; 48 
 3908 ; 25 песет. Испания ; 1998 ;  ; Латунь ; XF ; 19 ; V.I.P.E.R. ; 31 
 3909 ; 10  марок. Эстония ; 1925 ;  ; Ni-Лат ; F ; 15 ; VAPK ; 306 
 3910 ; 1 анна. Индия ; 1944 ;  ; Латунь ; VF- ; 9 ; d-master ; 47 
 3911 ; 2 франка. Франция ; 1925 ;  ; Латунь ; VF ; 22 ; Александ98 ; 81 
 3912 ; 1 крона. Дания ; 1957 ;  ; Латунь ; VF+ ; 17 ; Rosomaha ; 70 
 3913 ; 50 крон. Исландия ; 1987 ;  ; Латунь ; VF+ ; 9 ; Саня79 ; 50 
 3914 ; 10 пфеннигов. Веймар ; 1936A ;  ; Латунь ; VF ; 15 ; corsar ; 61 
 3915 ; Жетон "Храните свое время". Виктория ; 1846 ;  ; Латунь ; VF- ; 20 ; banks ; 237 
 3916 ; 5 пфеннигов. Германия ; 1937G ;  ; Латунь ; VF+ ; 43 ; Jauho ; 429 
 3917 ; 5 пфеннигов. Веймар ; 1925F ;  ; Латунь ; VF ; 6 ; corsar ; 30 
 3918 ; 100 крон. Исландия ; 1995 ;  ; Латунь ; VF+ ; 13 ; zoodoo7 ; 79 
 3919 ; 5 эре. Швеция ; 1861 ;  ; Br ; F-VF ; 22 ; Александр007 ; 250 
 3920 ; 1/12 скиллинга. Швеция ; 1812 ;  ; Br ; VF- ; 8 ; Rosomaha ; 255 
 3921 ; 2 эре. Швеция ; 1861 ;  ; Br ; VF ; 37 ; Аня ; 234 
 3922 ; 50 батат. Гамбия ; 1971 ;  ; Cu-Ni ; XF ; 25 ; teso ; 171 
 3923 ; 500 драхм. Греция ; 2000 ;  ; Cu-Ni ; XF ; 21 ; wwn ; 182 
 3824 ; 2 марки.Альтенбург ; 1921 ;  ; Керамика ; XF+ ; 19 ; Vanka ; 410 
 3825 ; 50 пфеннигов. Альтенбург ; 1921 ;  ; Керамика ; XF+ ; 34 ; Sporti84 ; 378 
 3826 ; 2 марки. Саксония ; 1921 ;  ; Керамика ; XF+ ; 21 ; Sporti84 ; 359 
 3827 ; 2 марки. Саксония ; 1921 ;  ; Керамика ; XF+ ; 19 ; Vanka ; 411 
 3828 ; 1 марка. Саксония ; 1921 ;  ; Керамика ; XF ; 23 ; ВЯЗ ; 306 
 3829 ; 50 пфеннигов. Саксония ; 1921 ;  ; Керамика ; XF+ ; 21 ; Mike! ; 232 
 3830 ; 50 пфеннигов. Саксония ; 1921 ;  ; Керамика ; XF+ ; 29 ; qver ; 306 
 3831 ; 20 пфеннигов. Саксония ; 1921 ;  ; Керамика ; XF+ ; 24 ; qver ; 308 
 3832 ; 1 эре. Дания ; 1919 ;  ; Br ; VF+ ; 12 ; kergudu ; 114 
 3833 ; 2 раппен. Швейцария ; 1948 ;  ; Br ; XF ; 9 ; калинов мост ; 41 
 3834 ; 1 цент. США ; 1935 ;  ; Br ; VF ; 18 ; murka1973 ; 57 
 3835 ; 10 пенни. Финляндия ; 1941 ;  ; Br ; XF ; 11 ; калинов мост ; 59 
 3836 ; 1/12 скиллинга. Швеция ; 1805 ;  ; Br ; F+ ; 19 ; кротик ; 367 
 3837 ; 1 эре. Швеция ; 1858 ;  ; Br ; VF- ; 39 ; Rosomaha ; 200 
 3838 ; 5 пенни. Финляндия ; 1941 ;  ; Br ; XF+ ; 25 ; нормировщик9 ; 74 
 3839 ; 1 пенни. Финляндия ; 1923 ;  ; Br ; XF+ ; 7 ; mishael07 ; 50 
 3840 ; 1/2 эре. Швеция ; 1858 ;  ; Br ; VF+ ; 19 ; yourius ; 124 
 3841 ; 1/2 скиллинга. Норвегия ; 1840 ;  ; Br ; VF- ; 23 ; dsp ; 612 
 3842 ; 1 раппен. Швейцария ; 1919 ;  ; Br ; VF+ ; 13 ; krugerrand ; 50 
 3843 ; 1 сантим. Бельгия ; 1902 ;  ; Br ; VF ; 32 ; сама71 ; 110 
 3844 ; 2 грошена. Австрия ; 1928 ;  ; Br ; VF ; 3 ; Shera ; 46 
 3845 ; 1 пфенниг. Пруссия ; 1847A ;  ; Br ; VF ; 10 ; SirPi ; 101 
 3846 ; 3 пфеннига. Пруссия ; 1871A ;  ; Br ; VF+ ; 12 ; Юбер ; 142 
 3847 ; 1 сантим. Франция ; L`AN6 ;  ; Br ; VF ; 12 ; ALEK98 ; 577 
 3848 ; 2 эре. Норвегия ; 1907 ;  ; Br ; VF- ; 35 ; vb96 ; 537 
 3849 ; 1 скиллинга. Дания ; 1856 ;  ; Br ; VF ; 17 ; krugerrand ; 91 
 3850 ; 2 эре. Дания ; 1906 ;  ; Br ; VF ; 22 ; vesta78 ; 115 
 3851 ; 1/2 пенни. Великобритания ; 1901 ;  ; Br ; VF ; 18 ; dvlless ; 129 
 3852 ; 2 эре. Швеция ; 1902 ;  ; Br ; VF ; 11 ; kergudu ; 72 
 3853 ; 5 эре. Норвегия ; 1899 ;  ; Br ; F+ ; 20 ; krugerrand ; 135 
 3854 ; 2 эре. Норвегия ; 1891 ;  ; Br ; VF- ; 15 ; krugerrand ; 111 
 3855 ; 1 пфенниг. Германия ; 1900D ;  ; Br ; VF+ ; 23 ; SirPi ; 111 
 3856 ; 50 эре. Швеция ; 2009 ;  ; Br ; XF ; 22 ; cotaclysm ; 33 
 3857 ; 1 эре. Швеция ; 1904 ;  ; Br ; VF- ; 11 ; banks ; 72 
 3858 ; 1 цент. США ; 1900 ;  ; Br ; VF- ; 15 ; F+ ; 261 
 3859 ; 10 сантимов. Франция ; 1913 ;  ; Br ; XF ; 34 ; kornum ; 244 
 3860 ; 5 эре. Швеция ; 1902 ;  ; Br ; VF ; 15 ; Rosomaha ; 69 
 3861 ; 1 пенни. Ирландия ; 1942 ;  ; Br ; VF ; 14 ; Jek327 ; 42 
 3862 ; 2 раппен. Швейцария ; 1937 ;  ; Br ; VF+ ; 38 ; русман ; 258 
 3863 ; 1 эре. Норвегия ; 1902 ;  ; Br ; VF ; 10 ; Dahan ; 169 
 3864 ; 2 пфеннига. Германия ; 1912D ;  ; Br ; VF+ ; 26 ; serow1975 ; 215 
 3865 ; 8 доблей. Гернси ; 1910 ;  ; Br ; VF+ ; 21 ; DaMon15 ; 259 
 3866 ; 2 пенса. Остров Мэн ; 1989 ;  ; Br ; VF+ ; 10 ; ZET ; 132 
 3867 ; 1 скиллинг.Дания ; 1771 ;  ; Br ; VF- ; 16 ; mkm1968 ; 245 
 3868 ; 1 пенни. ЮАР ; 1927 ;  ; Br ; VF+ ; 17 ; балбес ; 261 
 3869 ; 1/4 анны. Британская Индия ; 1940 ;  ; Br ; VF+ ; 11 ; d-master ; 80 
 3870 ; 2 скиллинга. Дания ; 1842 ;  ; Br ; F ; 11 ; Rosomaha ; 300 
 3871 ; 10 раппен. Швейцария ; 1850 ;  ; Ag ; F+ ; 22 ; bva150979 ; 131 
 3872 ; 10 пфеннигов. Германия ; 1889F ;  ; Cu-Ni ; VF ; 4 ; serow1975 ; 50 
 3873 ; 5 раппен. Швейцария ; 1944 ;  ; Cu-Ni ; VF+ ; 18 ; _Владимир_ ; 34 
 3774 ; 3 марки. Эстония ; 1922 ;  ; Cu-Ni ; F+ ; 34 ; VAPK ; 615 
 3775 ; 5 лир. Турция ; 1976 ;  ; St ; XF+ ; 20 ; Balagur ; 45 
 3776 ; 2 эре. Норвегия ; 1944 ;  ; St ; VF ; 18 ; DVZ ; 74 
 3777 ; 20 тетри. Грузия ; 1993 ;  ; St ; XF ; 13 ; heavy_fly ; 53 
 3778 ; 100 лир. Италия ; 1981 ;  ; St ; XF ; 15 ; V.I.P.E.R. ; 35 
 3779 ; 2 эре. Дания ; 1918 ;  ; St ; F+ ; 40 ; vb96 ; 454 
 3780 ; 10 пфеннигов. Германия. Нотгельд. Брауншвейг ; 1920 ;  ; St ; VF+ ; 86 ; serow1975 ; 200 
 3781 ; 5 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; F+ ; 24 ; colonel6262 ; 229 
 3782 ; 25 эре. Дания ; 1942 ;  ; Zn ; F+ ; 14 ; smel ; 90 
 3783 ; 5 пфеннигов. Германия. Нотгельд. Менден ; 1917 ;  ; Zn ; F ; 25 ; colonel6262 ; 215 
 3784 ; 1 раппен. Швейцария ; 1942 ;  ; Zn ; VF- ; 7 ; krugerrand ; 51 
 3785 ; 100 йен. Япония ;  ;  ; Ag ; VF+ ; 44 ; rabota263 ; 193 
 3786 ; 1/10 гульдена. Нидерландская Индия ; 1898 ;  ; Ag ; F ; 30 ; CASH ; 72 
 3787 ; 1/16 риксдалера. Швеция ; 1830 ;  ; Ag ; F ; 37 ; Александр007 ; 132 
 3788 ; 10 эре. Швеция ; 1857 ;  ; Ag ; F ; 14 ; CASH ; 91 
 3789 ; 5 сентаво. Гватемала ; 1987 ;  ; Ag ; VF+ ; 13 ; Shera ; 72 
 3790 ; 1 куруш. Турция. Отверстие ; 1293 ;  ; Ag ; F ; 35 ; roza77 ; 105 
 3791 ; 1/2 грошена. Ольденбург ; 1858 ;  ; Ag ; F+ ; 54 ; ств ; 310 
 3792 ; 1 десимо. Чили ; 1887 ;  ; Ag ; VF ; 37 ; PPS ; 1251 
 3793 ; 10 крейцеров. Австрия ; 1870 ;  ; Ag ; F+ ; 19 ; Бармалей ; 138 
 3794 ; 1 флорин. Австралия. Парламент ; 1927 ;  ; Ag ; VF+ ; 48 ; rabota263 ; 759 
 3795 ; 25 эре. Швеция ; 1896 ;  ; Ag ; VF- ; 7 ; Helssten ; 72 
 3796 ; 10 центов. Цейлон ; 1899 ;  ; Ag ; F ; 21 ; CASH ; 113 
 3797 ; 2 пиастра. Египет ; 1944 ;  ; Ag ; VF+ ; 27 ; vesta78 ; 182 
 3798 ; 2 франка. Руанда ; 1970 ;  ; Al ; XF ; 15 ; kornum ; 78 
 3799 ; 10 сенги. Сонго ; 1967 ;  ; Al ; VF+ ; 17 ; kornum ; 56 
 3800 ; 10 центов. Британские Карибские территории ; 1956 ;  ; Cu/Ni ; VF ; 18 ; _Владимир_ ; 34 
 3801 ; 10 сентаво. Португальский Мозамбик ; 1960 ;  ; Br ; XF ; 16 ; irino4ka ; 79 
 3802 ; 50 сентаво. Португальский Мозамбик ; 1957 ;  ; Br ; VF ; 23 ; irino4ka ; 58 
 3803 ; 1 песева. Гана ; 1967 ;  ; Br ; XF ; 44 ; DVZ ; 68 
 3804 ; 10 вон. Южная Корея ; 1970 ;  ; Al/Br ; VF ; 21 ; Monata ; 40 
 3805 ; 1 цент. Ямайка ; 1969 ;  ; Br ; VF ; 11 ; V.I.P.E.R. ; 12 
 3806 ; 1 франк. Бельгийское Конго ; 1949 ;  ; Al/Br ; F ; 25 ; SadKo ; 90 
 3807 ; 1 бутут. Гамбия ; 1974 ;  ; Br ; AU ; 27 ; v_bond ; 46 
 3808 ; 1 пенни. Родезия и Ньясаленд ; 1961 ;  ; Br ; VF+ ; 23 ; SKeeper ; 72 
 3809 ; 1/2 песевы. Гана ; 1967 ;  ; Br ; XF ; 43 ; gusar ; 90 
 3810 ; 5 юаней. Китай. Олимпиада. Современное пятиборье ; 2008 ;  ; Лат ; AU ; 39 ; 01618 ; 248 
 3811 ; 5 юаней. Китай. Олимпиада. Фехтование ; 2008 ;  ; Лат ; AU ; 15 ; nike400 ; 179 
 3812 ; 100 злотых. Польша. Пржемыслав II ; 1985 ;  ; Cu/Ni ; XF+ ; 9 ; sibirian ; 57 
 3813 ; 100 злотых. Польша. 40 лет Польской народной Республике ; 1984 ;  ; Cu/Ni ; XF+ ; 16 ; sibirian ; 59 
 3814 ; 100 злотых. Польша. Вицентий Витос ; 1984 ;  ; Cu/Ni ; XF+ ; 40 ; kornum ; 53 
 3815 ; 50 злотых. Польша. Болеслав I ; 1980 ;  ; Cu/Ni ; XF+ ; 11 ; kornum ; 57 
 3816 ; 50 злотых. Польша. Владислав Сикорский ; 1981 ;  ; Cu/Ni ; XF+ ; 10 ; sibirian ; 57 
 3817 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF+ ; 15 ; sibirian ; 61 
 3818 ; 50 злотых. Польша. Мешко I ; 1979 ;  ; Cu/Ni ; XF+ ; 18 ; kornum ; 63 
 3819 ; 50 злотых. Польша. Болеслав II ; 1981 ;  ; Cu/Ni ; XF+ ; 11 ; kornum ; 53 
 3820 ; 50 злотых. Польша. Владислав I ; 1981 ;  ; Cu/Ni ; XF+ ; 16 ; kornum ; 63 
 3821 ; 50 злотых. Польша. Казимир I ; 1980 ;  ; Cu/Ni ; XF+ ; 12 ; kornum ; 63 
 3822 ; 50 злотых. Польша. Ян III Собесский ; 1983 ;  ; Cu/Ni ; XF+ ; 15 ; Александ98 ; 63 
 3823 ; 3 марки. Альтенбург ; 1921 ;  ; Керамика ; XF+ ; 25 ; Vanka ; 411 
 3724 ; 1 доллар. Сингапур ; 1981 ;  ; Cu/Ni ; XF+ ; 15 ; елец ; 224 
 3725 ; 1 доллар. Сингапур ; 1980 ;  ; Cu/Ni ; XF+ ; 16 ; елец ; 225 
 3726 ; 10 эре. Дания ; 1919 ;  ; Ag ; XF- ; 19 ; vesta78 ; 204 
 3727 ; 500 крон. Исландия. 1100 лет первому поселению ; 1974 ;  ; Ag ; Proof ; 31 ; vitapool ; 1046 
 3728 ; 5 франков. Швейцария/ 100 лет. Конституции ; 1974 ;  ; Cu/Ni ; Proof ; 10 ; vesta78 ; 368 
 3729 ; 5 франков. Швейцария. 500 лет битве в Мюртене ; 1976 ;  ; Cu/Ni ; Proof ; 36 ; русман ; 374 
 3730 ; 5 франков. Швейцария. Фердинанд Ходлер ; 1980 ;  ; Cu/Ni ; AU ; 29 ; vesta78 ; 340 
 3731 ; 5 франков. Швейцария. Фердинанд Ходлер ; 1980 ;  ; Cu/Ni ; AU ; 20 ; vitapool ; 306 
 3732 ; 5 франков. Швейцария. 100 лет со дня рождения Августа Пиккарда ; 1984 ;  ; Cu/Ni ; AU ; 22 ; vesta78 ; 340 
 3733 ; 5 франков. Швейцария. 100 лет со дня рождения Ле Корбузье ; 1987 ;  ; Cu/Ni ; XF+ ; 31 ; vesta78 ; 340 
 3734 ; 5 пойша. Бангладеш ; 1975 ;  ; Al ; XF ; 39 ; kornum ; 43 
 3735 ; 25 пойша. Бангладеш ; 1975 ;  ; St ; AU ; 41 ; kornum ; 207 
 3736 ; 1 тебе. Ботсвана ; 1976 ;  ; Al ; XF ; 21 ; kornum ; 42 
 3737 ; 10 сантимов. Франция ; 1870 ;  ; Cu ; VF- ; 13 ; Александр974 ; 82 
 3738 ; 5 сантимов. Франция ; 1870 ;  ; Cu ; VF ; 9 ; Rosomaha ; 67 
 3739 ; 10 сантимов. Франция ; 1855 ;  ; Cu ; VF- ; 26 ; t_v_v ; 62 
 3740 ; 1 крона. Швеция ; 1928 ;  ; Ag ; VF ; 35 ; V-2 ; 189 
 3741 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; AU ; 8 ; jj ; 299 
 3742 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Би/м ; AU ; 5 ; Mike! ; 305 
 3743 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 161 
 3744 ; 2 гривны. Украина. Киевский нац университет им Тараса Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 540 
 3745 ; 5 гивен. Украина. Самолеты Украины ; 2005 ;  ; Cu-Ni ; AU ; 31 ; Ratmen ; 323 
 3746 ; 1 крона. Швеция ; 1972 ;  ; Cu/Ni ; XF ; 11 ; albertf ; 26 
 3747 ; 1 крона. Швеция ; 1973 ;  ; Cu/Ni ; XF ; 13 ; albertf ; 27 
 3748 ; 50 эре. Швеция ; 1968 ;  ; Cu/Ni ; XF ; 14 ; cotaclysm ; 27 
 3749 ; 50 эре. Швеция ; 1973 ;  ; Cu/Ni ; XF ; 4 ; V.I.P.E.R. ; 17 
 3750 ; 1 эре. Швеция ; 1907 ;  ; Cu ; VF+ ; 10 ; kergudu ; 92 
 3751 ; 2 эре. Швеция ; 1875 ;  ; Cu ; VF+ ; 33 ; kergudu ; 157 
 3752 ; 1 эре. Швеция ; 1858 ;  ; Cu ; VF- ; 33 ; Rosomaha ; 139 
 3753 ; 1 эре. Швеция ; 1874 ;  ; Cu ; VF+ ; 52 ; andy2012 ; 396 
 3754 ; 1 эре. Швеция ; 1903 ;  ; Cu ; VF+ ; 18 ; andreyg ; 132 
 3755 ; 10 центов. Барбадос ; 1974 ;  ; Cu/Ni ; Proof ; 14 ; zoodoo7 ; 125 
 3756 ; 1 цент. Багамские о-ва ; 1974 ;  ; Лат ; Proof ; 56 ; anikan ; 408 
 3757 ; 25 новых пенсов. Великобритания. Серебряный юбилей правления ; 1977 ;  ; Cu/Ni ; AU ; 15 ; Юбер ; 101 
 3758 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадььбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; AU ; 21 ; STANDART ; 168 
 3759 ; 1 крона. Остров Мен. Тысячелетие Тинвальда ; 1979 ;  ; Cu/Ni ; AU ; 20 ; Bronco ; 319 
 3760 ; 1 крона. Остров Мен. Морское наследие ; 1982 ;  ; Cu/Ni ; AU ; 11 ; chebeer ; 447 
